"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","relatedCatalogItem","sex"
"101","2020-02-08 10:00:54-03","NBC","NL-BOTANY","WAG.1857208","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"Pires JM; Cavalcante PB",NA,"1962","07","10","Southern America","Brazil",NA,NA,"Territorio Amapa, Brasil. Coastal Region. Road to Amapa, vic. Km 48.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1857208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1857208","NL-WAG1857208",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"102","2020-11-04 11:12:57-03","ESALQ","ESA","67114","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","Ferrucci, M.S.","Souza, V.C. et al.","24573.0","2000","07","29",NA,"Brasil","Goiás","Iaciara",NA,"-46.6316986083984","-14.0958003997803",NA,NA,NA,NA,"ESA067114","ESA067114 ESA067114_1",NA,"39086","auto",NA,NA,"2003","01","01",NA,NA,NA,NA,NA,NA,NA
"103","2020-11-04 11:12:57-03","ESALQ","ESA","47676","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart. & Zucc.","Tscha,M.C.","Bernacci, L.C. et al.","2426.0","1997","08","13",NA,"Brasil","Mato Grosso","Alto Boa Vista",NA,"-51.3877983093262","-11.6744003295898",NA,NA,NA,NA,"ESA047676","ESA047676",NA,"102616","auto",NA,NA,"2000","02","01",NA,NA,NA,NA,NA,NA,NA
"104","2020-11-04 11:12:57-03","ESALQ","ESA","115610","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata",NA,"Kuntz, J.","Kuntz, J.",NA,"2008","07","12",NA,"Brasil","Mato Grosso","Barão de Melgaço",NA,"-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,"ESA115610","ESA115610",NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-04 11:12:57-03","ESALQ","ESA","60883","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","Ferrucci, M.S.","Hatschbach, G. et al.","66906.0","1997","08","15",NA,"Brasil","Mato Grosso","Cáceres",NA,"-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"ESA060883","ESA060883",NA,"172193","auto",NA,NA,"2003","01","01",NA,NA,NA,NA,NA,NA,NA
"106","2020-11-04 11:12:57-03","ESALQ","ESA","32361","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata",NA,NA,"Dubs, B.","1609.0","1994","08","01",NA,"Brasil","Mato Grosso","Alto Paraguai",NA,"-56.4824981689453","-14.5136003494263",NA,NA,NA,NA,"ESA032361","ESA032361",NA,"78022","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-11-04 11:12:57-03","ESALQ","ESA","65097","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","Ferrucci, M.S.","Árbocz, G.F. et al.","4742.0","1997","01","01",NA,"Brasil","Mato Grosso","Cocalinho",NA,"-50.9958000183105","-14.3971996307373",NA,NA,NA,NA,"ESA065097",NA,NA,"293587","auto",NA,NA,"2002","01","01",NA,NA,NA,NA,NA,NA,NA
"108","2020-11-04 11:12:57-03","ESALQ","ESA","111436","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata",NA,"Kuntz, J.","Caliari, C.P.","1384.0","2007","07","12",NA,"Brasil","Mato Grosso","Barão de Melgaço",NA,"-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,"ESA111436","ESA111436",NA,"145819","auto",NA,NA,"2007","11","13",NA,NA,NA,NA,NA,NA,NA
"109","2020-11-04 11:12:57-03","ESALQ","ESA","28310","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata",NA,NA,"Dubs, B.","1741.0","1994","09","07",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho",NA,"-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,"ESA028310","ESA028310",NA,"185577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-11-04 11:12:57-03","ESALQ","ESA","88176","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","Ferrucci, M.S.","Viani, R.A.G. et al.","260.0","2002","11","06",NA,"Brasil","Minas Gerais","Delta",NA,"-47.7710990905762","-19.9766998291016",NA,NA,NA,NA,"ESA088176","ESA088176",NA,"15111","auto",NA,NA,"2003","01","01",NA,NA,NA,NA,NA,NA,NA
"111","2020-11-04 11:12:57-03","ESALQ","ESA","89078","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","Magalhães, G.M.","Magalhães, G.M.","4699.0","1951","09","12",NA,"Brasil","Minas Gerais","Januária",NA,"-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,"ESA089078","ESA089078",NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-11-04 11:12:57-03","ESALQ","ESA","64112","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata",NA,NA,"Souza, J.P.",NA,"1998","03","01",NA,"Brasil","São Paulo","Monte Mor",NA,"-47.310001373291","-22.9400005340576",NA,NA,NA,NA,"ESA064112","ESA064112",NA,"12206","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-11-04 11:12:57-03","ESALQ","ESA","47668","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","Ferrucci, M.S.","Nave, A.G.; Dário, F.R.; Lopes, R.F.; Bertani, D.F.","2054.0","1997","09","11",NA,"Brasil","Mato Grosso","Pontes e Lacerda","Estrada na Mineradora Santa Elina. Savana Arbórea Aberta. Beira de estrada, antropizado","-59.3353004455566","-15.2260999679565",NA,NA,NA,"Arbóreo. Altura de 3,0 m e com fruto seco marrom, flor branca, estames amarelo.","ESA047668","ESA047668",NA,"110136","auto","-59,779,167","-14,516,667","2003","01","01",NA,NA,NA,NA,NA,NA,NA
"114","2020-11-04 11:12:57-03","ESALQ","ESA","3361","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata",NA,NA,"Silva, M.V.C.",NA,"1987","07","11",NA,"Brasil","Paraná","Sengés",NA,"-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,"ESA003361","ESA003361",NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-11-04 11:12:57-03","ESALQ","ESA","1626","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata",NA,NA,"Crestana, L.",NA,"1987","03","20",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA001626","ESA001626",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-11-04 11:12:57-03","ESALQ","ESA","35494","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata",NA,NA,"Grecco, M.D.N. et al.","6.0","1995","08","21",NA,"Brasil","São Paulo","São José do Rio Preto",NA,"-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"ESA035494","ESA035494",NA,"20305","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-11-04 11:12:57-03","ESALQ","ESA","66661","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","Ferrucci, M.S.","Souza, V.C. et al.","24119.0","2000","07","17",NA,"Brasil","Tocantins","Natividade",NA,"-47.7233009338379","-11.7096996307373",NA,NA,NA,NA,"ESA066661","ESA066661 ESA066661_1",NA,"59394","auto",NA,NA,"2003","01","01",NA,NA,NA,NA,NA,NA,NA
"118","2020-11-04 11:12:57-03","ESALQ","ESA","47678","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","Ferrucci, M.S.","Nave, A.G.; Dário, F.R.; Lopes, R.F.; Bertani, D.F.","2174.0","1997","09","15",NA,"Brasil","Mato Grosso","Pontes e Lacerda","Estrada da Mineradora Santa Elina. Savana Arbórea Densa. Beira de estrada, antropizado","-59.3353004455566","-15.2260999679565",NA,NA,NA,"Arbóreo. Altura de 8,0 m e com flor branca com estames amarelo e fruto imaturo verde.","ESA047678","ESA047678",NA,"110136","auto",NA,NA,"2003","01","01",NA,NA,NA,NA,NA,NA,NA
"119","2021-01-14 15:31:31-03","MN","R","74788","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"Freire Allemão, F. 155; Cysneiros, M.",NA,NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010050145","R010050145_001 R010050145_002 R010050145_003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-01-14 15:31:31-03","MN","R","7760","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"Glaziou, A.F.M.","10338","1877","07","25",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,"Plantas do Brasil Central","R000007760","R000007760_001",NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-11-19 10:24:12-03","CPAP","CPAP","12446","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"Ratter, J. A.","3512","1976","09","01",NA,"Brasil","DF","Vargem Bonita","Fazenda Água Limpa, Estação da Universidade de Brasília",NA,NA,NA,NA,NA,"AMBIENTE: Cerrado. <ll>dwc_commonname:</ll> Açoito Cav",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-11-19 10:24:12-03","CPAP","CPAP","13115","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"Mattos, P. P. de","17","1994","07","06",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim, Sub-região da Nhecolândia, Pantanal","-56.65","-18.983333","90","90",NA,"Arbóreo, 8m de altura. FLOR: não vista. FRUTO: não visto. INTERESSE: Apícola; madeireira. FREQUÊNCIA: Pouco frequente. AMBIENTE: Cerradão. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Acoita-Cav",NA,NA,NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-11-19 10:24:12-03","CPAP","CPAP","23119","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","A. Pott","Pott, A.","9625","2002","04","11",NA,"Brasil","MS","Campo Grande","Reserva da Embrapa Gado de Corte","-54.724722","-20.4525",NA,NA,NA,"Árvoreta 5m de altura. com flores arroxeadas, folha discolor, hipofilo cinza, interesse Florestal., frequência Esparsa.. Cerradão com fisionomia de floresta, sem gado,. Solo: argiloso. com afloramento de basalto,. Relevo: meia encosta suave.",NA,NA,NA,NA,NA,"54°43'29'' W","20°27'09'' S","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-11-19 10:24:12-03","CPAP","CPAP","24190","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","A. Pott; V. J. Pott","Pott, A.","13008","2005","08","12",NA,"Brasil","MS","Corumbá","3Km S da sede da Fazenda Horizonte, sub-região da Nhecolândia, Pantanal.","-55.863056","-18.9575","120","120",NA,"Árvore 5-15m de altura. com flor esbranquiçada e fruto ausente. . Frequente.. Importância apícola, madeira, . Medicinal. Pastagem cultivada degradada em área de cerradão semidecídual. Solo: arenoso. Relevo: convexo em plano. <ll>dwc_commonname:</ll> Açoita-Cavalo",NA,NA,NA,NA,NA,"55°51'47 W","18°57'27 S","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-11-19 10:24:12-03","CPAP","CPAP","3945","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","M. S. Ferrucci","Pott, A.","3438","1987","09","17",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - Reserva Biológica (invernada 6)","-56.65","-18.983333","89","89",NA,"Árvore. FLOR: branca. FRUTO: . INTERESSE: Apícola, madeira. FREQUÊNCIA: Frequente. AMBIENTE: Cordilheira (paleodique), não alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano com mesorelevo. <ll>dwc_commonname:</ll> Acoita-Cavalo",NA,NA,NA,NA,NA,"56°39' W","18°59' S","1999","03",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-11-19 10:24:12-03","CPAP","CPAP","8439","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","V. J. Pott; A. Pott","Silva, M. P. da","38",NA,NA,NA,NA,"Brasil","MS","Corumbá","Fazenda do Dr. Claudionor Duarte; a esquerda na estrada para Forte Coimbra, Pantanal - ponto 4 - planta 4.28","-57.516667","-19.533333",NA,NA,NA,"Arbóreo, 2m de altura. FLOR: não visto. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Raro. AMBIENTE: Mata. SUBSTRATO: solo vértico. RELEVO: plano.",NA,NA,NA,NA,NA,"57°31' W","19°32' S","1997","04","24",NA,NA,NA,NA,NA,NA,NA
"127","2020-11-19 10:24:12-03","CPAP","CPAP","9701","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"Pott, A.","6241","1992","07","31",NA,"Brasil","MS","Aquidauana","Estrada MS-419 , 20km de Aquidauana, fazenda Santa Aparecida","-55.8","-20.483333","120","120",NA,"Árvore. FLOR: corola creme. Cálice verde amarelado. FRUTO: castanho. INTERESSE: Florestal, Apícola.. FREQUÊNCIA: Abundante. AMBIENTE: Remanescente de cerrado mesotrófico. SUBSTRATO: solo arenoso. RELEVO: ondulado, meia encosta. <ll>dwc_commonname:</ll> Açoita-ca",NA,NA,NA,NA,NA,"55°48' W","20°29' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2015-07-02 14:02:45-03","JBP","HPL","3966","S","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","Ferrucci, M.S.","E.R. Salviani & H. Lorenzi","256","1998","08","26",NA,"Brasil","MS","Pirapotanga","Coletado nos arredores da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","11","28",NA,NA,NA,NA,NA,NA,NA
"129","2015-07-02 14:02:45-03","JBP","HPL","3965","S","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","A.G. Ribeiro","A.G. Ribeiro","30","1996","08","16",NA,"Brasil","GO","Jatai","Coletada nas proximidades da cidade.","-51.7144","-17.8814",NA,NA,NA,NA,NA,NA,NA,"75073","auto",NA,NA,"1996","08","16",NA,NA,NA,NA,NA,NA,NA
"130","2014-09-04 12:55:57-03","UNICAP","HUCPE","1099","S","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","L. C. Marangon","Cunha, L. .V.","D257","2008","11","20",NA,"Brasil","Pernambuco","Igarassu","Mata do Eng. Palmeiras","-34.87481","-7.832298",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-34.87481","-7.832298","2008","11","28",NA,NA,NA,NA,NA,NA,NA
"131","2014-09-04 12:55:57-03","UNICAP","HUCPE","173","S","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","S. Tavares","Teixeira, G.","2982","1966","12","21",NA,"Brasil","Rio Grande do Norte","Goianinha","Matas da Usina Estivas.","-35.201836","-6.258733",NA,NA,NA,"Árvore de fuste regularmente lenheiro. Copa esgalhada e ampla. cerca de 7 a 8m de altura e 15cm de diâmetro. Flores alvas quando jovem, as mais velhas cor de fumo. Madereira.",NA,NA,NA,NA,NA,"-35.201836","-6.258733","1967","04","03",NA,NA,NA,NA,NA,NA,NA
"132","2019-02-15 11:51:21-02","IPA","IPA","75502","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tavares, S.","Monteiro, M.T.","23066","1968","12","14","Southern America","Brasil","Alagoas","São Miguel dos Campos","Fábrica Sebastião Ferreira","-36.0936012268066","-9.78110980987549",NA,NA,NA,"Flores grandes, alvas, pouco perfume agradável.","IPA0075502",NA,NA,"30539","auto",NA,NA,"1969","05","13",NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:51:21-02","IPA","IPA","75739","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tavares, S.","Paiva, F.","3353","1965","10","27","Southern America","Brasil","Alagoas","São Miguel dos Campos","Mata do Varrela. Povoado Bernardo Lopes.","-36.0936012268066","-9.78110980987549",NA,NA,NA,NA,"IPA0075739",NA,NA,"30539","auto",NA,NA,"1967","03","15",NA,NA,NA,NA,NA,NA,NA
"134","2019-02-15 11:51:21-02","IPA","IPA","75850","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tavares, S.","Teixeira, G.","2910","1965","12","29","Southern America","Brasil","Pernambuco","Recife","Dois Irmaõs","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Árvore de fuste linheiro, cerca de 4m. de altura. Flores suavemente perfumadas. Perianto cor de ferrugem e verde. Madeireira.","IPA0075850",NA,NA,"18865","auto",NA,NA,"1967","04","03",NA,NA,NA,NA,NA,NA,NA
"135","2019-07-26 11:41:26-03","IPA","IPA","74767","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tavares, S.","Soares, S.","s.n.","1965","12","03","Southern America","Brasil","Pernambuco","Recife","Mata de dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Árvore ca. 10m de altura po 0.30 base. Casca rugosa. Flores verde-amareladas, com perfume leve, folhas com face dorsal mais clara. Foi coletada amostra de madeira.","IPA0074767",NA,NA,"18865","auto",NA,NA,"1965","12","03",NA,NA,NA,NA,NA,NA,NA
"136","2019-02-15 11:51:21-02","IPA","IPA","75859","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tavares, S.","Lima, D.P.","12614","1965","04","10","Southern America","Brasil","Pernambuco","Vicência","Chã de Areia","-35.3266983032227","-7.65693998336792",NA,NA,NA,"Árvore de porte elevado, tronco regular e linheiro. Flores alvas e anteras cor de ferrugem, com perfume agradável.","IPA0075859",NA,NA,"21084","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-02-15 11:51:21-02","IPA","IPA","74160","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tavares, S.","Teixeira, G.","2675","1965","04","10","Southern America","Brasil","Pernambuco","Vicência","Chã de areia. Canavieiras","-35.3266983032227","-7.65693998336792",NA,NA,NA,"Árvore de porte elevado, tronco regular e liheiro. Flores alvas e anteras cor de ferrugen, com perfume agradável","IPA0074160",NA,NA,"21084","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-02-15 11:51:21-02","IPA","IPA","75990","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tschá, M.C.","Monteiro, M.T.","22643","2000","03","03","Southern America","Brasil","Alagoas","Rio Largo","Engenho Cachoeira","-35.8532981872559","-9.4783296585083",NA,NA,NA,"Flores grandes de cor amarelas, bastante perfumadas.","IPA0075990",NA,NA,"13982","auto",NA,NA,"2000","03","03",NA,NA,NA,NA,NA,NA,NA
"139","2019-02-15 11:51:21-02","IPA","IPA","75861","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"Lima, D.P.","12630","1965","12","29","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Árvore de fruste linheiro, com cerca de 4m alt. Flores suavemente perfumadas. Perianto cor de de ferrugem e verde. Madeireira.","IPA0075861",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-02-15 11:51:21-02","IPA","IPA","75479","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tavares, S.","Tavares, S.","921",NA,NA,NA,"Southern America","Brasil","Pernambuco","Recife","entrada da Guabiraba. Margem da mata de Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Árvore com 8m de altura. Flores alvas sem perfume.","IPA0075479",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-07-26 11:41:26-03","IPA","IPA","75480","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tavares, S.","Soares, J.","75480","1965","02","03","Southern America","Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Árvore mais ou menos 10m de altura e 0,30cm de diametro. Casca rugosa. Flores verdes amareladas, com perfumr leve, folhas com face dorsal mais clara. Foi coletada amostra de madeira.","IPA0075480",NA,NA,"18865","auto",NA,NA,"1965","12","03",NA,NA,NA,NA,NA,NA,NA
"142","2019-02-15 11:51:21-02","IPA","IPA","60112","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tschá, M.C.","Almeida, K.; Figuerêdo, L.; Figuerêdo, L.","44","2000","05","06","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá.","-34.950278","-8.012778",NA,NA,NA,"Árvore ca. 3,5m. Folhas discolores verdes escuro na face ventral e na face dorsal castanho escuro. Fruto castanho cobertos de pêlos brancos.; Solo areno-argiloso.","IPA0060112",NA,NA,NA,NA,"-34.950278","-8.012778","2000","04","05",NA,NA,NA,NA,NA,NA,NA
"143","2019-02-15 11:51:21-02","IPA","IPA","24193","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Ataíde, M.","Salgado, O.A.","97","1979","08","15","Southern America","Brasil","Piauí","Castelo do Piauí",NA,"-41.5","-5.433333",NA,NA,NA,"Árvore ca. 10m de altura e 25cm de diâmetro. Caule cinza-escuro, folhas verdes, botão verde-claro, cálice verde, corola amarela. Exsudato.","IPA0024193",NA,NA,NA,NA,"-41.5","-5.433333","1979","10","03",NA,NA,NA,NA,NA,NA,NA
"144","2019-02-15 11:51:21-02","IPA","IPA","40759","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"Gardner, G.","1477",NA,NA,NA,"Southern America","Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"A tree about 30 feet high. It flowers before the leaves annear like many other of the decidious trees.; In the catinga.","IPA0040759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-02-15 11:51:21-02","IPA","IPA","40760","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"Gardner, G.","2490","1839","07",NA,"Southern America","Brasil","Piauí",NA,"District of Paranagoá.",NA,NA,NA,NA,NA,"A tree about 15 feet high; flowers white.","IPA0040760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-02-15 11:51:21-02","IPA","IPA","75829","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.",NA,"Teixeira, G.","2910","1965","12","29","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos","-34.881111","-8.053889",NA,NA,NA,"Árvore de fruste linheiro, com cerca de 4m alt. Flores suavemente perfumadas. Perianto cor de de ferrugem e verde. Madeireira.","IPA0075829",NA,NA,NA,NA,"-34.881111","-8.053889","1965","12","29",NA,NA,NA,NA,NA,NA,NA
"147","2019-02-15 11:51:21-02","IPA","IPA","83677","S","Plantae","Plantae",NA,"Tiliaceae","Luehea","paniculata","Luehea paniculata","Mart.","Oliveira, M.","Leite, M.S.; Wanderley, A.M.; Wanderley, A.M.","777","2008","05","18","Southern America","Brasil","Pernambuco","Cabo de Santo Agostinho","Pedra do Cayango, Litoral, entre os Engenhos Megahype e Cayango.","-34.985278","-8.201944","112","112",NA,"Árvore ca. 8m de altura na base do afloramento. Plena frutificação. Frutos ovóides, secos e pilosos de coloração marrom.; Afloramento rochoso.","IPA0083677",NA,NA,NA,NA,"-34.985278","-8.201944","2009","05","08",NA,NA,NA,NA,NA,NA,NA
"148","2019-02-15 11:45:11-02","IPA","IPA","84418","S","Plantae","Plantae",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tschá, M.C.","Silva, T.M.C.; Rodal, M.J.N.; Rodal, M.J.N.","9","2000","01","24","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.950278","-8.012778",NA,NA,NA,"Árvore ca. 25m de altura. Folhas maduras. Flores amareladas, botões florais com pêlos.; Solo areno-argiloso.","IPA0084418",NA,NA,NA,NA,"-34.950278","-8.012778","2000","04","05",NA,NA,NA,NA,NA,NA,NA
"149","2019-02-15 11:45:11-02","IPA","IPA","84417","S","Plantae","Plantae",NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart.","Tschá, M.C.","Almeida, K.; Santos, E.; Santos, E.","6","2000","02","04","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.950278","-8.012778",NA,NA,NA,"Árvore ca. 4m de altura. Presença de pêlos nas folhas, sépalas e fruto. Folhas com a parte dorsal verde clara e a parte ventral verde escura. Flores com pétalas laranjas, sépalas verdes e estames e anteras castanhas claras. Fruto imat","IPA0084417",NA,NA,NA,NA,"-34.950278","-8.012778","2000","04","05",NA,NA,NA,NA,NA,NA,NA
