"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"47","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201868","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1935","10","16","Southern America","Brazil",NA,"Procedencia Estancao Experimental Seridon. Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201868 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201868","NL-U1201868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"48","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201869","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,NA,NA,NA,"Southern America","Brazil",NA,"Procedencia: Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201869 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201869","NL-U1201869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"49","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201870","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,NA,NA,NA,"Southern America","Brazil",NA,"Procedencia: Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201870 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201870","NL-U1201870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"50","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201871","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1937","10","26","Southern America","Brazil",NA,"Procedencia Quentes. Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201871 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201871","NL-U1201871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"51","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201872","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1937","10","26","Southern America","Brazil",NA,"Procedencia Quentes. Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201872","NL-U1201872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"52","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201873","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1937","10","27","Southern America","Brazil",NA,"Procedencia Comvado. Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201873","NL-U1201873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"53","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201874","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1937","10","27","Southern America","Brazil",NA,"Procedencia Comvado. Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201874","NL-U1201874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"54","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201875","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,"1937","02","09","Southern America","Brazil",NA,"Procedencia Ponte Nova. Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201875 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201875","NL-U1201875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"55","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201876","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,NA,NA,NA,"Southern America","Brazil",NA,"Procedencia paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201876","NL-U1201876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"56","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201877","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,NA,NA,NA,"Southern America","Brazil",NA,"Procedencia Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201877 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201877","NL-U1201877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"57","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201878","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,NA,NA,NA,"Southern America","Brazil",NA,"Procedencia Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201878","NL-U1201878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"58","2020-02-08 09:46:14-03","NBC","NL-BOTANY","U.1201879","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg P von",NA,NA,NA,NA,"Southern America","Brazil",NA,"Procedencia Lima Campas. Paraiba - Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1201879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1201879","NL-U1201879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"59","2021-04-02 11:40:02-03","UFPI","TEPB","31531","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Amorim, J.C.","98","2017","10","22",NA,"Brasil","Piauí","Cânion","164","164",NA,"frequente, folhas maduras com coloração creme, sem flor, fruto imaturo com coloração verde, solo argilos, 12 metros de altura Ambiente: Cerrado <ll>dwc_commonname:</ll> Oiticica",NA,NA,"Amorim, J. C.","Buriti dos Montes","-41.376111","-5.023611",NA,"2017","11","17","41°22'34W","5°01'25S",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-02 11:40:02-03","UFPI","TEPB","31531","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth","Amorim, J.C.","26","2017","04","09",NA,"Brasil","Piauí","Comunidade Terra Dura","248","248",NA,"frequente, folhas maduras com coloração creme, sem flor, fruto imaturo com coloração verde, solo argilos, 12 metros de altura Ambiente: Cerrado <ll>dwc_commonname:</ll> oiticica",NA,NA,"Amorim, J. C.","Castelo do Piauí","-41.495278","-5.061944",NA,"2017","11","17","41°29'43W","5°03'43S",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-02 11:40:02-03","UFPI","TEPB","6519","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","M.A. Figueiredo","455","1991","08","15",NA,"Brasil","Ceará","Milho Amarelo","680","680",NA,NA,NA,NA,"A.J.Castro & A.Fernandes","Aiuaba","-40.1236000061035","-6.57360982894897",NA,"1980","12","10",NA,NA,NA,"68662","auto",NA,NA,NA,NA,NA
"62","2021-04-02 11:40:02-03","UFPI","TEPB","25383","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","A. B. Silva",NA,"2006","11","07",NA,"Brasil","Ceará","Sítio Mota, riacho livramento","67","67",NA,"Árvore, 12m, independente, fruto verde, frequencia abundante, substrato arenoso. Uso: forrageiro Ambiente: Mata Ciliar <ll>dwc_commonname:</ll> Oiticica",NA,NA,NA,"Morada Nova","-38.372501373291","-5.10666990280151",NA,NA,NA,NA,NA,NA,NA,"67042","auto",NA,NA,NA,NA,NA
"63","2021-04-02 11:40:02-03","UFPI","TEPB","11650","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","M. R. A. MENDES","113","1999","10","26",NA,"Brasil","Piauí",NA,NA,NA,NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Oiticica",NA,NA,NA,"Bocaina","-41.3224983215332","-6.94250011444092",NA,NA,NA,NA,NA,NA,NA,"16504","auto",NA,NA,NA,NA,NA
"64","2021-04-02 11:40:02-03","UFPI","TEPB","22369","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","L. Santos","275","2006","07","08",NA,"Brasil","Piauí","Comunidade Varjota, próximo à Grota do Capador.","150","150",NA,"arbusto 4m, flor creme, muito freqüente, solo argiloso. Ambiente: Cerradão",NA,NA,"Marco Antônio de Assis","Monsenhor Gil","-42.6077995300293","-5.56416988372803",NA,"2004","04","04",NA,NA,NA,"20710","auto",NA,NA,NA,NA,NA
"65","2021-04-02 11:40:02-03","UFPI","TEPB","22370","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","L. Santos","314","2006","08","28",NA,"Brasil","Piauí","Fazenda Saquinho, Chapada Alta.",NA,NA,NA,"árvore 12m, muito freqüente, solo arenoso, flor creme. Ambiente: Cerrado <ll>dwc_commonname:</ll> Oiticica",NA,NA,"R. BARROS","Monsenhor Gil","-42.6077995300293","-5.56416988372803",NA,"2007","02","15",NA,NA,NA,"20710","auto",NA,NA,NA,NA,NA
"66","2021-03-03 11:04:11-03","UFPI","TEPB","31193","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth","Rafaela Maria Pessoa Nunes",NA,"2016","07","18",NA,"Brasil","Piauí","Rio Canindé",NA,NA,NA,"<ll>dwc_commonname:</ll> Oiticica",NA,NA,NA,"Oeiras","-42.1310997009277","-7.0252799987793",NA,NA,NA,NA,NA,NA,NA,"54774","auto",NA,NA,NA,NA,NA
"67","2021-04-05 09:18:09-03","UFPI","TEPB","31104","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Neto, J.R.A","136","2016","05","12",NA,"Brasil","Piauí","Poço do Jatobá",NA,NA,NA,"Ambiente: Caatinga <ll>dwc_commonname:</ll> Oiticica",NA,NA,"Neto, J.R.A","Sigefredo Pacheco","-41.7332992553711","-4.91388988494873",NA,"2016","06","26",NA,NA,NA,"39554","auto",NA,NA,NA,NA,NA
"68","2021-04-02 11:40:02-03","UFPI","TEPB","20969","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","G. Santiago",NA,"2004","09","16",NA,"Brasil","Piauí","Praça Pedro II","747","747",NA,"Árvore, uso medicinal, industrial, flor amarela, fruto verde, frequencia regular, solo areno-argiloso Ambiente: Praça/Parque <ll>dwc_commonname:</ll> Oticica",NA,NA,NA,"Teresina","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA
"69","2020-11-19 10:23:09-03","CPAP","CPAP","10471","PreserverdSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Pott, A.","6307","1992","11","06",NA,"Brasil","BA","Centro Nacional de Pesquisa de Mandioca e Fruticultura - Embrapa","300","300",NA,"Árvore 10m de altura, multitronco. FLOR: creme. FRUTO: ainda verde. INTERESSE: Óleo industrial. FREQUÊNCIA: Cultivada.. AMBIENTE: Parque cultivado. SUBSTRATO: solo areno-argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Oiticica",NA,NA,NA,"Cruz das Almas","-39.116667","-12.716667",NA,NA,NA,NA,"39°07' W","12°43' S",NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-07-02 14:01:26-03","JBP","HPL","2350","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","H. Lorenzi","1742","1997","09","11",NA,"Brasil","SP","IAC, fazenda Santa Elisa.",NA,NA,NA,NA,NA,NA,"Hermes","Campinas","-47.06","-22.9",NA,"1997","09","11",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"71","2015-07-02 14:01:26-03","JBP","HPL","2349","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth","H. Lorenzi","1122","1993","11","02",NA,"Brasil","SP","IAC, Fazenda Santa Elisa.",NA,NA,NA,NA,NA,NA,"Hermes Moreira","Campinas","-47.06","-22.9",NA,"1993","11","02",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"72","2016-02-02 14:37:54-02","BGBM","B","B 18 0008819","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Lützelburg","2","1938",NA,NA,"Middle and South America","Brazil",NA,"Paraiba, Lima Campos.",NA,NA,NA,"Oiticica <a href=http://herbarium.bgbm.org/object/B180008819 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180008819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2016-02-02 14:37:54-02","BGBM","B","B 18 0008820","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Lützelburg","3","1938",NA,NA,"Middle and South America","Brazil",NA,"Paraiba, Lima Campos.",NA,NA,NA,"Oiticica <a href=http://herbarium.bgbm.org/object/B180008820 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180008820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2016-02-02 14:37:54-02","BGBM","B","B 18 0008821","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Lützelburg","4","1938",NA,NA,"Middle and South America","Brazil",NA,"Paraiba, Lima Campos.",NA,NA,NA,"Oiticica <a href=http://herbarium.bgbm.org/object/B180008821 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180008821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2016-02-02 14:37:54-02","BGBM","B","B 18 0008822","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Lützelburg","5","1938",NA,NA,"Middle and South America","Brazil",NA,"Paraiba, Lima Campos.",NA,NA,NA,"Oiticica <a href=http://herbarium.bgbm.org/object/B180008822 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180008822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2016-02-02 14:37:54-02","BGBM","B","B 18 0008824","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Lützelburg","7","1938",NA,NA,"Middle and South America","Brazil",NA,"Paraiba, Lima Campos.",NA,NA,NA,"Oiticica <a href=http://herbarium.bgbm.org/object/B180008824 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180008824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2016-02-02 14:37:54-02","BGBM","B","B 18 0008825","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Lützelburg","8","1938",NA,NA,"Middle and South America","Brazil",NA,"Paraiba, Lima Campos.",NA,NA,NA,"Oiticica <a href=http://herbarium.bgbm.org/object/B180008825 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180008825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2016-02-02 14:37:54-02","BGBM","B","B 18 0008818","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Lützelburg","1","1938",NA,NA,"Middle and South America","Brazil",NA,"Paraiba, Lima Campos.",NA,NA,NA,"Oiticica <a href=http://herbarium.bgbm.org/object/B180008818 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180008818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2016-02-02 14:37:54-02","BGBM","B","B 18 0008823","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Lützelburg","6","1938",NA,NA,"Middle and South America","Brazil",NA,"Paraiba, Lima Campos.",NA,NA,NA,"Oiticica <a href=http://herbarium.bgbm.org/object/B180008823 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180008823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-02-15 11:36:22-02","IPA","IPA","47709","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg","28545","1936","02",NA,"Southern America","Brasil","Ceará",NA,NA,NA,NA,NA,"IPA0047709",NA,NA,"Crato","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,NA,NA,NA,"30071","auto",NA,NA,NA,NA,NA
"81","2019-02-15 11:36:22-02","IPA","IPA","76075","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Lima, D.P.","13506","1977","08","29","Southern America","Brasil","Maranhão","Mata da Vila Palmares",NA,NA,NA,NA,"IPA0076075",NA,NA,"Turiaçu","-45.3717002868652","-1.66332995891571",NA,NA,NA,NA,NA,NA,NA,"64839","auto",NA,NA,NA,NA,NA
"82","2019-02-15 11:36:22-02","IPA","IPA","21348","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Academia Brasileira de Ciências","1018","1971","11","26","Southern America","Brasil","Paraíba","em ilhotas a margem do Rio Paraíba.",NA,NA,NA,"Árvore copa larga, dorso das folhas esbranquiçado.","IPA0021348",NA,"Andrade-Lima","Itabaiana","-35.3325004577637","-7.32860994338989",NA,"1974","04","19",NA,NA,NA,"14247","auto",NA,NA,NA,NA,NA
"83","2019-02-15 11:36:22-02","IPA","IPA","42516","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Ataíde, M.; Soares, T.J.; Mansur, R.J.; Miranda, C.A.B. de; Santana, E.S.; Soares, T.J.; Mansur, R.J.; Miranda, C.A.B. de; Santana, E.S.","535","1984","08","28","Southern America","Brasil","Paraíba",NA,NA,NA,NA,"Árvore, flor creme, fruto marrom. A amendoa do fruto dá óleo secativo. Planta com cheiro característico.; Caatinga. Solo arenoso.","IPA0042516",NA,"Prance, G.T.","Patos","-37.2799987792969","-7.02443981170654",NA,"1992",NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA
"84","2019-02-15 11:36:22-02","IPA","IPA","366","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Vasconcellos Sobrinho","s.n.","1937",NA,NA,"Southern America","Brasil","Paraíba","Fazenda Sao João, alto sertão.",NA,NA,NA,"Fruto oleoso.","IPA0000366",NA,"Vasconcellos Sobrinho","Patos","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA
"85","2019-02-15 11:36:22-02","IPA","IPA","47589","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Gadelha, L.J.","78","1941","04","28","Southern America","Brasil","Paraíba",NA,NA,NA,NA,NA,"IPA0047589",NA,NA,"Sousa","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,NA,NA,NA,"21208","auto",NA,NA,NA,NA,NA
"86","2019-02-15 11:36:22-02","IPA","IPA","43613","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg","28406","1937","01","30","Southern America","Brasil","Paraíba","Posto Agrícola de São Gonçalo",NA,NA,NA,"Óleo industrial.","IPA0043613",NA,NA,"Sousa","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,NA,NA,NA,"21208","auto",NA,NA,NA,NA,NA
"87","2019-02-15 11:36:22-02","IPA","IPA","47567","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg","28353","1937","01","30","Southern America","Brasil","Paraíba","Posto Agrícola de São Gonçalo",NA,NA,NA,"Óleo industrial.","IPA0047567",NA,NA,"Sousa","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,NA,NA,NA,"21208","auto",NA,NA,NA,NA,NA
"88","2019-02-15 11:36:22-02","IPA","IPA","23253","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg","26819","1936","01","30","Southern America","Brasil","Paraíba","Posto Agrícola de São Gonçalo, canal Sul.",NA,NA,NA,NA,"IPA0023253",NA,NA,"Sousa","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,NA,NA,NA,"21208","auto",NA,NA,NA,NA,NA
"89","2019-02-15 11:36:22-02","IPA","IPA","47592","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Menezes, L.","75","1941","09","15","Southern America","Brasil","Paraíba","São Gonçalo",NA,NA,NA,NA,"IPA0047592",NA,NA,"Sousa","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,NA,NA,NA,"21208","auto",NA,NA,NA,NA,NA
"90","2019-02-15 11:36:22-02","IPA","IPA","74973","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Sobrinho, J.S.","80","1965","08","13","Southern America","Brasil","Rio Grande do Norte","Fazenda São José.",NA,NA,NA,"Árvore de grande porte. Flôres resumidíssimas, pétalas alvas, sem perfume. Frutos secos indeiscentes. Sementes oleaginosa.","IPA0074973",NA,"Tavares, S.","Jucurutú","-37.0203018188477","-6.03388977050781",NA,"1966","04","20",NA,NA,NA,"24072","auto",NA,NA,NA,NA,NA
"91","2019-02-15 11:36:22-02","IPA","IPA","47711","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg","28543","1936","02",NA,"Southern America","Brasil","Ceará",NA,NA,NA,NA,NA,"IPA0047711",NA,NA,"Crato","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,NA,NA,NA,"30071","auto",NA,NA,NA,NA,NA
"92","2019-07-26 11:39:44-03","IPA","IPA","82999","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Bezerra, D.A.C.","82999","2008","08",NA,"Southern America","Brasil","Ceará",NA,NA,NA,NA,"Árvore, frutos ovais verdes.","IPA0082999",NA,"Cano, O.","Juazeiro do Norte","-39.315299987793","-7.21305990219116",NA,"2009","03",NA,NA,NA,NA,"15239","auto",NA,NA,NA,NA,NA
"93","2019-02-15 11:36:22-02","IPA","IPA","86007","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Trajano, A.","59","2008","06","14","Southern America","Brasil","Paraíba","Sítio Xique-Xique, dista 4km do centro da cidade.",NA,NA,NA,"Arbóreo.; Caatinga.","IPA0086007",NA,"Cano, O.","Aparecida","-38.0867004394531","-6.78444004058838",NA,"2011",NA,NA,NA,NA,NA,"13985","auto",NA,NA,NA,NA,NA
"94","2019-02-15 11:36:22-02","IPA","IPA","3842","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Pickel, B.","3947","1935","06","21","Southern America","Brasil","Paraíba","ribanceira do Rio do Peixe.",NA,NA,NA,"Exemplar estéril.","IPA0003842",NA,"Pickel, B.","Pombal","-37.801700592041","-6.77027988433838",NA,"1935","08",NA,NA,NA,NA,"28929","auto",NA,NA,NA,NA,NA
"95","2019-02-15 11:36:22-02","IPA","IPA","47436","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg","28551","1936","02",NA,"Southern America","Brasil","Paraíba",NA,NA,NA,NA,NA,"IPA0047436",NA,NA,"Sousa","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,NA,NA,NA,"21208","auto",NA,NA,NA,NA,NA
"96","2019-02-15 11:36:22-02","IPA","IPA","43610","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg","28404","1937","01","30","Southern America","Brasil","Paraíba","Posto Agrícola de São Gonçalo",NA,NA,NA,"Óleo industrial.","IPA0043610",NA,NA,"Sousa","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,NA,NA,NA,"21208","auto",NA,NA,NA,NA,NA
"97","2019-02-15 11:36:22-02","IPA","IPA","43609","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg","28402","1937","01","30","Southern America","Brasil","Paraíba","Posto Agrícola de São Gonçalo",NA,NA,NA,"Óleo industrial.","IPA0043609",NA,NA,"Sousa","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,NA,NA,NA,"21208","auto",NA,NA,NA,NA,NA
"98","2019-02-15 11:36:22-02","IPA","IPA","43608","S","Plantae","Plantae",NA,"Chrysobalanaceae","Licania","rigida","Licania rigida","Benth.","Luetzelburg","28409","1937","01","30","Southern America","Brasil","Paraíba","Posto Agrícola de São Gonçalo",NA,NA,NA,"Óleo industrial.","IPA0043608",NA,NA,"Sousa","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,NA,NA,NA,"21208","auto",NA,NA,NA,NA,NA
