"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount"
"348","2019-11-25 12:12:16-03","UFSM","SMDB","10669","S","Plantae","Malvaceae","Waltheria","douradinha","Waltheria douradinha","A. St .Hil.","Canto-Dorow, T",NA,NA,NA,"Olkoski, D",NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Boca do Monte","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB010669",NA,"s.n.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"349","2019-11-25 12:12:16-03","UFSM","SMDB","10668","S","Plantae","Malvaceae","Waltheria","douradinha","Waltheria douradinha","A. St .Hil.","Canto-Dorow, T",NA,NA,NA,"Olkoski, D","2007","04","19","Brasil","Rio Grande do Sul","Santa Maria","Boca do Monte","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB010668",NA,"s.n.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-11-25 12:12:16-03","UFSM","SMDB","2929","S","Plantae","Malvaceae","Waltheria","douradinha","Waltheria douradinha","A. St .Hil.","Alvarez, A.F.","1989","09","06","Tabarelli, M","1988","10","27","Brasil","Rio Grande do Sul","Santa Maria","Morro do Cardoso","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB002929",NA,"s.n.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"351","2021-02-11 16:53:15-03","UFSM","SMDB","11663","S","Plantae","Malvaceae","Waltheria","douradinha","Waltheria douradinha","A. St .Hil.","Vendrusculo, G; Zachia, R",NA,NA,NA,"Záchia, R.A; Vendruscolo, G; Budke, J; Bicca, E","2000","01","26","Brasil","Rio Grande do Sul","Santa Maria","São Pedro do Sul","-53.8069000244141","-29.6842002868652",NA,NA,"Com flores verdes. Nome atribuído: doradinha. Pesquisa Etnobotânica Jujeiro Edson Bicca.","SMDB011663",NA,"4264",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"352","2021-01-07 13:22:31-03","UFSM","SMDB","19611","S","Plantae","Malvaceae","Waltheria","douradinha","Waltheria douradinha","A. St .Hil.","Witeck, L","2020","11","14","Machado, PFS","2020","11","14","Brasil","Rio Grande do Sul","São Pedro do Sul","Às margens da BR 287., Área antropizada","-54.1789016723633","-29.6205997467041",NA,NA,"Erva, indumento piloso, folhas alternas, ovadas, margens serradas, inflorescência terminal, flores amarelas . Projeto Flora de Santa Maria","SMDB019611",NA,"20",NA,NA,NA,NA,NA,NA,"32227","auto",NA,NA,NA,NA,NA,NA,NA,NA
"353","2021-01-27 14:32:55-03","UFSM","SMDB","14640","S","Plantae","Malvaceae","Waltheria","douradinha","Waltheria douradinha","A. St.-Hil.","Essi, L","2013","10","23","Essi, L; et al.","2013","10","23","Brasil","Rio Grande do Sul","São Pedro do Sul","Em campo próximo ao morro Itaquatiá.","-54.1789016723633","-29.6205997467041",NA,NA,NA,"SMDB014640",NA,"Li605",NA,NA,NA,NA,NA,NA,"32227","auto",NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-12-04 11:31:09-03","UFSM","SMDB","5910","S","Plantae","Sterculiaceae","Waltheria","douradinha","Waltheria douradinha","A.St.-Hil.","Cunha, M","1994","12","05","Vogel, C E","1994","11","10","Brasil","RS","Santa Maria","UFSM","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB005910","SMDB005910","s.n.",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-12-21 16:33:44-03","MBM","MBM","15921","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Smith, S.F.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.",NA,NA,NA,"Brazil","Mato Grosso","Terenos","Terenos",NA,NA,NA,NA,NA,"MBM015921","MBM015921","24556",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-12-21 16:33:44-03","MBM","MBM","288339","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Coutinho, T.S.","2019","04","30","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","2003","10","23","Paraguay","Amambay","Pedro Juan Caballero","5-10km a O de Pedro Juan Caballero",NA,NA,NA,NA,"Ereta 15cm, flor amarela.; Campo limpo, seco e rochoso.","MBM288339","MBM288339","76645",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-12-21 16:33:44-03","MBM","MBM","28861","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.",NA,NA,NA,"Brazil","Minas Gerais","Monte Alegre","Monte Alegre, arredores",NA,NA,NA,NA,NA,"MBM028861","MBM028861","33371",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-12-21 16:33:44-03","MBM","MBM","326449","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Smith, S.F.","2006","10",NA,"Marchet, F.","2006","04","23","Brazil","Rio Grande do Sul","Santa Margarida","Cerro do Minuano",NA,NA,NA,NA,"No campo","MBM326449","MBM326449","497","300","300",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-12-21 16:33:44-03","MBM","MBM","37392","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.",NA,NA,NA,"Brazil","Goiás","Alto Paraíso","Rod. GO-12, 10km S de Alto Paraíso",NA,NA,NA,NA,NA,"MBM037392","MBM037392","37311",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-12-21 16:33:44-03","MBM","MBM","397311","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Barboza, E.","2014",NA,NA,"Caxambu, M.G.; Siqueira, E.L.; Siqueira, E.L.","2009","10","17","Brazil","Paraná","Palmeira","Rodovia BR-277, Km 156, próximo ao pedágio","-49.892111","-25.474444","-49.892111","-25.474444","Erva ca. 0,35m, xilopodífera, heliófita. Flores do cálice verde e corola amarela.; Estepe (Campos Gerais). Relevo suave-ondulado.","MBM397311","MBM397311","2757","899","899",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-12-21 16:33:44-03","MBM","MBM","405353","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Lozano, E.D.","2015",NA,NA,"Lozano, E.D.","2013","12","18","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.004194","-25.247167","-50.004194","-25.247167","Subarbusto, 40 cm, flores amarelas, campo sujo.; Campos Gerais.","MBM405353","MBM405353","2401",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-12-21 16:33:44-03","MBM","MBM","405359","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Lozano, E.D.","2015",NA,NA,"Lozano, E.D.","2013","12","19","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, lagoa Tarumã","-50.033667","-25.242139","-50.033667","-25.242139","Subarbusto, 50 cm, flores amarelas, campo sujo.; Campos Gerais.","MBM405359","MBM405359","2486",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-12-21 16:33:44-03","MBM","MBM","4480","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Coutinho, T.S.","2019","04","29","Lindeman, J.; Haas, H.; Haas, H.","1966","10","20","Brazil","São Paulo",NA,"Km 158, rodovia São Paulo - Londrina",NA,NA,NA,NA,NA,"MBM004480","MBM004480","3183",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-12-21 16:33:44-03","MBM","MBM","184955","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Hatschbach, G.; Pott, A.; Pott, V.; Pott, A.; Pott, V.",NA,NA,NA,"Brazil","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães, arredores","-55.749698638916","-15.460599899292",NA,NA,NA,"MBM184955","MBM184955","63607",NA,NA,NA,NA,"Southern America",NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-12-21 16:33:44-03","MBM","MBM","97559","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Hatschbach, G.; Zelma, F.J.; Zelma, F.J.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Bela Vista","Bela Vista, 10-15km O","-56.5210990905762","-22.1089000701904",NA,NA,NA,"MBM097559","MBM097559","49150",NA,NA,NA,NA,"Southern America",NA,"66197","auto",NA,NA,NA,NA,NA,NA,NA,NA
"366","2020-12-21 16:33:44-03","MBM","MBM","277266","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Coutinho, T.S.","2019","05","02","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","2002","11","12","Brazil","Mato Grosso do Sul","Bonito","Fazenda Baía das Garças, Próximo à sede","-56.4818992614746","-21.1210994720459",NA,NA,"Xilopodífera, flor amarela.; Campo cerrado.","MBM277266","MBM277266","74158",NA,NA,NA,NA,"Southern America",NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-12-21 16:33:44-03","MBM","MBM","119584","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Tressens, S.G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Caracol","Caracol, 10-20km O","-57.0243988037109","-22.0139007568359",NA,NA,NA,"MBM119584","MBM119584","51634",NA,NA,NA,NA,"Southern America",NA,"53879","auto",NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-12-21 16:33:44-03","MBM","MBM","129146","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Miranda","Rod. BR-262","-56.3782997131348","-20.2406005859375",NA,NA,NA,"MBM129146","MBM129146","52454",NA,NA,NA,NA,"Southern America",NA,"92112","auto",NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-12-21 16:33:44-03","MBM","MBM","124937","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Nioaque","Rod. BR-060","-55.8300018310547","-21.1352996826172",NA,NA,NA,"MBM124937","MBM124937","52420",NA,NA,NA,NA,"Southern America",NA,"49299","auto",NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-12-21 16:33:44-03","MBM","MBM","188777","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Rio Brilhante","Rodovia para Maracaju, km 320","-54.5463981628418","-21.8019008636475",NA,NA,NA,"MBM188777","MBM188777","63393",NA,NA,NA,NA,"Southern America",NA,"65544","auto",NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-12-21 16:33:44-03","MBM","MBM","366626","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Coutinho, T.S.","2019","05","02","Barboza, E.; Cordeiro, J.; Costa, E.F.; Cordeiro, J.; Costa, E.F.","2010","11","16","Brazil","Minas Gerais","Gouveia","Barão de Guaicuhy","-43.7407989501953","-18.4543991088867",NA,NA,"Xilopodífera, flor amarela.; Cerrado.","MBM366626","MBM366626","2989",NA,NA,NA,NA,"Southern America",NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-12-21 16:33:44-03","MBM","MBM","373405","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Coutinho, T.S.","2019","05","02","Barboza, E.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.; Silva, J.M.","2011","10","13","Brazil","Minas Gerais","João Pinheiro","Fazenda Morro Belo","-46.1725006103516","-17.7425003051758",NA,NA,"Xilopodífera, flor amarela.; Campo cerrado.","MBM373405","MBM373405","3337",NA,NA,NA,NA,"Southern America",NA,"102029","auto",NA,NA,NA,NA,NA,NA,NA,NA
"373","2020-12-21 16:33:44-03","MBM","MBM","188789","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Cristóbal, C.L.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,NA,"Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"MBM188789","MBM188789","64360",NA,NA,NA,NA,"Southern America",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"374","2020-12-21 16:33:44-03","MBM","MBM","44059","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Pereira, E.; Hatschbach, G.; Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Laranjeiras do Sul","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,NA,"MBM044059","MBM044059","7740",NA,NA,NA,NA,"Southern America",NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"375","2020-12-21 16:33:44-03","MBM","MBM","192122","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Coutinho, T.S.","2019","05","03","Hatschbach, G.; Ziller, S.R.; Silva, J.M.; Ziller, S.R.; Silva, J.M.","1996","02","22","Brazil","Paraná","Pinhão","Córrego Estrito, Vale do Rio Iguaçu","-51.6596984863281","-25.6956005096436",NA,NA,"Xilopodífera, ascendente, flor amarela.; Campo degradado.","MBM192122","MBM192122","64447",NA,NA,NA,NA,"Southern America",NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA
"376","2020-12-21 16:33:44-03","MBM","MBM","44062","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Rambo, B.",NA,NA,NA,"Rambo, B.",NA,NA,NA,"Brazil","Rio Grande do Sul","Porto Alegre","Itapema","-51.2299995422363","-30.0331001281738",NA,NA,NA,"MBM044062","MBM044062","51349",NA,NA,NA,NA,"Southern America",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"377","2020-12-21 16:33:44-03","MBM","MBM","145739","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis glabriuscula","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Saunders, J.G.; Hatschbach, G.; Hatschbach, G.",NA,NA,NA,"Brazil","Paraná",NA,"Rod. PR-151",NA,NA,NA,NA,NA,"MBM145739","MBM145739","3202",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"glabriuscula",NA,NA,NA,NA
"378","2020-12-21 16:33:44-03","MBM","MBM","131312","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis platyphylla","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Cervi, A.C.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Ponta Grossa","Furnas","-50.1618995666504","-25.0949993133545",NA,NA,NA,"MBM131312","MBM131312","2704",NA,NA,NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,"platyphylla",NA,NA,NA,NA
"379","2020-12-21 16:33:44-03","MBM","MBM","284633","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Coutinho, T.S.","2019","05","02","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Carneiro, J.; Hatschbach, M.; Ribas, O.S.; Carneiro, J.","2003","06","13","Brazil","Bahia","Canavieiras","Rodovia Canavieiras - Ilhéus, após o trevo para Santa Luzia","-38.9472007751465","-15.6750001907349",NA,NA,"Arbusto 1,20m, flor amarela.; Restinga arbórea.","MBM284633","MBM284633","75269",NA,NA,NA,NA,"Southern America",NA,"48203","auto",NA,NA,NA,NA,NA,NA,NA,NA
"380","2020-12-21 16:33:44-03","MBM","MBM","84759","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Coutinho, T.S.","2019","04","29","Carvalho, A.M. de; Vinha, S.G. da; Brito, E.S.; Vinha, S.G. da; Brito, E.S.","1982","04","20","Brazil","Bahia","Porto Seguro","Estrada de Arraial da Ajuda para Trancoso","-39.0647010803223","-16.4496994018555",NA,NA,"Subarbusto. Flores com pétalas amarelas.; Restinga arbórea e campos. Crescendo no campo arenoso de restinga.","MBM084759","MBM084759","1266",NA,NA,NA,NA,"Southern America",NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,NA
"381","2020-12-21 16:33:44-03","MBM","MBM","253181","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Coutinho, T.S.","2019","05",NA,"Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","2000","05","14","Brazil","Goiás","São Domingos","Rodovia GO-110, 5-7km O do trevo para São Domingos","-46.3182983398438","-13.3983001708984",NA,NA,"Ereta 50cm.; Campo cerrado.","MBM253181","MBM253181","69797",NA,NA,NA,NA,"Southern America",NA,"73215","auto",NA,NA,NA,NA,NA,NA,NA,NA
"382","2020-12-21 16:33:44-03","MBM","MBM","158534","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.",NA,NA,NA,"Brazil","Mato Grosso do Sul","Tacuru","Fazenda Santa Paula, Rod. MS-295, 18km O de Tacuru","-55.0158004760742","-23.6324996948242",NA,NA,NA,"MBM158534","MBM158534","58723",NA,NA,NA,NA,"Southern America",NA,"36822","auto",NA,NA,NA,NA,NA,NA,NA,NA
"383","2020-12-21 16:33:44-03","MBM","MBM","342450","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Cordeiro, J.; Barboza, E.","2008",NA,NA,"Caxambú, M.G.","2007","11","04","Brazil","Paraná","Arapoti","Margens da PR-239, próximo a cachoeira","-49.8266983032227","-24.1578006744385",NA,NA,"Erva heliófita ca. 0,30 m. Flores amarelas. relevo suave-ondulado. Vegetação Savana (campo sujo).","MBM342450","MBM342450","1919","806","806",NA,NA,"Southern America",NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA,NA
"384","2020-12-21 16:33:44-03","MBM","MBM","301403","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Cordeiro, J.; Barboza, E.","2005",NA,NA,"Caxambu, M.G.","2004","10","21","Brazil","Paraná","Campo Mourão","Valtra","-52.3830986022949","-24.0456008911133",NA,NA,"Planta herbácea, pilosa, com folhas alternas, com flores amarelas em inflorescências apicais.; Cerrado.","MBM301403","MBM301403","562",NA,NA,NA,NA,"Southern America",NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA
"385","2020-12-21 16:33:44-03","MBM","MBM","138672","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Coutinho, T.S.","2019","04","29","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","1990","10","15","Brazil","Goiás","Alto Paraíso","Rod. GO-118, 10-15km S de Alto Paraíso",NA,NA,NA,NA,"Xilopodífera, flor amarela.; Campo rupestre, solo rochoso.","MBM138672","MBM138672","54552",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-12-21 16:33:44-03","MBM","MBM","387744","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Lozano, E.D.","2013",NA,NA,"Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2013","11","30","Brazil","Paraná","Sengés","Rodovia PR-151, Rio Funil","-49.391306","-24.122417","-49.391306","-24.122417","Arbusto, 1 m, flores amarelas, campo sujo tomado por Braquiária.; Campos Gerais","MBM387744","MBM387744","2082",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2020-12-21 16:33:44-03","MBM","MBM","397306","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Barboza, E.","2014",NA,NA,"Caxambu, M.G.","2013","11","28","Brazil","Paraná","Tibagi","Sítio Sete Quedas","-50.260889","-24.584028","-50.260889","-24.584028","Erva ca. 0,40m, heliófita. Flores amarelas.; Estepe (Campos Gerais). Relevo ondulado.","MBM397306","MBM397306","4961","1099","1099",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2020-12-21 16:33:44-03","MBM","MBM","399030","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Barboza, E.","2015","07","20","Savarais, M.","2010","02","05","Brazil","Rio Grande do Sul","Passo Fundo","Universidade de Passo Fundo","-52.398619","-28.227219","-52.398619","-28.227219",NA,"MBM399030","MBM399030","674","683","683",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-12-21 16:33:44-03","MBM","MBM","405309","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Lozano, E.D.","2015",NA,NA,"Lozano, E.D.; Siqueira, E.L.; Siqueira, E.L.","2013","11","12","Brazil","Paraná","Campo Mourão","Lote 7H","-52.364528","-24.012389","-52.364528","-24.012389","Subarbusto, 40 cm, flores amarelas, campo sujo.; Cerrado Sensu Stricto.","MBM405309","MBM405309","1744",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2020-12-21 16:33:44-03","MBM","MBM","415833","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Marinero, F.","2019","01","29","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","2018","11","07","Brazil","Minas Gerais","Mato Verde","estrada para a Serra de Viamão","-42.799722","-15.433056","-42.799722","-15.433056","Subarbusto com 80 cm de altura; corola amarela.; Caatinga.","MBM415833",NA,"2863","750","750",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2020-12-21 16:33:44-03","MBM","MBM","405307","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Lozano, E.D.","2015",NA,NA,"Lozano, E.D.; Engels, M.E.; Engels, M.E.","2013","11","02","Brazil","Paraná","Carambeí","Alto Carambeí, Estrada para o Rio São João","-50.123083","-25.906028","-50.123083","-25.906028","Herbácea, 30 cm, inflorescência verde, estames amarelos, campo seco.; Campos Gerais.","MBM405307","MBM405307","1718",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-12-21 16:33:44-03","MBM","MBM","81549","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Tressens, S.G.",NA,NA,NA,"Irwin, H.S.; et al.; et al.",NA,NA,NA,"Brazil","Distrito Federal",NA,"Brasília, 20km NE",NA,NA,NA,NA,NA,"MBM081549","MBM081549","7980",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2020-12-21 16:33:44-03","MBM","MBM","87689","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Coutinho, T.S.","2019","04","30","Hatschbach, G.; Callejas, R.; Callejas, R.","1983","12","15","Paraguay",NA,NA,"Fazenda El Buracon, 30km O de Pedro Juan Cabalero",NA,NA,NA,NA,"Xilopodífera 50cm, flor amarela.; Campo seco, limpo.","MBM087689","MBM087689","47259",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2020-12-21 16:33:44-03","MBM","MBM","97556","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Tressens, S.G.",NA,NA,NA,"Hatschbach, G.; et al.; et al.",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"MBM097556","MBM097556","48524",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2020-12-21 16:33:44-03","MBM","MBM","49169","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Goiás","Cristalina","Serra dos Cristais","-47.6136016845703","-16.7686004638672",NA,NA,NA,"MBM049169","MBM049169","38982",NA,NA,NA,NA,"Southern America",NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA,NA
"396","2020-12-21 16:33:44-03","MBM","MBM","159981","PreservedSpecimen","Plantae","Malvaceae","Waltheria","communis","Waltheria communis","A. St.-Hil.","Saunders, J.G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.",NA,NA,NA,"Brazil","Goiás","Niquelândia","Bocaina","-48.4597015380859","-14.4738998413086",NA,NA,NA,"MBM159981","MBM159981","59627",NA,NA,NA,NA,"Southern America",NA,"74171","auto",NA,NA,NA,NA,NA,NA,NA,NA
