"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"171","2021-03-21 19:33:45-03","UFC","EAC","63733","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Souza, L.R.M.","s.n.","1997","Southern America","Brasil","Rio Congonhas, perto da ponte.",NA,"Árvore com 7 metros. Botões florais e Flores brancas.; Mata Ciliar.","EAC0063733","EAC0063733","(Griseb.) Lillo","Ribeiro, R.T.M.","12","12","Paraná","Sertaneja","-50.8382987976074","-23.0368995666504",NA,NA,"31896","auto","2017",NA,NA,"01","30",NA,NA,NA,NA,NA
"172","2021-03-21 19:33:45-03","UFC","EAC","54929","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Kotchetko, O.; Henriques, H.","22336","1989","Southern America","Brasil","Bosque Municipal Fábio Baneto.",NA,"Árvore, 4m; fruto samarídeo, com semente central.","EAC0054929","EAC0054929","(Griseb.) Lillo","Soares Neto, R.L.","12","05","São Paulo","Ribeirão Preto","-47.810001373291","-21.1700000762939",NA,NA,"24390","auto","2014",NA,NA,"01","03",NA,NA,NA,NA,NA
"173","2021-03-21 19:33:45-03","UFC","EAC","63725","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Assis, P.F.; Hernández, V.A.N.","267","1996","Southern America","Brasil","Fazenda Santa Rita.",NA,"Árvore com 4 metros de altura. Caule rugoso, cinza claro. Folhas membranáceas quando jovem. Flor esverdeada, botões florais verde. Fruto verde.; Borda da mata mesófila semidecídua de encosta.","EAC0063725","EAC0063725","(Griseb.) Lillo","Ribeiro, R.T.M.","09","17","São Paulo","Agudos","-48.9799995422363","-22.4599990844727",NA,NA,"52219","auto","2017",NA,NA,"01","30",NA,NA,NA,NA,NA
"174","2019-11-25 12:11:45-03","UFSM","SMDB","2270","S","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Klein, RM; Bresolin, A","s.n.","1969",NA,"Brasil","Morro da Quebrada, Tapera ,Ribeirão",NA,NA,"SMDB002270",NA,"(Griseb.) Lillo","Exell, A W","11","18","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-12-21 16:21:10-03","MBM","MBM","274419","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Cervi, A.C.","8108",NA,"Southern America","Brazil","Parque Nacional, Trilha do Rio São João",NA,NA,"MBM274419","MBM274419","Exell","Hatschbach, G.",NA,NA,"Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-12-21 16:21:10-03","MBM","MBM","42059","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","16138","1963","Southern America","Brazil","Serra do Matador",NA,"Mata. Árvore 12m alt. Flor esverdeada.","MBM042059","MBM042059","Exell","Exell, A.W.","09","11","Santa Catarina","Rio do Sul","-49.6431007385254","-27.2141990661621","550","550","15163","auto","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-12-21 16:21:10-03","MBM","MBM","42059","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","reitzii","Terminalia reitzii","PARATYPE","Reitz, P.R.; Klein, R.M.; Klein, R.M.","16138","1963","Southern America","Brazil","Serra do Matador",NA,"Árvore de 12m, flor esverdeada.; Mata.","MBM042059","MBM042059","Exell","Excell, A.W.","09","11","Santa Catarina","Rio do Sul","-49.6431007385254","-27.2141990661621","550","550","15163","auto","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-12-21 16:21:10-03","MBM","MBM","42058","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Reitz; Klein, R.M.; Klein, R.M.","12194","1962","Southern America","Brazil","Serra do Matador",NA,"Mata. Árvore 15m alt. Fruto imaturo verde.","MBM042058","MBM042058","Exell",NA,"02","21","Santa Catarina","Rio do Sul","-49.6431007385254","-27.2141990661621","550","550","15163","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:21:10-03","MBM","MBM","224144","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Dias, M.C.; et al.; et al.","s.n.","1990","Southern America","Brazil","Fazenda Bom Sucesso",NA,NA,"MBM224144","MBM224144","Exell",NA,"12","17","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-12-21 16:21:10-03","MBM","MBM","42058","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","reitzii","Terminalia reitzii","ISOTYPE","Reitz, P.R.; Klein, R.M.; Klein, R.M.","12194","1962","Southern America","Brazil","Serra do Matador",NA,"Árvore com 15m e frutos imaturos verdes.; Mata","MBM042058","MBM042058","Exell","Exell, A.W.","02","21","Santa Catarina","Rio do Sul","-49.6431007385254","-27.2141990661621","550","550","15163","auto","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-12-21 16:21:10-03","MBM","MBM","199387","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Venturi, S.","2222A","1923","Southern America","Argentina",NA,NA,NA,"MBM199387","MBM199387","(Griseb.) Lillo",NA,"09","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-12-21 16:21:10-03","MBM","MBM","106513","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Bernardi, L.","18135","1978","Southern America","Paraguay","Ibicui",NA,NA,"MBM106513","MBM106513","(Griseb.) Lillo","Stace, C.A.","10","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-12-21 16:21:10-03","MBM","MBM","120892","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Xifreda, C.C.; Maldonado, S.; Maldonado, S.","349","1986","Southern America","Argentina",NA,NA,NA,"MBM120892","MBM120892","(Griseb.) Lillo",NA,"12","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-12-21 16:21:10-03","MBM","MBM","128333","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hahn, W.","2778","1984","Southern America","Paraguay",NA,NA,NA,"MBM128333","MBM128333","(Griseb.) Lillo","Stace, C.A.","09","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-12-21 16:21:10-03","MBM","MBM","144423","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hunziker, A.T.","18711","1966","Southern America","Argentina",NA,NA,NA,"MBM144423","MBM144423","(Griseb.) Lillo",NA,"04","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-12-21 16:21:10-03","MBM","MBM","144424","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hunziker, A.T.","20671","1970","Southern America","Argentina",NA,NA,NA,"MBM144424","MBM144424","(Griseb.) Lillo",NA,"09","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-12-21 16:21:10-03","MBM","MBM","19321","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hatschbach, G.","25172","1970","Southern America","Brazil","Rio Vacaria",NA,NA,"MBM019321","MBM019321","(Griseb.) Lillo","Alwan, A.A.","10","24","Mato Grosso","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-12-21 16:21:10-03","MBM","MBM","259086","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Nee, M.","50495","1999","Southern America","Bolivia",NA,NA,NA,"MBM259086","MBM259086","(Griseb.) Lillo","Nee, M.","10","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-12-21 16:21:10-03","MBM","MBM","259087","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Nee, M.","50299","1999","Southern America","Bolivia",NA,NA,NA,"MBM259087","MBM259087","(Griseb.) Lillo","Nee, M.","10","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-21 16:21:10-03","MBM","MBM","259088","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Nee, M.","50495","1999","Southern America","Bolivia",NA,NA,NA,"MBM259088","MBM259088","(Griseb.) Lillo","Nee, M.","11","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-21 16:21:10-03","MBM","MBM","389727","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Marinero, F.; Carneiro, J.; Carneiro, J.","407","2012","Southern America","Brazil","UHE Mauá, Rio Tibagi",NA,"Árvore, 8m; frutos imaturos verdes.","MBM389727","MBM389727","(Griseb.) Lillo","Marinero, F.","10","17","Paraná","Telêmaco Borba","-50.679578","-24.227294","665","665",NA,NA,"2012","-50.679578","-24.227294","10","17",NA,NA,NA,NA,NA
"192","2020-12-21 16:21:10-03","MBM","MBM","39076","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","26478","1974","Southern America","Argentina",NA,NA,NA,"MBM039076","MBM039076","(Griseb.) Lillo",NA,"09","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-12-21 16:21:10-03","MBM","MBM","401184","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Rigon, L.G.C.","342","2015","Southern America","Brazil","Conglomerado: 6; subunidade: 3; subparcela: 1; indivíduo: 2",NA,"Árvore 8,2 m; flores marrons.","MBM401184","MBM401184","(Griseb.) Lillo","Bonin Junior, P.","06","24","Paraná","Inajá","-52.2","-22.68",NA,NA,NA,NA,"2015","-52.2","-22.68","09","14",NA,NA,NA,NA,NA
"194","2020-12-21 16:21:10-03","MBM","MBM","408743","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9057","2015","Southern America","Brazil","PCH Ouro Branco, Rio da Várzea",NA,"Árvore com 5 m de altura; frutos triangulares.; Floresta Estacional Semidecidual.","MBM408743",NA,"(Griseb.) Lillo","Barboza, E.","10","31","Paraná","Campo Mourão","-52.256944","-24.006111","450","450",NA,NA,"2017","-52.256944","-24.006111","03","31",NA,NA,NA,NA,NA
"195","2020-12-21 16:21:10-03","MBM","MBM","408196","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Biral, L.; Gama, C.; Melo, R.; Gama, C.; Melo, R.","1104","2014","Southern America","Brazil","Sítio São Sebastião",NA,"Árvore, 6 m de altura, látex escasso, frutos verdes.; Fragmento de floresta estacional semidecidual, em meio à pasto","MBM408196","MBM408196","(Griseb.) Lillo","Biral, L.","11","10","São Paulo","Corumbataí","-53.639444","-22.331389",NA,NA,NA,NA,"2014","-53.639444","-22.331389","11",NA,NA,NA,NA,NA,NA
"196","2020-12-21 16:21:10-03","MBM","MBM","48549","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Schinini, A.; Cristóbal, C.L.; Cristóbal, C.L.","13649","1976","Southern America","Argentina",NA,NA,NA,"MBM048549","MBM048549","(Griseb.) Lillo",NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-21 16:21:10-03","MBM","MBM","122299","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","51597","1987","Southern America","Brazil","Rio Guaviral",NA,NA,"MBM122299","MBM122299","(Griseb.) Lillo","Stace, C.A.","10","23","Mato Grosso do Sul","Bela Vista","-56.5210990905762","-22.1089000701904",NA,NA,"66197","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-12-21 16:21:10-03","MBM","MBM","297973","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Constantino, R.","136","2000","Southern America","Brazil","Rio Formoso - Rio Formozinho",NA,NA,"MBM297973","MBM297973","(Griseb.) Lillo","Constantino, R.","08",NA,"Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-12-21 16:21:10-03","MBM","MBM","71937","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hatschbach, G.","44008","1981","Southern America","Brazil","Rio Ocuí",NA,NA,"MBM071937","MBM071937","(Griseb.) Lillo","Stace, C.A.","09","18","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-21 16:21:10-03","MBM","MBM","48047","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hatschbach, G.","39279","1976","Southern America","Brazil","Joaquim Távora, arredores",NA,NA,"MBM048047","MBM048047","(Griseb.) Lillo","Stace, C.A.","11","30","Paraná","Joaquim Távora","-49.9047012329102","-23.4993991851807",NA,NA,"21735","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-21 16:21:10-03","MBM","MBM","115125","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Pastore, U.; Klein, R.; Klein, R.","177","1986","Southern America","Brazil","Rio Açu, Rod. BR-364",NA,NA,"MBM115125","MBM115125","(Griseb.) Lillo","Stace, C.A.","10","31","Paraná","Terra Roxa","-54.0969009399414","-24.1567001342773",NA,NA,"29144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-12-21 16:21:10-03","MBM","MBM","189326","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Chagas, F.; Silva; Silva","s.n.","1990","Southern America","Brazil","Fazenda Batavo, Rio Iapó",NA,NA,"MBM189326","MBM189326","(Griseb.) Lillo","Chagas, F.","04","30","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-12-21 16:21:10-03","MBM","MBM","97420","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","8428","1969","Southern America","Brazil","Morro da Quebrada, Tapera, Ribeirão",NA,NA,"MBM097420","MBM097420","(Griseb.) Lillo","Exell, A.W.","11","18","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-12-21 16:21:10-03","MBM","MBM","95160","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","8349","1969","Southern America","Brazil","Morro da Quebrada, Tapera, Ribeirão",NA,NA,"MBM095160","MBM095160","(Griseb.) Lillo","Exell, A.W.","10","14","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-12-21 16:21:10-03","MBM","MBM","239971","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Ivanauskas, N.M.","s.n.","1992","Southern America","Brazil","Piracicaba",NA,NA,"MBM239971","MBM239971","(Griseb.) Lillo","Ivanauskas, N.M.","11","06","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-12-21 16:21:10-03","MBM","MBM","169207","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Bertoni, J.E.A.","230","1993","Southern America","Brazil","Parque Estadual",NA,NA,"MBM169207","MBM169207","(Griseb.) Lillo","Pastore, J.A.","11","01","São Paulo","Porto Ferreira","-47.4700012207031","-21.8500003814697",NA,NA,"13859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-12-21 16:21:10-03","MBM","MBM","95171","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.","8495","1967","Southern America","Brazil","Morro da Quebrada, Tapera, Ribeirão",NA,NA,"MBM095171","MBM095171","(Griseb.) Lillo","Exell, A.W.","12","16","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-12-21 16:21:10-03","MBM","MBM","128334","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hahn, W.","705","1982","Southern America","Paraguay",NA,NA,NA,"MBM128334","MBM128334","(Griseb.) Lillo","Stace, C.A.","09","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-12-21 16:21:10-03","MBM","MBM","249432","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Pedersen, T.M.","10816","1974","Southern America","Argentina","Salta",NA,NA,"MBM249432","MBM249432","(Griseb.) Lillo","Stace, C.A.","11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-12-21 16:21:10-03","MBM","MBM","66984","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Schinini, A.","s.n.","1978","Southern America","Argentina",NA,NA,NA,"MBM066984","MBM066984","(Griseb.) Lillo",NA,"11","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-12-21 16:21:10-03","MBM","MBM","129797","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","52406","1988","Southern America","Brazil","Rio Brilhante",NA,NA,"MBM129797","MBM129797","(Griseb.) Lillo","Hatschbach, G.","10","19","Mato Grosso do Sul","Rio Brilhante","-54.5463981628418","-21.8019008636475",NA,NA,"65544","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-12-21 16:21:10-03","MBM","MBM","239164","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","69273","1999","Southern America","Brazil","Bosque da Cidade",NA,NA,"MBM239164","MBM239164","(Griseb.) Lillo","Hatschbach, G.","08","18","Paraná","Paranavaí","-52.4653015136719","-23.0730991363525",NA,NA,"51763","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-12-21 16:21:10-03","MBM","MBM","134208","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Silva, J.M.; Hatschbach, G.; Hatschbach, G.","640","1989","Southern America","Brazil","Rio Bandeirantes",NA,NA,"MBM134208","MBM134208","(Griseb.) Lillo","Stace, C.A.","09","01","Paraná","Santa Fé","-51.8053016662598","-23.0375003814697",NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-12-21 16:21:10-03","MBM","MBM","95169","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Klein, R.M.","7467","1969","Southern America","Brazil","Canasvieiras, Ilha de Santa Catarina",NA,NA,"MBM095169","MBM095169","(Griseb.) Lillo","Exell, A.W.","11","19","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-12-21 16:21:10-03","MBM","MBM","223790","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Rozza, A.","112","1995","Southern America","Brazil","Matão",NA,NA,"MBM223790","MBM223790","(Griseb.) Lillo","Rozza, A.","09","20","São Paulo","Matão","-48.3600006103516","-21.6000003814697",NA,NA,"26922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-12-21 16:21:10-03","MBM","MBM","397092","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Prata, E.M.B.","s.n.","2004","Southern America","Brazil","campus da Unesp, Mata ribeirinha na confluência do Córrego Bandeirantes no Ribeirão Claro",NA,"Árvore com 10 m de altura. Frutos imaturos verdes.","MBM397092","MBM397092","(Griseb.) Lillo","Assis, M.A.","10","21","São Paulo","Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","1996-02-15 16:39:34-03","MNHN","RECOLNAT_MNHN_P","P00538387","PreservedSpecimen",NA,NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora","isolectotype","Lorentz, P.G.|Hieronymus",NA,"1873",NA,"Argentine","Oran","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00538387' target='other'> <mi>dwc_moreinfo</mi></a>","P00538387","P00538387_01 P00538387_02","(Griseb.) Lillo","Alwan & Stace","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2015-11-07 02:37:48-02","MNHN","RECOLNAT_MNHN_P","P01901242","PreservedSpecimen",NA,NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hassler, E.",NA,NA,NA,"Paraguay","In silvis prope San Bernardino","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901242' target='other'> <mi>dwc_moreinfo</mi></a>","P01901242","P01901242_01","(Griseb.) Lillo","Alwan & Stace","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"866",NA
"219","2015-11-07 02:53:10-02","MNHN","RECOLNAT_MNHN_P","P01901243","PreservedSpecimen",NA,NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Hassler, E.",NA,NA,NA,"Paraguay","In silvis prope San Bernardino","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901243' target='other'> <mi>dwc_moreinfo</mi></a>","P01901243","P01901243_01","(Griseb.) Lillo","Stace","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"866",NA
"220","2015-09-05 05:43:49-03","MNHN","RECOLNAT_MNHN_P","P04716870","PreservedSpecimen",NA,NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Balansa, B.",NA,"1877",NA,"Paraguay","Paraguari","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04716870' target='other'> <mi>dwc_moreinfo</mi></a>","P04716870","P04716870_01 P04716870_02","(Griseb.) Lillo","A.A. Alwan & C.A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2233 a",NA
"221","2021-02-11 17:18:34-03","UFPR","UPCB","79459","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Lovato, M.C.","230","2003",NA,"Brasil","Fazenda Figueira-Paiquerê.",NA,"Árvore 5m; frutos verdes. Fragmento 19..",NA,NA,"Excell","Lovato, M.C.","09","25","Paraná","Londrina","-50.975556","-23.540833",NA,NA,NA,NA,"2003","-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA
"222","2021-02-11 17:18:34-03","UFPR","UPCB","41275","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Franceschini, M.C.","16","1998",NA,"Argentina","Corrientes, Dep. San Cosme, Paso de la Patria, a dos cuadras del camping",NA,"Árbol ca. 4m, frutos alados..",NA,NA,"(Griseb.) K.Schum.","Tressens, S.G.","01","01","Corrientes","San Cosme",NA,NA,NA,NA,NA,NA,"1998",NA,NA,"01","01",NA,NA,NA,NA,NA
"223","2021-02-11 17:18:34-03","UFPR","UPCB","45500","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Cervi, A.C.","8108","2000",NA,"Brasil","Parque Nacional do Iguaçu, Trilha do Rio São João",NA,"Árvore, fruto verde..",NA,NA,"(Griseb.) K.Schum.","Linsingen, L. von","11","09","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,"39570","auto","2005",NA,NA,"11","20",NA,NA,NA,NA,NA
"224","2018-06-22 05:25:00-03","MO","MOBOT","2457522","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","reitzii","Terminalia reitzii",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 12194","1962","South America","Brazil","Rio do Sul. Serra do Matador, Rio do Sul",NA,NA,NA,NA,"Exell",NA,"2","21","Santa Catarina",NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2018-07-12 11:21:00-03","MO","MOBOT","101055756","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","triflora","Terminalia triflora",NA,"Leonardo Biral|et al.","Biral 1104","2014","South America","Brazil","Sítio Sào Sebastião. Fragmento de floresta estacional semidecidual, em meio àpasto.",NA,NA,NA,NA,"(Griseb.) Lillo","L. Biral","11","10","São Paulo","Corumbataí","-47.6199989318848","-22.2199993133545",NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
