"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","class","typeStatus","relatedCatalogItem"
"11","2020-04-27 16:11:41-03","UFES","VIES","26441","S","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D.Penn.","Fabris, L.C.","Folli, D.A.","167",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES026441","VIES026441","1979","11","16",NA,NA,"2011","02","28",NA,NA,"48094","auto",NA,NA,NA,NA
"12","2020-12-11 11:41:29-03","UFMG","BHCB","48525","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D.Penn.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:41:29-03","UFMG","BHCB","28284","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D.Penn.",NA,NA,"s.n.","Southern America","Brasil","Minas Gerais","Marliéria","Parque Florestal Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"14","2020-12-11 11:41:29-03","UFMG","BHCB","28284","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D.Penn.",NA,NA,"s.n.","Southern America","Brasil","Minas Gerais","Marliéria","Parque Florestal Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"15","2020-03-29 19:57:00-03","MO","MOBOT","3378167","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","Puente","J. Spada","Spada 396","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD Estr, X-1, talhão 502, depois da torre.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"1974","11","14",NA,NA,NA,NA,NA,NA,NA,"48094","auto","1",NA,NA,NA
"16","2018-06-26 05:23:00-03","MO","MOBOT","100661674","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","A. Alves-Araujo","Pedro Fiaschi|André M. Amorim|J. Lima da Paixão|et al.","Fiaschi 2050","South America","Brazil","Bahia","Uruçuca","Estrada de Serra Grande para Uruçuca. área do inventário do plano de manejo. Mata da torre do celular.","-39.115","-14.4997222",NA,NA,NA,NA,"2004","3","18","380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"17","2015-09-26 06:12:00-03","MO","MOBOT","1117749","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","T. Pennington","Luzmila Arroyo P.|Ademar Soto|E. Guzmán|Marielos Peña|Juan Surubí","Arroyo Padilla 1244","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Huanchaca II; bosque de galeria con suelos rojos bien drenados; abundante Socratea exhorriza y Metrodorea flavida. Parcela permanente de estudio.","-60.73722","-14.52111",NA,NA,NA,NA,"1996","6","30","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2009-10-24 06:14:00-02","MO","MOBOT","3378499","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","T. D. Pennington","Ezechias P. Heringer|George Eiten","Heringer 15090","South America","Brazil","Minas Gerais",NA,"Município de Marliéria; Parque Estadual Do Rio Doce. Very deep light tan sandy clay. On peninsula at Lake Helvécio near Casa de Tábua guest house. Low secondary forest with some tall trees of original evergreen broadleaf virgin forest. Undergrowth cleared.","-42.6","-19.76666",NA,NA,NA,NA,"1975","9","18","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","13841",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D.Penn.","A. Alves Araújo/26-08-2016","V. Demuner; et al","1451",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,"Arvoreta 9m, frutos maduros alaranjados, frutos velhos pretos. Interior de mata.","MBML013841",NA,"2000","10","24",NA,NA,NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA,NA
"20","2021-02-25 10:11:52-03","CVRD","CVRD","12756","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","A. Alves-Araújo","Folli, D.A.","6482","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.347203","-19.224559",NA,"<ll>dwc_commonname:</ll> Massaranduba branca","CVRD012756",NA,"2009","11","25",NA,NA,"2013","10","25","-40,347203","-19,224559",NA,NA,NA,"Magnoliopsida",NA,NA
"21","2021-02-25 10:11:52-03","CVRD","CVRD","466","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","Luis Cláudio Fabris","Folli, D.A.","167","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"44 m antes da matriz de Massaranduba 04 <ll>dwc_commonname:</ll> Massaranduba branca","CVRD000466","CVRD000466","1979","11","16",NA,NA,"2011","03","02",NA,NA,"48094","auto",NA,"Magnoliopsida",NA,NA
"22","2021-02-25 10:11:52-03","CVRD","CVRD","13407","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","Domingos A. Folli","Folli, D.A.","6775","América do Sul","BRASIL","ES","Rio Bananal",NA,"-40.3333015441895","-19.2649993896484",NA,"<ll>dwc_commonname:</ll> Massaranduba branca","CVRD013407",NA,"2011","04","16",NA,NA,"2011","04","16",NA,NA,"22148","auto",NA,"Magnoliopsida",NA,NA
"23","2021-03-01 11:52:08-03","UFPE","UFP","69044","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","Alves-Araújo, A","Paixão, JL; Leonardo; Bila","1285",NA,"Brasil","Bahia","Una",NA,"-39.916667","-16.516667",NA,"Árvores com cerca de 20 metros de altura, flolhas discolores jovens com pétalas verdes e cálices creme.; Mata higrófila.","UFP069044",NA,"2007","05","03",NA,NA,"2012","03","20","-39.916667","-16.516667",NA,NA,NA,NA,NA,NA
"24","2021-03-01 11:52:08-03","UFPE","UFP","69025","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","Alves-Araújo, A","Vivas, CV; Paixão, JL; Moraes, RCS","213",NA,"Brasil","Bahia","Ilhéus",NA,"-39.705556","-14.782222",NA,"Árvore com cerca de 10 metros de altura com folhas discolores verde-brilhantes. 24,5 cm de DAP e látex branco.; Floresta Ombrófila.","UFP069025",NA,"2011","06","02","100","100","2011","07","13","-39.705556","-14.782222",NA,NA,NA,NA,NA,NA
"25","2021-03-01 11:52:08-03","UFPE","UFP","69066","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.","Alves-Araújo, A","Kuhlmann, JG","416",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Árvore linheira, com 10-15 metros, flores esverdeadas.","UFP069066",NA,"1930","09","29",NA,NA,"2012","03","19",NA,NA,"48094","auto",NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","2964302","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.",NA,"E. P. Heringer & G. Eiten","15090","South America - Neotropics","Brazil","Minas Gerais","Marliéria","Rio Doce State Park, peninsula at Lake Helvecio near Casa de Tabua guest house.","-42.7322006225586","-19.7122001647949",NA,NA,"US00323708","US00323708_01","1975","9","18","400","400",NA,NA,NA,NA,NA,"28215","auto","1","Dicotyledonae","Isotype",NA
"27","2020-09-12 05:00:02-03","US","US","3375058","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D. Penn.",NA,"M. A. Silva, F. C. A. Oliveira, D. Alvarenga, F. R. Mendonca & E. Cardoso","3547","South America - Neotropics","Brazil","Bahia",NA,"Município de Formosa do Rio Preto. Fazenda Estrondo, próximo a ponte de rio Riachão","-45.3842","-11.1144",NA,NA,"US02702149","US02702149_01","1997","11","10","525",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"28","2020-09-02 16:39:43-03","Cenargen","CEN","57508","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D.Penn.","A. Alves-Araújo","G. L. Farias - Pau-Brasil","165",NA,"Brasil","BA","PORTO SEGURO","Localizada ao lado do Aceiro.","-39.0647010803223","-16.4496994018555","Exsicatas","Municipal. Doação do Banco Genético do Pau Brasil. Registro nº 465. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057508","CEN00057508","1988","03","10",NA,NA,"2018","12",NA,NA,NA,"68835","auto","1",NA,NA,NA
"29","2020-07-23 12:22:31-03","CEPLAC","CEPEC","120837","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa",NA,"A. Alves-Araújo","J. L. da Paixão","523",NA,"Brasil","Bahia","URUÇUCA","Estrada de Serra Grande/Uruçuca. Mata da Torre do celular. Área do inventário do plano de manejo do Parque Estadual Serra do Condurú.","-39.115","-14.499722",NA,NA,NA,NA,"2005","07","18",NA,NA,NA,NA,NA,"39W6'54","14S29'59",NA,NA,NA,NA,NA,"07/06/2008"
"30","2020-07-23 12:22:31-03","CEPLAC","CEPEC","128852","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa",NA,"A. A. Araújo","C. V. Vivas","213",NA,"Brasil","Bahia","ILHÉUS","Parque Municipal Mata da Esperança.","-39.071667","-14.782222",NA,NA,NA,NA,"1969","10","02",NA,NA,NA,NA,NA,"39W4'18","14S46'56",NA,NA,NA,NA,NA,"07/07/2011"
"31","2020-07-23 12:22:31-03","CEPLAC","CEPEC","140814","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa",NA,"Sem Informação","Lopes, L.C.M.","595",NA,"Brasil","Bahia","UNA",NA,"-39.097222","-15.155",NA,NA,NA,NA,"2012","01","13",NA,NA,NA,NA,NA,"39W5'50","15S9'18",NA,NA,NA,NA,NA,NA
"32","2020-07-23 12:22:31-03","CEPLAC","CEPEC","150313","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa",NA,"R. Asprino","Oliveira, N.E.","461",NA,"Brasil","Bahia","URUÇUCA","Conglomerado BA_1220-2-7-30","-39.06","-14.4",NA,"<ll>dwc_commonname:</ll>",NA,NA,"2014","10","28",NA,NA,NA,NA,NA,"39W3'36","14S24'0",NA,NA,NA,NA,NA,NA
"33","2020-07-23 12:22:31-03","CEPLAC","CEPEC","53149","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa",NA,"T. D. Pennington","W. W. Thomas","7410",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Sera Grande Rod. P/ Itacaré. Faz. Lagoa do Conj. Sta. Cruz. Parcela 14. Árvore 550.","-39.016667","-14.416667",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"1991","07","01",NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,"30/12/1995"
"34","2020-07-23 12:22:31-03","CEPLAC","CEPEC","53333","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa",NA,"A. M. Amorim","W. W. Thomas","7358",NA,"Brasil","Bahia","URUÇUCA","7,3Km ao N de Serra Grande Rod. P/ Itacaré. Faz. Lagoa do Conj. Sta. Cruz. Parcela 18. Árvore 758.","-39.016667","-14.416667",NA,"<ll>dwc_commonname:</ll> Bapeba",NA,NA,"1991","07","01",NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,"30/01/1994"
"35","2020-07-23 12:22:31-03","CEPLAC","CEPEC","58286","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa",NA,"A. M. Amorim","J. G. Jardim","116",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (IBAMA). Entr. KM 46 BA-001 Ilheus/Una. Picada da Bandeira.","-39.083333","-15.15",NA,NA,NA,NA,"1993","04","15",NA,NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,"30/12/1994"
"36","2020-07-23 12:22:31-03","CEPLAC","CEPEC","58781","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa",NA,"A. M. Amorim","S. C. de Sant'Ana","362",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão. Entrada Km 46 Ba-001 Ilheus/Una. Ca. 20Km BA-001 em direção a Vila Brasil, entr. 40Km S Ilheus.","-39.083333","-15.15",NA,NA,NA,NA,"1993","09","16",NA,NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,"30/12/1994"
"37","2020-07-23 12:22:31-03","CEPLAC","CEPEC","27740","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa",NA,"T. D. Pennington","S. A. Mori","13886",NA,"Brasil","Bahia","UNA","Arredores Fazs. Maruim e Dois de Julho, 33Km ao SW de Olivença. Rod. Olivença/Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"1981","01","01",NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,"30/12/1990"
"38","2020-07-23 12:22:31-03","CEPLAC","CEPEC","27820","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa",NA,"T. D. Pennington","S. A. Mori","13974",NA,"Brasil","Bahia","UNA","Maruim, arredores das Fazs. Maruim/Dois de Julho, 33Km ao SW Rod. Olivença/Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"1981","05","12",NA,NA,NA,NA,NA,"0W0'0","0S0'0","36070","auto",NA,NA,"Paratipo","30/12/1990"
"39","2019-11-01 15:10:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D.Penn.","Oliveira, ALR","Oliveira, D","IFN-3021101.6","Southern America","Brasil","Maranhão","Coroatá ",NA,"-44.280004","-4.140003",NA,"Conglomerado MA-302. Subunidade 1. Subparcela 6. indivíduo 27. F6; Árvore; DAP em cm: 11,9; altura em m: 6,00; base dilatada; casca marrom por fora, creme por dentro,grossa, rugosa, sem odor; Área de babaçual (igarapé), solo argiloso",NA,NA,"2018","05","24","51","51","2018","10","03","-44.280004","-4.140003",NA,NA,NA,NA,NA,NA
"40","2020-12-10 11:28:22-03","IBt","SP","388106","S","Plantae",NA,NA,"Sapotaceae","Pouteria","microstrigosa","Pouteria microstrigosa","T.D.Penn.",NA,"Fiaschi, P","2050",NA,"Brasil","Bahia","Uruçuca",NA,"-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,"2004","03","18",NA,NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA,NA,NA
