"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","recordNumber","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","typeStatus","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","previousCatalogNumber","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","788950","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Urostachys","fontinaloides","Urostachys fontinaloides coronatus","R. Fischer","1919","12","16","South America","Brazil","Santa Catarina","São Bento.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795079' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788950","NY00788950_01","Herter ex Nessel & Hoehne","H. Nessel","3739",NA,NA,NA,NA,NA,NA,"coronatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-13 09:20:09-03","UFRJ","RFA","12501","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Lycopodium","fontinaloides","Lycopodium fontinaloides","Rohr, J.A.","1957",NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,"RFA41671",NA,"Spring","Brade, A.C.","s.n.",NA,NA,"Santa Catarina",NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:51:09-03","EAO","IAN","110285","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","Brade, AC","1941","10","01","Southern America","Brasil","Minas Gerais","Serra do Caparão.",NA,"Epiphyta na mata.","IAN110285",NA,"(Spring) B. Ollg.","Pietrobom, MR","17093",NA,NA,NA,NA,NA,NA,NA,"2014","02","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:51:09-03","EAO","IAN","13882","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","Magalhães, MG","1940","09","19","Southern America","Brasil","Minas Gerais","Capoeira. Serra da Ibitipoca.",NA,"Epiphyta. Pouco frequente.","IAN013882","IAN013882 IAN013882_e","(Spring) B. Ollg.","Pietrobom, MR","503",NA,NA,"Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,"2014","02","21","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-10-27 11:22:06-03","PUCPR","HUCP","20295","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","Michelon, C","2009","05","22",NA,"Brasil","Paraná",NA,NA,NA,"HUCP00001030","HUCP00001030","(Spring.) B. Øllg.","Michelon, C","456",NA,NA,"Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"2009","05","26","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-10-27 11:22:06-03","PUCPR","HUCP","20468","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","Selusniaki, M; Moledo, R","2009","06","05",NA,"Brasil","Paraná","Morro do Canal",NA,NA,"HUCP00001032","HUCP00001032","(Spring.) B. Øllg.","Michelon, C","2779",NA,NA,"Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"2009","10","07","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-10-27 11:22:06-03","PUCPR","HUCP","23008","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","Souza, K","2010","03","19",NA,"Brasil","Paraná","Fazenda Experimental Gralha Azul",NA,NA,"HUCP00001065","HUCP00001065","(Spring.) B. Øllg.","Souza, K","100",NA,NA,"Fazenda Rio Grande","-49.3081016540527","-25.6574993133545",NA,NA,NA,NA,NA,"12596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-27 11:22:06-03","PUCPR","HUCP","21767","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","Kersten, RA","2011","05","06",NA,"Brasil","Paraná","Reserva Cayuguava",NA,NA,"HUCP00001058","HUCP00001058","(Spring.) B. Øllg.","Kersten, RA","1537","1000","1000","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-26 18:08:35-03","CPAN-UFMS","COR","14478","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","fontinaloides","Huperzia fontinaloides","E.L.M. Assis; P.H. Labiak; M. Zanon; L. Grokovisk","2006","02","16",NA,"Brasil","Paraná","Serra do Mar - estrada da Graciosa. Floresta montana; ; morro.",NA,NA,NA,NA,"(Spring) Trevis.","E.L.M. Assis","832",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 21:33:18-03","UFBA","ALCB","60485","PreservedSpecimen","Plantae","Fern Ally",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","Barbosa, E; Ribas, OS; Costa, EF","2001","10","23","Southern America","Brasil","Paraná","Serra Capivari Grande.",NA,"Matinha nebular.","ALCB000222","ALCB000222","(Spring) B.Øllg.","Sylvestre, L","684",NA,NA,"Campina Grande do Sul","-49.05","-25.3",NA,NA,"2014",NA,NA,NA,NA,"-49.05","-25.3",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:41:53-03","NBC","NL-BOTANY","L.3478477","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Lycopodium","fontinaloides","Lycopodium fontinaloides","Dusén PKH","1904","03","18","Southern America","Brazil",NA,"Plantae Brasilienses in civitate Parana. Itaiacoca, in silva primoeva, ad truncosarborum>.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3478477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3478477","NL-L3478477","Spring.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lycopsida",NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:41:53-03","NBC","NL-BOTANY","L.3478479","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Lycopodium","fontinaloides","Lycopodium fontinaloides","Sellow F",NA,NA,NA,"Southern America","Brazil",NA,"Brasilia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3478479 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3478479","NL-L3478479","Spring.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lycopsida",NA,NA,NA,NA,NA,NA
"23","2020-11-04 10:56:02-03","ESALQ","ESA","136275","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","B.K. Canestraro","2014","05","31",NA,"Brasil","Paraná",NA,NA,NA,"ESA136275",NA,"(Spring.) B. Ollg.","B.K. Canestraro","703.0",NA,NA,"Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"2014",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-02-02 14:38:32-02","BGBM","B","B 20 0087149","S","Plantae",NA,NA,"Lycopodiaceae","Huperzia","fontinaloides","Huperzia fontinaloides","F. Sellow",NA,NA,NA,"Middle and South America","Brazil",NA,"Brasilia meridionalis.",NA,"type determination Øllgard: probably isotype; Hb. Kunth; ex reliquiis Sellowianis, Humboldt ded. 1836; ex cista ultima 558 <a href=http://herbarium.bgbm.org/object/B200087149 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200087149","B200087149","Spring",NA,"558",NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:44:35-02","IPA","IPA","2646","S","Plantae","Plantae",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","Brade, A.C.","1929","10",NA,"Southern America","Brasil","Rio de Janeiro","Fazenda Imbuhy",NA,"Epífita.","IPA0002646",NA,"(Spring) B. Øllg.","Prado, J.","s.n.",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,"2014","11","24","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:36:41-03","IAP","PACA-AGP","87684","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","fontinaloides","Huperzia fontinaloides","C. R. Lehn","2003","02","28",NA,"Brasil","RS","Tainhas.",NA,"Habitat: interior da mata Hábito: epífita","PACA087684",NA,"(Spring) Trevis.","C. R. Lehn","759",NA,NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"76715","auto",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:36:41-03","IAP","PACA-AGP","87278","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","fontinaloides","Huperzia fontinaloides","O.S. Ribas","2001","04","28",NA,"Brasil","SC","Serra Quiriri, Rio dos Alemães",NA,"Habitat: interior sombrio da matinha nebular Hábito: pendente","PACA087278",NA,"(Spring) Trevis.","A.R. Smith","3544","1400","1400","Campo Alegre","-49.2655982971191","-26.1924991607666",NA,NA,"2002",NA,NA,"37493","auto",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:36:41-03","IAP","PACA-AGP","75603","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","fontinaloides","Huperzia fontinaloides","Hatschbach, G.","1963","07","01",NA,"Brasil","PR","Rod. BR 2 - Rio Pardinho",NA,"Mata pluvial de vertente altantica Habitat: epifita pendente","PACA075603",NA,"(Spring) Trevis.","Windisch","10197",NA,NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"1988",NA,NA,"55154","auto",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:36:41-03","IAP","PACA-AGP","104722","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","fontinaloides","Huperzia fontinaloides","Windisch, P. G.","2005","04","22",NA,"Brasil","RS",NA,NA,"Habitat: epífita","PACA104722",NA,"(Spring) Trevis.",NA,"9948",NA,NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"30776","auto",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:36:41-03","IAP","PACA-AGP","104884","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","fontinaloides","Huperzia fontinaloides","Nervo, M. H.","2005","05","03",NA,"Brasil","RS",NA,NA,"várias duplicatas. Segundo a coletora a espécie é rara. Habitat: epífita","PACA104884",NA,"(Spring) Trevis.","Nervo, M. H.","118",NA,NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"2005","05","03","76715","auto",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:36:41-03","IAP","PACA-AGP","85771","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","fontinaloides","Huperzia fontinaloides","Sehnem, A.","1968","02","26",NA,"Brasil","RS","Taimbezinho.",NA,"Habitat: epiphytum ad truncum in silva","PACA085771",NA,"(Spring) Trevis.","F.P.F Athayde","9915","900","900","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"2001","05","09","76715","auto",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:36:45-03","IAP","PACA-AGP","30339","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Lycopodium","fontinaloides","Lycopodium fontinaloides","Reitz, R.","1943","12","28",NA,"Brasil","SC","Serra da Pedra",NA,"Sin.: Urostachys fontinaloides Herter. Hábito: Epífita e rupestre","PACA030339",NA,"Sw.","A. C. Brade","666","1","1","Araraquara",NA,NA,NA,NA,"1944",NA,NA,NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:36:45-03","IAP","PACA-AGP","1846","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Urostachys","fontinaloides","Urostachys fontinaloides","Buck","1935","01","15",NA,"Brasil","RS","F. Englert",NA,"Habitat: in silva","PACA001846",NA,"(Spring.) Hert.",NA,NA,NA,NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"76715","auto",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA
"34","2020-02-27 16:44:04-03","UFSC","CTBS","1729","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","05","29",NA,"Brasil","Santa Catarina","Rio Manso",NA,"Floresta Ombrófila Densa; Estágio Primário; epífita de arbórea;",NA,NA,"(Spring) B.Øllg.","Gasper, A.L.","2425","770","770","Joinville","-49.14","-26.28",NA,NA,"2010","06","29",NA,NA,"49°08'24W","26°16'48S",NA,"FURB 26800",NA,NA,NA,NA,NA
"35","2021-03-24 17:09:19-03","UFES","SAMES","6942","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","Cadorin,T.J.; Grosch,B.;Lopes,C.P.","2010","05","29",NA,"Brasil","Santa Catarina","Rio Manso",NA,"Habito: Epífita","SAMES06942",NA,"(Spring) B.Øllg.",NA,"2425",NA,NA,"Joinville","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,"37150","auto","-490825000.0","-261647222.0",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:50:28-03","UFJF","CESJ","3103","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","A.C. Brade","1951",NA,NA,"América do Sul","Brasil","São Paulo","Serra da Bocaina",NA,"Epífita, na mata.","CESJ003103","CESJ003103 CESJ003103_2","(Spring) B. Øllg.","B. Øllgaard","20828","1650","1650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:50:28-03","UFJF","CESJ","3462","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","A.C. Brade","1940",NA,NA,"América do Sul","Brasil","Rio de Janeiro","Serra dos Órgãos, Pedra do Frade. 1800m.",NA,"Epífita.","CESJ003462","CESJ003462","(Spring) B. Øllg.","D.S. Gissi","s.n.",NA,NA,NA,NA,NA,NA,NA,"2015","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:50:28-03","UFJF","CESJ","57978","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","F.R.G. Salimena; P.H. Nobre; L.C.Pereira; R.M.Mello","2011","06","12","América do Sul","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Serra do Santo Agostinho no Garrafão.",NA,"Epífita em árvore.","CESJ057978","CESJ057978","(Spring) B. Øllg.","B. Øllgaard","3311",NA,NA,"Alagoa","-44.6418991088867","-22.1706008911133",NA,NA,"2014","09","12","13155","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:50:28-03","UFJF","CESJ","14339","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","L. Krieger","1976","09","26","América do Sul","Brasil","Minas Gerais","Epífita, pendente, na mata de galeria.",NA,"Verde-escuro.","CESJ014339","CESJ014339","(Spring) B. Øllg.","B. Øllgaard","CESJ14339",NA,NA,"Ibitipoca",NA,NA,NA,NA,"2014","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:50:28-03","UFJF","CESJ","23508","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","M.C. Brügger; et al.","1988","10","15","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Cachoeira Bonita.",NA,"Epífita, pendente. Fundo de vale, margem de riacho.","CESJ023508","CESJ023508","(Spring) B. Øllg.","V.A.O. Dittrich","FPNC743",NA,NA,NA,NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:50:28-03","UFJF","CESJ","26616","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","A.C. Brade","1940",NA,NA,"América do Sul","Brasil","Rio de Janeiro","Serra dos Órgãos, Pedra do Frade. 1800msnm.",NA,"Epífita.","CESJ026616","CESJ026616","(Spring) B. Øllg.","D.S. Gissi","s.n.",NA,NA,NA,NA,NA,NA,NA,"2015","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:50:28-03","UFJF","CESJ","3091","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","A.C. Brade","1951","05","05","América do Sul","Brasil","Minas Gerais","Serra da Bocaina, Epífita, pendente, na mata.",NA,NA,"CESJ003091","CESJ003091","(Spring) B. Øllg.","B. Øllgaard","s.n.",NA,NA,NA,NA,NA,NA,NA,"2014","09","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:50:28-03","UFJF","CESJ","60608","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","S.G. Furtado; L. Menini Neto","2012","09","22","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, Mata de Araucária, em encosta, a 1800-2000 m.s.m.",NA,"Epífita pendente, em interior de Floresta Ombrófila Mista.","CESJ060608","CESJ060608","(Spring) B. Øllg.","D.S. Gissi","114",NA,NA,"Baependi","-45.237278","-22.24025",NA,NA,"2015","11",NA,NA,NA,"-45.237278","-22.24025",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:50:28-03","UFJF","CESJ","71903","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","D.E.F. Barbosa; G.A. Basilio; H.R. Pereira Filho","2017","07","08","América do Sul","Brasil","Minas Gerais","Serra do Relógio, Floresta semidecidual montana",NA,"Epífita entre 2m e 4m. Interior de floresta.","CESJ071903",NA,"(Spring) B. Øllg.","V.A.O. Dittrich","391","1300","1300","Descoberto","-42.935833","-21.387778",NA,NA,"2018","09","12",NA,NA,"-42.935833","-21.387778",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 14:50:28-03","UFJF","CESJ","9347-A","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","L. Krieger","1970","09","29","América do Sul","Brasil","Minas Gerais","Serra de Ibitipoca, Epífita em mata de galeria, pendente.",NA,"Ápice dos ramos com esporos.","CESJ09347A",NA,"(Spring) B. Øllg.","V.A.O. Dittrich","CESJ9347-A",NA,NA,NA,NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:50:28-03","UFJF","CESJ","3075","PreservedSpecimen","Plantae","Lycopodiopsida",NA,"Lycopodiaceae","Phlegmariurus","fontinaloides","Phlegmariurus fontinaloides","A.C. Brade; Silva Araújo","1948","05","05","América do Sul","Brasil","Minas Gerais","Pico do Muro, 1800m.",NA,"Sobre pedras.","CESJ003075","CESJ003075","(Spring) B. Øllg.","D.S. Gissi","18972",NA,NA,"Passa Quatro","-44.9667015075684","-22.3903007507324",NA,NA,"2015","11",NA,"17293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
