"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus"
"85","2021-03-01 16:40:25-03","UNICAMP","UEC","31042","S","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Prado, AL","1984","04","25","Kuhlmann, JG","6122","1940","10","15","Brazil","Rio de Janeiro","Rio de Janeiro","santa tereza, entre o silvestre e rua dona alice","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"árvore 10-15m, flores alvas, mato","UEC113325","UEC113325","Magnoliopsida",NA,NA,NA,"57442","auto",NA,NA,NA,NA
"86","2021-03-01 16:40:25-03","UNICAMP","UEC","202280","S","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Mól, DEF","2009","02","26","Mól, DEF; Jardim, JG","39","2009","02","26","Brazil","Rio Grande do Norte","Parnamirim","Mata do Jiqui","-35.2627983093262","-5.91555976867676",NA,NA,NA,NA,"Flores amarelas; pétalas imbricadas; estigma bilodado.","UEC170769","UEC170769","Magnoliopsida",NA,NA,NA,"17237","auto",NA,NA,NA,NA
"87","2021-03-01 16:40:25-03","UNICAMP","UEC","176887","S","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K.Schum.","Pessoa, MCR","2012","10",NA,"Nascimento-Junior, JE","739","2011","02","25","Brazil","Sergipe","Barra dos Coqueiros","próximo as dunas do povoado jatobá","-37.0386009216309","-10.9089002609253",NA,NA,NA,NA,"arbusto, flores amarelas; anteduna","UEC113319","UEC113319","Magnoliopsida",NA,NA,NA,"26796","auto",NA,NA,NA,NA
"88","2019-11-19 14:09:22-03","UFRPE","PEUFR","43885","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"K. Y. Arns","232","2000","08","30","Brasil","Rio Grande do Norte","Tibau do Sul","Santuário Ecológico de Pipa","-35.291667","-6.183333","35°17'30''W","06°11'00''S",NA,NA,"Arbusto com cerca de 3m de altura; em frutificação.","PEUFR043885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-19 14:09:22-03","UFRPE","PEUFR","28383","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","M. R. Barbosa","2000","12",NA,"E.M.N. Ferraz; A. G. Bispo; M. F. Melo","642","1999","04","09","Brasil","Pernambuco","São Vicente Férrer","Mata do Estado","-35.5","-7.583333","35°30'00''W","07°35'00''S","600","600","Arvoreta cerca de 5m de altura. Frutos imaturos verdes.","PEUFR028383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-19 14:09:22-03","UFRPE","PEUFR","41289","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"R. A. Freitas","2","2000","08","30","Brasil","Rio Grande do Norte","Tibau do Sul","Praia de Cacimbinha","-35.0918998718262","-6.18666982650757",NA,NA,NA,NA,"Arbusto com cerca de 3m de altura; em frutificação.","PEUFR041289",NA,NA,NA,NA,NA,"13790","auto",NA,NA,NA,NA
"91","2020-10-27 11:25:21-03","UFPB","JPB","65788","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","selloana","Tocoyena selloana","K.Schum.",NA,NA,NA,NA,"Silva, JA","16","2004","01","22","Brasil","Paraíba","Condado","Fazenda Oriente","-37.6007995605469","-6.90971994400024",NA,NA,NA,NA,"; HABITAT: Caatinga","JPB0065788",NA,"Angiosperma","Dicotyledon","Southern America",NA,"22208","auto",NA,NA,NA,NA
"92","2020-04-22 16:24:42-03","UFPB","JPB","19923","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Moura, OT","754","1991","11","24","Brasil","Paraíba","Conde","Tabatinga","-34.9075","-7.26","-34.9075","-7.26","112","112",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"93","2020-04-22 16:24:42-03","UFPB","JPB","26709","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Camarotti, F","38","2000","12","02","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas","-35.142056","-6.741861","-35.142056","-6.741861","181","181","; DESC: Árvore, flor amarela.","JPB0026709",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"94","2020-04-22 16:24:42-03","UFPB","JPB","26793","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Pereira, MS","263","2001","02","23","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Área II","-35.142056","-6.741861","-35.142056","-6.741861","181","181","; DESC: Árvore ca. 3-4m alt., no tabuleiro. Flor amarela.","JPB0026793",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"95","2020-04-22 16:24:42-03","UFPB","JPB","26802","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Pereira, MS","284","2001","03","23","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Área II","-35.142056","-6.741861","-35.142056","-6.741861","181","181","; DESC: Árvore ca. 4m alt., flores amarelas.","JPB0026802",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"96","2020-04-22 16:24:42-03","UFPB","JPB","26840","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Pereira, MS","322","2001","03","22","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Área II","-35.142056","-6.741861","-35.142056","-6.741861","181","181","; DESC: Árvore ca. 3m alt., flores glabras. Flor amaela.","JPB0026840",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"97","2020-04-22 16:24:42-03","UFPB","JPB","26841","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Pereira, MS","323","2001","03","22","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Área II","-35.142056","-6.741861","-35.142056","-6.741861","181","181","; DESC: Arvoreta ca. 5,5m alt., frutos verde, folhas glabras.","JPB0026841",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"98","2020-04-22 16:24:42-03","UFPB","JPB","27948","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Pereira, MS","518","2001","06","29","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Área II","-35.142056","-6.741861","-35.142056","-6.741861","181","181","; DESC: Arvoreta ca. 3m alt.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"99","2020-07-15 18:05:23-03","UFPB","JPB","30807","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Gadelha Neto, PC; et al.","706","2001","01","21","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"100","2020-04-22 16:24:42-03","UFPB","JPB","34319","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Lacerda, AV; Barbosa, FM","290","2004","12","21","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Rio do Cardoso.","-36.898222","-7.470556","-36.898222","-7.470556","600","600","; DESC: Árvore, flores amarelas, botões florais",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"101","2020-04-22 16:24:42-03","UFPB","JPB","34386","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Lacerda, AV; Barbosa, FM","357","2005","02","23","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Rio do Cardoso.","-36.898222","-7.470556","-36.898222","-7.470556","600","600","; DESC: Árvore, flores amarelas, botões florais, frutos imaturos de cor verde.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"102","2020-04-22 16:24:42-03","UFPB","JPB","35360","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Amazonas, NT","176","2006","03","24","Brasil","Paraíba","João Pessoa","Bacia Hidrográfica do Rio Timbó","-34.166667","-7.145556","-34.166667","-7.145556",NA,NA,"; DESC: arvoreta, tabuleiro, flores amarelas.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"103","2020-04-22 16:24:42-03","UFPB","JPB","48848","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Pereira, LA; Chagas, ECO","181","2011","02","22","Brasil","Paraíba","João Pessoa","Mata Ciliar do Rio Cabelo, Mangabeira","-34.863056","-7.115","-34.863056","-7.115","47","47",NA,"JPB0048848",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"104","2020-04-22 16:24:42-03","UFPB","JPB","36958","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Lima, IB; Lima, JR","530","2007","04","26","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Manga da Cabeça dos Cachorros. Trilha para Parcela do Levantamento Fitossociologico. Lajedo do Cumarú.","-36.898222","-7.470556","-36.898222","-7.470556","600","600","; DESC: Árvore ca. 2m de altura. Folhas sem pelos; flores amarelas, botões verdes imaturos. Na borda do Lajedo.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"105","2020-04-22 16:24:42-03","UFPB","JPB","38306","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Pessoa, MC","2008","02","16","Pessoa, MC; Delgado-Júnior, GC; Lima, JR; Lima, IB; Barbosa, MR","275","2008","02","16","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Lajedo do cumarú","-36.898222","-7.470556","-36.898222","-7.470556","600","600","; DESC: Arvoreta ca. 3,5 m alt., botões florais verdes, flores amarelas, frutos negros na maturação. Fim de frutificação.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"106","2020-04-22 16:24:42-03","UFPB","JPB","38310","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Pessoa, MC","2008","02","17","Pessoa, MC; Delgado-Júnior, GC; Lima, JR; Lima, IB; Barbosa, MR","279","2008","02","17","Brasil","Paraíba","Serra Branca","Mata Ciliar","-36.665","-7.483333","-36.665","-7.483333","493","493","; DESC: Arvoreta ca. 5,5 m alt., botões florais verde-amarelados, flores amarelas. Início da frutificação.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"107","2020-04-22 16:24:42-03","UFPB","JPB","38642","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Barbosa, MR","2011","04","26","Lima, IB; Silva, CS; Gadelha Neto, PC","866","2007","10","18","Brasil","Paraíba","Mataraca","Millennium Inorganic Chemicals Mineração Ltda, Mata da Mineradora. Tabuleiro.","-34.978633","-6.493619","-34.978633","-6.493619",NA,NA,"; HABITAT: Mata Atlântica. Restinga sobre dunas.; DESC: Árvore ca. de 1,5-2m de altura. Frutos verdes imaturos.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"108","2020-04-22 16:24:42-03","UFPB","JPB","39479","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Pessoa, MC","2008","08","25","Pessoa, MC; Lima, JR","291","2008","04","15","Brasil","Paraíba","Cabaceiras","Lajedo do Pai Mateus, Lajedo","-36.287222","-7.489167","-36.287222","-7.489167",NA,NA,"; DESC: Arvoreta, ca. 4 m alt., flores amarelas, frutos imaturos verdes. Base de lajedo.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"109","2020-04-22 16:24:42-03","UFPB","JPB","39510","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Pessoa, MC","2008","08","25","Pessoa, MC; Lima, JR","322","2008","04","28","Brasil","Paraíba","Serra Branca","Refúgio da Serra, Mata Ciliar","-36.665","-7.483333","-36.665","-7.483333",NA,NA,"; DESC: Arvoreta, ca. 2 m alt., frutos imaturos verdes.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"110","2020-04-22 16:24:42-03","UFPB","JPB","39873","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Pessoa, MC; Lima, JR","523","2008","07","13","Brasil","Paraíba","Cabaceiras","Base de lajedo. Lajedo.","-36.287222","-7.489167","-36.287222","-7.489167","493","493","; DESC: Arvoreta, ca. 2,5m alt., frutos negros, na maturação.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"111","2020-04-22 16:24:42-03","UFPB","JPB","40443","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Gadelha Neto, PC; Silva, CS","2008","2007","12","17","Brasil","Paraíba","Mataraca","Millennium Inorganic Chemicals Mineração Ltda","-34.980833","-6.495833","-34.980833","-6.495833",NA,NA,"; HABITAT: Tabuleiro; DESC: Substrato arenoso. Árvore com cerca de 3m de folhas glabras em ambas as faces. Corola amarela hipocrateriforme, carnosa. Fruto baga globosa.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"112","2020-04-22 16:24:42-03","UFPB","JPB","40506","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Barbosa, MR","2009",NA,NA,"Brito, MFM; Lima, JR; Pessoa, MC; Santiago, C","62","2008","09","05","Brasil","Paraíba","Conde","Área de Preservação Permanente de Tambaba, Loteamento Colinas de Conde","-34.804667","-7.362111","-34.804667","-7.362111",NA,NA,"; HABITAT: Tabuleiro; DESC: Arvoreta, 1m alt. Frutos verdes imaturos.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"113","2020-04-22 16:24:42-03","UFPB","JPB","40615","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Pereira, MS","2008","07","06","Satyro, S; Pereira, MS","82","2008","07","06","Brasil","Paraíba","Mamanguape","Estação Ecológica do Pau Brasil, Pitanga da Estrada.","-35.129167","-6.604444","-35.129167","-6.604444",NA,NA,"; HABITAT: Mata Atlântica. Restinga.; DESC: Árvore no interior da mata.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"114","2020-04-22 16:24:42-03","UFPB","JPB","41414","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Barbosa, MR","2009",NA,NA,"Lima, RB; Pessoa, MC","1917","2008","02","01","Brasil","Paraíba","Conde","Área de Preservação Permanente de Tambaba","-34.9075","-7.276667","-34.9075","-7.276667","112","112","; HABITAT: Mata de Tabuleiro; DESC: Arbusto, ca. 2 m de alt.","JPB0041414",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"115","2020-04-22 16:24:42-03","UFPB","JPB","4270-2","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Agra, MF","219","1980","02","27","Brasil","Rio Grande do Norte","Chapada do Apodi",NA,NA,NA,NA,NA,NA,NA,"; DESC: Folhas opostas com estípulas interpeciolares, inteiras; flores hermafroditas, diclamídeas.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"116","2020-04-22 16:24:42-03","UFPB","JPB","45112","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Duré, RC","26","2012","01","17","Brasil","Paraíba","Mataraca","Millennium Inorganic Chemicals Mineração Ltda, Área da Duna 2","-34.976944","-6.502222","-34.976944","-6.502222","46","46","; DESC: Arvoreta, ca. 3 m. Frutos verdes e esféricos, flores branco-amareladas. Encontrada em dunas reflorestadas de Mata de Restinga.","JPB0045112",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"117","2020-04-22 16:24:42-03","UFPB","JPB","46931","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Barbosa, MR","2010","09","14","Thomas, WW; Pontes, RA; Lima, IB","15248","2010","09","14","Brasil","Rio Grande do Norte","Baía Formosa","RPPN Mata Estrela, On road past trash dump. Lakes 3.5 Km SSW of Baía Formosa.","-34.993333","-6.398611","-34.993333","-6.398611","7","10","; DESC: Spreading tree, 4m; fruit green. [DNA].Material na Carpoteca","JPB0046931",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"118","2020-04-22 16:24:42-03","UFPB","JPB","52679","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Gadelha Neto, PC; Pereira, LA; Silva, FO","3429","2013","02","28","Brasil","Rio Grande do Norte","Parnamirim","EMPARN, Mata do Jiqui","-35.198889","-5.928056","-35.198889","-5.928056","45","50","; HABITAT: Floresta Estacional Semidecidual; DESC: Arvoreta com cerca de 5m. Folhas simples, opostas. Lâmina membranácea, glabra em ambas as faces. Inflorescência em dicásio composto, terminal. Corola hipocrateriforme amarela. Substra","JPB0052679",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"119","2020-04-22 16:24:42-03","UFPB","JPB","57351","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Sevilha, AC; Pereira-Silva, G","2491","2002","08","29","Brasil","Pernambuco","Tamandaré","Praia dos Carneiros","-35.088889","-8.720556","-35.088889","-8.720556","2","2","; HABITAT: Restinga.; DESC: Arvoreta com cerca de 2 m de altura.","JPB0057351",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"120","2020-04-22 16:24:42-03","UFPB","JPB","58023","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Freitas, GB; Almeida, ACC","JPB58023","2009","03","27","Brasil","Paraíba","João Pessoa","Ponta do Seixas, Dunas de praia urbana de João Pessoa","-34.848611","-7.1375","-34.848611","-7.1375","47","47","; DESC: planta numero 59","JPB0058023",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"121","2020-04-22 16:24:42-03","UFPB","JPB","58152","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Turma da Botânica II","JPB58152","1991","10","23","Brasil","Paraíba","João Pessoa","Costa do Sol","-34.848611","-7.1375","-34.848611","-7.1375","47","47",NA,"JPB0058152",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"122","2020-04-22 16:24:42-03","UFPB","JPB","61837","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Lima, RB","2016","01","10","Beltreschi, L","14","2014","12","01","Brasil","Paraíba","Conde","Quilombo Ipiranga","-34.853","-7.275056","-34.853","-7.275056","75","75","; HABITAT: Mata Atlântica; DESC: flor amarela","JPB0061837",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"123","2020-04-22 16:24:42-03","UFPB","JPB","62543","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Mello, PPAC","2015",NA,NA,"Mello, PPAC; Lima, JR","JPB-62543","2015","05","25","Brasil","Rio Grande do Norte","Parnamirim","Mata Jiqui - Fazenda EMPARN (Pesquisa Agropecuária do Rio Grande do Norte).","-35.194717","-5.931033","-35.194717","-5.931033","50","50","; HABITAT: Tabuleiro; DESC: Árvore ca.4 m de altura;","JPB0062543",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"124","2020-04-22 16:24:42-03","UFPB","JPB","62593","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Mello, PPAC","2015",NA,NA,"Mello, PPAC; Lima, JR","JPB-62593","2015","04","26","Brasil","Rio Grande do Norte","Baía Formosa","RPPN Mata Estrela","-35.02495","-6.394783","-35.02495","-6.394783",NA,NA,"; HABITAT: Tabuleiro; DESC: Árvore ca. 4 m de altura; Fruto de cor verde","JPB0062593",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA
"125","2020-04-22 16:24:42-03","UFPB","JPB","56910","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Paiva, JCG","1998","09","14","Figueiredo, MA; Araújo, FS","EAC16452","1989","03","11","Brasil","Ceará","Cascavel","Camurim-Caponga","-38.2419013977051","-4.13305997848511",NA,NA,NA,NA,"; HABITAT: Cerrado","JPB0056910",NA,"Angiosperma","Dicotyledon","Southern America",NA,"42722","auto",NA,NA,NA,NA
"126","2020-04-22 16:24:42-03","UFPB","JPB","56995","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Paiva, JCG","1998","09","14","Souza, EB","206","1998","04","24","Brasil","Ceará","Caucaia","Parque Botânico do Ceará","-38.6530990600586","-3.73610997200012",NA,NA,NA,NA,"Arbusto ereto, solo arenoso, estípula.; HABITAT: Tabuleiro; DESC: Arbusto ereto, solo arenoso, estípula.","JPB0056995",NA,"Angiosperma","Dicotyledon","Southern America",NA,"40484","auto",NA,NA,NA,NA
"127","2020-04-22 16:24:42-03","UFPB","JPB","37546","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Delprete, P","1998",NA,NA,"Bezerra, P","EAC523","1942","03","22","Brasil","Ceará","Fortaleza","Á margem da estrada Itaperí-Parangaba.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"19924","auto",NA,NA,NA,NA
"128","2020-04-22 16:24:42-03","UFPB","JPB","56912","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.","Paiva, JCG","1998","09","14","Andrade Neto, M","EAC16455","1988","10","20","Brasil","Ceará","Granja",NA,"-40.826099395752","-3.12028002738953",NA,NA,NA,NA,"Arvoreta.; DESC: Arvoreta.","JPB0056912",NA,"Angiosperma","Dicotyledon","Southern America",NA,"70014","auto",NA,NA,NA,NA
"129","2020-04-22 16:24:42-03","UFPB","JPB","24795","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Pontes, AF","59","1999","07","02","Brasil","Paraíba","Cabedelo",NA,"-34.8339004516602","-6.98111009597778",NA,NA,NA,NA,"; DESC: Árvore com ca. 1,5m. Fruto verde ainda imaturo.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"13213","auto",NA,NA,NA,NA
"130","2020-04-22 16:24:42-03","UFPB","JPB","23860","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Silva, MCM","16","1996","10","10","Brasil","Paraíba","Cabedelo",NA,"-34.8339004516602","-6.98111009597778",NA,NA,NA,NA,"; DESC: Arbóreo. Flor amarela.","JPB0023860",NA,"Angiosperma","Dicotyledon","Southern America",NA,"13213","auto",NA,NA,NA,NA
"131","2020-04-22 16:24:42-03","UFPB","JPB","16008-1","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Pontes, AF; Lima, JR","422","1900","01","01","Brasil","Paraíba","Cabedelo",NA,"-34.8339004516602","-6.98111009597778",NA,NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"13213","auto",NA,NA,NA,NA
"132","2020-04-22 16:24:42-03","UFPB","JPB","25829","PreservedSpecimen","Plantae","Rubiaceae","Tocoyena","sellowiana","Tocoyena sellowiana","(Cham. & Schltdl.) K. Schum.",NA,NA,NA,NA,"Pontes, AF; Lima, JR","422","2000","03","01","Brasil","Paraíba","Cabedelo","Floresta Nacional da Restinga de Cabedelo","-34.8339004516602","-6.98111009597778",NA,NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"13213","auto",NA,NA,NA,NA
