"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem"
"15","2020-10-14 10:03:32-03","FURB","FURB","45251","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Mayer, M.; Oliveira, A.A. de","653","2014","10","01",NA,"Brasil","Santa Catarina","São João do Itaperiú","Santo Antônio.","-48.7766667","-26.5480555",NA,"Florística Entorno IFFSC 912","FURB32968","FURB32968","2017",NA,NA,"05","02","-48.7766667","-26.5480555","14","14",NA,NA,NA,NA,NA
"16","2020-10-14 10:03:32-03","FURB","FURB","29827","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Dreveck, S.; Carneiro, F.E.","1938","2010","03","20",NA,"Brasil","Santa Catarina","Itapoá",NA,"-48.69","-26.1",NA,"Florística IFFSC 1069 (Arbusto) Habitat: Floresta Ombrófila Densa; entorno do fragmento, beira de estrada Habito: arbusto; Fruto verde;","FURB32962","FURB32962","2017",NA,NA,"05","02","-48.6900000","-26.1000000","20","20",NA,NA,NA,NA,NA
"17","2020-10-14 10:03:32-03","FURB","FURB","30014","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1897","2010","04","07",NA,"Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055",NA,"Florística IFFSC e8000b (Arvoreta) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração; interior do fragmento Habito: arvoreta;","FURB32961","FURB32961","2017",NA,NA,"05","02","-48.7272223","-26.0550000","13","13",NA,NA,NA,NA,NA
"18","2020-10-14 10:03:32-03","FURB","FURB","30479","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Vieira, F.C.S.","2271","2010","03","20",NA,"Brasil","Santa Catarina","Itapoá",NA,"-48.69","-26.1",NA,"Florística IFFSC 1069 (Arbórea) Habitat: Floresta Ombrófila Densa; interior do fragmento Habito: arbórea; Fruto com fruto;","FURB32960","FURB32960","2017",NA,NA,"05","02","-48.6900000","-26.1000000","20","20",NA,NA,NA,NA,NA
"19","2020-10-14 10:03:32-03","FURB","FURB","31676","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Dreveck, S.; Carneiro, F.E.","2287","2009","11","25",NA,"Brasil","Santa Catarina","Joinville","Próximoa Br-101.","-48.87","-26.37",NA,"Florística IFFSC 997 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto verde;","FURB32958","FURB32958","2017",NA,NA,"05","02","-48.8700000","-26.3700000","12","12",NA,NA,NA,NA,NA
"20","2020-10-14 10:03:32-03","FURB","FURB","32855","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Dreveck, S.; Carneiro, F.E.","2131","2009","11","25",NA,"Brasil","Santa Catarina","Joinville","Próximoa Br-101.","-48.87","-26.37",NA,"Fito IFFSC 997 /L/12 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB32959","FURB32959","2017",NA,NA,"05","02","-48.8700000","-26.3700000","12","12",NA,NA,NA,NA,NA
"21","2020-10-14 10:03:32-03","FURB","FURB","33968","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Verdi, M.","5880","2011","02","18",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223",NA,NA,"FURB32970","FURB32970","2017",NA,NA,"05","02","-49.0791667","-26.9222223","87","87",NA,NA,NA,NA,NA
"22","2020-10-14 10:03:32-03","FURB","FURB","4014","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Maçaneiro, J.P.","19","2010","03","23",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0733334","-26.9213889",NA,"ambiente de fundo de vale, muito úmido ao lado de córregos de água Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB32969","FURB32969","2017",NA,NA,"05","02","-49.0733334","-26.9213889","87","87",NA,NA,NA,NA,NA
"23","2020-10-14 10:03:32-03","FURB","FURB","47388","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Lichtenfelz, F.A.","Pastório, F.F.; Gasper, A.L. de","18","2015","02","07",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889",NA,NA,"FURB27871","FURB27871 FURB27871_1","2017",NA,NA,"05","08","-49.0719445","-26.9213889","60","60",NA,NA,NA,NA,NA
"24","2020-10-14 10:03:32-03","FURB","FURB","47524","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Pastório, F.F.","81","2015","04","02",NA,"Brasil","Santa Catarina","Blumenau","Parque Municipal São Francisco de Assis.","-49.0719445","-26.9213889",NA,NA,"FURB47524","FURB47524","2017",NA,NA,"05","02","-49.0719445","-26.9213889","60","60",NA,NA,NA,NA,NA
"25","2020-10-14 10:03:32-03","FURB","FURB","5156","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Verdi, M.; Stival-Santos, A.","720","2007","01","15",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223",NA,"Projeto de pesquisa.","FURB32965","FURB32965","2017",NA,NA,"05","02","-49.0791667","-26.9222223","87","87",NA,NA,NA,NA,NA
"26","2020-10-14 10:03:32-03","FURB","FURB","54166","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Lichtenfelz, F.A.","Lichtenfelz, F.A.","47","2017","02","23",NA,"Brasil","Santa Catarina","Blumenau",NA,"-49.0916666","-26.9208334",NA,"Árvore.","FURB54166","FURB54166","2017",NA,NA,"04","18","-49.0916666","-26.9208334",NA,NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:03:32-03","FURB","FURB","5659","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Stival-Santos, A.; Verdi, M.","8","2007","03","30",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223",NA,"Projeto de pesquisa.","FURB32964","FURB32964","2017",NA,NA,"05","02","-49.0791667","-26.9222223","87","87",NA,NA,NA,NA,NA
"28","2020-10-14 10:03:32-03","FURB","FURB","5935","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Stival-Santos, A.; Verdi, M.","7","2007","05","02",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223",NA,"Projeto de Pesquisa.","FURB32963","FURB32963","2017",NA,NA,"05","02","-49.0791667","-26.9222223","87","87",NA,NA,NA,NA,NA
"29","2020-10-14 10:03:32-03","FURB","FURB","6258","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Verdi, M.; Stival-Santos, A.","721","2007","04","06",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223",NA,"Projeto de pesquisa.","FURB32966","FURB32966","2017",NA,NA,"05","02","-49.0791667","-26.9222223","87","87",NA,NA,NA,NA,NA
"30","2020-10-14 10:03:32-03","FURB","FURB","6772","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Verdi, M.; Stival-Santos, A.","726","2007","04","25",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889",NA,"Projeto de pesquisa. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB32967","FURB32967","2017",NA,NA,"05","02","-49.0719445","-26.9213889",NA,NA,NA,NA,NA,NA,NA
"31","2019-11-08 08:53:57-03","FURB","FURB","6229","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Vieira, F.C.S.","1675","2006","02","26",NA,"Brasil","Santa Catarina","Garuva","Monte Crista, rio do Cristo.","-48.8549995422363","-26.0266990661621",NA,NA,"FURB02492","FURB02492","2017","22441","auto","05","02",NA,NA,"50","50",NA,NA,NA,NA,NA
"32","2020-10-14 10:03:32-03","FURB","FURB","3068","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Vieira, F.C.S.",NA,"2004","01","16",NA,"Brasil","Santa Catarina","Garuva","Monte Crista, Três Barras.","-48.8549995422363","-26.0266990661621",NA,NA,"FURB32957","FURB32957","2017","22441","auto","05","02",NA,NA,"15","15",NA,NA,NA,NA,NA
"33","2019-12-06 19:29:59-03","UFES","VIES","39400","S","Plantae",NA,NA,"Myrtaceae","Marlierea","riedeliana","Marlierea riedeliana","(O.Berg) D.Legrand","Sobral, M.","Wandekoken, D.T.; Lourenço-Junior, J. & Pereira, O.J.","96","2016","10","10",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha","-40.423333","-20.597778",NA,"Área de transição entre floresta periodicamente inundada e floresta não inundável.","VIES039400","VIES039400","2016",NA,NA,"10","15","40º25'24''W","20º35'52''S",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-16 08:40:15-03","UTFPR","HCF","24852","S","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E. Wilson","L.A. Funez","M. Verdi","5880","2011","02","18",NA,"Brasil","SC","Blumenau","Parque Natural Municipal Sâo Francisco","-49.070833","-26.922222",NA,"arbórea, flor branca. Floresta Ombrófila Densa em estágio avançado.",NA,NA,"2017",NA,NA,"05","02","49°04'15 W","26°55'20 S","87","87",NA,NA,NA,NA,NA
"35","2019-08-16 08:40:15-03","UTFPR","HCF","13807","S","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E. Wilson","L.C. Lannoy","M.G. Caxambu","5073","2014","03","24",NA,"Brasil","PR","Guaraqueçaba","Agropecuária Bananal. Propriedade do Sr.","-48.385972","-25.177639",NA,"arvoreta ca. 4 m, ripária, semi-ciófila. Frutos imaturos verdes.",NA,NA,"2018",NA,NA,NA,NA,"48°23'09,5 W","25°10'39,5 S","23","23",NA,NA,NA,NA,NA
"36","2020-06-29 09:31:32-03","UFRRJ","RBR","16874","S","Plantae",NA,NA,"Myrtaceae","Marlierea","riedeliana","Marlierea riedeliana","(O.Berg) D.Legrand",NA,"D.A. Folli","8179","1979","07","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD, Estrada x-2, km 11,950. lado esquerdo","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00016874","RBR00016874",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:37:20-03","MBM","MBM","384384","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Lannoy, L.C.","Brotto, M.L.; Barboza, E.; Silva, J.M.; Barboza, E.; Silva, J.M.","1303","2013","07","16","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato, trilha do salto","-48.298889","-25.169167",NA,"Árvore de 4m; frutos imaturos verdes e maduros pretos.; Floresta Ombrófila Densa das Terras Baixas.","MBM384384","MBM384384","2018",NA,NA,"12",NA,"-48.298889","-25.169167","50","50",NA,NA,NA,NA,NA
"38","2020-12-21 16:37:20-03","MBM","MBM","384387","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Lannoy, L.C.","Barboza, E.; Brotto, M.L.; Silva, J.M.; Brotto, M.L.; Silva, J.M.","3966","2013","07","17","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato, Trilha da cachoeira do bracinho","-48.279722","-25.16",NA,"árvore de 3,5m; frutos vináceos.; Floresta Ombrófila Densa Submontana.","MBM384387","MBM384387","2018",NA,NA,"12",NA,"-48.279722","-25.16","130","130",NA,NA,NA,NA,NA
"39","2020-12-21 16:37:20-03","MBM","MBM","384398","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Lannoy, L.C.","Brotto, M.L.; Barboza, E.; Silva, J.M.; Barboza, E.; Silva, J.M.","1305","2013","07","18","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato, trilha do pico","-48.301389","-25.148333",NA,"Árvore de 10m; frutos imaturos verdes.; Floresta Ombrófila Densa Submontana.","MBM384398","MBM384398","2018",NA,NA,"12",NA,"-48.301389","-25.148333","375","375",NA,NA,NA,NA,NA
"40","2020-12-21 16:37:20-03","MBM","MBM","384783","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Lannoy, L.C.","Goldenberg, R.; Labiak, P.H.; Silva, J.M.; Cordeiro, J.; Labiak, P.H.; Silva, J.M.; Cordeiro, J.","1665","2013","08","20","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato, Trilha para a picada da divisa, passando pela casa do puma","-48.304444","-25.16",NA,"Árvore 15m, tombada, com tronco liso e esverdeado; frutos verdes.","MBM384783","MBM384783","2018",NA,NA,"12",NA,"-48.304444","-25.16","300","800",NA,NA,NA,NA,NA
"41","2020-12-21 16:37:20-03","MBM","MBM","397298","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Lannoy, L.C.","Caxambu, M.G.","5073","2014","03","24","Southern America","Brazil","Paraná","Guaraqueçaba","Agropecuária Bananal, Propriedade do Sr. Werner","-48.385972","-25.177639",NA,"Arvoreta ca. 4m, ripária, semi-ciófila. Frutos imaturos verdes.; Floresta Ombrófila Densa Aluvial. Relevo plano.","MBM397298","MBM397298","2018",NA,NA,"12",NA,"-48.385972","-25.177639","23","23",NA,NA,NA,NA,NA
"42","2020-12-21 16:37:20-03","MBM","MBM","397404","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Lannoy, L.C.","Roher, D.; Daniel, V.; Daniel, V.","s.n.","2013","02","14","Southern America","Brazil","Santa Catarina","Garuva",NA,"-48.887631","-25.995931",NA,"Floresta Ombrófila Densa.","MBM397404","MBM397404","2018",NA,NA,"12",NA,"-48.887631","-25.995931",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:37:20-03","MBM","MBM","412752","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Lannoy, L.C.","Völtz, R.R.","1365","2017","09","01","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.300278","-25.1625",NA,"Árvore 10 m alt.; ritidoma liso, laminado, esverdeado; frutos verdes e roxos, os últimos adocicados com polpa esbranquiçada, escassa, lembrando jabuticaba; uma semente; sub-bosque de Floresta Ombrófila Densa Submontana.; Floresta Omb","MBM412752","MBM412752","2018",NA,NA,"12",NA,"-48.300278","-25.1625","220","220",NA,NA,NA,NA,NA
"44","2020-12-21 16:37:20-03","MBM","MBM","412764","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Lannoy, L.C.","Völtz, R.R.","1413","2017","07","07","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.303333","-25.178056",NA,"Árvore 8 m alt.; ritidoma laminado, liso, de cor esverdeado; frutos verdes; interior da Floresta Ombrófila Densa Aluvial.; Floresta Ombrófila Densa Aluvial.","MBM412764","MBM412764","2018",NA,NA,"12",NA,"-48.303333","-25.178056","100","100",NA,NA,NA,NA,NA
"45","2020-12-21 16:37:20-03","MBM","MBM","427231","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Dreveck, S.; Carneiro, F.E.; Carneiro, F.E.","2287","2009","11","25","Southern America","Brazil","Santa Catarina","Joinville","Próximo a BR-101","-48.87","-26.37",NA,"Arbórea, fruto verde; Floresta Ombrófila Densa. Estágio médio de regeneração. Interior do fragmento.","MBM427231",NA,"2017",NA,NA,"05","02","-48.87","-26.37","12","12",NA,NA,NA,NA,NA
"46","2020-12-21 16:37:20-03","MBM","MBM","427563","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoriedeliana","Myrcia neoriedeliana","E.Lucas & C.E.Wilson","Funez, L.A.","Cadorin, T.J.; Grosch, B.; Zimmerman, R.; Grosch, B.; Zimmerman, R.","1897","2010","04","07","Southern America","Brazil","Santa Catarina","Garuva","Sol Nascente","-48.727222","-26.055",NA,"Arvoreta.; Floresta Ombrófila Densa de Terras Baixas. Estágio médio de regenereção. Interior do fragmento.","MBM427563",NA,"2017",NA,NA,"05","02","-48.727222","-26.055","13","13",NA,NA,NA,NA,NA
