"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","class","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"20","2021-03-01 16:33:45-03","UNICAMP","UEC","154993","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","Mart. ex A.DC.","Rodrigues, KF","Romero, R; Nakajima, JN","5995",NA,"Brazil",NA,"Subarbusto, ca. 1,5m.Corola e estames amarelos.; Campo rupestre.","UEC019450","UEC019450","2001","03","27","Minas Gerais","Serra da Piedade","-43.685556","-19.823333","1398","1398","Caeté","2011",NA,NA,NA,"01","-43.685556","-19.823333",NA,NA,NA,NA,NA
"21","2021-03-01 16:33:45-03","UNICAMP","UEC","66857","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","Mart. ex A.DC.","Rodrigues, KF","Chaves, ALF","19872",NA,"Brazil",NA,"Arbusto, +- 1m. Flor amarela.; Campo rupestre.","UEC003538","UEC003538","1990","03","31","Minas Gerais","Serra da Piedade.","-43.6697006225586","-19.8799991607666",NA,NA,"Caeté","2011",NA,"22051","auto","01",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:33:45-03","UNICAMP","UEC","133642","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","Mart. ex A.DC.","Rodrigues, KF","Freitas, L","258",NA,"Brazil",NA,"Arbusto ca. 2 m. Pétalas lavanda conectivos amarelos.","UEC003537","UEC003537","1998","02","12","São Paulo",NA,"-44.5699996948242","-22.6399993896484",NA,NA,"São José do Barreiro","2011",NA,"30784","auto","01",NA,NA,NA,NA,NA,NA,NA
"23","2020-03-12 10:29:18-03","UFOP","OUPR","25830","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins","Versiane, A.F.A.","Cardoso, R.C.; Da Silva, T.C.","59",NA,"Brasil",NA,"Arbusto, flores verde-amareladas com estames amarelos. Cerca de 1,5m de altura",NA,NA,"2012","02","08","Minas Gerais","Serra de Ouro Preto, Campo rupestre quartzítico","-43.520556","-20.363889",NA,NA,"Ouro Preto","2020",NA,NA,NA,"02","-43.520556","-20.363889","20",NA,NA,NA,NA
"24","2019-11-06 09:56:21-03","UFOP","OUPR","5850","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins","Martins, A.B.","Damazio, L.B.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"Caeté","2001",NA,"22051","auto","10",NA,NA,"09",NA,NA,NA,NA
"25","2019-11-06 09:56:21-03","UFOP","OUPR","20415","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins","Messias, M.C.T.B.","Messias, M.C.T.B.; Silva, J.L.","1317",NA,"Brasil",NA,"Campo ferruginoso. Subarbusto com 1,5m. Folhas discolores. Corla branca",NA,NA,"2007","05","13","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","2007",NA,"44599","auto","05",NA,NA,"13",NA,NA,NA,NA
"26","2019-11-06 09:56:21-03","UFOP","OUPR","5848","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins","Martins, A.B.","s.col.","s.n.",NA,"Brasil",NA,"Subarbusto. Flores amarelas",NA,NA,NA,NA,NA,"Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","2001",NA,"44599","auto","10",NA,NA,"09",NA,NA,NA,NA
"27","2019-11-06 09:56:21-03","UFOP","OUPR","5849","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins","Martins, A.B.","Damazio, L.B.","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","2001",NA,"44599","auto","10",NA,NA,"09",NA,NA,NA,NA
"28","2020-03-12 10:29:18-03","UFOP","OUPR","21898","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins","Versiane, A.F.A.","Messias, M.C.T.B.; Ataíde, E.S.","2164",NA,"Brasil",NA,"Subarbusto com 1m. Flores com corola branca e estames amarelos.Em campos sujos sobre itabirito",NA,NA,"2008","08","08","Minas Gerais","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","2020",NA,"44599","auto","02",NA,NA,"20",NA,NA,NA,NA
"29","2019-11-06 09:56:21-03","UFOP","OUPR","6359","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins","Martins, A.B.","Roschel, M.B.; Craig, J.","438",NA,"Brasil",NA,"Campo ferruginoso. Arbusto com 1,5m. Flores amarelas",NA,NA,"1997","01","15","Minas Gerais","Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","2001",NA,"44599","auto","10",NA,NA,"09",NA,NA,NA,NA
"30","2019-11-06 09:56:21-03","UFOP","OUPR","21015","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins","Ataíde, E.S.","Ataíde, E.S.","s.n.",NA,"Brasil",NA,"Arbusto. Campo ferruginoso.",NA,NA,"2007","07","28","Minas Gerais","Antônio Pereira, Samarco - Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","2008",NA,"44599","auto","03",NA,NA,"11",NA,NA,NA,NA
"31","2019-11-06 09:56:21-03","UFOP","OUPR","4708","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins","Martins, A.B.","Messias, M.C.T.B.; Roschel, M.B.","s.n.",NA,"Brasil",NA,"Capoeira. Arbusto . Flores amarelas",NA,NA,NA,NA,NA,"Minas Gerais","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","2001",NA,"44599","auto","10",NA,NA,"09",NA,NA,NA,NA
"32","2020-03-12 10:29:18-03","UFOP","OUPR","22426","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(Mart. ex DC.) A.B.Martins","Versiane, A.F.A.","Silva, J.L.","s.n.",NA,"Brasil",NA,NA,NA,NA,"2001","05","03","Minas Gerais","Curral da Pedra","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto","2020",NA,"44599","auto","02",NA,NA,"20",NA,NA,NA,NA
"33","2014-10-14 15:56:55-03","BS","M","M-0165793","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Pyramia","pityrophylla","Pyramia pityrophylla","(DC.) Cham.",NA,"Martius, C.F.P. von",NA,NA,"Brasil",NA,NA,"M0165793",NA,NA,NA,NA,NA,"Habitat in montibus altis siccis prope Fanado vam., et in M. G. Magór. Provinciae Minar. Gener.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA
"34","2020-12-21 16:34:02-03","MBM","MBM","226027","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B. Martins","Goldenberg, R.","Souza, V.C.; et al.; et al.","10065","Southern America","Brazil",NA,NA,"MBM226027","MBM226027",NA,NA,NA,"Minas Gerais","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"Caeté",NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:34:02-03","MBM","MBM","84348","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B. Martins","Martins, A.B.","Landrum, L.R.","4295","Southern America","Brazil",NA,NA,"MBM084348","MBM084348",NA,NA,NA,"Minas Gerais","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"Caeté",NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-04 20:31:10-03","MNHN","RECOLNAT_MNHN_P","P05316613","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B.Martins",NA,"Claussen",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316613' target='other'> <mi>dwc_moreinfo</mi></a>","P05316613","P05316613_01",NA,NA,NA,"Minas Gerais","Serra de Ouro Preto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA
"37","2015-09-04 20:31:09-03","MNHN","RECOLNAT_MNHN_P","P05316599","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B.Martins",NA,"Riedel",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316599' target='other'> <mi>dwc_moreinfo</mi></a>","P05316599","P05316599_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-04 20:31:09-03","MNHN","RECOLNAT_MNHN_P","P05316600","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B.Martins",NA,"Riedel",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316600' target='other'> <mi>dwc_moreinfo</mi></a>","P05316600","P05316600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 20:31:09-03","MNHN","RECOLNAT_MNHN_P","P05316598","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B.Martins",NA,"Martius",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316598' target='other'> <mi>dwc_moreinfo</mi></a>","P05316598","P05316598_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"929",NA,NA
"40","2015-09-04 20:31:09-03","MNHN","RECOLNAT_MNHN_P","P05316601","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B.Martins",NA,"Saint-Hilaire",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316601' target='other'> <mi>dwc_moreinfo</mi></a>","P05316601","P05316601_01","1816","1","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2373",NA,NA
"41","2015-09-04 20:31:09-03","MNHN","RECOLNAT_MNHN_P","P05316602","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B.Martins",NA,"Warming",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316602' target='other'> <mi>dwc_moreinfo</mi></a>","P05316602","P05316602_01",NA,NA,NA,"Minas Gerais","Serra da Piedade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2216",NA,NA
"42","2015-09-04 20:31:09-03","MNHN","RECOLNAT_MNHN_P","P05316603","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B.Martins",NA,"Glaziou, A.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316603' target='other'> <mi>dwc_moreinfo</mi></a>","P05316603","P05316603_01","1884","2","25","Minas Gerais","Serra do Caraça, au Morro da Carapuca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14706 a",NA,NA
"43","2015-09-04 20:31:09-03","MNHN","RECOLNAT_MNHN_P","P05316604","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B.Martins",NA,"Riedel",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316604' target='other'> <mi>dwc_moreinfo</mi></a>","P05316604","P05316604_01","1839","3","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA
"44","2015-09-04 20:31:09-03","MNHN","RECOLNAT_MNHN_P","P05316605","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B.Martins",NA,"Riedel",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316605' target='other'> <mi>dwc_moreinfo</mi></a>","P05316605","P05316605_01",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA
"45","2015-09-04 20:31:03-03","MNHN","RECOLNAT_MNHN_P","P05316606","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B.Martins",NA,"Glaziou",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316606' target='other'> <mi>dwc_moreinfo</mi></a>","P05316606","P05316606_01","1892","4","4","Minas Gerais","Serra dos Cristaes, prés du Diamantina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19192",NA,NA
"46","2015-09-04 20:31:10-03","MNHN","RECOLNAT_MNHN_P","P05316607","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","pityrophylla","Cambessedesia pityrophylla","(DC.) A.B.Martins",NA,"Claussen|Delessert, B.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316607' target='other'> <mi>dwc_moreinfo</mi></a>","P05316607","P05316607_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
