"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","typeStatus","fieldNumber","individualCount","class","dayIdentified","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","1523284","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","K. F. Rodrigues","G. G. Hatschbach","s.n.","1996","01","16","South America","Brazil","Minas Gerais","Várzea da Palma","Serra do Cabral, Agropecúaria Serra do Cabral","-44.7306","-17.5983","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792443' target='other'> <mi>dwc_moreinfo</mi></a>","NY01523284","NY01523284_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1523306","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","R. Romero","R. Romero","684","1994","02","22","South America","Brazil","Minas Gerais","São Roque de Minas","PARNA Serra da Canastra, estrada para Sacramento, 26 km da sede administrativa.","-46.3656","-20.2456","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792515' target='other'> <mi>dwc_moreinfo</mi></a>","NY01523306","NY01523306_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","909763","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","R. Romero","R. Romero","684","1994","02","22","South America","Brazil","Minas Gerais","São Roque de Minas","PARNA Serra da Canastra, estrada para Sacramento, 26 km da sede administrativa.","-46.3656","-20.2456","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909763","NY00909763_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1523257","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","K. F. Rodrigues","H. S. Irwin","25593","1970","01","29","South America","Brazil","Minas Gerais",NA,"Morro da Pedras, ca. 37 km N.E. of Patrocínio","-43.2485756","-19.9480039","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792371' target='other'> <mi>dwc_moreinfo</mi></a>","NY01523257","NY01523257_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-11-04 11:13:20-03","ESALQ","ESA","88735","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Cambessedesia","weddelii","Cambessedesia weddelii","Naud.","Chiea, S.A.C.","Barros, F.","957.0","1984","03","05",NA,"Brasil","Mato Grosso do Sul","Três Lagoas",NA,"-51.6782989501953","-20.7511005401611",NA,NA,"ESA088735","ESA088735",NA,NA,"150618","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-01 16:33:46-03","UNICAMP","UEC","80857","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","Rodrigues, KF","Marcondes-Ferreira, W; Mello, ALA; Torres Jr, AH; Venturi, LL; Domingues, MR","1233","1995","07","12",NA,"Brazil","São Paulo",NA,"Estreito. Perto da Fazenda 3 Irmãos. Campo rupestre com alguns arbustos e arvoretas e bastante Vellozias.",NA,NA,NA,"Flores vermelhas, estames amarelos.","UEC003448","UEC003448",NA,NA,NA,NA,"2011","01",NA,NA,NA,NA,NA,NA,NA
"7","2020-02-10 17:53:51-03","UNICAMP","UEC","159643","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","Fidanza Rodrigues, K","Kinoshita, LS; Silveira, MF; Kazitoris, AR; Galvão, JC","s.n.","2010","07","07",NA,"Brazil","Minas Gerais","São João Batista do Glória","Vale do Céu Serra da Santa Maria. Caminho para campo rupestre.","-46.5055999755859","-20.6413993835449",NA,NA,"UEC013114","UEC013114",NA,NA,"29048","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-01 16:33:46-03","UNICAMP","UEC","111934","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","Rodrigues, KF","Romero, R; Nakajima, JN; Farinaccio, MA","4996","1998","01","11",NA,"Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Torre de observação.","-46.3657989501953","-20.2453002929688",NA,"Campo limpo, ca 4 meses após a queimada. Subarbusto, ca. 0,4m. Corola vermelho-alaranjado, base amarela. Estames amarelos. Estilete amarelo.","UEC003447","UEC003447",NA,NA,"57119","auto","2011","01",NA,NA,NA,NA,NA,NA,NA
"9","2021-03-01 16:33:46-03","UNICAMP","UEC","86728","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","Rodrigues, KF","Teixeira, SP; Sciamarelli, A","35275","1996","04","28",NA,"Brazil","São Paulo","Pedregulho","Estreito, Usina Hidrelétrica","-47.4700012207031","-20.25",NA,"Campo rupestre, fl. com pétalas laranjas e estames amarelos, pl. inteira.","UEC003445","UEC003445",NA,NA,"27552","auto","2011","01",NA,NA,NA,NA,NA,NA,NA
"10","2020-12-21 16:34:02-03","MBM","MBM","259802","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","weddelii","Cambessedesia weddelii","Naudin ex Char.",NA,"Romero, R.; et al.; et al.","4863","1998","01","09","Southern America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, estrada para Sacramento","-46.3657989501953","-20.2453002929688",NA,NA,"MBM259802","MBM259802",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-12-21 16:34:02-03","MBM","MBM","187849","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","weddelii","Cambessedesia weddelii","Naudin ex Char.","Wurdack, J.J.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","64181",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Várzea da Palma","Serra do Cabral, Agropecuária Serra do Cabral","-44.7308006286621","-17.5981006622314",NA,NA,"MBM187849","MBM187849",NA,NA,"60948","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2015-11-07 08:27:32-02","MNHN","RECOLNAT_MNHN_P","P02274274","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","Martin & Cremers","Weddell, H.A.",NA,"1844",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274274' target='other'> <mi>dwc_moreinfo</mi></a>","P02274274","P02274274_01",NA,NA,NA,NA,NA,NA,"holotype","1913",NA,NA,NA,NA,NA
"13","2015-11-07 08:27:38-02","MNHN","RECOLNAT_MNHN_P","P02274275","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","Martin & Cremers","Weddell, H.A.",NA,"1844",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02274275' target='other'> <mi>dwc_moreinfo</mi></a>","P02274275","P02274275_01",NA,NA,NA,NA,NA,NA,"isotype","1913",NA,NA,NA,NA,NA
"14","2020-12-11 11:38:03-03","UFMG","BHCB","39683","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:38:03-03","UFMG","BHCB","60931","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2017-05-14 19:15:00-03","MO","MOBOT","100385226","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","K.F. Rodrigues","Howard S. Irwin|Eunice Onishi|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 25593","1970","1","29","South America","Brazil","Minas Gerais",NA,"Campo on red clay, with very low generally sparse shrubs, ca. 37 km NE of Patrocínio.",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"17","2019-12-19 11:19:37-03","UFG","UFG","7687","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","Lidanza, K.","Rizzo, J.A.","7807","1972","03","02",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,"UFG0007687",NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-12 05:00:02-03","US","US","3336400","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin",NA,"R. Romero, J. N. Nakajima & D. Simao","1788","1995","1","13","South America - Neotropics","Brazil","Minas Gerais","São Roque deinas","Próximo a Torre de Observação, Estrada para Sacramento, Parna Serra da Canastra",NA,NA,NA,NA,"US01894240","US01894240_01 US01894240_02",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"19","2020-09-12 05:00:02-03","US","US","2591358A","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin",NA,"H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & J. Ramos","25593","1970","1","29","South America - Neotropics","Brazil","Minas Gerais","Belo Horizonte","Morro das Pedras","-43.937801361084","-19.9207992553711",NA,NA,"US01894242","US01894242_01 US01894242_02","1000",NA,"17082","auto",NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","3342788","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin",NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","64181","1996","1","16","South America - Neotropics","Brazil","Minas Gerais","Várzea da Palma","Serra do Cabral, Agropecuária Serra do Cabral","-44.7308006286621","-17.5981006622314",NA,NA,"US01894241","US01894241_01 US01894241_02",NA,NA,"60948","auto",NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"21","2021-03-04 11:17:34-03","UEFS","HUEFS","33123","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","K.F.Rodrigues","Hatschbach, G.",NA,"1996","01","16",NA,"Brasil","Minas Gerais","Várzea da Palma","Serra do Cabral, Agropecuária Serra do Cabral.","-44.7308006286621","-17.5981006622314",NA,"Campo rupestre, solo rochoso.","HUEFS0033123","HUEFS0033123",NA,NA,"60948","auto","2011","01",NA,NA,NA,"Rosanae",NA,NA,NA
"22","2018-05-14 16:15:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii",NA,"RRC ID Flag","R. Romero","684","1994","2","22","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"684",NA,"Dicotyledoneae",NA,NA,NA
"23","2019-12-12 13:49:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii",NA,"RRC ID Flag","R. Romero","1788","1995","1","13","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1788",NA,"Dicotyledoneae",NA,NA,NA
"24","2019-09-04 19:28:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii",NA,NA,"H. A. Weddell","1913",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"Dicotyledoneae",NA,NA,NA
"25","2019-01-22 15:29:03-02","F","FMNH-SEEDPLANTS","V0093831F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii",NA,NA,"H. A. Weddell","1913",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0093831F","V0093831F_01",NA,NA,NA,NA,NA,NA,"Possible type",NA,NA,"Dicotyledoneae",NA,NA,NA
"26","2015-03-07 08:50:31-03","F","FMNH-SEEDPLANTS","V0119762F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0119762F","V0119762F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"27","2015-03-07 09:06:21-03","F","FMNH-SEEDPLANTS","V0181986F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0181986F","V0181986F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"28","2015-03-07 09:06:21-03","F","FMNH-SEEDPLANTS","V0181987F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0181987F","V0181987F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"29","2019-05-06 11:59:11-03","UFU","HUFU","23714","S","Plantae",NA,NA,"Melastomataceae","Cambessedesia","weddellii","Cambessedesia weddellii","Naudin","Romero, R.","Nakajima, J.N.; Romero, R.; Furlan, A. & Farinaccio, M.A.","2261","1997","02","22",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, 60km.","-46.3657989501953","-20.2453002929688",NA,"Arbusto, ca. 0,5 m. Frutos vermelho-esverdeados.; Campo cerrado.","HUFU00038860","HUFU00038860",NA,NA,"57119","auto","1997","02",NA,NA,NA,NA,"22",NA,NA
