"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","continentOcean","country","occurrenceRemarks","barcode","imagecode","phylum","class","order","identifiedBy","recordedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","recordNumber","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount"
"11","2019-01-17 11:22:57-02","PUCRS","MPUC","21974","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"South America","Brasil","PI2 P8",NA,NA,NA,"Liliopsida","Poales","C. Vogel Ely",NA,"2016","10","15","RS","Viamão","Parque Estadual de Itapuã","-51.0155556","-30.2766667",NA,NA,"2017","01","01",NA,"-51.0155556000","-30.2766667000",NA,NA,"1"
"12","2010-03-18 21:18:00-03","MO","MOBOT","2452675","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"G. Malme",NA,NA,NA,"Rio Grande do Sul",NA,"Cultivafed in Berlin from material set from Rio Grande do Sul, Brazil",NA,NA,NA,NA,NA,NA,NA,"Malme s.n.1",NA,NA,NA,NA,NA
"13","2018-05-08 05:31:00-03","MO","MOBOT","3002157","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"F. Santos-Silva (RB)","Carl Emrich","1947","10","10","Rio Grande do Sul",NA,"Porto Alegre, RGS in saxosis.",NA,NA,NA,NA,NA,NA,NA,"Emrich 34114",NA,NA,NA,NA,"1"
"14","2020-09-12 05:00:02-03","US","US","2045486","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"South America - Neotropics","Brazil",NA,"US01935305","US01935305_01",NA,"Monocotyledonae","Bromeliales",NA,"B. Rambo","1950","9","22","Rio Grande do Sul","Porto Alegre","Vilaanresa","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,"48832",NA,NA,NA,NA,"1"
"15","2020-09-12 05:00:02-03","US","US","2485234","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"South America - Neotropics","Brazil",NA,"US01935304","US01935304_01",NA,"Monocotyledonae","Bromeliales",NA,"J. Marnier-Lapostolle","1962","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"16","2019-10-14 14:16:58-03","F","FMNH-SEEDPLANTS","V0402805F","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea",NA,NA,"South America","Brazil",NA,"V0402805F","V0402805F_01","Spermatophyta","Monocotyledoneae",NA,NA,"B. Rambo","1945","11","27",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"30626",NA,NA,NA,NA,NA
"17","2020-08-20 14:58:50-03","UFSC","FLOR","8968","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","flor amarela","FLOR0008968",NA,NA,NA,"Poales","Santos-Silva, F.","Falkenberg, D.B.","1984","10","27","Rio Grande do Sul","Viamão","Itapuã.","-51.0233001708984","-30.0811004638672","41667","auto","2011","10","11","1791",NA,NA,"100","100",NA
"18","2021-02-08 12:50:44-03","UFRGS","ICN","112343","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Espécie ameaçada de extinção (Em perigo).; Terrícola em campo pedregoso.","ICN00029963",NA,"Monocotyledon",NA,NA,"Meira, M","Meira, M","1993","12","12","RS","Guaíba","Morro São Maximiano","-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,"143",NA,NA,NA,NA,NA
"19","2021-02-08 12:50:44-03","UFRGS","ICN","063927","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Espécie ameaçada de extinção (Em perigo).; Mantida em cultura; floresceu no final de setembro e início de outubro de 1985; flores aromáticas, com corola amarela.","ICN00029967",NA,"Monocotyledon",NA,NA,"Waechter","Waechter, JL",NA,NA,NA,"RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738","29946","auto","1985",NA,NA,"2136",NA,NA,NA,NA,NA
"20","2021-02-08 12:50:44-03","UFRGS","ICN","162080","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Doação Herbário Karner Hagelund",NA,NA,"Monocotyledon",NA,NA,"Strehl, T","Hagelund, K","1976","06","26","RS","Arroio dos Ratos","Granja Faxinal","-51.7291984558105","-30.0771999359131","29956","auto","1983","10","26","10316",NA,NA,NA,NA,NA
"21","2021-02-08 12:50:44-03","UFRGS","ICN","162081","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Doação Herbário Karner Hagelund","ICN00029962",NA,"Monocotyledon",NA,NA,"Strehl, T","Hagelund, K","1976","10","18","RS","Arroio dos Ratos","Granja Faxinal","-51.7291984558105","-30.0771999359131","29956","auto","1983","10","26","10547",NA,NA,NA,NA,NA
"22","2021-02-08 12:50:44-03","UFRGS","ICN","112344","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Espécie ameaçada de extinção (Em perigo).; Terrícola em campo pedregoso.","ICN00029960",NA,"Monocotyledon",NA,NA,"Meira, M","Meira, M","1993","12","12","RS","Guaíba","Morro São Maximiano","-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,"144",NA,NA,NA,NA,NA
"23","2021-02-08 12:50:44-03","UFRGS","ICN","112341","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Espécie ameaçada de extinção (Em perigo).; Terrícola em campo pedregoso.","ICN00029968",NA,"Monocotyledon",NA,NA,"Meira, M","Meira, M","1993","12","12","RS","Guaíba","Morro São Maximiano","-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,"145",NA,NA,NA,NA,NA
"24","2021-02-08 12:50:44-03","UFRGS","ICN","112342","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Espécie ameaçada de extinção (Em perigo).; Terrícola em campo pedregoso.","ICN00029964",NA,"Monocotyledon",NA,NA,"Meira, M","Meira, M","1993","10","17","RS","Guaíba","Morro São Maximiano","-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,"152",NA,NA,NA,NA,NA
"25","2021-02-08 12:50:44-03","UFRGS","ICN","044713","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Espécie ameaçada de extinção (Em perigo).; Campo seco.","ICN00029956",NA,"Monocotyledon",NA,NA,"Strehl, T","Schweiger, E","1923","10",NA,"RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738","29946","auto","1983","09","06","s.n.",NA,NA,NA,NA,NA
"26","2021-02-08 12:50:44-03","UFRGS","ICN","019354","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Espécie ameaçada de extinção (Em perigo).; Sub-xerophyla","ICN00029957",NA,"Monocotyledon",NA,NA,"Strehl, T","Augusto, I","1939","09","30","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738","29946","auto","1994","10","14","s.n.",NA,NA,NA,NA,NA
"27","2021-02-08 12:50:44-03","UFRGS","ICN","122075","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil",NA,"ICN00029969",NA,"Monocotyledon",NA,NA,"Büneker, HM","Rodrigues, RS","1995","09","25","RS","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738","29946","auto","2015","10","22","s.n.",NA,NA,NA,NA,NA
"28","2021-02-08 12:50:44-03","UFRGS","ICN","136704","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Espécie ameaçada de extinção (em perigo).; erva com flores amarelas; campo pedregoso","ICN00029959",NA,"Monocotyledon",NA,NA,"Grings, M","Grings, M","2005","12",NA,"RS","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,"135",NA,NA,NA,NA,NA
"29","2021-02-08 12:50:44-03","UFRGS","ICN","149273","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","erva em campo rupestre de topo de morro","ICN00029965",NA,"Monocotyledon",NA,NA,"Setubal, R","Setubal, R; Grings, M; Mello, A","2006","10","13","RS","Porto Alegre","morro São Pedro","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,"82",NA,NA,"200","200",NA
"30","2021-02-08 12:50:44-03","UFRGS","ICN","198405","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Amostra de DNA e Material testemunho; Afloramento rochoso","ICN00033821",NA,"Monocotyledon",NA,NA,"Hirsch, LD","Hirsch, LD","2016","10","20","RS","Porto Alegre","Morro do Osso","-51.246944","-30.118333",NA,NA,"2016","10","20","s.n.","-51.246944","-30.118333","100","100",NA
"31","2021-02-08 12:50:44-03","UFRGS","ICN","198408","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Amostra de DNA e Material testemunho; Afloramento rochoso","ICN00033820",NA,"Monocotyledon",NA,NA,"Hirsch, LD","Hirsch, LD","2017","10","26","RS","Barra do Ribeiro","Cabaña de los Brettes","-51.503889","-30.314444",NA,NA,"2017","10","26","s.n.","-51.503889","-30.314444","228","228",NA
"32","2021-02-08 12:50:44-03","UFRGS","ICN","198409","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Amostra de DNA e Material testemunho; Afloramento rochoso","ICN00033823",NA,"Monocotyledon",NA,NA,"Hirsch, LD","Hirsch, LD","2018","11","30","RS","Barra do Ribeiro","Serrinha","-51.468056","-30.2775",NA,NA,"2018","11","30","s.n.","-51.468056","-30.2775","147","147",NA
"33","2021-02-08 12:50:44-03","UFRGS","ICN","199257","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Erva saxícola; Campo","ICN00038052",NA,"Monocotyledon",NA,NA,"Büneker, HM","Richit, JF","2018","05","17","RS","Maximiliano de Almeida",NA,"-51.793056","-27.538889",NA,NA,"2019","04","16","s.n.","-51.793056","-27.538889",NA,NA,NA
"34","2021-02-08 12:50:44-03","UFRGS","ICN","199483","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","CV Laveg (1348)","ICN00038793",NA,"Monocotyledon",NA,NA,"Büneker, HM","Hirsch, L; Bered, F; Aguiar, C","2015","12","16","RS","Barra do Ribeiro",NA,"-51.503333","-30.315278",NA,NA,"2019","06","12","s.n.","-51.503333","-30.315278",NA,NA,NA
"35","2021-02-08 12:50:44-03","UFRGS","ICN","020724","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Espécie ameaçada de extinção (Em perigo).; flor amarela (2Y8/12), anteras alaranjadas.; Sobre granito.","ICN00029961",NA,"Monocotyledon",NA,NA,"Strehl, T","Lindeman, JC; et al.","1972","10","21","RS","Viamão","Itapuã, Morro da Grota","-51.0233001708984","-30.0811004638672","41667","auto","1984","01","25","s.n.",NA,NA,NA,NA,NA
"36","2021-02-08 12:50:44-03","UFRGS","ICN","152267","S","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,"América do Sul","Brasil","Terrestre. Pétalas amarelas.; Campo.",NA,NA,"Monocotyledon",NA,NA,"Dettke, GA","Dettke, GA","2007","11","27","RS","Guaíba","Fazenda São Maximiano. 30°S 51°W","-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,"79",NA,NA,NA,NA,NA
"37","2020-08-26 10:48:26-03","MCN-FZBRS","HAS","66114","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","Na mata ciliar, sobre os ramos das árvores","HAS0066114",NA,"Magnoliophyta",NA,NA,"Strehl, T.","Mattos, J.","1985","04",NA,"Rio Grande do Sul","Bagé","cerca de 2Km de Aceguá","-54.1068992614746","-31.3313999176025","74087","auto","1994","01","05","28853",NA,NA,NA,NA,NA
"38","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","19365","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","Planta terrestre de 20 a 30cm de altura, com roseta pequena e inflorescência simples, de flores juntas amarelas e fruto tricoca marron, folha estreita.Formando manchas. Na encosta em local seco; floresceu em dezembro de 82 e 83, out/87.","HAS0019365",NA,"Magnoliophyta",NA,NA,NA,"Strehl, T.","1982","12",NA,"Rio Grande do Sul","Porto Alegre","Jardim Botânico","-51.178068","-30.051692",NA,NA,NA,NA,NA,"501","-51,178068","-30,051692","53","53",NA
"39","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","20824","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","Altura de até 30 cm, diâmetro até 30-35 cm e folhas até 19 cm de comprimento.","HAS0020824",NA,"Magnoliophyta",NA,NA,NA,"Strehl, T.; Bueno, O.","1982","09",NA,"Rio Grande do Sul","Porto Alegre","Jardim Botânico","-51.178068","-30.051692",NA,NA,NA,NA,NA,"1342","-51,178068","-30,051692","53","53",NA
"40","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","30573","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","Nativa no Parque.","HAS0030573",NA,"Magnoliophyta",NA,NA,NA,"Strehl, T.","1989","10",NA,"Rio Grande do Sul","Porto Alegre","Jardim Botânico","-51.178068","-30.051692",NA,NA,NA,NA,NA,"1029","-51,178068","-30,051692","53","53",NA
"41","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","36012","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","cultivada no JB da FZB","HAS0036012",NA,"Magnoliophyta",NA,NA,NA,"Strehl, T.","1995","10",NA,"Rio Grande do Sul","Porto Alegre","Jardim Botânico","-51.178068","-30.051692",NA,NA,NA,NA,NA,"1473","-51,178068","-30,051692",NA,NA,NA
"42","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","36090","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","BROM 188","HAS0036090",NA,"Magnoliophyta",NA,NA,NA,"Nilson, A.D.","1993","06",NA,"Rio Grande do Sul","Viamão","Parque Itapuã","-51.029678","-30.359368",NA,NA,NA,NA,NA,"s.n.","-51,029678","-30,359368",NA,NA,NA
"43","2020-03-18 10:56:33-03","MCN-FZBRS","HAS","66119","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil",NA,"HAS0066119",NA,"Magnoliophyta",NA,NA,"Strehl, T.","Strehl, T.","1996","10",NA,"Rio Grande do Sul","Viamão","Parque Itapuã","-51.029678","-30.359368",NA,NA,NA,NA,NA,"1340","-51,029678","-30,359368",NA,NA,NA
"44","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","66542","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","coleção Te 149","HAS0066542",NA,"Magnoliophyta",NA,NA,"Strehl, T.","Strehl, T.","1995","10",NA,"Rio Grande do Sul","Viamão","Parque Itapuã","-51.029678","-30.359368",NA,NA,NA,NA,NA,"1412","-51,029678","-30,359368",NA,NA,NA
"45","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","33951","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","TS 1339","HAS0033951",NA,"Magnoliophyta",NA,NA,NA,"Matzenbacher, N.","1994","10",NA,"Rio Grande do Sul","Guaíba","Fazenda São Maximiliano","-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA
"46","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","24278","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","Hábito herbáceo, terrícola. Encontrada em encosta de morro granítico na Fazenda Matzenbacher","HAS0024278",NA,"Magnoliophyta",NA,NA,NA,"Bonotto, A.L.","1988","10",NA,"Rio Grande do Sul","Guaíba","Guaíba, Br 116 Km 307","-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA
"47","2020-08-26 10:48:26-03","MCN-FZBRS","HAS","36001","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil",NA,"HAS0036001",NA,"Magnoliophyta",NA,NA,NA,"Strehl, T.","1996","04",NA,"Rio Grande do Sul","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,"1535",NA,NA,NA,NA,NA
"48","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","10681","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","erva de folhas em roseta basal; fruto castanho; pouco numerosa; campo limpo não mexido; relevo na encosta; solo granito; junto aos afloramentos rochosos; acesso pela Protásio Alves; Km da subida lado direito","HAS0010681",NA,"Magnoliophyta",NA,NA,"Strehl, T.","Bueno, O.","1979","12",NA,"Rio Grande do Sul","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,"1982",NA,NA,NA,NA,NA
"49","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","66541","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","coleção Te 135","HAS0066541",NA,"Magnoliophyta",NA,NA,"Strehl, T.","Strehl, T.","1995","10",NA,"Rio Grande do Sul","Viamão","Itapuã","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,"1413",NA,NA,NA,NA,NA
"50","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","36091","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","BROM 213","HAS0036091",NA,"Magnoliophyta",NA,NA,NA,"Strehl, T.","1994","03",NA,"Rio Grande do Sul","Viamão","Itapuã, Morro da Grota","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA
"51","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","10438","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","choristaminea","Dyckia choristaminea","Mez",NA,NA,"Brasil","Erva, altura e diâmetro da planta com cerca de 23 cm, flor amarela, altitude 200m, rara. Campo sujo relevo no topo, solo granítico, morro com afloramentos rochosos","HAS0010438",NA,"Magnoliophyta",NA,NA,"Strehl, T.","Bueno, O.","1979","10",NA,"Rio Grande do Sul","Viamão","Itapuã, Morro da Pedreira","-51.0233001708984","-30.0811004638672","41667","auto","1994","10","16","1851",NA,NA,"200","200",NA
