"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","coordinatePrecision","geoFlag","phylum","order","individualCount","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","previousCatalogNumber","sex"
"330","2020-10-14 10:06:37-03","FURB","FURB","26928","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","04","08","Brasil","Santa Catarina","Angelina","Rio Fortuna.","-49.05","-27.4505556","-49.0500000","-27.4505556","FURB43780","FURB43780","Oliveira, AA de","2010","09","15","841","841","Florística IFFSC 386 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto verde;","2481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2020-10-14 10:06:37-03","FURB","FURB","26934","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Korte, A.; Kniess, A.","2010","04","14","Brasil","Santa Catarina","José Boiteux","Rio Laeisz.","-49.5886111","-26.9119444","-49.5886111","-26.9119444","FURB43756","FURB43756","Oliveira, AA de","2010","09","14","823","823","Florística IFFSC 688 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto;","2743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2020-10-14 10:06:37-03","FURB","FURB","26942","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","03","13","Brasil","Santa Catarina","Florianópolis","Rua: Servidão Marcelino Antônio Nunes, Bairro Vargem do Bom Jesus.","-48.4197223","-27.4513889","-48.4197223","-27.4513889","FURB43778","FURB43778","Sobral, M","2010","07","10","147","147","Regeneração IFFSC 392 /S/111 Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: arbusto;","2065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2020-10-14 10:06:37-03","FURB","FURB","26949","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","03","Brasil","Santa Catarina","Laguna","Laranjeiras.","-48.87","-28.44","-48.8700000","-28.4400000","FURB43783","FURB43783","Oliveira, AA de","2010","09","15","246","246","Florística IFFSC 81 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; Fruto preto;","4605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-10-14 10:06:37-03","FURB","FURB","26964","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Korte, A.; Kniess, A.","2010","06","10","Brasil","Santa Catarina","Itaiópolis","Rio do Bispo.","-49.8605556","-26.6402777","-49.8605556","-26.6402777","FURB43781","FURB43781","Oliveira, AA de","2010","09","15","601","601","Florística IFFSC 853 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto com fruto;","3686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-10-14 10:06:37-03","FURB","FURB","26977","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Korte, A.; Kniess, A.","2010","02","18","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1305556","-27.0002778","-50.1305556","-27.0002778","FURB43760","FURB43760",NA,NA,NA,NA,"802","802","Florística IFFSC 625 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta;","1774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-10-14 10:06:37-03","FURB","FURB","27011","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Korte, A.; Kniess, A.","2010","01","28","Brasil","Santa Catarina","Taió","Barragem Oeste.","-50.0380555","-27.0922222","-50.0380555","-27.0922222","FURB43772","FURB43772","Oliveira, AA de","2010","09","15","400","400","Florística IFFSC 568 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor branca","1557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-10-14 10:06:37-03","FURB","FURB","27013","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Verdi, M.; Souza, N.L. de & Klemz, G.","2010","03","15","Brasil","Santa Catarina","Orleans","Brusque do Sul.","-49.4119444","-28.2597222","-49.4119444","-28.2597222","FURB43782","FURB43782","Oliveira, AA de","2010","09","14","309","309","Florística IFFSC 118 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto;","3992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2019-11-08 08:56:27-03","FURB","FURB","3090","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Hein, C.","1996","01","24","Brasil","Santa Catarina","Blumenau","Salto Weissbach.","-49.1275","-26.8925","-49.1275000","-26.8925000","FURB43769","FURB43769","Vignoli-Silva, M","2009","03",NA,"32","32","Parcela 50.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2020-10-14 10:06:37-03","FURB","FURB","32537","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Verdi, M.; Martins, E.M. & Veiga, O.N.","2010","08","25","Brasil","Paraná","Morretes","Trilha Noroeste / Parque Estadual Pico Marumbi.","-48.9147222","-25.445","-48.9147222","-25.4450000","FURB43776","FURB43776","Gasper, AL de","2010","11","25","854","854",NA,"5521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-11-08 08:56:27-03","FURB","FURB","32558","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Verdi, M.; Caglioni, E. & Martins, E.M.","2010","08","13","Brasil","Santa Catarina","Ituporanga","Rio do Norte.","-49.5016667","-27.36","-49.5016667","-27.3600000","FURB43779","FURB43779","Verdi, M","2010","11","24","708","708",NA,"5291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-10-14 10:06:37-03","FURB","FURB","34042","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Korte, A.; Rigon-Junior, M.J.","2011","02","04","Brasil","Santa Catarina","Massaranduba","Serra do Jacu.","-49.0505556","-26.5502778","-49.0505556","-26.5502778","FURB43777","FURB43777","Korte, A","2011","03","09","617","617","Florística IFFSC 909 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbusto;","5907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2020-10-14 10:06:37-03","FURB","FURB","34948","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Stival-Santos, A.; Silveira, S. & Meyer, D.","2010","07","06","Brasil","Santa Catarina","Biguaçu","Sorocaba do Sul.","-48.78","-27.36","-48.7800000","-27.3600000","FURB43759","FURB43759","Oliveira, AA de","2010",NA,NA,"442","442","Voucher estéril IFFSC 429 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto;","3322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2019-11-08 08:56:27-03","FURB","FURB","37241","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Klemz, G.; Doerner, W.","2012","01","18","Brasil","Santa Catarina","Pomerode","Vale do Selke.","-49.1269445","-26.8208334","-49.1269445","-26.8208334","FURB43757","FURB43757","Klemz, G","2012","01","18","342","342",NA,"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2020-10-14 10:06:37-03","FURB","FURB","40492","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Funez, L.A.","2013","02","25","Brasil","Santa Catarina","Blumenau","Parque Ecológico Spitzkopf.","-49.1147222","-27.0219445","-49.1147222","-27.0219445","FURB43761","FURB43761","Funez, L.A.","2013","02","25","423","423",NA,"1757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-10-14 10:06:37-03","FURB","FURB","411","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Sevegnani, L.","1992","09","23","Brasil","Rio Grande do Sul","Maquiné","Estação Experimental Fitotécnica de Osório.","-50.2133333","-29.6616667","-50.2133333","-29.6616667","FURB43770","FURB43770","Vignoli-Silva, M","2009","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2020-10-14 10:06:37-03","FURB","FURB","41176","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Funez, L.A.; Kemmelmeier, K. & Zermiani, A.E.","2013","04","20","Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória.","-48.7019444","-26.2463889","-48.7019444","-26.2463889","FURB43765","FURB43765","Funez, L.A.","2013","04","20","28","28",NA,"2102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2020-10-14 10:06:37-03","FURB","FURB","46943","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Cordeiro, J.; Barboza, E. & Brotto, M.L.","2014","08","12","Brasil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, parte baixa da trilha.","-48.8947222","-25.9266667","-48.8947222","-25.9266667","FURB43758","FURB43758","Barboza, E","2014","08","21","300","300","Florística Entorno IFFSC 946 Habitat: Floresta Ombrófila Densa Submontana;arbusto Habito: verde","5196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2020-10-14 10:06:37-03","FURB","FURB","48482","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Schwirkowski, P.","2015","03","21","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3030556","-26.3388889","-49.3030556","-26.3388889","FURB48482","FURB48482","Stehmann, JR","2016","04","20","575","575",NA,"1109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2020-10-14 10:06:37-03","FURB","FURB","48517","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Schwirkowski, P.","2015","05","16","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3836111","-26.2755556","-49.3836111","-26.2755556","FURB48517","FURB48517","Stehmann, JR","2016","04","20",NA,NA,NA,"1144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2020-10-14 10:06:37-03","FURB","FURB","48752","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Oliveira, A.A. de","2015","10","05","Brasil","Santa Catarina","Abelardo Luz","Reserva Indígena.","-52.1088889","-26.5502778","-52.1088889","-26.5502778","FURB48752","FURB48752","Oliveira, AA de","2015","10","05","1102","1102",NA,"2599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2020-10-14 10:06:37-03","FURB","FURB","52545","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","2016","10","07","Brasil","Santa Catarina","São Joaquim","São Franscisco.","-50.04","-28.44","-50.0400000","-28.4400000","FURB52545","FURB52545","Farias, D.M.","2017","02","06","1164","1164","flores amarelo-esverdeado Habitat: área de regeneração inicial Habito: arbusto","719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2019-11-08 08:56:27-03","FURB","FURB","54900","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","09","12","Brasil","Santa Catarina","Alfredo Wagner",NA,"-49.2291667","-27.7211111","-49.2291667","-27.7211111","FURB54900","FURB54900","Farias, D.M.","2017","09","25","803","803","flor amarela Habitat: interior da U.A. Habito: arbusto","1015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-11-08 08:56:30-03","FURB","FURB","55938","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","10","04","Brasil","Santa Catarina","Orleans",NA,"-49.3191667","-28.3480555","-49.3191667","-28.3480555","FURB55938","FURB55938","Farias, D.M.","2017","11","24","206","206",NA,"1131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-10-14 10:06:37-03","FURB","FURB","58613","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2018","02","14","Brasil","Santa Catarina","José Boiteux",NA,"-49.5880555","-26.9116667","-49.5880555","-26.9116667","FURB58613","FURB58613","Farias, D.M.","2018","04","17",NA,NA,"fruto imaturo Habitat: interior da unidade amostral Habito: arbusto","2035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2019-11-08 08:56:30-03","FURB","FURB","59606","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","06","28","Brasil","Santa Catarina","Orleans",NA,"-49.3191667","-28.2608333","-49.3191667","-28.2608333","FURB59606","FURB59606","Farias, D.M.","2018","07","18",NA,NA,"flor amarela Habitat: borda do fragmento florestal Habito: arbusto","2976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-10-14 10:06:37-03","FURB","FURB","60638","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","09","28","Brasil","Santa Catarina","Camboriú",NA,"-48.7805556","-27.09","-48.7805556","-27.0900000","FURB60638","FURB60638","Kassner-Filho, A.","2018","09","28","341","341",NA,"3541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-10-14 10:06:37-03","FURB","FURB","6115","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Stival-Santos, A.","2007","06","05","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223","-49.0791667","-26.9222223","FURB43768","FURB43768","Oliveira, AA de","2010","04","12","87","87",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-12-09 14:47:26-03","FURB","FURB","61748","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Oliveira, A.A. de","2016","10","18","Brasil","Paraná","Palmeira",NA,"-50.22","-25.56","-50.2200000","-25.5600000","FURB61748","FURB61748","Cordeiro, J","2017","10","24",NA,NA,"Arbusto 2,2m; frutos verde claros, imaturos; pouco exsudato aquoso incolor líquido, com odor","3681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-10-14 10:06:37-03","FURB","FURB","63364","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Caxambu, M. G.","2018","09","14","Brasil","Paraná","Reserva do Iguaçu","Estação Ecológica Municipal Corredor das Águas.","-51.8375","-25.9511111","-51.8375000","-25.9511111","FURB63364","FURB63364","Caxambu, M. G.","2019","01","25","795","795","Arbusto semi-ciófilo, ca. 1,2m; flores com cálice alvacento e corola alva Habitat: Relevo: ondulado; floresta ombrófila mista montana Habito: Arbusto","8534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-10-14 10:06:37-03","FURB","FURB","63365","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Caxambu, M. G.","2018","09","13","Brasil","Paraná","Reserva do Iguaçu","Estação ecológica municipal Francisco Paschoeto.","-51.8538889","-25.9225","-51.8538889","-25.9225000","FURB63365","FURB63365","Caxambu, M. G.","2019","01","25","1117","1117","Arbusto ca. 2m, semi-ciófilo; flores amarelas Habitat: Relevo: ondulado; floresta ombrófila mista montana Habito: Arbusto","8496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-10-14 10:06:37-03","FURB","FURB","64669","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Kassner-Filho, A.; Santos, D; Uller, H.F.;Schneiders, A.","2019","08","12","Brasil","Santa Catarina","Canoinhas",NA,"-50.4911111","-26.1905555","-50.4911111","-26.1905555","FURB64669","FURB64669","Kassner-Filho, A.","2019","08","12","820","820","Flor creme Habitat: Borda de framento Florestal;Estágio de regeneração médio/árvores espaçadas;Floresta Ombrófila Mista Habito: Arbusto","5304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-10-14 10:06:37-03","FURB","FURB","64677","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Kassner-Filho, A.; Santos, D; Uller, H.F.;Schneiders, A.","2019","08","14","Brasil","Santa Catarina","Canoinhas","Cedup.","-50.4","-26.1016667","-50.4000000","-26.1016667","FURB64677","FURB64677","Kassner-Filho, A.","2019","08","14","835","835","Flor creme Habitat: Interior de unidade amostral;Estágio de regeneração médio/avançado;Floresta Ombrófila Mista Habito: Arbusto","5322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-10-14 10:06:37-03","FURB","FURB","6494","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Verdi, M.; Stival-Santos, A.","2007","01","15","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223","-49.0791667","-26.9222223","FURB03547","FURB03547","Stehmann, JR","2009","07","15","87","87",NA,"712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-10-14 10:06:37-03","FURB","FURB","47689","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Engels, M.E.","2013","09","22","Brasil","Paraná","Carambeí",NA,"-50.0971984863281","-24.9178009033203",NA,NA,"FURB47689","FURB47689","David, F","2015","01",NA,NA,NA,NA,"1632","26641","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-10-14 10:06:37-03","FURB","FURB","62179","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Medeiros, A.","2017","09","03","Brasil","Santa Catarina","Balneário Camboriú","Quilombola.","-48.6347007751465","-26.9906005859375",NA,NA,"FURB62179","FURB62179","Colares, R.","2018","03","12",NA,NA,"Coleta 674.","674","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-11-08 08:56:27-03","FURB","FURB","12532","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Ribas, O.S.; Cordeiro, J.; Barbosa, E. & Costa, E.F.","2003","02","27","Brasil","Santa Catarina","Garuva","Morro Monte Crista.","-48.8549995422363","-26.0266990661621",NA,NA,"FURB43767","FURB43767","Vignoli-Silva, M","2009","03",NA,NA,NA,NA,"5141","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-10-14 10:06:37-03","FURB","FURB","1601","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Cleber","2003","09","11","Brasil","Santa Catarina","Três Barras","Entrada da Trilha do Bugio.","-50.3222007751465","-26.1063995361328",NA,NA,"FURB43774","FURB43774","Cordeiro, J","2006",NA,NA,NA,NA,"Doado pela Universidade do Contestado/ UnC/ Canoinhas.",NA,"22564","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2021-03-16 17:55:07-03","UCS","HUCS","19496","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Ribas, O.S.","2002","02","06","Brasil","Paraná","Colônia Pereira",NA,NA,NA,NA,NA,NA,NA,"Vignoli-Silva, M.",NA,NA,NA,NA,NA,"Arbusto 2m, margem do rio.; Floresta Atlântica da Serra do Mar","4301",NA,NA,"Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2021-03-16 17:55:07-03","UCS","HUCS","19582","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Ribas, O.S.","2002","02","06","Brasil","Paraná","Colônia Pereira",NA,NA,NA,NA,NA,NA,NA,"Vignoli-Silva, M.",NA,NA,NA,NA,NA,"Arbusto 2m, flor creme.; Floresta Atlântica da Serra do Mar","4301",NA,NA,"Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2021-03-16 17:55:07-03","UCS","HUCS","24639","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Caxambu, M.G.","2004","08","06","Brasil","Paraná","Tuneiras do Oeste","Fazenda Parangatu","-52.8760986328125","-23.8705997467041",NA,NA,NA,NA,"Mentz, L.A.; Soares, E.L.C.; Vignoli-Silva, M.","2006","05","02",NA,NA,"Herbário do Centro Federal de Educação HCF 1300","534","24014","auto","Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2021-03-16 17:55:07-03","UCS","HUCS","37213","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Silva, J.M.","2007","09","14","Brasil","Paraná","Jundiaí do Sul","Mata do Ibiti","-50.247501373291","-23.4367008209229",NA,NA,NA,NA,"Stehmann, J.R.","2009",NA,NA,NA,NA,"Arbusto 1m, flor creme. Floresta Estacional Semidecídua. Herbário MBM","5985","17300","auto","Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2021-03-16 17:55:07-03","UCS","HUCS","11781","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Butzke, A.","1993","09","28","Brasil","Rio Grande do Sul","Erechim","Parque L. Malinowski","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"Mentz, L.A.; Soares, E.L.C.; Vignoli-Silva, M.","2006","05","02",NA,NA,"Interior do mato","s.n.","46790","auto","Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2021-03-16 17:55:07-03","UCS","HUCS","2370","PreservedSpecimen","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Silva, J.M.","1986","08","28","Brasil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Vignoli-Silva, M.","2008",NA,NA,NA,NA,"Arbusto com 1,8m - flor creme.","s.n.","30514","auto","Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2014-10-14 15:57:05-03","BS","M","M-0172056","S","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto",NA,NA,NA,NA,"Brasil",NA,NA,"e Brasilia",NA,NA,NA,NA,"M0172056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"TYPE",NA,NA
"375","2014-10-14 15:57:05-03","BS","M","M-0172055","S","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto",NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia",NA,NA,NA,NA,"M0172055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"TYPE",NA,NA
"376","2019-09-27 18:06:31-03","UFES","VIES","30013","S","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Dias, H.M.; Silva, A.E.; Castro, K.C.; Kunz, S.H. & Bruno, N.","2012","06","11","Brasil","Espírito Santo","Ibitirama","Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"VIES030013","VIES030013","Zorzanelli, J.P.F.","2013","12","18","1280","1280",NA,"692","22282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2019-09-27 18:06:31-03","UFES","VIES","30534","S","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Manhães, V.C.","2012","07","28","Brasil","Espírito Santo","Divino de São Lourenço",NA,"-41.6857986450195","-20.6200008392334",NA,NA,"VIES030534","VIES030534","Zorzanelli, J.P.F.","2014","11","18",NA,NA,NA,"258","16004","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2020-04-27 16:11:47-03","UFES","VIES","30908","S","Plantae","Solanaceae","Cestrum","bracteatum","Cestrum bracteatum","Link & Otto","Zorzanelli, J.P.F.; Zorzanelli, R.F. & Castro, K.C.","2012","09","13","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó.","-41.6671981811523","-20.5414009094238",NA,NA,"VIES030908","VIES030908","Zorzanelli, J.P.F.","2012","09","13","1176","1176",NA,"543","22282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
