"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"497","2019-10-09 11:17:09-03","UFBA","ALCB","028728","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; Silva, M; Tiana; Leila; Bruno; et al.","3878","1996","07","06","Brasil","Bahia","Salvador","-38.35","-12.933333","-38.35","-12.933333",NA,NA,"ALCB028013","ALCB028013","Região Metropolitana Salvador, Dunsa do Abaeté","1996","11",NA,"ca. 3m de altura. Folhs com folíolos membranáceos. Flores vistosas com pétalas amarelas. Fruto imaturo.; Arenoso.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2019-10-09 11:17:09-03","UFBA","ALCB","029928","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Queiroz, LP de","França, F; Melo, E","1059","1994","09","17","Brasil","Bahia","Feira de Santana","-38.966667","-12.266667","-38.966667","-12.266667",NA,NA,"ALCB027999","ALCB027999","Paraguaçu, Estrada do Feijão, 16 Km da cidade. Morro do Capim","1995",NA,NA,"Ramos escandentes. Flor amarela. Fruto maduro verde.; Morro rochoso com mata entre as fendas.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2019-10-09 11:17:09-03","UFBA","ALCB","031600","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; Batista, MA","5322","1997","10","02","Brasil","Bahia",NA,"-39.133333","-16.383333","-39.133333","-16.383333",NA,NA,"ALCB028023","ALCB028023","Trancoso","1997","11",NA,"ca. 3m de altura. Folhas com folíolos discolores. Flores amarelas, vistosas. Frutos imaturos verdes. Ocasional.; Bonita e maravilhosa. Areno-argiloso.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2019-10-09 11:17:09-03","UFBA","ALCB","029752","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; Silva, I da; et al.","4873","1996","11","04","Brasil","Bahia","Alagoinhas","-38.333333","-12.25","-38.333333","-12.25",NA,NA,"ALCB028015","ALCB028015","Litoral Norte, Km 03. UNEB, F.F.P.A","1997","08",NA,"ca. 2m. Folhas membranáceas, tomentosas. Inflorescência com flores amarelo-ouro. Ocasional.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2019-10-09 11:17:09-03","UFBA","ALCB","039891","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Silva, EM da","Harley, RM; Guedes, ML; Smith, S; Hind, DJN; Silva, EM da","PCD&nf;2940","1996","06","22","Brasil","Bahia","Xique-Xique","-42.727222","-10.809444","-42.727222","-10.809444","510","510","ALCB027984","ALCB027984","Irecê",NA,NA,NA,"até 4m de altura. Folhas discolores; face abaxial glauca. Flores de sépalas verdes., glaucas. Pétalas amarelo-alaranjadas. Anteras cremes. Frutos imaturos verdes. Ocasional.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2019-10-09 11:17:09-03","UFBA","ALCB","039892","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Silva, EM da","Atkins, S; Saar, E; Guedes, ML; Stannard, B; Passos Júnior, LA; Harley, RM","PCD5589","1997","02","13","Brasil","Bahia","Mucugê","-41.374444","-13.006667","-41.374444","-13.006667","970","970","ALCB027993","ALCB027993","Chapada Diamantina, Caminho para Abaíra",NA,NA,NA,"ca. 60cm. Folhas com folíolos coriáceos, discolores. Botões e flores amarelos. Ocasional.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2020-08-11 00:16:04-03","UFBA","ALCB","039893","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; Woodgyer, EM; Stannard, B","PCD2584","1996","03","28","Brasil","Bahia","Jacobina","-40.489444","-11.306111","-40.489444","-11.306111","625","625","ALCB027995","ALCB027995 ALCB027995_1","Piemonte da Diamantina","1996","03",NA,"6,00 m. Folhas com folíolos vilosos. Flores de pétalas amarelo-ouro. Ocasional.; Mata seca com muita piaçava. Solo argiloso.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2019-10-09 11:17:09-03","UFBA","ALCB","039894","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Silva, EM da","Atkins, S; Saar, E; Passos Júnior, LA; Santos, TRM dos; Guedes, ML; Stannard, B","PCD5685","1997","02","15","Brasil","Bahia","Mucugê","-41.475278","-12.939722","-41.475278","-12.939722","1040","1040","ALCB027994","ALCB027994","Chapada Diamantina, Caminho para Guiné",NA,NA,NA,"ca. 2,5m. Folhas com folíolos discolores. Flores de cor amarela. Ocasional.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-10-09 11:17:09-03","UFBA","ALCB","042657","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Stradmann, MTS","Stradmann, MTS; Moraes, EPF","0590","1997","11","08","Brasil","Bahia","Salvador","-38.416667","-12.95","-38.416667","-12.95",NA,NA,"ALCB028024","ALCB028024","Região Metropolitana Salvador, Parque Metropolitano de Pituaçu, na margem da lagoa de Pituaçu, próximo ciclovia","1999","06",NA,"Trepadeira escandente. Terrestre. Folhas membran ceas, conc¢lores. Flores vistosas, amarelas. Ocasional.; Mata atlântica secundária em estádio médio a alto de regeneração. Solo argiloso.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2019-10-09 11:17:09-03","UFBA","ALCB","043858","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Longa, CM","Longa, CM","09","1997","04","10","Brasil","Bahia","Salvador","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"ALCB028006","ALCB028006","Região Metropolitana Salvador, Mata dos Oitis, São Marcos","1997","04",NA,"de ca. 6 m. de altura. Folíolos membranáceos, discolores. Inflorescência com flores de pétalas amarelas.; Alguns trechos bastante preservados.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2019-10-09 11:17:09-03","UFBA","ALCB","048893","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby",NA,"Dutra, VdeS; Lage, FF; Pessoa, IV; Bolaños, LDP; Santana, SRN","04","2000","05","29","Brasil","Bahia","Ilhéus","-39.166667","-14.8","-39.166667","-14.8","40","40","ALCB027992","ALCB027992","Litoral Sul, Campus da Universidade Estadual de Santa Cruz (UESC), Km 16 da Rod. Ilhéus/Itabuna (BR-415)",NA,NA,NA,"Folhas compostas, paripenadas, peninérvea. Flores vistosas, amarelo-escuras; dialipétlas, pentâmeras, hermafrodutas. Estames exertos e livres.; Argiloso.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2019-10-09 11:17:09-03","UFBA","ALCB","052727","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; et al.","9654","2001","08","15","Brasil","Bahia","São Sebastião do Passé","-38.4","-12.583333","-38.4","-12.583333",NA,NA,"ALCB027953","ALCB027953","Recôncavo, Área próxima a Caraíba","2002","11",NA,"de ca. 3 m. Folíolos discolores, com a face abaxial vilosa. Inflorescência na porção terminal dos ramos. Flores amarelas.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2019-10-09 11:17:09-03","UFBA","ALCB","057198","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Loureiro, DM; Alves, L. de J.; Guedes, ML","621","2002","05","20","Brasil","Bahia","Simões Filho","-38.445833","-12.774167","-38.445833","-12.774167",NA,NA,"ALCB027952","ALCB027952","Região Metropolitana Salvador, Área do Empreendimento da BELOV, Mapele","2002","06",NA,"de ca. 3 m. Folíolos membranáceos, discolores. Flores amarelo-ouro, bastante ornamental.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-10-09 11:17:09-03","UFBA","ALCB","057216","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; Santana, DL; Loureiro, DM","9455","2002","03","29","Brasil","Bahia","São Desidério","-45.200556","-12.4925","-45.200556","-12.4925",NA,NA,"ALCB027951","ALCB027951 ALCB027951_1","Oeste, Bairro Estivas","2002","05",NA,"2m. Folíolos coriáceos, discolores, face abaxial pubescente. Inflorescência axilar com botões esverdeados e flores com pétalas amarelas. Frequente.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2019-10-09 11:17:09-03","UFBA","ALCB","039895","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Saar, E; Passos Júnior, LA; Guedes, ML; Stannard, B; Atkins, S","PCD5102","1997","02","05","Brasil","Bahia","Rio de Contas","-41.778889","-13.795","-41.778889","-13.795","490","490","ALCB027991","ALCB027991","Chapada Diamantina, Caminho para Lagoa Nova","1997","05",NA,"2,00 m.; Solo argiloso.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2019-10-09 11:17:09-03","UFBA","ALCB","07534","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Grupo Pedra do Cavalo","199","1980","06",NA,"Brasil","Bahia","Cachoeira","-39.083333","-12.533333","-39.083333","-12.533333","120","120","ALCB027969","ALCB027969","Recôncavo Sul, Vale dos Rios Jacuípe e Paraguaçu. Barragem de Bananeiras","1987","11",NA,"Flores amarelas. Androceu excerto marrom em inflorescências vistosas.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2019-10-09 11:17:09-03","UFBA","ALCB","08567","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Azevedo, FP","Guedes, ML","263","1981","06","18","Brasil","Bahia","Canudos","-39.133333","-9.9","-39.133333","-9.9",NA,NA,"ALCB028012","ALCB028012","Nordeste, estação do Raso da Catarina, casa 2","2013","11","07","folhas discolores. Inflorescência com flores amarelas, vistosas.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2019-10-09 11:17:09-03","UFBA","ALCB","08600","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Queiroz, LP de","Guedes, ML","286","1981","06","20","Brasil","Bahia","Paulo Afonso","-38.216667","-9.4","-38.216667","-9.4",NA,NA,"ALCB027973","ALCB027973","Nordeste, Próximo à casa nº 1. Raso da Catarina","1983","03",NA,"ca. 1,80m de altura. Folhas discolor. Flores amarelas.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2019-10-09 11:17:09-03","UFBA","ALCB","123526","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; Velozo, ES; Casaes, M; Araújo, F; Costa, R dos S; Abreu, LS","24526","2016","03","25","Brasil","Bahia","Morro do Chapéu","-41.033333","-12.133333","-41.033333","-12.133333",NA,NA,"ALCB012628","ALCB012628","4 a 8 km de Morro do Chapéu para Utinga.","2016","05",NA,"de ca 4 m de altura. Folíolos vilosos, discolores. Inflorescência com flores de pétalas amarelas.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2019-10-09 11:17:09-03","UFBA","ALCB","10130","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Lewett, JB","Queiroz, LP de","460","1982","12","08","Brasil","Bahia","Paulo Afonso","-38.216667","-9.4","-38.216667","-9.4",NA,NA,"ALCB027970","ALCB027970","Nordeste, Estação Ecológica do Raso da Catarina. Próximo à a Mata das Pororocas","1986","01",NA,"Pequeno. ca. 1m de altura. Ramos acinzentados. Folhas membranáceas, vilosas, discolor. Flores amarelas.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2019-10-09 11:17:09-03","UFBA","ALCB","107410","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby",NA,"Souza, VC; Souza, JP; Romão, GO","26523","2001","07","20","Brasil","Bahia","Iaçu","-40.083333","-12.8","-40.083333","-12.8","300","300","ALCB027962","ALCB027962","Paraguaçu, estrada Iaçu/Milagres. Fazenda Santo Antonio",NA,NA,NA,"ca. 1,4 m alt. Flores amarelas.; aberta, utilizada como pasto, com afloramento rochoso, lagoa adjacente. Campo arenoso.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2019-10-09 11:17:09-03","UFBA","ALCB","107879","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; Mattos Andrade, PE de; Alunos de Botânica III","20587","2013","03","10","Brasil","Bahia","Morro do Chapéu","-41.186667","-11.448333","-41.186667","-11.448333","1075","1075","ALCB028009","ALCB028009","Piemonte da Diamantina, Caminho para Barra II (Barra dos Negros)","2013","03",NA,"de ca 3 m de altura. Folhas com folíolos cartáceos, discolores. Inflorescência com flores amarelo-ouro.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2019-10-09 11:17:09-03","UFBA","ALCB","109857","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby",NA,"Guedes, ML; Alunos de Botânica III","20816","2013","08","27","Brasil","Bahia","Mucugê","-41.366667","-13","-41.366667","-13",NA,NA,NA,NA,"Chapada Diamantina, Caminho de Mucugê para Guiné.",NA,NA,NA,". Folhas pinadas, folíolos discolores, pubescente. Frutos imaturos verdes.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","2019-10-09 11:17:09-03","UFBA","ALCB","109899","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; Alunos de Botânica III","20857","2013","07","27","Brasil","Bahia","Mucugê","-41.366667","-13","-41.366667","-13",NA,NA,"ALCB028010","ALCB028010","Mucugê caminho para Igatu.","2013","08",NA,"Folhas pinadas, pinas com a face abaxial pubescente. Frutos imaturos.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","2021-02-08 21:32:23-03","UFBA","ALCB","119188","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; et al.","s/n","2014",NA,NA,"Brasil","Bahia","Mucugê","-41.316667","-12.983333","-41.316667","-12.983333",NA,NA,"ALCB008528","ALCB008528","Chapada Diamantina","2015","04",NA,"Folhas com folíolos discolores, face abaxial vilosa. Fruto imaturo.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","2019-10-09 11:17:09-03","UFBA","ALCB","121031","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","23505","2015","06","12","Brasil","Bahia","Ipupiara","-42.471389","-11.835556","-42.471389","-11.835556","863","863","ALCB000723","ALCB000723","Caminho para o Rio Verde.","2015","06",NA,"Folhas com folíolos cartáceos, discolores, face abaxial pubescente. Inflorescência com flores amarelas e frutos imaturos verdes.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","2019-10-09 11:17:09-03","UFBA","ALCB","123340","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","24350","2016","03","12","Brasil","Bahia","Wagner","-41.266667","-12.466667","-41.266667","-12.466667","600","600","ALCB010572",NA,"Ponto 7. margem do Rio Bonito.","2016","04",NA,"Folhas com folíolos discolores, face abaxial tomentosa. Inflorescência com flores com sépalas verde-amareladas, pétalas amarelas.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","2019-10-09 11:17:09-03","UFBA","ALCB","120651","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Ramos, G","Ramos, G; Turma de Sistemática de Espermatófitas","110","2015","05","30","Brasil","Bahia","Morro do Chapéu","-11.256389","-11.438889","-11.256389","-11.438889",NA,NA,"ALCB027955","ALCB027955","Mata ao longo da Trilha da Guariba.","2015","06",NA,"1,5 m. Corola amarela. Anteras amarelas. Cálice verdes. Folíolos discolores.; Mata","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","2019-10-09 11:17:09-03","UFBA","ALCB","133330","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Guedes, ML; Alunos de Botânica Econômica","30560","2018","06","28","Brasil","Bahia","Araci","-38.955","-11.334722","-38.955","-11.334722","257","257","ALCB052984","ALCB052984","Fazenda Mulungu, margem de uma Lagoa.","2018","09",NA,"ramos jovens pubérulos. Folhas com folíolos cartáceos, pubescentes. Inflorescência panícula de racemos, cálice verde-amarelado e pétalas amarelo-ouro.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","2019-10-09 11:17:09-03","UFBA","ALCB","15661","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Assis, JS de","399","1984","07","03","Brasil","Rio Grande do Norte","Coronel João Pessoa","-38.4","-6.283333","-38.4","-6.283333","740","740","ALCB027971","ALCB027971","Serra de São José",NA,NA,NA,"4-5m de altura. Fanerófita. Caule com caneluras. Flores amarelas. Frequência mediana.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","2019-10-09 11:17:09-03","UFBA","ALCB","16372","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Noblick, LR","Noblick, LR","2660","1983","05","18","Brasil","Bahia","Feira de Santana","-38.966667","-12.25","-38.966667","-12.25",NA,NA,"ALCB027972","ALCB027972","Paraguaçu, Campus da UEFS","1985",NA,NA,"1,20m de altura. Folhas pilosas na face inferior. Flores vistosas de cálice verde. Corolas e anteras amarelas. Comum.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","2019-10-09 11:17:09-03","UFBA","ALCB","19192","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby",NA,"Noblick, LR","3897","1985","06","16","Brasil","Bahia","Miguel Calmon","-40.6","-11.416667","-40.6","-11.416667",NA,NA,"ALCB027980","ALCB027980","Piemonte da Diamantina, Arredores da cidade.",NA,NA,NA,"1,5m de altura. Corola amarelas. Frutos vagens verdes, redondados em corte. Comum na caatinga.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","2019-10-09 11:17:09-03","UFBA","ALCB","20088","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby",NA,"Mattos Silva, LA; Hage, JL; Santos, EB dos","2330","1988","04","05","Brasil","Bahia","Poções","-40.35","-14.516667","-40.35","-14.516667","800","800","ALCB027981","ALCB027981","Sudoeste, Fazenda Boa Esperança. Rodovia BR-116 (Rio/Bahia), 9 Km ao Sul de Poções. Ramal com entrada em frente ao Posto Atalaia-2",NA,NA,NA,"1,6 de altura. Sépalas esverdeadas. Pétalas e anteras amarelo-ouro. Frutos imaturos, pilosos, de cor verde-escuro brilhante. Folhas pilosas. Frequente.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","2020-06-26 00:40:53-03","UFBA","ALCB","20919","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Bohrer, CBA de","18","1984","03","30","Brasil","Bahia","Caetité","-42.55","-14.016667","-42.55","-14.016667","1000","1000","ALCB027982","ALCB027982","Serra Geral, Estrada Caetité-Igaporã",NA,NA,NA,"1,5m de altura. Diâmetro à altura do peito 3cm. Fanerófita. Flor amarela. Abundante.; Arenoso. Plano-ondulado.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2019-10-09 11:17:09-03","UFBA","ALCB","46842","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Cavalcanti, G; Jesus, NG de; Guedes, ML; Fonseca, MR; et al.","58","2000","03","27","Brasil","Bahia","Juazeiro","-40.6775","-9.744444","-40.6775","-9.744444",NA,NA,"ALCB028001","ALCB028001 ALCB028001_1","Baixo Médio São Francisco, Serra do Mulato","2000","05",NA,"2,5m. Ramos pubescentes. Folíolos cartáceos, discolores, pubescentes. Inflorescência em panícula de cacho. Flores com cálice verde, pétalas amarelo-ouro. Estames com filetes curtos. Anteras amarronzados. Frutos imaturos verdes.; Litól","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2019-10-09 11:17:09-03","UFBA","ALCB","47658","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Cardoso, D","Harley, RM; Oliveira, RP de; Silva, TS","53876","2000","04","05","Brasil","Bahia","Formosa do Rio Preto","-45.5625","-11.109167","-45.5625","-11.109167","601","601","ALCB027985","ALCB027985","Oeste, 48 Km da cidade a 12 Km da cancela dentro da Fazenda Estrondo","2007","07",NA,"ou Arvoreta. até 3m. Folíolos coriáceos, discolores; verde-acinzentado na face inferior. Floes com sépalas verde-amareladas. Petalas amarelo-escuro.; Arenoso. Área bem preservada de cerrado, com campo brejoso de uma vereda de buriti (","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","2019-10-09 11:17:09-03","UFBA","ALCB","47735","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Cardoso, D","Silva, TRS; Oliveira, RP de; Harley, RM; Rios, L","33","2000","04","02","Brasil","Bahia","Formosa do Rio Preto","-45.249722","-11.018611","-45.249722","-11.018611","564","564","ALCB027998","ALCB027998","Oeste, Estrada para Arroz de Cima","2007","08",NA,"até ca. 8m. Tronco liso. Pétalas a,arelas. Sépalas verdes. Estames amarelos. Estilete verde.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","2019-10-09 11:17:09-03","UFBA","ALCB","50438","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Carvalho, G; Guedes, ML; Santana, DL; Loureiro, DM","30","2001","03","27","Brasil","Bahia","São Sebastião do Passé","-38.383333","-12.55","-38.383333","-12.55",NA,NA,"ALCB028020","ALCB028020","Recôncavo, Fazenda Panema,","2001","03",NA,"Folíolos membranáceos,discolores, tomentosas, face abaxial esbranquiçada. Flores com séplas amarelo-esverdeadas, pétalas e estames amarelos.; estádio médio de regeneração. Substrato areno-argiloso.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","2019-10-09 11:17:09-03","UFBA","ALCB","50478","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Santana, DL; Loureiro, DM; Carvalho, G; Guedes, ML","158","2001","03","27","Brasil","Bahia","São Sebastião do Passé","-38.375556","-12.519167","-38.375556","-12.519167",NA,NA,NA,NA,"Recôncavo, Fazenda Maju, margem do rio Pedra d' gua","2001","03",NA,"2,0m. Folíolos cartáceos discolores. Flores com pétalas amarelas.; Área antropizada. Substrato areno-argiloso.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","2019-10-09 11:17:09-03","UFBA","ALCB","50478","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Santana, DL; Loureiro, DM; Carvalho, G; Guedes, ML","158","2001","03","27","Brasil","Bahia","São Sebastião do Passé","-38.366667","-12.516667","-38.366667","-12.516667",NA,NA,"ALCB027989","ALCB027989","Recôncavo, Fazenda Maju, margem do rio Pedra d'água","2001","03",NA,"2,0m. Folíolos cartáceos discolores. Flores com pétalas amarelas.; Área antropizada. Substrato areno-argiloso.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","2019-10-09 11:17:09-03","UFBA","ALCB","52410","PreservedSpecimen","Plantae","Fabaceae","Senna","macranthera","Senna macranthera","(Collad.) H.S.Irwin & Barneby","Guedes, ML","Santana, DL; Guedes, ML; Loureiro, DM; Alves, L. de J.","195","2001","04","30","Brasil","Bahia","Andaraí","-41.246667","-12.905833","-41.246667","-12.905833",NA,NA,NA,NA,"Chapada Diamantina, Assentamento Mocamdo,  rea de reserva","2001","05",NA,"4,0m. Folíolos cartáceos, discolores, vilosos. Flores vistosas amarelo-ouro.","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
