"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","dayIdentified","recordNumber","day","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","geoFlag","barcode","imagecode","continentOcean","typeStatus","class"
"44","2019-11-13 11:17:17-03","USP","SPF","77951","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers, P.J.Braun & Esteves","Taylor, NP",NA,NA,"Souza, VC","1992","10","Brasil","Minas Gerais",NA,"Estrada entre Lavras e São João Del Rey, a 56 Km de São João Del Rey.",NA,NA,NA,NA,NA,NA,"2105","13",NA,NA,NA,NA,NA,"SPF00077951",NA,NA,NA,NA
"45","2019-11-13 11:17:17-03","USP","SPF","80806","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers, P.J.Braun & Esteves","Anônimo",NA,NA,"Harley, RM","1998","11","Brasil","Minas Gerais","Tiradentes","Serra de São José","-44.183333","-21.133333","850","850",NA,NA,"25524","11","-44.183333","-21.133333",NA,NA,NA,"SPF00080806",NA,NA,NA,NA
"46","2019-11-13 11:17:17-03","USP","SPF","80818","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers, P.J.Braun & Esteves","Taylor, NP","1993","11","Harley, RM","1988","10","Brasil","Minas Gerais","Santana do Riacho",NA,"-43.6","-19.3","800","800",NA,"30","25430","28","-43.6","-19.3",NA,NA,NA,"SPF00080818",NA,NA,NA,NA
"47","2019-11-13 11:17:17-03","USP","SPF","80969","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers, P.J.Braun & Esteves","Anônimo",NA,NA,"Zappi, DC","1987","07","Brasil","Minas Gerais","Tiradentes","Serra de São José","-44.2","-21.116667","1000","1000",NA,NA,"CFCR11311","25","-44.2","-21.116667",NA,NA,NA,"SPF00080969",NA,NA,NA,NA
"48","2019-11-13 11:17:17-03","USP","SPF","178021","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus","magnus","Arthrocereus melanurus magnus","N.P.Taylor & Zappi","Anônimo",NA,NA,"Forzza, RC","2004","03","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.893611","-21.684444","1650","1650",NA,NA,"3201","11","-43.893611","-21.684444",NA,NA,NA,"SPF00178021",NA,NA,NA,NA
"49","2021-03-15 18:26:23-03","USP","SPF","209890","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus","odorus","Arthrocereus melanurus odorus","(F.Ritter) N.P.Taylor & Zappi","Zappi, DC; Taylor, NP","2009","07","Zappi, DC","2009","07","Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Rio das Pedras, Faz. do Sr. Luiz.","-43.776079","-18.991437",NA,NA,"Planta ramificada na base e nos ramos decumbentes, espinhos dourados, estéril.; Mata de monjolo sobre solo arenoso, com Caryocar brasiliensis e Hymenaea.",NA,"2276","30","-43.776079","-18.991437",NA,NA,NA,"SPF00209890",NA,NA,NA,NA
"50","2019-11-13 11:17:17-03","USP","SPF","65744","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus","odorus","Arthrocereus melanurus odorus","(F.Ritter) N.P.Taylor & Zappi","Taylor, NP","1993","11","Zappi, DC","1987","07","Brasil","Minas Gerais",NA,"Rodovia Belo Horizonte - Conceição do Mato Dentro.",NA,NA,NA,NA,NA,"29","CFSC10419","13",NA,NA,NA,NA,NA,"SPF00065744",NA,NA,NA,NA
"51","2019-11-13 11:17:17-03","USP","SPF","63519","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers, P.J.Braun & Esteves","Taylor, NP","1993","11","Krieger, L","1969","10","Brasil","Minas Gerais","Juiz de Fora",NA,NA,NA,NA,NA,NA,"30","7527",NA,"-43.3502998352051","-21.7642002105713","36144",NA,"auto","SPF00063519",NA,NA,NA,NA
"52","2021-03-15 18:26:23-03","USP","SPF","72099","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus","magnus","Arthrocereus melanurus magnus","N.P.Taylor & Zappi","Taylor, NP","1993","11","Zappi, DC; et al.","1991","07","Brasil","Minas Gerais","Lima Duarte","Parque Estadual Florestal do Ibitipoca.",NA,NA,"1500","1500","Plantas 2-3(4) m alt., eretas, não ramificadas, cladodios 3,5-4,5 (8,0) cm diâm. Fruto verde, 4,5 x 5,0 cm, com aréolas pilosas.","30","262","27","-43.793098449707","-21.8425006866455","30417",NA,"auto","SPF00072099",NA,NA,"holotype",NA
"53","2019-11-13 11:17:17-03","USP","SPF","66852","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus","odorus","Arthrocereus melanurus odorus","(F.Ritter) N.P.Taylor & Zappi","Taylor, NP","1993","11","Zappi, DC","1989","11","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó",NA,NA,NA,NA,NA,"29","193","20","-43.7144012451172","-19.1688995361328","26557",NA,"auto","SPF00066852",NA,NA,NA,NA
"54","2019-11-13 11:17:17-03","USP","SPF","150748","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers, P.J.Braun & Esteves","Rizzini, CT","1983","07","Krieger, L","1969","10","Brasil","Minas Gerais","São João Del Rei",NA,NA,NA,NA,NA,NA,"08","7379",NA,"-44.2616996765137","-21.1355991363525","39093",NA,"auto","SPF00150748",NA,NA,NA,NA
"55","2019-11-13 11:17:17-03","USP","SPF","46857","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers, P.J.Braun & Esteves","Anônimo",NA,NA,"Zappi, DC","1987","02","Brasil","Minas Gerais","Tiradentes",NA,NA,NA,NA,NA,NA,NA,"CFCR10338","24","-44.1781005859375","-21.1103000640869","10355",NA,"auto","SPF00046857",NA,NA,NA,NA
"56","2020-02-20 13:52:44-03","UEFS","HUEFS","253465","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diels",NA,NA,NA,"Souza, F.S.","2007","12","Brasil","Minas Gerais","Rio Preto","R.P.P.N. São Lourenço do Funil.","43W57'4''","18S36'2''","1139","1139",NA,NA,"322","08","-43.951111","-18.600556",NA,NA,NA,"HUEFS0253465","HUEFS0253465",NA,NA,"Caryophyllanae"
"57","2019-07-16 10:35:59-03","UFSJ","HUFSJ","9326","S","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers et al.","Gonzaga, D","2017","10","Silva, IA","2017","10","Brasil","Minas Gerais","Santa Cruz de Minas","Serra de São José","-44.339944","-21.189564","110","110","Erva 0,3 m de altura, flor branca",NA,"2","15","-44.339944","-21.189564",NA,NA,NA,"HUFSJ009326",NA,NA,NA,NA
"58","2019-02-27 14:01:52-03","UFSJ","HUFSJ","9349","S","Plantae",NA,NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers et al.","Gonzaga, D","2017",NA,"Costa, MTR; Carvalho, SN","2017","10","Brasil","Minas Gerais","Santa Cruz de Minas","Serra de São José",NA,NA,NA,NA,"Erva 0,4 m de altura, flores brancas.",NA,"1265",NA,"-44.2233009338379","-21.1196994781494","2410",NA,"auto","HUFSJ009349",NA,NA,NA,NA
"59","2019-11-13 16:04:34-03","UNISANTA","HUSC","11508","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers et al.","Gonzaga, D.","2016","11","P.S.P.Sampaio","2016","11","Brasil","Minas Gerais","São Thomé das Letras","Parque Municipal Antonio Rosa.","-44.982678","-21.724942","1400","1400","Erva rupicola, 15cm de altura, flores abertas às 07:00hs com tépalas sepalóides cinza-esverdeada e tépalas petalóides brancas; frutos verdes imaturos.; Campo rupestre.",NA,"1598","12","-44.982678","-21.724942",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-13 16:04:34-03","UNISANTA","HUSC","10554","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers et al.","Sampaio, P.S.P.","2015","07","Sampaio, P.S.P.","2015","07","Brasil","Minas Gerais","São Thomé das Letras","Trilha no topo da Serra do Areado, Canta Galo.","-44.956528","-21.733467","1200","1200","Erva terrestre com 10cm, estéril.; Campo Rupestre.",NA,"1112","20","-44.956528","-21.733467",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-21 15:08:14-03","UNISANTA","HUSC","12348","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers et al.","D.R.Gonzaga","2018","10","P.S.P.Sampaio","2018","09","Brasil","Minas Gerais","São Thomé das Letras","Parque Municipal Antonio Rosa","-44.981933","-21.721253","1380","1380","Erva com cladódois alcançando os 30 cm de altura porém ocorrendo tb cladódios apoiados na rocha; flores com segmentos petalóides brancos.; campo rupestre",NA,"1770","25","-44.981933","-21.721253",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-13 16:04:34-03","UNISANTA","HUSC","10988","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Arthrocereus","melanurus",NA,"Arthrocereus melanurus","(K.Schum.) Diers et al.","Sampaio, P.S.P.","2015","10","Sampaio, P.S.P.","2015","10","Brasil","Minas Gerais","São Thomé das Letras","Parque Municipal Antonio Rosa.",NA,NA,NA,NA,"Rupícola, botões florais castanhos.; Campo rupestre.",NA,"1257","13","-44.9852981567383","-21.7222003936768","16076",NA,"auto",NA,NA,NA,NA,NA
"63","2019-11-01 14:55:53-03","UnB","UB","118973","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Arthrocereus","melanurus","magnus","Arthrocereus melanurus magnus","N.P. Taylor & Zappi",NA,NA,NA,"Splett, S","1994","09","Brasil","Minas Gerais",NA,"Estrada Lima Duarte",NA,NA,NA,NA,NA,NA,"616","21",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"64","2017-09-11 17:09:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cactaceae","Cereus","melanurus",NA,"Cereus melanurus","K.Schum.",NA,NA,NA,"?",NA,NA,"Brazil",NA,NA,"Habitat in Brasilia austro-orientali probabiliter in provincia Minas Gerais.",NA,NA,NA,NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,"P04P2N0039","Southern America",NA,NA
"65","2017-09-11 17:09:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cactaceae","Cereus","melanurus",NA,"Cereus melanurus","K.Schum.",NA,NA,NA,"Glaziou, AFM",NA,NA,"Brazil","Minas Gerais","São João del Rei","In Serra de S. João d'El Rey.",NA,NA,NA,NA,"Floret Decembri.",NA,"s.n.",NA,"-44.2617","-21.1356","39093",NA,"auto",NA,"P04P2N0039","Southern America",NA,NA
