"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","individualCount","relatedCatalogItem"
"53","2020-12-21 16:30:42-03","MBM","MBM","408326","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Takahasi, A.; Romera, E.C.; Romera, E.C.","215","1996","01","27","Southern America","Brazil","São Paulo","Ubatuba","Picinguaba, trilha do Corisco","-45.0699996948242","-23.4300003051758",NA,"Árvore cerca de 4 m, botões esverdeados, flores amarelo-ouro.; Mata de encosta, às margens do Rio da Fazenda.","MBM408326","MBM408326","Brotto, M.L.","2017","03","09","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-11 11:36:59-03","UFMG","BHCB","150383","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Polisel, RT; Ivanauskas, NM; Esteves, R; Souza, D","773","2008","09","04","Southern America","Brasil","São Paulo","Bananal","Estacão Ecológica de Bananal, Na área do estudo fitossociológico em Floresta Ombrófila Mista (SAD 69, zONA 23k)","-44.3199996948242","-22.6800003051758",NA,"Árvore de 5m, flores brancas. Número 4197 da fitossociologia.","BHCB003226",NA,NA,"2008","11",NA,"26795","auto",NA,NA,"1115","1115",NA,NA,NA,NA
"55","2020-06-15 15:30:49-03","UNESP-RC","HRCB","60779","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Bernacci, L.C.","5","1994","11","04",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,"Arvoreta ca. 3-4 m de altura, flores de pétalas creme, anteras amarelo-esverdeado.",NA,NA,"Moraes, P.","2013","08","22","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-06-15 15:30:49-03","UNESP-RC","HRCB","60851","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Bertoni, J.E.A.","623","2001","10","24",NA,"Brasil","São Paulo","Campinas","Fazenda Santa Elisa, Quadra das Macieiras L7 - P11.","-47.060001373291","-22.8999996185303",NA,"Árvore de 6 a 7m, lenho com cheiro agradável, flores cor creme. Frutos grandes.",NA,NA,"Moraes, P.","2013","08",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-06-15 15:30:49-03","UNESP-RC","HRCB","60852","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Bertoni, J.E.A.","287","2000","11","17",NA,"Brasil","São Paulo","Campinas","Fazenda Santa Elisa, Quadra do Café L7 - P13.","-47.060001373291","-22.8999996185303",NA,"Árvore + ou - 7m de alt; com flores amarelas-creme; frutos grandes.",NA,NA,"Moraes, P.","2013","08",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-06-15 15:30:49-03","UNESP-RC","HRCB","60849","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Torres, R.B.","s.n.","1991","10","06",NA,"Brasil","São Paulo","Campinas","Fazenda Santa Elisa, Quadra do Café L7 - P13.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Moraes, P.","2013","08","22","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-06-15 15:30:49-03","UNESP-RC","HRCB","56094","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Moraes, P.L.R.","3156","2011","09","03",NA,"Brasil","São Paulo","São Miguel Arcanjo","Estrada de serviço.","-47.9900016784668","-23.8700008392334",NA,"Arvoreta 2 m, estéril, subosque",NA,NA,"Moraes, P.","2011","09","02","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","2546805","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","A. F. M. Glaziou","12117","1880","1","9","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Rio de Janeiro, Corcovado (peak).",NA,NA,NA,NA,"US00099458","US00099458_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Isotype","1",NA
"61","2019-12-09 17:30:05-03","UFPR","EFC","16275","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Brotto, M.L.","2383","2017","01","18",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.6694","-24.8469",NA,"Árvore com 15 m de altura; flores castanhas.Floresta Ombrófila Densa Montana","EFC016275",NA,"Brotto, M.L.","2017","01","19",NA,NA,"-48.6694","-24.8469","828","828",NA,NA,NA,NA
"62","2019-12-09 17:30:05-03","UFPR","EFC","16881","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Brotto, M.L.","1876","2015","02","02",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.7122","-24.8542",NA,"Árvore com 12m de altura; frutos imaturos","EFC016881",NA,"Brotto, M.L.; Baitello, J.B.","2015","12","03",NA,NA,"-48.7122","-24.8542",NA,NA,NA,NA,NA,NA
"63","2019-12-09 17:30:05-03","UFPR","EFC","15221","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Völtz, R.R.; Brotto, M.L.","975","2015","02","02",NA,"Brasil","Paraná","Adrianópolis","P.E. das Lauráceas","-48.712","-24.8531",NA,"Árvore 8 m alt., aromática; frutos esverdeados; interior da Floresta Ombrófila Densa Montana primária.","EFC015221",NA,"Brotto, M.L.","2015","02","02",NA,NA,"-48.7120","-24.8531","900","900",NA,NA,NA,NA
"64","2019-12-09 17:30:05-03","UFPR","EFC","16343","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Brotto, M.L.","2358","2016","12","06",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.7106","-24.8536",NA,"Árvore 12 m, flores amareladas. Floresta Ombrófila Densa Montana","EFC016343",NA,"Brotto, M.L.","2016","12","13",NA,NA,"-48.7106","-24.8536","896","896",NA,NA,NA,NA
"65","2019-11-13 11:20:59-03","USP","SPF","204215","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Giordano, LC","1093","1991","04","14",NA,"Brasil","Rio de Janeiro","Paraty","Área de Proteção Ambiental de Cairuçu, Estrada pra Laranjeiras.","-44.7131004333496","-23.2178001403809",NA,NA,"SPF00204215",NA,"Barbosa, TDM","2008","03",NA,"34470","auto",NA,NA,"300","300",NA,NA,NA,NA
"66","2019-11-13 11:20:59-03","USP","SPF","204333","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Marquete, R","837","1993","04","27",NA,"Brasil","Rio de Janeiro","Paraty","Faz. do Sr. Gibrail, antiga trilha para o Saco de Mamanguá.","-44.7131004333496","-23.2178001403809",NA,NA,"SPF00204333",NA,"Anônimo",NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-13 11:20:59-03","USP","SPF","204334","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Ramón, ACB","3","1993","12","07",NA,"Brasil","Rio de Janeiro","Paraty","Fazenda Santa Maria em direção ao Saco de Mamanguá.","-44.7131004333496","-23.2178001403809",NA,NA,"SPF00204334",NA,"Araújo, IA","1995","03",NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-13 11:20:59-03","USP","SPF","97259","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Lobo, PC","29279","1993","11","11",NA,"Brasil","São Paulo","Ubatuba","Estrada do Poruba.","-45.0699996948242","-23.4300003051758",NA,NA,"SPF00097259",NA,"Baitello, JB","2000","04","15","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-10-07 09:22:56-03","UEFS","HUEFS","232080","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","Brotto, M.L.","2358","2016","12","06",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.710556","-24.853611",NA,"Floresta Ombrófila Densa Montana.","HUEFS0232080","HUEFS0232080","M.L.Brotto","2016","12",NA,NA,NA,"48W42'38''","24S51'13''","896","896","Magnolianae",NA,NA,NA
"70","2019-10-07 09:22:56-03","UEFS","HUEFS","233049","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","Brotto, M.L.","2105","2015","10","27",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.710833","-24.853611",NA,"Floresta Ombrófila Densa Montana.","HUEFS0233049","HUEFS0233049",NA,NA,NA,NA,NA,NA,"48W42'39''","24S51'13''","895","895","Magnolianae",NA,NA,NA
"71","2019-09-04 19:12:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis",NA,"A. Glaziou","12117",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA
"72","2015-03-07 08:15:04-03","F","FMNH-SEEDPLANTS","V0151774F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0151774F","V0151774F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"73","2019-01-25 15:41:45-02","IAC","IAC","41336","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","J.E.A. Bertoni & A. Geremias","287","2000","11","17",NA,"Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L7, P13","-47.086761","-22.863721",NA,NA,NA,NA,"J.B. Baitello","2006","01","17",NA,NA,"-47.086761","-22.863721",NA,NA,NA,NA,NA,NA
"74","2019-01-25 15:41:45-02","IAC","IAC","41902","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","J.E.A. Bertoni","597","2001","11","06",NA,"Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, em frente à Seção de Entomologia.","-47.077171","-22.870251",NA,NA,NA,NA,"J.B. Baitello","2005","11","08",NA,NA,"-47.077171","-22.870251",NA,NA,NA,NA,NA,NA
"75","2019-01-25 15:41:45-02","IAC","IAC","42072","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","J.E.A. Bertoni & A. Geremias","623","2001","10","24",NA,"Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, Monjolinho, Quadra das Macieiras, L7, P11","-47.086761","-22.863721",NA,NA,NA,NA,"J.B. Baitello","2006","01","24",NA,NA,"-47.086761","-22.863721",NA,NA,NA,NA,NA,NA
"76","2019-01-25 15:41:45-02","IAC","IAC","47071","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","L.C. Bernacci & J.A.M.A. Gomes","4249","2006","05","19",NA,"Brasil","São Paulo","Ubatuba","IAC, Estação Experimental (Horto), trilha ao longo do rio, depois da fonte","-45.127444","-23.421778",NA,"Indivíduo Lp51907",NA,NA,"J.B. Baitello","2007","04","20",NA,NA,"-45.127444","-23.421778",NA,NA,NA,NA,NA,NA
"77","2019-01-25 15:41:45-02","IAC","IAC","47273","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","R.B. Torres; A.S. Oliveira; A.C. Lorandi & A.P. Mendonça","1746","2006","07","25",NA,"Brasil","São Paulo","Pariquera-Açu","IAC, Estação Experimental","-47.880212","-24.613451",NA,"Nome popular: Sassafrás",NA,NA,"J.B. Baitello","2007","04","25",NA,NA,"-47.880212","-24.613451",NA,NA,NA,NA,NA,NA
"78","2019-01-25 15:41:45-02","IAC","IAC","47945","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","L.C. Bernacci; F.R.G. Amaral & J.A.M.A. Gomes","4365","2006","12","06",NA,"Brasil","São Paulo","Ubatuba","IAC, Estação Experimental (Horto)","-45.127583","-23.421833",NA,"Lp 6120608, 45d07#?#39.3w, 23d25#?#18.6s",NA,NA,"R.B. Torres","2007","04","06",NA,NA,"-45.127583","-23.421833",NA,NA,NA,NA,NA,NA
"79","2019-06-24 08:12:59-03","IAC","IAC","50318","S","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","495","2007","09","07",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.083511","-23.367009",NA,"subparcela 7, indivíduo I 0158.",NA,NA,"J.A.M.A. Gomes; L.C. Bernacci & R.B. Torres et al.","2007","09","07",NA,NA,"-45.083511","-23.367009",NA,NA,NA,NA,NA,NA
"80","2020-07-23 12:09:28-03","CEPLAC","CEPEC","81974","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis",NA,"A. M. Amorim","2347","1998","04","09",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,"P. Moraes",NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,NA,"30/12/2003"
"81","2020-08-18 16:12:52-03","CEPLAC","CEPEC","137323","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aniba","viridis","Aniba viridis",NA,"R. Marquete","837",NA,NA,NA,NA,"Brasil","Rio de Janeiro","PARATY",NA,"-44.7131004333496","-23.2178001403809",NA,"<ll>dwc_commonname:</ll>",NA,NA,"R. Marquete",NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-13 16:04:46-03","UNISANTA","HUSC","2101","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Magenta, M.A.G.; Martins, S.E.","211","1999","09","16",NA,"Brasil","São Paulo","Bertioga","Guaratuba, Fazenda Três Marias. Estrada da captação","-46.138599395752","-23.8544006347656",NA,"Árvore com 9m alt., frutos imaturos verdes, cúpula verde-avermelhada.; Floresta de restinga seca alta",NA,NA,"Beitello, J.B.",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-13 16:04:46-03","UNISANTA","HUSC","1737","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Sampaio, P.S.P.; Martins, S.E.; Magenta, M.A.G.","238","1999","04","15",NA,"Brasil","São Paulo","Bertioga","Guaratuba. Fazenda Três Marias. Estrada da Captação","-46.138599395752","-23.8544006347656",NA,"Arvoreta, 3m alt., frutos verdes imaturos, cúpula castanha.; Floresta de restinga alta.",NA,NA,"Baitello, J.B.","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-13 16:04:46-03","UNISANTA","HUSC","1625","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Sampaio, P.S.P.; Martins, S.E.; Anunciação, E.A.; Lima, E.S.","185","1999","01","19",NA,"Brasil","São Paulo","Bertioga","Praia de Itaguaré","-46.138599395752","-23.8544006347656",NA,"Árvore, 4m alt., tépalas amarelas, botões florais verdes, frutos verdes imaturos.; Floresta de restinga alta",NA,NA,"Baitello, J.B.","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-13 16:04:46-03","UNISANTA","HUSC","1846","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Sampaio, P.S.P.; Martins, S.E.; Magenta, M.A.G.; Boldrin, A.H.L.; Monteiro, A.C.S.","273","1999","05","06",NA,"Brasil","São Paulo","Bertioga","Praia do Itaguaré","-46.138599395752","-23.8544006347656",NA,"Arvoreta, 3m alt., frutos verdes imaturo, cúpula castanha; Floresta de restinga alta",NA,NA,"Baitello, J.B.","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-13 16:04:46-03","UNISANTA","HUSC","4409","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Martins, S.E.; Sampaio, P.S.P.","792","2002","04","09",NA,"Brasil","São Paulo","Bertioga","Praia do Itaguaré","-46.138599395752","-23.8544006347656",NA,"Arvoreta com 4m de alt., botões florais verdes passando à amarelos, frutos verdes imaturos com cúpula castanho esverdeado.; Floresta de restinga seca alta.",NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-13 16:04:46-03","UNISANTA","HUSC","1949","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Magenta, M.A.G.; Sampaio, P.S.P.","172","1999","05","27",NA,"Brasil","São Paulo","Bertioga","Praia do Itaguaré","-46.138599395752","-23.8544006347656",NA,"Árvore, 4m alt., frutos verdes imaturos, cúpula castanha; Floresta de restinga baixa",NA,NA,"Baitello, J.B.","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-13 16:04:46-03","UNISANTA","HUSC","1820","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Magenta, M.A.G.; Sampaio, P.S.P.; Martins, S.E.; Góes, C.P.; Monteiro, A.C.","134","1999","04","29",NA,"Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,"Árvore, 6m alt., botões florais verde-ferrugíneo, frutos verdes imaturos; Floresta de restinga umida",NA,NA,"Baitello, J.B.","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 16:04:46-03","UNISANTA","HUSC","2432","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Martins, S.E.; Sampaio, P.S.P.","662","2000","02","24",NA,"Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,"Arvoreta com 4m alt., botões florais amarelados.; Floresta de Restinga Umida",NA,NA,"Beitello, J.B.","2000","03",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 16:04:46-03","UNISANTA","HUSC","4436","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Sampaio, P.S.P.; Waeny, S.","654","2002","04","23",NA,"Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, KM 211,5. Fazenda da Família Pinto.","-46.138599395752","-23.8544006347656",NA,"árvore com 5m de altura. Flores creme esverdeadas e frutos verdes imaturos.; Floresta de Restinga úmida alta.",NA,NA,"Martins, S.E.","2002","05",NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 16:04:46-03","UNISANTA","HUSC","1999","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aniba","viridis","Aniba viridis","Mez","Sampaio, P.S.P.; Boldrin, A.H.L.","318","1999","08","12",NA,"Brasil","São Paulo","Bertioga","São Lourenço, Rod SP-55, km 211,5. Fazenda Familia Pinto","-46.138599395752","-23.8544006347656",NA,"Árvore, 7m alt., frutos verdes imaturos passando a negros, cúpula vermelha.; Floresta de Restinga Umida",NA,NA,"Baitello, J.B.","1999","09","28","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-04 15:43:52-03","IF","SPSF","23455","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"N.M.Ivanauskas & A.Gomes & S. Dias Filho","936","1996","03","21","América do Sul","Brasil","SP","Pariquera-Açú","estaçao experimental IAC","-47.866667","-24.6",NA,"COLETA: Árvore de 4m. Frutos; GEOGRAFIA: floresta ombrofila&nf;;",NA,NA,"J.B.Baitello","2000","04","15",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"93","2021-03-04 15:43:52-03","IF","SPSF","43985","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","N.M.Ivanauskas","556","1995","11","12","América do Sul","Brasil","SP","Pariquera Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833",NA,"COLETA: Mata Atlântica&nf;Árvore 4m; frutos imaturos verdes.; GEOGRAFIA: Ex ESA-25773;",NA,NA,"J.B.Baitello","2002","04","26",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"94","2021-03-04 15:43:52-03","IF","SPSF","42357","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","R.T.Polisel & N.M.Ivanauskas & R.Esteves & D.Souza","773","2008","09","04","América do Sul","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.366111","-22.806389",NA,"COLETA: Árvore de 5 m. Flores brancas. Número 4197 da fitossociologia.; GEOGRAFIA: Na área do estudo fitossociológico do reflorestamento de araucária.;",NA,NA,"J.B.Baitello","2008","10","30",NA,NA,NA,NA,"1115","1115","Magnoliopsida",NA,NA,NA
"95","2021-03-04 15:43:52-03","IF","SPSF","42426","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","R.T.Polisel & N.M.Ivanauskas & R.Esteves","863","2008","11","20","América do Sul","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.366111","-22.806389",NA,"COLETA: Árvore de 6 m. Flores brancas.; GEOGRAFIA: Na área do estudo fitossociológico do reflorestamento de araucária.;",NA,NA,"J.B.Baitello","2008","12","30",NA,NA,NA,NA,"1115","1115","Magnoliopsida",NA,NA,NA
"96","2021-03-04 15:43:52-03","IF","SPSF","45697","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","N.M.Ivanauskas & E.Rocha & D.Souza & F.M.Souza & S.Alves","6365","2011","08","30","América do Sul","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.371667","-22.800556",NA,"COLETA: Árvore 10m altura; flores amarelas.;",NA,NA,"N.M.Ivanauskas","2012","03","26",NA,NA,NA,NA,"1214","1214","Magnoliopsida",NA,NA,NA
"97","2021-03-04 15:43:52-03","IF","SPSF","50790","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","M.L.Brotto & E.Barboza","2105","2015","10","27","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.710833","-24.853611",NA,"COLETA: Floresta Ombrófila Densa Montana.; GEOGRAFIA: Floresta Ombrófila Densa Montana;",NA,NA,"J.B.Baitello","2015","12","03",NA,NA,NA,NA,"895","895","Magnoliopsida",NA,NA,NA
"98","2021-03-04 15:43:52-03","IF","SPSF","50809","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","L.C.Bernacci & F.R.G.Amaral & J.A.M.A.Gomes","4365",NA,NA,NA,"América do Sul","Brasil","SP","Ubatuba","Estação Experimental do IAC (Horto)","-45.1275","-23.421944",NA,"COLETA: Árvore ca. 7m de altura; flores em botão creme; frutos imaturos.; GEOGRAFIA: beira do rio Piranguinha;",NA,NA,"R.B.Torres","2007","04","01",NA,NA,NA,NA,"29","29","Magnoliopsida",NA,NA,NA
"99","2021-03-04 15:43:52-03","IF","SPSF","51073","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","M.L.Brotto & R.R.Völtz","1876","2015","02","02","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.712222","-24.854167",NA,"COLETA: Árvore com 12m de altura; frutos imaturos.;",NA,NA,"M.L.Brotto","2015","12","03",NA,NA,NA,NA,"885","885","Magnoliopsida",NA,NA,NA
"100","2021-03-04 15:43:52-03","IF","SPSF","51755","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","M.L. Brotto & E.D. Lozano","2383","2017","01","18","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.669444","-24.846944",NA,"COLETA: Árvore com 15 m de altura; flores castanhas.; GEOGRAFIA: Floresta Ombrófila Densa Montana.;",NA,NA,"M.L. Brotto","2017","01","19",NA,NA,NA,NA,"828","828","Magnoliopsida",NA,NA,NA
"101","2021-03-04 15:43:52-03","IF","SPSF","51763","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis","Mez","M.L. Brotto & E.D. Lozano","2358","2016","12","06","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.710556","-24.853611",NA,"COLETA: Árvore com 12 m de altura; flores amareladas.; GEOGRAFIA: Floresta Ombrófila Densa Montana;",NA,NA,"M.L. Brotto","2016","12","13",NA,NA,NA,NA,"896","896","Magnoliopsida",NA,NA,NA
"102","2021-03-04 15:43:52-03","IF","SPSF","25790","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"P.S.P.Sampaio","185","1999","01","19","América do Sul","Brasil","SP","Bertioga","Praia do Itaguaré","-46.138599395752","-23.8544006347656",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga alta&nf;;",NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"103","2021-03-04 15:43:52-03","IF","SPSF","26417","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"S.E.Martins & P.S.P.Sampaio","662","2000","01","24","América do Sul","Brasil","SP","Bertioga","Sao Lourenço, fazenda família Pinto","-46.138599395752","-23.8544006347656",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"104","2021-03-04 15:43:52-03","IF","SPSF","25807","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","viridis","Aniba viridis",NA,"D.Sampaio","83","1999","01","06","América do Sul","Brasil","SP","Iguape","E.Ecol.Chauás","-47.5499992370605","-24.7000007629395",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
