"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","order","individualCount","infraspecificEpithet","continentOcean","preparationType","previousCatalogNumber","class","relationshipType","relatedCatalogItem","fieldNumber","sex"
"11","2021-04-05 14:33:22-03","UNESC","CRI","8105","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Telma Elyta V. Azeredo","2009","04","15","Telma Elyta V. Azeredo",NA,"2009","04","15","Brasil","Santa Catarina","Araranguá",NA,"-49.486111","-28.935278","49º29'10''W","28º56'7''S","4","4","Floresta Ombrófila Densa de Terras Baixas","CRI001916","CRI001916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:05-03","UNESC","CRI","11828","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Guilherme Lodetti",NA,NA,NA,"Guilherme Alves Elias; Robson dos Santos, Peterson T. Padilha & Guilherme Lodetti",NA,"2016","04","04","Brasil","Santa Catarina","Grão Pará","Parque Estadual Serra Furada.","-49.391944","-28.189444","49º23'31''W","28º11'22''S","488","488","Floresta Ombrófila Densa Montana Habito: epífita","CRI001739","CRI001739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:05-03","UNESC","CRI","6115","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Vanilde Citadini- Zanette",NA,NA,NA,"Zenaide P. Topanotti","124","1996","09","15","Brasil","Santa Catarina","Nova Veneza","Ilha da Pedra.","-49.498056","-28.637222","49º29'53''W","28º38'14''S",NA,NA,"Habitat: interior da mata","CRI001917","CRI001917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:33:22-03","UNESC","CRI","1234","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","J. L. Waechter","1992","11","06","V. Citadini-Zanette; et al.","1478","1992","07","30","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","9","9","Floresta Ombrófila Densa Habito: epífita","CRI001919","CRI001919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:22-03","UNESC","CRI","1634","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","J. L. Waechter","1993","08","26","Vanilde Citadini-Zanette; C. C. Martinello e C. E. Dario","1580","1993","03","02","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.285278","-28.368333","49º17'7''W","28º22'6''S",NA,NA,NA,"CRI001921","CRI001921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:25:05-03","UNESC","CRI","12363","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Peterson T. Padilha","2017","06","08","Alexandre Medeiros",NA,"2017","05","02","Brasil","Santa Catarina","Balneário Camboriú","Barra.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 261. Habito: Epífita","CRI010570",NA,"8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-06-10 10:10:48-03","FZB-BH","CVJBFZB","181","S","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Elton. C. M. Leme","2011","08",NA,"Elton M. C. Leme; Jones Caldas da Silva; Luiz Cláudio Marigo",NA,"1990","11","13","Brasil","Santa Catarina","São Francisco do Sul","Bairro Iperoba","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"254",NA,NA,"23627","auto","Magnoliophyta","Poales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-06-10 10:10:48-03","FZB-BH","CVJBFZB","548","S","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata var. flavo-miniata","Wawra","Elton. C. M. Leme","2011","08",NA,"Elton M. C. Leme; Bruno Rezende Silva; Karl Green",NA,"2000","04","25","Brasil","Espírito Santo","Domingos Martins","Mata do Kautsky","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"254",NA,NA,"48150","auto","Magnoliophyta","Poales","1","var. flavo-miniata",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-06-10 10:10:48-03","FZB-BH","CVJBFZB","708","S","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata var. flavo-miniata","Wawra","Elton. C. M. Leme","2011","08",NA,"Elton M. C. Leme; Ludovic Kollmann; A. P. Fontana; David R. Couto",NA,"2008","09","05","Brasil","Espírito Santo","Mimosa do Sul","Concição do Muqui, propriedade de Roberto Bellato, trilha para a Pedra dos Pontões",NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,"Magnoliophyta","Poales","1","var. flavo-miniata",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-06-10 10:10:48-03","FZB-BH","CVJBFZB","523","S","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata var. mangaratibeensis","Wawra","Elton. C. M. Leme","2011","08",NA,"Elton M. C. Leme; Bruno R. Silva; Karl Green",NA,"1999","08","27","Brasil","São Paulo","Pariquera-Açú","Fazenda Chá-Pariquera, Mata Atlântica","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"254",NA,NA,"17990","auto","Magnoliophyta","Poales","1","var. mangaratibeensis",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:36:45-03","E","E","281345","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata",NA,NA,NA,NA,NA,"Harris, V",NA,NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00281345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00281345",NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:289773",NA,NA,NA,NA,NA
"22","2020-09-23 10:36:45-03","E","E","271786","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata",NA,NA,NA,NA,NA,"Harris, V",NA,NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00271786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00271786",NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:286362",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","400421","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","S. M. Silva",NA,NA,NA,"S. F. Athayde",NA,"1994","07","17","Brazil","Paraná","Guaraqueçaba","Morro do Quitumbê","-48.33","-25.28",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400421","NY00400421_01",NA,NA,"Magnoliophyta","Poales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","400422","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra",NA,NA,NA,NA,"G. G. Hatschbach","16681","1967","07","06","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3289","-25.3069",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400422","NY00400422_01",NA,NA,"Magnoliophyta","Poales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","400425","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","G. Martinelli",NA,NA,NA,"H. Q. B. Fernandes","2404","1988","03","07","Brazil","Espírito Santo","Santa Teresa","Santa Lúcia (propriedade de Pedro Coli)","-40.6003","-19.9358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400425","NY00400425_01",NA,NA,"Magnoliophyta","Poales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","400417","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","15404","1914","07","20","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400417","NY00400417_01",NA,NA,"Magnoliophyta","Poales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","400420","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","L. B. Smith",NA,NA,NA,"R. Reitz","C1831","1947","08","30","Brazil","Santa Catarina","Brusque","Azambuja, Brusque","-48.910147","-27.126635",NA,NA,"35","35","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400420","NY00400420_01",NA,NA,"Magnoliophyta","Poales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","400416","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","L. B. Smith",NA,NA,NA,"P. K. H. Dusén","15221","1914","06","14","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400416","NY00400416_01",NA,NA,"Magnoliophyta","Poales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","400418","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","8086","1909","05","08","Brazil","Paraná","Paranaguá","Alexandra","-48.62","-25.57",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400418","NY00400418_01",NA,NA,"Magnoliophyta","Poales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","400419","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","R. Reitz",NA,NA,NA,"R. Reitz","921","1953","08","10","Brazil","Santa Catarina","Araquari","Barra do Sul","-48.7219","-26.3703",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400419","NY00400419_01",NA,NA,"Magnoliophyta","Poales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02103837","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","M. A. Spencer",NA,NA,NA,"W. W. Thomas","9352","1992","05","15","Brazil","Bahia","Wenceslau Guimaraes","Forest of Fazenda Boa Esperança near Reserva Estadual Wesceslau GuimarÔes, 8 km above Rio Vermelho, 2 km above jct rd to Taquara","-39.78","-13.6",NA,NA,"600","800","Site: WG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=608763' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103837","NY02103837_01",NA,NA,"Magnoliophyta","Poales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","400415","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata mangaratibensis","Leme & And.Costa","H. E. Luther",NA,NA,NA,"R. de Mello-Silva","852","1993","05","14","Brazil","Rio de Janeiro","Campos","Parque Estadual do Desengano, Fazenda do Mocotó (Imbé)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=441246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400415","NY00400415_01",NA,NA,"Magnoliophyta","Poales",NA,"mangaratibensis","South America","sheet",NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1106","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Nunes, J.V.C.","1997","10","21","Andrade, E.F.","42K","1973","09","03","Brasil","São Paulo","Peruíbe","Praia da Biquinha",NA,NA,"9999","9999",NA,NA,"Planta epífita, inflorescência rósea, bastante frequente","BOTU001106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1105","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Nunes, J.V.C.","1997","10","21","Campos, M.J.S.A.","33","1973","09","03","Brasil","São Paulo","Peruíbe","Praia da Biquinha",NA,NA,"9999","9999",NA,NA,"Planta epífita, inflorescência rósea","BOTU001105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1102","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Nunes, J.V.C.","1973","10","21","Sartor, S.M.","25","1973","09","02","Brasil","São Paulo","Peruíbe","Dunas e restinga",NA,NA,"9999","9999",NA,NA,"Planta de 20 cm de altura, flor vermelha","BOTU001102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1107","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Nunes, J.V.C.","1997","10","21","Innarelli, S.","33","1973","09","03","Brasil","São Paulo","Peruíbe","Restinga",NA,NA,"9999","9999",NA,NA,"Planta epífita, inflorescência vermelha bem vistosa","BOTU001107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1103","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Nunes, J.V.C.","1997","10","21","Bernardelli, C.","25","1973","09","02","Brasil","São Paulo","Peruíbe","Dunas e restinga",NA,NA,"9999","9999",NA,NA,"Planta de 20 cm de altura, flor vermelha","BOTU001103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1109","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Nunes, J.V.C.","1997","10","21","Tonin, V.L.","36","1973","09","03","Brasil","São Paulo","Peruíbe","Restinga",NA,NA,"9999","9999",NA,NA,"Planta epífita, inflorescência vermelha bem vistosa","BOTU001109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1111","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Nunes, J.V.C.","1997","10","21","Gil, A.R.","33","1973","09","03","Brasil","São Paulo","Peruíbe","Restinga",NA,NA,"9999","9999",NA,NA,"Planta epífita, inflorescência vermelha bem vistosa","BOTU001111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1112","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Nunes, J.V.C.","1997","10","21","Costa, M.J.F.","20","1973","09","03","Brasil","São Paulo","Peruíbe","Restinga",NA,NA,"9999","9999",NA,NA,"Planta epífita, inflorescência vermelha bem vistosa","BOTU001112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1104","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Nunes, J.V.C.","1997","10","21","Chamma, L.","29","1973","09","03","Brasil","São Paulo","Peruíbe","Restinga",NA,NA,"9999","9999",NA,NA,"Planta epífita, flores vermelha","BOTU001104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1110","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Nunes, J.V.C.","1997","10","21","Pinhão, M.I.C.","33","1973","09","03","Brasil","São Paulo","Peruíbe","Restinga",NA,NA,"9999","9999",NA,NA,"Planta epífita, inflorescência vermelha bem vistosa","BOTU001110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:29:42-03","UFRJ","RFA","30952","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","T.S. Cosa & T. Wendt","2008","10","21","L. O. F. Sousa; A. P. G. Faria; T. Wendt; G. K. Brown; T. Evans; J. L. Paixão","415","2002","10","08","Brasil","Bahia","Una","Reserva Biológica de Una","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"Erva epífita, ciófila, folhas cartáceas concolores verdes, inflorescência com brácteas vermelhos-alaranjadas","RFA51262",NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:29:42-03","UFRJ","RFA","19604","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","E. Pereira",NA,NA,NA,"C. Pereira","867","1978","07","21","Brasil","Espírito Santo","Santa Leopoldina","Cachoeiro","-40.5297012329102","-20.1005992889404",NA,NA,NA,NA,"Epífita, inflorescência amarela e vermelha","RFA51272",NA,"23799","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 11:29:42-03","UFRJ","RFA","5418","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","E. Pereira","1978",NA,NA,"P. Occhioni",NA,"1959","04","30","Brasil","Rio de Janeiro","Rio de Janeiro","Nova Estrada Rio - Teresópolis","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Epífita","RFA51269",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-06-29 11:29:42-03","UFRJ","RFA","28235","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra",NA,NA,NA,NA,"A. P. G. de Faria; T. Wendt; T. Evans; G. K. Brown","98","2002","10","01","Brasil","Espírito Santo","Domingos Martins","Trilha da floresta. Propriedade de Roberto Kautsky","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,"RFA51274",NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-06-29 11:29:42-03","UFRJ","RFA","12116","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","E. Pereira","1978",NA,NA,"P. Occhioni","4847","1972","05","09","Brasil","Rio de Janeiro","Resende","Serra Mauá","-44.4467010498047","-22.468900680542",NA,NA,NA,NA,"Herbácea, flores com brácteas vermelhas e amarelas","RFA51273",NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-06-29 11:29:42-03","UFRJ","RFA","7654","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","E. Pereira","1978",NA,NA,"P. Occhioni","45","1945","06","13","Brasil","Rio de Janeiro","Rio de Janeiro","Morro do Queimado, Distrito Federal","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Planta terrestre, flor rósea, brácteas encarnadas","RFA51271",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-24 17:10:34-03","UTFPR","DVPR","6276","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra.","Verdi, M","2010","03","30","Verdi, M; Souza, NL; Klemz, G","4132","2010","03","30","Brasil","Santa Catarina","Barracão",NA,NA,NA,NA,NA,"314","314","Epífita com flores amarelas e brácteas vermelhas.; Floresta Ombrófila Densa em estágio médio de regeneração no interior do fragmento.","DVPR006276",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-01-20 14:40:22-03","UPM","MACK","1346","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","M. Verdi","2010","04","14","M. Verdi; et al.","4470","2010","04","14","Brasil","SC","Grão Pará","Barra do Rio do Meio, Floresta Ombrofila Densa.","-49.2146987915039","-28.1849994659424","S","W",NA,NA,NA,NA,NA,"24844","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
