"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","stateProvince","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"49","2019-11-08 08:49:52-03","FURB","FURB","127","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Matzenbacher, NI","1996","05","01","Nau, S.R.","1995","12","15","Brasil","Doutor Pedrinho","Campo Formoso.","-49.4832992553711","-26.7143993377686",NA,NA,NA,NA,"FURB17824","FURB17824",NA,NA,NA,NA,"Santa Catarina",NA,NA,"18739","auto",NA,NA,NA
"50","2019-11-08 08:49:52-03","FURB","FURB","1712","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Sevegnani, L","1997","04","20","Sevegnani, L.","1997","04","20","Brasil","Rio do Campo","Vareneira.","-50.1413993835449","-26.9489002227783",NA,NA,"800","800","FURB17822","FURB17822",NA,NA,NA,NA,"Santa Catarina",NA,NA,"24225","auto",NA,NA,NA
"51","2021-03-16 17:50:50-03","UCS","HUCS","27973","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Robinson, H.","2006","06",NA,"Wasum, R.A.","2006","04","02","Brasil","Nova Esperança do Sul","Gruta entre os rochedos","-54.762222","-29.390278","-54.762222","-29.390278",NA,NA,NA,NA,"Angiospermae","Asterales","3668",NA,"Rio Grande do Sul",NA,"Orla de matinha",NA,NA,NA,NA,NA
"52","2021-03-16 17:50:50-03","UCS","HUCS","48260","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Oliveira, A.A.","2011","03","09","Korte, A.","2011","02","17","Brasil","Rio Negrinho","Rio Salto","-49.500278","-26.280278","-49.500278","-26.280278","860","860",NA,NA,"Angiospermae","Asterales","5969",NA,"Santa Catarina",NA,"FURB 34105; Floresta Ombrófila Mista, estágio médio. Arbusto, flor branca",NA,NA,NA,NA,NA
"53","2021-03-16 17:50:50-03","UCS","HUCS","48532","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Sobral, M.","2010","08","15","Stival-Santos, A.","2010","04","06","Brasil","Angelina","Linha do Chaves.","-48.96","-27.54","-48.96","-27.54","718","718",NA,NA,"Angiospermae","Asterales","2375",NA,"Santa Catarina",NA,"Florística IFFSC 349 (Arbusto); pastagem",NA,NA,NA,NA,NA
"54","2021-03-16 17:50:50-03","UCS","HUCS","45768","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Christ, A.L.","2017","03","24","Gonzatti, F.","2017","02","04","Brasil","São Marcos","Br 116, ca. de 5 km antes da chegada à São Marcos","-51.0680999755859","-28.9710998535156",NA,NA,NA,NA,NA,NA,"Angiospermae","Asterales","3399",NA,"Rio Grande do Sul",NA,"Capítulos alvos.; arbusto ramoso sobre solo pedregoso em bordo de estrada.","15120","auto",NA,NA,NA
"55","2021-03-16 17:50:50-03","UCS","HUCS","20681","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Christ, A.L.","2017","03","23","Scur, L.","2003","03","14","Brasil","Caxias do Sul","Forqueta","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,"Angiospermae","Asterales","1129",NA,"Rio Grande do Sul",NA,"No potreiro","49662","auto",NA,NA,NA
"56","2021-03-16 17:50:50-03","UCS","HUCS","1013","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Christ, A.L.","2017","03","23","Sehnem, A.","1949","03","18","Brasil","Montenegro","Linha São Pedro","-51.4611015319824","-29.6886005401611",NA,NA,"550","550",NA,NA,"Angiospermae","Asterales","s.n.",NA,"Rio Grande do Sul",NA,"herba ad viam siper rupem","21601","auto",NA,NA,NA
"57","2019-08-16 08:38:33-03","UTFPR","HCF","28643","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","A.L. Christ","2017","03","24","F. Gonzatti","2017","02","04","Brasil","São Marcos","BR-116, ca. 5 Km antes da chegada à","-51.0680999755859","-28.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,"3399",NA,"RS",NA,"arbusto ramoso sobre solo pedregoso em bordo de estrada.","15120","auto",NA,NA,NA
"58","2020-08-10 11:15:22-03","UFSM","SMDB","15947","S","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R. M. King & H. Rob","Essi, L; Schaefer, J",NA,NA,NA,"Schaefer, J","2015","03","04","Brasil","Santa Maria","distrito de Santo Antão, Morro Pedra do Lagarto","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB015947",NA,NA,NA,"379",NA,"Rio Grande do Sul",NA,"Material testemunho de Trabalho de Conclusão de Curso - Ciências Biológicas. Aluna: Juliana Schaefer. Orientadora: Liliana Essi","37819","auto",NA,NA,NA
"59","2020-12-21 16:16:05-03","MBM","MBM","16608","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Krapovickas, A.",NA,NA,NA,"Krapovickas, A.; et al.; et al.","1969","03","09","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM016608","MBM016608",NA,NA,"14969","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:16:05-03","MBM","MBM","188881","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Ribas, O.S.",NA,NA,NA,"Mattos, A.","1951","04","04","Brazil","Curitiba","Estrada federal, km 4","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM188881","MBM188881",NA,NA,"s.n.","Southern America","Paraná",NA,NA,"25180","auto",NA,NA,NA
"61","2020-12-21 16:16:05-03","MBM","MBM","9436","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Cabrera; Zardini",NA,NA,NA,"Hatschbach, G.","1969","02","13","Brazil","Guarapuava","Cachoeira dos Turcos","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM009436","MBM009436",NA,NA,"21168","Southern America","Paraná",NA,NA,"53832","auto",NA,NA,NA
"62","2020-12-21 16:16:05-03","MBM","MBM","7988","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Cabrera, A.L.",NA,NA,NA,"Hatschbach, G.","1968","01","18","Brazil","Prudentópolis","Relógio","-50.9777984619141","-25.2131004333496",NA,NA,NA,NA,"MBM007988","MBM007988",NA,NA,"18300","Southern America","Paraná",NA,NA,"61049","auto",NA,NA,NA
"63","2020-12-21 16:16:05-03","MBM","MBM","53602","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Barroso, G.M.",NA,NA,NA,"Hatschbach, G.","1964","02","09","Brazil","Quatro Barras","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM053602","MBM053602",NA,NA,"10925","Southern America","Paraná",NA,NA,"17116","auto",NA,NA,NA
"64","2020-12-21 16:16:05-03","MBM","MBM","178307","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","et al.; Mondin, C.",NA,NA,NA,"Jarenkow, J.A.","1987","03","05","Brazil","Capão do Leão","Horto Botânico Teodoro Luis","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"MBM178307","MBM178307",NA,NA,"692","Southern America","Rio Grande do Sul",NA,NA,"28605","auto",NA,NA,NA
"65","2020-12-21 16:16:05-03","MBM","MBM","84206","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Matzenbacher, N.I.",NA,NA,NA,"Sobral, M.","1983","04","01","Brazil","Triunfo","Costa da Cadeia","-51.7181015014648","-29.9433002471924",NA,NA,NA,NA,"MBM084206","MBM084206",NA,NA,"1673","Southern America","Rio Grande do Sul",NA,NA,"41194","auto",NA,NA,NA
"66","2020-12-21 16:16:05-03","MBM","MBM","164935","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","1992","03","14","Brazil","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"MBM164935","MBM164935",NA,NA,"5658","Southern America","Santa Catarina",NA,NA,"30102","auto",NA,NA,NA
"67","2020-12-21 16:16:05-03","MBM","MBM","127152","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Pedersen, T.M.",NA,NA,NA,"Pedersen, T.M.","1969","04","19","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM127152","MBM127152",NA,NA,"9101","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:16:05-03","MBM","MBM","415542","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Barcelos, L.B.","2017","09","05","Barcelos, L.B.; Heiden, G.; Vahl, D.; Longaray, G.; Heiden, G.; Vahl, D.; Longaray, G.","2017","04","20","Brazil","Santa Vitória do Palmar","Sede da Estação Ecológica do Taim","-52.539167","-32.538333","-52.539167","-32.538333","19","19","MBM415542",NA,NA,NA,"107","Southern America","Rio Grande do Sul",NA,"Arbusto, ca. 1,5 m alt. Capítulos com flores brancas.; Beira de estrada.",NA,NA,NA,NA,NA
"69","2020-12-21 16:16:05-03","MBM","MBM","393299","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Sobral, M.","2009","07","17","Verdi, M.; Hasckel, R.P.; Klemz, G.; Hasckel, R.P.; Klemz, G.","2009","04","03","Brazil","Urubici","Campo dos Padres","-49.412222","-27.992222","-49.412222","-27.992222","1482","1482","MBM393299","MBM393299",NA,NA,"1934","Southern America","Santa Catarina",NA,"Arbusto, flor branca.; Campo, Floresta Ombrófila Mista, Estádiom Sucessional Anvançado.",NA,NA,NA,NA,NA
"70","2020-12-21 16:16:05-03","MBM","MBM","418475","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Meyer, F.S.","2018","12",NA,"Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2018","12",NA,"Brazil","São Cristóvão do Sul","FCV - Fazenda Cerro Verde","-50.31","-27.296158","-50.31","-27.296158",NA,NA,"MBM418475",NA,NA,NA,"2525","Southern America","Santa Catarina",NA,"Arbusto ca. 1 metro de altura. Capítulos brancos.; Floresta Ombrófila Mista Aluvial, estágio inicial de regeneração.",NA,NA,NA,NA,NA
"71","2020-12-21 16:16:05-03","MBM","MBM","427427","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Sobral, M.","2010","08","15","Stival-Santos, A.; Legal, E.; Silveira, S.; Legal, E.; Silveira, S.","2010","04","06","Brazil","Angelina","Linha do Chaves","-48.96","-27.54","-48.96","-27.54","718","718","MBM427427",NA,NA,NA,"2375","Southern America","Santa Catarina",NA,"Arbuto. Flor branca.; Floresta Ombrófila Densa. Estágio avançado. Pastagem.",NA,NA,NA,NA,NA
"72","2020-12-21 16:16:05-03","MBM","MBM","45753","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.",NA,NA,NA,NA,"Schinini, A.; et al.; et al.","1975","04","24","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM045753","MBM045753",NA,NA,"11213","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:16:05-03","MBM","MBM","188879","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Ribas, O.S.",NA,NA,NA,"Stellfeld, S.","1951","04","22","Brazil","Bocaiúva do Sul","Araçatuba","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM188879","MBM188879",NA,NA,"s.n.","Southern America","Paraná",NA,NA,"61623","auto",NA,NA,NA
"74","2020-12-21 16:16:05-03","MBM","MBM","188882","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","1980","04",NA,"Brazil","Curitiba","Estrada paa Piraquara","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM188882","MBM188882",NA,NA,"13587","Southern America","Paraná",NA,NA,"25180","auto",NA,NA,NA
"75","2020-12-21 16:16:05-03","MBM","MBM","129952","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Robinson, H.",NA,NA,NA,"Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","1988","02","24","Brazil","Guarapuava","Colônia São Judas Tadeu","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM129952","MBM129952",NA,NA,"51898","Southern America","Paraná",NA,NA,"53832","auto",NA,NA,NA
"76","2020-12-21 16:16:05-03","MBM","MBM","53646","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1964","03","18","Brazil","Mandirituba","Fazenda Rio Grande","-49.326099395752","-25.7789001464844",NA,NA,NA,NA,"MBM053646","MBM053646",NA,NA,"11124","Southern America","Paraná",NA,NA,"20385","auto",NA,NA,NA
"77","2020-12-21 16:16:05-03","MBM","MBM","188886","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Hatschbach, G.",NA,NA,NA,"Imaguire, N.",NA,NA,NA,"Brazil","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM188886","MBM188886",NA,NA,"2044","Southern America","Paraná",NA,NA,"12577","auto",NA,NA,NA
"78","2020-12-21 16:16:05-03","MBM","MBM","188884","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Imaguire, N.",NA,NA,NA,"Imaguire, N.","1974","05","15","Brazil","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM188884","MBM188884",NA,NA,"3461","Southern America","Paraná",NA,NA,"12577","auto",NA,NA,NA
"79","2020-12-21 16:16:05-03","MBM","MBM","188883","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.",NA,NA,NA,NA,"Imaguire, N.",NA,NA,NA,"Brazil","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM188883","MBM188883",NA,NA,"3438","Southern America","Paraná",NA,NA,"12577","auto",NA,NA,NA
"80","2020-12-21 16:16:05-03","MBM","MBM","168915","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Imaguire, N.",NA,NA,NA,"Imaguire, N.","1971","01","23","Brazil","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM168915","MBM168915",NA,NA,"3013","Southern America","Paraná",NA,NA,"12577","auto",NA,NA,NA
"81","2020-12-21 16:16:05-03","MBM","MBM","168910","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Imaguire, N.",NA,NA,NA,"Imaguire, N.","1974","05","15","Brazil","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM168910","MBM168910",NA,NA,"3461","Southern America","Paraná",NA,NA,"12577","auto",NA,NA,NA
"82","2020-12-21 16:16:05-03","MBM","MBM","168909","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Imaguire, N.",NA,NA,NA,"Imaguire, N.","1974","05","01","Brazil","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM168909","MBM168909",NA,NA,"3438","Southern America","Paraná",NA,NA,"12577","auto",NA,NA,NA
"83","2020-12-21 16:16:05-03","MBM","MBM","161842","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Bueno, O.",NA,NA,NA,"Bueno, O.; et al.; et al.","1985","03","25","Brazil","Caçapava do Sul","Em frente à Pedra do Segredo","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"MBM161842","MBM161842",NA,NA,"4127","Southern America","Rio Grande do Sul",NA,NA,"50525","auto",NA,NA,NA
"84","2020-12-21 16:16:05-03","MBM","MBM","202745","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Sobral, M.",NA,NA,NA,"Falkenberg, D.B.","1990","02","14","Brazil","Jaguari","Rod. BR-453, subida da serra","-54.689998626709","-29.4974994659424",NA,NA,NA,NA,"MBM202745","MBM202745",NA,NA,"5341","Southern America","Rio Grande do Sul",NA,NA,"27649","auto",NA,NA,NA
"85","2020-12-21 16:16:05-03","MBM","MBM","161843","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Bueno, O.",NA,NA,NA,"Bueno, O.; et al.; et al.","1985","03","26","Brazil","Lavras do Sul","Fazenda Augusto Fagundes, Rincão do Inferno","-53.8950004577637","-30.8131008148193",NA,NA,NA,NA,"MBM161843",NA,NA,NA,"4222","Southern America","Rio Grande do Sul",NA,NA,"76406","auto",NA,NA,NA
"86","2020-12-21 16:16:05-03","MBM","MBM","99741","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.",NA,NA,NA,NA,"Sobral, M.",NA,NA,NA,"Brazil","Viamão","Itapuã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"MBM099741","MBM099741",NA,NA,"3001","Southern America","Rio Grande do Sul",NA,NA,"41667","auto",NA,NA,NA
"87","2020-12-21 16:16:05-03","MBM","MBM","2762","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Cabrera, A.L.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.",NA,NA,NA,"Brazil","Porto União","Porto União","-51.0783004760742","-26.2381000518799",NA,NA,NA,NA,"MBM002762","MBM002762",NA,NA,"12753","Southern America","Santa Catarina",NA,NA,"41804","auto",NA,NA,NA
"88","2020-12-21 16:16:05-03","MBM","MBM","202740","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","1993","04","09","Brazil","Rancho Queimado","Rancho Queimado","-49.0217018127441","-27.6725006103516",NA,NA,NA,NA,"MBM202740","MBM202740",NA,NA,"6155","Southern America","Santa Catarina",NA,NA,"17361","auto",NA,NA,NA
"89","2020-12-21 16:16:05-03","MBM","MBM","164937","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.","1992","04","11","Brazil","Três Barras","Floresta Nacional Três Barras FLONA","-50.3222007751465","-26.1063995361328",NA,NA,NA,NA,"MBM164937","MBM164937",NA,NA,"5737","Southern America","Santa Catarina",NA,NA,"22564","auto",NA,NA,NA
"90","2020-12-21 16:16:05-03","MBM","MBM","164936","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.","1992","04","11","Brazil","Três Barras","Floresta Nacional Três Barras FLONA","-50.3222007751465","-26.1063995361328",NA,NA,NA,NA,"MBM164936","MBM164936",NA,NA,"5752","Southern America","Santa Catarina",NA,NA,"22564","auto",NA,NA,NA
"91","2020-12-21 16:16:05-03","MBM","MBM","164934","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","1992","03","14","Brazil","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"MBM164934","MBM164934",NA,NA,"5652","Southern America","Santa Catarina",NA,NA,"30102","auto",NA,NA,NA
"92","2020-12-21 16:16:05-03","MBM","MBM","188885","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.",NA,NA,NA,NA,"Dombrowski, L.T.","1973","03","13","Brazil","Curitiba","Colônia Órleans","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM188885","MBM188885",NA,NA,"4832","Southern America","Paraná",NA,NA,"25180","auto",NA,NA,NA
"93","2020-12-21 16:16:05-03","MBM","MBM","188880","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","Ribas, O.S.",NA,NA,NA,"Mattos, A.","1951","04",NA,"Brazil","Morretes","Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM188880","MBM188880",NA,NA,"s.n.","Southern America","Paraná",NA,NA,"30514","auto",NA,NA,NA
"94","2020-12-11 11:32:59-03","UFMG","BHCB","137542","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.",NA,"2012","08",NA,"Hattori, EKO; Dettke, GA; Welker, CD; Ferreira, PPA","2010","03","02","Brasil","Bom Jardim da Serra","Mirante da estrada para Lauro Muller.","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"BHCB007802",NA,"Dicotyledon",NA,"1120","Southern America","Santa Catarina",NA,"Subarbusto, ca. 1 m, brácteas involucrais verdes a alvos, corola e ramos do estilete alvos.","32577","auto",NA,NA,NA
"95","2012-04-24 13:58:00-03","MO","MOBOT","3345584","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.",NA,NA,NA,NA,"W.G. Herter","1934","3",NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herter 94475","South America","Montevideo",NA,NA,NA,NA,NA,NA,"1"
"96","2011-12-09 12:31:00-02","MO","MOBOT","3345623","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.",NA,NA,NA,NA,"Juan P. Gallinal H.|Aragone|Bergalli|Campal|Bernardo Rosengurtt","1940",NA,NA,"Uruguay",NA,"Entrecocas pratenses.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gallinal H. 4388","South America",NA,NA,NA,NA,NA,NA,NA,NA
"97","2009-12-05 05:22:00-02","MO","MOBOT","3345810","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","H. Robinson",NA,NA,NA,"Gert G. Hatschbach|O.S. Ribas","1988",NA,NA,"Brazil",NA,"Col. Soa Judas Tadeu (mun. Gurapuava).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 51898","South America","Paraná",NA,NA,NA,NA,NA,NA,NA
"98","2008-05-27 22:02:00-03","MO","MOBOT","3345878","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.","H. Robinson",NA,NA,NA,"Rosa Degen","1989",NA,NA,"Paraguay",NA,"A 100 m. del desrio que na a llera Colombia.","-57.28333","-25.16666",NA,NA,NA,NA,NA,NA,NA,NA,"Degen 1389","South America","Cordillera",NA,NA,NA,NA,NA,NA,NA
"99","2009-07-17 07:39:00-03","MO","MOBOT","3345904","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.",NA,NA,NA,NA,"Émile Hassler",NA,NA,NA,"Paraguay",NA,"Regio lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 11529","South America",NA,NA,NA,NA,NA,NA,NA,NA
"100","2009-07-17 07:39:00-03","MO","MOBOT","3345933","PreservedSpecimen","Plantae","Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M. King & H. Rob.",NA,NA,NA,NA,"Émile Hassler","1913",NA,NA,"Paraguay",NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 11529","South America",NA,NA,NA,NA,NA,NA,NA,NA
