"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","scientificNameAuthorship","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"526","2008-05-27 22:02:00-03","MO","MOBOT","2803030","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Nur Ritter","Ritter 1999","1995","5","7","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Andrés Ibáñez","Area behind the botanical garden.",NA,NA,"450.00000000",NA,"Planch.",NA,"N. Ritter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","2009-11-13 07:13:00-02","MO","MOBOT","2803105","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","B. Luschnath","Luschnath s.n.","1831",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planch.",NA,"R.L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","2012-12-14 16:41:00-02","MO","MOBOT","2803178","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Rafael Lao M.|José Rios T.","Lao Magin 1681","1975","5","9","South America","Peru",NA,NA,NA,NA,"Ucayali",NA,NA,NA,"Carretera Pucallpa=-Lima  Federico Basadre Departamento de Loreto y Hudnuco .Km 56; en un pasto emonteado.","-74.9333333","-8.6166667","300.00000000",NA,"Planch.","500.00000000","R.L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"529","2008-05-27 22:02:00-03","MO","MOBOT","2803219","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Guillermo Klug","Klug 4090","1935","4",NA,"South America","Peru",NA,NA,NA,NA,"San Martín",NA,NA,NA,"Chazuta, Río Huallaga.",NA,NA,"260.00000000",NA,"Planch.",NA,"P.C. Standley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","2011-06-08 11:53:00-03","MO","MOBOT","2803262","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","José Schunke V.","Schunke Vigo 4101","1961","5","8","South America","Peru",NA,NA,NA,NA,"Junín",NA,NA,NA,"San Ramon. Huaman Samana.",NA,NA,"809.00000000",NA,"Planch.",NA,"A. Gentry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2013-02-22 05:41:00-03","MO","MOBOT","2803331","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Enrique Forero|L.F. Coêlho|L.G. Farias","Forero 6411","1968","7","20","South America","Brazil",NA,NA,NA,NA,"Amazonas",NA,NA,NA,"Km 242-246, vicinity of Campinas. Disturbed forest on terra firme.",NA,NA,NA,NA,"Planch.",NA,"S. Hill,G.T. Prance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","2009-07-13 12:30:00-03","MO","MOBOT","2803371","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Felix Woytkowski","Woytkowski 5570","1960","2","21","South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"In open place in the forest.",NA,NA,"1800.00000000",NA,"Planch.",NA,"A. Gentry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","2017-05-30 17:33:00-03","MO","MOBOT","2803437","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Roy F. Steinbach","Steinbach 792","1967","3","6","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,NA,"Buena Vista Prov. Ichilo.",NA,NA,"400.00000000",NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"534","2010-03-21 18:20:00-03","MO","MOBOT","2803564","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Charles M. Belshaw","Belshaw 3263","1937","8","17","South America","Peru",NA,NA,NA,NA,"San Martín",NA,NA,"San Martín","Valley of San Martin. Along Río Shilcayo 1-4 km northeast of Tarapoto.",NA,NA,"3048.00000000",NA,"Planch.",NA,"M> Bergseng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","2012-12-14 16:43:00-02","MO","MOBOT","2803790","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Rafael Lao M.|José Rios T.","Lao Magin 1681","1975","5","9","South America","Peru",NA,NA,NA,NA,"Ucayali",NA,NA,NA,"Carretera Pucalipa-Lima Federico Basadre Departamentos de Loreto y Huanuco.","-74.8166667","-8.4833333","300.00000000",NA,"Planch.","500.00000000","A. Gentry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"536","2008-05-27 22:02:00-03","MO","MOBOT","2803869","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","* SAPOSOA","SAPOSOA 5086","1958","7","8","South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"In open place.",NA,NA,"600.00000000",NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","2008-05-27 22:02:00-03","MO","MOBOT","2803982","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Stephan G. Beck","Beck 6496","1981",NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Andrés Ibáñez","Santa Cruz ca. 22 kms. hacia Ahapo (Sud). Chaparral abierto con cesped bajo.",NA,NA,"500.00000000",NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","2013-12-08 12:14:00-02","MO","MOBOT","2804802","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","G.J. Seijo","Seijo 3197","2004","4","4","South America","Argentina",NA,NA,NA,NA,"Corrientes",NA,NA,NA,"Bolivia, Santa Cruz, Nuflo de Chavez. Loc. 12 km Nw de San Ramón.",NA,NA,NA,NA,"Planch.",NA,"A. Schinini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","2009-07-13 12:30:00-03","MO","MOBOT","2804914","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Felix Woytkowski","Woytkowski 5505","1969","10","8","South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"In low, secondary forest.",NA,NA,"400.00000000",NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","2009-07-13 12:30:00-03","MO","MOBOT","2804941","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Felix Woytkowski","Woytkowski 5505","1959","10","8","South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"In low, secondary forest.",NA,NA,"400.00000000",NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","2020-03-23 18:05:00-03","MO","MOBOT","2805060","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Stephan G. Beck","Beck 1769","1979","7","16","South America","Bolivia",NA,NA,NA,NA,"La Paz",NA,NA,"Nor Yungas","Coroico 10 km. hacia Caranavi bajando directo al camino viejo.",NA,NA,"1100.00000000",NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"542","2011-08-31 12:58:00-03","MO","MOBOT","2805072","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Henry H. Rusby","Rusby 738","1886","5",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"Guanai.",NA,NA,"609.60000000",NA,"Planch.",NA,"Foster Catalogue Note File",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","2011-02-15 11:57:00-02","MO","MOBOT","2807397","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","R. Dominguez","Dominguez 5","1979",NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Pando",NA,NA,NA,"Cobija, cercanias del aeropuerto. Bosque húmedo tropical","-68.7780556","-11.0419444","280.00000000",NA,"Planch.",NA,"A. Araujo-Murakami (LPB), 06/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"544","2020-03-23 18:05:00-03","MO","MOBOT","2807538","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Stephan G. Beck","Beck 541","1979","3","12","South America","Bolivia",NA,NA,NA,NA,"La Paz",NA,NA,"Nor Yungas","Caranavi 28 kms hacia Coroico. Matorral seco sobre rocas.",NA,NA,"930.00000000",NA,"Planch.",NA,"R.L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"545","2008-05-27 22:02:00-03","MO","MOBOT","2807770","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Douglas C. Daly","Daly 6847","1991","6","2","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Mun. Brasiléia. Outskirts of the city, along Brasiléia-Assis Brasil road. Frequent in shrubby vegetation by roadside near fields. Also seen in Cobija, Bolivia.",NA,NA,NA,NA,"Planch.",NA,"J. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2011-09-01 10:49:00-03","MO","MOBOT","2818159","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","José Steinbach","Steinbach G. 6955","1925","3","4","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Sara","Orilla-montes, pampas-montes y desmontes, campos, region Buena Vista.",NA,NA,"450.00000000",NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"547","2020-07-22 11:23:00-03","MO","MOBOT","2841256","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Vania Torrez|C. Campos|A.S. Poma C.","Torrez Flores 9","2005","9","28","South America","Bolivia",NA,NA,NA,NA,"La Paz",NA,NA,"Franz Tamayo","Area Natural de Manejo Integrado, Azariamas. Vegetacion de ribera con Sapindus saponaria, Cordia alliodora y Baccharis sp. Orilla rio Tuichi.","-68.5438889","-14.3058333","688.00000000",NA,"Planch.",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-13",NA,"2"
"548","2011-06-08 12:20:00-03","MO","MOBOT","3074398","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Manuel Rimachi Y.","Rimachi Y. 7954","1985","8","2","South America","Peru",NA,NA,NA,NA,"San Martín",NA,NA,"San Martín","Dtto. Chazuta. Carretera del caserio de Shapaja a Chazuta, en terreno alto y arcillos con piedras.",NA,NA,"300.00000000",NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2019-01-25 04:35:00-02","MO","MOBOT","3112609","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Luis Valenzuela G.","Valenzuela Gamarra 5168","2005","2","23","South America","Peru",NA,NA,NA,NA,"Cusco",NA,NA,"Calca","Dist. Yanatile, Camino a Versalles, Bosque Secundario","-72.18333","-12.41666","1464.00000000",NA,"Planch.",NA,"John D. Mitchell (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8"
"550","2013-08-23 04:12:00-03","MO","MOBOT","3356940","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Oscar Colque","Colque 605","2006","5","2","South America","Bolivia",NA,NA,NA,NA,"Cochabamba",NA,NA,"Carrasco","Dist. 1, Sector Campamento Tigre, Sind. Villa Fatima. Bosque Amazonico de piedemonte, eventualmente intervenido por campesinos.","-64.27305","-17.36333","388.00000000",NA,"Planch.",NA,"J. Kallunki (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2008-05-27 22:02:00-03","MO","MOBOT","3403668","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Michael H. Nee","Nee 34561","1987","3","29","South America","Brazil",NA,NA,NA,NA,"Rondônia",NA,NA,NA,"Mixed tall and medium forst on hill, with coarse granitic rock outcrops and boulders, evidence of ground fires. Mun. Costa Marques, Ca. 5 km NW. of Cost Marques.","-64.23333","-12.41666","150.00000000",NA,"Planch.",NA,"J. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2014-04-21 12:05:00-03","MO","MOBOT","3405687","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Mario Saldias P.|Yaneth Roca","Saldias Paz 757","1989","9","24","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,NA,"La Miel. 17 km WSW (línea recta) del centro de Santa Cruz. Bosque subhùmedo tropical.","-63.35","-17.8","460.00000000",NA,"Planch.",NA,"M. Saldias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2014-01-22 12:19:00-02","MO","MOBOT","3407900","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Segundo Leiva G.|P. Chuna|J. Cadle","Leiva González 1305","1994",NA,NA,"South America","Peru",NA,NA,NA,NA,"Cajamarca",NA,NA,"Jaén","Ruta Huahuya-Tamborapa. Borde de carretera, con abuneantes arbustos.",NA,NA,NA,NA,"Planch.",NA,"J. R. Pirani. VII",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2008-07-15 11:26:00-03","MO","MOBOT","3469552","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Michael H. Nee","Nee 55128","2007","4","21","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Andrés Ibáñez","15.2 km (by road) NW of Urubó bridge over Río Piraí. Disturbed woodland, nearly flat, with Simarouba, a few Curatella americana, much Rhamnidium elaecarpum, Dilodendron bipinnatum. Soil sandy.","-63.2480555","-17.6647222","390.00000000",NA,"Planch.",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"555","2009-01-23 03:32:00-02","MO","MOBOT","3588732","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","WOOD","WOOD 10966","1996","4","13","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Ichilo",NA,NA,NA,"500.00000000",NA,"Planch.",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2013-01-28 05:13:00-02","MO","MOBOT","938197","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","René Guillén V.|Antony Jardim","Guillén Villarroel 1261","1994","4","11","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Velasco","Parque Nacional Noel Kempff Mercado. 15 km de los Fierros camino saliendo por El Encanto. Bosque alto con: Coriniana estrillensis, Pseudolmedia, Brosimun, Vochysia y Erisma. Sustraro duricosta Ferruginoso y latosol.","-60.78138","-14.63527","200.00000000",NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2008-05-27 22:02:00-03","MO","MOBOT","942276","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Timothy J. Killeen|S.N. Panfil|Luzmila Arroyo P.","Killeen 5250","1993","4","14","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Velasco","Parque Nacional Noel Kempff Mercado. Sector Sur. Campamento Las Gamas. Bosque húmedo con muchas epífitas. Arboles hasta 45 m de alto.","-60.38333","-14.8","850.00000000",NA,"Planch.",NA,"J. Kallunki (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","2012-03-18 05:12:00-03","MO","MOBOT","965233","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Fabiana Mamani M.","Mamani M. 600","1995","3","3","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Nuflo de Chavez","Area de estudio del proyecto BOLFOR, Las Trancas-95. Bosque semideciduo chiquitano. Colectas realizadas en la laja próximo al campamento.","-61.84638","-16.52027","450.00000000",NA,"Planch.",NA,"F. Mamani (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"559","2012-03-18 05:12:00-03","MO","MOBOT","965363","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Fabiana Mamani M.|Antony Jardim","Mamani M. 718","1995","4","2","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Nuflo de Chavez","Area de estudio del Proyecto BOLFOR, Las Trancas-95. Bosque semideciduo chiquitano, vegetación proximo al campamento.","-61.84638","-16.52027","450.00000000",NA,"Planch.",NA,"F. Mamani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9"
"560","2008-05-27 22:02:00-03","MO","MOBOT","2807761","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","G. Meyer","Meyer 356","1923",NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Beni",NA,NA,NA,"Cachuela Esperanza, Rio Beni. Tropical rainforest in gneiss zone.","-65.580278","-10.536667",NA,NA,"Planch.",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2008-05-27 22:02:00-03","MO","MOBOT","1196521","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","M. Menacho","Menacho Viruez 944","1996","4","24","South America","Bolivia",NA,NA,NA,NA,"Beni",NA,NA,"Gral. Ballivian","El Porvenir centro de operaciones de la E.B.B. Sabana estacionalmente inundada, con islas de bosques y termiteros.Suelos limoso a franco limoso. Proy. Efecto del Pastoreo Sobre la Diversidad Biologica de la E.B.B.","-66.30833","-14.63333","220.00000000",NA,"Planch.","230.00000000","M. Menacho (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"562","2016-11-15 05:15:00-02","MO","MOBOT","2803115","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 34761","1979",NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Beni",NA,NA,"Itenez","Magdalena.","-64.13333","-13.35",NA,NA,"Planch.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2008-08-07 03:32:00-03","MO","MOBOT","2807100","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Mónica Moraes","Moraes R. 164","1985",NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Beni",NA,NA,"Vaca Diez","Riberalta. Planta de Y.P.F.B.","-66.05","-11","220.00000000",NA,"Planch.",NA,"M. Moraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","2011-11-04 14:20:00-02","MO","MOBOT","2802649","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","peruvianum","Dictyoloma peruvianum","Mónica Moraes","Moraes R. 164","1985",NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Beni",NA,NA,"Vaca Diez","Riberalta. Planta de Y.P.F.B.","-66.05","-11","220.00000000",NA,"Planch.",NA,"M. Moraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"565","2013-11-27 10:16:00-02","MO","MOBOT","100310994","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","G.A. Parada|V.D. Rojas","Parada-Gutierrez 2493","2010","5","18","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Vallegrande","1 km en línea recta al NO San José del Yeso.","-63.7047222","-19.0036111","530.00000000",NA,"A. Juss.",NA,"G. A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-5",NA,"1"
"566","2013-11-27 10:14:00-02","MO","MOBOT","100370127","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","G.A. Parada|M. Betancur|Y. Inturias","Parada-Gutierrez 3129","2011","4","6","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Vallegrande","Camino de Algodonal a Masicurí.","-63.6969444","-19.01","542.00000000",NA,"A. Juss.",NA,"G. A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-31",NA,"1"
"567","2015-03-21 17:12:00-03","MO","MOBOT","100401507","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Rodolfo Vásquez|Rocío Rojas|R. Rivera","Vásquez Martínez 35739","2009","5","26","South America","Peru",NA,NA,NA,NA,"Pasco",NA,NA,"Oxapampa","Distrito Pozuzo. Carretera Pozuzo-Yanahuanca.","-75.5694445","-10.0386111","736.00000000",NA,"A. Juss.",NA,"J. Kallunki (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"619",NA,"7"
"568","2020-01-15 04:34:00-03","MO","MOBOT","100403002","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","G.A. Parada|Y. Inturias|Jehizon Terán|D. Soux","Parada-Gutierrez 3452","2011","7","26","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Vallegrande","Sobre el río Mosquera, cerca a la casa de Don Herman Ruedas.","-63.6072222","-18.74","595.00000000",NA,"A. Juss.",NA,"G. A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-44",NA,"1"
"569","2015-03-21 17:11:00-03","MO","MOBOT","100407447","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Rocío Rojas|Juan Perea|J.L. Mateo|César Rojas","Rojas Gonzáles 7332","2010","6","8","South America","Peru",NA,NA,NA,NA,"Pasco",NA,NA,"Oxapampa","Dist. Oxapampa. Localidad Alto Playa pampa. Proyecto Apícola.","-75.3516667","-10.7941666","1063.00000000",NA,"A. Juss.",NA,"J. Kallunki (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"4"
"570","2013-11-27 10:15:00-02","MO","MOBOT","100480888","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","G.A. Parada|Y. Inturias|M. Betancur|H. Fernandez|M.T. Martinez","Parada-Gutierrez 4442","2012","5","10","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"Vallegrande","Camino entre Mosquera-Petacas.","-63.6580556","-18.7027778","720.00000000",NA,"A. Juss.",NA,"G. A. Parada (USZ), 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-9",NA,"1"
"571","2014-09-17 05:30:00-03","MO","MOBOT","2804022","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","André M. Amorim|Sérgio C. de Sant'Ana|Jomar G. Jardim|Edgar B. dos Santos|José L. Hage","Amorim 1235","1993","4","14","South America","Brazil",NA,NA,NA,NA,"Bahia",NA,NA,NA,"Municipio de Una, Reserva Biológica do Mico-leáo (IBAMA). Entrada no km 46 da Rod. Ba-001 llhéus /Una. Regláo da Mata Higrófila Sul Baiana.","-39.0833333","-15.15",NA,NA,"A. Juss.",NA,"J. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"572","2008-05-27 22:02:00-03","MO","MOBOT","2804103","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Amorim","Amorim 2060","1997","6","18","South America","Brazil",NA,NA,NA,NA,"Bahia",NA,NA,NA,"Municípip de una, Reserva Biológica do Mico-leáo (IBAMA). Entrada no km 46 da Rod. BA-001 llhéus/Una Regláo da Mata Higrófila sul Baiana.",NA,NA,"2060.00000000",NA,"A. Juss.",NA,"J. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","2017-04-11 11:52:00-03","MO","MOBOT","3192738","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","J.G. Graham|José Schunke V.","Graham 522","1998","7","24","South America","Peru",NA,NA,NA,NA,"Ucayali",NA,NA,"Coronel Portillo","Distrito de Yarinacocha. Quebrada Maputay. Bosque secundario con abundante luz solar.","-74.56666","-8.35","200.00000000",NA,"A. Juss.",NA,"J. Kallunki (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","2012-03-30 12:30:00-03","MO","MOBOT","3400061","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Rosângela P. de Lyra","Lyra Lemos 1848","1991","4","19","South America","Brazil",NA,NA,NA,NA,"Bahia",NA,NA,NA,"Município de Boninal, estrada Seabra-Boninal, em frente ao povoado Bela Sobra. Caatinga com afloramento rochoso.",NA,NA,"40.00000000",NA,"A. Juss.",NA,"J.R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","2009-11-10 18:23:00-02","MO","MOBOT","3418849","PreservedSpecimen","Plantae","Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","Oswaldo Handro","Handro 569","1956","4","13","South America","Brazil",NA,NA,NA,NA,"São Paulo",NA,NA,NA,"Capital, nativa no Jardim Botanico, Parque do Estado.",NA,NA,NA,NA,"A. Juss.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","2020-08-31 09:09:48-03","INPA","INPA","98544","S","Plantae","Rutaceae","Dictyoloma","incanescens","Dictyoloma incanescens","Mattos Silva, LA da","825","1980","06","16","Southern America","Brasil",NA,NA,NA,"INPA0098544","Bahia","Dicotyledon Com-Clade","Sapindales","Porto Seguro","Km 17 no ramal para Vale Verde, com entrada no Povoado de Vera Cruz, situado no Km 41 da Rod. Porto Seguro/Eunápolis (Br-367)","-39.0647010803223","-16.4496994018555","80","INPA0098544 INPA0098544_e INPA0098544_e1","A.Juss.","80","M.; Groppo Junior, M","68835","auto",NA,NA,"2001","12",NA,NA,NA,NA,NA,NA
