"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","413454","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. M. Klein","1955","09","15","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"300","300","NY00413454","NY00413454_01","Morro da Ressacada, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637405' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1577","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","413447","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","G. G. Hatschbach","1966","08","04","Brazil","Paraná","Quatro Barras","-48.909237","-25.347215",NA,NA,"1200","1200","NY00413447","NY00413447_01","Encosta Morro Mae Catira","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637402' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","413445","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. Reitz","1956","08","16","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"550","550","NY00413445","NY00413445_01","Hôrto Florestal I.N.P., Ibirama","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637413' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"3605","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","413450","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. Reitz","1954","07","02","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"150","150","NY00413450","NY00413450_01","Morro da Fazenda, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637416' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1920","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","413452","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. M. Klein","1955","10","14","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"340","340","NY00413452","NY00413452_01","Morro da Ressacada, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637403' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1678","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","413470","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","X. Cornejo","R. Negrelle","1993","08","21","Brazil","Santa Catarina","Itapoá","-48.65","-26.15",NA,NA,NA,NA,"NY00413470","NY00413470_01","Reserva Volta Velha","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278699' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"A904","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","413444","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","P. K. H. Dusén","1915","08","18","Brazil","Paraná","Paranaguá","-48.62","-25.57",NA,NA,NA,NA,"NY00413444","NY00413444_01","Alexandra","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637421' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"17127","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","413436","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","G. G. Hatschbach","1969","07","03","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,NA,NA,"NY00413436","NY00413436_01","S. Sebastiao","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637417' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"21886","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","413456","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. M. Klein","1954","07","18","Brazil","Santa Catarina","Itajaí","-48.941177","-26.748537",NA,NA,"450","450","NY00413456","NY00413456_01","Braço Joaquim, Luis Alves, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637407' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1974","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","413437","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. Reitz","1954","07","18","Brazil","Santa Catarina","Itajaí","-48.941177","-26.748537",NA,NA,"450","450","NY00413437","NY00413437_01","Braço Joaquim, Luis Alves, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637414' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1974","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","413443","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","P. K. H. Dusén","1910","09","01","Brazil","Paraná","Ipiranga","-50.5842","-25.0242",NA,NA,NA,NA,"NY00413443","NY00413443_01","Desvio Ipiranga","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637420' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"10165","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","413435","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. M. Klein","1955","07","26","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"15","15","NY00413435","NY00413435_01","Cunhas, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637399' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1468","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","413439","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. Reitz","1957","10","10","Brazil","Santa Catarina","Vidal Ramos","-49.3556","-27.3919",NA,NA,"750","750","NY00413439","NY00413439_01","Sabiá, Vidal Ramos","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637419' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"5101","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","413438","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. Reitz","1956","08","02","Brazil","Santa Catarina","Palhoça","-48.694057","-27.77489",NA,NA,"300","300","NY00413438","NY00413438_01","Piloes, Palhoça","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637412' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"3555","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","413433","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","G. G. Hatschbach","1966","08","12","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,NA,NA,"NY00413433","NY00413433_01","Col. S. Andrade","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637410' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"a","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","413455","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. M. Klein","1954","07","02","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"150","150","NY00413455","NY00413455_01","Morro da Fazenda, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637406' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1920","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","413453","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. M. Klein","1955","08","12","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"150","150","NY00413453","NY00413453_01","Morro da Ressacada, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637404' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1529","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","413434","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. M. Klein","1955","09","09","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"300","300","NY00413434","NY00413434_01","Morro da Fazenda, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637398' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1559","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","413451","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","P. K. H. Dusén","1915","08","18","Brazil","Paraná","Paranaguá","-48.62","-25.57",NA,NA,NA,NA,"NY00413451","NY00413451_01","Alexandra","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637422' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"17127","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","413449","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","G. G. Hatschbach","1985","07","30","Brazil","Paraná","Cerro Azul","-49.2608","-24.8236",NA,NA,NA,NA,"NY00413449","NY00413449_01","Cab. Rio do Tigre","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637418' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"49534","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","413442","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. M. Klein","1955","07","26","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"15","15","NY00413442","NY00413442_01","Cunhas, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637415' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1468","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","413448","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. Reitz","1957","08","24","Brazil","Santa Catarina","Sao Francisco do Sul","-48.6381","-26.2433",NA,NA,"10","10","NY00413448","NY00413448_01","Mina Velha, S. Francisco do Sul","Voucher for wood samples deposited at Syracuse Universities <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637411' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"4041","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","413446","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","A. F. M. Glaziou","1891","07","06","Brazil","Rio de Janeiro","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,"NY00413446","NY00413446_01","Alto Macahé","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637409' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"18360","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","413440","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","P. S. Green","R. M. Klein","1955","08","26","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"10","10","NY00413440","NY00413440_01","Cunhas, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637400' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1544","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01198665","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","X. Cornejo","A. M. Amorim","2006","09","16","Brazil","Bahia","Camacan","-39.5653","-15.3917",NA,NA,"850","1051","NY01198665",NA,"RPPN Serra Bonita. 9,7 km de Camacan na estrada para Jacareci. Daí 6 km SW na estrada para a RPPN e torre da Embratel","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411568' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"6295","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1016826","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","G. G. Hatschbach","J. M. Silva","2000","08","02","Brazil","Paraná","Curitiba","-49.2731","-25.4281",NA,NA,NA,NA,"NY01016826","NY01016826_01","Jardim Botânico Municipal.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193494' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"3210","Magnoliophyta","Lamiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","39607","PreservedSpecimen","Plantae","Oleaceae","Linociera","mandioccana","Linociera mandioccana","Eichler",NA,"L. Riedel","1824",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00039607","NY00039607_01","Brasilia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=398401' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"s.n.","Magnoliophyta","Lamiales","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","27173","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","Andrade, S.F.","Chagas, F.","1991","07","31","Brasil","Paraná","Telêmaco Borba",NA,NA,"9999","9999",NA,NA,"BOTU027173",NA,NA,NA,"1999",NA,NA,"01569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-13 09:20:27-03","UFRJ","RFA","10243","PreservedSpecimen","Plantae","Oleaceae","Linociera","mandioccana","Linociera mandioccana","Eichler","G.G. Hatschbach","G.G. Hatschbach","1969","07","03","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"RFA47316",NA,"São Sebastião","Arvoreta 7 m de altura; tronco 20 cm diâmetro; flor creme-esverdeada","1970",NA,NA,"21886",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"40","2020-06-29 11:31:45-03","UFRJ","RFA","6542","PreservedSpecimen","Plantae","Oleaceae","Linociera","mandioccana","Linociera mandioccana","Eichler","L.B. Smith","R.M. Klein","1955","08","26","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"10","10","RFA47319",NA,"Cunhas","Árvore 10 m de altura; flor verde-clara","1958",NA,NA,"1544",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA
"41","2020-06-29 11:31:45-03","UFRJ","RFA","6586","PreservedSpecimen","Plantae","Oleaceae","Linociera","mandioccana","Linociera mandioccana","Eichler","L.B. Smith","R.M. Klein","1955","09","09","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"300","300","RFA47318",NA,"Morro da Fazenda","Arvoreta 8 m de altura, flor amarelada","1958",NA,NA,"1559",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA
"42","2020-11-24 17:10:56-03","UTFPR","DVPR","2848","PreservedSpecimen","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green","Vieira, AOS; Andrade, SF","Chagas-Silva, F","1991","07","31","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"DVPR002848",NA,"Fazenda Monte Alegre","Árvore 12m, botões florais e flores esverdeados, pouco frequente.","1999",NA,NA,"1569","Magnoliophyta",NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA
"43","2019-12-04 15:25:33-03","PUCPR","HUCP","19227","S","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green.","Selusniaki, M","Selusniaki, M","2006","03","15","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"HUCP00015474","HUCP00015474","Pico Paraná",NA,NA,NA,NA,"1130","Eudicotiledonea",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"44","2019-12-04 15:25:33-03","PUCPR","HUCP","7383","S","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green.","Hatschbach, GG","Silva, JM; Poliquesi, CB","1994","09","01","Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"HUCP00015506","HUCP00015506","Rio Capivari",NA,NA,NA,NA,"1382","Eudicotiledonea",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"45","2019-12-04 15:25:33-03","PUCPR","HUCP","18219","S","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green.","Selusniaki, M","Selusniaki, M; Beltrami, L","2006","05","20","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00015821","HUCP00015821","Bosque Boa Vista",NA,"2007",NA,NA,"1088","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"46","2019-12-04 15:25:33-03","PUCPR","HUCP","21095","S","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green.","Selusniaki, M","Selusniaki, M","2006","07","22","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00015526","HUCP00015526","Bosque Boa Vista",NA,NA,NA,NA,"2613","Eudicotiledonea",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"47","2019-12-04 15:25:33-03","PUCPR","HUCP","12404","S","Plantae","Oleaceae","Chionanthus","filiformis","Chionanthus filiformis","(Vell.) P.S.Green.","Vieira, AOS","Cervi, AC","1985","10","04","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"HUCP00015878","HUCP00015878","Parque Estadual de Vila Velha","Nº 33988.",NA,NA,NA,"2328","Eudicotiledonea",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
