"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"23","2021-04-07 11:45:03-03","UFMS","CGMS","52638","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; A. Pott; J.S.V. Silva; M.M. Abdon; R.F. dos Santos","5050","2002","02","26",NA,"Brasil","Mato Grosso do Sul","Camapuã","Fazenda Nova Estância, estrada MS-142, 38Km de Camapuã, indo para Areado.","-54.2377777","-19.3411111",NA,"Flor amarela. Habitat: Vereda de buriti, em ponte, perturbado, 80cm de profundidade. Solo arenoso. Relevo plano, vale. Ocasional. Habito: Erva aquática submersa fixa.","CGMS1082605",NA,NA,NA,NA,NA,NA,"-54,2377777","-19,3411111",NA,NA,NA,NA,NA
"24","2021-04-07 11:45:03-03","UFMS","CGMS","50008","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; A. Pott","9173","2007","05","12",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Rio Sucuriú, ex-Fazenda Beira Rio, futura Usina Hidroelétrica (PCH) Alto Sucuriú, Distrito de Paraíso.","-52.9061111","-19.1880555",NA,"Flor amarela. Fruto imaturo verde. Nos veios d#?#água. Habitat: Campo úmido graminoso com veios d#?#água e buritis na mata de galeria do entorno. Solo arenoso coberto com muita matéria orgânica. Relevo plano em vale. Ocasional. Habito: E","CGMS1079993",NA,"442","442","2007","05","13","-52,9061111","-19,1880555",NA,NA,NA,NA,NA
"25","2021-04-07 11:45:03-03","UFMS","CGMS","55462","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; S.N. Moreira","10829","2010","03","03",NA,"Brasil","Mato Grosso do Sul","Maracaju","Usina de Álcool TONON Bioenergia LTDA - Unidade Vista Alegre, Corrégo Passa Cinco.","-55.5630556","-21.7672223",NA,"Flor ausente. Fruto verde. Habitat: Jusante de córrego. Solo argiloso. Relevo plano. Ocasional. Habito: Erva aquática submersa fixa.","CGMS1085432",NA,"550","550","2010","03","14","-55,5630556","-21,7672223",NA,NA,NA,NA,NA
"26","2021-04-07 11:45:03-03","UFMS","CGMS","59052","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; A. Pott","10573","2009","08","15",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul","Pequena Central Hidroelétrica (PCH), Alto Sucuriú, Paraíso das Águas.","-52.9294445","-19.1827778",NA,"Flor amarela. Fruto verde, imaturo. Habitat: Lago de hidroelétrica. Solo arenoso. Relevo plano. Habito: Erva aquática submersa fixa. Mancha ocasional.","CGMS1088964",NA,"450","450","2009","08","15","-52,9294445","-19,1827778",NA,NA,NA,NA,NA
"27","2021-04-07 11:45:03-03","UFMS","CGMS","52688","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; A. Pott","5243","2002","03","05",NA,"Brasil","Mato Grosso do Sul","Camapuã","Fazenda Carandá, estrada MS-142, a 30Km de Camapuã.","-54.1613889","-19.3163889",NA,"Flor amarela. Habitat: Córrego 1,2m de profundidade. Solo areno-siltoso. Relevo vale. Esparsa. Habito: Erva aquática submersa.","CGMS1082654",NA,NA,NA,NA,NA,NA,"-54,1613889","-19,3163889",NA,NA,NA,NA,NA
"28","2021-04-07 11:45:03-03","UFMS","CGMS","6662","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; G.A. damasceno Jr.; A. Catella; V. Ferreira","3482","1998","08","25",NA,"Brasil","Mato Grosso do Sul","Rio Negro","Entre Corguinho e Rio Negro (11 km), MS 080. Açude em vereda de Buriti. 1.5-2 M Prof. Proximo a pastagem cultivada.","-54.9930555","-19.5388889",NA,"Flor emergente amarela.Pétalas de cerca de 3-4cm. Frequente. Presença de Hydrocleys nymphoides na borda e buriti morto no centro do açude. Habitat: Solo argiloso, relevo levemente inclinado. Habito: Erva aquática submersa fixa.","CGMS1018415",NA,NA,NA,NA,NA,NA,"-54,9930555","-19,5388889",NA,NA,NA,NA,NA
"29","2021-04-07 11:45:03-03","UFMS","CGMS","65756","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","A. Pott","16997","2015","11","09",NA,"Brasil","Mato Grosso do Sul","Jateí","Rio Corupaí, Parque Estadual das Várzeas do Rio Ivinhema.","-53.7180556","-22.9366666",NA,"Flor amarela. Fruto verde. Habitat: Borda interna de pequeno rio de água transparente. Solo siltoso, hidromórfico. Relevo plano deprimido. Habito: Erva aquática. Esparsa.","CGMS1098717",NA,"242","242","2015","11","09","-53,7180556","-22,9366666",NA,NA,NA,NA,NA
"30","2021-04-07 11:45:03-03","UFMS","CGMS","13560","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.",NA,"V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6897","2004","04","01",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Rio Sucuriú próximo à cidade, acima das cachoeiras próximas à ponte.","-53.1238889","-18.5497222",NA,"Flor ausente. Fruto ausente. Habitat: Rio com corredeiras e cascatas. Solo rocha. Relevo inclinado. Habito: Presa às rochas. Frequente.","CGMS1043002",NA,NA,NA,NA,NA,NA,"-53,1238889","-18,5497222",NA,NA,NA,NA,NA
"31","2021-04-07 11:45:03-03","UFMS","CGMS","52689","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; A. Pott; A.L.B. Sartori; L.C.P. Lima","5354","2002","04","20",NA,"Brasil","Mato Grosso do Sul","Nova Andradina","Rodovia MS-134, Km161, Córrego Bernardo, próximo a ponte.","-53.4483333","-22.3241667",NA,"Flor amarela. Habitat: Córrego com 20-50cm de profundidade. Solo argiloso com matéria orgânica. Relevo plano. Dominante. Habito: Erva aquática submersa fixa.","CGMS1082655",NA,NA,NA,NA,NA,NA,"-53,4483333","-22,3241667",NA,NA,NA,NA,NA
"32","2021-04-07 11:45:03-03","UFMS","CGMS","44397","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; L.C.P. Lima; A. Pott","5877","2002","09","18",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Córrego Piraputanga, estrada Figueirão a Alcinópolis.","-53.6388889","-18.5702778",NA,"Flor amarela. Fruto imaturo verde. Habitat: Córrego, próximo à pontilhão, profundidade 80-90 cm. Solo areno-siltoso. Relevo plano. Habito: Erva aquática submersa, fixa. Mancha ocasional.","CGMS1074364",NA,"350","350",NA,NA,NA,"-53,6388889","-18,5702778",NA,NA,NA,NA,NA
"33","2021-04-07 11:45:03-03","UFMS","CGMS","40730","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","A. Pott","A. Ferraro; A. Guerra; B. Ferreira","120","2013","10","01",NA,"Brasil","Mato Grosso do Sul","Corguinho","Serra de Maracaju, borda leste do Pantanal. Distrito de Taboco. Fazenda Colorado.","-56.1736111","-19.7225",NA,"Flor ausente. Habitat: Vereda Habito: Erva.","CGMS1070721",NA,NA,NA,"2013","10","01","-56,1736111","-19,7225",NA,NA,NA,NA,NA
"34","2021-04-07 11:45:03-03","UFMS","CGMS","14785","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.",NA,"V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino Jr.","7367","2004","11","15",NA,"Brasil","Mato Grosso do Sul","Paranaíba","Rodovia BR-483, 5 km da ponte do Rio Aporé, divisa MS/GO (Córrego Enterrado).","-51.0691667","-19.2947222",NA,"Flor amarela. Habitat: Brejo de nascente ao longo de córrego com buriti (Mauritia flexuosa) e subarbustos. Solo arenoso com matéria orgânica. Relevo levemente inclinado. Habito: Erva aquática submersa fixa. Frequente.","CGMS1044270",NA,"340","340",NA,NA,NA,"-51,0691667","-19,2947222",NA,NA,NA,NA,NA
"35","2021-04-07 11:45:03-03","UFMS","CGMS","14744","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino Jr.","7325","2004","11","13",NA,"Brasil","Mato Grosso do Sul","Inocência","Córrego Morgado, próximo à ponte.","-51.6008333","-19.8511111",NA,"Flor amarela. Habitat: Córrego com 0,5 a 3 m de largura; 10-40 cm de profundidade com Vereda em Cerrado. Solo hidromórfico. Relevo plano. Habito: Erva aquática submersa fixa. Frequente.","CGMS1044228",NA,"400","400",NA,NA,NA,"-51,6008333","-19,8511111",NA,NA,NA,NA,NA
"36","2021-04-07 11:45:03-03","UFMS","CGMS","55422","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; A. Pott","11030","2011","02","11",NA,"Brasil","Mato Grosso do Sul","Inocência","Fazenda Buriti, ao longo do Córrego São Pedro.","-54.1288889","-20.0272223",NA,"Flor amarela. Fruto verde, imaturo.Planta vermelha acastanhada; Profundidade: 30-40 cm, em água corrente. Habitat: Brejo arbustivo, alagável, antropizado ao longo de estrada, com buriti. Solo arenoso. Relevo plano. Habito: Erva aquát","CGMS1085391",NA,"315","315","2011","02","11","-54,1288889","-20,0272223",NA,NA,NA,NA,NA
"37","2021-04-07 11:45:03-03","UFMS","CGMS","13657","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","7001","2004","04","07",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul","Fazenda Pedra Branca, lagoinha, próximo ao Rio Sucuriú.","-52.7836111","-19.2572222",NA,"Flor amarela. Fruto imaturo verde. Habitat: Lagoa permanente em buritizal e mata de galeria, profundidade 1,0-1,5 m. Solo argiloso. Relevo plano. Habito: Erva aquática submersa fixa. Frequente. 80-90 cm de altura.","CGMS1043109",NA,"430","430","2004","04","13","-52,7836111","-19,2572222",NA,NA,NA,NA,NA
"38","2021-04-07 11:45:03-03","UFMS","CGMS","14694","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino Jr.","7270","2004","11","09",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Mimoso, lagoa.","-52.9866666","-19.0691667",NA,"Flor amarela. Habitat: Lagoa represada ao longo de estrada em córrego, em encosta. Solo areno-argiloso. Relevo plano. Habito: Erva aquática submersa fixa. Frequente.","CGMS1044177",NA,"460","460",NA,NA,NA,"-52,9866666","-19,0691667",NA,NA,NA,NA,NA
"39","2021-04-07 11:45:03-03","UFMS","CGMS","52639","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","V.J. Pott; A. Pott; R. Tsuji","7542","2005","03","13",NA,"Brasil","Mato Grosso do Sul","Rio Negro","Rodovia MS-080, 11 Km SE de Rio Negro.","-54.9991666","-19.5391666",NA,"Flor amarela. Fruto imaturo verde. Habitat: Açude em córrego c/ buriti (Mauritia). Solo areno-siltoso. Relevo vale em ondulado. Esparsa. Habito: Erva aquática submersa fixa.","CGMS1082606",NA,"340","340",NA,NA,NA,"-54,9991666","-19,5391666",NA,NA,NA,NA,NA
"40","2021-04-07 11:45:03-03","UFMS","CGMS","16747","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","J.M. Longo; C. Aoki; S. Boff","163","2004","04","19",NA,"Brasil","Goiás","Itajá","Baixo Aporé.","-51.5443992614746","-19.0674991607666",NA,"Flor amarela. Visitantes: moscas.","CGMS1046047",NA,NA,NA,"2004","07","01",NA,NA,NA,"85586","auto",NA,NA
"41","2021-04-07 11:45:03-03","UFMS","CGMS","52637","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.",NA,"A. Pott; J.F.M. Valls; A.L.B. Sartori; S. Aragaki","9174","2001","06","27",NA,"Brasil","Mato Grosso do Sul","Camapuã","Córrego São Domingos, rodovia BR-060 Km entre Camapuã e Chapadão do Sul.","-54.0438995361328","-19.531400680542",NA,"Flor amarela. Flor submersa, com pétalas enxutas ao ser retirada da água. Habitat: Córrego transparente em vereda de cerrado. Solo areno-argiloso. Relevo vale. Mancha ocasional. Habito: Erva aquática submersa.","CGMS1082604",NA,NA,NA,NA,NA,NA,NA,NA,NA,"123887","auto",NA,NA
"42","2021-03-01 16:19:53-03","UNICAMP","UEC","51023","S","Plantae","Liliopsida",NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","Aona, LYS","Alvarenga, D","101","1988","10","10",NA,"Brazil","Minas Gerais","Formoso","Fazenda Matinha","-46.2318992614746","-14.9467000961304",NA,"Planta aquática fixada no chão; frutos de cor verde. Córrego matinha.","UEC056198","UEC056198","760","760","2000","01",NA,NA,NA,NA,"79140","auto",NA,NA
