"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","424142","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(G.Planch.) Walp.","T. M. Pedersen","G. G. Hatschbach","26625","1971","04","07","South America","Brazil","Paraná","Tijucas do Sul","Ribeirao do Taboado","-49.1989","-25.9283","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424142","NY00424142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2016-09-27 13:14:00-03","NY","NYBG","424143","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis",NA,NA,"E. Hassler","4472",NA,NA,NA,"South America","Paraguay",NA,NA,"Sierra de Maracayú",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","910893","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(G.Planch.) Walp.","Urmi; L. Cook","A. Macedo","2175","1950","02","28","South America","Brazil","Goiás","Jataí","Queixada","-51.7142","-17.8817","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910893","NY00910893_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","910892","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(G.Planch.) Walp.",NA,"R. R. de Santos","R.1741","1968","06","12","South America","Brazil","Mato Grosso","Ribeirão Cascalheira","Rio Suiazinha (approx. 290 km N. of Xavantina)","-51.8242","-12.9419","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910892","NY00910892_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","910894","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(G.Planch.) Walp.","C. D. K. Cook","H. S. Irwin","23250","1969","02","13","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 35 km N.E. of Francisco Sá, on road to Salinas","-43.21845","-16.40385","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910894","NY00910894_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","424141","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(G.Planch.) Walp.","G. G. Hatschbach","R. Kummrow","1210","1978","11","14","South America","Brazil","Paraná","Tijucas do Sul","Campina","-49.1989","-25.9283","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424141","NY00424141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-09-10 21:43:08-03","UNEMAT","TANG","1982","S","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","Abdo, MSA","Abdo, MSA","143","2012","09","27",NA,"Brasil","Mato Grosso","VBS Trindade","Baía Tristão, Proximo a conexão com o rio Guaporé.","-60.013817","-14.820811",NA,NA,"TANG000001982",NA,"193","193","2012","10","10","-60.013817","-14.820811",NA,NA,NA,NA,NA
"8","2016-10-18 16:25:33-02","UNEMAT","TANG","1848","S","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","Abdo, MSA","Abdo, MSA","134","2012","09","04",NA,"Brasil","Mato Grosso","VBS Trindade","Rio Barbado, àguas escuras (chá) e com grande presença de várias espécies de macrófitas.","-60.042906","-15.510694",NA,NA,"TANG000001848",NA,"210","210","2012","10","10","-60.042906","-15.510694",NA,NA,NA,NA,NA
"9","2016-10-18 16:25:33-02","UNEMAT","TANG","1826","S","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","Abdo, MSA","Abdo, MSA","118","2012","06","29",NA,"Brasil","Mato Grosso","VBS Trindade","Rio Guaporé, Rio Guaporé- banco de areia submerso","-60.013817","-14.820811",NA,NA,"TANG000001826",NA,NA,NA,"2012","07","05","-60.013817","-14.820811",NA,NA,NA,NA,NA
"10","2020-11-26 18:08:31-03","CPAN-UFMS","COR","5803","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J.Pott","V.J.Pott et al.; A. D. Junior.; A. Catella & V. Ferreira.","3482","1998","08","25",NA,"Brasil","Mato Grosso do Sul","Rio Negro","Entre Corguinho e Rio Negro. Açude em vereda de Buriti, 1,5-2m profundidade, próx. a pastagem cultivada.; Argiloso; levemente inclinado.","-54.993333","-19.538889",NA,"Flor emergente c/ pétalas de 3-4cm.; Com Flor: Amarela Habito: Erva aquática submersa fixa.",NA,NA,NA,NA,NA,NA,NA,"54º59'36''W","19º32'20''S",NA,NA,NA,NA,NA
"11","2020-02-08 08:43:19-03","NBC","NL-BOTANY","U.1350362","PreservedSpecimen","Plantae",NA,"Alismatales","Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.",NA,"Santos RR de; Souza R",NA,"1968","06","12","Southern America","Brazil",NA,NA,"Flora of Mato Grosso. Rio Suiazinha (approx. 290 km N. of Xavantina).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1350362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1350362","NL-U1350362",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"12","2020-02-08 08:43:19-03","NBC","NL-BOTANY","WAG.1699714","PreservedSpecimen","Plantae",NA,"Alismatales","Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.",NA,"Hatschbach GG",NA,"1971","04","07","Southern America","Brazil",NA,NA,"Ribeirao de Taboado (mun. Tijucas do Sul) Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1699714 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1699714","NL-WAG1699714",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"13","2021-01-14 15:31:11-03","MN","R","209112","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","Koehler, S.","Bove, C.P. 191; Morreyjones, J. & Koehler, S.",NA,"1997","05","27",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"R010069986,R010069987","R010069986 R010069987",NA,NA,"1997","12","17",NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:31:11-03","MN","R","209113","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","Lourenço, A.R.","Bove, C.P. 556; Gil, A. & Moreira, C.B.",NA,"1999","11","12",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"R010069988","R010069988",NA,NA,"2019","01","04",NA,NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:31:11-03","MN","R","209114","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","Lourenço, A.R.","Bove, C.P. 503; Gil, A. & Moreira, C.B.",NA,"1999","11","11",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"R010069989,R010069990","R010069989 R010069989_1 R010069990",NA,NA,"2019","01","04",NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:31:11-03","MN","R","215782","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","Lourenço, A.R.","Souza, A. 1332; Silva, J.G. 1513 & Costa, J.A.F. 1094",NA,"1985","07","13",NA,"Brasil","Mato Grosso","Vila Bela da S.S. Trindade","Rio Guaporé",NA,NA,NA,NA,"R010069991,R010069992,R010069993,R010069994","R010069991 R010069992 R010069993 R010069994",NA,NA,"2019","01","04",NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:31:11-03","MN","R","215914","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","Lourenço, A.R.","Bove, C.P. 551; Gil, A. & Moreira, C.B.",NA,"1999","11","12",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"R010069995,R010069996","R010069995 R010069996",NA,NA,"2019","01","04",NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:31:11-03","MN","R","215915","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","Lourenço, A.R.","Bove, C.P. 239; Lisbôa, R.M. & Koehler, S.",NA,"1997","10","09",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"R010069997,R010069998,R010069999","R010069997 R010069998 R010069999",NA,NA,"2019","01","04",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-19 10:23:57-03","CPAP","CPAP","17115","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V. J. Pott","Pott, V. J.","3482","1998","08","25",NA,"Brasil","MS","Rio Negro","Entre Corguinho e Rio Negro (11 km), MS-080","-54.993333","-19.538889",NA,"Erva aquática submersa fixa, com flor emergente. FLOR: amarela. Pétalas de cerca de 3-4 cm. apenas a flor emersa. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Acude em vereda de buriti, 1.5-2 m profundidade, próximo a pastagem cultivada. Presen",NA,NA,NA,NA,"1998","10",NA,"54°59'36'' W","19°32'20'' S",NA,NA,NA,NA,NA
"20","2020-11-19 10:23:57-03","CPAP","CPAP","22125","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V. J. Pott","Pott, V. J.","5354","2002","04","20",NA,"Brasil","MS","Nova Andradina","Rodovia MS-134, Km 161, Córrego Bernardo, próximo a ponte.","-53.448417","-22.32325",NA,"Erva aquática submersa fixa com flor amarela. Córrego com 20-50cm de profundidade. Solo: argiloso. com matéria orgânica. Relevo: plano.",NA,NA,NA,NA,"2002","04",NA,"53°26'54,3 W","22°19'23,7 S",NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008320","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","R. R. Haynes, 2003","G. Hatschbach; J. M. Silva, F. Deodato","65640","1996","11","17",NA,"Brazil","Mato Grosso",NA,"Rio Guapore, proximo a barra do Rio Sarare (Mun. Vila Bela da Sma. Trindade).","-59.95","-15",NA,"Petalas creme, base mais escura, ginostemio vinoso, folhas flutuantes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-07 11:45:03-03","UFMS","CGMS","14305","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Ottelia","brasiliensis","Ottelia brasiliensis","(Planch.) Walp.","V.J. Pott","A. Sciamarelli; F.G. Kuhn; C.S.C. Arruda.","1915","2004","04","21",NA,"Brasil","Mato Grosso do Sul","Inocência",NA,"-51.8811111","-19.5686111",NA,"Planta apresentando fase de floração. Heliófita. Hidrófita. Higrófita. Habitat: Relevo ondulado sem drenagem. Habito: Erva.","CGMS1043774",NA,NA,NA,"2005","05","30","-51,8811111","-19,5686111",NA,NA,NA,NA,NA
