"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"48","2019-10-09 11:12:16-03","UFBA","ALCB","105630","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Guedes, ML; et al.","19851","2012","05","19","Southern America","Brasil","Bahia","Lauro de Freitas","Região Metropolitana Salvador, Prais do Flamengo- UNIDUNAS","-38.3","-12.883333",NA,NA,NA,"resinoso. Folhas coriáceas, discolores. Frutos cápsulas, vermelhas.","ALCB069276",NA,NA,NA,NA,NA,"-38.3","-12.883333","2012","07",NA,NA,NA,NA
"49","2019-10-09 11:12:16-03","UFBA","ALCB","106899","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Guedes, ML; Alunos da Disciplina BIO 043/2012","20274","2012","11","30","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, UNIDUNAS","-38.5","-12.966667",NA,NA,NA,"Folhas aromáticas, coriáceas, discolores. Inflorescência axilares. Flores esverdeadas. Frutos imaturos verdes.","ALCB069293",NA,NA,NA,NA,NA,"-38.5","-12.966667","2012","11",NA,NA,NA,NA
"50","2019-10-09 11:12:16-03","UFBA","ALCB","106915","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Guedes, ML; Gomes, FS","20229","2013","01","12","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Praia do Forte, fora da parcela","-38.0125","-12.576667",NA,NA,NA,"de ca 6 m de altura. Folhas coriáceas, discolores, aromáticas. Frutos imaturos verdes e maduros vermelhos.","ALCB069278",NA,NA,NA,NA,NA,"-38.0125","-12.576667","2013","01",NA,NA,NA,NA
"51","2019-10-09 11:12:16-03","UFBA","ALCB","109745","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Oliveira, DSC de","Oliveira, DSC de; Mattos Andrade, PE de; Duplat, VS; Guedes, ML","119","2012","11","06","Southern America","Brasil","Bahia","Salvador",NA,"-38.5","-12.983333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-38.5","-12.983333","2013","03",NA,NA,NA,NA
"52","2019-10-09 11:12:16-03","UFBA","ALCB","113800","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Guedes, ML; Carmo, ALO; Alunos de Botânica BIOC05; Fernandes, I; Costa, TF","21537","2014","04","26","Southern America","Brasil","Bahia","Camaçari","Diogo.","-37.6","-11.8",NA,NA,NA,"Folhas unifolioladas, coriáceas, discolores. Frutos imaturos, aromáticos.","ALCB069297",NA,NA,NA,NA,NA,"-37.6","-11.8","2014","05",NA,NA,NA,NA
"53","2019-10-09 11:12:16-03","UFBA","ALCB","111901","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Guedes, ML; Gomes, FS; Costa, TF","21073","2013","12","17","Southern America","Brasil","Bahia","Salvador","Região Metropolitana de Salvad, UNIDUNAS.","-38.336111","-12.936111",NA,NA,NA,"ca de 2m. folhas coriácias discolores. Inflorescência axilar, botões verdes e flores cremes. Frutos e cápsulas verdes","ALCB069295",NA,NA,NA,NA,NA,"-38.336111","-12.936111","2013","12",NA,NA,NA,NA
"54","2019-10-09 11:12:16-03","UFBA","ALCB","121548","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Guedes, ML; Costa, MA; Gomes, FS","23883","2015","08","08","Southern America","Brasil","Bahia","Jandaíra","Litoral Norte, Caminho para Coqueiros.","-37.783333","-11.55",NA,NA,NA,"de ca 4 m de altura. Folha unifoliolada, coriácea, discolores. Fruto vermelho.","ALCB003937","ALCB003937",NA,NA,NA,NA,"-37.783333","-11.55","2015","09",NA,NA,NA,NA
"55","2019-10-09 11:12:16-03","UFBA","ALCB","125519","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","24860","2016","05","29","Southern America","Brasil","Bahia","Conde","Litoral Norte, Barra do Tariri.","-37.6","-11.8",NA,NA,NA,"Folhas coriáceas, discolores, aromáticas. Frutos imaturos.","ALCB031099","ALCB031099",NA,NA,NA,NA,"-37.6","-11.8","2016","12",NA,NA,NA,NA
"56","2019-10-09 11:12:16-03","UFBA","ALCB","14227","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Lyra-Lemos, RP de; Duarte, EM; Santos, E","5447","2001","01","30","Southern America","Brasil","Alagoas","Marechal Deodoro","Dunas do cavalo Russo","-35.8","-9.783333",NA,NA,NA,"3 m. Resina cheirosa. Frutos imaturos.","ALCB069270",NA,NA,NA,NA,NA,"-35.8","-9.783333","2014","10","22",NA,NA,NA
"57","2021-02-08 21:31:56-03","UFBA","ALCB","15206","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Souza, Padre JP de","s/n","1976","03","21","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã.","-38.5","-12.966667",NA,NA,NA,NA,"ALCB069289",NA,NA,NA,NA,NA,"-38.5","-12.966667","2014","10",NA,NA,NA,NA
"58","2019-10-09 11:12:16-03","UFBA","ALCB","17729","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Guedes, ML","1049","1986","05","12","Southern America","Brasil","Bahia","Salvador","Dunas do aeroporto.","-38.5","-12.966667",NA,NA,NA,"Cerca de 1,5m de altura, folhas coriáceas discolores, glabra. Flores esverdeadas. Frutos maduros vermelhos.","ALCB069282",NA,NA,NA,NA,NA,"-38.5","-12.966667","2014","10",NA,NA,NA,NA
"59","2021-02-08 21:31:56-03","UFBA","ALCB","1898","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Costa, AL","s/n","1963","11","15","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã. Entre o aeroporto e Abaeté.","-38.5","-12.966667",NA,NA,NA,NA,"ALCB069269",NA,NA,NA,NA,NA,"-38.5","-12.966667","2014","10",NA,NA,NA,NA
"60","2019-10-09 11:12:16-03","UFBA","ALCB","1899","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Costa, AL","830","1961",NA,NA,"Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã.","-38.5","-12.966667",NA,NA,NA,NA,"ALCB069290",NA,NA,NA,NA,NA,"-38.5","-12.966667","2014","10",NA,NA,NA,NA
"61","2019-10-09 11:12:16-03","UFBA","ALCB","1900","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Costa, AW","834","1961",NA,NA,"Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã.","-38.5","-12.966667",NA,NA,NA,NA,"ALCB069288",NA,NA,NA,NA,NA,"-38.5","-12.966667","2014","10",NA,NA,NA,NA
"62","2021-02-08 21:31:56-03","UFBA","ALCB","19329","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Perdiz, R","Costa, AL","s/n","1975","01","02","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã.","-38.5","-12.966667",NA,NA,NA,NA,"ALCB069268",NA,NA,NA,NA,NA,"-38.5","-12.966667","2015",NA,NA,NA,NA,NA
"63","2019-10-09 11:12:16-03","UFBA","ALCB","19893","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Guedes, ML","1223","1986","12","18","Southern America","Brasil","Bahia","Salvador","Dunas do aeroporto.","-38.5","-12.966667",NA,NA,NA,"Cerca de 2m metros de altura. Folhas coriáceas. Frutos imaturos verdes.","ALCB069281",NA,NA,NA,NA,NA,"-38.5","-12.966667","2014","10",NA,NA,NA,NA
"64","2019-10-09 11:12:16-03","UFBA","ALCB","20192","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Guedes, ML","1337","1987","09","09","Southern America","Brasil","Bahia","Salvador","Dunas do aeroporto.","-38.5","-12.966667",NA,NA,NA,"Folhas coriáceas discolores, inflorescência de flores amareladas e singelas.","ALCB069280",NA,NA,NA,NA,NA,"-38.5","-12.966667","2014","10",NA,NA,NA,NA
"65","2021-02-08 21:31:56-03","UFBA","ALCB","20768","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Souza, Padre JP de; Faria, LSS","s/n","1978","11","06","Southern America","Brasil","Bahia","Salvador","Dunas das proximidades Itapoan/Aeroporto. Loteamento Alamedas da Praia.","-38.5","-12.966667",NA,NA,NA,NA,"ALCB069284",NA,NA,NA,NA,NA,"-38.5","-12.966667","2014","10",NA,NA,NA,NA
"66","2019-10-09 11:12:16-03","UFBA","ALCB","25491","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Perdiz, R","Hind, DJN; Guedes, ML","059","1992","02","20","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã e Lagoa de Abaeté.","-38.366667","-12.95",NA,NA,NA,"Cerca de 2,5m de altura. Odor adocicado, folhas levemente discolores. Frutos cor-de-vinho vermelho/marrom.","ALCB069267",NA,NA,NA,NA,NA,"-38.366667","-12.95","2015",NA,NA,NA,NA,NA
"67","2019-10-09 11:12:16-03","UFBA","ALCB","33829","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Carvalho, GM; Daneu, L; Gomes, LC; Paixão, JL da","393","2010","07","09","Southern America","Brasil","Bahia","Porto Seguro","RPPN Estação Veracel. Borda de Mussununga.","-39.25","-16.5","100","100",NA,"ca. 8m alt. Folhas discolores. Frutos maduros róseos.; Mussununga.","ALCB006997","ALCB006997",NA,NA,NA,NA,"-39.25","-16.5","2015","11",NA,NA,NA,NA
"68","2019-10-09 11:12:16-03","UFBA","ALCB","4271","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly",NA,"Fonseca, MR; Silva, MCR","61","2001","01","11","Southern America","Brasil","Bahia","Entre Rios","Massarandupió. Após o rio.","-37.89","-12.329167",NA,NA,NA,"4m. Caule com resina incolor, com odor forte e característico. Frutos imaturos avermelhados, ocasional.; Solos de areia branca.",NA,NA,NA,NA,NA,NA,"-37.89","-12.329167",NA,NA,NA,NA,NA,NA
"69","2019-10-09 11:12:16-03","UFBA","ALCB","48716","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Santana, DL; Neves, MF; Ribeiro, T; Saar, E; Nascimento, AFS","80","2000","05","11","Southern America","Brasil","Bahia","Conde","Barra do Itariri (farol). Área antropizada.","-37.6","-11.8",NA,NA,NA,"2m. Folhas coriáceas, discolores. Frutos imaturos verdes, maduros avermelhados.","ALCB069309",NA,NA,NA,NA,NA,"-37.6","-11.8","2000","08",NA,NA,NA,NA
"70","2019-10-09 11:12:16-03","UFBA","ALCB","52618","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly",NA,"Fonseca, MR; Silva, MCR","61","2001","01","11","Southern America","Brasil","Bahia","Entre Rios","Massarandupió. Após o rio.","-37.89","-12.329167",NA,NA,NA,"4m. Caule com resina incolor, com odor forte e característico. Frutos imaturos avermelhados, ocasional.; Solos de areia branca.","ALCB069312",NA,NA,NA,NA,NA,"-37.89","-12.329167",NA,NA,NA,NA,NA,NA
"71","2019-10-09 11:12:16-03","UFBA","ALCB","54330","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Guedes, ML","9234","2001","09","28","Southern America","Brasil","Bahia","Cairu","Baixo Sul","-39.033333","-13.483333",NA,NA,NA,"de ca. 3 m de altura., com resina aromática. Folhas coriáceas, discolores. Material estéril.","ALCB069306",NA,NA,NA,NA,NA,"-39.033333","-13.483333","2001","09",NA,NA,NA,NA
"72","2020-05-29 01:15:25-03","UFBA","ALCB","32539","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Oliveira, M","Guedes, ML; Alunos de Botânica III; Alunos da Profa. Guadalupe","5533","1997","11","21","Southern America","Brasil","Bahia","Camaçari",NA,"-39.316667","-12.683333",NA,NA,NA,"ca de 2m. Folhas coriáceas, discolores. Inflorescências axilares, pequenas. Frequênte.; Substrato Arenoso.","ALCB067293",NA,NA,NA,NA,NA,"-39.316667","-12.683333","2017","07","20",NA,NA,NA
"73","2019-10-09 11:12:16-03","UFBA","ALCB","64564","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Rigueira, D","s/n","2003","08","08","Southern America","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.035833","-13.4925",NA,NA,NA,"aromática. Folhas coriáceas, discolores. Inflorescência axilar, flores cremes. Fruto cápsula imatura verde e madura vermelha.; Cultivada","ALCB069287",NA,NA,NA,NA,NA,"-39.035833","-13.4925","2003","12",NA,NA,NA,NA
"74","2019-10-09 11:12:16-03","UFBA","ALCB","68078","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Freire, L; Guedes, ML","79","2005","05","02","Southern America","Brasil","Bahia","Esplanada","Litoral Norte, Fazenda Reunidas Limoeiro, mata ciliar do Rio Oitis, próximo à via de acesso","-37.853611","-12.151944",NA,NA,NA,"folhas coriáceas. Frutos maduros vermelhos, imaturos verdes.; próximo ao Rio Oitis.","ALCB069307",NA,NA,NA,NA,NA,"-37.853611","-12.151944","2005","05",NA,NA,NA,NA
"75","2019-10-09 11:12:16-03","UFBA","ALCB","74217","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Tosto, MG; Rigueira, D; Santos, JS; Guedes, ML","41","2006","08","12","Southern America","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.033333","-13.483333",NA,NA,NA,"Ca de 3 m. Com resina aromática. Folhas coriáceas, discolores. Material estéril.; Mussununga, herbáceo-arbustiva,",NA,NA,NA,NA,NA,NA,"-39.033333","-13.483333","2006","08",NA,NA,NA,NA
"76","2019-10-09 11:12:16-03","UFBA","ALCB","74217","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Tosto, MG; Santos, JS; Guedes, ML; Rigueira, D","77","2006","08","12","Southern America","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.033333","-13.483333",NA,NA,NA,"ca. 3 m alt. Resina aromática. Folhas coriáceas, discolores. Material estéril.; Mussununga.","ALCB069285",NA,NA,NA,NA,NA,"-39.033333","-13.483333","2006","10",NA,NA,NA,NA
"77","2019-10-09 11:12:16-03","UFBA","ALCB","74217","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Tosto, MG; Rigueira, D; Santos, JS; Guedes, ML","41","2006","08","12","Southern America","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.033333","-13.483333",NA,NA,NA,"Ca de 3 m. Com resina aromática. Folhas coriáceas, discolores. Material estéril.; Mussununga, herbáceo-arbustiva,",NA,NA,NA,NA,NA,NA,"-39.033333","-13.483333","2006","08",NA,NA,NA,NA
"78","2019-10-09 11:12:16-03","UFBA","ALCB","76637","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Lyra-Lemos, RP de; Duarte, EM; Santos, E","5447","2001","01","30","Southern America","Brasil","Alagoas","Marechal Deodoro","Dunas do cavalo Russo","-35.8","-9.783333",NA,NA,NA,"3 m. Resina cheirosa. Frutos imaturos.",NA,NA,NA,NA,NA,NA,"-35.8","-9.783333","2014","10","22",NA,NA,NA
"79","2019-10-09 11:12:16-03","UFBA","ALCB","78155","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Oliveira, ALPC de","s/n","2007","04","26","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,NA,NA,"folhas coriáceas, discolores, bordo liso. Frutos maduros, carmim, com muito óleo.","ALCB069274",NA,NA,NA,NA,NA,"-38.5","-12.966667","2007","04",NA,NA,NA,NA
"80","2019-10-09 11:12:16-03","UFBA","ALCB","78155","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Oliveira, ALPC de","s/n","2007","04","26","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,NA,NA,"folhas coriáceas, discolores, bordo liso. Frutos maduros, carmim, com muito óleo.",NA,NA,NA,NA,NA,NA,"-38.5","-12.966667","2007","04",NA,NA,NA,NA
"81","2019-10-09 11:12:16-03","UFBA","ALCB","80987","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Guedes, ML; Alunos de Botânica III","13879","2007","06","02","Southern America","Brasil","Bahia","Camaçari","Arembepe, Paradiso Laguna","-38.316667","-12.683333",NA,NA,NA,"aromático. Folhas coriáceas, discolores. Frutos cápsulas deiscentes, vermelhos. Semente com arilo branco.","ALCB069304",NA,NA,NA,NA,NA,"-38.316667","-12.683333","2007","11",NA,NA,NA,NA
"82","2019-10-09 11:12:16-03","UFBA","ALCB","85097","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML; Gomes, FS","Gomes, FS; Guedes, ML; Silva, LB da; Alunos do PROLE","30","2008","07","21","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Diogo","-37.941111","-12.459444","11","11",NA,"folhas coriáceas, discolores. Frutos imaturos verdes e maduros avermelhados.","ALCB069302",NA,NA,NA,NA,NA,"-37.941111","-12.459444","2008","08",NA,NA,NA,NA
"83","2019-10-09 11:12:16-03","UFBA","ALCB","88303","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Guedes, ML; Gomes, FS; et al.","14669","2009","03","30","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Reserva do Parque Ecológico de Sauípe","-37.923333","-12.390556","32","32",NA,"de 6 m de altura. Folhas com folíolos coriáceos discolores. Frutos cápsulas vermelhos..","ALCB069272",NA,NA,NA,NA,NA,"-37.923333","-12.390556","2014","10","22",NA,NA,NA
"84","2019-10-09 11:12:16-03","UFBA","ALCB","88916","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Acevedo-Rodríguez, P","Roque, N; Acevedo-Rodríguez, P","2065","2009","06","24","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Imbassaí, Pousada Bichelenga","-38.283333","-12.516667",NA,NA,NA,"ca. 5m alt., resina odorífera. Inflorescência ascendente, flores creme.; ecótono entre campos rupestre e Mata Semidecídua.","ALCB069311",NA,NA,NA,NA,NA,"-38.283333","-12.516667","2009","06",NA,NA,NA,NA
"85","2019-10-09 11:12:16-03","UFBA","ALCB","88917","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Acevedo-Rodríguez, P","Roque, N; Acevedo-Rodríguez, P","2066","2009","06","24","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Imbassaí, Pousada Bichelenga","-38.283333","-12.516667",NA,NA,NA,"ca. 5m alt., resina odorífera, viscosa. Fruto vermelho, carnoso.; ecótono entre campos rupestre e Mata Semidecídua.","ALCB069298",NA,NA,NA,NA,NA,"-38.283333","-12.516667","2009","06",NA,NA,NA,NA
"86","2019-10-09 11:12:16-03","UFBA","ALCB","90231","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Queiroz, EP","Ribeiro, T; Jost, T; Bezerrra, N","481","2004","04","15","Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, Massarandupió","-37.827778","-12.311389",NA,NA,NA,"ca 2 m. de altura. Folhas cartáceas, levemente discolores. Frutos imaturos verdes e maduros vináceos. Caule com resina quando misturada com água é digestivo.; Massarandupió.","ALCB069303",NA,NA,NA,NA,NA,"-37.827778","-12.311389","2009","08",NA,NA,NA,NA
"87","2019-10-09 11:12:16-03","UFBA","ALCB","98611","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML; Gomes, FS","Gomes, FS; Guedes, ML; Costa, AS","705","2011","01","25","Southern America","Brasil","Bahia","Jandaíra","Litoral Norte, Caminho para Costa Azul","-37.482778","-11.670833","13","13",NA,"ca. 2 m alt. Folhas coriáceas, discolores. Frutos imaturos, verdes.; Restinga com formação de dunas.","ALCB069277",NA,NA,NA,NA,NA,"-37.482778","-11.670833","2011","05",NA,NA,NA,NA
"88","2019-10-09 11:12:16-03","UFBA","ALCB","98811","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML; Gomes, FS","Gomes, FS; Guedes, ML; Costa, AS","905","2011","01","28","Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, Subaúma. No fundo do povoado","-37.774444","-12.240278","3","3",NA,"ca. 4 m alt. Folhas coriáceas, discolores. Frutos verde-amarelados.; Restinga arbustiva.","ALCB069291",NA,NA,NA,NA,NA,"-37.774444","-12.240278","2011","11",NA,NA,NA,NA
"89","2019-10-09 11:12:16-03","UFBA","ALCB","89176","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Oliveira, RB","Silva, FO da; Paz, JRL da; Moreira, ALC","64","2007","07","12","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Flamengo, APA das Dunas e Lagoas do Abaeté",NA,"-12.966667",NA,NA,NA,NA,"ALCB069294",NA,NA,NA,NA,NA,NA,"-12.966667","2009","07",NA,NA,NA,NA
"90","2019-10-09 11:12:16-03","UFBA","ALCB","86890","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Fonseca, MR","244",NA,NA,NA,"Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, Restinga de Massarandupió","-38.084400177002","-11.9419002532959",NA,NA,NA,"Folhas coriáceas. Frutos imaturos verdes e lisos.",NA,NA,NA,"52418","auto",NA,NA,NA,"2014","10","22",NA,NA,NA
"91","2019-10-09 11:12:16-03","UFBA","ALCB","1220","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Pirani, JR","Fonseca, MR","244",NA,NA,NA,"Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, Restinga de Massarandupió","-38.084400177002","-11.9419002532959",NA,NA,NA,"Folhas coriáceas. Frutos imaturos verdes e lisos.","ALCB069271",NA,NA,"52418","auto",NA,NA,NA,"2014","10","22",NA,NA,NA
"92","2019-10-09 11:12:16-03","UFBA","ALCB","67819","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Guedes, ML; Chastinet, C","11348","2004","02","19","Southern America","Brasil","Bahia","Santa Cruz Cabrália",NA,"-39.0247001647949","-16.2780990600586",NA,NA,NA,"Árvore: de ca. 8 m, com resina aromática. Folhas discolores. Frutos cápsula vermelha. Semente com arilo branco.","ALCB069301",NA,NA,"49584","auto",NA,NA,NA,"2005","03",NA,NA,NA,NA
"93","2019-10-09 11:12:16-03","UFBA","ALCB","63956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Loureiro, DM","Loureiro, DM; Silva, JR; Menezes, AP","687","2003","10","17","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte, Costa do Sauípe, fazenda Sauípe","-38.283333","-12.516667",NA,NA,NA,"Folhas cartáceas, discolores. Botões verdes. Frutos imaturos verdes.; Arbórea-arbustiva.","ALCB069310",NA,NA,NA,NA,NA,"-38.283333","-12.516667","2003","10",NA,NA,NA,NA
"94","2019-10-09 11:12:16-03","UFBA","ALCB","66987","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Loureiro, DM","s/n","2004","02","07","Southern America","Brasil","Bahia","Paraguaçu",NA,NA,NA,NA,NA,NA,"Árvore: com resina aromática. Folhas coriáceas, discolores.","ALCB069299",NA,NA,NA,NA,NA,NA,NA,"2004","11",NA,NA,NA,NA
"95","2019-10-09 11:12:16-03","UFBA","ALCB","126360","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J","25072","2016","10","20","Southern America","Brasil","Bahia","Lauro de Freitas","UNIDUNAS, parcela nº3.","-38.318333","-12.92",NA,NA,NA,"Folhas cartácea, discolores. Inflorescência com flores esverdeadas.","ALCB033554",NA,NA,NA,NA,NA,"-38.318333","-12.92","2017","01",NA,NA,NA,NA
"96","2019-10-09 11:12:16-03","UFBA","ALCB","65628","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Guedes, ML","Silva, MIB; Guedes, ML; Loureiro, DM","s/n","2004","02","15","Southern America","Brasil","Bahia","Camacan",NA,"-39.4958000183105","-15.4191999435425",NA,NA,NA,"Árvore: 5,0m. Folhas simples, coriáceas, levemente discolores com nervação amarelada. Frutos imaturos verdes, maduros alaranjados.","ALCB069305",NA,NA,"22686","auto",NA,NA,NA,"2004","03",NA,NA,NA,NA
"97","2019-10-09 11:12:16-03","UFBA","ALCB","82697","PreservedSpecimen","Plantae","Dicotyledon",NA,"Burseraceae","Protium","bahianum","Protium bahianum","Daly","Queiroz, EP","Jost, T; Ribeiro, T; Bezerra, N","642","2004","04","19","Southern America","Brasil","Bahia","Jandaíra",NA,"-37.7844009399414","-11.5642004013062",NA,NA,NA,"Arvoreta, 3,5 m de altura; folhas levemente discolores, cartáceas. Frutos imaturos verdes e maduros vináceos.","ALCB069300",NA,NA,"49056","auto",NA,NA,NA,"2006","05",NA,NA,NA,NA
