"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","monthIdentified","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","relatedCatalogItem"
"1","2020-02-08 08:54:48-03","NBC","NL-BOTANY","U 0103562","PreservedSpecimen","Plantae","Magnoliopsidae","Caryophyllales","Cactaceae","Melocactus","deinacanthus","Melocactus deinacanthus","Buining & Brederoo","holotype","Horst L","Southern America","Brazil","Bahia","Brazil; Bahia.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200103562 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0103562","NL-U0103562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-01 16:27:13-03","UNICAMP","UEC","114701","S","Plantae",NA,NA,"Cactaceae","Melocactus","deinacanthus","Melocactus deinacanthus","Buining & Brederoo",NA,"Aona, LYS; Belinello, R",NA,"Brazil","Bahia","BA 430, 45 Km de Bom Jesus da Lapa, Barreiro, afloramento.","35 cm de altura. 10 - 12 costelas, espinhos radiais 1,5 - 5,6 cm. Espinhos cenrais 4 - 5,5 cm, espinhos dourados, flor 3,6x1,7cm, aberta às 17:00 h. Cefálio 21 cm de comprimento. 28 diâmetro, cultivo. Foi observado a visita de uma espé","UEC041170","UEC041170","Magnoliopsida","Zappi, DC","2001","08","731","2000","08","19","Riacho de Santana","-43.099167","-13.483056","-43.099167","-13.483056","490","490",NA,NA,NA
"3","2020-12-21 16:19:46-03","MBM","MBM","156954","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","deinacanthus","Melocactus deinacanthus","Buining & Brrederoo",NA,"Hatschbach, G.; Barboza, E.; Barboza, E.","Southern America","Brazil","Bahia","Juá",NA,"MBM156954","MBM156954",NA,"Schinini, A.",NA,NA,"56810","1992","04","21","Bom Jesus da Lapa","-43.418098449707","-13.2550001144409",NA,NA,NA,NA,"66899","auto",NA
"4","2019-11-13 11:17:20-03","USP","SPF","80989","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","deinacanthus","Melocactus deinacanthus","Buining & Brederoo",NA,"Zappi, DC",NA,"Brasil","Bahia","BA 430, a 34.5 km de Bom Jesus da Lapa em direção de Riacho de Santana.",NA,"SPF00080989",NA,NA,"Zappi, DC",NA,NA,"150","1989","07","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-07-23 12:01:19-03","CEPLAC","CEPEC","31294","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Melocactus","deinacanthus","Melocactus deinacanthus",NA,NA,"B. Leuenberger",NA,"Brasil","Bahia","Km 22 da str. Riacho de Santana/Bom Jesus da Lapa.",NA,NA,NA,NA,"B. Leuenberger",NA,NA,"3075","1983","04","16","riacho de santana","-42.9388999938965","-13.6091995239258","0*0'0","0*0'0",NA,NA,"61982","auto","30/12/1983"
