grupo,familia,nome_aceito_correto,nomes_originais,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp,cat_ameaca_mpo_sp,cat_compilado,CR,EN,VU,DD,EX,NT,EW,LR,cat_ameaca_geral
Angiospermas,Acanthaceae,Aphelandra squarrosa,Aphelandra squarrosa,,,,LC,EW,,LC-EW,0,0,0,0,0,0,1,0,1
Angiospermas,Acanthaceae,Justicia pygmaea,Justicia catharinensis,,,,NT,,,NT,0,0,0,0,0,1,0,0,1
Angiospermas,Acanthaceae,Justicia tijucensis,Justicia tijucensis,,,VU,,,,VU,0,0,1,0,0,0,0,0,1
Angiospermas,Acanthaceae,Stenandrium dulce,Stenandrium diphyllum-Stenandrium diphyllum,,,,LC,EX,,LC-EX,0,0,0,0,1,0,0,0,1
Angiospermas,Acanthaceae,Stenostephanus lobeliiformis,Stenostephanus lobeliiformis,,,,DD,,,DD,0,0,0,1,0,0,0,0,1
Angiospermas,Alismataceae,Echinodorus paniculatus,Echinodorus paniculatus,,,,LC,EX,EX,LC-EX-EX,0,0,0,0,1,0,0,0,1
Angiospermas,Alstroemeriaceae,Alstroemeria foliosa,Alstroemeria foliosa,,,,,EN,,EN,0,1,0,0,0,0,0,0,1
Angiospermas,Alstroemeriaceae,Alstroemeria plantaginea,Alstroemeria plantaginea,,,,,EN,,EN,0,1,0,0,0,0,0,0,1
Angiospermas,Amaranthaceae,Alternanthera aquatica,Alternanthera aquatica,,,,,VU,,VU,0,0,1,0,0,0,0,0,1
Angiospermas,Amaranthaceae,Alternanthera flavescens,Alternanthera flavescens,,,,,VU,,VU,0,0,1,0,0,0,0,0,1
Angiospermas,Amaranthaceae,Alternanthera kurtzii,Alternanthera decurrens,,,EN,EN,,,EN-EN,0,1,0,0,0,0,0,0,1
Angiospermas,Amaranthaceae,Alternanthera paronychioides,Alternanthera paronychioides,,,,LC,EX,EX,LC-EX-EX,0,0,0,0,1,0,0,0,1
Angiospermas,Amaranthaceae,Froelichia procera,Froelichia procera,,,,DD,,,DD,0,0,0,1,0,0,0,0,1
Angiospermas,Amaranthaceae,Herbstia brasiliana,Herbstia brasiliana,,,,DD,EX,EX,DD-EX-EX,0,0,0,1,1,0,0,0,1
Angiospermas,Amaryllidaceae,Crinum americanum,Crinum americanum,,,,,VU,,VU,0,0,1,0,0,0,0,0,1
Angiospermas,Amaryllidaceae,Hippeastrum morelianum,Hippeastrum morelianum,,,VU,VU,VU,,VU-VU-VU,0,0,1,0,0,0,0,0,1
Angiospermas,Amaryllidaceae,Hippeastrum psittacinum,Hippeastrum psittacinum,,,EN,EN,EN,EN,EN-EN-EN-EN,0,1,0,0,0,0,0,0,1
Angiospermas,Amaryllidaceae,Hippeastrum reginae,Hippeastrum reginae,,,EN,EN,EN,,EN-EN-EN,0,1,0,0,0,0,0,0,1
Angiospermas,Amaryllidaceae,Hippeastrum striatum,Hippeastrum striatum,,,EN,EN,EN,,EN-EN-EN,0,1,0,0,0,0,0,0,1
Angiospermas,Amaryllidaceae,Zephyranthes blumenavia,Eithea blumenavia,,,EN,EN,EN,,EN-EN-EN,0,1,0,0,0,0,0,0,1
Angiospermas,Anacardiaceae,Astronium urundeuva,Astronium urundeuva-Myracrodruon urundeuva,,DD,,LC,,,DD-LC,0,0,0,1,0,0,0,0,1
Angiospermas,Anacardiaceae,Schinus engleri,Schinus engleri,,DD,,NT,,,DD-NT,0,0,0,1,0,1,0,0,1
Samambaias e licófitas,Anemiaceae,Anemia blechnoides,Anemia blechnoides,,,VU,,,,VU,0,0,1,0,0,0,0,0,1
Samambaias e licófitas,Anemiaceae,Anemia phyllitidis,Anemia candidoi,,DD,,,,,DD,0,0,0,1,0,0,0,0,1
Angiospermas,Annonaceae,Annona dolabripetala,Annona dolabripetala-Annona neosericea-Annona ubatubensis,,LC-LR/nt,EN,LC-EN,EN,,LC-LR/nt-EN-LC-EN-EN,0,1,0,0,0,0,0,1,1
Angiospermas,Annonaceae,Annona emarginata,Annona emarginata-Annona maritima-Annona neosalicifolia-Annona rugulosa,,LC-LC-LC,VU,VU-LC,,,LC-LC-LC-VU-VU-LC,0,0,1,0,0,0,0,0,1
Angiospermas,Annonaceae,Annona xylopiifolia,Annona xylopiifolia,,LR/nt,,NT,EX,,LR/nt-NT-EX,0,0,0,0,1,1,0,1,1
Angiospermas,Annonaceae,Duguetia salicifolia,Duguetia salicifolia,,,,LC,VU,VU,LC-VU-VU,0,0,1,0,0,0,0,0,1
Angiospermas,Annonaceae,Trigynaea oblongifolia,Trigynaea oblongifolia,,,EN,EN,EN,,EN-EN-EN,0,1,0,0,0,0,0,0,1
Angiospermas,Annonaceae,Xylopia brasiliensis,Xylopia brasiliensis,,,,VU,,,VU,0,0,1,0,0,0,0,0,1
Angiospermas,Apiaceae,Apium prostratum,Apium prostratum,,,,LC,VU,,LC-VU,0,0,1,0,0,0,0,0,1
Angiospermas,Apiaceae,Eryngium eurycephalum,Eryngium eurycephalum,,,,NT,,,NT,0,0,0,0,0,1,0,0,1
Angiospermas,Apiaceae,Eryngium koehneanum,Eryngium koehneanum,,,VU,VU,EN,EN,VU-VU-EN-EN,0,1,1,0,0,0,0,0,1
Angiospermas,Apiaceae,Eryngium scirpinum,Eryngium scirpinum,,,EN,EN,EN,EN,EN-EN-EN-EN,0,1,0,0,0,0,0,0,1
Angiospermas,Apocynaceae,Asclepias aequicornu,Asclepias aequicornu,,,,LC,EN,EN,LC-EN-EN,0,1,0,0,0,0,0,0,1
Angiospermas,Apocynaceae,Asclepias langsdorffii,Asclepias langsdorffii-Asclepias langsdorfii,,,,LC,EX-EX,,LC-EX-EX,0,0,0,0,1,0,0,0,1
Angiospermas,Apocynaceae,Aspidosperma compactinervium,Aspidosperma compactinervium,,DD,,,,,DD,0,0,0,1,0,0,0,0,1
Angiospermas,Apocynaceae,Aspidosperma parvifolium,Aspidosperma ingratum,,DD,,,,,DD,0,0,0,1,0,0,0,0,1
Angiospermas,Apocynaceae,Aspidosperma polyneuron,Aspidosperma polyneuron,,EN,,NT,,,EN-NT,0,1,0,0,0,1,0,0,1
Angiospermas,Apocynaceae,Aspidosperma riedelii,Aspidosperma riedelii,,,,LC,EN,EN,LC-EN-EN,0,1,0,0,0,0,0,0,1
Angiospermas,Apocynaceae,Macroditassa marianae,Macroditassa marianae,,,CR,CR,EN,,CR-CR-EN,1,1,0,0,0,0,0,0,1
Angiospermas,Apocynaceae,Matelea glaziovii,Matelea glaziovii,,,VU,VU,VU,VU,VU-VU-VU-VU,0,0,1,0,0,0,0,0,1
Angiospermas,Apocynaceae,Oxypetalum strictum,Oxypetalum strictum,,,,LC,EX,,LC-EX,0,0,0,0,1,0,0,0,1
Angiospermas,Apocynaceae,Prestonia solanifolia,Prestonia solanifolia,,,EN,EN,EX,,EN-EN-EX,0,1,0,0,1,0,0,0,1
Angiospermas,Apocynaceae,Widgrenia corymbosa,Widgrenia corymbosa,,,,,EX,EX,EX-EX,0,0,0,0,1,0,0,0,1
Angiospermas,Aquifoliaceae,Ilex integerrima,Ilex grandis-Ilex integerrima,,LC-VU,,VU,,,LC-VU-VU,0,0,1,0,0,0,0,0,1
Angiospermas,Aquifoliaceae,Ilex paraguariensis,Ilex paraguariensis,,LR/nt,,LC,,,LR/nt-LC-,0,0,0,0,0,0,0,1,1
Angiospermas,Araceae,Anthurium jureianum,Anthurium jureianum,,,VU,VU,,,VU-VU,0,0,1,0,0,0,0,0,1
Angiospermas,Araceae,Anthurium langsdorffii,Anthurium langsdorffii,,,EN,EN,,,EN-EN,0,1,0,0,0,0,0,0,1
Angiospermas,Araceae,Asterostigma colubrinum,Asterostigma colubrinum,,,,,VU,VU,VU-VU,0,0,1,0,0,0,0,0,1
Angiospermas,Araceae,Asterostigma cubense,Asterostigma cubense,,,,DD,VU,,DD-VU,0,0,1,1,0,0,0,0,1
