FID,family,specie,Comparação,id,inst_code,col_code,catalog_n,recordedby,record_n,year,month,day,state,city,locality,longitude,latitude,precision,protocol,categoria,projeto
4471,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7ca8aeadf1, ,SP,75560,"Mimura, I.",75,1961,11,8,SP,São José dos Campos,"6,8-7,2 km ao SSE em linha reta da praça principal da cidade",-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4472,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7ca8aeae51, ,SP,78604,"Mimura, I.",200,1962,1,15,SP,São José dos Campos,"6,8-7,2 km ao SSE em linha reta da praça principal de São José. Dentro de 100 m a oeste da estrada para Paraibuna",-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4473,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7ca8aeaeab, ,SP,93664,"Mimura, I.",41,1961,10,17,SP,São José dos Campos,Parte superior da encosta leste do vale do Córrego da Ressaca,-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4474,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7ca8aeaf08, ,SP,93831,"Mimura, I.",368,1962,5,10,SP,São José dos Campos,"Parte superior da encosta leste do vale do Córrego da Ressaca, 6-6,5 km ao SW da saída para São José dos Campos",-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4475,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7ca8aeb16a, ,SPSF,09562,M.J.Robim,364,1985,11,30,SP,Sao Jose dos Campos,bosque dos Eucaliptos,-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4476,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7ca8aeb3d6, ,SPSF,27883,J.B.Baitello,965,2001,1,18,SP,Franco da Rocha,P.E.Juqueri,-46.693792,-23.351547, , ,LC,Livro Vermelho 2013
4477,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7ca8aeb431, ,SPSF,29143,J.B.Baitello,1056,2002,1,23,SP,Franco da Rocha,P.E.Juqueri,-46.693792,-23.351547, , ,LC,Livro Vermelho 2013
4478,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7ca8aeb492, ,SPSF,29168,J.B.Baitello,1070,2001,11,23,SP,Franco da Rocha,P.E.Juqueri,-46.693792,-23.351547, , ,LC,Livro Vermelho 2013
4479,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7ca8aeb548, ,SPSF,30745,J.B.Baitello,1330,2002,12,20,SP,Franco da Rocha,P.E.Juqueri,-46.693792,-23.351547, , ,LC,Livro Vermelho 2013
4480,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7ca8aedc05, ,UEC,68530,"Silva, S.M.",25358,0,0,0,SP,Itú,área de Proteção Ambiental,-47.100754,-23.395849, , ,LC,Livro Vermelho 2013
4481,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7ca8aeee72, ,RB,211558,"Miruma, I.",577,1967,10,22,SP,São José dos Campos,"UMA áREA DISJUNTIVA DE CERRADO, DE VáRIAS CENTENAS DE Km2, RODEADA ANTIGAMENTE POR MATA. PARTE SUPERIOR DA ENCOSTA LESTE DO VALE DO CÃ“RREGO DA RESSACA, 6-6 1/2 Km. AO S.W. (AO LONGO DA RODOVIA PRES. DUTRA) DA SAÃDA PARA SÃƒO JOSÃ‰ DOS CAMPO",-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4482,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7cb259431b, ,MBM,223314,"Hoehne, W.",s.n.,1946,11,29,SP,Caieiras, ,-46.743846,-23.378707, , ,LC,Livro Vermelho 2013
4483,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7cb2595fd3, ,MBM,275016,"Mimura, I.",577,1967,11,22,SP,São José dos Campos, ,-45.932337,-23.159998, , ,LC,Livro Vermelho 2013
4484,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7cb261ac24, ,MOBOT,3253827,Itiriki Mimura, ,1967,11,22,SP, ,"Mpio de Sao José dos Campos: uma área disjuntiva de cerrado, de várias centenas de km, rodeada antigamente por mata. Parte superior da encosta leste do vale Córrego da Ressaca, 6-6 1/2 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para SAO JOS",-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4485,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7cb261d3c3, ,NYBG,686820,I. M. VÃ¡lio,194,1960,12,27,SP, ,"Estrada São Paulo - Itapetininga, km 163 bacia do rio Tatuí.",-47.504324,-23.335494, , ,LC,Livro Vermelho 2013
4486,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7cb2623dfb, ,SP,303063,"Hoehne, F.C.",s.n.,1936,11,10,SP,Capela do Alto, ,-47.728139,-23.462744, , ,LC,Livro Vermelho 2013
4487,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7cb26241a6, ,SP,321250,"Hoehne, W.",s.n.,1946,11,29,SP,Caieiras, ,-46.743846,-23.378707, , ,LC,Livro Vermelho 2013
4488,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7cb2624220, ,SP,321251,"Hoehne, W.",s.n.,1946,11,29,SP,Caieiras, ,-46.743846,-23.378707, , ,LC,Livro Vermelho 2013
4489,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7cb2624b4a, ,SP,36779,"Hoehne, F.C.",s.n.,1936,11,10,SP,Capela do Alto, ,-47.728139,-23.462744, , ,LC,Livro Vermelho 2013
4490,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7cb2625338, ,SP,65028,"Campos, S.M.",89,1959,11,20,SP,Sarapuí, ,-47.774596,-23.63621, , ,LC,Livro Vermelho 2013
4491,MALPIGHIACEAE,Byrsonima coccolobifolia,,54c7cb26a498e, ,UPCB,33283,"Hoehne, W.", ,1946,11,29,SP,Caieiras, ,-46.743846,-23.378707, , ,LC,Livro Vermelho 2013
4492,MALPIGHIACEAE,Byrsonima japurensis,,54c7ca8af0887, ,HUEFS,106438,"Furlan, A.",320,1998,10,20,SP,São Paulo,Clube SESC - Interlagos - Região Metropolitana de São Paulo.,-46.680267,-23.722515, , ,LC,Livro Vermelho 2013
4493,MALPIGHIACEAE,Byrsonima japurensis,,54c7cb62b6a38, ,ESA,92242,"Furlan, A. et al.",320,1998,10,20,SP,São Paulo, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
4494,MALPIGHIACEAE,Byrsonima japurensis,,54c7cb62b7389, ,MBM,297975,"Furlan, A.",320,1998,11,0,SP,São Paulo, ,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
4495,MALPIGHIACEAE,Byrsonima japurensis,,54c7cb62b8659, ,RB,327885,"Furlan, A.",320,1998,10,20,SP, ,Clube SECS - Interlagos Região Metropolitana de São Paulo.,-46.410733,-23.432594, , ,LC,Livro Vermelho 2013
4496,MALPIGHIACEAE,Camarea affinis,,54c7ca8b877e7, ,SP,101915,"Mattos, J.",13631,1966,4,29,SP,São José dos Campos,a 7 km da cidade na rodovia para Caraguatatuba,-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4497,MALPIGHIACEAE,Camarea affinis,,54c7ca8b87842, ,SP,120183,"Mimura, I.",612,1967,11,22,SP,São José dos Campos,Ca. 6 km a SW da cidade,-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4498,MALPIGHIACEAE,Camarea affinis,,54c7ca8b8789d, ,SP,120188,"Mimura, I.",626,1967,11,22,SP,São José dos Campos,Ca. 6 km a SW da cidade,-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4499,MALPIGHIACEAE,Camarea affinis,,54c7ca8b878f6, ,SP,12022,"Luederwaldt, H.",s.n.,1908,3,12,SP,São Paulo,Ipiranga,-46.608679,-23.589625, , ,LC,Livro Vermelho 2013
4500,MALPIGHIACEAE,Camarea affinis,,54c7ca8b88374, ,SP,303059,"Luederwaldt, H.",s.n.,1908,3,12,SP,São Paulo,Ipiranga,-46.608679,-23.589625, , ,LC,Livro Vermelho 2013
4501,MALPIGHIACEAE,Camarea affinis,,54c7ca8b88c91, ,SP,52248,"Handro, O.",64,1949,1,25,SP,São Paulo,Jabaquara,-46.637944,-23.653554, , ,LC,Livro Vermelho 2013
4502,MALPIGHIACEAE,Camarea affinis,,54c7ca8b88cea, ,SP,6022,"Brade, A.C.",5315,1913,2,23,SP,São Paulo,Moóca,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
4503,MALPIGHIACEAE,Camarea affinis,,54c7ca8b88eab, ,SP,93635,"Mimura, I.",247,1962,2,6,SP,São José dos Campos,"Ca. 7,4-7,7 km da cidade",-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4504,MALPIGHIACEAE,Camarea affinis,,54c7ca8b88f07, ,SP,93651,"Mimura, I.",202,1962,1,15,SP,São José dos Campos,"Ca. 9,1 km da cidade",-45.913422,-23.153068, , ,LC,Livro Vermelho 2013
4505,MALPIGHIACEAE,Camarea affinis,,54c7cb2621d65, ,SP,12024,"Usteri, A.",s.n.,1907,2,3,SP,Jundiaí, ,-46.907097,-23.201207, , ,LC,Livro Vermelho 2013
4506,MALPIGHIACEAE,Camarea hirsuta,,54c7ca8c1512b, ,SPSF,02452,D.Bento Pickel, ,1945,11,29,SP,Sao Paulo,Bosque da Saude,-46.593792,-23.517736, , ,LC,Livro Vermelho 2013
4507,MALPIGHIACEAE,Camarea hirsuta,,54c7ca8c15193, ,SPSF,30449,J.B.Baitello,1209,2002,10,3,SP,Franco da Rocha,P.E.Juqueri,-46.693792,-23.351547, , ,LC,Livro Vermelho 2013
4508,MALPIGHIACEAE,Camarea hirsuta,,54c7ca8c15200, ,SPSF,30763,J.B.Baitello,1348,2002,12,26,SP,Franco da Rocha,P.E.Juqueri,-46.693792,-23.351547, , ,LC,Livro Vermelho 2013
4509,MALPIGHIACEAE,Camarea hirsuta,,54c7ca8c15289, ,SPSF,31721,J.B.Baitello & F.S.Peres,1560,2003,5,8,SP,Franco da Rocha,P.E.Juqueri,-46.693792,-23.351547, , ,LC,Livro Vermelho 2013
4510,MALPIGHIACEAE,Heteropterys bicolor,,54c7ca8c1b8a7, ,SP,49488,"Kuhlmann, M.",1059,1943,11,13,SP,São Vicente,Prainha,-46.501415,-23.94617, , ,LC,Livro Vermelho 2013
4511,MALPIGHIACEAE,Heteropterys brasiliensis,,54c7ca8c1c162, ,SP,305927,"Garcia, R.J.F.",978,1996,12,20,SP,São Paulo,"Parque Estadual da Serra do Mar-Núcleo Curucutu, Trilha do Mirante",-46.742778,-23.991667, , ,EN,Livro Vermelho 2013
4512,MALPIGHIACEAE,Heteropterys brasiliensis,,54c7ca8c1c1de, ,SP,344518,"Amorim, A.M.",3086,1999,7,1,SP,São Paulo,"Parque Estadual da Serra do Mar-Núcleo Curucutu, Trilha do Marco",-46.690022,-23.976301, , ,EN,Livro Vermelho 2013
4513,MALPIGHIACEAE,Heteropterys brasiliensis,,54c7cb261c748, ,NYBG,585704,A. M. Amorim,3086,1999,7,1,SP, ,Parque Estadual da Serra do mar. Núcleo Curucutu. Trilha do Marco,-46.690022,-23.976301, , ,EN,Livro Vermelho 2013
4514,MYRTACEAE,Eugenia prasina,,54c7cb634c1bd, ,ESA,68817,"Moraes, P.L.R.",2337,2001,1,16,SP,Sete Barras, ,-47.950179,-24.303886, , ,LC,Livro Vermelho 2013
4515,MALPIGHIACEAE,Heteropterys crinigera,,54c7cb251d599, ,MBML,22295,A. M. Amorim,3085,1999,7,1,SP, ,Parque Estadual da Serra do Mar,-46.005069,-23.70454, , ,VU,Livro Vermelho 2013
4516,MALPIGHIACEAE,Heteropterys patens,,54c7ca8c97b7e, ,SP,8371,"Gehrt, A.",s.n.,1923,5,8,SP,Santo André,"Alto da Serra, descida da Serra Velha",-46.421249,-23.791604, , ,NT,Livro Vermelho 2013
4517,MALPIGHIACEAE,Heteropterys patens,,54c7cb6a1982f, ,NYBG,431776,F. Sellow,5823,0,0,0,SP,Sao Paulo,Sao Paulo,-46.63,-23.54, , ,NT,Livro Vermelho 2013
4518,MALPIGHIACEAE,Heteropterys pauciflora,,54c7ca8c99347, ,UEC,10009,"Tamashiro, J.Y.",5,1977,0,6,SP,Jundiaí,Serra do Japi.,-46.934233,-23.29517, , ,LC,Livro Vermelho 2013
4519,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9b86d, ,HSJRP,22149,A. C. Filho,2433,1984,5,11,SP,Biritiba Mirim,Estação Biologica de Boraceia,-46.038611,-23.573889, , ,EN,Livro Vermelho 2013
4520,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9b8ee, ,HSJRP,22299,E. L. Silva,249,1996,7,17,SP,São Bernardo do Campo,Parque Caminhos do Mar,-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4521,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9b96e, ,SP,111142,"Mattos, J.",15432,1969,5,29,SP,Santo André,"Estação Biológica-Paranapiacaba, via férrea São Paulo - Santos",-46.413092,-23.807015, , ,EN,Livro Vermelho 2013
4522,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9b9e7, ,SP,196963,"Kirizawa, M.",1206,1984,5,1,SP,Biritiba-Mirim,Estrada Mogi - Bertioga,-46.013614,-23.619698, , ,EN,Livro Vermelho 2013
4523,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9ba64, ,SP,197338,"Sugiyama, M.",470,1984,3,28,SP,Santo André,Estação Biológica-Paranapiacaba. Picada 1,-46.316667,-23.783333, , ,EN,Livro Vermelho 2013
4524,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9bae4, ,SP,269712,"Godoi, J.V.",492,1994,7,26,SP,São Bernardo do Campo,Parque Caminhos do Mar-Portão 40,-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4525,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9bb62, ,SP,269713,"Godoi, J.V.",450,1994,7,25,SP,São Bernardo do Campo,Parque Caminhos do Mar-Estrada Velha de Santos,-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4526,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9bbe1, ,SP,269715,"Guerra, T.P.",166,1994,6,14,SP,São Bernardo do Campo,"Parque Caminhos do Mar-Km 37,5 da Via Anchieta",-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4527,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9bc5e, ,SP,270385,"Ferreira, S.",s.n.,1990,6,6,SP,São Bernardo do Campo,Parque Caminhos do Mar,-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4528,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9bd11, ,SP,270386,"Ferreira, S.",s.n.,1990,5,24,SP,São Bernardo do Campo,Parque Caminhos do Mar,-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4529,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9bd92, ,SP,270867,"Guerra, T.P.",198,1994,7,26,SP,São Bernardo do Campo,Parque Caminhos do Mar-Portão 40,-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4530,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9be12, ,SP,271696,"Marzola, E.L.C.",678,1994,11,8,SP,São Bernardo do Campo,"Parque Caminhos do Mar-Rodovia Anchieta, Km 37,5, trilha em direção aos campos de altitude",-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4531,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9be91, ,SP,299720,"Silva, E.L.",249,1996,7,17,SP,São Bernardo do Campo,Parque Caminhos do Mar-Trilha da Cachoeira,-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4532,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9bf11, ,SP,299789,"Sampaio, LCQMP",28,1998,4,16,SP,São Paulo,Parque Estadual da Serra do Mar-Núcleo Curucutu. Trilha do campo,-46.690022,-23.976301, , ,EN,Livro Vermelho 2013
4533,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9bf8e, ,SP,328567,"Custodio Filho, A.",2417,1984,5,11,SP,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333, , ,EN,Livro Vermelho 2013
4534,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c035, ,SP,328578,"Custodio Filho, A.",2519,1984,8,10,SP,Biritiba-Mirim,Estação Biológica de Boracéia-Região do Guaratuba,-45.866667,-23.633333, , ,EN,Livro Vermelho 2013
4535,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c0dc, ,SP,328586,"Custodio Filho, A.",2433,1984,5,11,SP,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333, , ,EN,Livro Vermelho 2013
4536,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c187, ,SP,35284,"Gehrt, A.",s.n.,1936,4,26,SP,Santos,Morro de São Pedro,-46.341733,-23.935147, , ,EN,Livro Vermelho 2013
4537,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c1fc, ,SP,367603,"Amorim, A.M.",3362,2000,3,17,SP,São Paulo,"Parque Estadual da Serra do Mar-Núcleo Curucutu, Trilha para o rio Embu-Guaçu",-46.690022,-23.976301, , ,EN,Livro Vermelho 2013
4538,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c283, ,SP,367620,"Amorim, A.M.",3085,1999,7,1,SP,São Paulo,"Parque Estadual da Serra do Mar-Núcleo Curucutu, Trilha do Marco",-46.690022,-23.976301, , ,EN,Livro Vermelho 2013
4539,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c301, ,SP,367639,"Moreira, B.A.",208,1997,3,18,SP,São Bernardo do Campo,"Parque Caminhos do Mar-Calçada do Lorena, Setor A",-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4540,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c381, ,SP,396948,"Romaniuc Neto, S.",223,1984,9,13,SP,Biritiba Mirim,Estação Biológica de Boracéia-Guaratuba,-45.866667,-23.633333, , ,EN,Livro Vermelho 2013
4541,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c400, ,SP,69876,"Kuhlmann, M.",4384,1958,4,17,SP,Cubatão,Serra do Mar,-46.407044,-23.830847, , ,EN,Livro Vermelho 2013
4542,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c47e, ,SP,8118,"Gehrt, A.",s.n.,1922,5,16,SP,Santo André,Alto da Serra,-46.421249,-23.791604, , ,EN,Livro Vermelho 2013
4543,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c4ff, ,SPSF,10381,A.Custodio Filho,2433,1984,5,11,SP,Biritiba Mirim,E.B.Boraceia,-45.866667,-23.633333, , ,EN,Livro Vermelho 2013
4544,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c57e, ,SPSF,10384,A.Custodio Filho,2519,1984,8,10,SP,Biritiba Mirim,E.B.Boraceia,-45.866667,-23.633333, , ,EN,Livro Vermelho 2013
4545,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c5fd, ,SPSF,10385,A.Custodio Filho,2417,1984,5,11,SP,Biritiba Mirim,E.B.Boraceia,-45.866667,-23.633333, , ,EN,Livro Vermelho 2013
4546,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c67b, ,SPSF,10495,S.Romaniuc Neto & A.Custodio Filho,223,1984,9,13,SP,Biritiba Mirim,E.B.Boraceia,-45.866667,-23.633333, , ,EN,Livro Vermelho 2013
4547,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c6fc, ,SPSF,27944,J.B.Baitello,979,2001,4,6,SP,Sao Paulo,"P.E.Serra do Mar, nucleo Curucutu",-46.690022,-23.976301, , ,EN,Livro Vermelho 2013
4548,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c77c, ,SPSF,33184,A.M.Amorim,3362,2000,3,17,SP,São Paulo,"P.E.Serra do Mar, Curucutu",-46.690022,-23.976301, , ,EN,Livro Vermelho 2013
4549,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c897, ,UEC,133662,"Guerra, T.P.",166,0,0,0,SP,São Bernardo do Campo,"Parque Caminhos do Mar-km 37,5 da Via Anchieta",-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4550,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c918, ,UEC,133666,"Sampaio, LCQMP",26,0,0,0,SP,São Paulo,"Parque Estadual da Serra do Mar-Núcleo Curucutu, trilha do campo",-46.690022,-23.976301, , ,EN,Livro Vermelho 2013
4551,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9c995, ,UEC,133668,"Godoi, J.V.",450,0,0,0,SP,São Bernardo do Campo,Parque Caminhos do Mar-entrada velha de Santos,-46.564722,-23.694167, , ,EN,Livro Vermelho 2013
4552,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7ca8c9ca15, ,UEC,133912,"Amorim, A.M.A.",3362,0,0,0,SP,São Paulo,Parque Estadual da Serra do Mar-Núcleo Curucutu. Trilha para o Rio Embu-Guaçu.,-46.690022,-23.976301, , ,EN,Livro Vermelho 2013
4553,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7cb261c6b6, ,NYBG,585693,A. M. Amorim,3085,1999,7,1,SP, ,Parque Estaudal da Serra do Mar. Núcleo Curucutu. trilha do Marco,-46.005069,-23.70454, , ,EN,Livro Vermelho 2013
4554,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7cb2623c0d, ,SP,299789,"Moreira, B.A.",51,1996,6,0,SP,São Bernardo do Campo, ,-46.530814,-23.808391, , ,EN,Livro Vermelho 2013
4555,MALPIGHIACEAE,Heteropterys thyrsoidea,,54c7cb26aa29a, ,RB,214718,"Amorim, A.M.A.",3085,1999,7,1,SP, ,P.E. DA SERRA DO MAR. NUCLEO CURUCUTU. TRILHA DO MARCO .,-46.005069,-23.70454, , ,EN,Livro Vermelho 2013
4556,MALPIGHIACEAE,Niedenzuella poeppigiana,,54c7ca8ca18a2, ,SP,12119,"Luederwaldt, H.",s.n.,1907,12,30,SP,Cubatão,Estação Raiz da Serra,-46.407044,-23.873285, , ,LC,Livro Vermelho 2013
4557,MALPIGHIACEAE,Niedenzuella poeppigiana,,54c7ca8ca1b54, ,SP,350077,"Rapini, A.",892,2000,11,11,SP,Cubatão,"Núcleo Cubatão, entre trilha da Bica e trilha do rio Passariúva",-46.407044,-23.873285, , ,LC,Livro Vermelho 2013
4558,MALPIGHIACEAE,Niedenzuella poeppigiana,,54c7cb2622532, ,SP,195723,"Custodio Filho, A.",2184,1984,1,4,SP,Biritiba-Mirim, ,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
4559,MALPIGHIACEAE,Niedenzuella poeppigiana,,54c7cb2622626, ,SP,197402,"Custodio Filho, A.",2249,1984,2,10,SP,Biritiba-Mirim, ,-45.866667,-23.633333, , ,LC,Livro Vermelho 2013
4560,MALPIGHIACEAE,Stigmaphyllon angustilobum,,54c7ca8d4300c, ,SP,269604,"Hoehne, F.C.",s.n.,1945,3,5,SP,São Paulo,Parque do Estado,-46.633963,-23.462716, , ,LC,Livro Vermelho 2013
4561,MALVACEAE,Abutilon costicalyx,,54c7ca8e6316b, ,NYBG,393850,W. Hoehne, ,1944,5,4,SP,Sao Paulo,Horto da Fac. de Farmacia,-46.63,-23.54, , ,LC,Livro Vermelho 2013
4562,MALVACEAE,Abutilon costicalyx,,54c7ca8e63295, ,SPSF,01880,D.Bento Pickel, ,1943,10,25,SP,São Paulo,"Ipiranga, museu Paulista",-46.608679,-23.589625, , ,LC,Livro Vermelho 2013
4563,MALVACEAE,Abutilon venosum,,54c7ca8e639dd, ,NYBG,393932,H. Luederwaldt,18899,1908,4,0,SP,Sao Paulo,Ypiranga,-46.63,-23.54, , ,DD,Livro Vermelho 2013
4564,MALVACEAE,Byttneria scabra,,54c7ca8e659d6, ,FUEL,30849,F.C. Hoehne,s.n.,1919,2,23,SP,São Paulo,Butantan,-46.723667,-23.574243, , ,LC,Livro Vermelho 2013
4565,MALVACEAE,Byttneria scabra,,54c7ca8e65b06, ,HUEFS,114015,"Hoehne, W.",SPF12176,1946,1,27,SP,São Paulo,Brooklyn Paulista.,-46.676389,-23.626802, , ,LC,Livro Vermelho 2013
4566,MALVACEAE,Byttneria scabra,,54c7ca8e65f7b, ,NYBG,1091881,W. Hoehne,s.n.,1949,1,27,SP,Sao Paulo,Brooklyn Paulista.,-46.63,-23.54, , ,LC,Livro Vermelho 2013
4567,MALVACEAE,Byttneria scabra,,54c7ca8e66cda, ,RB,433387,W. Hoehne, ,1949,1,27,SP,São Paulo,Brooklyn Paulista.,-46.676389,-23.626802, , ,LC,Livro Vermelho 2013
4568,MALVACEAE,Byttneria scabra,,54c7ca8e66de3, ,RB,432812,"Brade, A.C.",16264,1940,3,0,SP,Vila Ema,Margem do Rio da Mooca.,-45.903738,-23.207787, , ,LC,Livro Vermelho 2013
4569,MALVACEAE,Byttneria scabra,,54c7cb27b1679, ,MOBOT,3470388,W. Hoehne, ,1949,1,27,SP, ,São Paulo: Brooklyn Paulista.,-46.593792,-23.517735, , ,LC,Livro Vermelho 2013
4570,MALVACEAE,Gaya pilosa,,54c7ca8e6ae54, ,IAC,8198,A.P. ViÃ©gas et al., ,1947,5,2,SP,Iperó,"Ipanema, Alto da Araçaiaba",-47.683333,-23.4, , ,LC,Livro Vermelho 2013
4571,MALVACEAE,Hibiscus bifurcatus,,54c7ca8e6bd54, ,IPA,9783,"Silva, J.F.",IPA9783,1940,3,11,SP,São Paulo,Horto Florestal,-46.633963,-23.462716, , ,LC,Livro Vermelho 2013
4572,MALVACEAE,Hibiscus bifurcatus,,54c7ca8e6bdcb, ,IPA,9784,"Pickel, B.",5419,1940,4,24,SP,São Paulo,Horto Florestal,-46.633963,-23.462716, , ,LC,Livro Vermelho 2013
4573,MALVACEAE,Hibiscus diversifolius,,54c7ca8e6c7e3, ,NYBG,386880,W. Hoehne, ,1944,3,15,SP,Sao Paulo,Parque do Estado de Sao Paulo,-46.63,-23.54, , ,LC,Livro Vermelho 2013
4574,MALVACEAE,Krapovickasia urticifolia,,54c7ca8e6e641, ,IAC,10369,A.B. Joly, ,1946,11,27,SP,São Paulo,Butantã,-46.6361,-23.5475, , ,LC,Livro Vermelho 2013
4575,MALVACEAE,Krapovickasia urticifolia,,54c7ca8e6ea60, ,UEC,103334,"Tozzi, A.M.G.A.",209,0,0,0,SP,Votorantim,Fábrica da Votorantim,-47.406294,-23.572096, , ,LC,Livro Vermelho 2013
4576,MALVACEAE,Malvastrum americanum,,54c7ca8ee621c, ,UEC,106016,"Tozzi, A.M.G.A.",9877,0,0,0,SP,Iperó,"estrada para a pedreira, em direção a Bacaetava",-47.666667,-23.4, , ,LC,Livro Vermelho 2013
4577,MALVACEAE,Pavonia hastata,,54c7ca8eead8d, ,NYBG,407178,M. Sakane,575,1977,5,14,SP,Sete Barras,"Sete Barras, Reserva Biológica Carlos Botelho",-47.92,-24.38, , ,LC,Livro Vermelho 2013
4578,MYRTACEAE,Eugenia brunoi,,54c7cb3135c92, ,MBM,238812,"Sobral, M.",7067,1991,7,0,SP,Peruíbe, ,-47.006426,-24.401561, , ,EN,Livro Vermelho 2013
4579,MALVACEAE,Spirotheca rivieri,,54c7cb7104dd9, ,SP, ,J.B. Baitelo & J.A. Pastore,788,1995,7,0,SP,Ibiúna, ,-47.186421,-23.778069, , ,LC,Livro Vermelho 2013
