"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","dayIdentified","fieldNumber","individualCount"
"188","2020-01-25 04:33:00-03","MO","MOBOT","3071054","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Julian A. Steyermark|Gerrit Davidse|Francico Guánchez M.","Steyermark 122461","1980","5","14","South America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers","Amazonas","Depto. Atures: forested areas and igneous outcrops along Coromoto, at Tobogán de la Selva, 35 km southeast of Puerto Ayacucho.","150.00000000",NA,NA,NA,"-67.55","5.36666",NA,NA,"H.C.M. Snelders & P.J.M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2008-05-27 22:02:00-03","MO","MOBOT","3071263","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Charles L. Burandt Jr.","Burandt Jr. v1088","1981","11","17","South America","Venezuela",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers","Bolívar","Dtto: Roscio. Alrededores del Rio Aponguao, cruce con la carretera El Dorado-Sta. Elena cerca de La Ciudadela y debajo del cerro donde se encuentra El Fuerte Mariano Montilla. Inicios de la Gran Sabana, cerca de La Escalera.","1250.00000000",NA,NA,NA,NA,NA,NA,NA,"H.Maas, P.J.M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2008-05-27 22:02:00-03","MO","MOBOT","3071721","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Ghillean T. Prance","Prance 18735","1973","8","8","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers",NA,"Reserva Ducke, Igarape Acará,",NA,NA,NA,NA,NA,NA,NA,NA,"Snelders & Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2009-08-23 09:01:00-03","MO","MOBOT","3072071","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Robert H. Schomburgk","Schomburgk s.n.","1835",NA,NA,"South America","Guyana",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers",NA,"Serra Mey.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2011-02-23 16:00:00-03","MO","MOBOT","3072592","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","John Miers","Miers s.n.","1857","4",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers","Rio de Janeiro","In monte Cerro vade.","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2009-07-17 17:34:00-03","MO","MOBOT","3072790","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Per Dusén","Dusén 9807","1910","4","5","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers","Paraná","Paranaguá in silva prúw ad terraru.",NA,NA,NA,NA,NA,NA,NA,NA,"H.C.M. Snelders & P.J.M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2008-12-30 03:32:00-02","MO","MOBOT","3072883","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Miguel Bang","Bang 1563 p.p.","1892","7",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers",NA,"Burmannia tenella, Benth. Mapiri.",NA,NA,NA,NA,NA,NA,NA,NA,"H.C. M. Snelders & P. J. M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2008-05-27 22:02:00-03","MO","MOBOT","3073521","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Wendell H. Camp","Camp E-1343","1944","11","17","South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers",NA,"Ridge just south and west of Rio Itzintza, Prov. Santiago-Zamora (oriente): Cordillera Cutucú; ca","1524.00000000","1798.32000000",NA,NA,"-78","-2.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2008-12-30 03:32:00-02","MO","MOBOT","3586152","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Otto Buchtien","Buchtien 459 p.p.",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers","La Paz","San Carlos, Mapiri",NA,NA,NA,NA,NA,NA,NA,NA,"Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2008-12-30 03:32:00-02","MO","MOBOT","3586153","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Otto Buchtien","Buchtien 5366",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers",NA,"near Tipuani",NA,NA,NA,NA,NA,NA,NA,NA,"Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2008-12-30 03:32:00-02","MO","MOBOT","3586155","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Henry H. Rusby","Rusby 858 p.p.","1886","5",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers",NA,"Mapiri","762.00000000",NA,NA,NA,NA,NA,NA,NA,"Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2012-06-27 17:53:00-03","MO","MOBOT","3586173","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","G.H. Tate","Tate 1106",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers","La Paz","Cordillera Real, Ticunhuaya","1524.00000000",NA,NA,"Larecaja",NA,NA,NA,NA,"Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"200","2008-12-30 03:32:00-02","MO","MOBOT","3586176","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Orland E. White","White 1045","1921","9",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers","La Paz","Covado, near La Paz",NA,NA,NA,NA,NA,NA,NA,NA,"Foster's 1958 catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2008-05-27 22:02:00-03","MO","MOBOT","631199","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Julian A. Steyermark","Steyermark 54574",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2008-05-27 22:02:00-03","MO","MOBOT","631207","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides","Alwyn H. Gentry|Elsa M. Zardini|Miryam Monsalve B.","Gentry 53977","1986","4","3","South America","Colombia",NA,NA,NA,NA,NA,NA,NA,"(Hook.) Miers","Huila","Finca Merenberg, E of Volcán Purace, near Cauca border, mature forest remnants.","2300.00000000",NA,NA,NA,"-76.2","2.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-40","2"
"203","2008-05-27 22:02:00-03","MO","MOBOT","1113412","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Camilo Díaz S.|Aurelio Torres","Díaz Santibáñez 7812","1995","11","1","South America","Peru",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Cajamarca","Trocha límite con La Unión.","2200.00000000",NA,NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"245","2"
"204","2014-04-04 05:49:00-03","MO","MOBOT","1159830","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Rodolfo Vásquez|et al.","Vásquez Martínez 21099","1996","6","11","South America","Peru",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Amazonas","Distrito Imaza, Cerros de Putuim Bosque primario, suelo de arenisca, cubierto por un manto esponjoso de raíces y hojarasca, Campau.","350.00000000",NA,NA,"Bagua","-78.33972","-5.05555",NA,NA,"P.J.M. Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"205","2014-04-04 05:50:00-03","MO","MOBOT","1241980","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","H. van der Werff|Bruce Gray|Rodolfo Vásquez|Rocío Rojas","van der Werff 15795","1998","3","27","South America","Peru",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Amazonas","Laguna de Pomacochas, cloud forest and scrub on sand or humus soil.","2550.00000000",NA,NA,NA,"-77.91666","-5.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240","1"
"206","2017-10-25 05:24:00-02","MO","MOBOT","1433094","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Eric F. Rodríguez Rodríguez|et al.","Rodríguez Rodríguez 966","1996","6","12","South America","Peru",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Amazonas","Distrito Imaza, Comunidad Aguaruna de Putuim. Bosque primario, 30% de pendiente. Arriba (oeste) Pueblo de Putuim.","680.00000000",NA,NA,"Bagua","-78.31666","-4.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"207","2017-10-25 05:24:00-02","MO","MOBOT","1708875","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Eric F. Rodríguez Rodríguez","Rodríguez Rodríguez 966A","1996","6","12","South America","Peru",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Amazonas","Distrito Imaza. Comunidad Aguaruna de Putuim. Bosque primario, 30% de pendiente. Arriba (oesta) Pueblo de Putuim.","680.00000000",NA,NA,"Bagua","-78.31666","-4.96666",NA,NA,"P.J.M.Maas & H.Maas(WAG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"208","2014-04-04 05:51:00-03","MO","MOBOT","1759939","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Rodolfo Vásquez","Vásquez Martínez 26579","2000","11","9","South America","Peru",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Cajamarca","San José de Lourdes. Cerro Parco. Bosque primario sobre rocas","2250.00000000",NA,NA,"San Ignacio","-78.89166","-5.07722",NA,NA,"P.J.M. Maas & H. Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"209","2011-06-09 17:53:00-03","MO","MOBOT","1838559","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","C. Vargas C.","Vargas Calderón 8151","1949","5","11","South America","Peru",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Cusco","Aobamba - Huadquiña.","1450.00000000","1700.00000000",NA,"La Convención",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2010-11-13 04:25:00-02","MO","MOBOT","2455366","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Roberto M. Klein","Klein 2406",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maas, P. J. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2008-05-27 22:02:00-03","MO","MOBOT","631202","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Ronald L. Liesner","Liesner 19212","1985","10","30","South America","Venezuela",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Bolívar","17 km E of El Pauji by road and 64 km W of Santa Elena by road. 4 km N of highway. Río Las Ahallas. Elev. 850 m, ca. 4º30'N, 61º30'W.","850.00000000",NA,NA,NA,"-61.5","4.5",NA,NA,"FVG (P.J.Maas&H.Maas)",NA,NA,NA,NA,NA,NA,NA,NA,"85-43","2"
"212","2017-08-17 11:29:00-03","MO","MOBOT","631226","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Ronald L. Liesner","Liesner 16079","1984","2","16","South America","Venezuela",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Amazonas","Camp III. Neblina and Massif. NW Plateau (Arm) 13.5 km ENE of Cerro de La Neblina Base Camp.","1750.00000000","1850.00000000",NA,"Río Negro","-66.0666667","0.9",NA,NA,"FVG (P.J.Maas&H.Maas)",NA,NA,NA,NA,NA,NA,NA,NA,"84-17","2"
"213","2008-05-27 22:02:00-03","MO","MOBOT","631234","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Ronald L. Liesner","Liesner 25027","1988","10","17","South America","Venezuela",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Amazonas","ATABAPO Cerro Marahuaca. Slopes. Sima area. Medium height forest.","1200.00000000",NA,NA,NA,"-65.5","3.71666",NA,NA,"P.Maas & H.Maas(U)",NA,NA,NA,NA,NA,NA,NA,NA,"88-51","2"
"214","2008-05-27 22:02:00-03","MO","MOBOT","631243","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Ronald L. Liesner|Germán Carnevali","Liesner 22427","1987","10","25","South America","Venezuela",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Amazonas","RIO NEGRO: Cerro Aracamuni, summit. Proa camp. Savanna with small to large patches of forest, especially along streams, in ravines and near edge of tepui.","1400.00000000",NA,NA,NA,"-65.81666","1.53333",NA,NA,"FVG (P.J.Maas&H.Maas)",NA,NA,NA,NA,NA,NA,NA,NA,"87-47","3"
"215","2008-05-27 22:02:00-03","MO","MOBOT","631250","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Ronald L. Liesner|Bruce K. Holst","Liesner 21420","1987","2","26","South America","Venezuela",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Amazonas","ATURES W side of valley of Río Coro-Coro, 8 km NNW of settlement of Yutaje. Forested slope.","500.00000000","1000.00000000",NA,NA,"-66.14166","5.68333",NA,NA,"FVG (P.J.Maas&H.Maas)",NA,NA,NA,NA,NA,NA,NA,NA,"87-11","3"
"216","2008-05-27 22:02:00-03","MO","MOBOT","631253","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Alwyn H. Gentry","Gentry 80741","1993","7","30","South America","Ecuador",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Zamora-Chinchipe","Miazi, Rio Nangaritza; trail to summit behind camp.","850.00000000","1000.00000000",NA,"Nangaritza","-78.66666","-4.3",NA,NA,"H. Maas & P. Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,"1297","2"
"217","2015-01-16 11:26:00-02","MO","MOBOT","631335","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Camilo Díaz S.|José Campos de la Cruz","Díaz Santibáñez 3596","1989","5","31","South America","Peru",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Amazonas","Jaipe: Fundo El Paraíso.","1690.00000000",NA,NA,"Luya","-77.9666667","-6.1666667",NA,NA,"P.J.M. Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,"23","4"
"218","2008-05-27 22:02:00-03","MO","MOBOT","631351","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","Ronald L. Liesner|Franciso Delascio C.","Liesner 22004","1987","10","16","South America","Venezuela",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Amazonas","RIO NEGRO: Cerro Aracamuni, summit. Popa camp. Savanna with small to large patches of forest and stream.","1550.00000000",NA,NA,NA,"-65.78333","1.43333",NA,NA,"P. Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,"87-37","3"
"219","2014-04-21 08:42:00-03","MO","MOBOT","2401883","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides orobanchoides","H. van der Werff|Bruce Gray|Juan C. Ronquillo|Wilson Quizhpe","van der Werff 19375","2004","11","6","South America","Ecuador",NA,NA,NA,NA,NA,NA,"orobanchoides",NA,"Zamora-Chinchipe","In the vicinity of the mining camp at the Río Tundaime. Along road to military base El Condor. Montane forest.","1500.00000000",NA,NA,NA,"-78.4255556","-3.6338889",NA,NA,"P. & H. Maas (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,"366","4"
"220","2014-04-21 08:43:00-03","MO","MOBOT","100701737","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","H. van der Werff|Rodolfo Vásquez|R. Francis","van der Werff 20052B","2005","5","12","South America","Peru",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Pasco","Distr. Palcazu. El Paujil. Lowland rain forest.","700.00000000","800.00000000",NA,"Oxapampa","-75.2608333","-10.3366666",NA,NA,"P. & H. Maas (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,"386","1"
"221","2008-06-12 11:49:00-03","MO","MOBOT","1312645","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Lúcia G. Lohmann","Lohmann 169","1998","6","26","South America","Suriname",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Sipaliwini","Open wet forest along creek running perpendicular to Lisa's creek.",NA,NA,NA,NA,"-56.2","3.9",NA,NA,"P.J.M. Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"222","2008-05-27 22:02:00-03","MO","MOBOT","1359747","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Ronald L. Liesner","Liesner 8536","1980","1","21","South America","Venezuela",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Amazonas","03 km SE of San Carlos de Rio Negro; unflooded area.","120.00000000",NA,NA,NA,"-67.06666","1.91666",NA,NA,"H.Maas & P.Maas",NA,NA,NA,NA,NA,NA,NA,NA,"161",NA
"223","2009-06-27 16:52:00-03","MO","MOBOT","1590947","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Randall J. Evans","Evans 3233","2001","6","29","South America","Suriname",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Sipaliwini","Summit of Tafelberg. Along trail from airplane crash site to camp on upper Augustus Creek, ca. 200 m SE of crash site. Low primary forest (canopy ca. 20 m tall), with understory dominated by the usually terrestrial Philodendron insigne Schott and a large terrestrial bromeliad (leaves ca. 2 m long).","625.00000000",NA,NA,NA,"-56.1930555","3.9138889",NA,NA,"P.J.M. Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,"495","4"
"224","2009-06-27 16:52:00-03","MO","MOBOT","1590958","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Randall J. Evans","Evans 3311","2001","7","6","South America","Suriname",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Sipaliwini","Summit of Tafelberg. Sandstone talus slope within 10 m below SW wall of Arrowhead Basin, ca. 1/2 km NE of Augustus Creek. Primary lowland forest, canopy open, ca. 25 m tall.","700.00000000",NA,NA,NA,"-56.17638","3.90833",NA,NA,"P.J.M. Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,"514","3"
"225","2008-05-27 22:02:00-03","MO","MOBOT","1916701","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Ronald L. Liesner","Liesner 7419","1979","5","15","South America","Venezuela",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Amazonas","IVIC study site. 4 km NE of San Carlos de Río Negro.","120.00000000",NA,NA,NA,"-67.05","1.91666",NA,NA,"R. Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"246",NA
"226","2014-04-04 05:52:00-03","MO","MOBOT","1916980","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18384","2003","7","12","South America","Peru",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Pasco","Along road Chatarra-Pto. Bermudez. Heavily logged forest.","890.00000000",NA,NA,"Oxapampa","-75.06666","-10.53333",NA,NA,"P.J.M. Maas & H. Maas (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,"339","8"
"227","2011-08-12 09:45:00-03","MO","MOBOT","1918747","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Ronald L. Liesner","Liesner 7589","1979","5","20","South America","Venezuela",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Amazonas","0 to 3 km S of San Carlos de Río Negro. Disturbed forest. Ca. 20 km S of confluence of Río Negro and Brazo Casiquiare. [original label coord. 1º56'N, 67º03'W]","120.00000000",NA,NA,NA,"-67.0666667","1.9166667",NA,NA,"H. Maas & P.J.M. Maas",NA,NA,NA,NA,NA,NA,NA,NA,"257","1"
"228","2010-11-13 04:25:00-02","MO","MOBOT","2455382","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Roberto M. Klein","Klein 9599",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maas, P. J. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2014-04-16 07:55:00-03","MO","MOBOT","2731990","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","H. van der Werff|Rodolfo Vásquez|R. Francis","van der Werff 20051","2005","5","12","South America","Peru",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Pasco","Distr. Palcazu. El Paujil. Lowland rain forest.","700.00000000","800.00000000",NA,"Oxapampa","-75.2608333","-10.3366666",NA,NA,"P.J.M. Maas & H. Maas (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,"386","1"
"230","2012-11-09 09:04:00-02","MO","MOBOT","3065372","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Edgardo M. Ortiz V.","Ortiz 675","2005","5","31","South America","Peru",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Pasco","Dist. Villa Rica. Camino de Bocaz al Abra San Lázaro-Zona de Amortiguamiento, Parque Nacional Yanachaga-Chemillén. Bosque montano inferior, nublado achaparrado.","1850.00000000",NA,NA,"Oxapampa","-75.16444","-10.65861",NA,NA,"P.J.M. Maas & H. Maas (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"231","2008-05-27 22:02:00-03","MO","MOBOT","631088","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","John M. MacDougal|Julio C. Betancur B.","MacDougal 4087","1989","2","17","South America","Colombia",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Antioquia","Mpio. de Amalfi: road between Amalfi and Medellín, 13.5 km SW of Amalfi, bosque húmedo premontaño with Quercus dominant, disturbed primary forest.","1510.00000000",NA,NA,NA,"-75.1","6.9",NA,NA,"P. Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,"59","3"
"232","2008-05-27 22:02:00-03","MO","MOBOT","631114","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Ronald L. Liesner|Bruce K. Holst","Liesner 20103","1986","4","20","South America","Venezuela",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Bolívar","Piar, 2 km W of west side of Amaruay-tepui. 2 km E of Ríon Acanán. Tall, level forest with trees 35 to 40 m. Alt. 500 m. 5º56'N, 62º16'W.","500.00000000",NA,NA,NA,"-62.26666","5.93333",NA,NA,"FVG (P.J.Maas&H.Maas)",NA,NA,NA,NA,NA,NA,NA,NA,"86-2","2"
"233","2008-05-27 22:02:00-03","MO","MOBOT","631133","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Ronald L. Liesner","Liesner 25370","1988","10","25","South America","Venezuela",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Amazonas","ATABAPO In saddle between Duida and Marahuaca near base of Duida. Medium height forest.","1000.00000000",NA,NA,NA,"-65.53333","3.56666",NA,NA,"P.&H.Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,"88-60","2"
"234","2008-05-27 22:02:00-03","MO","MOBOT","631152","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Ronald L. Liesner|Franciso Delascio C.","Liesner 22253","1987","10","21","South America","Venezuela",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Amazonas","RIO NEGRO: Slope of Cerro Aracamuni. Quebrada Camp. Forested slope.","600.00000000",NA,NA,NA,"-65.63333","1.4",NA,NA,"P. Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,"87-42","3"
"235","2008-05-27 22:02:00-03","MO","MOBOT","631189","PreservedSpecimen","Plantae","Burmanniaceae","Dictyostega","orobanchoides","Dictyostega orobanchoides parviflora","Ronald L. Liesner","Liesner 25504","1988","10","27","South America","Venezuela",NA,NA,NA,NA,NA,NA,"parviflora","(Benth.) Snelders & Maas","Amazonas","ATABAPO In saddle between Duida and Marahuaca near base of Duida. Medium height forest.","1000.00000000",NA,NA,NA,"-65.53333","3.56666",NA,NA,"P.J.M. Maas (U)",NA,NA,NA,NA,NA,NA,NA,NA,"88-62","3"
