"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"105","2019-08-20 10:16:37-03","UNICAMP","UEC","147804","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez",NA,"Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","508","2006","05","08","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E, subparcela 54 na Trilha da Casa da Farinha (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,NA,"Indivíduo E0686, altura 7 m.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-08-20 10:16:37-03","UNICAMP","UEC","148886","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Aranha, BA","482","2007","01","10","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.084167","-23.366389","-45.084167","-23.366389","380","380",NA,NA,NA,"2008","10",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:32:36-03","UNICAMP","UEC","149432","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Barbosa, TDM","Urbanetz, C","412","2008","03",NA,"Brazil","São Paulo","Cananéia","Km 31,5 da rodovia SP-226., Fazenda Falha Larga, Floresta Ombrófila Densa de Terras Baixas, 20 - m.s.m","-47.9125","-24.905556","-47.9125","-24.905556",NA,NA,"Árvore de 5m. coletada na planície, sobre solo arenoso do tipo podzol hidromórfico.","UEC003963","UEC003963",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:32:36-03","UNICAMP","UEC","155162","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Barbosa, TDM","Urbanetz, C","412","2008","03",NA,"Brazil","São Paulo","Cananéia","Km 31,5 da rodovia SP-226., Fazenda Falha Larga, Floresta Ombrófila Densa de Terras Baixas, 20 - m.s.m","-47.9125","-24.905556","-47.9125","-24.905556",NA,NA,"Árvore de 5m. coletada na planície, sobre solo arenoso do tipo podzol hidromórfico.","UEC070584",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:32:36-03","UNICAMP","UEC","161026","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Barbosa, TDM","Stefani, EJF; Belinello, R; Galvão, JC","120","2010","06","01","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.526389","-23.623333","-45.526389","-23.623333","50","90","Árvore com 7 m.; Mata atlântica.","UEC003978","UEC003978",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:32:36-03","UNICAMP","UEC","166994","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Barbosa, TDM","Stefani, EJF; Belinello, R; Galvão, JC","186","2011","06","28","Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar.","-45.541667","-23.598611","-45.541667","-23.598611","800","900","Árvore com 15 m.; Mata atlântica.","UEC003976","UEC003976",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:32:36-03","UNICAMP","UEC","174790","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Sanchez, M","Pedroni, F; Sanchez, M; Laps, RR; Galetti, M; Belinello, R","1214","1995","12","05","Brazil","São Paulo","Picinguaba","Ubatuba, Morro do Corisco.&nf;23º20'12'' S , 44º50'06''W",NA,NA,NA,NA,"120","120","Árvore 221fp c/ 7m de altura. Vegetativo.; Mata Atlântica de Encosta.","UEC029765","UEC029765",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:32:36-03","UNICAMP","UEC","174952","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Sanchez, M","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1753","1997","05","29","Brazil","São Paulo","Picinguaba","Ubatuba, Morro do Corisco.&nf;23º18'09'' S , 44º48'61''W",NA,NA,NA,NA,"600","600","Árvore ca. 12m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC029767","UEC029767",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:32:36-03","UNICAMP","UEC","174955","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Pedroni, F; Sanchez, M; Laps, RR; Galetti, M; Belinello, R","633","1997","02","04","Brazil","São Paulo","Picinguaba","Ubatuba, Morro do Corisco.&nf;23º22' S , 44º48' W",NA,NA,NA,NA,"300","300","Árvore 100, com ca. 10 m de altura.; Mata Atlântica de Encosta.","UEC029768","UEC029768",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:32:36-03","UNICAMP","UEC","189084","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez",NA,"Silva, BG","143","2014","03","14","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.998611","-24.061944","-47.998611","-24.061944","800","800","Árvore, 11 m de altura e 16,3 cm de DAP; Floresta Ombrófila Densa","UEC119423","UEC119423",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:32:36-03","UNICAMP","UEC","189085","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez",NA,"Silva, BG","152","2014","03","17","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.975556","-24.063056","-47.975556","-24.063056","800","800","Árvore, 6 m de altura e 6,4 cm de DAP; Floresta Ombrófila Densa","UEC119422","UEC119422",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:32:36-03","UNICAMP","UEC","72598","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez",NA,"Fernandes, GD","32719","1995","02","09","Brazil","Mato Grosso do Sul","Eldorado","Caverna do Diabo.","-48.392083","-24.646639","-48.392083","-24.646639",NA,NA,"Árvore 17 m, DAP 15 cm, flores creme.; Mata atlântica de Encosta.","UEC003966","UEC003966",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:32:36-03","UNICAMP","UEC","27253","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Sakane, M","553","1977","05","22","Brazil","São Paulo",NA,"Sede Carlos Botelho, +/- 55km ao sul de Itapetininga.",NA,NA,NA,NA,NA,NA,"Árvore +/- 6m de altura, flores creme com estames marrons.","UEC138508","UEC138508","1989","08","16","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:32:36-03","UNICAMP","UEC","200230","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez",NA,"Padgurschi, MCG; Belinello, R","M442","2009",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela M - Projeto Biota-FAPESP. Árvore com 7 metros de altura. Frequência da espécie na parcela: n=26","UEC177709",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:32:36-03","UNICAMP","UEC","70219","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez",NA,"Leitão Filho, HF","1238","1971","08","10","Brazil","São Paulo","Eldorado","Nativa na rodovia p/ a C. do Diabo.","-48.392083","-24.646389","-48.392083","-24.646389",NA,NA,"Árvore 7-8 metros, em frutificação.","UEC003931","UEC003931",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-01 16:32:36-03","UNICAMP","UEC","73500","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Cavalcanti, DC; Scudeller, VV","307","1994","08","27","Brazil","São Paulo","Ubatuba","Trilha e Estrada da Almada.","-44.866667","-23.35","-44.866667","-23.35",NA,NA,"Árvore 10 m. Frutos verdes com cálice verde.; Mata atlântica.","UEC003957","UEC003957","1997","06","13","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:32:36-03","UNICAMP","UEC","73501","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Assis, MA; et al.","274","1994","08","27","Brazil","São Paulo","Ubatuba","Trilha e Estrada da Almada.","-44.866667","-23.35","-44.866667","-23.35",NA,NA,"Árvore 3m. Frutos verdes com cálice vermelho.; Mata atlântica.","UEC138462","UEC138462","1997","09","06","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-01 16:32:36-03","UNICAMP","UEC","200711","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB; Moraes, PLR; Mouzinho, TDB","Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; Cavalin, PO","N12","2008","12","07","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=19; Mata Atlântica","UEC158106",NA,"2010",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-01 16:32:36-03","UNICAMP","UEC","73509","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Furlan, A; Assis, MA; Garcia, FCP; Ruffino, PHP; Carneiro, CE","1464","1994","04","15","Brazil","São Paulo","Ubatuba","Trilha da almada. km 13 da Rodovia Rio/Santos.","-44.866667","-23.35","-44.866667","-23.35",NA,NA,"Árvore até 5 m alt. Em beira de córrego. Lenho aromático. Flores creme.; Mata atlântica.","UEC003956","UEC003956",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:32:36-03","UNICAMP","UEC","91737","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Ivanauskas, NM; Nascimento, RC","80(PQ1)","1995","03","24","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC.","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"Árvore de 8 m. Tronco cinza. Flores amarelo-claro.; Mata atlântica.","UEC003975","UEC003975","1995","05","19","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:32:36-03","UNICAMP","UEC","95663","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Ivanauskas, NM","Ivanauskas, NM","330","1995","08","26","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"Árvore de 8 m. Frutos.; Floresta Atlântica.","UEC003937","UEC003937",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:32:36-03","UNICAMP","UEC","95664","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Ivanauskas, NM","209","1995","06","20","Brazil","São Paulo","Pariquera-Açu","Estação experimental do Instituto Agronômico.","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"Árvore de 6m. Frutos imaturos verdes.; Floresta Atlântica.","UEC132996","UEC132996","1999","06","19","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:32:36-03","UNICAMP","UEC","95680","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Ivanauskas, NM","Ivanauskas, NM","789","1996","04","27","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Árvore de 4 m. Flores em botão.; Floresta Atlântica.","UEC003962","UEC003962",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:32:36-03","UNICAMP","UEC","95681","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Ivanauskas, NM","Ivanauskas, NM","412","1995","08","29","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Árvore de 5 m. Frutos.; Floresta Atlântica.","UEC003935","UEC003935",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:32:36-03","UNICAMP","UEC","95682","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Ivanauskas, NM","Ivanauskas, NM","417","1995","09","28","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski.","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"Árvore de 7 m. Casca externa marrom, lenticelada. Frutos.; Floresta Atlântica.","UEC003960","UEC003960",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:32:36-03","UNICAMP","UEC","95686","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Ivanauskas, NM","Ivanauskas, NM; Maestro, AL","119(PQ1)","1995","04","18","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"Árvore de 12 m, tronco cinza, flores brancas.; Floresta Atlântica.","UEC003929","UEC003929","1995","05","23","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:32:36-03","UNICAMP","UEC","132213","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Moraes, PLR","Kollmann, L; Bausen, E; Pizziolo, W","5067","2001","11","28","Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi.","-40.6002998352051","-19.9356002807617",NA,NA,"800","800","Arvoreto 13 m. Frutos verdes.","UEC003974","UEC003974","2007",NA,NA,"Magnoliopsida",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"132","2021-03-01 16:32:36-03","UNICAMP","UEC","132442","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Barbosa, TDM","Kollmann, L; Bausen, E; Pizziolo, W","2554","1999","06","15","Brazil","Espírito Santo","Santa Teresa","São Antônio, terreno do Boza.","-40.6002998352051","-19.9356002807617",NA,NA,"850","850","Arvoreto 8 m. DAP 11 cm. Fuste 7 m. Frutos verdes.","UEC003972","UEC003972","2008","10","23","Magnoliopsida",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"133","2021-03-01 16:32:36-03","UNICAMP","UEC","132612","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Barbosa, TDM","Kollmann, L; Bausen, E; Pizziolo, W","2218","1999","03","23","Brazil","Espírito Santo","Santa Teresa","São Lourenço. Estação Biológica do São Lourenço (trilha do Caravagem).","-40.6002998352051","-19.9356002807617",NA,NA,"750","750","Árvore 16 m. DAP 29 cm. Fuste 10 m. Flores verdes.; Mata de encosta.","UEC003968","UEC003968","2008","10","27","Magnoliopsida",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"134","2021-03-01 16:32:36-03","UNICAMP","UEC","132546","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Barbosa, TDM","Kollmann, L; Bausen, E","2193","1999","03","19","Brazil","Espírito Santo","Santa Teresa","Valsugana Velha, Estação Biológica de Santa Lúcia.&nf;(área 2. parcela 84. número 2076)","-40.6002998352051","-19.9356002807617",NA,NA,"650","650","Arvoreto 9 m. DAP 14 cm. Fuste 6 m. Flores brancas.","UEC003970","UEC003970","2008","12","08","Magnoliopsida",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"135","2021-03-01 16:32:36-03","UNICAMP","UEC","173164","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Chagas e Silva, F; Dias, MC; Soares, LH","s.n.","1986","03","07","Brazil","São Paulo","Iporanga","Beira da estrada.","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"Árvore, 4,0 m, flores creme-esverdeadas.","UEC003964","UEC003964","1988","05","09","Magnoliopsida",NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA
"136","2021-03-01 16:32:36-03","UNICAMP","UEC","73503","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Bernacci, LC; Cardoso, EG; Camargo, O; Falivene, SMP","275","1994","05","19","Brazil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"Árvore, 12 mts de altura, botões e frutos jovens.; Mata alta e pluriestratificada, com bromeliáceas epífitas.","UEC003959","UEC003959","1997","05","22","Magnoliopsida",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"137","2021-03-01 16:32:36-03","UNICAMP","UEC","85241","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Simão-Bianchini, R; Rossi, L; Kiyama, CY; Shirasuna, RT","481","1994","09","04","Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia. Estrada para a barragem do Rio Claro.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Árvore ca. 3,5 m alt. Frutos imaturos verdes. Coletado novamente próximo à barragem do Rio Claro com frutos maiores.","UEC003958","UEC003958",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA
"138","2021-03-01 16:32:36-03","UNICAMP","UEC","6090","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Baitello, JB","Makino, H","43","1977","05","21","Brazil","São Paulo","São Miguel Arcanjo","Ca. 67km ao S de Itapetininga. Reserva Carlos Botelho.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Árvore, ca 11,0m de altura, inflorescências creme.","UEC138506","UEC138506","1987",NA,NA,"Magnoliopsida",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"139","2021-03-01 16:32:36-03","UNICAMP","UEC","192834","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Gomes, JAMA","Gomes, JAMA; Virillo, CB","618","2006","10","08","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio,Parcela G (Parque Estadual da Serra do Mar; Núcleo Picinguaba). -23.373498N; -45.080223L(Coordenada Mediana)","-45.0699996948242","-23.4300003051758",NA,NA,"180","180","frutos imaturos (indivíduo G 0045)","UEC130199","UEC130199",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"140","2021-03-01 16:32:36-03","UNICAMP","UEC","82276","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez","Sanches, M","Leitão Filho, HF; Rodrigues, RR; Sanchez, M; Santin, DA; Nave, AG; Mansano, VF","34762","1996","02","01","Brazil","São Paulo","Ubatuba","I.A.C.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore com 12 metros de altura.; Transição entre planície e encosta atlântica.","UEC003969","UEC003969",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"141","2021-03-01 16:32:36-03","UNICAMP","UEC","88177","S","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees) Mez",NA,"Sanches, M; Pedroni, F","31307","1992","11","09","Brazil","São Paulo","Ubatuba","Margens do rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore de 16 m de altura, frutos verdes, cúpula vermelha.","UEC003961","UEC003961",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"142","2021-03-01 16:32:40-03","UNICAMP","UEC","106724","S","Plantae","Lauraceae","Ocotea","hoehnii","Ocotea hoehnii","Vattimo",NA,"Hoehne, W","2479","1960","08","05","Brazil","São Paulo","São Paulo","Parque do Estado de S.P.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore da mata.","UEC003866","UEC003866",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"143","2019-11-06 09:56:02-03","UFOP","OUPR","15550","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Moraes, P.L.R.","Badini, J.","s.n.","1937",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Mata. Arbusto, flores pálidas",NA,NA,"2011","12","12",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"144","2020-10-14 10:02:17-03","FURB","FURB","12121","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Quinet, A","Uller, H.F.; Uller, G.R.","156","2009","05","16","Brasil","Santa Catarina","Indaial","Morro do Barão.","-49.2830556","-26.9641667","-49.2830556","-26.9641667",NA,NA,NA,"FURB27280","FURB27280","2010","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-10-14 10:02:17-03","FURB","FURB","18401","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Oliveira, AA de","Stival-Santos, A.; Legal, E. & Silveira, S.","977","2009","10","07","Brasil","Santa Catarina","Gaspar","Gaspar Alto, Rua Hésio Silveira de Souza.","-49.0508333","-27.0005556","-49.0508333","-27.0005556","215","215","Florística IFFSC 637 (Arbórea) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; entorno do fragmento em beira de rio Habito: árvore; Fruto cúpula preta, fruto marrom;","FURB27279","FURB27279","2010","09","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 10:02:17-03","FURB","FURB","22839","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Quinet, A","Dreveck, S.; Carneiro, F.E.","1946","2010","03","18","Brasil","Santa Catarina","Garuva","Kilometro Trevo.","-48.87","-26.01","-48.8700000","-26.0100000","135","135","Florística IFFSC 1072 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arvoreta; flor botão floral verde claro","FURB27277","FURB27277","2010","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 10:02:17-03","FURB","FURB","22934","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Quinet, A","Korte, A.; Kniess, A.","2130","2010","03","15","Brasil","Santa Catarina","Ascurra","Guaricanas.","-49.41","-27","-49.4100000","-27.0000000","281","281","Florística IFFSC 633 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta;","FURB02026","FURB02026","2010","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 10:02:17-03","FURB","FURB","23917","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Brotto, ML","Korte, A.; Kniess, A.","2472","2010","04","01","Brasil","Santa Catarina","Ascurra","Ilze Grande.","-49.3205556","-27","-49.3205556","-27.0000000","154","154","Florística IFFSC 634 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea; flor branca","FURB27271","FURB27271","2013","06","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-14 10:02:17-03","FURB","FURB","23922","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Quinet, A","Korte, A.; Kniess, A.","2447","2010","04","01","Brasil","Santa Catarina","Ascurra","Ilze Grande.","-49.3205556","-27","-49.3205556","-27.0000000","154","154","Florística IFFSC 634 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbórea;","FURB27276","FURB27276","2010","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 10:02:17-03","FURB","FURB","27458","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Brotto, ML","Dreveck, S.","2290","2010","06","25","Brasil","Santa Catarina","Biguaçu","Graciosa.","-48.6875","-27.4497222","-48.6875000","-27.4497222","64","64","Florística IFFSC 430 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto verde; flor botão floral","FURB27269","FURB27269","2013","06","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 10:02:17-03","FURB","FURB","27517","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Oliveira, AA de","Stival-Santos, A.; Legal, E. & Silveira, S.","2990","2010","06","16","Brasil","Santa Catarina","Biguaçu","Instituto Itaúna de Educação Ambiental.","-48.69","-27.45","-48.6900000","-27.4500000","66","66","Florística IFFSC 390 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea; flor botão floral","FURB27281","FURB27281","2010","09","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-10-14 10:02:17-03","FURB","FURB","29280","PreservedSpecimen","Plantae","Lauraceae","Ocotea","dispersa","Ocotea dispersa","(Nees & Mart.) Mez","Oliveira, AA de","Stival-Santos, A.; Legal, E. & Silveira, S.","2800","2010","06","16","Brasil","Santa Catarina","Biguaçu","Instituto Itaúna de Educação Ambiental.","-48.69","-27.45","-48.6900000","-27.4500000","66","66","Regeneração IFFSC 390 /N/40 Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto;","FURB27278","FURB27278","2010","09","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
