"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","01045418","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Epidendrum","setiferum","Epidendrum setiferum","Lindl.","G. F. J. Pabst","W. R. Anderson","35512","1972","02","05","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 15 km S of Diamantina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184806' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045418","NY01045418_01","-43.6897","-18.325","1250","1250","Datas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01045423","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Epidendrum","setiferum","Epidendrum setiferum","Lindl.","G. F. J. Pabst","H. S. Irwin","22382","1969","01","21","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 20 km S.W. of Diamantina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184800' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045423","NY01045423_01","-43.6836","-18.358","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01045419","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Epidendrum","setiferum","Epidendrum setiferum","Lindl.","G. F. J. Pabst","H. S. Irwin","22420","1969","01","22","South America","Brazil","Minas Gerais","Ca. 26km SW of Diamantina on road to Gouveia. Serra do Espinhaço.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184796' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045419","NY01045419_01","-43.7","-18.38","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01045420","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Epidendrum","setiferum","Epidendrum setiferum","Lindl.","G. F. J. Pabst","H. S. Irwin","22165","1969","01","18","South America","Brazil","Minas Gerais","Ca. 12km SW of Diamantina. Serra do Espinhaço.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184794' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045420","NY01045420_01","-43.7","-18.27","1370","1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:28:37-03","UFBA","ALCB","059380","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Toscano, AL","Guedes, ML; Paraguassu, A; Argôlo, AS; Santos, ES; Hudson, A; Silva, MP da; Andrade, F","PCD1911","1995","06","27","Southern America","Brasil","Bahia","Chapada Diamantina, Descida da Torre de repetição, do morro do Pai In cio",NA,"0,60 m, ereta. Folhas simples, lanceoladas. Escapo floral longo com bainha amarronzadas e brácteas vináceas, tépalas vináceas e labelo esverdeado. Frutos imaturos de cor vináceo. Raro.; Campo rupestre com predominâncias de gramíneas.","ALCB009109","ALCB009109","-41.466667","-12.45","1110","1110","Palmeiras","1997","10","-41.466667","-12.45",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:46:13-03","NBC","NL-BOTANY","WAG.1135199","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.",NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","22","Southern America","Brazil",NA,"Brasil, Estado de Minas Gerais. Serra do Espinhaço. Lower cut- over slopes of Serra da Caraça, sandy slopes, near riacho, ca. 10 km W. of Barão de Cocais.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1135199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1135199","NL-WAG1135199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"17","2020-11-04 12:17:30-03","ESALQ","ESA","18971","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Forster, W.","Souza, V.C. et al.","7802.0","1995","03","07",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA018971",NA,"-44.6577987670898","-21.2980995178223",NA,NA,"Itutinga",NA,NA,NA,NA,NA,"24458","auto",NA,NA,NA,NA
"18","2021-03-31 13:40:58-03","MN","R","220834","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Menini Neto, L.","Menini Neto, L.; Forzza, R.C.; Dias-Melo, R.; Monteiro, R.F.; Silva, B.R. & Alves, R.J.V.","98","2004","02","04",NA,"Brasil","Minas Gerais",NA,NA,"Universidade Federal de Juiz de Fora/Herbário CESJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:40:58-03","MN","R","220835","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pabst, G.F.J.","Heringer, E.P. ; Castellanos, A.","22187","1958","03","06",NA,"Brasil","Minas Gerais",NA,NA,"Et. Horto Florest. Paraopeba. Minas Gerais nº 6.221",NA,NA,NA,NA,NA,NA,NA,"1958","02",NA,NA,NA,NA,NA,"11",NA,NA,NA
"20","2021-03-31 13:40:58-03","MN","R","31721","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Leoni, L.S.","Ule, E.H.G.",NA,"1892","02",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-31 13:40:58-03","MN","R","169812","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Leoni, L.S.","Henriques, R.","43","1972","04","05",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"-43.1786003112793","-22.5049991607666",NA,NA,"Petrópolis","1990","05",NA,NA,NA,"36524","auto",NA,NA,NA,NA
"22","2016-07-05 11:14:18-03","FFCLRP","LBMBP","1044","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"-47.816667","-22.25",NA,NA,"Itirapina",NA,NA,"47°49'W","22°15'S",NA,NA,NA,NA,NA,NA,NA
"23","2016-07-05 11:14:18-03","FFCLRP","LBMBP","4","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"-47.816667","-22.25",NA,NA,"Itirapina",NA,NA,"47°49'W","22°15'S",NA,NA,NA,NA,NA,NA,NA
"24","2016-07-05 11:14:18-03","FFCLRP","LBMBP","613","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"-46.883333","-23.183333",NA,NA,"Jundiaí",NA,NA,"46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA
"25","2016-07-05 11:14:18-03","FFCLRP","LBMBP","1","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"-46.883333","-23.183333",NA,NA,"Jundiaí",NA,NA,"46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA
"26","2016-07-05 11:14:18-03","FFCLRP","LBMBP","1207","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","E.R. Pansarin","E.R.Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"-47.816667","-22.25",NA,NA,"Itirapina",NA,NA,"47°49'W","22°15'S",NA,NA,NA,NA,NA,NA,NA
"27","2016-07-05 11:14:18-03","FFCLRP","LBMBP","612","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"-46.883333","-23.183333",NA,NA,"Jundiaí",NA,NA,"46°53'W","23°11'S",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:40:45-03","UFJF","CESJ","48506","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","N.L. Abreu","L. Menini Neto; C.N. Matozinhos; N.L. Abreu; T.Trindade; E.A. Feliciano; P.L. Viana","279","2007","01","27","América do Sul","Brasil","Minas Gerais","Serra Negra, Trilha para o Ninho da Égua.",NA,"Erva terrestre, no barranco, em solo pedregoso, na transição mata-campo. Caule castanho, folhas verdes, brácteas do pedúnculo estramíneas, flores creme matizadas de róseo.","CESJ048506",NA,"-43.8278007507324","-22.0891990661621",NA,NA,"Rio Preto","2007","02",NA,NA,NA,"20815","auto","03",NA,NA,NA
"29","2020-06-30 18:32:37-03","UFJF","CESJ","27473","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.",NA,"F.R.G. Salimena","s.n.","1994","03","20","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca",NA,NA,"CESJ027473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:40:45-03","UFJF","CESJ","66239","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","L. Menini Neto","L. Menini Neto; S.G. Furtado","1338","2015","04","12","América do Sul","Brasil","Minas Gerais","RPPN do Inhotim, Arbustal sobre canga, 20°07'S, 44°14'W",NA,"Erva terrícola, sobre solo pedregoso de canga, no interior do arbustal. Frutos imaturos verdes, perianto persistente castanho-escuro.","CESJ066239",NA,"-44.233333","-20.116667","1000","1100","Brumadinho","2015","04","-44.233333","-20.116667",NA,NA,NA,"21",NA,NA,NA
"31","2019-11-21 14:40:45-03","UFJF","CESJ","68683","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","B. Moreira","B. Moreira; L.C.D. Dias","349","2015","08","20","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Nanofloresta nebular, trilha da janela do céu, próxima ao areal",NA,"Arvoreta, Interior de mata","CESJ068683",NA,"-43.878056","-21.679444","1600","1600","Lima Duarte","2016",NA,"-43.878056","-21.679444",NA,NA,NA,NA,NA,NA,NA
"32","2021-01-29 12:45:34-03","UNICAMP","UEC","117460","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pinheiro, F","Pansarin, ER; Simões, AO","807","2001","02","12",NA,"Brazil","Minas Gerais","A 10 km do trevo de Gouveia, Na entrada para Diamantina. Em afloramento rochoso.",NA,NA,"UEC064153","UEC064153","-43.88075","-18.425694",NA,NA,"Gouveia","2004","05","-43.88075","-18.425694",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:20:10-03","UNICAMP","UEC","179991","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Barros, F","Irwin, HS; Harley, RM; Onishi, E","28867","1971","01","22",NA,"Brazil","Minas Gerais","Lower cut-over slopes pf Serra da Caraça, sandy slopes, near riacho, ca. 10km W of Barão de Cocais.",NA,"Slender herb ca. 1,5m tall. Perianth light yellow-brown, the labellum yellow. Thickets.","UEC031424","UEC031424",NA,NA,"1400","1400",NA,"1983","05",NA,NA,NA,NA,NA,"26",NA,NA,NA
"34","2019-08-20 10:00:42-03","UNICAMP","UEC","105141","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pessoa, E","Matsumoto, K; Simões, AO","622","1998","02","01",NA,"Brazil","Minas Gerais","Vargem Grande",NA,NA,"UEC008315","UEC008315","-44.6425018310547","-21.4874992370605",NA,NA,"Carrancas","2013","08",NA,NA,NA,"21143","auto","22",NA,NA,NA
"35","2021-03-01 16:20:10-03","UNICAMP","UEC","114556","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pessoa, E","Vitta, FA; Belinello, R","573","1999","11","09",NA,"Brazil","Minas Gerais","Estrada para Conselheiro da Mata, km 185",NA,"Tépalas e labelos castanho-claro-esverdeados, coluna verde-clara","UEC037759","UEC037759","-43.6002998352051","-18.2493991851807",NA,NA,"Diamantina","2013","08",NA,NA,NA,"101169","auto","22",NA,NA,NA
"36","2021-03-01 16:20:10-03","UNICAMP","UEC","17367","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Barros, F","Semir, J; Sazima, M","4933","1974","02","09",NA,"Brazil","Minas Gerais","Ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.&nf;Usina.",NA,"Entre pedras, + ou - 80 cm, flores esverdeadas.","UEC031415","UEC031415","-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas","1983","05",NA,NA,NA,"31264","auto","25",NA,NA,NA
"37","2021-03-01 16:20:10-03","UNICAMP","UEC","17368","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Barros, F","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, FR","846","1972","03","04",NA,"Brazil","Minas Gerais","Km 115 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,"Flor creme.","UEC031416","UEC031416","-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas","1982","12",NA,NA,NA,"31264","auto","29",NA,NA,NA
"38","2019-08-20 10:00:42-03","UNICAMP","UEC","196657","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pinheiro, F","Dutilh, JHA; Marcondes-Ferreira, W","62","1998","02","02",NA,"Brazil","Minas Gerais","Na direção de Juiz de fora. Barranco ao lado da estrada.",NA,"Erva até 50 cm de altura, flores creme com mais ou menos manchas irregulares de cor rosa antigo na tépalas, principalmente as superiores. Com frutos jovens.","UEC138776","UEC138776","-43.3502998352051","-21.7642002105713",NA,NA,"Juiz de Fora","2004","05",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"39","2019-08-20 10:00:42-03","UNICAMP","UEC","99383","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pinheiro, F","Dutilh, JHA; Marcondes-Ferreira, W","61","1998","02","02",NA,"Brazil","Minas Gerais","Na direção de Juiz de fora. Barranco ao lado da estrada.",NA,"Erva até 50 cm de altura, flores creme.","UEC064149","UEC064149","-43.3502998352051","-21.7642002105713",NA,NA,"Juiz de Fora","2004","05",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"40","2019-08-20 10:00:42-03","UNICAMP","UEC","196658","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pinheiro, F","Dutilh, JHA; Marcondes-Ferreira, W","61","1998","02","02",NA,"Brazil","Minas Gerais","Na direção de Juiz de fora. Barranco ao lado da estrada.",NA,"Erva até 50 cm de altura, flores creme.","UEC138775","UEC138775","-43.3502998352051","-21.7642002105713",NA,NA,"Juiz de Fora","2004","05",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"41","2019-08-20 10:00:42-03","UNICAMP","UEC","99384","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pinheiro, F","Dutilh, JHA; Marcondes-Ferreira, W","62","1998","02","02",NA,"Brazil","Minas Gerais","Na direção de Juiz de fora. Barranco ao lado da estrada.",NA,"Erva até 50 cm de altura, flores creme com mais ou menos manchas irregulares de cor rosa antigo na tépalas, principalmente as superiores. Com frutos jovens.","UEC064152","UEC064152","-43.3502998352051","-21.7642002105713",NA,NA,"Juiz de Fora","2004","05",NA,NA,NA,"36144","auto",NA,NA,NA,NA
"42","2019-08-20 10:00:42-03","UNICAMP","UEC","79153","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pinheiro, F","Borba, EL","168","1996","01","06",NA,"Brazil","Minas Gerais","Serra de Camargos, Campo rupestre.",NA,"Flores creme, perfume adocicado muito forte durante a noite.","UEC064156","UEC064156","-44.611400604248","-21.2164001464844","1050","1050","Nazareno","2004","05",NA,NA,NA,"15209","auto",NA,NA,NA,NA
"43","2019-08-20 10:00:42-03","UNICAMP","UEC","133858","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pansarin, ER","Pansarin, ER; Mickeliunas, L","1130","2004","02","23",NA,"Brazil","São Paulo","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",NA,NA,"UEC064154","UEC064154","-46.8800010681152","-23.1800003051758",NA,NA,"Jundiaí","2004","02",NA,NA,NA,"17840","auto",NA,NA,NA,NA
"44","2019-08-20 10:00:42-03","UNICAMP","UEC","133860","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pansarin, ER","Pansarin, ER; Mickeliunas, L","1132","2004","02","23",NA,"Brazil","São Paulo","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.",NA,NA,"UEC064151","UEC064151","-46.8800010681152","-23.1800003051758",NA,NA,"Jundiaí","2004","02",NA,NA,NA,"17840","auto",NA,NA,NA,NA
"45","2019-08-20 10:00:45-03","UNICAMP","UEC","17339","S","Plantae","Liliopsida",NA,"Orchidaceae","Epidendrum","setiferum","Epidendrum setiferum","Lindl.","Pabst, G","Hatschbach, G; Smith, LB; Ayensu, E","28970","1972","01","19",NA,"Brazil","Minas Gerais","Guinda, Afloramentos rochosos, encosta de morro.",NA,"Flor creme.","UEC002619","UEC002619","-43.6002998352051","-18.2493991851807","1400","1400","Diamantina","1972",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"46","2020-03-12 10:29:24-03","UFOP","OUPR","25130","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pedrosa, L.G.","Cândido, E.S.; Tonaco, A.C. & Silva, L.A.","307","2010","01","20",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Lagoa Seca",NA,"Herbácea rupícola. 35cm. Labelo creme. Pétalas e sépalas vináceas com bordas cremes. Trilha para o Pico do Itacolomi. Coletado em afloramento rochoso. Lado esquerdo (na ida). Campo rupestre quartzítivo.",NA,NA,"-43.482669","-20.421883","1510","1510","Ouro Preto","2020","03","-43.482669","-20.421883",NA,NA,NA,"10",NA,NA,NA
"47","2019-11-06 09:56:50-03","UFOP","OUPR","25492","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Antônio-Silva, L.","Scalon, V.R.; Martins, C.","s.n.","2010","02","10",NA,"Brasil","Minas Gerais","APA Cachoeira das Andorinhas, Serra da Brígida. Campo sobre Canga",NA,"Herbácea com 40cm de altura, frutos imaturos verdes com região dorsal vinácea",NA,NA,"-43.503475","-20.357758","1466","1466","Ouro Preto","2011","07","-43.503475","-20.357758",NA,NA,NA,"05",NA,NA,NA
"48","2020-11-23 12:17:42-03","UFOP","OUPR","35277","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","martianum","Epidendrum martianum","Lindl.","Pedrosa, L.G.","Pedrosa, L.G.","2695","2020","02","25",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi",NA,"Erva, 60cm. Flores creme-esverdeadas. Campo rupestre / capoeira.",NA,NA,NA,NA,NA,NA,"Ouro Preto/ Mariana","2020","02",NA,NA,NA,NA,NA,"25",NA,NA,NA
