"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","typeStatus","relatedCatalogItem"
"11","2019-12-04 15:25:14-03","PUCPR","HUCP","23311","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Barboza, E","Silva, JM; Cordeiro, J","8676","2014","11","04",NA,"Brasil","Paraná","Piraquara","Caminho Trentino","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-26 18:08:18-03","CPAN-UFMS","COR","7424","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","O.S.Ribas & J. Cordeiro 2000","O.S.Ribas, J. Cordeiro & E. Barbosa","2236","1998","01","14",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri. Campo de altitude, margem do rio encachoeirado; ;.","-49.2655982971191","-26.1924991607666",NA,NA,NA,"Com Flor: rosada",NA,NA,NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309368","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Mimosa","lanata","Mimosa lanata","Benth.",NA,"Reitz R",NA,"1953","01","27","Southern America","Brazil",NA,NA,"Loc. Mafra. Hab. Campo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309368 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309368","NL-U1309368",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309369","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Mimosa","lanata","Mimosa lanata","Benth.",NA,"Hatschbach GG",NA,"1969","11","01","Southern America","Brazil",NA,NA,"Serra S. Ana. (mun. Balsa Nova) Parana.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309369 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309369","NL-U1309369",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:10:00-03","ESALQ","ESA","76352","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.",NA,"Ribas, O.S. et al.","2236.0","1998","01","14",NA,"Brasil","Santa Catarina","Campo Alegre",NA,"-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"ESA076352","ESA076352","2000","01","01",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:29:57-03","MN","R","64446","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Barban, J.R.","Glaziou, A.F.M.",NA,"1894","09","29",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"R000064446","R000064446_001","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:29:57-03","MN","R","66528","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Barneby, R.C.","Brade, A.C.","12269","1932","12",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:29:57-03","MN","R","8390","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.",NA,"Glaziou, A.F.M.","10641","1872","11","30",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008390","R000008390_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:29:50-03","IAP","PACA-AGP","51015.1","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Mimosa","lanata","Mimosa lanata","Benth.","Schmidt_Silveira, F.","Sehnem, A.","5462a","1951","01","10",NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701","950","950",NA,"Habitat: In campo","PACA051015-1",NA,"2016","01","12",NA,NA,"70701","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:17:36-03","UFV","VIC","26128","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Ribas, O.S.","Ribas, O.S.; et al.","2236","1998","01","14",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,"Subarbusto, 25 cm, flor rosada. Campo de altitude; margem do rio encachoeirado.","VIC026128","VIC026128","2000",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-27 16:43:55-03","UFSC","CTBS","4727","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Menezes, H.F. & Pastore, J.F.B","Menezes, H.F. & Pastore, J.F.B.","471","2019","11","08",NA,"Brasil","São Paulo","Cunha","Estrada vicinal entre a estrada Real e a rodovia BR-459","-44.857222","-23.155",NA,NA,NA,"Flores rosa, grandes.",NA,NA,"2019",NA,NA,"44°51'26W","23°09'18S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024361","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","R. barneby","J. Cordeiro; E. Barbosa","950","1992","11","19",NA,"Brazil","Santa Catarina",NA,"Serra do Iquererim (mun. Campo Alegre).","-49.265918","-26.192803","1000",NA,NA,"Subarbusto 85 cm, flor rosada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:36:55-03","UFJF","CESJ","59487","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","O.S. Ribas","E. Barbosa; J. Cordeiro; L. Von Lessi","2705","2010","08","21","América do Sul","Brasil","Paraná","Jaguariaíva","Rio Cajuru","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Subarbusto, 95 cm, flor rosada. Beira de rio encachoeirado.","CESJ059487",NA,"2010",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:36:55-03","UFJF","CESJ","59487","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","O.S. Ribas","E. Barbosa; J. Cordeiro; L. Von Lessing; E.F. Costa","2705","2010","08","21","América do Sul","Brasil","Paraná","Jaguariaíva","Rio Cajuru","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Subarbusto, 95cm alt., flor rosada. Beira de rio encachoeirado.","CESJ059487",NA,"2010",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:36:55-03","UFJF","CESJ","32255","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","O.S. Ribas; J. Cordeiro","O.S. Ribas; J. Cordeiro; E. Barbosa","2236","1998","01","14","América do Sul","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,"Subarbusto, 25 cm, flor rosada. Campo de altitude; margem do rio encachoeirado. Alt: 1300 m.","CESJ032255",NA,"2000",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:36:55-03","UFJF","CESJ","43722","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","O.S. Ribas","O.S. Ribas; C.B. Poliquesi; E. Barbosa","6019","2004","02","14","América do Sul","Brasil","Paraná","Piraquara","Sítio Santa Bárbara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Sublenhosa, reptante ou apoiante, flor rosada. Depressão úmida. Solo turfoso.","CESJ043722",NA,"2004",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:44:29-03","UFMS","CGMS","46277","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","O.S. Ribas","O.S. Ribas; C.B. Poliquesi, E. Barbosa, P. Steiner, J. Bordin","6019","2004","02","14",NA,"Brasil","Paraná","Piraquara","Sítio Santa Bárbara.","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Mimosoideae. Flor rosada. Fruto imaturo verde. Habitat: Depressão úmida. Habito: Erva sublenhosa reptante.","CGMS1076247",NA,"2004",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-01-17 11:25:27-02","PUCRS","MPUC","13696","S","Plantae",NA,"Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","B. Harter",NA,NA,"1995","11","08","South America","Brasil","RS","Guaíba","BR 116, km 307, Fazenda São Maximiano.","-51.3280556","-30.1011667",NA,NA,NA,"Mato ciliar, capoeiras, pastagens, vegetação rochosa (F: 16)",NA,NA,"1998","01","01","-51.3280556000","-30.1011667000",NA,NA,"Magnoliopsida","41","50","200","1",NA,NA
"29","2019-01-17 11:25:27-02","PUCRS","MPUC","12757","S","Plantae",NA,"Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","C.A. Mondin",NA,NA,"2005","03","03","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"2005","01","01","-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA
"30","2019-01-17 11:25:27-02","PUCRS","MPUC","21087","S","Plantae",NA,"Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","P.M.A. Ferreira",NA,NA,"2015","03","06","South America","Brasil","RS","São Francisco de Paula","CPCN - Pró-Mata, campo da entrada, início da estrada da casa dos pesquisadores, à esquerda","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"2015","01","01",NA,NA,"76715","auto","Magnoliopsida","437",NA,NA,"2",NA,NA
"31","2019-01-17 11:25:27-02","PUCRS","MPUC","21109","S","Plantae",NA,"Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","P.M.A. Ferreira","C.F. Jurinitz",NA,"2015","10","24","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata, estrada principal, ao lado do banhado antes do campo insular","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"2015","01","01",NA,NA,"76715","auto","Magnoliopsida","459",NA,NA,"3",NA,NA
"32","2019-01-17 11:25:27-02","PUCRS","MPUC","16948","S","Plantae",NA,"Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","A.C. Martins",NA,NA,"2009","12","23","South America","Brasil","RS","São Francisco de Paula","Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida","3454",NA,NA,"1",NA,NA
"33","2019-01-17 11:25:27-02","PUCRS","MPUC","13697","S","Plantae",NA,"Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","W. Maier",NA,NA,"1997","03","01","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,"Vegetação pioneira (F: 86)",NA,NA,"1998","01","01","-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA
"34","2019-01-17 11:25:27-02","PUCRS","MPUC","20432","S","Plantae",NA,"Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","L. Eggers",NA,NA,"2004","01","05","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Trabalho de Fitossociologia da Vegetação Campestre do CPCN Pró-Mata",NA,NA,"2004","01","01",NA,NA,"76715","auto","Magnoliopsida",NA,NA,NA,"1",NA,NA
"35","2020-10-14 10:01:40-03","FURB","FURB","47759","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Ribas, OS","Engels, M.E.; Lozano, E.D.","2221","2013","12","13",NA,"Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"FURB47759","FURB47759","2015","02","12",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:01:40-03","FURB","FURB","1309","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Sobral, M","Sobral, M.",NA,"2001","10","01",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Pró-mata.","-50.5835990905762","-29.4480991363525","700","700",NA,NA,"FURB01773","FURB01773","2001","10","01",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-08 08:52:12-03","FURB","FURB","4989","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Quintani, IJ","Cordeiro, J.; Barbosa, E.",NA,"1992","11","19",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Iquererim.","-49.2655982971191","-26.1924991607666","1000","1000",NA,NA,"FURB25288","FURB25288","1993",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-16 17:52:12-03","UCS","HUCS","37093","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Ribas, O.S.","Barbosa, E.","1071","2005","07","13",NA,"Brasil","Paraná","Jaguaraíva","Rio Jaguaraíva",NA,NA,NA,NA,NA,"Arbusto, 1.5m, flor rosada.; campo, depressão úmida",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-16 17:52:12-03","UCS","HUCS","23630","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Ribas, O.S.","Ribas, O.S.","5768","2004","01","09",NA,"Brasil","Paraná","Piraquara","Medianeira","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Arbusto apoiante, flor lilás-rosada.; vegetação orla do brejo",NA,NA,"2004",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-16 17:52:12-03","UCS","HUCS","23524","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Ribas, O.S.","Ribas, O.S.","5768","2004","01","09",NA,"Brasil","Paraná","Piraquara","Medianeira","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Arbusto apoiante, flor lilás-rosada.; vegetação orla do brejo",NA,NA,"2004",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-16 17:52:12-03","UCS","HUCS","16892","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Cordeiro, J.; Ribas, O.S.","Ribas, O.S.","2236","1998","01","14",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666","1300","1300",NA,"Subarbusto, 25cm, flor rosada.; Campo de altitude; margem do rio encachoeirado",NA,NA,"2000",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-16 08:39:27-03","UTFPR","HCF","15627","S","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","O.S. Ribas","E.D. Lozano","2084","2013","11","30",NA,"Brasil","PR","Sengés","Rodovia PR-151, Rio Funil","-49.391389","-24.1225",NA,NA,NA,"arbusto, 1,5 m, flores róseas, campo sujo tomado por braquiária.",NA,NA,"2013",NA,NA,"49°23'29 W","24°07'21 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-16 08:39:27-03","UTFPR","HCF","22390","S","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","J. Cordeiro","J.M. Silva","9275","2016","03","26",NA,"Brasil","PR","Sengés","PCH Fazenda Entre Rios","-49.623889","-24.121389","625","625",NA,"arbusto apoiante; fruto seco. Cerrado, em margem de rio.",NA,NA,"2016","11","22","49°37'26 W","24°07'17 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-16 08:39:27-03","UTFPR","HCF","19238","S","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","O.S. Ribas","E. Barboza","1071","2005","07","13",NA,"Brasil","PR","Jaguariaíva","Rio Jaguariaíva, Vale do Codó","-49.7057991027832","-24.2511005401611",NA,NA,NA,"arbusto, 1,50 m, flor rosada. Campo: depressão úmida.",NA,NA,"2010",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-16 08:39:27-03","UTFPR","HCF","17273","S","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","O.S. Ribas","M.E. Engels","2221","2013","12","13",NA,"Brasil","PR","Palmas","Refúgio de Vida Silvestre - RVS dos","-51.9906005859375","-26.4841995239258",NA,NA,NA,"subarbusto ca. 0,70 m. Caule verde acastanhado. Folhas verdes. Flores rosas. Floresta Ombrófila Mista. Em campo sujo.",NA,NA,"2015","02","12",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA
"46","2019-08-16 08:39:27-03","UTFPR","HCF","17377","S","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","O.S. Ribas & J.M. Silva","J.M. Silva","8160","2012","01","05",NA,"Brasil","PR","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"subarbusto 60 cm, flor rosada. Margem de rio encachoeirado.",NA,NA,"2012","01",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:27:22-03","MBM","MBM","387736","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Ribas, O.S.","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2053","2013","11","29","Southern America","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.668389","-24.169861",NA,NA,NA,"Arbusto, 1,4 m, flores róseas, margem do Rio Santo Antônio.; Cerrado","MBM387736","MBM387736","2013",NA,NA,"-49.668389","-24.169861",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:27:22-03","MBM","MBM","387745","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Ribas, O.S.","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2084","2013","11","30","Southern America","Brazil","Paraná","Sengés","Rodovia PR-151, Rio Funil","-49.391306","-24.122417",NA,NA,NA,"Arbusto, 1,5 m, flores róseas, campo sujo tomado por Braquiária.; Campos Gerais","MBM387745","MBM387745","2013",NA,NA,"-49.391306","-24.122417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:27:22-03","MBM","MBM","389136","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Ribas, O.S.","Silva, J.M.; Saridakis, D.P.; Nunes, M.C.; Costa, C.T.A.; Saridakis, D.P.; Nunes, M.C.; Costa, C.T.A.","8512","2014","03","30","Southern America","Brazil","Paraná","Balsa Nova","Ponte dos Arcos","-49.808611","-25.551944","830","830",NA,"Apoiante; frutos maduros.; Orla de capão.","MBM389136","MBM389136","2014","05","14","-49.808611","-25.551944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:27:22-03","MBM","MBM","389290","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","lanata","Mimosa lanata","Benth.","Ribas, O.S.","Felitto, G.; Lozano, E.D.; Saridakis, D.P.; Melatti, D.F.; Lozano, E.D.; Saridakis, D.P.; Melatti, D.F.","504","2013","02","22","Southern America","Brazil","Paraná","Palmeira","Rio dos Papagaios","-49.768611","-25.464444","950","950",NA,"Arbusto de 80cm; frutos maduros amarronzados.; Beira de rio.","MBM389290","MBM389290","2013","03",NA,"-49.768611","-25.464444",NA,NA,NA,NA,NA,NA,NA,NA,NA
