"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"105","2021-04-07 11:44:21-03","UFMS","CGMS","11638","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A.L.B. Sartori","A. Sciamarelli; M.I.B. de Oliveira; L.P. Clemente; E.A. de Souza; R. Bensfeld; M.H. Pereira; S. de Matos da Silva","919","2001","08","04",NA,"Brasil","Mato Grosso do Sul","Dourados","BR-163, Dourados-Nova Alvorada.","-54.5308334","-21.9733334",NA,"Papilionoideae. Ramos escandentes.","CGMS1040962",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-54,5308334","-21,9733334",NA,NA,NA,NA
"106","2021-04-07 11:44:21-03","UFMS","CGMS","687","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A.L.B. Sartori","S. Fernandes-Junior","113","1983","05","03",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Bairro Jockey Clube. Próximo ao Bairro Jockey Clube. Capoeira, cerrado.","-54.6236111","-20.4905555",NA,"Papilionoideae. Flor amarela. Habitat: Capoeira, cerrado. Habito: Arbusto.","CGMS1016821",NA,"532","532",NA,NA,NA,NA,NA,NA,"-54,6236111","-20,4905555",NA,NA,NA,NA
"107","2021-04-07 11:44:21-03","UFMS","CGMS","77482","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"A.L.B. Sartori","2162","2019","10","14",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Praça urbana. Bairro Giocondo Orsi.","-54.5847222","-20.4375",NA,"Fruto castanho claro. Espécime avaliado quanto à fitoquímica. Habito: Arbusto escandente.","CGMS1110470",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-54,5847222","-20,4375",NA,NA,NA,NA
"108","2021-04-07 11:44:21-03","UFMS","CGMS","56584","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A.C. Polido","A. Pott; V.J. Pott; L.C.P. Lima ;E.M.J. Costa","9779","2002","04","25",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Reserva Ecológica do Parque dos Poderes.","-54.5611111","-20.4513889",NA,"Papilionoideae. Flor roxa. Fruto imaturo esverdeado. Habitat: Vegetação ripária secundária de nascente. Solo arenoso. Relevo pequeno vale em planalto. Frequente. Habito: Arbusto ereto ou escandente.","CGMS1086544",NA,NA,NA,NA,NA,NA,"2006","06","26","-54,5611111","-20,4513889",NA,NA,NA,NA
"109","2021-04-07 11:44:21-03","UFMS","CGMS","52030","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"A.L.B. Sartori","825","2002","04","19",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","Estrada a 60 Km de Rio Brilhante em direção a Angélica.","-54.0627778","-21.8327778",NA,"Papilionoideae. Flor roxa. Habitat: Mata/cerradão. Habito: Arbusto escandente.","CGMS1082014",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-54,0627778","-21,8327778",NA,NA,NA,NA
"110","2021-04-07 11:44:21-03","UFMS","CGMS","17565","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","C.A. Polido","G.F. Árbocz","3811","1997","04","24",NA,"Brasil","Mato Grosso","Jauru","estrada vicinal em direção norte, para o Rio Guaporé.","-58.8664016723633","-15.3418998718262",NA,"Papilionoideae. Flor lilás-arroxeada. comum na região, na margem das estradas Habitat: transição de floresta estacional semidecídua/floresta estacional aluvial (mata ciliar). areia quartzosa. suave ondulado. frequente Habito: arbusto","CGMS1046865",NA,NA,NA,NA,"40234","auto","2006","07","07",NA,NA,NA,NA,NA,NA
"111","2021-04-07 11:44:21-03","UFMS","CGMS","45663","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","C.V. Mendonça Filho","G. Hatschbach; A. Pott; V.J. Pott; J.M. Silva","62635","1995","05","11",NA,"Brasil","Mato Grosso","Rio Branco","Rodovia MT 170, 5km O de Lambari.","-58.1156005859375","-15.2407999038696",NA,"Papilionoideae. Flor lilás. Fruto ausente. Habitat: Pastagem. Habito: Arbusto. 2m de altura.","CGMS1075633",NA,NA,NA,NA,"18946","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-04-07 11:44:21-03","UFMS","CGMS","22196","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A.L.B. Sartori","B.G. Fina","417","2004","04","28",NA,"Brasil","Mato Grosso do Sul","Aquidauana",NA,"-55.7872009277344","-20.4710998535156",NA,"Papilionoideae. Flores presentes. Habitat: Cerrado. Habito: Arbóreo. 3,00m de altura.","CGMS1051605",NA,NA,NA,NA,"212961","auto","2012","08","03",NA,NA,NA,NA,NA,NA
"113","2021-04-07 11:44:21-03","UFMS","CGMS","21101","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"A.L.B. Sartori; M. Uchôa; P.R. de Souza","697","2001","08","30",NA,"Brasil","Mato Grosso do Sul","Aquidauana","CERA.","-55.7872009277344","-20.4710998535156",NA,"Papilionoideae. Frutos maduros acastanhados. Habitat: Cerradão. Freqüente. Habito: Arbusto escandente.","CGMS1050503",NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-04-07 11:44:21-03","UFMS","CGMS","25154","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","A. Pott","S.A. Vianna; J.A. Avanci Júnior.; M.C.A. Santos; A. Francener","23","2009","05","09",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Alegria.","-57.6533012390137","-19.0091991424561",NA,"Papilionoideae. Flor lilás. Habitat: Pantanal. Cerrado. Solo arenoso. Habito: Trepadeira.","CGMS1054581",NA,NA,NA,NA,"295160","auto","2009","05","09",NA,NA,NA,NA,NA,NA
"115","2021-04-07 11:44:21-03","UFMS","CGMS","20747","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"A.L.B. Sartori; A. Pott; J.F.M. Valls; S. Aragaki","611","2001","06","27",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Balneário do município.","-53.1291999816895","-18.5438995361328",NA,"Papilionoideae. Frutos imaturos verdes. Habitat: capoeira próximo-água Habito: Arbusto escandente.","CGMS1050150",NA,NA,NA,NA,"76958","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-04-07 11:44:21-03","UFMS","CGMS","21763","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"A.L.B. Sartori; A. Pott; J.F.M. Valls; S. Aragaki","611","2001","06","27",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Balneário Municipal.","-53.1291999816895","-18.5438995361328",NA,"Papilionoideae. Fruto verde imaturo. Habitat: Capoeira e próximo a água. Habito: Arbusto escandente.","CGMS1051172",NA,NA,NA,NA,"76958","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-08-20 10:14:01-03","UNICAMP","UEC","107269","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Sartori, A","Ratter, JA; Bridgewater, S; Fonsêca Filho, J; Lima, E","s.n.","1998","08","19",NA,"Brazil","Mato Grosso","Ribeirão Cascalheira","Close to the junction of the road to Que","-51.9","-12.716667",NA,"fruto, By roadside in area of cleared cerradão. Coppice regeneration - many shoots to 3m tall. Bark smooth, greyish brown.","UEC160872","UEC160872",NA,NA,NA,NA,NA,NA,NA,NA,"-51.9","-12.716667",NA,NA,NA,NA
"118","2019-08-20 10:14:01-03","UNICAMP","UEC","146687","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, FLR","Pereira, BAS; Oliveira, NR; Alvarenga, D; Haidar, RF","3489","2005","08","30",NA,"Brazil","Goiás","Nerópolis","Floresta estacional decidual em solo podzólico. Relevo suave ondulado.","-49.151111","-16.522222",NA,"Trepadeira lenhosa. Fruto imaturo amarelo-esverdeado. Ocasional.","UEC160868","UEC160868",NA,NA,NA,NA,NA,"2009","12",NA,"-49.151111","-16.522222",NA,NA,NA,NA
"119","2021-03-01 16:30:49-03","UNICAMP","UEC","158421","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Lima, JR","Lima, JR","254","2007","10","09",NA,"Brazil","Ceará","Aratuba","Sítio Fernandes.","-39.049722","-4.383333",NA,"Arvoreta. Flor lilás.; Sotavento.","UEC015643","UEC015643","893","893",NA,NA,NA,NA,NA,NA,"-39.049722","-4.383333",NA,NA,NA,NA
"120","2021-03-01 16:30:49-03","UNICAMP","UEC","159721","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Pott, A","1904","1985","06","17",NA,"Brazil","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim, Sub-região da Nhecolandia, Pantanal, Cordilheira (Paleodique) não alagavel, com vegetação secundária. solo arenoso (Podzol Hidromorfico). Plano. Entre Curral e a Roça.","-56.65","-18.983333",NA,"Trepadeira com aculeos. Flor: roxa. Rara.","UEC013023","UEC013023","90","90",NA,NA,NA,NA,NA,NA,"-56.65","-18.983333",NA,NA,NA,NA
"121","2021-03-01 16:30:49-03","UNICAMP","UEC","174523","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Novaes, A","Moura, TM; Cardoso, D; Marinho, JB","978","2010","05","02",NA,"Brazil","Rondônia","Campo Novo","Estrada para Serra do Balateiro. Antiga mineração de Casseterita.","-63.617611","-10.621611",NA,"Árvore.","UEC066070","UEC066070","286","286",NA,NA,NA,"2018","03","05","-63.617611","-10.621611",NA,NA,NA,NA
"122","2019-08-20 10:14:01-03","UNICAMP","UEC","64998","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"s/ coletor","s.n.","1837",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-08-20 10:14:01-03","UNICAMP","UEC","65000","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"s/ coletor","s.n.",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:30:49-03","UNICAMP","UEC","82905","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, F","Stranghetti, V","343","1994","06","15",NA,"Brazil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria.","-49.516667","-19.916667",NA,"flor, Arbusto escandente, ca. 3m, ramos com espinhos, flor lilás, beira da mata, caminho interno.; Beira de Mata","UEC160923","UEC160923",NA,NA,NA,NA,NA,"2009","12",NA,"-49.516667","-19.916667",NA,NA,NA,NA
"125","2019-08-20 10:14:01-03","UNICAMP","UEC","82906","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, F","Stranghetti, V","100","1993","05","27",NA,"Brazil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria.","-49.516667","-19.916667",NA,"flor, Arbusto escandente, ca. 3m, ramos com espinhos, flor lilás, beira da mata, caminho interno.","UEC160867","UEC160867",NA,NA,NA,NA,NA,"2009","12",NA,"-49.516667","-19.916667",NA,NA,NA,NA
"126","2021-03-25 09:27:02-03","UNICAMP","UEC","87724","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, F","Stranghetti, V","34196","1994","06","10",NA,"Brazil","São Paulo","Onda Verde","Fazenda São João.","-48.255556","-20.633333",NA,"flor, Arbusto escandente, flores lilases.","UEC160921","UEC160921",NA,NA,NA,NA,NA,"2009","12",NA,"-48.255556","-20.633333",NA,NA,NA,NA
"127","2021-03-25 09:27:02-03","UNICAMP","UEC","86609","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, F","Tamashiro, JY; Belinello, R; Stranghetti, V; Galvão, JC; Vieira, AOS; Ivanauskas, NM","T273","1994","06","29",NA,"Brazil","São Paulo","Onda Verde","Fazenda São João.","-48.255556","-20.633333",NA,"flor, Arbusto escandente, frutos imaturos verdes.","UEC160871","UEC160871",NA,NA,NA,NA,NA,"2009","12",NA,"-48.255556","-20.633333",NA,NA,NA,NA
"128","2019-08-20 10:14:01-03","UNICAMP","UEC","96415","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, F","Fernandez, A; et al.","s.n.","1980","08","01",NA,"Brazil","Ceará","Ubajara","Chapada da Ibiapaba.","-40.9211006164551","-3.85443997383118",NA,"fruto, Arbusto, Carrasco.","UEC159416","UEC159416",NA,NA,NA,"27385","auto","2009","12",NA,NA,NA,NA,NA,NA,NA
"129","2019-08-20 10:14:01-03","UNICAMP","UEC","8640","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, FLR","Heringer, EP","13833","1974","05","20",NA,"Brazil","Distrito Federal","Brasília","Fercal.","-47.9296989440918","-15.7797002792358",NA,"flor, Trepadeira, armada de espinhos, com fortes gavinhas, flores abundantes, roxas, do afloramento calcário.","UEC160866","UEC160866",NA,NA,NA,"70570","auto","2009","12",NA,NA,NA,NA,NA,NA,NA
"130","2019-08-20 10:14:01-03","UNICAMP","UEC","9164","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Lima, HC","PRS; et al.","s.n.","1978","06","06",NA,"Brazil","Goiás","Ipamerí","km 5 da rodovia Catalão / Ipamerí","-48.1596984863281","-17.7219009399414",NA,"flor, Subarbustivo, erecta, apresentando nódulos.","UEC160864","UEC160864",NA,NA,NA,"102542","auto","1984",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-08-20 10:14:01-03","UNICAMP","UEC","42935","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Sartori, A","Pio, LC","21","1981","06","15",NA,"Brazil","Goiás","Paranaiguara",NA,"-50.6539001464844","-18.9158000946045",NA,"flor, Invasora de pastagem, pastagem formada a mais de cinco anos, solo franco-arenoso. N.V.: amoroso.","UEC160869","UEC160869",NA,NA,NA,"35344","auto","1993","04",NA,NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:30:49-03","UNICAMP","UEC","8618","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, FLR","Shepherd, GJ; Tamashiro, JY; Salgado, PR; Andrade, JB","7511","1978","04","21",NA,"Brazil","Mato Grosso","Barra do Garças","Rodovia Barra do Garça - Xavantina, à 56Km de Barra do Garça","-52.2566986083984","-15.8900003433228",NA,"flor, Arbusto decumbente, flores roxas.; Beira de Cerrado e mata.","UEC160865","UEC160865","350","350",NA,"123012","auto","2009","12",NA,NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:14:01-03","UNICAMP","UEC","116676","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Novaes, A","Hatschbach, G; Pott, A; Pott, V; Silva, JM","62635","1995","05","11",NA,"Brazil","Mato Grosso","Rio Branco","Rod. MT-170, 5 Km O de Lambari","-58.1156005859375","-15.2407999038696",NA,"Arbusto, 2m, flor lilás. Dos pastos.","UEC140851","UEC140851",NA,NA,NA,"18946","auto","2018","03","05",NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:30:49-03","UNICAMP","UEC","127703","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Sartori, AB","Sciamarelli, A; Isabel, M; Oliveira, B; Paes Clemente, L; Souza, EA; Bensfeld, R","919","2001","08","04",NA,"Brazil","Mato Grosso do Sul","Dourados","Estrada BR 163 - Nova Alvorada, Logradouro: 21k 0754946 UTM 7568038","-54.8055992126465","-22.2210998535156",NA,"Arbusto 1,5 m; ramos escandentes.","UEC060308","UEC060308",NA,NA,NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-08-20 10:14:01-03","UNICAMP","UEC","59801","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Sartori, A","Schiavini","254","1989","10","12",NA,"Brazil","Minas Gerais","Uberlândia","Estação Ecológica do Panga.","-48.2771987915039","-18.9186000823975",NA,"flor, Árvore ca. 6m de altura, com flores lilás.","UEC160918","UEC160918",NA,NA,NA,"58223","auto","1994","02",NA,NA,NA,NA,NA,NA,NA
"136","2019-08-20 10:14:01-03","UNICAMP","UEC","79421","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, F","Sciamarelli, A; et al.","29118","1993","11","24",NA,"Brazil","São Paulo","Araçatuba",NA,"-50.4300003051758","-21.2000007629395",NA,"folha, Árvore + ou - 2m, descampado.","UEC160925","UEC160925",NA,NA,NA,"59490","auto","2009","12",NA,NA,NA,NA,NA,NA,NA
"137","2019-08-20 10:14:01-03","UNICAMP","UEC","78976","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Sartori, A","Bernacci, LC; et al.","1839","1995","05","18",NA,"Brazil","São Paulo","Cardoso","Antigo Porto Militão, mata mesófila.","-49.9099998474121","-20.0799999237061",NA,"flor, Arbusto escandente, botões e flores roxas.","UEC160870","UEC160870",NA,NA,NA,"22486","auto","1996","11",NA,NA,NA,NA,NA,NA,NA
"138","2019-08-20 10:14:01-03","UNICAMP","UEC","78049","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, F","Sartori, A","27176","1992","09","11",NA,"Brazil","São Paulo","Ilha Solteira","Faculdade de Agronomia - UNESP.","-51.3400001525879","-20.4300003051758",NA,"folha, Árvore escandente ca. 3m, ocorrendo em local de queimada recente.","UEC160917","UEC160917",NA,NA,NA,"31913","auto","2009","12",NA,NA,NA,NA,NA,NA,NA
"139","2019-08-20 10:14:01-03","UNICAMP","UEC","79418","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, F","Sciamarelli, A; et al.","29108","1993","11","23",NA,"Brazil","São Paulo","Paulo de Faria","12 km antes da Estação Ecológica - pasto terra roxa","-49.3800010681152","-20.0300006866455",NA,"folha, 1,5m, escandente, acúleos uniformes, folhas discolores, cartáceos, caule liso, cilíndrico.","UEC160924","UEC160924",NA,NA,NA,"29574","auto","2009","12",NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:30:49-03","UNICAMP","UEC","67142","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, FLR","Tamashiro, JY; Vieira, AOS; Ivanauskas, NM; Stranghetti, V; Belinello, R; Galvão, JC","T265","1994","06","28",NA,"Brazil","São Paulo","Paulo de Faria","Estação Ecológica","-49.3800010681152","-20.0300006866455",NA,"Arbusto escandente de 2m, frutos imaturos verdes.; mata","UEC160919","UEC160919",NA,NA,NA,"29574","auto","2009","12",NA,NA,NA,NA,NA,NA,NA
"141","2019-08-20 10:14:01-03","UNICAMP","UEC","86595","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, F","Tamashiro, JY; Belinello, R; Stranghetti, V; Galvão, JC; Ivanauskas, NM; Vieira, AOS","T265","1994","06","28",NA,"Brazil","São Paulo","Paulo de Faria","Estação Ecológica de Paulo de Faria.","-49.3800010681152","-20.0300006866455",NA,"fruto, Arbusto escandente de 2m, frutos imaturos verdes. Mata.","UEC160922","UEC160922",NA,NA,NA,"29574","auto","2009","12",NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:30:49-03","UNICAMP","UEC","115276","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, FLR","Árbocz, GF","35292","1995","05","13",NA,"Brazil","São Paulo","Piquete","Margem rodovia para Itajubá","-45.1699981689453","-22.6100006103516",NA,"fruto, Arbusto escandente aculeado com imaturos verdes.; Mata de altitude","UEC160916","UEC160916","1400","1800",NA,"13434","auto","2009","12",NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:30:49-03","UNICAMP","UEC","86610","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, FLR","Tamashiro, JY; Vieira, AOS; Ivanauskas, NM; Stranghetti, V; Belinello, R; Galvão, JC","T217","1994","06","27",NA,"Brazil","São Paulo","São José do Rio Preto","Instituto Penal Agrícola","-49.3699989318848","-20.8199996948242",NA,"arbusto, 5m, escandente, cálice vinoso e corola lilás","UEC160914","UEC160914",NA,NA,NA,"20305","auto","2009","12",NA,NA,NA,NA,NA,NA,NA
"144","2020-02-18 09:34:18-03","UNICAMP","UEC","67077","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Filardi, F","Tamashiro, JY; Belinello, R; Stranghetti, V; Galvão, JC; Vieira, AOS; Ivanauskas, NM","T217","1994","06","27",NA,"Brazil","São Paulo","São José do Rio Preto","Instituto Penal Agrícola.","-49.3699989318848","-20.8199996948242",NA,"flor, Arbusto 5m, escandente, cálice vinoso e corola lilás.","UEC160915","UEC160915",NA,NA,NA,"20305","auto","2009","12",NA,NA,NA,NA,NA,NA,NA
"145","2019-08-20 10:14:01-03","UNICAMP","UEC","116298","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Peroni, N","Forster, W; Batista, FRQ; Micheletto, F; Liesenfeld, MVA; et al.","282","2000","04","22",NA,"Brazil","São Paulo","São Sebastião","Praia do Una / Boracéia. Estrada de acesso da Fazenda Águas do Bento.","-45.4099998474121","-23.7600002288818",NA,"fruto, Floresta Ombrófila Densa de Terras Baixas - Restinga. Liana, frutos imaturos verdes, 3m, borda da mata, na beira de estrada / aterro.","UEC051653","UEC051653",NA,NA,NA,"41977","auto","2000","06",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:30:49-03","UNICAMP","UEC","79053","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Sartori, A","Bernacci, LC; et al.","1651","1995","05","16",NA,"Brazil","São Paulo","Votuporanga","Fazenda vizinha da Estação Experimental do IAC.","-49.9700012207031","-20.4200000762939",NA,"flor, Arbusto escandente, flores arroxeadas.; Floresta mesófila.","UEC160920","UEC160920",NA,NA,NA,"20562","auto","2001","03",NA,NA,NA,NA,NA,NA,NA
"147","2019-11-19 14:08:06-03","UFRPE","PEUFR","14475","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Machaerium","amplum","Machaerium amplum","Benth.","J.R. Lima","D. Thomaz","412","1977","07","29",NA,"Brasil","Maranhão",NA,"Km 20 da estrada Santa Luzia-Santa Inez,1 km para a esquerda",NA,NA,NA,"Arbusto ca. 2 m de alt.; flores roxas sem perfume; tem resina","PEUFR014475",NA,NA,NA,NA,NA,NA,"2008","07","31",NA,NA,NA,NA,NA,NA
"148","2019-11-19 14:08:06-03","UFRPE","PEUFR","853","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Machaerium","amplum","Machaerium amplum","Benth.","J.R. Lima","A. Lima","3153","1958","05","13",NA,"Brasil","Mato Grosso",NA,"Antiga roca do Posto Indig, Cap. Vasconcelos",NA,NA,NA,"Arbusto ca. 2,5 m; flor roxa com centro do estand. branco","PEUFR000853",NA,NA,NA,NA,NA,NA,"2008","07","31",NA,NA,NA,NA,NA,NA
"149","2021-03-16 17:52:11-03","UCS","HUCS","11982","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd, V.E.","Hatschbach, G.","62110","1995","05","02",NA,"Brasil","Mato Grosso do Sul","Nioaque",NA,"-55.8300018310547","-21.1352996826172",NA,"Arbusto de ramos produmbentes, flor lilás.; cerrado",NA,NA,NA,NA,NA,"49299","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-16 17:52:11-03","UCS","HUCS","7495","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Rudd, V.E.","Hatschbach, G.","52446","1988","10","20",NA,"Brasil","Mato Grosso do Sul","Anastácio","Rod. BR 060","-55.8069000244141","-20.4836006164551",NA,"arbusto apoiante flor lilás.; cerrado",NA,NA,NA,NA,NA,"80799","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-04-23 11:53:47-03","UNEMAT","HERBAM","16805","S","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Martinelli, G.; et al.","18556","2015","05","27",NA,"Brasil","Mato Grosso","Rosário Oeste",NA,"-56.4275016784668","-14.8360996246338",NA,NA,"HERBAM016805",NA,NA,NA,NA,"187324","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-02-21 19:34:12-03","UNEMAT","HERBAM","0752","S","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.","Soares, CRA; Pedroga, JA; Melo, JAM","Melo, J.A.M.; Rodrigues, L. & Pedroga, J.A.","18","2007","07","25",NA,"Brasil","Mato Grosso","Alta Floresta","Fazenda Modelo","-56.0861015319824","-9.87555980682373",NA,NA,"HERBAM000752",NA,NA,NA,NA,"109392","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-04-23 11:53:47-03","UNEMAT","HERBAM","16806","S","Plantae",NA,NA,"Fabaceae","Machaerium","amplum","Machaerium amplum","Benth.",NA,"Martinelli, G.; et al.","18589","2015","05","27",NA,"Brasil","Mato Grosso","Rosário Oeste",NA,"-56.4275016784668","-14.8360996246338",NA,NA,"HERBAM016806",NA,NA,NA,NA,"187324","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
