"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"11","2021-04-07 11:46:12-03","UFMS","CGMS","13550","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6884","2004","04","01",NA,"Brasil","Fazenda Santo Antônio do Pontal, próximo ao córrego.",NA,"Flor branca. Estames atropurpúreos. Habitat: Campo úmido estacional entre murunduns ao longo de mata de galeria. Solo arenoso, hidromórfico estacional. Relevo plano. Raro. Habito: Erva ereta anfíbia, 20 cm de altura.","CGMS1042992",NA,"R. Romero","Mato Grosso do Sul","Costa Rica","-53.0005556","-18.3661111","820","820",NA,NA,"-53,0005556","-18,3661111",NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:35:05-03","UNICAMP","UEC","136745","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Sasaki, D; Calió, MFA","989","2004","03","22",NA,"Brazil","Estreito. Usina de Estreito (Acampamento de Estreito). Encosta à margem da represa, próxima à barragem. Campo sujo pedregoso com afloramentos rochosos.",NA,"Folhas discolores, mais clara na face abaxial; margem rosa-escura. Lacínios do cálice rosa-claros. Hipanto verde-claro. Corola alva. Filetes alvos. Anteras roxas. Sobre rocha em curso d'água temporário.","UEC007329","UEC007329","Sasaki, D","São Paulo","Pedregulho","-47.277222","-20.157778","720","720","2004",NA,"-47.277222","-20.157778",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:35:05-03","UNICAMP","UEC","201992","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Rosa, PO; Pereira, MG; Silveira, DC","2171","2018","04","10",NA,"Brazil","Brasil, Goías, Pirenópolis, Mosteiro Zen Horyu-Zan Eisho-Ji.",NA,"Erva, ca. de 0,1 m.Cálice vinho, corola lilás claro, estames púrpura.; Próximo a floresta de galeria com buriti.Campo úmido.","UEC107165","UEC107165","Versiane, AFA","Goiás","Pirenóplis","-48.941389","-15.717778",NA,NA,"2019",NA,"-48.941389","-15.717778","03",NA,NA,NA,NA,NA
"14","2019-08-20 10:19:58-03","UNICAMP","UEC","97873","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Romero, R; Almeda, F; Martins, AB; Guimarães, P; Robinson, O; Robinson, D; Goldenberg, R","5515","1998","06","16",NA,"Brazil","Chapada dos Veadeiros, Cerca de 11 km da cidade.",NA,"flor, Herbácea de cerca de 0,1 m. Corola branca a levemente lavanda, anteras roxas, conectivo e filetes brancos. Campo limpo associado a afloramentos rochosos, local úmido.","UEC000119","UEC000119",NA,"Goiás","Alto Paraíso de Goiás","-47.6","-15.5","1115","1115",NA,NA,"-47.6","-15.5",NA,NA,NA,NA,NA,NA
"15","2020-10-01 14:23:55-03","JBB","HEPH","33877","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Rosa, PO; Pereira, MG; Silveira, DC","2171","2018","04","10","Southern America","Brasil","Mosteiro Zen Horyu-Zan Eisho-Ji, Próximo a floresta de galeria com buriti",NA,NA,NA,NA,"Versiane, AFA","Goiás","Pirenópolis","-48.941389","-15.717778","1148","1148","2019",NA,"-48.941389","-15.717778","03",NA,NA,NA,NA,NA
"16","2020-12-11 11:38:37-03","UFMG","BHCB","128916","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Nakajima, JN; Romero, R","3418","1996","10","02","Southern America","Brasil","Estrada da represa dos Peixotos",NA,NA,NA,NA,NA,"Minas Gerais","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,NA,NA,NA,NA,"41380","auto",NA,NA
"17","2009-06-25 13:32:00-03","MO","MOBOT","3261598","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"William R. Anderson","Anderson 10391","1973","5","16","South America","Brazil","Ca. 15 km Straight line, N of Corumba de Goias gallery forest, adjacetn brejo, and drier, higher slopes with grassy campo or rocky cerrado; sandy soil.",NA,NA,NA,NA,"F. Almeda & O. Robinson","Goiás",NA,NA,NA,"1230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-12 05:00:02-03","US","US","2980728","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"O. Huber, C. Alarcon & G. Davidse","6828","1982","11","24","South America - Neotropics","Venezuela","Guayaraca, SE of Auyantepuí, near cano Ocoiné",NA,NA,"US01088191",NA,"Almeda, F.; Robinson, O. R.","Bolívar","Piar","-62.65","5.7","500",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"19","2020-09-12 05:00:02-03","US","US","2746055","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"W. R. Anderson, S. R. Hill, R. R. Santos & R. Souza","10391","1973","5","16","South America - Neotropics","Brazil","15 km (straight line) N of Corumbá de Goiás.",NA,NA,"US01900576","US01900576_01 US01900576_02",NA,"Goiás",NA,NA,NA,"1230",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"20","2020-09-12 05:00:02-03","US","US","2267366","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack","Isotype","E. Y. Dawson","14626","1956","4","24","South America - Neotropics","Brazil","7 km. S of Veadeiros.",NA,NA,"US01049988","US01049988_01",NA,"Goiás",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"21","2020-09-12 05:00:02-03","US","US","3256580","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"P. de Palacios, P. Franco Roselli, O. Rangel & J. Betancur","2638","1992","8","25","South America - Neotropics","Colombia","Caqueta. Sierra de Chiribiquete. En la Mesa que mira al Vale de las Piramides, cerca a la cueva de las pinturas",NA,NA,"US01900575",NA,NA,NA,NA,"-72.67","-1.08","500","550",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"22","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"23","2020-09-12 05:00:02-03","US","US","3302643","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"M. A. Silva, C. Munhoz, C. Proenca, J. Ribeiro & D. Morais","1970","1994","5","22","South America - Neotropics","Brazil","Chapada dos Veadeiros, a 8 km de Alto Parai´so / São Jorge",NA,NA,"US01900574","US01900574_01 US01900574_02",NA,"Goiás",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"24","2019-11-13 11:25:54-03","USP","SPF","172788","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Sasaki, D","989","2004","03","22",NA,"Brasil","Estreito",NA,NA,"SPF00172788",NA,"Sasaki, D","São Paulo","Pedregulho","-47.277222","-20.157778","720","720","2004",NA,"-47.277222","-20.157778",NA,NA,NA,NA,NA,NA
"25","2018-05-14 16:49:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii",NA,NA,"J. Nakajima","1043","1995","5","12","South America","Brazil",NA,NA,NA,NA,NA,"RRC ID Flag","Minas Gerais",NA,"-44","-18",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"1043"
"26","2020-02-17 11:29:50-03","UEG","HUEG","10807","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Versiane, A.F.A.","641","2013","05","22","Southern America","Brasil","Serra dos Pireneus, P.E. dos Pireneus, estrada para Morro do Cabeludo.",NA,"Erva até 0,15m alt. Hipanto e lacínias avermelhadas, corola lilás, estames com anteras roxas.; Cerrado rupestre.","HUEG010807",NA,NA,"Goiás","Cocalzinho de Goiás","-48.7757987976074","-15.7944002151489",NA,NA,NA,NA,NA,NA,NA,NA,"56114","auto",NA,NA
"27","2019-11-01 15:04:34-03","UnB","UB","134474","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Anderson, WR","8190","1973","04","05","Southern America","Brasil","5km by road E of Cristalina",NA,"Petals white.; Herb.",NA,NA,"Almeda, F; Robinson, O","Goiás",NA,NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-01 15:04:34-03","UnB","UB","96301","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Anderson, WR","10391","1973","05","16","Southern America","Brasil","Corumbá de Goiás, 15km ao N de Corumbá de Goiás",NA,NA,NA,NA,"Almeida, F","Goiás","Corumbá de Goiás","-48.8086","-15.9236",NA,NA,NA,NA,"-48.8086","-15.9236",NA,NA,NA,NA,NA,NA
"29","2019-05-06 12:00:26-03","UFU","HUFU","61765","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Romero, R.; Almeda, F.; Robinson, O.; Robinson, D.; Martins, A.B.; Goldenberg, R.; et al.","5516","1998","04","16",NA,"Brasil","Chapada dos Veadeiro, ca. 11km da cidade",NA,"Herbácea, ca. 0,4m. Hipanto vinho; corola púrpura; anteras roxas; rostro e conectivo brancos; filetes púrpuras.; Campo limpo associado a afloramentos rochosos.","HUFU00066897","HUFU00066897","Freitas, A.L.","Goiás","Alto Paraíso","-47.610278","-14.169167","1115","1115","2013",NA,"-47.610278","-14.169167","04",NA,NA,NA,NA,NA
"30","2019-05-06 12:00:26-03","UFU","HUFU","67167","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Pacheco, R.A.; Versiane, A.F.A.","1047","2013","05","21",NA,"Brasil","Serra dos Pireneus, Estrada para o Mosteiro",NA,"Erva ca. 0,1 m. Hipanto verde, corola alva, estames arroxeados.; Campo-Cerrado rupestre.","HUFU00066864","HUFU00066864",NA,"Goiás","Cocalzinho de Goiás","-48.963889","-15.717778","1029","1029",NA,NA,"-48.963889","-15.717778",NA,NA,NA,NA,NA,NA
"31","2020-08-04 12:48:37-03","UFU","HUFU","44931","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Arantes, A.A.A.; Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O. & Freitas, F.S.","1752","2006","02","17",NA,"Brasil","Região da Represa de Furnas, Estrada para Pedreira Souza, ca. de 2 Km da MG 050.",NA,"Erva, ca. 0,15 m. Flores avermelhadas.","HUFU00038235",NA,"Versiane, A.F.A.","Minas Gerais",NA,NA,NA,NA,NA,"2012",NA,NA,NA,"06","14",NA,NA,NA,NA
"32","2019-05-06 12:00:26-03","UFU","HUFU","63021","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Nakajima, J.N.; Versiane, A.F.A.; Pacheco, R.A. & Contro, F.L.","5090","2012","04","26",NA,"Brasil","Serra dos Pireneus, Estrada para o Morro do Cabeludo, próximo da base da antena.",NA,"Erva, ca. 0,3 m alt. Cálice verde, corola lilás, estames com anteras arroxeadas, apêndice ventral alvo.","HUFU00066863","HUFU00066863","Versiane, A.F.A.","Goiás","Cocalzinho de Goiás","-48.709722","-15.821667","1337","1337","2012",NA,"-48.709722","-15.821667","09","19",NA,NA,NA,NA
"33","2019-05-06 12:00:26-03","UFU","HUFU","72751","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Martins, C.R.","2094","2016","03","20",NA,"Brasil","Parque Nacional de Brasília, Em frente ao antigo restaurante do Parque.",NA,"Erva, flor rosa. Espécie comum na área.; Solo compactado e presença de grama batatais.","HUFU00069287","HUFU00069287","Romero, R.","Distrito Federal","Brasília","-47.927222","-15.7325",NA,NA,"2016",NA,"-47.927222","-15.7325","10","20",NA,NA,NA,NA
"34","2019-05-06 12:00:26-03","UFU","HUFU","23677","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Romero, R.; Nakajima, J.N.","3417","1996","05","22",NA,"Brasil","Estrada da Represa dos Peixotos, Após a ponte.",NA,"Herbáceo, ca. 0,1 m. Cálice avermelhado, corola arroxeada e anteras arroxeadas.; Campo rupestre.","HUFU00038240",NA,"Romero, R.","Minas Gerais","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,"1996",NA,NA,NA,"10","02","41380","auto",NA,NA
"35","2019-05-06 12:00:26-03","UFU","HUFU","38490","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Sasaki, D.; Calió, M.F.A.","989","2004","03","22",NA,"Brasil","Estreito, Usina de estreito. Encosta à margem da represa, próxima à barragem.",NA,"Corola alva, filetes alvos, anteras roxas.; Camo sujo pedregoso com afloramento rochoso.","HUFU00066862","HUFU00066862","Sasaki, D.","São Paulo","Pedregulho","-47.4700012207031","-20.25",NA,NA,"2004",NA,NA,NA,NA,NA,"27552","auto",NA,NA
"36","2019-05-06 12:00:26-03","UFU","HUFU","67017","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Versiane, A.F.A.; Pacheco, R.A.","641","2013","05","22",NA,"Brasil","Serra dos Pireneus, P.E. dos Pireneus, estrada para Morro do Cabeludo.",NA,"Erva, até 0.15m alt. Hipanto e lacínias avermelhados, corola lilás, estames com anteras roxas.; Cerrado rupestre.","HUFU00066865","HUFU00066865",NA,"Goiás","Cocalzinho de Goiás","-48.7757987976074","-15.7944002151489",NA,NA,NA,NA,NA,NA,NA,NA,"56114","auto",NA,NA
"37","2019-05-06 12:00:26-03","UFU","HUFU","13093","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Alcantara, M.B.","147","1996","04","28",NA,"Brasil","Serra dos Pirineus, Alto da Serra",NA,"Erva ca. de 0,05 m. Flores com cálice verde, corola lilás e anteras roxas.","HUFU00066866","HUFU00066866","Versiane, A.F.A.","Goiás","Pirenópolis","-48.9592018127441","-15.852499961853",NA,NA,"2012",NA,NA,NA,"09","19","40887","auto",NA,NA
"38","2019-05-06 12:00:26-03","UFU","HUFU","38449","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Pott, V.J.; Pott, A.; Aragaki, S.; Cristaldo, A.C.M. & Espirito Santo, D.R.","6884","2004","04","01",NA,"Brasil","Fazenda Santo Antônio do Pontal, Próximo ao córrego.",NA,"Erva ereta, anfíbia, 20 cm de altura. flor branca, fruto.; Campo úmido estacional, entre murundum ao longo de mata de galeria. Solo arenoso hidromórfico estacional. Relevo plano.","HUFU00066861","HUFU00066861","Romero, R.","Mato Grosso do Sul","Costa Rica","-53.1291999816895","-18.5438995361328",NA,NA,"2004",NA,NA,NA,"11",NA,"76958","auto",NA,NA
"39","2019-05-06 12:00:26-03","UFU","HUFU","23676","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Romero, R.; Nakajima, J.N.","3418","1996","05","22",NA,"Brasil","Estrada da Represa dos Peixotos, Após a ponte.",NA,"Herbáceo, ca. 0,1 m. Cálice avermelhado, corola branca e anteras arroxeadas.; Campo rupestre.","HUFU00038236",NA,"Romero, R.","Minas Gerais","Delfinópolis","-46.8539009094238","-20.343900680542",NA,NA,"1996",NA,NA,NA,"10","02","41380","auto",NA,NA
"40","2019-05-06 12:00:26-03","UFU","HUFU","8835","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Nakajima, J.N.; Romero, R.; Alcantara, M.B. & Prado, C.A.L.","1043","1995","05","12",NA,"Brasil","Parque Nacional da Serra da Canastra, Estrada para a Cachoeira da Casca D'Anta",NA,"Herbáceo, ca. 0,1 m. Corola branca, anteras vinho, ápice branco e conectivos brancos.; Afloramento rochoso, sob rochas.","HUFU00038226",NA,"Romero, R.","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"1995",NA,NA,NA,"10","02","57119","auto",NA,NA
"41","2019-05-06 12:00:26-03","UFU","HUFU","14320","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Miranda, V.F.O.","4151","1997","04","17",NA,"Brasil","Parque Nacional da Serra da Canastra, Estrada para a parte de cima da Cachoeira Casca D'Anta.",NA,"Herbácea, ca. 0,1 m. Corola e conectivos brancos. Anteras arroxeadas.; Afloramento rochoso, entre rochas.","HUFU00038234",NA,"Romero, R.","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"1998",NA,NA,NA,"07",NA,"57119","auto",NA,NA
"42","2019-05-06 12:00:26-03","UFU","HUFU","14307","S","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Miranda, V.F.O.","4138","1997","04","17",NA,"Brasil","Parque Nacional da Serra da Canastra, Trilha do Paredão da Serra da Canastra",NA,"Herbácea, ca. 0,1 m. Corola branca a levemente rosada. Filetes e conectivos brancos, anteras roxas.; Afloramento rochoso, entre rochas.","HUFU00038241",NA,"Romero, R.","Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,"1998",NA,NA,NA,"07",NA,"57119","auto",NA,NA
"43","2021-02-23 13:22:50-03","MN","R-TIPOS","171759","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack","Holotypus","Dawson,E.Y.","14626","1956","04","24",NA,"Brasil",NA,NA,NA,"R000171759","R000171759_001","Wurdack, J.J.","Goiás","Chapada dos Veadeiros","-47.5","-14.5",NA,NA,"1958",NA,"47°30'W","14°30'S",NA,NA,NA,NA,NA,NA
"44","2017-11-16 11:55:07-02","CAS","CAS-BOT","571511","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Siphanthera","dawsonii","Siphanthera dawsonii","Wurdack",NA,"Almeda, F.; Romero, R.; Robinson, O.; Robinson, D.; Martins, A. B.; Goldenberg, R.; Guimarães, P; Nakajima, J. N.; Belinello, R.","7858","1998","6",NA,"South America","Brazil","Município de alto Paraíso. Chapada dos Veadeiros, ca. 11km da cidade",NA,"Herbácea, ca. 0.1m. Corola branca a levemente lavanda; anteras roxas; conectivo e filetes brancos. Material testemunho para estudos citológicos. R. Romero (5515). Coordinates written on label as:14°09'685S e 47°36'370W",NA,NA,NA,"Goiás",NA,"-47.6","-14.15","1115",NA,NA,"Magnoliopsida","47° 36' 0 W","14° 09' 0 S",NA,NA,NA,NA,NA,NA
