"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","infraspecificEpithet","typeStatus","relatedCatalogItem"
"50","2020-09-12 05:00:02-03","US","US","2040179","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius duidensis","(Swallen)","Stieber, M. T.","B. Maguire & L. Politi","28047","1948","12","30","South America - Neotropics","Venezuela","Amazonas",NA,"Cerro Sipapo (Paráque), Base Camp",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1","duidensis",NA,NA
"51","2020-09-12 05:00:02-03","US","US","2040175","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius duidensis","(Swallen)","Stieber, M. T.","B. Maguire & L. Politi","27876","1948","12","23","South America - Neotropics","Venezuela","Amazonas",NA,"Cerro Sipapo (Paráque), Savanna Camp to North Escarpment","1400",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1","duidensis",NA,NA
"52","2020-09-12 05:00:02-03","US","US","3294565","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius weberbaueri","(Mez) Stieber","Davidse, G.","O. Huber & M. Colchester","8389","1983","11","8","South America - Neotropics","Venezuela","Amazonas","Atabapo","Sierra Parima, Sector Norte, entre Shimada-wochi y el alto río Matacuni; en pequeno claro del bosque, visto pero tambien en bosque alto","820","1000",NA,NA,NA,"-64.66","3.91",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1","weberbaueri",NA,NA
"53","2019-11-13 11:28:49-03","USP","SPF","145611","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Oliveira, RP","Fiaschi, P","634","2001","03","05",NA,"Brasil","Espírito Santo","Guarapari",NA,"20","20",NA,NA,"SPF00145611","-40.4325","-20.621111","SPF00145611",NA,"-40.4325","-20.621111","2003","12",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:22:01-03","UEFS","HUEFS","41112","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","R.P.Oliveira","Amorim, A.M.","752","1992","09","15",NA,"Brasil","Bahia","Una","Ca. 43 km na estrada Ilhéus para Uma.",NA,NA,NA,"Restinga arbórea.","HUEFS0041112","-39.0752983093262","-15.2932996749878","HUEFS0041112","Lilianae",NA,NA,"1999","11",NA,"36070","auto",NA,NA,NA,NA,NA
"55","2019-11-22 16:07:58-03","UEFS","HUEFS","206614","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,NA,"4910","2004","08","24",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Aceiro Calimã. Mussununga.","300","300",NA,NA,"HUEFS0206614","-40.0722007751465","-19.3910999298096",NA,"Lilianae",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"56","2019-11-22 16:07:58-03","UEFS","HUEFS","218754","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva","Rojas, R.","3170","2004","07","20",NA,"Peru","Amazonas","Bagua","Imaza Quebrada Almendra , Cerro tayu.","1200","1200",NA,NA,"HUEFS0218754","-78.368611","-5.265556",NA,"Lilianae","78W22'7''","5S15'56''","2016","07",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-22 16:07:58-03","UEFS","HUEFS","181479","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Silva, C.","346","2011","07","11",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, mata de restinga próximo à Praia da Armação, solo arenoso.",NA,NA,NA,NA,"HUEFS0181479","-43.95","-23.05","HUEFS0181479","Lilianae","43W57'","23S3'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-22 16:07:58-03","UEFS","HUEFS","181480","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Silva, C.","347","2011","07","11",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, mata de restinga próximo à Praia da Armação, solo arenoso.",NA,NA,NA,NA,"HUEFS0181480","-43.95","-23.05","HUEFS0181480","Lilianae","43W57'","23S3'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-22 16:07:58-03","UEFS","HUEFS","181481","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Silva, C.","348","2011","07","11",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, mata de restinga próximo à Praia da Armação, solo arenoso.",NA,NA,NA,NA,"HUEFS0181481","-43.95","-23.05","HUEFS0181481","Lilianae","43W57'","23S3'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-22 16:07:58-03","UEFS","HUEFS","181482","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Silva, C.","349","2011","07","11",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, mata de restinga próximo à Praia da Armação, solo arenoso.",NA,NA,NA,NA,"HUEFS0181482","-43.95","-23.05","HUEFS0181482","Lilianae","43W57'","23S3'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-22 16:07:58-03","UEFS","HUEFS","188449","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Matos, E.N.de","3348","2011","10","30",NA,"Brasil","Bahia","Valença","Estrada para Maricultura Bahia",NA,NA,NA,NA,"HUEFS0188449","-39.021667","-13.336111","HUEFS0188449","Lilianae","39W1'18''","13S20'10''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-22 16:07:58-03","UEFS","HUEFS","218697","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva","Valenzuela, L.","7478","2006","08","19",NA,"Peru","Cuzco","Quilabamba","Encharate La Convención. Santa Ana, Kepashiato.","1167","1167",NA,"Bosque Primario.","HUEFS0218697","-73.3675","-12.733889",NA,"Lilianae","73W22'3''","12S44'2''","2016","07",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-22 16:07:58-03","UEFS","HUEFS","180387","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Matos, E.N.de","694","2011","10","18",NA,"Brasil","Bahia","Una","Fazenda Bolandeira.",NA,NA,NA,"Floresta","HUEFS0180387","-39.003333",NA,"HUEFS0180387","Lilianae","39W0'12''","15S20'230''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-22 16:07:58-03","UEFS","HUEFS","214092","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Silva, C.","1139","2014","05","16",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, estrada Parajú, km 3,6 a partir da estr. Gávea. 10m alt. Ocorre no sub-bosque das matas de restinga, na transição com áreas de restinga aberta, solo arenoso com densa cobertura de serrapilheira, fofo.",NA,NA,NA,NA,"HUEFS0214092","-39.891389","-19.149167","HUEFS0214092","Lilianae","39W53'29''","19S8'57''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-22 16:07:58-03","UEFS","HUEFS","218696","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva",NA,"1094","2004","09","07",NA,"Bolívia","La Paz","Charazani","Bautista Saavedra. Area Natural de Manejo Integrado Apolobamba.","940","940",NA,"Bosque Yungueño subandino inferior pluvial.","HUEFS0218696","-68.457222","-15.036667",NA,"Lilianae","68W27'26''","15S2'12''","2016","07",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-22 16:07:58-03","UEFS","HUEFS","218699","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva","Fuentes, A.F.","14329","2009","06","16",NA,"Bolívia","La Paz","Franz Tamayo","Parque Nacional Madidi. Sector Quichara, por el antiguo camino Pelechuco-Apolo.","1548","1548",NA,"Huerta de cítricos cubierta por bosque submontano pluvial de yungas y vegetación secundaria. Plantas alcoholizadas <14323-14350>.","HUEFS0218699","-68.908056","-14.745833",NA,"Lilianae","68W54'29''","14S44'45''","2016","07",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-22 16:07:58-03","UEFS","HUEFS","218728","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva",NA,"4227","2010","07","31",NA,"Bolívia","La Paz","Franz Tamayo","Parque Nacional Madididi, Santa Rosa-Amantala, Charopampa.","1232","1232",NA,"Bosque Montano, Permanente de Muestreo 47 (1 ha), colecta libre. Plantas alcoholizadas.","HUEFS0218728","-68.726389","-14.760278",NA,"Lilianae","68W43'35''","14S45'37''","2016","07",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-22 16:07:58-03","UEFS","HUEFS","218730","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva","Fuentes, A.F.","15749","2010","04","08",NA,"Bolívia","La Paz","Charazani","Bautista Saavedra. Área Natural de Manejo Integrado Apolobomba, sector Tolopampa, por la carretera Apolo Charazani.","1306","1306",NA,"Bosque de yungas submontano superior pluvial. Plantas Alcoholizadas.","HUEFS0218730","-68.443611","-15.079167",NA,"Lilianae","68W26'37''","15S4'45''","2016","07",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-22 16:07:58-03","UEFS","HUEFS","218735","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva","Miranda, F.","263","2004","05","16",NA,"Bolívia","La Paz","Charazani","Bautista Saavedra. Área Natural de Manejo Integrado Apolobamba, Wayrapta, aproximadamente 0,5 Km N del caserio.","1181","1181",NA,"Bosque yungueño subandino pluvial con Helicostylis tovarensis, Lauraceae sp; Rubiaceae sp.","HUEFS0218735","-68.492222","-15.086667",NA,"Lilianae","68W29'32''","15S5'12''","2016","07",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-22 16:07:58-03","UEFS","HUEFS","218736","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva","Fuentes, A.F.","7680","2005","04","30",NA,"Bolívia","La Paz","Franz Tamayo","Calabetea, entrando al N de la carretera Apolo Charazani.","1300","1300",NA,"Bosque subandino superior pluvial.","HUEFS0218736","-68.451389","-15.010278",NA,"Lilianae","68W27'5''","15S0'37''","2016","07",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-22 16:07:58-03","UEFS","HUEFS","218755","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva","Fuentes, A.F.","9472","2005","07","06",NA,"Bolívia","La Paz","Franz Tamayo","Parque Nacional Madidi, Mojos, Charopampa.","1200","1200",NA,"Bosque de Yungas Subandino inferior pluvial con Oenocarpus bataua, Ocotea aciphylla y Helicostylis tovarensis.","HUEFS0218755","-68.821667","-14.568611",NA,"Lilianae","68W49'18''","14S34'7''","2016","07",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-10-07 09:22:01-03","UEFS","HUEFS","41123","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","R.P.Oliveira","Sant'Ana, S.C.","685","1998","09","20",NA,"Brasil","Bahia","Una","Reserva Biológica do Mico -leão (IBAMA). Entrando km 46 da rod. BA-001 Ilhéus/Uma. Trilha paralela à área de cacau cabruca, vizinho a reserva.",NA,NA,NA,"Região de Mata Higrófila Sul Baiana.","HUEFS0041123","-39.083333","-16.15","HUEFS0041123","Lilianae","39W5'","16S9'","1999","11",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-10-07 09:22:01-03","UEFS","HUEFS","45345","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Silva, M.M.da","375","2000","05","06",NA,"Brasil","Bahia","Ilhéus","Olivença. Olivença, Porto da Lancha (Loteamento Praia do Vila Rica).","50","50",NA,"Capoeira no meio da mata destruída, solo arenoso.","HUEFS0045345","-39.029444","-14.916111","HUEFS0045345","Lilianae","39W1'46''","14S54'58''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-10-07 09:22:01-03","UEFS","HUEFS","48820","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Leite, K.R.B","136","2000","10","05",NA,"Brasil","Bahia","Olivença","Ca. 27km, lado direito e esquerdo da Rodovia.",NA,NA,NA,"Restinga.","HUEFS0048820",NA,NA,"HUEFS0048820","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-22 16:07:58-03","UEFS","HUEFS","50305","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva",NA,"3341","1999","02","02",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares. Nativo do Parajú.",NA,NA,NA,"Mussununga.","HUEFS0050305","-40.0722007751465","-19.3910999298096",NA,"Lilianae",NA,NA,"2011","05",NA,"48094","auto",NA,NA,NA,NA,NA
"76","2019-11-22 16:07:58-03","UEFS","HUEFS","75049","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva",NA,"3992","2001","07","25",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRD. Aceiro Calimã. Km 0,2.",NA,NA,NA,"Mussununga.","HUEFS0075049","-40.0722007751465","-19.3910999298096",NA,"Lilianae",NA,NA,"2011","05",NA,"48094","auto",NA,NA,NA,NA,NA
"77","2019-11-22 16:07:58-03","UEFS","HUEFS","75060","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","C.Silva",NA,"3341","1999","02","02",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRD. Parajú. Km 6,8. Nativo do Parajú.",NA,NA,NA,"Massununga.","HUEFS0075060","-40.0722007751465","-19.3910999298096",NA,"Lilianae",NA,NA,"2011","05",NA,"48094","auto",NA,NA,NA,NA,NA
"78","2019-11-22 16:07:58-03","UEFS","HUEFS","206612","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,NA,"3992","2001","07","25",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Aceiro Calimã. Mussununga.","200","200",NA,NA,"HUEFS0206612","-40.0722007751465","-19.3910999298096",NA,"Lilianae",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"79","2019-11-22 16:07:58-03","UEFS","HUEFS","206613","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,NA,"3341","1999","02","02",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Parajú. Nativo do Parajú. Mussununga.","6800","6800",NA,NA,"HUEFS0206613","-40.0722007751465","-19.3910999298096",NA,"Lilianae",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"80","2018-05-14 17:06:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius weberbaueri",NA,"RRC ID Flag","I. M. Sánchez Vega","4525","1987","10","14","South America","Peru","Cajamarca","Cutervo","entre San Andrés y Santo Tomás, pasando la quebrada profunda, despues de El Suro","2350",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,"4525",NA,"weberbaueri",NA,NA
"81","2019-06-13 10:11:45-03","F","FMNH-SEEDPLANTS","V0087526F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius weberbaueri","(Mez) Stieber","G. Davidse","I. M. Sánchez Vega & M. O. Dillon","8044","1995","7","15","South America","Peru","San Martín","Rioja","Rioja, Salida a Mashoyacu-Shucaqui. Bosque de Proteccion Alto Mayo, Toma de Agua, Quebrada Cuchachi",NA,"1000",NA,NA,"V0087526F",NA,NA,"V0087526F_01","Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"weberbaueri",NA,NA
"82","2020-07-23 12:18:35-03","CEPLAC","CEPEC","56832","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius",NA,"G. Davidse","W. W. Thomas","9464","1992","11","15",NA,"Brasil","Bahia","ITACARÉ","Campo Cheiroso, 14Km ao N Serra Grande, Rod. p/ Itacare.",NA,NA,NA,NA,NA,"-39.066667","-14.366667",NA,NA,"39W4'0","14S22'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
"83","2020-07-23 12:18:35-03","CEPLAC","CEPEC","82007","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius",NA,"R. P. de Oliveira","S. C. de Sant'Ana","685","1998","09","20",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (IBAMA). Entrada Km 46 BA-001 Ilheus/Una. Trilha paralela a área de cacau cabruca, vizinho a reserva.",NA,NA,NA,NA,NA,"-39.083333","-15.15",NA,NA,"39W5'","15S9'",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/03/2003"
"84","2020-07-23 12:18:35-03","CEPLAC","CEPEC","23467","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius",NA,"S. A. Renvoize","J. L. Hage","898","1981","06","04",NA,"Brasil","Bahia","CANAVIEIRAS","Ramal a 21Km Rod. Canavieiras/Una BA-001. Ramal da Faz. Campo Lúcio.",NA,NA,NA,NA,NA,"-38.9472007751465","-15.6750001907349",NA,NA,"0W0'0","0S0'0",NA,NA,NA,"48203","auto",NA,NA,NA,NA,"30/12/1983"
"85","2020-07-23 12:18:35-03","CEPLAC","CEPEC","81322","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius",NA,"C. Silva","A. M. Amorim","2389","1998","04","21",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). Entrada KM 46 BA-001 Ilheus/Uma. Na trilha paralela ao Rio Maruim.",NA,NA,NA,NA,NA,"-39.083333","-15.15",NA,NA,"39W5'","15S9'",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13/12/2013"
"86","2020-07-23 12:18:35-03","CEPLAC","CEPEC","14339","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius",NA,"S. A. Renvoize","T. S. dos Santos","3280","1978","07","13",NA,"Brasil","Bahia","CANAVIEIRAS","Rod. Camaca/Canavieiras (BA-270), 20Km a W da cidade.",NA,NA,NA,NA,NA,"-38.9472007751465","-15.6750001907349",NA,NA,"0W0'0","0S0'0",NA,NA,NA,"48203","auto",NA,NA,NA,NA,"30/12/1982"
"87","2020-07-23 12:18:35-03","CEPLAC","CEPEC","4523","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius",NA,"S. A. Renvoize","R. P. Belém","3467","1968","04","29",NA,"Brasil","Bahia","MARAÚ",NA,NA,NA,NA,NA,NA,"-39.0147018432617","-14.103099822998",NA,NA,"0*0'0","0*0'0",NA,NA,NA,"47076","auto",NA,NA,NA,NA,"30/12/1982"
"88","2020-07-23 12:18:35-03","CEPLAC","CEPEC","22063","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius",NA,"S. A. Renvoize","L. A. Mattos-Silva","1063","1980","09","24",NA,"Brasil","Bahia","ILHÉUS","Faz. B. do Manguinho. Ramal entr. Km 12 Rod. Pontal/Olivenca, a dir. Area de piacava, 3Km a O da entr.",NA,NA,NA,NA,NA,"-39.0494003295898","-14.7889003753662",NA,NA,"0*0'0","0*0'0",NA,NA,NA,"61245","auto",NA,NA,NA,NA,"30/12/1981"
"89","2020-07-23 12:18:35-03","CEPLAC","CEPEC","764","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius",NA,"S. A. Renvoize","R. P. Belém","1823","1965","10","05",NA,"Brasil","Bahia","MARAÚ","Sem informação.",NA,NA,NA,NA,NA,"-39.0147018432617","-14.103099822998",NA,NA,"0W0'0","0S0'0",NA,NA,NA,"47076","auto",NA,NA,NA,NA,"30/12/1982"
"90","2020-07-23 12:18:35-03","CEPLAC","CEPEC","56679","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius",NA,"G. Davidse","A. M. Amorim","752","1992","09","15",NA,"Brasil","Bahia","UNA","Ca. 43Km na estr. Ilheus/Una.",NA,NA,NA,NA,NA,"-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,"30/12/1994"
"91","2020-07-23 12:18:35-03","CEPLAC","CEPEC","28780","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius",NA,"S. A. Renvoize","C. E. Calderon","2398","1976","04","26",NA,"Brasil","Bahia","UNA","Rod. Una/Olivença, 28Km ao N de Una.",NA,NA,NA,NA,NA,"-39.0752983093262","-15.2932996749878",NA,NA,"0W0'0","0S0'0",NA,NA,NA,"36070","auto",NA,NA,NA,NA,"30/12/1982"
"92","2020-11-12 17:02:36-03","UEL","FUEL","35345","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","R.P. de Oliveira","Silva, MM da; et al.","375","2000","05","06",NA,"Brasil","Bahia","Ilhéus","Olivença, Porto da Lancha, Porto da Lancha",NA,NA,NA,NA,NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"2000","05","17","61245","auto",NA,NA,NA,NA,NA
"93","2019-11-01 15:16:21-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Stieber, MT","Belém, RP","1823","1965","10","05","Southern America","Brasil","Bahia","Maraú",NA,NA,NA,NA,"Planta de 50cm; inflorescência esverdeada; Mata litorânea","UB0021147","-39.0147018432617","-14.103099822998","UB0021147",NA,NA,NA,"1971",NA,NA,"47076","auto",NA,NA,NA,NA,NA
"94","2021-02-08 12:53:42-03","UFRGS","ICN","156011","S","Plantae","Monocotyledon",NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Silva, C","Catharino, ELM","784","1986","05","31","América do Sul","Brasil","SP","Iguapé","Ilha Comprida",NA,NA,NA,"Doação do herbário ESA.; Erva rizomatosa (cespitosa).; Local úmido.",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"2019","01",NA,"55628","auto",NA,NA,NA,NA,NA
"95","2019-11-21 10:15:46-03","IBt","SP","351424","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Fiaschi, P; et al.","634","2001","03","05",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha, Rodovia do Sol, ca. 10 km após Guarapari. Restinga de Setiba.","20","20",NA,NA,"SP033710","-40.4325","-20.621111","SP033710",NA,"-40.4325","-20.621111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:15:46-03","IBt","SP","358899","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Judziewicz, E","Calderón, CE; Monteiro, OP; Guedes, J","2600","1979","06","19",NA,"Brasil","Amazonas",NA,"Transamazon Highway, 9 km W of Rio dos Pombos, ca. 1,5 km E of Igarapé dos Pombos, and ca. 64 km E of the Aripuanã.",NA,NA,NA,NA,"SP033709",NA,NA,"SP033709",NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:15:46-03","IBt","SP","101310","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez",NA,"Clayton, WD","4796","1965","02","23",NA,"Brasil","Distrito Federal","Brasília","Universidade de Brasilia.",NA,NA,NA,NA,NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"98","2019-11-21 10:15:46-03","IBt","SP","24277","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Boechat, SC","Hoehne, FC","s.n.","1929","09","21",NA,"Brasil","São Paulo","Iguape",NA,NA,NA,NA,NA,"SP033711","-47.5499992370605","-24.7000007629395","SP033711",NA,NA,NA,"1999","04","27","55628","auto",NA,NA,NA,NA,NA
"99","2019-11-21 10:15:46-03","IBt","SP","9960","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Chase, A","Loefgren, A","CGG4069","1898",NA,NA,NA,"Brasil","São Paulo","Praia Grande","Boqueirão.",NA,NA,NA,NA,"SP010046","-46.4000015258789","-24","SP010046",NA,NA,NA,NA,NA,NA,"22363","auto",NA,NA,NA,NA,NA
"100","2019-11-21 10:15:46-03","IBt","SP","118510","S","Plantae",NA,NA,"Poaceae","Ichnanthus","lancifolius","Ichnanthus lancifolius","Mez","Silva, TS","Sendulsky, T","1021","1969","07","22",NA,"Brasil","São Paulo","Santos","Rodovia Pedro Taques.",NA,NA,NA,NA,"SP033708","-46.3300018310547","-23.9599990844727","SP033708",NA,NA,NA,"1982","07",NA,"26836","auto",NA,NA,NA,NA,NA
