"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","typeStatus","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","sex"
"171","2020-02-08 10:11:01-03","NBC","NL-BOTANY","U.1484195","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"Hahn WJ; Judziewicz EJ; Tiwari S; Gopaul D",NA,"1988","04","17","Guyana","Potaro-Siparuni",NA,"Potaro - Siparuni region; Kaieteur Falls National Park. Along trail to Tukeit.","-59.483333","5.166667","-59.483333","5.166667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1484195 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1484195","NL-U1484195",NA,"Piperales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0116368",NA,NA,NA
"172","2020-02-08 10:11:01-03","NBC","NL-BOTANY","U.1484196","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"Hahn WJ; Judziewicz EJ; Tiwari S; Gopaul D",NA,"1988","04","17","Guyana","Potaro-Siparuni",NA,"Potaro - Siparuni region; Kaieteur Falls National Park. Along trail to Tukeit.","-59.483333","5.166667","-59.483333","5.166667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1484196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1484196","NL-U1484196",NA,"Piperales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0087438",NA,NA,NA
"173","2020-02-08 10:11:01-03","NBC","NL-BOTANY","U.1484197","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","Görts-van Rijn ARA; Christenhusz MJM",NA,NA,NA,"Granville J-J de",NA,"1977","02","17","French Guiana","Saint-Laurent-du-Maroni",NA,NA,"-53.233333","3.6","-53.233333","3.6",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1484197 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1484197","NL-U1484197",NA,"Piperales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0116371",NA,NA,NA
"174","2020-02-08 10:11:01-03","NBC","NL-BOTANY","U.1484198","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"Hahn WJ; Judziewicz EJ; Tiwari S; Gopaul D",NA,"1988","04","16","Guyana","Potaro-Siparuni",NA,"Potaro - Siparuni region; Kaieteur Falls National Park.","-59.483333","5.166667","-59.483333","5.166667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1484198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1484198","NL-U1484198",NA,"Piperales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0116370",NA,NA,NA
"175","2020-02-08 10:11:01-03","NBC","NL-BOTANY","U.1484199","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","Görts-van Rijn ARA; Christenhusz MJM",NA,NA,NA,"Granville J-J de; Cremers GA; Hageman I; Leuenberger BE; Sangrey M",NA,"1989","01","20","French Guiana",NA,NA,NA,"-53.916667","3.55","-53.916667","3.55",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1484199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1484199","NL-U1484199",NA,"Piperales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0116367",NA,NA,NA
"176","2020-02-08 10:11:01-03","NBC","NL-BOTANY","U.1484200","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","Yuncker TG",NA,NA,NA,"Pohl JE; Martius CFP von",NA,NA,NA,NA,"Brazil",NA,NA,"Mortis",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1484200 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1484200","NL-U1484200",NA,"Piperales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0009828",NA,NA,NA
"177","2020-02-08 10:11:01-03","NBC","NL-BOTANY","U.1484201","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"Altamiro; Walter",NA,"1945","10","17","Brazil",NA,NA,"Itatiaia-Estado do Rio.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1484201 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1484201","NL-U1484201",NA,"Piperales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"178","2020-02-08 10:11:01-03","NBC","NL-BOTANY","U.1484202","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"Prance GT; et al.",NA,"1966","10","18","Brazil","Amazonas",NA,NA,"-60.025278","-3.113333","-60.025278","-3.113333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1484202 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1484202","NL-U1484202",NA,"Piperales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae","U 0009827",NA,NA,NA
"179","2020-02-08 10:11:01-03","NBC","NL-BOTANY","WAG.1167551","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"Hatschbach GG",NA,"1977","03","17","Brazil",NA,NA,"Rio do Cedro; Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1167551 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1167551","NL-WAG1167551",NA,"Piperales",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"180","2020-02-08 10:11:01-03","NBC","NL-BOTANY","U 0115390","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum cernuum",NA,"Yuncker TG",NA,NA,NA,"Sello F",NA,NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200115390 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0115390","NL-U0115390",NA,"Piperales",NA,NA,NA,"isotype","Southern America",NA,NA,"cernuum","Magnoliopsidae","67604 A",NA,NA,NA
"181","2020-02-08 10:11:01-03","NBC","NL-BOTANY","U.1478180","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum cernuum",NA,NA,NA,NA,NA,"Liesner RL; Holst BK",NA,"1987","03","07","Venezuela",NA,NA,"Terr. Fed. Amazonas: Dpto. Atures. Along stream on plateau north of unnamed 1760 m peak, 9 km NW of settlement of Yutaje, 4 km W of Rio Coro-Coro, W of Serrania de Yutaje.","-66.166667","5.683333","-66.166667","5.683333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1478180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1478180","NL-U1478180",NA,"Piperales",NA,NA,NA,NA,"Southern America",NA,NA,"cernuum","Magnoliopsidae",NA,NA,NA,NA
"182","2020-02-08 10:11:01-03","NBC","NL-BOTANY","U.1484203","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum cernuum",NA,"Yuncker TG",NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","01","03","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1484203 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1484203","NL-U1484203",NA,"Piperales",NA,NA,NA,NA,"Southern America",NA,NA,"cernuum","Magnoliopsidae","U 0061076",NA,NA,NA
"183","2020-11-04 12:18:12-03","ESALQ","ESA","108041","PreservedSpecimen","Plantae","Piperaceae","Piper","cernum","Piper cernum",NA,"Colletta, G.D.","2013",NA,NA,"Santos, M.B.","154.0","2005","03","29","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA108041","ESA108041","Magnoliophyta",NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-11-04 12:18:12-03","ESALQ","ESA","128592","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,"Colletta, G.D.","2013","03","26","Delfini, C.","804.0","2013","03","26","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).","-47.31605","-24.02021","-47.31605","-24.02021","480","480","Arbusto, ca. 2m alt., espigas marrom.","ESA128592","ESA128592","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-11-04 12:18:12-03","ESALQ","ESA","128593","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,"Colletta, G.D.","2013",NA,NA,"Flores, T.B.","1892.0","2013","03","30","Brasil","São Paulo","Tapirai","Reserva Particular da Votorantim (CBA). Trilha do Chagas, UHE da Fumaça. Floresta Ombrófila Densa à margem esquerda do Rio Juquiá.","-47.37897","-24.03882","-47.37897","-24.03882","324","324",NA,"ESA128593","ESA128593_1 ESA128593_2","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-11-04 12:18:12-03","ESALQ","ESA","130283","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","Colletta, G.D.","2013",NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","35486.0","2013","02","21","Brasil","São Paulo","Jacareí","Fragmento 22 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-23.2841","-46.0906","-23.2841","-46.0906","675","675",NA,"ESA130283",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-11-04 12:18:12-03","ESALQ","ESA","70045","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Krieger, L.","12583.0","1973","03","01","Brasil","Amazonas","Tefé",NA,"-64.7114028930664","-3.35417008399963",NA,NA,NA,NA,NA,"ESA070045","ESA070045","Magnoliophyta",NA,"340205",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-11-04 12:18:12-03","ESALQ","ESA","60856","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Silva, J.M. et al.","2393.0","1998","05","23","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"ESA060856",NA,"Magnoliophyta",NA,"38300",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-11-04 12:18:12-03","ESALQ","ESA","24812","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","E. Guimarães","1998",NA,NA,"Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; Campos, L.M.; Dias, A.S.; Pereira, V.; Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","9161.0","1995","09","05","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA024812","ESA024812","Magnoliophyta",NA,"38804",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-11-04 12:15:41-03","ESALQ","ESA","142706","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","Peixoto, T. R.","2017",NA,NA,"Melo, P. H. A.","4584.0","2016","02","09","Brasil","São Paulo","Iporanga",NA,"-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,NA,"ESA142706",NA,NA,NA,"38740",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-11-04 12:18:12-03","ESALQ","ESA","45618","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","18291.0","1997","07","06","Brasil","Mato Grosso","Juína","Ca 38km WNW (em linha reta) de Juína. Contato Floresta Ombrófila-Floresta Estacional","-58.7411003112793","-11.3782997131348","-59,066,667","-11,283,333",NA,NA,"Arbusto, ca. 2 m alt.; espigas verdes.","ESA045618","ESA045618","Magnoliophyta",NA,"188958",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-11-04 12:18:12-03","ESALQ","ESA","52100","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"Lima, R.A.F.","559.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"400","400",NA,"ESA052100","ESA052100","Magnoliophyta",NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-11-04 12:15:41-03","ESALQ","ESA","136443","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","G. Hatschbach","1995",NA,NA,"G.M. Hatschbach","62879.0","1995","07","06","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"ESA136443",NA,NA,NA,"37295",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-11-04 12:18:12-03","ESALQ","ESA","4565","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Catharino, E.L.M.","767.0","1986","05","30","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA004565","ESA004565","Magnoliophyta",NA,"55628",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-11-04 12:18:12-03","ESALQ","ESA","69272","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Ivanauskas, N.M. et al.","4608.0","2000","04","24","Brasil","São Paulo","Mogi das Cruzes",NA,"-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,"ESA069272","ESA069272","Magnoliophyta",NA,"28666",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-11-04 12:18:12-03","ESALQ","ESA","76160","PreservedSpecimen","Plantae","Piperaceae","Piper","cernum","Piper cernum",NA,"Colletta, G.D.","2008",NA,NA,"Sztutman, M. ; Valmir","63.0","1998","09","26","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA076160","ESA076160","Magnoliophyta",NA,"17990",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-11-04 12:18:12-03","ESALQ","ESA","71847","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Ivanauskas, N.M. et al.","4600.0","2000","04","22","Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"ESA071847","ESA071847","Magnoliophyta",NA,"41977",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-11-04 12:18:12-03","ESALQ","ESA","121620","PreservedSpecimen","Plantae","Piperaceae","Piper","cernum","Piper cernum",NA,"Colletta, G.D.","2013",NA,NA,"Souza, V.C.","33634.0","2009","05","01","Brasil","Rio de Janeiro","Santa Maria Madalena","Subida para o Morro da Antena. Floresta Ombrófila Densa (Mata Atlântica) degradada.","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,"Arbusto, ca. 2,5 m alt.; espigas creme passando a castanhas na frutificação.","ESA121620","ESA121620","Magnoliophyta",NA,"30526",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-11-04 12:18:12-03","ESALQ","ESA","24870","PreservedSpecimen","Plantae","Piperaceae","Piper","cernum","Piper cernum",NA,"Colletta, G.D.","2008",NA,NA,"Harley, R.M. et al.",NA,"1994","02","17","Brasil","Bahia","Palmeiras",NA,"-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,NA,"ESA024870","ESA024870","Magnoliophyta",NA,"20767",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-11-04 12:18:12-03","ESALQ","ESA","95371","PreservedSpecimen","Plantae","Piperaceae","Piper","cernum","Piper cernum","Vell.","Guimarães, E.F.","2006","04","24","Meireles, J.E. et al.","300.0","2005","03","28","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA095371","ESA095371","Magnoliophyta",NA,"38804",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-11-04 12:18:12-03","ESALQ","ESA","26167","PreservedSpecimen","Plantae","Piperaceae","Piper","cernum","Piper cernum",NA,"Colletta, G.D.","2008",NA,NA,"Souza, V.C.; Souza, J.P. et al.","9220.0","1995","10","08","Brasil","São Paulo","Itanhaém","Fazenda São Luís. Mata Atlântica.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Arbusto, até 3 m alt.; espigas verde-claras.","ESA026167","ESA026167","Magnoliophyta",NA,"26998",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-11-04 12:18:12-03","ESALQ","ESA","36630","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Ziller, S.R.",NA,"1995","08","15","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"ESA036630","ESA036630","Magnoliophyta",NA,"37295",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-11-04 12:18:12-03","ESALQ","ESA","18406","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","1886.0","1994","01","26","Brasil","São Paulo","Iporanga",NA,"-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,NA,"ESA018406","ESA018406","Magnoliophyta",NA,"38740",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-11-04 12:18:12-03","ESALQ","ESA","100587","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,"2005",NA,NA,"Souza, L.R.M.","194.0","1999","07","09","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"ESA100587","ESA100587","Magnoliophyta",NA,"37295",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-11-04 12:18:12-03","ESALQ","ESA","15731","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","E. Guimarães","1998",NA,NA,"Souza, V.C. et al.","5917.0","1994","04","22","Brasil","São Paulo","Iporanga",NA,"-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,NA,"ESA015731","ESA015731","Magnoliophyta",NA,"38740",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-11-04 12:18:12-03","ESALQ","ESA","21106","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Gorenstein, M.R. et al.","16.0","1994","09","09","Brasil","São Paulo","Juquiá",NA,"-47.6300010681152","-24.3199996948242",NA,NA,NA,NA,NA,"ESA021106",NA,"Magnoliophyta",NA,"32505",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-11-04 12:18:12-03","ESALQ","ESA","52047","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.",NA,NA,NA,NA,"Lima, R.A.F.","483.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Beira de estrada (SP 139) - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA052047","ESA052047","Magnoliophyta",NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-11-04 12:18:12-03","ESALQ","ESA","45619","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","18783.0","1997","07","11","Brasil","Mato Grosso","Juruena","Estrada Juruena-Castanheira, ca 37km S (em linha reta) de Juruena. Contato Floresta Ombrófila-Floresta Estacional","-58.3588981628418","-10.3180999755859","-58,633,333","-10,633,333",NA,NA,"Arbusto, ca. 1,2 m alt.; espigas creme.","ESA045619","ESA045619","Magnoliophyta",NA,"65163",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-11-04 12:18:12-03","ESALQ","ESA","29022","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Ivanauskas, N.M.","139.0","1995","04","19","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029022","ESA029022","Magnoliophyta",NA,"17990",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-11-04 12:18:12-03","ESALQ","ESA","69445","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,NA,NA,NA,NA,"Oliveira, A.A. et al.","3622.0","2000","04","20","Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"ESA069445","ESA069445","Magnoliophyta",NA,"41977",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-11-04 12:18:12-03","ESALQ","ESA","128594","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum",NA,"Colletta, G.D.","2013",NA,NA,"Flores, T.B.","1913.0","2013","04","02","Brasil","São Paulo","Tapirai","Reserva da Votorantim. Estrada entre a portaria e o alojamento. 6-8 Km da portaria.","-47.5","-23.9599990844727",NA,NA,NA,NA,NA,"ESA128594","ESA128594","Magnoliophyta",NA,"41034",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-11-04 12:18:12-03","ESALQ","ESA","32170","PreservedSpecimen","Plantae","Piperaceae","Piper","gigantifolium","Piper gigantifolium",NA,NA,NA,NA,NA,"Leitão Filho, H.F. et al.","34524.0","1996","01","30","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"ESA032170","ESA032170","Magnoliophyta",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-01-14 15:32:55-03","MN","R","216564","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell","Guimarães, E.F.","2011",NA,NA,"Silva, A.G.O.","102","2011","06","18","Brasil","Rio de Janeiro","Duque de Caxias","Taquara","-43.3116989135742","-22.7856006622314","43°13#?#39.57#?##?#W","22°35#?#26,41#?##?#S","244","244",NA,NA,NA,NA,NA,"34388",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-12-19 08:15:27-03","FPS","FPS","4030","MachineObservation","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","Schwirkowski, P.","2019","06","29","Schwirkowski, P.","3453","2019","06","29","Brasil","Santa Catarina","São Bento do Sul","Rio Natal","-49.280211","-26.32889","-49.280211","-26.32889",NA,NA,"<ll>dwc_commonname:</ll> Jaborandi, joão-guarandi-do-grado, pimenta-de-morcego, pariparoba","FPS04030,FURB65383","FPS04030_v01 FPS04030_v02 FPS04030_v03 FPS04030_v04 FPS04030_v05 FPS04030_v06 FURB65383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 65383","voucher",NA,NA
"215","2019-12-19 08:15:27-03","FPS","FPS","1381","MachineObservation","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","Schwirkowski, P.","2013","09","07","Schwirkowski, P.",NA,"2013","09","07","Brasil","Santa Catarina","São Bento do Sul","Rio Natal - Trilha do Parque das Aves","-49.276776","-26.362929","-49.276776","-26.362929",NA,NA,"<ll>dwc_commonname:</ll> Jaborandi, joão-guarandi-do-grado, pimenta-de-morcego, pariparoba","FPS01381","FPS01381_v01 FPS01381_v02 FPS01381_v03 FPS01381_v04 FPS01381_v05 FPS01381_v06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-12-19 08:15:27-03","FPS","FPS","2516","MachineObservation","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","Schwirkowski, P.","2016","10","15","Schwirkowski, P.","1950","2016","10","15","Brasil","Santa Catarina","São Bento do Sul","Localidade de Rio Natal.","-49.269824","-26.326217","-49.269824","-26.326217",NA,NA,"<ll>dwc_commonname:</ll> Jaborandi, joão-guarandi-do-grado, pimenta-de-morcego, pariparoba","FPS02516,FURB52054","FPS02516_v01 FPS02516_v02 FPS02516_v03 FPS02516_v04 FPS02516_v05 FPS02516_v06 FURB52054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 52054","voucher",NA,NA
"217","2019-08-27 13:31:48-03","IAP","PACA-AGP","69128","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum","Vell.","G. Hatschbach","1987",NA,NA,"J. M. Silva","280","1987","01","16","Brasil","PR","Morretes","Porto de Cima","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arbusto carnoso - 3 m","PACA069128",NA,"Magnoliophyta","Piperales","30514",NA,"auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"218","2019-08-27 13:31:48-03","IAP","PACA-AGP","58476","PreservedSpecimen","Plantae","Piperaceae","Piper","cernuum","Piper cernuum var. glabricaule","Yuncker","Elsie F. Guimarães","1985","01",NA,NA,NA,"1949","08","11","Brasil","SC","Brusque","Mata do Hoffmann","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"HBR 4592 Habitat: In silva Fenofase: flor","PACA058476",NA,"Magnoliophyta","Piperales","19684",NA,"auto",NA,NA,NA,NA,"var. glabricaule","Magnoliatae",NA,NA,NA,NA
