"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","sex"
"1","2019-06-10 10:10:29-03","FZB-BH","CVJBFZB","4037","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Catasetum","purum","Catasetum purum","Carlos Alberto Ferreira Júnior","2017","03","27","1","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","95146","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Catasetum","purum","Catasetum purum","G. A. Romero",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112598' target='other'> <mi>dwc_moreinfo</mi></a>","Nees & Sinning","W. W. Thomas","10775","1995","01","15","South America","Brazil","Bahia","Ilhéus","2 km NNE of Banco da Vitoria (5.7 km west of bridge over the Rio Fundão on road to Itabuna) on road leading to west edge of the Mata da Esperança","-39.0911","-14.7772","sheet","NY00095146","NY00095146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-10-09 11:28:36-03","UFBA","ALCB","23408","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Catasetum","purum","Catasetum purum","Queiroz, LP de","1983","11",NA,NA,"Epífita em licuri. Folhas membranáceas discolores. Flores com sépalas, pétalas e labelo coriáceo-carnosos, sép. e pét. verde-amareladas e labelo amarelado, amarronzado internamente. Flores fragrantes, femininas.","Ness & Sinnings","Queiroz, LP de","581","1983","06","10","Southern America","Brasil","Bahia","Paulo Afonso","Nordeste, Estação Ecológica do Raso da Catarina, estrada para a mata das pororocas.","-38.2146987915039","-9.40610980987549",NA,NA,NA,"44772","auto",NA,NA,NA,NA,NA,NA,NA
"4","2019-10-09 11:28:36-03","UFBA","ALCB","9672","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Catasetum","purum","Catasetum purum","Queiroz, LP de","1982","07",NA,NA,"Epífita nas axilas e nas bainhas foliares de licuri (Siagrus coronatos), com pseudobulbos compactos e folhas membranáceas concolor graminiformes. Flores singelas, esverdeadas com labelo internamente amarelo.","Ness & Sinnings","Queiroz, LP de; Guedes, ML","394-522","1982","06","26","Southern America","Brasil","Bahia","Paulo Afonso","Nordeste, Reserva Ecológica do Raso da Catarina","-38.2146987915039","-9.40610980987549",NA,NA,NA,"44772","auto",NA,NA,NA,NA,NA,NA,NA
"5","2019-10-09 11:28:36-03","UFBA","ALCB","104769","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Catasetum","purum","Catasetum purum","Vieira, TL","2012","09",NA,NA,"Epífita sobre Syagrus coronata. Pseudobulbos ca. de 8cm. Folhas verdes membranáceas. Hipanto verde. Perianto verde. Face adaxial do labelo amarelada.","Ness & Sinnings","Vieira, TL; Stadnik, A; Moura, L","90","2012","04","28","Southern America","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Povoado de Tamanco. Fazenda Lajedinho. Trilha subindo a Serra do Tombador","-43.009444","-16.918333",NA,"ALCB009713","ALCB009713",NA,NA,"-43.009444","-16.918333","756","756",NA,NA,NA
"6","2019-10-09 11:28:36-03","UFBA","ALCB","104776","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Catasetum","purum","Catasetum purum","Barros, F; Vieira, TL","2012","08",NA,NA,"Epífita sobre Syagrus coronata. Pseudobulbos alongados, até 15cm. Folhas verdes membranáceas. Inflorescência já passada, seca.","Ness & Sinnings","Vieira, TL; Stadnik, A; Moura, L","98","2012","04","28","Southern America","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Povoado de Tamanco","-40.5182991027832","-11.1806001663208",NA,"ALCB009714","ALCB009714","62396","auto",NA,NA,NA,NA,NA,NA,NA
"7","2019-10-09 11:28:36-03","UFBA","ALCB","104770","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Catasetum","purum","Catasetum purum","Barros, F; Vieira, TL","2012","08",NA,NA,"Epífita, sobre Syagrus coronata. Pseudobulbos recobertos pelas bainhas. Folhas verdes membranáceas. Flores já passadas, secas.","Ness & Sinnings","Vieira, TL; Stadnik, A; Moura, L","92","2012","04","28","Southern America","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Povoado de Tamanco. Fazenda Lajedinho. Trilha subindo a Serra do Tombador","-40.5182991027832","-11.1806001663208",NA,"ALCB009710","ALCB009710","62396","auto",NA,NA,NA,NA,NA,NA,NA
"8","2019-10-09 11:28:36-03","UFBA","ALCB","23407","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Catasetum","purum","Catasetum purum","Queiroz, LP de","1983","11",NA,NA,"Epífita nas bainhas foliares de licuri com folhas membranáceas discolores. Flores com sépalas e pétalas amareladas, labelo carnoso amarelado. Flores masculinas.","Ness & Sinnings","Queiroz, LP de","569","1983","06","09","Southern America","Brasil","Bahia","Paulo Afonso","Nordeste, Estação Ecológica do Raso da Catarina, estrada para a mata das pororocas.","-38.2146987915039","-9.40610980987549",NA,NA,NA,"44772","auto",NA,NA,NA,NA,NA,NA,NA
"9","2019-02-15 11:46:52-02","IPA","IPA","26391","S","Plantae","Plantae",NA,"Orchidaceae","Catasetum","purum","Catasetum purum","Caldasso, A.","1981","04",NA,NA,"Epífita sobre espique e axilas foliares de palmeira catolé. Flores verde. Frutos verde-cinza.; Caatinga - transição para brejo.","Nees & Sinning","Caldasso, A.","902","1980","06","06","Southern America","Brasil","Alagoas","Mata Grande",NA,"-37.7322006225586","-9.11750030517578",NA,"IPA0026391",NA,"30053","auto",NA,NA,NA,NA,NA,NA,NA
"10","2019-02-15 11:46:52-02","IPA","IPA","26367","S","Plantae","Plantae",NA,"Orchidaceae","Catasetum","purum","Catasetum purum","Pessoa, E.","2011","03","29",NA,"Flores branco-esverdeadas.","Nees & Sinning","Bocage, A.; Rita Pereira; Andrade-Lima; Rita Pereira; Andrade-Lima","61","1981","06","10","Southern America","Brasil","Alagoas","Pão de Açucar","no topo da Serra de Pão de Açucar, sobre ouricuri; num plantio de milho e mandioca.","-37.4366989135742","-9.74833011627197",NA,"IPA0026367",NA,"34758","auto",NA,NA,NA,NA,NA,NA,NA
