"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"51","2020-12-21 16:21:45-03","MBM","MBM","176005","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardn.","Pirani, J.R.; et al.; et al.","1983","02","24","Southern America","Brazil","São Paulo","Cananéia","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"MBM176005","MBM176005","Pirani, J.R.","525","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:21:45-03","MBM","MBM","387982","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardn.","Uhlmann, A.","2012","05","09","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Pico da Caledônia","-42.587028","-22.353425","2200","2200",NA,"Arvoreta de aproximadamente 5m de altura. Flores pétalas creme.; Em borda de Floresta Ombrófila Densa Altomontana.","MBM387982","MBM387982","Uhlmann, A.","503",NA,NA,NA,"2012","11",NA,"-42.587028","-22.353425",NA,NA,NA,NA,NA
"53","2020-12-21 16:21:45-03","MBM","MBM","252024","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardn.","Dusén, P.","1914","12","18","Southern America","Brazil","Paraná","Morretes","Ipiranga","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM252024",NA,"Dusén, P.","16140","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:21:45-03","MBM","MBM","65536","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardn.","Handro, O.","1937","11","08","Southern America","Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM065536","MBM065536","Mattos, J.","s.n.","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:21:45-03","MBM","MBM","15085","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardn.","Pereira, E.","1962","03","06","Southern America","Brazil","Rio de Janeiro","Itatiaia","Itatiaia, Planalto, 2000 m.s.m.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"MBM015085","MBM015085","Pereira, E.","7066","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-09-05 10:20:36-03","MNHN","RECOLNAT_MNHN_P","P05519376","PreservedSpecimen",NA,NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Glaziou, A.",NA,NA,NA,NA,"Brésil",NA,NA,"Brésil.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519376' target='other'> <mi>dwc_moreinfo</mi></a>","P05519376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8246",NA,NA,NA
"57","2015-10-02 12:16:27-03","MNHN","RECOLNAT_MNHN_P","P00697291","PreservedSpecimen",NA,NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Gardner, G.","1842",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes, Montagne Organ",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00697291' target='other'> <mi>dwc_moreinfo</mi></a>","P00697291","P00697291_01",NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA,"5721",NA,NA,NA
"58","2015-10-03 03:04:41-03","MNHN","RECOLNAT_MNHN_P","P00697292","PreservedSpecimen",NA,NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Gardner, G.","1842",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes, Montagne Organ",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00697292' target='other'> <mi>dwc_moreinfo</mi></a>","P00697292","P00697292_01",NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA,"5721",NA,NA,NA
"59","2015-09-05 10:20:36-03","MNHN","RECOLNAT_MNHN_P","P05519374","PreservedSpecimen",NA,NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Sellow",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519374' target='other'> <mi>dwc_moreinfo</mi></a>","P05519374","P05519374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4035",NA,NA,NA
"60","2015-09-05 10:20:36-03","MNHN","RECOLNAT_MNHN_P","P05519381","PreservedSpecimen",NA,NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Glaziou, A.","1884","3","1",NA,"Brésil","Rio de Janeiro",NA,"Brésil (rio de Janeiro) Haut des Orgues par Cachambù","-52.86667","-27.16667",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519381' target='other'> <mi>dwc_moreinfo</mi></a>","P05519381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14870",NA,NA,NA
"61","2015-09-05 10:20:36-03","MNHN","RECOLNAT_MNHN_P","P05519380","PreservedSpecimen",NA,NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Glaziou, A.",NA,NA,NA,NA,"Brésil","São Paulo",NA,"Brésil (S. Paulo)","-46.633","-23.55",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519380' target='other'> <mi>dwc_moreinfo</mi></a>","P05519380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12027",NA,NA,NA
"62","2015-09-05 10:20:36-03","MNHN","RECOLNAT_MNHN_P","P05519375","PreservedSpecimen",NA,NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Glaziou, A.","1876","2","10",NA,"Brésil","São Paulo",NA,"Brésil (S. Paulo) Campos do Bocaina, à la source même du Rio Parahyba","-45.667","-23.3667",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519375' target='other'> <mi>dwc_moreinfo</mi></a>","P05519375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8246",NA,NA,NA
"63","2015-09-05 10:20:36-03","MNHN","RECOLNAT_MNHN_P","P05519379","PreservedSpecimen",NA,NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Dusén, P.","1914","12","18",NA,"Brésil","Paraná",NA,"Parana Desvio Ypiranga, in silva prim.","-50.58362","-25.0241",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05519379' target='other'> <mi>dwc_moreinfo</mi></a>","P05519379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16140",NA,NA,NA
"64","2020-12-11 11:34:53-03","UFMG","BHCB","148057","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Almeida, TE; Mota, NFO; Ramalho, AJ; Lau, BL; Kamino, LHY","2011","03","15","Southern America","Brasil","Minas Gerais","Delfim Moreira","Fazenda do Onça, Floresta Ombrófila Mista em estágio secundário de regeneração","-45.345694","-22.608611","1655","1655",NA,"Árvore com 6m de altura em borda de floresta a beira de estrada. Cálice persistente, amarelado. Frutos imaturos verdes com matizes avermelhados",NA,NA,NA,"2789",NA,NA,NA,NA,NA,NA,"-45.345694","-22.608611",NA,NA,NA,NA,NA
"65","2020-12-11 11:34:54-03","UFMG","BHCB","58767","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Mendes Magalhães",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,"514","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:18:37-03","UFPR","UPCB","83633","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Uhlmann, A.","2012","11",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo","Floresta Ombrófila Densa Altomontana","-42.587","-22.353","2200","2200",NA,"Arvoreta de aproximadamente 5m de altura em borda de floresta. Flores de pétalas creme. Pico da Caledônia..",NA,NA,"Uhlmann, A.","503",NA,NA,NA,"2012","11",NA,"-42.587","-22.353",NA,NA,NA,NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","3278330","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Auguste F.M. Glaziou","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R. Liesner","Glaziou 8246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","3278334","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Per Dusén","1914","12","18","South America","Brazil","Paraná",NA,"Desvia Ypiranga, in silva prim.",NA,NA,NA,NA,NA,NA,NA,NA,"Bernardi","Dusén 16140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","3278332","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Howard S. Irwin|R. Souza|R. Reis dos Santos","1965","9","23","South America","Brazil","Distrito Federal",NA,"Gallery. Gallery forest and adjacent wet slopes, ca 20 km S of Brasília, on road to Belo Horizonte.",NA,NA,"1235.00000000",NA,NA,NA,NA,NA,"L. Bernardi","Irwin 8601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","64906","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Paul E. Berry|Timothy C. Plowman|F. Juárez","1985","1","26","South America","Brazil","Paraná",NA,"BALSA NOVA: Serra São Luis de Purunã. Sandstone outcrop, along Highway BR-277 (going W), just before summit. Alt. 1140 m.",NA,NA,"1140.00000000",NA,NA,NA,NA,NA,NA,"Berry 4477",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-34","6",NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","65477","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","A. Salino|Alwyn H. Gentry","1987","1","24","South America","Brazil","Rio de Janeiro",NA,"Serra de Mantequeira, Alto du Serra. 22º23'S, 44º46'W. Alt. 1660 m.","-44.76666","-22.38333","1660.00000000",NA,NA,NA,NA,NA,NA,"Salino 57",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-1","1",NA,NA
"72","2014-01-07 05:45:00-02","MO","MOBOT","3278326","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","James A. Ratter|P.C. Mendes R.|P.E. Nogueria Silva","1990","9","26","South America","Brazil","Distrito Federal",NA,"Parque Nacional de Brasília (HQ Buildings), Cabeceira do Córrego Barrigudo. Near the margin of gallery forest. Hummocked ground with some standing water-must be very wet in the rainy season.","-47.91666","-15.73333",NA,NA,NA,NA,NA,NA,NA,"Ratter 6451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-08-31 09:08:37-03","INPA","INPA","206292","S","Plantae","Dicotyledon Com-Clade","Oxalidales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Ratter, JA","1990","09","26","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, Parque Nacional de Brasília (HQ Buildings)Cabeceira do Córrego Barrigudo.","-47.916667","-15.733333",NA,NA,NA,NA,"INPA0206292","INPA0206292 INPA0206292_e",NA,"6451",NA,NA,NA,NA,NA,NA,"-47.916667","-15.733333",NA,NA,NA,NA,NA
"74","2020-09-12 05:00:02-03","US","US","2625999","PreservedSpecimen","Plantae",NA,"Rosales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Glaziou, --",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01351176","US01351176_01",NA,"8246",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"75","2020-09-12 05:00:02-03","US","US","2842123","PreservedSpecimen","Plantae",NA,"Rosales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","H. S. Irwin, R. Souza & R. R. Santos","1965","9","23","South America - Neotropics","Brazil",NA,NA,"ca.20km S of Brasília, on road to Belo Horizonte",NA,NA,"1235",NA,NA,NA,"US01351175","US01351175_01",NA,"8601",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"76","2020-09-12 05:00:02-03","US","US","1067067","PreservedSpecimen","Plantae",NA,"Rosales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","G. Gardner",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Organ Mountains.",NA,NA,"1524","1829",NA,NA,"US00097285","US00097285_01",NA,"5721",NA,NA,"Isosyntype",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"77","2020-09-12 05:00:02-03","US","US","1066904","PreservedSpecimen","Plantae",NA,"Rosales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","-- Gardner","1905","1","13","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01351178","US01351178_01",NA,"4697",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"78","2020-09-12 05:00:02-03","US","US","2778672","PreservedSpecimen","Plantae",NA,"Rosales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","F. Segadas-Vianna","1951","3","23","South America - Neotropics","Brazil",NA,NA,"Barreiro Co. Serra da Bocaína",NA,NA,"1600",NA,NA,NA,"US01351174","US01351174_01",NA,"2616",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"79","2020-09-12 05:00:02-03","US","US","1112494","PreservedSpecimen","Plantae",NA,"Rosales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","A. F. M. Glaziou","1884","3",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01351177","US01351177_01",NA,"14870",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"80","2020-09-12 05:00:02-03","US","US","2891937","PreservedSpecimen","Plantae",NA,"Rosales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","O. Handro","1937","11","8","South America - Neotropics","Brazil","São Paulo",NA,"Nativa no Jardim Botânico",NA,NA,NA,NA,NA,NA,"US01351173","US01351173_01",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"81","2019-11-13 11:18:26-03","USP","SPF","212664","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Lobão, AQ","2012","01","12",NA,"Brasil","Rio de Janeiro","Resende","Parque Nacional do Itatiaia","-44.706889","-22.372861","2000","2300",NA,NA,"SPF00212664",NA,"Pirani, JR","1819",NA,NA,NA,"2015",NA,NA,"-44.706889","-22.372861",NA,NA,NA,NA,NA
"82","2019-11-13 11:18:26-03","USP","SPF","70442","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Salino, A","1987","01",NA,NA,"Brasil","Rio de Janeiro","Resende","Parque Nacional do Itatiaia","-44.4467010498047","-22.468900680542",NA,NA,NA,NA,"SPF00070442",NA,"Zickel, CS","57","36089","auto",NA,"1997","08",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-13 11:18:26-03","USP","SPF","49597","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Robim, MJ","1984","03","10",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"SPF00049597",NA,"Zickel, CS","s.n.","21048","auto",NA,"1997","08",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-13 11:18:26-03","USP","SPF","73128","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Handro, O","1937","11","08",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00073128",NA,"Zickel, CS","s.n.","53584","auto",NA,"1997","08",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-02 09:07:00-03","UNITINS","HUTO","4629","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Ratter, J.A.","1990","09","26",NA,"Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, cabeceira do córrego Barrigudo. Hummocked ground with some standing water - must be very wet in the rainy season","-47.916667","-15.733333",NA,NA,NA,"Tree 7 m, 11 cm DBH, with lightly striated bark. Flowers dirty cream with caducous petals of the same colour; Near the margin of gallery forest","HUTO004629",NA,NA,"6451",NA,NA,NA,NA,NA,NA,"-47.916667","-15.733333",NA,NA,NA,NA,NA
"86","2019-01-22 19:21:15-02","F","FMNH-SEEDPLANTS","V0063256F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0063256F","V0063256F_01",NA,"5721",NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"87","2016-06-29 15:43:34-03","F","FMNH-SEEDPLANTS","V0338277F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0338277F","V0338277F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"88","2016-07-18 09:26:56-03","F","FMNH-SEEDPLANTS","V0338278F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0338278F","V0338278F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"89","2020-07-23 12:04:01-03","CEPLAC","CEPEC","132422","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis",NA,"P. C. Porto","1929","04","10",NA,"Brasil","Rio de Janeiro","ITATIAIA","Km 15.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,"G. M. Barroso",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-07-23 12:04:01-03","CEPLAC","CEPEC","132727","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis",NA,"A. C. Brade","1951","04","28",NA,"Brasil","São Paulo","SÃO PAULO","Serra da Bocaína.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"A. C. Brade","20765","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1951",NA
"91","2020-02-17 11:29:28-03","UEG","HUEG","6765","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Ramalho, C.L.; Ratter, J.A.","1990","09","26","Southern America","Brasil","Distrito Federal",NA,"Parque Nacional de Brasília - DF, Cabeceira do Córrego Barrigudo.","-47.916667","-15.733333",NA,NA,NA,"Árvore, 7 m, 11 cm de diâmetro; casca levemente estriada; flores creme sujo com pétalas caducas da mesma cor.; Perto da Mata ciliar","HUEG006765",NA,"Proença, C.E.B.","s.n.",NA,NA,NA,NA,NA,NA,"-47.916667","-15.733333",NA,NA,NA,NA,NA
"92","2020-02-17 11:29:28-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Ratter, J.A.",NA,NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.916667","-15.733333",NA,NA,NA,NA,NA,NA,"Incógnito","R6451",NA,NA,NA,"1990",NA,NA,"-47.916667","-15.733333",NA,NA,NA,NA,NA
"93","2019-11-01 14:57:00-03","UnB","UB","98600","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Ratter, JA","1990","09","26","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.916667","-15.733333",NA,NA,NA,".",NA,NA,"Incógnito","6451",NA,NA,NA,NA,NA,NA,"-47.916667","-15.733333",NA,NA,NA,NA,NA
"94","2019-11-01 14:57:00-03","UnB","UB","149313","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Magalhães, M","1940","09","19","Southern America","Brasil","Minas Gerais","Lima Duarte","Monjolinho - Serra da Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arbusto 2m.",NA,NA,"Barreto, M","514","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-05-06 11:54:58-03","UFU","HUFU","60594","S","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Ratter, J.A.; Ramos. P.C.M. & Silva, P.E.N.","1990","09","26",NA,"Brasil","Distrito Federal",NA,"Parque Nacional de Brasília, Cabeceira do Córrego Barrigudo.","-47.916667","-15.733333",NA,NA,NA,"Árvore, ca. 7 m alt. 11 cm DAP. Carca levemente estriada. Flores creme com pétalas caducas.; próximo à margem de floresta de galeria. Área com água parada, deve ser muito úmido na estação chuvosa.","HUFU00005468","HUFU00005468",NA,"6451",NA,NA,NA,NA,NA,NA,"-47.916667","-15.733333",NA,NA,NA,NA,NA
"96","2021-03-04 15:43:03-03","IF","SPSF","39395","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","J.B.Baitello & F. A. R. D. P. Arzolla","2007","01","18","América do Sul","Brasil","SP","Campos do Jordão","margens da estrada de acesso ao Pico do Itapeva","-45.629722","-22.675278","1770","1770",NA,"COLETA: Árvore, 5 metros, flores alvas.; GEOGRAFIA: Floresta Ombrófila Densa Alto-montana.;",NA,NA,"F. A. R. D. P. Arzolla","2006",NA,NA,NA,"2008","03","31",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"97","2021-03-04 15:43:03-03","IF","SPSF","37482","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","F. A. R. D. P. Arzolla & G.C.R.de Paula","2007","03","23","América do Sul","Brasil","SP","São Bento do Sapucaí","estrada entre Campos do Jordão e São Bento do Sapucaí","-45.63","-22.675278","1770","1770",NA,"COLETA: Floresta Ombrófila Densa Alto-montana&nf;Árvore 5m, frutos imaturos.; GEOGRAFIA: Ao longo do caminho;",NA,NA,"L.D.Meireles","1078",NA,NA,NA,"2008","03","31",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"98","2021-03-04 15:43:03-03","IF","SPSF","33047","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Cunoniaceae","Weinmannia","organensis","Weinmannia organensis",NA,"F.A.R.D.P.Arzolla","2004","02","13","América do Sul","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: S.J.Alpes, floresta altomontana&nf;;",NA,NA,NA,"480","21048","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"99","2017-09-11 17:09:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Gardner, G",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,"P14P2N0040",NA,"5721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:09:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Sello, HL",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in provincia S. Paulo",NA,NA,NA,NA,NA,NA,NA,"P14P2N0040",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:09:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","Gardner, G",NA,NA,NA,"Southern America","Brazil",NA,NA,"in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,"P14P2N0040",NA,"4697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:09:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","?",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P14P2N0040",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2010-08-16 16:41:46-03","GH","HU-HERB","GH 00043359","PreservedSpecimen","Plantae",NA,NA,"Cunoniaceae","Weinmannia","organensis","Weinmannia organensis","Gardner","George Gardner",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Organ Mountains",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,"5721",NA,NA,"Type",NA,NA,NA,NA,NA,NA,"5721",NA,NA,"undetermined"
