"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount"
"47","2020-02-08 09:12:26-03","NBC","NL-BOTANY","U.1248101","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.",NA,"Solomon JC",NA,"1983","10","05","Southern America","Bolivia",NA,NA,"Bolivia. Dpto. Tarija. Prov. O'Connor. 19.7 km E of Narvaez on raod to entre Rios (8.7 km W of Entre Rios). Disturbed moist sub-tropical forest.","-64.216667","-21.483333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1248101 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1248101","NL-U1248101",NA,NA,"-64.216667","-21.483333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"48","2020-02-08 09:12:26-03","NBC","NL-BOTANY","U.1248102","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","DC.",NA,"Nee MH",NA,"1991","05","21","Southern America","Bolivia",NA,NA,"Bolivia. Depto. Santa Cruz, Prov. Ichilo, 13 km NE of Beuna Vista on highway to Portachuelo, near turnoff to San Javier.","-63.566667","-17.4",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1248102 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1248102","NL-U1248102",NA,NA,"-63.566667","-17.4",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:09:20-03","ESALQ","ESA","43470","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Jack.) D.C.","Lima, L.E.P","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","18367.0","1997","07","08",NA,"Brasil","Mato Grosso","Castanheira","Beira da estrada Juína-Juruena. Contato Floresta Ombrófila-Floresta Estacional","-58.6025009155273","-11.1324996948242",NA,"Arbusto esguio, ca. 4 m alt.; flores roxo-claras.","ESA043470","ESA043470",NA,NA,NA,NA,"2009",NA,NA,NA,NA,"65380","auto",NA,NA,NA
"50","2020-11-04 11:09:20-03","ESALQ","ESA","43468","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Lima, L.C.P.","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","18423.0","1997","07","08",NA,"Brasil","Mato Grosso","Castanheira",NA,"-58.6025009155273","-11.1324996948242",NA,NA,"ESA043468",NA,NA,NA,NA,NA,"2011","08",NA,"01",NA,"65380","auto",NA,NA,NA
"51","2021-01-14 15:29:12-03","MN","R","131692","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.",NA,"Asplund, E.",NA,"1955","06","12",NA,"Equador","Guayas","Guayaquil",NA,NA,NA,NA,NA,"R010055415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-01-14 15:29:12-03","MN","R","131711","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Azevedo, A.M.G.","Hoehne, F.C.","5644","1914","01",NA,NA,"Brasil","Mato Grosso","Tapirapoan",NA,NA,NA,NA,NA,"R010057579,R010057580",NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-01-14 15:29:12-03","MN","R","27738","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Azevedo, A.M.G.","Hoehne, F.C.","5643","1915","01",NA,NA,"Brasil","Mato Grosso","Tapirapoan","Sepotuba",NA,NA,NA,"Comissão Rondon.","R010055416",NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-01-14 15:29:12-03","MN","R","66774","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Azevedo, A.M.G.","Bang, A.M.","1417","1892",NA,NA,NA,"Bolívia","Guanai","Tipuani",NA,NA,NA,NA,NA,"R010055130,R010055129",NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-01-14 15:29:12-03","MN","R","67521","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Azevedo, A.M.G.","Hoehne, F.C.","379","1909","03",NA,NA,"Brasil",NA,"Tapirapoan",NA,NA,NA,NA,"Comissão Rondon","R010055128,R010055127",NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-01-14 15:29:12-03","MN","R","68944","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Azevedo, A.M.G.",NA,"224",NA,NA,NA,NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,"R010055119",NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-01-14 15:29:12-03","MN","R","27737","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Azevedo, A.M.G.","Hoehne, F.C.; Kuhlmann, J.G.","2044 K","1918","06",NA,NA,"Brasil","Mato Grosso","Barão de Melgaço","Chapadão","-55.9674987792969","-16.1944007873535",NA,"Comissão Rondon.","R010055414",NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,"145819","auto",NA,NA,NA
"58","2019-02-22 11:46:33-03","IPA","IPA","14924","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Andrade-Lima","Roppa, O.","578","1965","02","19","Southern America","Brasil","Minas Gerais","Poços de Caldas","Cascata das Antas","-46.5614013671875","-21.7877998352051",NA,NA,"IPA0014924",NA,NA,NA,NA,NA,"1968","03",NA,"19",NA,"23696","auto",NA,NA,NA
"59","2021-04-07 11:44:05-03","UFMS","CGMS","56334","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.",NA,"V.J. Pott; A. Pott","7737","2005","04","22",NA,"Brasil","Mato Grosso do Sul","Água Clara","Fazenda Rio Branco, fundos da sede, abaixo do açude.","-52.3877777","-20.5733334",NA,"Papilionoideae. Flor ausente. Fruto castanho. Habitat: Remanescente de Vereda, campo graminoso com veios d#?#água ao longo de córrego com buritis. Solo hidromórfico, orgânico, siltoso. Relevo plano. Ocasional. Habito: Subarbusto anfíbi","CGMS1086291",NA,"330","330","-52,3877777","-20,5733334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:44:05-03","UFMS","CGMS","70212","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","V.J. Pott; A. Pott","10093","2008","02","27",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Ribeirão Poção, Fazenda Umuarama, leste de Água Clara.","-52.5391666","-20.4866666",NA,NA,"CGMS1069596",NA,"325","325","-52,5391666","-20,4866666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-07 11:44:05-03","UFMS","CGMS","9126","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","A.L.B. Sartori; U.M. Resende; W.S. Garcez",NA,"2002","06","16",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Distrito de Piraputanga.","-55.4836111","-20.4547222",NA,"Papilionoideae. Flor azuladaFlor lilás.em antese e posteriormente azuladaFruto castanho Heliófito.","CGMS1014028",NA,"197","197","-55,4836111","-20,4547222","2008","06",NA,"23",NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:44:05-03","UFMS","CGMS","66200","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","V.J. Pott","V.J. Pott","12286","2016","10","20",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda São Francisco. Banhados do Rio da Prata. Estrada interna da fazenda ao longo e dentro das valas de drenagens.","-56.5747223","-21.3819445",NA,"Papilionoideae. Flor arroxeada. Fruto acastanhado. Habitat: Campo úmido de nascente, sem buriti, próximo a vala de drenagem. Solo hidromórfico orgânico, preto acinzentado escuro. Relevo plano. Habito: Erva anfíbia. 0,9-1,0 m de altur","CGMS1099161",NA,"349","349","-56,5747223","-21,3819445","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-04-07 11:44:05-03","UFMS","CGMS","13376","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","V.J. Pott","A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo; D.R. Espírito Santo","11740","2004","04","09",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul","Fazenda Pedra Branca, sede.","-52.7805556","-19.1872222",NA,"Papilionoideae. Flor rosada. Fruto castanho. Estandarte branco e rosado. Quilha rosa. Habitat: Vegetação ripária. Solo areno-argiloso. Relevo vale. Habito: Subarbusto. Esparso. 1,00-2,00 m de altura.","CGMS1042791",NA,"500","500","-52,7805556","-19,1872222","2006","06",NA,"08",NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:44:05-03","UFMS","CGMS","36770","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","L.C.P. Lima; G.B. Ceolin; R. Teixeira; S.A. Faria","521","2009","01","19",NA,"Brasil","Mato Grosso","Mato Grosso","BR-174, km30, cerca de 5m km sul da Vila Bela da Santíssima Trindade.","-59.5166667","-15.1658333",NA,"Papilionoideae. Corola lilás. Fruto castanho. DNA. Coordenadas originais 15°09#?#57,00'S 59°31#?#78,00'W","CGMS1066182",NA,NA,NA,"-59,5166667","-15,1658333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-04-07 11:44:05-03","UFMS","CGMS","36983","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","A. Sartori","B.M. Moreira; A. Sabatel; A. Nascimento; P.H.R. Medeiros; T. Martinez","19","2012","12","15",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Rolândia.","-55.8166667","-20.4588889",NA,"Papilionoideae. Flor branco. Habitat: Cerrado. Beira do rio. Habito: Arbusto.","CGMS1066396",NA,NA,NA,"-55,8166667","-20,4588889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-04-07 11:44:05-03","UFMS","CGMS","36792","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","L.C.P. Lima; M.A. Carniello","606","2009","04","18",NA,"Brasil","Mato Grosso","Pontes e Lacerda","MT-174, Km 181, sentido Pontes e Lacerda a Cáceres.","-59.0333333","-15.4936111",NA,"Papilionoideae. Flor de corola lilás. Fruto ausente. DNA. Habitat: Borda de Buritizal. Habito: Arbusto. 1,50-3,00m de altura.","CGMS1066205",NA,"424","424","-59,0333333","-15,4936111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:44:05-03","UFMS","CGMS","55733","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","V.J. Pott; A. Pott","5257","2002","03","05",NA,"Brasil","Mato Grosso do Sul","Camapuã","Fazenda Carandá, estrada MS-142, a 30Km de Camapuã.","-54.1613889","-19.3163889",NA,"Papilionoideae. Flor lilás. Habitat: Brejo de vereda perturbada, próximo ao pontilhão, com manchas de gramíneas cespitosas. Solo areno-siltoso. Relevo levemente inclinado. Esparsa. Habito: Subarbusto. 1,5m de altura.","CGMS1085701",NA,NA,NA,"-54,1613889","-19,3163889","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:44:05-03","UFMS","CGMS","13837","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","A. Sciamarelli; C.S.C. Arruda; F.G. Kuhn","1635","2004","04","11",NA,"Brasil","Mato Grosso do Sul","Paraíso","Fazenda Mimoso.","-52.7611111","-19.0544444",NA,"Papilionoideae. Corola de cor roxa com guia de néctar amarelo. Planta com fase fenológica de floração. Mesófita; ripária. Habitat: Borda e interior demata. Rara. Habito: Subarbusto.","CGMS1043287",NA,NA,NA,"-52,7611111","-19,0544444","2011","12",NA,"15",NA,NA,NA,NA,NA,NA
"69","2021-04-07 11:44:05-03","UFMS","CGMS","70206","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","V.J. Pott; A. Pott","9675","2007","09","19",NA,"Brasil","Mato Grosso do Sul","Nioaque","Rio Dois Irmãos (braço esquerdo), Rodovia MS-347.","-55.5038889","-20.7502778",NA,NA,"CGMS1069590",NA,"220","220","-55,5038889","-20,7502778","2008","07",NA,"01",NA,NA,NA,NA,NA,NA
"70","2021-04-07 11:44:05-03","UFMS","CGMS","55732","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","! L.C.P. Lima","A. Pott; V.J. Pott; A.C.M. Cristaldo","9997","2002","05","07",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Psicultura, ex-Pirah, Aldeia Limão Verde, 20Km N de Aquidauana, córrego João Dias.","-55.7094444","-20.3352777",NA,"Papilionoideae. Flor lilás. Habitat: Buritizal (Mauritia) encharcado, perturbado, com gado. Solo hidromórfico areno-orgânico. Relevo plano. Esparsa. Habito: Erva ereta. 1,3m de altura.","CGMS1085700",NA,NA,NA,"-55,7094444","-20,3352777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-04-07 11:44:05-03","UFMS","CGMS","75991","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","Pott, A.","S.N. Moreira; V.J. Pott, A. Pott., E.B. Souza & F.A. Ferreira","402","2012","03","01",NA,"Brasil","Mato Grosso do Sul","Sidrolândia","Fazenda América.","-54.4816667","-21.1222223",NA,"Flor lilás. Fruto verde imaturo. Habitat: Solo orgânico. Relevo plano deprimido. Campo graminoso úmido sem Mauritia flexuosa em domínio de Cerrado. Habito: Erva anfíbia até 50cm.","CGMS1108946",NA,"447","447","-54,4816667","-21,1222223","2012","03",NA,"01",NA,NA,NA,NA,NA,NA
"72","2021-04-07 11:44:05-03","UFMS","CGMS","52037","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","A. Sartori","A.L.B. Sartori","840","2002","04","20",NA,"Brasil","Mato Grosso do Sul","Nova Andradina","Córrego do Bernardo, Km 151.","-53.4483333","-22.3241667",NA,"Papilionoideae. Flor lilás. Pós-antese: azulada. Fruto amarronzado. Habitat: Brejo. Habito: Subarbusto. 1,50 m de altura.","CGMS1081455",NA,NA,NA,"-53,4483333","-22,3241667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-04-07 11:44:05-03","UFMS","CGMS","60047","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","V.J. Pott","A. Pott","16400","2012","08","16",NA,"Brasil","Mato Grosso do Sul","Selvíria","Ribeirão Dois Córregos, aproximadamente 4,8 Km S da Rodovia BR-158.","-51.4525","-20.4233334",NA,"Papilionoideae. Flor ausente. Fruto castanho. Habitat: Vegetação ripária secundária. Solo areno-siltoso. Relevo vale (várzea). Habito: Arbusto. 2,00 m de altura. Ocasional.","CGMS1093050",NA,"324","324","-51,4525","-20,4233334","2012","08",NA,"20",NA,NA,NA,NA,NA,NA
"74","2021-04-07 11:44:05-03","UFMS","CGMS","59924","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","A. Pott; V.J. Pott","16023","2011","02","11",NA,"Brasil","Mato Grosso do Sul","Inocência","Córrego São Pedro, Fazenda Buriti.","-52.1305556","-20.0191667",NA,"Papilionoideae. Flor arroxeada. Fruto castanho a enegrecido. Habitat: Vegetação arbustivo-arbórea ripária alagável. Solo arenoso. Relevo plano. Habito: Subarbusto ereto, 1,00-1,60 m de altura. Freqüente.","CGMS1089826",NA,"320","320","-52,1305556","-20,0191667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-04-07 11:44:05-03","UFMS","CGMS","57291","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","V.J. Pott","A. Pott; C.A. Carollo","11780","2004","09","01",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Córrego Piúva, Fazenda Pena Verde, rodovia MS-419, 36 km N de Aquidauana.","-55.7205556","-20.1755556",NA,"Papilionoideae. Flor ausente. Habitat: Vegetação aquático-palustre. Solo hidromórfico siltoso. Relevo plano. Habito: Subarbusto. 1 m altura.","CGMS1087214",NA,"160","160","-55,7205556","-20,1755556","2016","06",NA,"02",NA,NA,NA,NA,NA,NA
"76","2021-04-07 11:44:05-03","UFMS","CGMS","17281","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","K.C.N. dos Santos","11","2006","08","05",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Distrito de Piraputanga.","-55.5463889","-20.4741667",NA,"Papilionoideae. Caule pegajoso. Tricomas em forma de ganchos. Habitat: Cerrado. Habito: Arbusto.","CGMS1046578",NA,"198","198","-55,5463889","-20,4741667","2013","10",NA,"15",NA,NA,NA,NA,NA,NA
"77","2021-04-07 11:44:05-03","UFMS","CGMS","56333","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","V.J. Pott","V.J. Pott; S.N. Moreira","11253","2011","05","23",NA,"Brasil","Mato Grosso do Sul","São Gabriel do Oeste","Rio Coxim, PCH Ponte Alta.","-54.4883333","-19.4108333",NA,"Papilionoideae. Flor ausente. Fruto verde. Habitat: Afloramento de água no barranco do rio. Solo orgânico. Habito: Erva. 1-1,20 m de altura. Ocasional.","CGMS1086290",NA,"581","581","-54,4883333","-19,4108333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-04-07 11:44:05-03","UFMS","CGMS","55744","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","V.J. Pott","V.J. Pott; A. Pott","11038","2011","02","11",NA,"Brasil","Mato Grosso do Sul","Inocência","Fazenda Buriti, ao longo do Córrego São Pedro.","-54.1288889","-20.0272223",NA,"Papilionoideae. Flor arroxeada. Fruto marrom. Habitat: Brejo arbustivo, alagável, antropizado ao longo de estrada, com buriti. Solo arenoso. Relevo plano. Habito: Subarbusto ereto, anfíbio de 1,70 m de altura. Ocasional.","CGMS1085713",NA,"315","315","-54,1288889","-20,0272223","2011","02",NA,"11",NA,NA,NA,NA,NA,NA
"79","2021-04-07 11:44:05-03","UFMS","CGMS","68371","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","A. V. M. Nobre","V. C. Souza; J. P. Souza, V. R. Scalon; A. R. Duarte","18367","1997","07","08",NA,"Brasil","Mato Grosso","Castanheira","Beira da estrada Juína-Jururena.","-58.7333333","-10.95",NA,"Flores roxo-claras. Habitat: Floresta Ombrófila-Floresta Estacional. Habito: Arbusto esgulo. 4 m de altura.","CGMS1101329",NA,NA,NA,"-58,7333333","-10,95","2003","09",NA,"29",NA,NA,NA,NA,NA,NA
"80","2021-04-07 11:44:05-03","UFMS","CGMS","699","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","L.C.P. Lima","C.A. Conceição","1965","1986","11","11",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS. Reserva Biológica.","-54.6","-20.5",NA,"Papilionoideae. Flor lilás.em racemos. Habitat: Solo úmido. Habito: Arbusto. 1,00-2,00m de altura.","CGMS1014029",NA,NA,NA,"-54,6","-20,5","2011","12",NA,"15",NA,NA,NA,NA,NA,NA
"81","2021-04-07 11:44:05-03","UFMS","CGMS","72808","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","V.J. Pott","A. Pott","16503","2013","06","04",NA,"Brasil","Mato Grosso do Sul","Selvíria","Rodovia BR-158, 300 m a leste do Distrito de Véstia.","-51.4402777","-20.3725",NA,"Flor lilás. Fruto castanho claro. Habitat: Campo úmido arbustivo perturbado junto a pequeno córrego, em área de cerradão. Solo hidromórfico siltoso. Relevo vale em ondulado. Esparsa. Habito: Arbusto. 3,00 m de altura.","CGMS1105615",NA,"330","330","-51,4402777","-20,3725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-04-07 11:44:05-03","UFMS","CGMS","75990","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.",NA,"S.N. Moreira; V.J. Pott, A. Pott. & C. Cardeal","720","2012","05","02",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Feliz.","-55.2625","-20.4619444",NA,"Flor roxa. Fruto verde e marrrom. Habitat: Solo orgânico. Relevo plano deprimido. Campo graminoso úmido com Mauritia flexuosa em domínio de Cerrado. Habito: Erva anfíbia, até 50cm.","CGMS1108945",NA,"195","195","-55,2625","-20,4619444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-04-07 11:44:05-03","UFMS","CGMS","13350","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) DC.","V.J. Pott","A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo; D.R. Espírito Santo","11714","2004","04","07",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul","Fazenda Pedra Branca.","-52.7633333","-19.2644444",NA,"Papilionoideae. Flor ausente. Parte úmida. Habitat: Vegetação secundária de cerradão, em pastagem de Brachiaria. Solo arenoso. Relevo planície. Habito: Subarbusto. Ocasional. 1,80 m de altura.","CGMS1042762",NA,"420","420","-52,7633333","-19,2644444","2006","06",NA,"08",NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:30:29-03","UNICAMP","UEC","173418","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) A.DC.","Lima, LCP","Lima, LCP; Pott, A; Pott, VJR","425","2008","09","24",NA,"Brazil","Mato Grosso do Sul","Nioaque","BR-419, Córrego Formiga, 7km do entroncamento p/ Nioaque.","-55.8","-21.833333",NA,"Arbusto 3m alt.; Fruto castanho claro.","UEC084031","UEC084031",NA,NA,"-55.8","-21.833333","2008","09",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-02-18 09:34:17-03","UNICAMP","UEC","103095","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) A.DC.",NA,"Queiroz, RT; Faria, SM; Lima, LCP; Boelin, CG","1374","2009","01","19",NA,"Brazil","Mato Grosso","Vila Bela Da Sant. Trindade","Estrada entre Pontes do Lacerda e Vila Bela S.T km","-59","-15",NA,"Subarbusrto com 1,5m, borda de brejo, flores rosa, frutos verdes.",NA,NA,"248","248","-59","-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:30:29-03","UNICAMP","UEC","173413","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) A.DC.","Lima, LCP","Lima, LCP; Ceolin, GB; Teixeira, R; Faria, SA","521","2009","01","19",NA,"Brazil","Mato Grosso",NA,"BR-174, km 30, ca. 50km S de Vila Bela da Santíssima Trindade.","-59.538333","-15.165833",NA,"Arbusto 1,5-2,5m alt. Corola lilás. Fruto castanho. DNA.","UEC084024","UEC084024",NA,NA,"-59.538333","-15.165833","2009","01",NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:30:29-03","UNICAMP","UEC","173468","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) A.DC.","Lima, LCP","Lima, LCP; Carniello, MA","606","2009","04","18",NA,"Brazil","Mato Grosso","Pontes e Lacerda","MT- 174, km 181, sentido Pontes e Lacerda a Cáceres.","-59.402778","-15.493611",NA,"Arbustos ca. 1,5-3m altura. Flor com corola lilás. Fruto Ausente. DNA.; Borda de Buritizal. alt. 424m","UEC084156","UEC084156",NA,NA,"-59.402778","-15.493611","2009","04",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:30:29-03","UNICAMP","UEC","202994","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) A.DC.","Tozzi, AMGA","Macedo, A","1694","1942","02","18",NA,"Brazil","Minas Gerais","Ituiutaba","Beira do varzão, Ituiutaba, Minas Gerais, Brasil.","-49.780556","-19.624722",NA,"Arbusto de 2m d beira do brejo, flores roxo-azuladas pendentes.; Beira do brejo.","UEC161784","UEC161784",NA,NA,"-49.780556","-19.624722","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-25 09:27:02-03","UNICAMP","UEC","8218","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","cajanifolium","Desmodium cajanifolium","(Kunth) A.DC.","Lima, LCP","Heringer, EP; Paula, JE; Mendonça, RB; Heringer-Salles, AE","905","1979","01","29",NA,"Brazil","Mato Grosso do Sul","Três Lagoas","Estrada para Três Lagoas.","-51.783333","-20.916667",NA,"Subarbusto com caule piloso, folhas membranaceas, flores com pétalas externas alvas e internamente variando entre roxo, lilás e azul em flores diferentes.","UEC030886","UEC030886",NA,NA,"-51.783333","-20.916667","2009","05",NA,NA,NA,NA,NA,NA,NA,NA
