"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","582293","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","V. R. Smith; S. F.","J. P. Lanna Sobrinho","1020","1965","08","10","South America","Brazil","Espírito Santo","Regu. Biológ. Sooretama","-40.10894","-18.996963","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582293","NY00582293_01","Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","582285","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott",NA,"A. F. M. Glaziou","1030",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582285","NY00582285_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","582302","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","J. G. Kuhlmann","F. Gomes da Silva","81555","1940","03","17","South America","Brazil","Distrito Federal","Camino da Lagoinha, Horto Florestal do D. Federal","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582302","NY00582302_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","582297","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","L. P. de Queiroz","L. P. de Queiroz","3394","1993","07","23","South America","Brazil","Bahia","Ca. 3 km N de Agua de Rega na estrada para Souto Soares, localmente conhecido como ladeira do Véio Dedé","-41.7714","-12.1494","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582297","NY00582297_01","Iraquara","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","582300","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott",NA,"M. Nüscheler","10","1984","03","15","South America","Brazil","Bahia","Itararé","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365995' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582300","NY00582300_01","Ilhéus","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","582280","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott",NA,"M. Kawall","297","1993","02","08","South America","Brazil","Rio de Janeiro",NA,"-42.3681","-21.9811","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582280","NY00582280_01","Cantagalo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","582296","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","L. P. de Queiroz","L. P. de Queiroz","3367","1993","06","22","South America","Brazil","Bahia","Ca. 3 km S de Lagoa do Chure na estrada para Seabra (Seabra-Lagoa Boa vista)","-41.7697","-12.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582296","NY00582296_01","Seabra","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","582282","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","M. T. K. Arroyo","R. P. Belém","3288","1967","02","08","South America","Brazil","Bahia","2-4 Km a W de Sta. Cruz de Cabrália, pela estrada antiga. Folha SE-24 (16-39c).","-39.0440986","-16.2986237","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582282","NY00582282_01","Santa Cruz Cabrália",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","582298","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","H. C. de Lima","B. D. Sucre","8300","1972","01","30","South America","Brazil","Espírito Santo","Reserva de Linhares - DOCEMADE","-39.961174","-19.138199","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582298","NY00582298_01","Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00980037","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","R. S. Cowan","G. M. Magalhaes","18919","1963","03","18","South America","Brazil","Minas Gerais","Serra Azul, Casa da Telha",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980037","NY00980037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","582292","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","A. D. de Andrade-Lima","J. P. Lanna Sobrinho","790","1965","03","23","South America","Brazil","Rio de Janeiro","Guanabara, Tijuca, Estr. da Vista Chinesa, Km 1","-43.277408","-22.971951","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582292","NY00582292_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","582299","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","R. C. Barneby","A. M. Amorim","2104","1997","11","07","South America","Brazil","Bahia","Estrada Itacaré/Serra Grande, a partir de 6 km da sede do município","-38.9967","-14.2778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582299","NY00582299_01","Itacaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1018120","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott",NA,"H. C. de Lima","6164","2004","03","26","South America","Brazil","Rio de Janeiro","Estrada para São Vicente de Paula, RJ-136, ca. de 2 km antes de S. V. de Paula.","-42.3431","-22.8731","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248748' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018120","NY01018120_01","Araruama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","582294","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","A. D. de Andrade-Lima; V. R. Smith; S. F. Smith","J. P. Lanna Sobrinho","899","1965","08","10","South America","Brazil","Rio de Janeiro","Guanabara, Estrada de Vista Chinesa, Km 1","-43.277408","-22.971951","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582294","NY00582294_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","582288","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","R. S. Cowan","G. M. Magalhaes","39273","1965","04","28","South America","Brazil","Bahia","Camaca, para Porto Seguro, 20 km mais ou menos P. Seguro","-39.49","-15.41","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582288","NY00582288_01","Camacan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","582289","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","M. T. K. Arroyo","R. P. Belém","3629","1968","05","24","South America","Brazil","Bahia","Margim do Rio Pardo, Mata Cipó","-40.9092","-15.5317","sheet","coleçao de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582289","NY00582289_01","Encruzilhada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","582291","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","R. C. Barneby","S. A. Mori","10051","1978","04","27","South America","Brazil","Bahia","13 a 22 km ao S de Maracás, pela antiga rod. para Jequié. folha SD-24 (14-40a)","-40.4306","-13.4411","sheet","Flores em alcool <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582291","NY00582291_01","Maracás","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00980011","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","H. S. Irwin","G. M. Magalhaes","18919","1963","03","18","South America","Brazil","Minas Gerais","Serra Azul, Casa da Telha",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00980011","NY00980011_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00979911","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","R. S. Cowan","G. G. Hatschbach","31614","1973","02","15","South America","Brazil","Minas Gerais","Rio Conceição","-43.4247","-19.0372","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979911","NY00979911_01","Conceição do Mato Dentro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","582284","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","M. T. K. Arroyo","R. P. Belém","858","1965","04","17","South America","Brazil","Bahia","31 km W de Pôrto Seguro","-39.0644","-16.4497","sheet","coleçao de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582284","NY00582284_01","Porto Seguro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02714006","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott",NA,"S. J. da Silva Neto","1346","1999","11","18","South America","Brazil","Rio de Janeiro","Trilha ao redor bda barragem, lado direito, interior de mata. Reserva da Petrobras","-43.266667","-22.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005669' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714006","NY02714006_01","Duque de Caxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","582295","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","R. C. Barneby","A. M. Amorim","1356","1993","09","14","South America","Brazil","Bahia","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582295",NA,"Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4621","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Recordoxylon","irwinii","Recordoxylon irwinii","R.S.Cowan",NA,"H. S. Irwin","31179","1971","02","27","South America","Brazil","Bahia","Serra da Agua de Rega: ca 8 km N of Seabra, road to Agua de Rega.","-41.7703","-12.4186","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=301123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00004621","NY00004621_01","Seabra","1000","1000","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-01-28 13:11:15-03","MCN-PUC-MINAS","HPUC-MG","CARP316","S","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna",NA,NA,"M.F.V.Starling; Scheneider, F",NA,NA,NA,NA,NA,"Brasil","Mians Gerais","Mata PUC - Minas","-43.991944","-19.920833",NA,"Tipo de Fruto: Criptolomento",NA,NA,"Belo Horizonte","917","917",NA,"43º59'31''W","19º55'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-01-28 13:11:14-03","MCN-PUC-MINAS","HPUC-MG","CARP259","S","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna",NA,"M.F.V.Starling","M.F.V.Starling",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Mata PUC - Minas","-43.991944","-19.420833",NA,"Tipo de Fruto: Legume criptolomento",NA,NA,"Belo Horizonte","917","917",NA,"43°59'31''W","19°25'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-01-28 13:11:14-03","MCN-PUC-MINAS","HPUC-MG","ANG5107","S","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna",NA,NA,"JLPR","(143) 036",NA,NA,NA,NA,"Brasil","Minas Gerais","Barro Preto","-43.1124992370605","-19.4493999481201",NA,"Madeira usada para construção. Planta não espinhosa, não latescente, não urticante",NA,NA,"Santa Maria de Itabira",NA,NA,NA,NA,NA,"22502","auto",NA,NA,NA,NA,NA,NA,NA
"37","2019-03-20 11:47:12-03","MCN-PUC-MINAS","HPUC-MG","ANG2419","S","Plantae",NA,NA,"Fabaceae","Melanoxylon","cf. brauna","Melanoxylon cf. brauna",NA,NA,"M.F.V. Starling & B. Azevedo",NA,"2012","04","25",NA,"Brasil","Minas Gerais","Mata da PUC Minas","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Belo Horizonte",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:30:35-03","UFRJ","RFA","31783","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","S.J. Silva Neto","Vânia Alves Garcia",NA,"1998","12",NA,NA,"Brasil","Rio de Janeiro","Levy Gasparian, fazenda Amazonas, Mata Boa Vista","-43.191667","-22.041667",NA,NA,"RFA43466",NA,"Rio de Janeiro",NA,NA,NA,"43º11'30''W","22º2'30''S",NA,NA,"2000",NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:30:35-03","UFRJ","RFA","16047","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott",NA,"P. Occhioni","7102","1975","03","15",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, margem do rio Campo Belo","-44.5633010864258","-22.4960994720459",NA,"Árvore de 15 m de altura, flor amarela-ouro muito ornamental","RFA13792",NA,"Itatiaia",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:30:35-03","UFRJ","RFA","4829","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott",NA,"P. Occhioni","979","1947","03","21",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, Ponte Grande","-44.5633010864258","-22.4960994720459",NA,"Árvore grande; flor amarelo-ouro com amostra de madeira","RFA43467",NA,"Itatiaia",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-11-13 09:19:50-03","UFRJ","RFA","26314","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","L. F. G. da Silva & H. C. de Lima","F. B. Pereira","out-59","2000","12","19",NA,"Brasil","Rio de Janeiro","Município de Abre Campos. 1°Distrito - Fazenda Cachoeira","-43.2075004577637","-22.9027996063232",NA,"Árvore, 15m de altura, 56cm de DAP, folha verde, caule amarelo, raiz preta, flores em capítulos com papus secos, rara no local.","RFA39310",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,"57442","auto","2001","09","13",NA,NA,NA,NA
"42","2020-06-29 11:30:35-03","UFRJ","RFA","17362","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","Rizzini","F.B. Ramalho","194","1973","05","11",NA,"Brasil","Bahia",NA,"-41.1561012268066","-11.5500001907349",NA,"Árvore de +/- 8m de alt., flores amarelas ornamentais, perfume agradavel","RFA14480",NA,"Morro do Chapéu",NA,NA,NA,NA,NA,"98143","auto","1974","01","08",NA,NA,NA,NA
"43","2020-06-29 11:30:35-03","UFRJ","RFA","39578","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","H. P. Lima","Finotti R.; Caruzo J.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Fazenda Recanto","-42.795278","-22.499722",NA,"Arvore de 5 metros de altura e PAP de 17 cm.","RFA24568",NA,"Cachoeiras de Macacu","50","50",NA,"42º47'43''W","22º29'59''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:30:35-03","UFRJ","RFA","28008","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","E.A. Anjos","D.A. Folli","1603","1992","03","26",NA,"Brasil","Espírito Santo","Estrada do Flamengo, ant. X-1, Km 1,875, lado esquerdo.","-40.0722007751465","-19.3910999298096",NA,"Árvore em terreno Latossolo, +/- 23m de alt. e fuste de +/-13m, DAP 43cm, diâm. da copa +/- 5m. Com flor amarela e botão marrom. Fuste cilíndrico e casca escamosa","RFA19844",NA,"Linhares",NA,NA,NA,NA,NA,"48094","auto","1992","03","26",NA,NA,NA,NA
"45","2020-06-29 11:30:35-03","UFRJ","RFA","5132","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott",NA,"Mendes Magalhães","9946","1957","10","00",NA,"Brasil","São Paulo","Instituto de Agronômia","-47.060001373291","-22.8999996185303",NA,"Árvores esparsas, flor amarela , frequencia +++.","RFA25521",NA,"Campinas",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-24 17:10:42-03","UTFPR","DVPR","4162","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Melanoxylon","brauna","Melanoxylon brauna","Schott","Cordeiro, J; Barboza, E","Caxambu, MG; et al.","4054","2012","04","28",NA,"Brasil","São Paulo","Propriedade do Sr. Flávio.","-47.5054","-24.48015",NA,"arvoreta ca. 3m, heliófita. Flores alvas com interior amarelo. Cultivada.; Relevo: suave-ondulado. Vegetação: Floresta Ombrófila Densa Submontana.","DVPR004162",NA,"Pariquera Açu","36","36",NA,"-47.5054","-24.48015",NA,NA,"2012",NA,NA,NA,NA,NA,NA
