"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","540967","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","H. N. Moldenke","E. Pereira","9843","1965","02","26","South America","Brazil","Espírito Santo","Entre Santa Tereza e Itarana",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540967","NY00540967_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","540956","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","H. N. Moldenke","R. S. Pinheiro","2335","1973","11","28","South America","Brazil","Espírito Santo","Rod Linhares para Barro Novo","-40.0719","-19.3911","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540956","NY00540956_01","Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1146785","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","O. Kosovsky","W. W. Thomas","11515","1997","04","15","South America","Brazil","Bahia","11.1 km. W of Pau Brasil on road to Agua Vermelha, then 1.75 km. left (S) on road to Fazenda of Sr. Ney Ferreira de Melo.","-39.7003","-15.3808","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727850' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146785","NY01146785_01","Pau Brasil","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","540961","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","H. N. Moldenke","Passarelli","s.n.","1938","09",NA,"South America","Brazil","Rio de Janeiro","Caxias",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540961","NY00540961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","540965","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","H. N. Moldenke","S. A. Mori","14123","1981","05","26","South America","Brazil","Bahia","Road from Itanagra to Subaúma, 8 km W of Itanagra","-38.0147177","-12.1961899","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540965","NY00540965_01","Itanagra","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","540955","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","H. N. Moldenke","G. G. Hatschbach","41829","1979","01","04","South America","Brazil","Paraná","Manduira","-48.800146","-25.465922","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540955","NY00540955_01","Antonina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","719837","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.",NA,"G. Pelissari","120","2008","06","19","South America","Brazil","São Paulo","Subprefeitura de Paranapiacaba e Parque Andreense, Rua Araçaúva","-46.344314","-23.758253","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2520710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00719837","NY00719837_01","Santo André",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1019407","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","A. Quinet","H. C. de Lima","4607","1993","01","16","South America","Brazil","Rio de Janeiro","Reserva Biológica de Poço das Antas. Trilha do Morro do Calcario, ponto 950. P0270.","-42.3917","-22.6508","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282199' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019407","NY01019407_01","Silva Jardim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","540958","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","H. N. Moldenke","Martii Herbar. Florae Brasil.","1039",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540958","NY00540958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","540959","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","P. K. H. Dusén","P. K. H. Dusén","8405","1909","05","10","South America","Brazil","Paraná","Alexandra","-48.631716","-25.548936","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540959","NY00540959_01","Paranaguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","885222","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","J. G. Jardim","M. M. M. Lopes","1014","2006","08","06","South America","Brazil","Bahia","RPPN Caminho das Pedras, em trilha de acesso ao Peito-de-Moça. Coletas efetuadas na trilha após a residência do Sr. Mormaço.","-39.3417","-15.1736","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885222","NY00885222_01","Arataca","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","540957","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.",NA,"S. de V. A. Pessôa","434","1988","12","08","South America","Brazil","Rio de Janeiro","Reserva Ecológica Municipal de Macaé de Cima, Estrada p/ Sitio Sophronites","-42.05","-22","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00540957","NY00540957_01","Nova Friburgo","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:30:53-03","UFRJ","RFA","12474","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.",NA,"E. Pereira","9843","1965","02","26",NA,"Brasil","Espírito Santo","Entre Santa Teresa e Itarana",NA,NA,NA,"Arbusto de 1 m, flores alvas","RFA50462",NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-19 15:45:13-03","UNEB","HUNEB","637","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Verbenaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell",NA,"Jesus, N.G.","534","1998","05","30",NA,"Brasil","Bahia","RPPN Fazenda Lontra/Saudade.","-40.215556","-12.915278",NA,"Floresta subperenifolia.","HUNEB0000637",NA,"Entre Rios","120","150","Dicotyledoneae","40W12'56''","12S54'55''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:17:47-03","UFBA","ALCB","021737","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","França, F","Mattos Silva, LA; Santos, EB dos; Brito, HS","2704","1989","04","19","Southern America","Brasil","Bahia","Ramal com entrada no km 4, da rodovia Itacaré/Ubaitaba (BA 654), lado esquerdo.","-38.983333","-14.266667",NA,"Frutos imaturos de cor verde.; Solo sílico-argiloso.",NA,NA,"Itacaré","80","80",NA,"-38.983333","-14.266667","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 21:32:23-03","UFBA","ALCB","03566","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","França, F","Torrend, Padre CSJ","s/n",NA,NA,NA,"Southern America","Brasil","Bahia","Litoral Norte","-38.283333","-12.516667",NA,"Frutas alaranjadas.",NA,NA,"Mata de São João",NA,NA,NA,"-38.283333","-12.516667","2007","10",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:17:47-03","UFBA","ALCB","037692","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","França, F","Fonseca, MR; Jesus, NG de; Guedes, ML","PL 0534","1998","05","31","Southern America","Brasil","Bahia","RPPN Lontra/Saudade.","-38.083333","-11.933333",NA,"Lenhosa: folhas membranáceas, discolores, ovaladas. Frutos maduros vermelhos.",NA,NA,"Entre Rios",NA,NA,NA,"-38.083333","-11.933333","2007","10",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:17:47-03","UFBA","ALCB","85389","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","Guedes, ML","Ramos, C.H.A.; Guedes, ML; Alves, L. de J.","139","2008","03","22","Southern America","Brasil","Bahia","Litoral Sul, Mata do Laterítico","-39.731944","-14.176389",NA,"de ca 3 m de altura. Folhas cartáceas, discolores. Inflorescência axilar com flores passadas, brácteas foláceas verdes. Frutos verdes. Ocasional.",NA,NA,"Itagibá",NA,NA,NA,"-39.731944","-14.176389","2008","12",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:17:47-03","UFBA","ALCB","53682","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","França, F","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","234","2001","04","13","Southern America","Brasil","Bahia","Paraguaçu, Assentamento Baixão. µrea de lote","-40.9724998474121","-12.9863996505737",NA,"3,0m. Folhas quando jovens vilosas, discolores. Frutos imaturos, com cálice acrescente.",NA,NA,"Itaête",NA,NA,NA,NA,NA,"2007","10","36442","auto",NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:32:06-03","NBC","NL-BOTANY","WAG.1719050","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.",NA,"Hatschbach GG",NA,"1979","01","04","Southern America","Brazil",NA,"Manduira (mun. Antonina) Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1719050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1719050","NL-WAG1719050",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:32:06-03","NBC","NL-BOTANY","WAG.1719051","PreservedSpecimen","Plantae",NA,"Lamiales","Labiatae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.",NA,"Hatschbach GG; Barbosa E",NA,"1993","11","20","Southern America","Brazil",NA,"Morro do Registro (mun. Antonina) Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1719051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1719051","NL-WAG1719051",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:11:31-03","ESALQ","ESA","16082","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","França, F.","Hatschbach, G. ; Barbosa, E.","59767.0","1993","11","20",NA,"Brasil","Paraná",NA,"-48.7118988037109","-25.4286003112793",NA,NA,"ESA016082","ESA016082","Antonina",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:11:31-03","ESALQ","ESA","69683","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","Hatschbach, G.","Cordeiro, J.","1755.0","2000","01","18",NA,"Brasil","Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,"ESA069683","ESA069683","Pontal do Paraná",NA,NA,NA,NA,NA,"2000","01","19508","auto","01",NA,NA,NA,NA,NA
"34","2020-11-04 11:11:31-03","ESALQ","ESA","94392","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis",NA,"Lorenzi, H.","Souza, V.C.; Lorenzi, H.; Jardim, J.G.","30706.0","2005","06","30",NA,"Brasil","Bahia","Cerca de 30 km S de Ilhéus. Estrada entre a Praia dos Lençóis e Vila Brasil. Transição restinga - floresta ombrófila.","-39.0494003295898","-14.7889003753662",NA,"Liana; frutos laranja.","ESA094392",NA,"Ilhéus","50","50",NA,"-39,022,778","-15,075,833",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:31:16-03","MN","R","11193","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","França, F.","Glaziou, A.F.M.","3067","1868","11","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"Plantas do Brasil Central","R000011193","R000011193_001",NA,NA,NA,NA,NA,NA,"2005","06",NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-07-02 14:02:24-03","JBP","HPL","8173","S","Plantae",NA,NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis",NA,"H. Lorenzi","V.C. Souza, H. Lorenzi et al.","30706","2005","06","30",NA,"Brasil","BA","Coletado ca. 30km S de Ilhéus (estrada entre a Praia dos Lençóis e Vila Brasil); em área de transição entre restinga e floresta ombrófila. S 15° 04' 33; W 39° 01' 22 (50m.s.m.)","-39.0494","-14.7889",NA,NA,NA,NA,"Ilhéus",NA,NA,NA,NA,NA,"2005","06","61245","auto","30",NA,NA,NA,NA,NA
"37","2019-02-15 11:40:32-02","IPA","IPA","87501","S","Plantae","Plantae",NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","França, F.","Garcia G., J.D.; Oliveira, M.I. de; Carvalho, M.L.; Oliveira, M.I. de; Carvalho, M.L.","1471","2010","03","19","Southern America","Brasil","Pernambuco","Mata de Piedade","-35.000278","-7.841111",NA,"liana crescendo dentro do fragmento perto de um riacho permanente. Inflorescências secas. Casca interna clara oxidando rapidamente.; Mata Atlântica Semidecidual.","IPA0087501",NA,"Igarassu","75","75",NA,"-35.000278","-7.841111","2010","08",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:40:32-02","IPA","IPA","21333","S","Plantae","Plantae",NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","França, F.","Andrade-Lima","70-6036","1970","10","10","Southern America","Brasil","Pernambuco","Fazenda Harmonia, Mata.","-35.5647010803223","-8.20110988616943",NA,"Arbusto 30; fruto novo.","IPA0021333",NA,"Gravatá",NA,NA,NA,NA,NA,"2004",NA,"19146","auto",NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:19:40-03","UFV","VIC","002572","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vellozo",NA,"Kulhmann","s.n.","1935","01","19",NA,"Brasil","Minas Gerais","Octávio Pacheco","-42.8819007873535","-20.7539005279541",NA,NA,"VIC002572","VIC002572","Viçosa",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:42:39-03","UNICAMP","UEC","15362","S","Plantae","Magnoliopsida",NA,"Verbenaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","Hatschbach, G","Hatschbach, G","41829","1979","01","04",NA,"Brazil","Paraná","Manduira.","-48.7118988037109","-25.4286003112793",NA,"Trepadeira lenhosa. Flor Creme. Mata pluvial. Floresce no alto das árvores.","UEC045605","UEC045605","Antonina",NA,NA,NA,NA,NA,"1979",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-13 12:29:28-03","UFRPE","PEUFR","53686","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Aegiphila","cf. fluminensis","Aegiphila cf. fluminensis","Vell.","J.S.Santos","V.Demuner; T.Cruz; R.R. Vervloet; Elias Bausen","3864","2007","04","26",NA,"Brasil","Espírito Santo","Pedra da Santa Luzia, Proprietário Firmino Sottele","-40.461944","-19.281667",NA,"Arbusto/Escandente 3m; Frutos maduros amarelos; Subida do afloramento rochoso.","PEUFR053686",NA,"Governador Lindemberg","350","650",NA,"40°27'43''W","19°16'54''S","2011","11",NA,NA,"21",NA,NA,NA,NA,NA
"42","2020-11-13 12:29:28-03","UFRPE","PEUFR","54350","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Aegiphila","cf. fluminensis","Aegiphila cf. fluminensis","Vell.","J.S. Santos","D.A. Folli","2715","1996","03","28",NA,"Brasil","Espirito Santo","Reserva Natural Vale; Macegaa nos fundos do cajueiro","-40.072222","-19.391111",NA,"Trepadeira herbácea; fruto maduro amarelo, imaturo verde; seiva incolor","PEUFR054350",NA,"Linhares",NA,NA,NA,"40º04'20W","19º23'28S","2011","11",NA,NA,"16",NA,NA,NA,NA,NA
"43","2019-11-19 14:07:23-03","UFRPE","PEUFR","53685","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","J.S.Santos","V. Demuner; E. Bausen; W. Pizziolo","1139","2000","06","14",NA,"Brasil","Espírito Santo","Valsugana Velha, Propriedade particular do Leomir","-40.600278","-19.935556",NA,"Arbusto 4m;Frutos imaturos de cor verde;Borda de mata;Ensoladaro.Coordenadas geográficas do municipio.","PEUFR053685",NA,"Santa Teresa",NA,NA,NA,"40°36'01''W","19°56'08''S","2011","11",NA,NA,"16",NA,NA,NA,NA,NA
"44","2020-11-13 12:29:28-03","UFRPE","PEUFR","54338","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","J.S. Santos","D.A. Folli","843","1989","01","09",NA,"Brasil","Bahia","Reserva Florestal de Porto Seguro; estrada Aceiro Fazenda Pedro Malacarne","-9.064722","-16.449722",NA,"Trepadeira lenhosa; flor e botão brancos; coordenadas geográficas do município.","PEUFR054338",NA,"Porto Seguro",NA,NA,NA,"09º03'53W","16º26'59S","2011","11",NA,NA,"16",NA,NA,NA,NA,NA
"45","2020-11-13 12:29:28-03","UFRPE","PEUFR","54352","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Aegiphila","fluminensis","Aegiphila fluminensis","Vell.","J.S. Santos","D.A. Folli","3566","2000","02","07",NA,"Brasil","Espirito Santo","Reserva Natural Vale; estrada Mussunga","-40.072222","-19.385556",NA,"Trepadeira de porte lenhoso; botão branco; flor branca; exudação incolor; coordenadas geográficas do município.","PEUFR054352",NA,"Linhares",NA,NA,NA,"40º04'20W","19º23'08S","2011","11",NA,NA,"16",NA,NA,NA,NA,NA
