"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem","sex"
"106","2021-03-01 16:37:01-03","UNICAMP","UEC","151254","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Barroso, GM","Torres, RB; et al.","217","1987","06","08",NA,"Brazil","São Paulo","Estação Ecológica de Angatuba","-48.585711","-23.710803",NA,NA,NA,"Árvore 5m. Beira da mata secundária. Frutos verdes jovens. Araçá; Mata Secundária","UEC110291","UEC110291","Angatuba",NA,"1998",NA,NA,NA,NA,"-48.585711","-23.710803",NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:37:01-03","UNICAMP","UEC","129298","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Sobral, M","Gomes, BZ","142","2002","08","28",NA,"Brazil","São Paulo","Horto Santa Fé 1","-48.042222","-22.265",NA,NA,NA,"Altura 5,5m; Transição cerradãomata ciliar","UEC110276","UEC110276","Brotas",NA,NA,NA,NA,NA,NA,"-48.042222","-22.265",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:37:01-03","UNICAMP","UEC","84328","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Arantes, A A","Leite, EC; Oliveira, A","374","1994","06","10",NA,"Brazil","São Paulo","Mata da Câmara","-47.1125","-23.523889",NA,NA,NA,"Frutos maduros vermelho-arroxeados, arvoreta; Mata mesófila semidecídua","UEC110273","UEC110273","São Roque",NA,"1997",NA,NA,NA,NA,"-47.1125","-23.523889",NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:37:01-03","UNICAMP","UEC","43097","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Torres, RB","Ratter, JA; et al.","4872","1983","11","16",NA,"Brazil","São Paulo","Instituto Federal de São Paulo. Floresta de Angatuba","-48.416667","-23.45",NA,NA,NA,"Shrub, 3,5mtall, 0,6 cm dbh.Flowers white; In dense, thicket cerradão with much razor grass","UEC110270","UEC110270","Angatuba",NA,"1989",NA,NA,NA,NA,"-48.416667","-23.45",NA,NA,NA,NA,NA,NA,NA
"110","2021-02-16 14:02:11-03","UNICAMP","UEC","138249","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum rufum","Mart. ex A.DC.",NA,"Costa, IR; Verola, CF; Gonçalves, APS","588","2005","06","26",NA,"Brazil","Minas Gerais","Fazenda Nova Suiça","-44.583333","-21.516667",NA,NA,NA,"sem duplicata",NA,NA,"Carrancas","rufum",NA,NA,NA,NA,NA,"-44.583333","-21.516667",NA,NA,NA,NA,NA,NA,NA
"111","2020-02-10 17:56:13-03","UNICAMP","UEC","96435","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Kawasaki, ML","Araújo, FS","928","1994","08","26",NA,"Brazil","Ceará","Jaburuna - Planal, Planalto da Ibiapaba","-40.9211006164551","-3.85443997383118",NA,NA,NA,"Arbusto.","UEC046140","UEC046140","Ubajara",NA,"1997","04",NA,"27385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-02-10 17:56:13-03","UNICAMP","UEC","120905","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Sobral, M","Meireles, LD","560","2001","09","19",NA,"Brazil","Minas Gerais","Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Árvore, 6m, frutos de verdes á arroxeados,nos fragmentos na subida para Monte verde","UEC038677","UEC038677","Camanducaia",NA,"2003",NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:37:01-03","UNICAMP","UEC","158676","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Yamamoto, LF","Yamamoto, LF","1665","2004","12","02",NA,"Brazil","Minas Gerais","Serra do Lopo","-46.3182983398438","-22.854700088501",NA,NA,NA,"Subarbusto. Fruto verde.; Campo de altitude.","UEC013712","UEC013712","Extrema",NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:37:01-03","UNICAMP","UEC","158678","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Yamamoto, LF","Yamamoto, LF","552","2002","08","22",NA,"Brazil","Minas Gerais","Serra do Lopo, Estrada da Serra do Lopo. Borda da estrada.","-46.3182983398438","-22.854700088501","1080","1080",NA,"3m.","UEC013714","UEC013714","Extrema",NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:37:01-03","UNICAMP","UEC","158677","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Yamamoto, LF","Yamamoto, LF","1516","2004","05","05",NA,"Brazil","Minas Gerais","Serra do Lopo, Trilha da sacerdotisa.","-46.3182983398438","-22.854700088501",NA,NA,NA,"Arvoreta, fruto verde.","UEC013711","UEC013711","Extrema",NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-02-10 17:56:13-03","UNICAMP","UEC","114659","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Mendonça Filho, CV","Mendonça Filho, CV; Neto, FCC","562","2000","08","16",NA,"Brazil","Minas Gerais","Fazenda Curral de Minas, Na mata após o cafezal. Mata mesófila.","-44.8272018432617","-20.6963996887207",NA,NA,NA,"Árvore 4,5-5m. Frutos.",NA,NA,"Oliveira",NA,NA,NA,NA,"38796","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-02-10 17:56:13-03","UNICAMP","UEC","138230","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum rufum","Mart. ex A.DC.","Proença, C","Costa, IR; Verola, CF","562","2004","10","28",NA,"Brazil","Minas Gerais","Serra de Ouro Branco, Penúltima entrada antes das antenas a direita, beira do rio, proximo à cachoeira. Campo com muitos individuos de Accara, Blepharocalyx e Myrsináceas","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,NA,"Ouro Branco","rufum","2009","01",NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-02-10 17:56:13-03","UNICAMP","UEC","138249","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum rufum","Mart. ex A.DC.","Proença, C","Costa, IR; Verola, CF","562","2004","10","28",NA,"Brazil","Minas Gerais","Serra de Ouro Branco, Penúltima entrada antes das antenas a direita, beira do rio, proximo à cachoeira. Campo com muitos individuos de Accara, Blepharocalyx e Myrsináceas","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,NA,"Ouro Branco","rufum","2009","01",NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:37:01-03","UNICAMP","UEC","59372","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.",NA,"Araújo, GM","592","1989","11","02",NA,"Brazil","Minas Gerais",NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,"Árvore 4,5m","UEC110266","UEC110266","Uberlandia",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-01 16:37:01-03","UNICAMP","UEC","52799","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Arantes, A A","Salis, SM","101","1989","10","05",NA,"Brazil","São Paulo","Fazenda Santa Elisa","-48.1199989318848","-22.2800006866455",NA,NA,NA,"Árvore com 5m e com botões florais.; Mata Ciliar","UEC110267","UEC110267","Brotas",NA,"1997",NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:37:01-03","UNICAMP","UEC","43384","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Arantes, A A","Taroda, N; et al.","18594","1996","04","30",NA,"Brazil","São Paulo","Distrito de Cabras.Mata próxima ao Observatório Capricórnio.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Arvoreta até 3m com frutos","UEC110269","UEC110269","Campinas",NA,"1997",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-02-10 17:56:13-03","UNICAMP","UEC","12292","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Torres, RB","Leitão Filho, HF; et al.","8416","1978","09","21",NA,"Brazil","São Paulo","Fazenda Santa Elisa","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC110271","UEC110271","Campinas",NA,"1989",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-02-10 17:56:13-03","UNICAMP","UEC","11682","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Torres, RB","Russo, MT","8436","1978","09","21",NA,"Brazil","São Paulo","Fazenda Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC110272","UEC110272","Campinas",NA,"1989",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:37:01-03","UNICAMP","UEC","35168","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Torres, RB","Toledo, DV","10690","1979","10",NA,NA,"Brazil","São Paulo","Horto Florestal","-46.9500007629395","-22.4300003051758",NA,NA,NA,"Arbusto 5m","UEC110274","UEC110274","Mogi Mirim",NA,"1989",NA,NA,"19575","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:37:01-03","UNICAMP","UEC","43694","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","A.DC.","Arantes, A A","Taroda, N; Yamamoto, K","18299","1986","01","29",NA,"Brazil","São Paulo","Observatório Capricórnio.","-46.7900009155273","-22.8799991607666",NA,NA,NA,"Arvoretaaté 5m,com frutos","UEC110268","UEC110268","Morungaba",NA,"1997",NA,NA,"11897","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:37:01-03","UNICAMP","UEC","151686","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","rufum","Psidium rufum widgrenianum","(O.Berg) Proença","Proença, CEB","Silva, JS; Silveira, MF; Galvão, JC","768","2009","07","07",NA,"Brazil","São Paulo","Serra da Canastra., Mata de galeria","-44.5699996948242","-22.6399993896484",NA,NA,NA,"Arbusto com 3 m de altura. Frutos imaturos verdes.","UEC112445","UEC112445","São José do Barreiro","widgrenianum","2019","02",NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-06 09:56:44-03","UFOP","OUPR","23876","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Kawasaki, M.L.","s.col.","s.n.","1903","12",NA,NA,"Brasil","São Paulo",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,"Arbor. Fl. albi. In sylvis.",NA,NA,"Campinas",NA,"1998",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-06 09:56:44-03","UFOP","OUPR","20248","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Messias, M.C.T.B.","Messias, M.C.T.B.","1093","2006","02","03",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Margens do Maynart.","-43.4160995483398","-20.377799987793",NA,NA,NA,"Árvore aprox. 3,5m. Em frutos verde- amarelados. Folhas aromáticas. Mata ripária.",NA,NA,"Mariana",NA,"2015","06","12","33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-06 09:56:44-03","UFOP","OUPR","17283","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Sobral, M.","Messias, M.C.T.B.","681","2002","11","20",NA,"Brasil","Minas Gerais","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto aprox. 3n. Flores amarelo-claras. Campo rupestre.",NA,NA,"Ouro Preto",NA,"2014",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-06 09:56:44-03","UFOP","OUPR","23877","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Kawasaki, M.L.","Magalhães-Gomes, C.T.","s.n.","1894","11","18",NA,"Brasil","Minas Gerais","In via Cachoeira.+","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Cor. alba. Frutex.",NA,NA,"Ouro Preto",NA,"1998",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-26 10:43:32-03","UDESC","LUSC","7891","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Mazine, F.F.","Lucas, E.J.; et al.","450","2006","11","17",NA,"Brasil","São Paulo","Estrada ente Campos Novos e a localidade de Sete Cabeças.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"LUSC008824","LUSC008824","Cunha",NA,"2007",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:03:40-03","FURB","FURB","2225","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","Sobral, M","Tameirão Neto, E.",NA,"1990","11","21",NA,"Brasil","Minas Gerais","Estação Ecológica UFMG.","-43.937801361084","-19.9207992553711",NA,NA,NA,"1ª estação de coleta. Folhas com cheiro de jambo. Habitat: Cerrado; Habito: arbórea; flor sem pétalas e estames","FURB02611","FURB02611","Belo Horizonte",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2014-10-14 15:57:02-03","BS","M","M-0032382","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Brasilia Provinc. Minarum. In alpestribus campis Minar.",NA,NA,NA,NA,NA,NA,"M0032382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","HOLOTYPE",NA,NA,NA,NA,NA
"134","2014-10-14 15:57:02-03","BS","M","M-0032383","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Brasilia Provinc. Minas Geraës.",NA,NA,NA,NA,NA,NA,"M0032383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","TYPE",NA,NA,NA,NA,NA
"135","2014-10-14 15:57:02-03","BS","M","M-0146862","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"Riedel, L.",NA,"1834","10","31",NA,"Brasil",NA,"Brasilia, inter Cuervellos et Jaguara.",NA,NA,NA,NA,NA,NA,"M0146862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE","21:00",NA,NA,NA,NA
"136","2020-04-27 16:10:51-03","UFES","VIES","27384","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","A.C. Tuler","Kollmann, L.J.C.; Bausen, E.","4416","2001","08","29",NA,"Brasil","Espírito Santo","Rio Saltinho.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES027384","VIES027384","Santa Teresa",NA,"2017","12","19","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-04-27 16:10:51-03","UFES","VIES","34066","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","A.C. Tuler","Zorzanelli, J.P.F.; Nascimento, E.F. & Vieira, C.R.","1141","2015","01","04",NA,"Brasil","Minas Gerais",NA,"-43.8067016601562","-19.8864002227783","774","774",NA,NA,"VIES034066","VIES034066","Sabará",NA,"2016","04","27","18805","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-12-19 16:36:59-03","UNESP-IBB","BOTUW","859","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","macrospermum","Psidium macrospermum","O. Berg.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,NA,NA,"BOTUW000859",NA,NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA
"139","2019-08-16 08:40:18-03","UTFPR","HCF","12980","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","J. Cordeiro","E.L. Siqueira","860","2013","10","18",NA,"Brasil","BA","Fazenda Santa Terezinha","-41.102611","-15.730833","856","856",NA,"arvoreta ca. 3 m, heliófita. Frutos imaturos verdes e maduros vermelhos.",NA,NA,"Encruzilhada",NA,"2014",NA,NA,NA,NA,"41°06'09,4 W","15°43'51 S",NA,NA,NA,NA,NA,NA,NA
"140","2019-08-16 08:40:18-03","UTFPR","HCF","21056","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.","J. Cordeiro","O.S. Ribas","8574","2012","03","30",NA,"Brasil","PR","Parque Estadual do Cerrado","-49.661667","-24.172222","860","860",NA,NA,NA,NA,"Jaguariaíva",NA,"2015",NA,NA,NA,NA,"49°39'42 W","24°10'20 S",NA,NA,NA,NA,NA,NA,NA
"141","2019-08-16 08:40:18-03","UTFPR","HCF","11751","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"Oliveira Filho","119","1983","06","26",NA,"Brasil","MT",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,"arvoreta 250 cm com flores brancas. Cerrado.",NA,NA,"Chapada dos Guimarães",NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-06-18 10:58:15-03","UFRRJ","RBR","45449","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"M.C. Souza; R.D. Ribeiro, C.H. Reif","516","2007","01","16",NA,"Brasil","Minas Gerais","Fazenda Nossa Senhora da Glória. Mata Ciliar, margem do Rio do Peixe.","-43.423889","-21.885556",NA,NA,NA,NA,"RBR00045449","RBR00045449","Belmiro Braga",NA,NA,NA,NA,NA,NA,"43º25'26''W","21º53'8''S",NA,NA,NA,NA,NA,NA,NA
"143","2020-06-18 10:58:15-03","UFRRJ","RBR","46787","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"M.C. Souza; J.F. Baumgratz, B.C. Bandeira, M. Nadruz","1103","2012","10","23",NA,"Brasil","Rio de Janeiro","Ribeirão Vermelho. Mata Próxima a barragem de Ribeirão Vermelho (CEDAE).","-41.934167","-21.934444","782","782",NA,NA,"RBR00046787","RBR00046787","Santa Maria Madalena",NA,NA,NA,NA,NA,NA,"41º56'3''W","21º56'4''S",NA,NA,NA,NA,NA,NA,NA
"144","2020-06-29 09:31:41-03","UFRRJ","RBR","36838","S","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","Mart. ex DC.",NA,"H. Monteiro","804","1934","01","29",NA,"Brasil","Minas Gerais","Jardim Botânico de Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"RBR00036838","RBR00036838 RBR00036838_1","Belo Horizonte",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-21 19:37:42-03","UFC","EAC","64093","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Sobral, M.","Tameirão Neto, E.; Campos, R.D.L.","5571","2014","01","24","Southern America","Brasil","Minas Gerais",NA,"-43.261944","-19.612778","1003","1003",NA,"Arbóreo, 5 m, flor creme.; Floresta estacional semidecidual, Mata do Borrachudo.","EAC0064093",NA,"Itabira",NA,"2015","05","18",NA,NA,"-43.261944","-19.612778",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-21 19:37:42-03","UFC","EAC","22664","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Kawasaki, L.","Araújo, F.S.","643","1994","04","22","Southern America","Brasil","Ceará","Jaburuna/Sul, Planalto da Ibiapaba.","-40.9211006164551","-3.85443997383118",NA,NA,NA,"Arbusto, 4m.; Carrasco.","EAC0022664",NA,"Ubajara",NA,"1997","10","31","27385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-21 19:37:42-03","UFC","EAC","22622","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Kawasaki, L.","Araújo, F.S.","928","1994","08","26","Southern America","Brasil","Ceará","Jaburuna/Sul, Planalto da Ibiapaba.","-40.9211006164551","-3.85443997383118","830","830",NA,"Arbusto.; Carrasco","EAC0022622",NA,"Ubajara",NA,"1996","10","31","27385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:37:41-03","MBM","MBM","131984","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","lagoense","Psidium lagoense","Kiaersk.","Pirani, J.R.","Pirani, J.R.; et al.; et al.","s.n.","1988","01","10","Southern America","Brazil","Minas Gerais","Rodovia Datas - Serro, morro do Coco","-43.6557998657227","-18.4456005096436",NA,NA,NA,NA,"MBM131984","MBM131984","Datas",NA,NA,NA,NA,"23532","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:37:42-03","MBM","MBM","108496","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","pilosum","Psidium pilosum","Vell.","Kawasaki, M.L.","Pirani, J.R.; et al.; et al.","9224","1983","11","14","Southern America","Brazil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM108496",NA,"Santana do Riacho",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:37:42-03","MBM","MBM","183216","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","pilosum","Psidium pilosum","Vell.","Kawasaki, M.L.","Barreto, K.D.; et al.; et al.","1455","1993","09","19","Southern America","Brazil","São Paulo","Rodovia Washington Luís",NA,NA,NA,NA,NA,NA,"MBM183216","MBM183216","Cobumbataí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:37:42-03","MBM","MBM","402485","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Cordeiro, J.","Ribas, O.S.","8574","2012","03","30","Southern America","Brazil","Paraná","Parque Estadual do Cerrado","-49.661667","-24.172222","860","860",NA,NA,"MBM402485","MBM402485","Jaguariaíva",NA,"2015",NA,NA,NA,NA,"-49.661667","-24.172222",NA,NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:37:42-03","MBM","MBM","424072","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Oliveira, I.J.G.","Roher, D.; Barcik, J.; Barcik, J.","566","2019","06","11","Southern America","Brazil","Paraná","UHE Tibagi Montante, Margem direita","-50.402139","-24.547472","718","718",NA,"Arbusto com 0,7 m de alt.; frutos verdes.; Ecótono entre Savana Gramíneo-lenhosa e Estepe Gramíneo-lenhosa.","MBM424072",NA,"Tibagi",NA,"2019","10","03",NA,NA,"-50.402139","-24.547472",NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:37:42-03","MBM","MBM","65267","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Landrum, L.R.; Kawasaki, M.L.","Irwin, H.S.; et al.; et al.","22204","1969","01","18","Southern America","Brazil","Minas Gerais","Serra do Espinhaço",NA,NA,NA,NA,NA,NA,"MBM065267","MBM065267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:37:42-03","MBM","MBM","199251","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Kawasaki, M.L.","Trameirão Neto, E.","274","1990","11","21","Southern America","Brazil","Minas Gerais","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"MBM199251","MBM199251","Belo Horizonte",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:37:42-03","MBM","MBM","299280","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Kawasaki, M.L.","Trameirão Neto, E.","2346","1997","03","20","Southern America","Brazil","Minas Gerais","Nova Ponte","-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"MBM299280","MBM299280","Nova Ponte",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:37:42-03","MBM","MBM","222071","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Kawasaki, M.L.","Kawasaki, M.L.; et al.; et al.","1065","1998","03","19","Southern America","Brazil","Minas Gerais","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"MBM222071","MBM222071","Ouro Preto",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:37:42-03","MBM","MBM","218037","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Kawasaki, M.L.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67410","1997","11","22","Southern America","Brazil","Minas Gerais","Rodovia Serra Azul de Minas para Rio Vermelho, Rod. BR-259","-43.1699981689453","-18.3619003295898",NA,NA,NA,NA,"MBM218037","MBM218037","Serra Azul de Minas",NA,NA,NA,NA,"17198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:37:42-03","MBM","MBM","54530","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","rufum","Psidium rufum","DC.","Landrum; Kawasaki","Hatschbach, G.","15252","1966","11","23","Southern America","Brazil","Paraná","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Arvoreta flor alva, da mata","MBM054530","MBM054530","Campina Grande do Sul",NA,"1995",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
