"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","individualCount","typeStatus","relatedCatalogItem"
"45","2015-07-02 14:00:35-03","JBP","HPL","6851","S","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx",NA,"H. Lorenzi","V.C. Souza & H. Lorenzi et al.","29891",NA,"Brasil","BA","Salvador","Coletado na Restinga do Abaeté, entre dunas litorâneas com arbustos esparsos. S 12° 56' 28; W 38° 20' 37 - 10 m.s.m.","-38.5108","-12.9711",NA,NA,NA,NA,"2004","04","13",NA,NA,"2004","04","13",NA,NA,"26018","auto",NA,NA,NA,NA
"46","2015-07-02 14:00:35-03","JBP","HPL","11209","S","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx",NA,"H. Lorenzi","H. Lorenzi","6602",NA,"Brasil","BA","Mata de São João","Coletada na Costa do Sauípe; em área de Restinga.","-38.2992","-12.5303",NA,NA,NA,NA,"2009","02","06",NA,NA,"2009","02","06",NA,NA,"47329","auto",NA,NA,NA,NA
"47","2019-02-15 11:33:21-02","IPA","IPA","54942","S","Plantae","Plantae",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","M. Moraes","Noblick, L.R.","Noblick, L.R.; Evans, D.; Evans, D.","4993","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã, lagoa de urubu.","-38.516667","-12.983333",NA,"Solitary palm with subterranean trunk 4-6. Leaves in crown, spirally arranged and spreading. A true leaf petiole 20+ cm long and a fibrous leaf sheath, adaxially triangular rounded or flat and abaxially rounded. Leaf rachis 96cm long.","IPA0054942",NA,"1994","09","25","10","10","1994",NA,NA,"-38.516667","-12.983333",NA,NA,NA,NA,NA,NA
"48","2019-11-27 13:46:07-03","UFS","ASE","14952","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","M.Moraes","Lyra-Lemos, RP","Lima, JS","173","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Povoado Ladeira","-37.310278","-10.998333",NA,"Árbora, com látex amarelado-laranja. Caule utilizado na construção civil.; Árbora, com látex amarelado-laranja. Caule utilizado na construção civil.; Borda de mata.","ASE0022334",NA,"2009","04","07",NA,NA,"2018",NA,NA,"-37.310278","-10.998333",NA,NA,NA,NA,NA,NA
"49","2019-11-27 13:46:07-03","UFS","ASE","15983","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","M.Moraes","Lyra-Lemos, RP","Souza, CAS; Melo, DS; Menezes, IRN; Pereira, TC; Conceição, GG","31","Southern America","Brasil","Sergipe","Estância","APA Sul, Margens da Lagoa Azul.","-37.438056","-11.268611",NA,"Frutos imaturos verdes.; Frutos imaturos verdes.; Restinga.","ASE0022509",NA,"2010","03","09",NA,NA,"2018",NA,NA,"-37.438056","-11.268611",NA,NA,NA,NA,NA,NA
"50","2019-11-27 13:46:07-03","UFS","ASE","21685","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","M.Moraes",NA,"Prata, AP; Carregosa, T; Santos, LAS; Santos E.","2805","Southern America","Brasil","Sergipe","Indiaroba","Povoado Convento","-37.511389","-11.519444",NA,"Arbusto, frutos imaturos verdes.; Arbusto, frutos imaturos verdes.; Restinga","ASE0028040","ASE0028040","2011","08","16",NA,NA,NA,NA,NA,"-37.511389","-11.519444",NA,NA,NA,NA,NA,NA
"51","2019-11-27 13:46:07-03","UFS","ASE","22872","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","M.Moraes","Nascimento - Júnior, JE","Nascimento - Júnior, JE; Melo, D; Santos, LAS; Souza, CAS","1044","Southern America","Brasil","Sergipe","Santo Amaro das Brotas","próximo ao rio Pomonga","-37.054167","-10.789167",NA,"Frutos imaturos de cor verde.; Frutos imaturos de cor verde.; Restinga arbustiva.","ASE0028530","ASE0028530","2011","06","18",NA,NA,"2011","12","10","-37.054167","-10.789167",NA,NA,NA,NA,NA,NA
"52","2019-11-27 13:46:07-03","UFS","ASE","6631","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","M.Moraes","Lyra-Lemos, RP","Landim, M; Barreto; A.C.","880","Southern America","Brasil","Sergipe","Areia Branca","Serra de Itabaiana","-37.315","-10.758056",NA,". Palmeira acaule. Frutos imaturos verdes.; . Palmeira acaule. Frutos imaturos verdes.; Restinga","ASE0017009",NA,"1996","03","11",NA,NA,"2018",NA,NA,"-37.315","-10.758056",NA,NA,NA,NA,NA,NA
"53","2019-11-27 13:46:07-03","UFS","ASE","8026","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","M.Moraes","Viana, G","Almeida, C","12","Southern America","Brasil","Sergipe","Itabaiana","a 1 Km do Posto do Ibama.","-37.148333","-10.688611",NA,". 1. m. Palmeira sem caule entouceirada. Inflorescência branca protegida por espata .; . 1. m. Palmeira sem caule entouceirada. Inflorescência branca protegida por espata .; Areias brancas tipo restinga","ASE0017918",NA,"2004","08","24",NA,NA,"2004","09",NA,"-37.148333","-10.688611",NA,NA,NA,NA,NA,NA
"54","2019-11-27 13:46:07-03","UFS","ASE","38704","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","M.Moraes","Silva, FO","Silva, FO; Fabricante, JR","32","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Povoado Goroba, Parque Nacional Serra de Itabaiana, Ambiente aberto com alta incidência solar com árvores de pequeno porte, vegetação arenícola, solo arenoso, ambiente conservado.","-37.2204","-10.4939",NA,"Arbórea. Aprox. 1,20 m de altura. Infrutescência em forma de espiga marrom com frutos verdes e bráctea paliacea. Folha grande com folíolos aciculados em disposição alterna e opostas. Heliofita.; Mata Atlântica.","ASE0040084",NA,"2017","02","06",NA,NA,"2017","02","20","-37.2204","-10.4939",NA,NA,NA,NA,NA,NA
"55","2019-08-20 09:59:05-03","UNICAMP","UEC","17405","S","Plantae","Liliopsida",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Davis, PH","61032",NA,"Brazil","Bahia","Salvador","Itapoã Lagoa do Abieté, E. of Salvador. White dunes in restinga (sclerophyllous) scrub.","-38.510799407959","-12.9710998535156",NA,"Sessible palm, greyish, c. 2 ft. tall. Infl. simple.","UEC001382","UEC001382","1976","09","23",NA,NA,"1993",NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA
"56","2020-12-21 16:13:31-03","MBM","MBM","400693","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Guedes, M.L.","Guedes, M.L.","17643","Southern America","Brazil","Bahia","Barra da Estiva","Chapada Diamantina, Morro do Ouro","-41.3","-13.583333",NA,"Acaule, cespitosa, subterrânea; folhas com folíolos de cor verde-escuro, coriáceas; inflorescência de cor amarelada; frutos jovens.; Campo rupestre.","MBM400693","MBM400693","2010","09","25",NA,NA,"2010","11",NA,"-41.3","-13.583333",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:13:31-03","MBM","MBM","179983","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, L.R.","Hatschbach, G.; Hatschbach, M.; Motta, J.T.; Hatschbach, M.; Motta, J.T.","63215","Southern America","Brazil","Bahia","Jandaíra","Ca. 3km da rodovia para Abadia","-37.7844009399414","-11.5642004013062",NA,NA,"MBM179983","MBM179983","1995","08","20",NA,NA,NA,NA,NA,NA,NA,"49056","auto",NA,NA,NA,NA
"58","2021-02-04 10:26:24-03","UFRPE","HST","13563","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","A.M.Miranda","A.M.Miranda; et al.","5359",NA,"Brasil","Bahia","Mata de São João","Praia do Forte","-38.2991981506348","-12.5303001403809",NA,"Acaule; frutos verdes. Frequente.","HST013563",NA,"2006","01","23",NA,NA,"2006","01",NA,NA,NA,"47329","auto",NA,NA,NA,NA
"59","2019-08-02 10:21:06-03","CPATSA","HTSA","5162","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","M. Moraes",NA,"Guedes, M.L.","19334",NA,"Brasil","Bahia",NA,"Extremo Sul. Belmonte.",NA,NA,NA,"Acaule. Folhas pinatissereadas. Pinas cartáceas, discolores. Inflorescência com espata...; Restinga da Barra do Peso.",NA,NA,"2012","02","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","3646936","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","M. Moraes",NA,"L. R. Noblick & I. Britto","4473","South America - Neotropics","Brazil","Bahia","Salvador","Dunas de Itapua, Lagoa de Urubu.","-38.35","-12.93",NA,NA,"US01104014","US01104014_01","1985","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"61","2020-10-15 09:53:48-03","UFPR","EFC","15409","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Souza, I.","Souza, I.",NA,NA,"Brasil","Paraná","Ponta Grossa","P.E. de Vila Velha","-50.0212","-25.2463",NA,"Estepe gramíneo-lenhosa","EFC015409",NA,"2016","12","09","800","800","2017","02","14","-50.0212","-25.2463",NA,NA,NA,NA,NA,NA
"62","2021-03-15 18:25:07-03","USP","SPF","176182","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","M.Moraes","Marcato, AC","Marcato, AC; Pirani, JR; Groppo, M; Fiaschi, P","350",NA,"Brasil","Bahia","Conde","Estrada vicinal à BR 101.","-37.6105995178223","-11.8135995864868",NA,"Cerca de 1,7m alt., caule subterrâneo, folhas 7-10, verde intenso, frutos imaturos com indumento castanho escuro.","SPF00176182",NA,"2002","02","03",NA,NA,"2002","01",NA,NA,NA,"31737","auto",NA,NA,NA,NA
"63","2019-10-07 09:19:39-03","UEFS","HUEFS","5512","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes",NA,"Noblick, L.R.","4473",NA,"Brasil","Bahia","Salvador",NA,"-38.35","-12.933333",NA,NA,"HUEFS0005512","HUEFS0005512 HUEFS0005512_01","1985","12","12",NA,NA,NA,NA,NA,"38W21'","12S56'",NA,NA,"Lilianae",NA,NA,NA
"64","2019-10-07 09:19:39-03","UEFS","HUEFS","1645","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","L.R.Noblick","Noblick, L.R.","2186",NA,"Brasil","Bahia","Camaçari",NA,"-38.3","-12.483333",NA,NA,"HUEFS0001645","HUEFS0001645 HUEFS0001645_01","1982","11","30",NA,NA,"1992",NA,NA,"38W18'","12S29'",NA,NA,"Lilianae",NA,NA,NA
"65","2019-10-07 09:19:39-03","UEFS","HUEFS","15384","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes",NA,"Queiroz, L.P.de","3769",NA,"Brasil","Bahia","Rio Real",NA,"-37.9","-11.466667",NA,NA,"HUEFS0015384","HUEFS0015384","1993","12","20",NA,NA,NA,NA,NA,"37W54'","11S28'",NA,NA,"Lilianae",NA,NA,NA
"66","2019-10-07 09:19:39-03","UEFS","HUEFS","160201","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes",NA,"Carvalho-Sobrinho, J.G.de","2824",NA,"Brasil","Bahia","Entre Rios","Fazenda Crumaí.","-37.855","-12.243611",NA,"Restinga, na beira da estrada (Linha Verde).","HUEFS0160201","HUEFS0160201 HUEFS0160201_01","2010","03","17","50","50",NA,NA,NA,"37W51'18''","12S14'37''",NA,NA,"Lilianae",NA,NA,NA
"67","2019-10-07 09:19:39-03","UEFS","HUEFS","182868","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes",NA,"Matos, E.N.de","797",NA,"Brasil","Bahia","Mata de São João","Porto Sauípe.","-37.903889","-12.399444",NA,"Arbustiva.","HUEFS0182868","HUEFS0182868 HUEFS0182868_01","2011","11","18",NA,NA,NA,NA,NA,"37W54'14''","12S23'58''",NA,NA,"Lilianae",NA,NA,NA
"68","2019-10-07 09:19:39-03","UEFS","HUEFS","182869","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes",NA,"Matos, E.N.de","844",NA,"Brasil","Bahia","Conde","Faz. Fundão.","-37.586944","-11.877778",NA,"NanoFloresta. e Moitas.","HUEFS0182869","HUEFS0182869","2011","11","24",NA,NA,NA,NA,NA,"37W35'13''","11S52'40''",NA,NA,"Lilianae",NA,NA,NA
"69","2019-10-07 09:19:39-03","UEFS","HUEFS","5925","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","L.R.Noblick","Queiroz, L.P.de","954",NA,"Brasil","Bahia","Salvador",NA,"-38.35","-12.933333",NA,NA,"HUEFS0005925","HUEFS0005925 HUEFS0005925_01","1986","09","21",NA,NA,"1992",NA,NA,"38W21'","12S56'",NA,NA,"Lilianae",NA,NA,NA
"70","2019-10-07 09:19:39-03","UEFS","HUEFS","105524","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","D.Cardoso","Cardoso, D.","1080",NA,"Brasil","Bahia","Camaçari","Arembepe. Condomínio Laguna.","-38.35","-12.933333",NA,"Fragmentos de restinga arbórea com áreas abertas em solo bastante arenoso.","HUEFS0105524","HUEFS0105524 HUEFS0105524_01 HUEFS0105524_02","2006","02","03","2","9","2006","02",NA,"38W21'","12S56'",NA,NA,"Lilianae",NA,NA,NA
"71","2019-10-07 09:19:39-03","UEFS","HUEFS","6494","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","L.R.Noblick","Queiroz, L.P.de","863",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,"HUEFS0006494","HUEFS0006494 HUEFS0006494_01 HUEFS0006494_02","1984","09","30",NA,NA,"1992",NA,NA,NA,NA,"26018","auto","Lilianae",NA,NA,NA
"72","2019-10-07 09:19:39-03","UEFS","HUEFS","33430","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes",NA,"Viana, B.F.","89",NA,"Brasil","Bahia","Salvador","Abaeté.","-38.510799407959","-12.9710998535156",NA,"Dunas.","HUEFS0033430","HUEFS0033430 HUEFS0033430_01 HUEFS0033430_02","1996","05","01",NA,NA,NA,NA,NA,NA,NA,"26018","auto","Lilianae",NA,NA,NA
"73","2020-07-23 11:58:11-03","CEPLAC","CEPEC","44660","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx",NA,"L. R. Noblick","L. R. Noblick","4702",NA,"Brasil","Bahia","esplanada","5Km a W do povoado de Altamira.","-37.95","-11.783333",NA,"<ll>dwc_commonname:</ll> Caxandó",NA,NA,"1988","12","01",NA,NA,NA,NA,NA,"37W57'0","11S47'0",NA,NA,NA,NA,"Paratipo","30/12/1992"
"74","2020-07-23 11:58:11-03","CEPLAC","CEPEC","45244","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx",NA,"L. R. Noblick","L. R. Noblick","4699",NA,"Brasil","Bahia","entre rios","Proximo a povoado de Subaúma.","-38.083333","-11.933333",NA,NA,NA,NA,"1988","11","29",NA,NA,NA,NA,NA,"38W5'0","11S56'0",NA,NA,NA,NA,NA,"30/12/1992"
"75","2020-07-23 11:58:11-03","CEPLAC","CEPEC","52440","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx",NA,"L. R. Noblick","L. R. Noblick","4473",NA,"Brasil","Bahia","SALVADOR","Lagoa de Urubu.","-38.35","-12.933333",NA,"<ll>dwc_commonname:</ll> Caxando",NA,NA,"1985","12","12",NA,NA,NA,NA,NA,"38W21'0","12S56'0",NA,NA,NA,NA,"Paratipo","30/12/1985"
"76","2020-07-23 11:58:11-03","CEPLAC","CEPEC","61032","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx",NA,"L. R. Noblick","A. M. Amorim","1529",NA,"Brasil","Sergipe","ESTÂNCIA","Ca. 19, 4Km da BR-101 p/ Praia do Abais.","-37.4383010864258","-11.2683000564575",NA,NA,NA,NA,"1993","11","28",NA,NA,NA,NA,NA,"0W0'0","0S0'0","24378","auto",NA,NA,NA,"30/12/1994"
"77","2019-11-01 15:13:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Pinedo, AS; Noblick, LR; Silva, L","33","Southern America","Brasil","Bahia","Salvador","Entrada para praia de Stella Maris","-38.333333","-12.933333",NA,NA,NA,NA,"2017","09","15",NA,NA,"2017","09","15","-38.333333","-12.933333",NA,NA,NA,NA,NA,NA
"78","2019-11-01 15:13:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Arecaceae","Allagoptera","brevicalyx","Allagoptera brevicalyx","Moraes","Noblick, LR","Pinedo, AS; Noblick, LR; Silva, L","34","Southern America","Brasil","Bahia","Salvador","Entrada para praia de Stella Maris","-38.333333","-12.933333",NA,NA,NA,NA,"2017","09","15",NA,NA,"2017","09","15","-38.333333","-12.933333",NA,NA,NA,NA,NA,NA
