"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","infraspecificEpithet","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","02685730","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.","A. J. Pontes","H. S. Irwin","18861","1968","01","20","South America","Brazil","Goiás","Cocalzinho de Goiás","70 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.63","-15.35","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2242603' target='other'> <mi>dwc_moreinfo</mi></a>","NY02685730","NY02685730_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00836231","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.","L. Aristeguieta","H. S. Irwin","14192","1966","03","28","South America","Brazil","Goiás","Formosa","Serra Geral de Goiás, Rio Paraná, ca. 35 km N. of Formosa on road to São Gabriel","-47.38","-15.33","950","950","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836231","NY00836231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02431606","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.",NA,"H. S. Irwin","18663","1968","01","16","South America","Brazil","Goiás","Cocalzinho de Goiás","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","-48.7757987976074","-15.7944002151489","1150","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2979929' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431606","NY02431606_01","56114","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00836206","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.","L. Aristeguieta","H. S. Irwin","15729","1966","05","08","South America","Brazil","Distrito Federal","Brasília","Rio Contagem, ca. 35 km N. of Brasília","-47.88","-15.48","900","900","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836206","NY00836206_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02711530","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.",NA,"H. S. Irwin","12416","1966","02","09","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W of Veadeiros. Creek margin, among rocks.","-47","-14","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3014995' target='other'> <mi>dwc_moreinfo</mi></a>","NY02711530","NY02711530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:28:48-03","UFRJ","RFA","7781","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","A.F. Pontes","A. Mattos Fº; E.P. Heringer","333","1963","07","08",NA,"Brasil","Distrito Federal","Distrito Federal","Setor da Imprensa.",NA,NA,NA,NA,NA,"Pequeno arbusto de 2 m de altura","RFA27188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:33:30-03","EAO","IAN","129894","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Aristeguieta, L","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13470","1966","03","04","Southern America","Brasil","Goiás",NA,"Serra dos Cristais, rocky hillside, ca. 3km. E. of Cristalina.",NA,NA,"1250","1250",NA,"Subshrub with ascendinh stems, to ca. 1m. tall. Fruit yellow, maturing olive-brwon.","IAN129894",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:33:30-03","EAO","IAN","153753","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Aristeguieta, L","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13470","1966","03","04","Southern America","Brasil","Goiás",NA,"Serra dos Cristais, rocky hillside, ca. 3km. E. of Cristalina.",NA,NA,"1250","1250",NA,"Subshrub with ascendinh stems, to ca. 1m. tall. Fruit yellow, maturing olive-brwon.","IAN153753",NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:33:30-03","EAO","IAN","153738","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Aristeguieta, L","Irwin, HS; Souza, R","9687","1965","10","29","Southern America","Brasil","Distrito Federal","Brasília","Freq. Brasília.","-47.9296989440918","-15.7797002792358","975","975",NA,"Subshrub with ascending stems, to 1,5m. tall buds stiffly pendent.","IAN153738",NA,"70570","auto","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:33:30-03","EAO","IAN","129943","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Aristeguieta, L","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13891","1966","03","11","Southern America","Brasil","Distrito Federal","Brasília","West margin of Lagôa Paranoá.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Shrub ca. 1m. tall. Fruit green. Occasional.","IAN129943",NA,"70570","auto","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U 0229349","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.","Rainer HGR","Silva GP da; et al.",NA,"2002","03","26","Southern America","Brazil","Goiás",NA,"Formosa - GO. Lagoa do Perta Pé (área do Exército).","-47.197222","-15.983333",NA,NA,NA,"Cerrado plano. Solo argiloso.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200229349 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0229349",NA,NA,NA,NA,"Magnoliopsidae","-47.197222","-15.983333",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1062521","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.","Schatz GE","Sánchez L; et al.",NA,"1997","03","14","Southern America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1062521 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1062521","NL-U1062521",NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0135495",NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071838","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.","Rainer HGR","Silva GP da; et al.",NA,"2002","03","26","Southern America","Brazil","Goiás",NA,"Formosa - GO. Lagoa do Perta Pé (área do Exército).","-47.197222","-15.983333",NA,NA,NA,"Cerrado plano. Solo argiloso.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071838","NL-U1071838",NA,NA,NA,"Magnoliopsidae","-47.197222","-15.983333","U 0229350",NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071839","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.","Rainer HGR","Santos AA; et al.",NA,"2002","11","05","Southern America","Brazil","Minas Gerais",NA,"Cabeceira Grande - MG. Fazenda Palmital (proprietario Carlos de Oliveira Matos).","-47.32","-16.143056",NA,NA,NA,"Antropizado, beira da estrada. Levemente inclinado. Solo areno-argiloso.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071839","NL-U1071839",NA,NA,NA,"Magnoliopsidae","-47.32","-16.143056","U 0229351",NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071840","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.","Rainer HGR","Rezende JM de; et al.",NA,"2002","12","11","Southern America","Brazil","Goiás",NA,"Luziania - GO. Fazenda ENGEXPLO. Montante a margem direita do rio Corumbá.","-48.211667","-16.316944",NA,NA,NA,"Cerrado antropizado. Ondulado. Cambissolo.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071840 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071840","NL-U1071840",NA,NA,NA,"Magnoliopsidae","-48.211667","-16.316944","U 0229352",NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071841","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.","Rainer HGR","Santos AA; et al.",NA,"2002","11","28","Southern America","Brazil","Distrito Federal",NA,"Brasília - DF. DF-100 sentido BsB - Formosa, VC 169.","-47.379167","-15.789722",NA,NA,NA,"Cerrado campo sujo. Inclinado. Solo cascalhento.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071841","NL-U1071841",NA,NA,NA,"Magnoliopsidae","-47.379167","-15.789722","U 0229353",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071842","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.","Pirani JR","Esteves GL; Morawetz W; Wallnöfer B",NA,"1990","09","26","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071842 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071842","NL-U1071842",NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0143645",NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071843","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.",NA,"Hatschbach GG",NA,"1976","07","10","Southern America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071843 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071843","NL-U1071843",NA,NA,"1992","Magnoliopsidae",NA,NA,"U 0143646","08","01",NA,NA,NA,NA
"29","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071844","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Annona","monticola","Annona monticola","Mart.","Rainer HGR","Nogueira Silva PE; et al.",NA,"1993","01","07","Southern America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1071844","NL-U1071844",NA,NA,"1994","Magnoliopsidae",NA,NA,"U 0115862","06","01",NA,NA,NA,NA
"30","2020-11-04 10:59:15-03","ESALQ","ESA","125642","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","monticola","Annona monticola",NA,"Wendt, T.","Wendt, T.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"ESA125642",NA,"26557","auto","1987",NA,NA,NA,NA,"03","01",NA,NA,NA,NA
"31","2020-11-04 10:59:15-03","ESALQ","ESA","61055","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Lopes, J.C.","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22550.0","1999","05","16",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral. 17o41'55S, 44o15'07W. Campo rupestre.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Subarbusto; frutos castanhos.","ESA061055","ESA061055","37503","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 10:59:15-03","ESALQ","ESA","48188","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","monticola","Annona monticola",NA,"Árbocz, G.F. & Ivanauskas, N.M.","Ivanauskas, N.M.; Árbocz, G.F.; Silva, M.M.R.; Zanella, J.","1683.0","1997","03","27",NA,"Brasil","Mato Grosso","Barra do Garças","Fazenda Roncador. Trilha do Cachoeirinha. Savana Arbórea Aberta (Cerrado) . Relevo ondulado","-52.2","-15.05",NA,NA,NA,"Subarbusto de 0.5m. Frutos imaturos verdes.","ESA048188","ESA048188",NA,NA,NA,NA,"-52.2","-15.05",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 10:59:15-03","ESALQ","ESA","87255","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Lopes, J.C.","Souza, V.C. et al.","29623.0","2003","12","17",NA,"Brasil","Minas Gerais","Itacambira",NA,"-43.3088989257812","-17.0646991729736",NA,NA,NA,NA,"ESA087255","ESA087255","48089","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 10:54:32-03","ESALQ","ESA","137758","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","monticola","Annona monticola",NA,"Souza, V.C.","Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Souza, M.A.S.S.C.","39705.0","2015","12","16",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Estrada que beira o Jardim Botânico de Brasília. Projeto Fogo. Cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto, ca. 1 m alt.; frutos imaturos verdes.","ESA137758",NA,"70570","auto","2015",NA,NA,NA,NA,"12","17",NA,NA,NA,NA
"35","2021-01-14 15:19:48-03","MN","R","60721","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.",NA,"Glaziou, A.F.M.","14464","1884","11","13",NA,"Brasil","Minas Gerais",NA,"Arraial da Serra de Ouro Branco",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000060721","R000060721_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-02 11:39:41-03","UFPI","TEPB","22358","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.",NA,"A.F. Pontes","574","2002","12","03",NA,"Brasil","Distrito Federal","Brasília","Estação Ecológica de Águas Emendadas a cerca de 40Km de Brasília. Cerrado na beira da estrada de terra que vai para o córrego Vereda Grande","-47.568611","-15.535","120","120",NA,"Flor com indumento castanho externamente, com pétalas cremes, sem mancha interna. Estames e carpelos também cremes. Boões ocráceos a castanhos. Flores com coleóppteros no interior. Ambiente: Cerrado próximo na beira da estrada de trerra que vai para o cór",NA,NA,NA,NA,NA,NA,"47°34'07W","15°32'06S",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-22 17:44:30-03","UFPI","TEPB","19649","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","monticola","Annona monticola",NA,NA,"E. P. Heringer","15582","1978","12","11",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"Arbusto com 1m, frutos duros mesmo maduros, solo seco, sujeito a incêndios periódicos",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:15:25-03","UFV","VIC","33327","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Valente, G.E.","Valente, G.E.; et al.","2257","2008","05","28",NA,"Brasil","Minas Gerais","Carbonita","Acelor Mittal Florestas Ltda, Estiva. Centro de Educação Ambiental (CEAM). Campo rupestre.","-43.081194","-17.472639",NA,NA,NA,"Planta com c.a. de 1,0 metro de altura. Indumento aveludado pardacento no fruto.","VIC033327","VIC033327 VIC033327_1",NA,NA,"2008",NA,"-43.081194","-17.472639",NA,"05","28",NA,NA,NA,NA
"39","2019-11-21 14:30:07-03","UFJF","CESJ","16406","PreservedSpecimen","Plantae","Angiosperma",NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","J.C.Lopes","L. Krieger","CESJ16406",NA,NA,NA,"América do Sul","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,"Subarbusto do cerrado.","CESJ016406","CESJ016406","17082","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:40:44-03","UFMS","CGMS","34605","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","M. Oliveira","I.N.C. Azevedo; V.F.Paiva; M. Oliveira","8","2004","03","25",NA,"Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília. Centro Oeste. Parcela 1/1.","-47.9296989440918","-15.7797002792358","1143","1143",NA,"Frutos verdes imaturos. Rara no local. UTM 0191464 8238271. Habitat: Campo Limpo. Latossolo Vermelho amarelo. Inclinado. Área do Cristo Redentor. Habito: Arbusto. 0,90m de altura.","CGMS1064004",NA,"70570","auto","2004",NA,NA,NA,NA,"03","25",NA,NA,NA,NA
"41","2021-02-12 10:02:14-03","UNICAMP","UEC","21719","S","Plantae","Magnoliopsida",NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Mello-Silva, R","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer-Salles, AE; Chagas e Silva","740","1978","11","22",NA,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, próximo à chácara III.","-48.405833","-15.931944",NA,NA,NA,"fruto, Arbusto com 1,5m de altura, fruto imaturo, piloso de cor castanha. Caule e folhas castanhos sendo as folhas pilosas na superfície abaxial.","UEC043692","UEC043692",NA,NA,"1987",NA,"-48.405833","-15.931944",NA,"12",NA,NA,NA,NA,NA
"42","2019-08-20 10:02:39-03","UNICAMP","UEC","30515","S","Plantae","Magnoliopsida",NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Mello-Silva, R","Macedo, M; Duarte, A; Assumpção, S","986","1977","09","30",NA,"Brazil","Mato Grosso","Cuiabá","Quadra nº 3 do loteamento da Cia Vertica","-57.016667","-15.598889","165","165",NA,"flor, Arbusto, flor creme. Cerrado. Solo argiloso arenosso seco. Terrestre. Pouco frequente.","UEC043689","UEC043689",NA,NA,"1987",NA,"-57.016667","-15.598889",NA,"12",NA,NA,NA,NA,NA
"43","2019-08-20 10:02:39-03","UNICAMP","UEC","6857","S","Plantae","Magnoliopsida",NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Mello-Silva, R","?","s.n.",NA,NA,NA,NA,"Brazil","Mato Grosso",NA,NA,"-57.016667","-15.598889",NA,NA,NA,"flor",NA,NA,NA,NA,"1987",NA,"-57.016667","-15.598889",NA,"12",NA,NA,NA,NA,NA
"44","2019-11-05 16:42:52-03","UFOP","OUPR","4568","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Pontes, A.F.","Silva, J.L.","s.n.","1988","01","31",NA,"Brasil","Minas Gerais","Belo Horizonte","Serra da Moeda","-43.937801361084","-19.9207992553711",NA,NA,NA,"Campo.",NA,NA,"17082","auto","2002",NA,NA,NA,NA,"08","30",NA,NA,NA,NA
"45","2019-11-05 16:42:52-03","UFOP","OUPR","5349","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","monticola","Annona monticola","Mart.","Pontes, A.F.","Badini, J.; Kassis, A.; Peron, M.V. & Silva, J.L.","s.n.","1986","06","12",NA,"Brasil","Minas Gerais","Belo Horizonte","Serra da Moeda, Área da MBR - MG","-43.937801361084","-19.9207992553711",NA,NA,NA,"Subarbusto. Campo.",NA,NA,"17082","auto","2002",NA,NA,NA,NA,"08","30",NA,NA,NA,NA
