"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem","sex"
"152","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0029896","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","M. I. de A. Rodrigues","G. Hatschbach","48189","1984","9","14",NA,"Brazil","Bahia","Rod. BR-046 (Mun. Itaberaba).","-40.304037","-12.515777",NA,NA,NA,"Flor alva, anteras amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0029895","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","M. I. A. Rodrigues","G. Hatschbach; A. Schinini, J. M. Silva","65051","1996","4","19",NA,"Brazil","Minas Gerais","Barauninha (Mun. Santana do Riacho).","-45.45","-20.65",NA,NA,NA,"Ascendente, flor amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-04-07 11:48:00-03","UFMS","CGMS","49089","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","M.I.A. Rodrigues","G. Hatschbach; M. Hatschbach; E. Barbosa","56973","1992","04","10",NA,"Brasil","Bahia","Km 5 da rodovia para Milagres.","-40.2117004394531","-12.7672004699707",NA,NA,NA,"Flor alvacenta. Habitat: Caatinga. Lajeados rochosos. Depressões úmidas.","CGMS1079033",NA,"Iaçu","50006","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-27 13:52:11-03","UFS","ASE","15460","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Silva, ACC","Nascimento - Júnior, JE; Dantas, T","595","2009","09","22","Southern America","Brasil","Sergipe","Monumento Natural Grota do Angico","-37.684167","-9.805278",NA,NA,NA,"Erva com flores brancas e folhas suculentas.; Erva com flores brancas e folhas suculentas.; Caatinga.","ASE0022721","ASE0022721","Poço Redondo",NA,NA,NA,"2014","02","04",NA,"-37.684167","-9.805278",NA,NA,NA,NA,NA
"156","2019-11-27 13:52:11-03","UFS","ASE","17216","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Coelho, AA","Santos, LL; Amorim, D; Córdula, E; Souza, LG; Alves, M; Pessoa, MC; Gomes, P","230","2007","04","17","Southern America","Brasil","Pernambuco","Fazenda Tigre","-38.716667","-8.05","498","498",NA,"Erva com cerca de 40 cm de altura. Flores róseas, estames amarelos.; Erva com cerca de 40 cm de altura. Flores róseas, estames amarelos.; Caatinga arbórea-arbustiva densa. Solo cristalino. próximo a uma área alagada.","ASE0023499","ASE0023499","Mirandiba",NA,NA,NA,"2007",NA,NA,NA,"-38.716667","-8.05",NA,NA,NA,NA,NA
"157","2019-11-27 13:52:11-03","UFS","ASE","20036","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Silva, ACC","Machado, WJ; Jesus, JB","765","2010","10","01","Southern America","Brasil","Sergipe","Serra da Guia","-37.684167","-9.805278",NA,NA,NA,"Erva prostrada, caule e folhas pilosas, flores pouco vistosas com 5 pétalas brancas e estames amarelos.; Erva prostrada, caule e folhas pilosas, flores pouco vistosas com 5 pétalas brancas e estames amarelos.; Caatinga","ASE0012464","ASE0012464","Poço Redondo",NA,NA,NA,"2014","02","04",NA,"-37.684167","-9.805278",NA,NA,NA,NA,NA
"158","2019-11-27 13:52:11-03","UFS","ASE","20063","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Silva, ACC","Machado, WJ; Jesus, JB","792","2010","10","23","Southern America","Brasil","Sergipe","Serra da Guia","-37.684167","-9.805278",NA,NA,NA,"Herbácea ca 10 cm. Flores amarelas pouco vistosas.; Herbácea ca 10 cm. Flores amarelas pouco vistosas.; Caatinga (trilha)","ASE0012481","ASE0012481","Poço Redondo",NA,NA,NA,"2014","02","04",NA,"-37.684167","-9.805278",NA,NA,NA,NA,NA
"159","2019-11-27 13:52:11-03","UFS","ASE","20710","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Nascimento - Júnior, JE","Nascimento - Júnior, JE","884","2011","04","25","Southern America","Brasil","Sergipe","Dunas da Praia de Jatobá","-37.038611","-10.908889",NA,NA,NA,"Erva. Flor amarelada.&nf;; Erva. Flor amarelada.&nf;; Restinga.","ASE0027032","ASE0027032","Barra dos Coqueiros",NA,NA,NA,"2011","04","25",NA,"-37.038611","-10.908889",NA,NA,NA,NA,NA
"160","2019-11-27 13:52:11-03","UFS","ASE","21205","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Silva, ACC","Prata, AP; Santos, LAS; Carregosa, T; Blanck, AF","2770","2011","08","12","Southern America","Brasil","Sergipe","Parque Nacional da Serra de Itabaiana, Serra de Itabaiana","-37.315","-10.758056",NA,NA,NA,"Erva suculenta. Flores rosadas.; Erva suculenta. Flores rosadas.; Areias brancas.","ASE0027635","ASE0027635","Areia Branca",NA,NA,NA,"2014","05","12",NA,"-37.315","-10.758056",NA,NA,NA,NA,NA
"161","2019-11-27 13:52:11-03","UFS","ASE","22935","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Nascimento - Júnior, JE","Nascimento - Júnior, JE; Caduda-Santos, S","1127","2011","08","12","Southern America","Brasil","Sergipe","Povoado Jatobá","-37.038611","-10.908889",NA,NA,NA,"Erva. Folgas suculentas. Flores amarelas.; Erva. Folgas suculentas. Flores amarelas.; Restinga. Campo aberto na anteduna.","ASE0028553","ASE0028553","Barra dos Coqueiros",NA,NA,NA,"2011","08","12",NA,"-37.038611","-10.908889",NA,NA,NA,NA,NA
"162","2019-11-27 13:52:11-03","UFS","ASE","25159","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Silva, ACC","Déda, RM; Santos, LAS","51","2011","04","11","Southern America","Brasil","Sergipe","Serra da Guia","-37.684167","-9.805278",NA,NA,NA,"Herbácea com cerca de 20 cm. Com flor branca.; Herbácea com cerca de 20 cm. Com flor branca.; Caatinga.","ASE0030234","ASE0030234","Poço Redondo",NA,NA,NA,"2014","02","04",NA,"-37.684167","-9.805278",NA,NA,NA,NA,NA
"163","2019-11-27 13:52:11-03","UFS","ASE","25726","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Campos, DA","Campos, DA; Matos, GMA; Freire, GS","133","2012","09","17","Southern America","Brasil","Sergipe","APA Sul, Lagoa Azul","-37.438056","-11.268611",NA,NA,NA,"Herbacea, 15 cm. aprox. recoberta de tricomas. Inflorescencia esverdeada. Frutos castanhos.; Restinga.","ASE0030560","ASE0030560","Estância",NA,NA,NA,"2012","10","09",NA,"-37.438056","-11.268611",NA,NA,NA,NA,NA
"164","2019-11-27 13:52:11-03","UFS","ASE","28931","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Silva, ACC","Campos, DA; Matos, GMA; Freire, GS; Santos, E","363","2013","06","21","Southern America","Brasil","Sergipe","Povoado Abaís, APA Sul.","-37.29625","-11.313889",NA,NA,NA,"Erva. Ca. de 30cm. Flores amarelas. Ramos pubescentes.; Restinga","ASE0000610","ASE0000610","Estância",NA,NA,NA,"2013",NA,NA,NA,"-37.29625","-11.313889",NA,NA,NA,NA,NA
"165","2019-11-27 13:52:11-03","UFS","ASE","29084","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Ferreira, ES","Ferreira, ES; Oliveira, EVS","28","2012","06","19","Southern America","Brasil","Sergipe","Rebio de Santa Isabel, Fazenda Traíras","-36.829444","-10.699444",NA,NA,NA,"Erva.; Restinga","ASE0000448",NA,"Pirambu",NA,NA,NA,"2012","06","19",NA,"-36.829444","-10.699444",NA,NA,NA,NA,NA
"166","2019-11-27 13:52:11-03","UFS","ASE","29413","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, EVS","Oliveira, EVS","222","2013","10","01","Southern America","Brasil","Sergipe","Rebio de Santa Isabel, Povoado Lagoa Redonda","-36.855833","-10.737778",NA,NA,NA,"Erva suculenta. Cerca de 15 cm. Flor de cor laranja.; Restinga, campo fechado não inundável","ASE0000976","ASE0000976","Pirambu",NA,NA,NA,"2013","10","01",NA,"-36.855833","-10.737778",NA,NA,NA,NA,NA
"167","2019-11-27 13:52:11-03","UFS","ASE","29414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, EVS","Oliveira, EVS; Santos, JFL","223","2013","10","08","Southern America","Brasil","Sergipe","Rebio de Santa Isabel, Povoado Lagoa Redonda","-36.855833","-10.737778",NA,NA,NA,"Erva suculenta. Cerca de 15 cm. Flor de cor laranja.; Restinga, campo fechado não inundável","ASE0000977","ASE0000977","Pirambu",NA,NA,NA,"2013","10","08",NA,"-36.855833","-10.737778",NA,NA,NA,NA,NA
"168","2019-11-27 13:52:11-03","UFS","ASE","30286","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, EVS","Oliveira, EVS","361","2014","01","22","Southern America","Brasil","Sergipe","RPPN Fonte da Bica, Tabuleiros costeiros","-36.775833","-10.6475",NA,NA,NA,"Erva suculenta. Cerca de 15 cm.; Restinga","ASE0001730","ASE0001730","Pirambu",NA,NA,NA,"2014","01","22",NA,"-36.775833","-10.6475",NA,NA,NA,NA,NA
"169","2019-11-27 13:52:11-03","UFS","ASE","30351","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, EVS","Oliveira, EVS","232","2013","10","08","Southern America","Brasil","Sergipe","Lagoa Redonda, REBIO de Santa Isabel","-36.810556","-10.685278",NA,NA,NA,"Erva. Cerca de 30 cm.; Restinga","ASE0001778","ASE0001778","Pirambu",NA,NA,NA,"2013","10","08",NA,"-36.810556","-10.685278",NA,NA,NA,NA,NA
"170","2020-02-07 16:07:56-03","UFS","ASE","41962","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Farias, MCV","Farias, MCV; Santos, E; Barbosa, D; Farias jr.; R.A.","s.n.","2019","05","22","Southern America","Brasil","Sergipe",NA,"-37.1443","-11.1535",NA,NA,NA,"Erva suculenta, 20 cm, coberta por tricomas.; Restinga. Centro de abastecimento.","ASE0043528",NA,"Itaporanga d'Ajuda",NA,NA,NA,"2019","05","11",NA,"-37.1443","-11.1535",NA,NA,NA,NA,NA
"171","2019-11-27 13:52:11-03","UFS","ASE","7593","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.",NA,"Melo, E; F.França; C.Correia; R.Ribeiro","1467","1996","02","24","Southern America","Brasil","Bahia","Morro da Tocas, Encosta do Inselberg. Alt:280-410m","-39.766667","-12.7",NA,NA,NA,"Erva crassa. Com pêlos brancos longos e densos, nos nós dos caules, pétalas brancas-amareladas.; Erva crassa. Com pêlos brancos longos e densos, nos nós dos caules, pétalas brancas-amareladas.; Solo arenoso","ASE0017590","ASE0017590","Itatim",NA,NA,NA,NA,NA,NA,NA,"-39.766667","-12.7",NA,NA,NA,NA,NA
"172","2019-11-27 13:52:11-03","UFS","ASE","37013","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.",NA,"Andrade, ML","27","2016","04","06","Southern America","Brasil","Sergipe","Praia da Atalaia, Solo arenoso, salino e ambiente aberto.","-37.34928","-11.0334",NA,NA,NA,"Folhas retas e longas esverdeadas com flores de coloração rosa.; Restinga","ASE0038607",NA,"Aracaju",NA,NA,NA,NA,NA,NA,NA,"-37.34928","-11.0334",NA,NA,NA,NA,NA
"173","2020-10-09 11:41:15-03","UFS","ASE","42524","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Fabricante, JR","Silva, FO; Fabricante, JR","363","2019","06","18","Southern America","Brasil","Sergipe","PARNA Serra de Itabaiana, Serra de Itabaiana","-37.2073","-10.4579","227","227",NA,"Erva - aprox. 3 cm de altura. Flor amarela de formato rosacea. Folhas alternas de coloração verde escuro na face abaxial e verde claro na face adaxial forma acuminada e apresenta pilosidade. Caule cilindrico de cor esverdeada e textur","ASE0044006",NA,"Areia Branca",NA,NA,NA,"2019","06","20",NA,"-37.2073","-10.4579",NA,NA,NA,NA,NA
"174","2019-12-13 15:39:03-03","UFS","ASE","41936","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Fabricante, JR","Mendonça, DA; Fabricante, JR","22","2018","05","08","Southern America","Brasil","Sergipe","Povoado Pé do veado, Sítio da Sra. Helena","-37.24537","-10.38274","196","196",NA,"Erva - aprox. 30 cm de altura. Frutos cápsulo cor avermelhada. Folhas roseta cor da face abaxial verde claro e da face adaxial verde claro forma linear sem pilosidade. Caule cilindro cor avermelhado textura lisa.; Ecótono entre Caatin","ASE0043448",NA,"Itabaiana",NA,NA,NA,"2018","05","10",NA,"-37.24537","-10.38274",NA,NA,NA,NA,NA
"175","2019-11-27 13:52:11-03","UFS","ASE","31329","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Freire, GS","Freire, GS; Lima, BCS; Santos, E","228","2014","04","29","Southern America","Brasil","Sergipe","Serra da Guia","-37.07352","-10.4022",NA,NA,NA,"Erva pilosa.; Caatinga","ASE0002570","ASE0002570","Poço Redondo",NA,NA,NA,"2014","06","10",NA,"-37.07352","-10.4022",NA,NA,NA,NA,NA
"176","2019-11-27 13:52:11-03","UFS","ASE","897","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Fonseca, MR","Fonseca, MR","482","1981","04","23","Southern America","Brasil","Sergipe",NA,"-37.789167","-9.66",NA,NA,NA,"Erva. 10. centímetros. Folhas carnosas, alternas, flores alvas, planta com pêlos.; Erva. 10. centímetros. Folhas carnosas, alternas, flores alvas, planta com pêlos.; Caatinga hiperxerófila, sobre afloramento rochoso","ASE0013139","ASE0013139","Canindé de São Francisco",NA,NA,NA,"1981","08","18",NA,"-37.789167","-9.66",NA,NA,NA,NA,NA
"177","2019-11-27 13:52:11-03","UFS","ASE","898","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Silva, AM","Fonseca, MR","490","1981","04","23","Southern America","Brasil","Sergipe","Pov. Curitiba","-37.789167","-9.66",NA,NA,NA,"Erva. 10. centímetros. Ramos e folhas crassas, folhas alternas, flores alvas.; Erva. 10. centímetros. Ramos e folhas crassas, folhas alternas, flores alvas.; Caatinga hiperxerófila, sobre lajedo de arenito","ASE0013140","ASE0013140","Canindé de São Francisco",NA,NA,NA,"1981","08","18",NA,"-37.789167","-9.66",NA,NA,NA,NA,NA
"178","2019-11-27 13:52:11-03","UFS","ASE","899","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Silva, AM","Fonseca, MR","489","1981","04","23","Southern America","Brasil","Sergipe","Pov. Curitiba","-37.789167","-9.66",NA,NA,NA,"Erva carnosa. 25. centímetros. Folhas carnosas alternas, plantas com pelos.; Erva carnosa. 25. centímetros. Folhas carnosas alternas, plantas com pelos.; Caatinga hiperxerófila","ASE0013141","ASE0013141","Canindé de São Francisco",NA,NA,NA,"1981","08","18",NA,"-37.789167","-9.66",NA,NA,NA,NA,NA
"179","2019-11-27 13:52:11-03","UFS","ASE","29270","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Coelho, AOP","Duncan, WH","22386","1964","10","04",NA,"Georgia","Piedmont Province",NA,"-84.2522","33.4546",NA,NA,NA,NA,"ASE0000754","ASE0000754",NA,NA,NA,NA,NA,NA,NA,NA,"-84.2522","33.4546",NA,NA,NA,NA,NA
"180","2019-11-27 13:52:11-03","UFS","ASE","36371","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Santana-Júnior, JA","Carregosa, T; Santos, E","431","2013","07","10","Southern America","Brasil","Pirambu","Assentamento São Sebastião","-36.45222","-10.37007",NA,NA,NA,"Subarbusto, cerca de 25 cm.; Restinga.","ASE0036818","ASE0036818","Povoado Alagamar",NA,NA,NA,"2014","06","04",NA,"-36.45222","-10.37007",NA,NA,NA,NA,NA
"181","2019-11-27 13:52:11-03","UFS","ASE","31771","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Souza, JRP","Souza, JRP; Bezerra, MAO","58","2013","11","10","Southern America","Brasil","Sergipe","Grota do Angico; Lagoa Bonita.","-37.4139","-9.4",NA,NA,NA,"Flor branca; Caatinga","ASE0003115","ASE0003115","Poço Redondo",NA,NA,NA,NA,NA,NA,NA,"-37.4139","-9.4",NA,NA,NA,NA,NA
"182","2019-11-27 13:52:11-03","UFS","ASE","31756","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Souza, JRP","Souza, JRP; Bezerra, MAO","43","2013","11","10","Southern America","Brasil","Sergipe","Grota do Angico; Lagoa Cancela.","-37.4053","-9.4114",NA,NA,NA,"Flor branca; Caatinga","ASE0003100","ASE0003100","Poço Redondo",NA,NA,NA,NA,NA,NA,NA,"-37.4053","-9.4114",NA,NA,NA,NA,NA
"183","2019-11-27 13:52:11-03","UFS","ASE","31762","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Souza, JRP","Souza, JRP; Bezerra, MAO","49","2013","11","10","Southern America","Brasil","Sergipe","Grota do Angico; Lagoa Escola.","-37.4052","-9.4037",NA,NA,NA,"Caatinga","ASE0003106","ASE0003106","Poço Redondo",NA,NA,NA,NA,NA,NA,NA,"-37.4052","-9.4037",NA,NA,NA,NA,NA
"184","2019-11-27 13:52:11-03","UFS","ASE","31552","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Souza, JRP","Souza, JRP; Bezerra, MAO","21","2013","11","09","Southern America","Brasil","Sergipe","Grota do Angico; Lagoa Sede.","-37.4108","-9.3956",NA,NA,NA,"Caatinga","ASE0003549",NA,"Poço Redondo",NA,NA,NA,NA,NA,NA,NA,"-37.4108","-9.3956",NA,NA,NA,NA,NA
"185","2019-11-27 13:52:11-03","UFS","ASE","38330","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, EVS","Oliveira, EVS; Feliz, GJ; Santos-Neto, AM; Nunes, SS; Souza, JO; Landim, MF","644","2015","09","02","Southern America","Brasil","Sergipe","Assentamento Hugo Heredia (Rodovia SE-240), Mata de reserva legal","-37.031","-10.5253",NA,NA,NA,"Erva suculenta. Ca. de 20 cm. Flor de cor amarela.; Restinga","ASE0039716",NA,"Santo Amaro das Brotas",NA,NA,NA,"2015","09","02",NA,"-37.031","-10.5253",NA,NA,NA,NA,NA
"186","2019-11-27 13:52:11-03","UFS","ASE","40757","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Felix, GJ","Felix, GJ; Oliveira, EVS; Santos-Neto, AM","178","2016","06","16","Southern America","Brasil","Sergipe","Assentamento Hugo Heredia (Rodovia SE-240), Mata de reserva legal","-37.031","-10.5253",NA,NA,NA,"Solo arenoso e seco. Substrato terrícola. Erva. Flores amarelas.; Restinga","ASE0042308",NA,"Santo Amaro das Brotas",NA,NA,NA,"2018","04","16",NA,"-37.031","-10.5253",NA,NA,NA,NA,NA
"187","2020-06-25 14:12:59-03","UFCG","CSTR","3558","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Lucena, D.S.","Lucena, D.S.; Noel, V. & Lucena, M.F.A.","61","2011","05","03",NA,"Brasil","Paraíba","Caatinga-arbustiva-arbórea-densa","-37.400083","-7.007611","287","287",NA,"Erva com cerca de 35 cm, folhas membranáceaes, eixo floral arroxeado, flores com pétalas maculadas e; Interior da mata",NA,NA,"Santa Terezinha",NA,NA,NA,"2011","10","09",NA,"-37.400083","-7.007611",NA,NA,NA,NA,NA
"188","2020-06-25 14:12:59-03","UFCG","CSTR","3560","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Lucena, M.F.A.; Lucena, D.S.","Lucena, M.F.A.; Silva, C.G. & Lucena, D.S.","1995","2011","03","25",NA,"Brasil","Paraíba","Caatinga-arbustiva-arbórea-densa","-37.3975","-7.008889",NA,NA,NA,"Erva ereta; Início da trilha principal",NA,NA,"Santa Terezinha",NA,NA,NA,"2011","08","26",NA,"-37.3975","-7.008889",NA,NA,NA,NA,NA
"189","2020-06-25 14:12:59-03","UFCG","CSTR","4799","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Ferreira, C.D.","Ferreira, C.D.; Lucena, D.S.","06","2012","08","24",NA,"Brasil","Paraíba","caatinga","-36.954833","-6.808917","271","271",NA,"Erva ca 10cm alt., flores amarelas, frutos marrom; Cachoeira de São Porfírio",NA,NA,"Várzea",NA,NA,NA,"2012","08","24",NA,"-36.954833","-6.808917",NA,NA,NA,NA,NA
"190","2021-03-01 16:38:25-03","UNICAMP","UEC","126773","S","Plantae","Magnoliopsida",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A","Noblick, LR","3692","1985","03","14",NA,"Brazil","Bahia","Fazenda Suibra, Morro do gado bravo.","-41.166667","-12.716667",NA,NA,NA,"Cipó volúvel. Flores com sépalas e pétalas roxas e muito vistosas. Comum em solo pegregosona beira da mata.; Caatinga e mata baixa.","UEC157197","UEC157197","Iaçu",NA,NA,NA,"2000","01",NA,NA,"-41.166667","-12.716667",NA,NA,NA,NA,NA
"191","2021-03-01 16:38:25-03","UNICAMP","UEC","131100","S","Plantae","Magnoliopsida",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.",NA,"Correia, CMB; Regina, K; Assis, F; et al.","10","2000","04","14",NA,"Brazil","Bahia","Morro do Agenor, Inselberg, Ápice do Morro.","-39.766667","-12.7","310","430",NA,"Subarbusto escandente. Folas suculentas jovens verdes e maduras marrons claro. Flores com corola branca, estames amarelas escura e estigma amarelo.","UEC157194","UEC157194","Itatim",NA,NA,NA,NA,NA,NA,NA,"-39.766667","-12.7",NA,NA,NA,NA,NA
"192","2021-03-01 16:38:25-03","UNICAMP","UEC","13230","S","Plantae","Magnoliopsida",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A","Irwin, HS; Harley, RM; Onishi, E","30486","1971","01","16",NA,"Brazil","Minas Gerais","Middle slopes of Serra da Piedade,, with low dense woodland on iron-rich soil interspersed with many outcrops, ca. 40km E. of Belo Horizonte, near BR-31.",NA,NA,"1800","1800",NA,"Ascending fleshy herb, the stems to ca. 8cm long. Corolla pink. Open places.","UEC157196","UEC157196","Serra Do Espinhaço",NA,NA,NA,"2004","10","05",NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-03-01 16:38:25-03","UNICAMP","UEC","13236","S","Plantae","Magnoliopsida",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Oliveira, A","Irwin, HS; Maxwell, H; Wasshausen, DC","21736","1968","03","24",NA,"Brazil","Goiás","ca. 24km S. of Paraíso",NA,NA,NA,NA,NA,"Fleshy erect herb to ca. 5cm tall. Corolla pale pink. Wet, shallow depression on large rocks. Locally abundant.; Wet, shallow depression on large rocks. Outcrops and rocky slopes.","UEC157195","UEC157195","Paraíso",NA,NA,NA,"2004","10","05",NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-03-01 16:38:25-03","UNICAMP","UEC","176109","S","Plantae","Magnoliopsida",NA,"Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Nascimento-Junior, JE","Nascimento-Junior, JE","884","2001","04","25",NA,"Brazil","Sergipe","Dunas da praia de Jatobá.","-37.0386009216309","-10.9089002609253",NA,NA,NA,"Erva. Flor amarela; Restinga","UEC037932","UEC037932","Barra dos Coqueiros","26796","auto",NA,"2011","04","25",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-04-22 16:23:18-03","UFPB","JPB","29872","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Noblick, LR","Noblick, LR; et al.","3166","1984","04","22","Southern America","Brasil","Bahia","40 Km leste da cidade BA 046.","-40.183333","-12.75",NA,NA,NA,"; DESC: Ervas suculentas com caules decumbentes. Flores com corola branca. Cescendo em solo arenoso e raso. Frequente na vegetação da caatinga.",NA,NA,"Iaçu",NA,NA,NA,"1984","10",NA,NA,"-40.183333","-12.75",NA,NA,NA,NA,NA
"196","2020-04-22 16:23:18-03","UFPB","JPB","39434","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Roque, AA","Roque, AA; Oliveira, ACP de","71","2007","05","12","Southern America","Brasil","Rio Grande do Norte","Salina Caenga","-37.154444","-4.979722","5","5",NA,"; HABITAT: Ruderal.; DESC: Erva prostada. Solo pedregoso.",NA,NA,"Grossos",NA,NA,NA,"2007","05","23",NA,"-37.154444","-4.979722",NA,NA,NA,NA,NA
"197","2020-04-22 16:23:18-03","UFPB","JPB","39435","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Portulacaceae","Portulaca","halimoides","Portulaca halimoides","L.","Roque, AA","Roque, AA","283","2007","07","20","Southern America","Brasil","Rio Grande do Norte","RPPN Stoessel de Britto","-37.020278","-6.033889",NA,NA,NA,"; HABITAT: Caatinga.; DESC: Erva ereta.",NA,NA,"Jucurutu",NA,NA,NA,"2007","07","20",NA,"-37.020278","-6.033889",NA,NA,NA,NA,NA
