"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"44","2008-05-27 22:02:00-03","MO","MOBOT","1530144","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Michael H. Nee","South America","Bolivia","Santa Cruz","Around Achira Camping, in bottom of valley. Weedy areas and lawns. Originally with dry forest.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","M. Nee","Nee 48341","1998","2","16","Florida","-63.81666","-18.15",NA,"1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1536794","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Michael H. Nee","South America","Bolivia","Santa Cruz","San Ramon, cultivated ornamental plants at hotel. Originally dry forest on pre-Cambrian shield.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","T. Borsch (BONN)","Nee 41591","1991","7","7","Nuflo de Chavez","-62.5","-16.61666",NA,"225.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-12-04 09:51:00-02","MO","MOBOT","1851544","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Nélida Soria","South America","Paraguay","Amambay","Parque Nacional Cerro Cora. Camino a Cerro Muralla.Campo abierto.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","Pedersen","Soria Rey 1758","1987","8","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2009-07-31 16:33:00-03","MO","MOBOT","2193193","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","F. Kurtz","South America","Argentina","Formosa","Laguna del Riacho",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen",NA,"Kurtz 1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2010-01-25 20:06:00-02","MO","MOBOT","2193226","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Troels M. Pedersen","South America","Argentina","Corrientes","About 15 km S of Esquina, on road to La Paz",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","Pedersen, T. M.","Pedersen 13359","1982","1","17","Esquina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2011-03-26 10:59:00-03","MO","MOBOT","2442893","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Maria M. Arbo|Aurelio Schinini|Victor Maruñak|F. Francescutti","South America","Argentina","Corrientes","Macrosistema Iberá, nacimiento del rio Corriente",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","Schinini, A., //","Arbo 8245","1998","12","3","Mercedes","-58.11666","-28.71666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-09-16 06:16:00-03","MO","MOBOT","2490798","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Benedict (Benjamin) Balansa","South America","Paraguay","Central","Asunción, dans les prés humides",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen",NA,"Balansa 1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2009-07-31 17:12:00-03","MO","MOBOT","2490826","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","South America","Paraguay","Boquerón","Col. Fernheim, Col. 8 (Campo Grande). 14 Km E de Filadelfia",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen",NA,"Vanni 1900","1990","9","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2009-07-31 17:12:00-03","MO","MOBOT","2490839","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","South America","Paraguay","Boquerón","Col. Fernheim. Salares",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen",NA,"Vanni 1921","1990","9","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2009-07-31 17:12:00-03","MO","MOBOT","2490851","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","South America","Paraguay","Boquerón","Estación Experimental Isla Poí",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","Pedersen, T. M., //","Vanni 2355","1991","2","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2009-07-31 17:12:00-03","MO","MOBOT","2490864","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","South America","Paraguay","Boquerón","Estación Experimental Filadelfia",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","Pedersen, T. M., //","Vanni 2520","1991","3","1",NA,"-60.03333","-22.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-09-27 19:43:00-03","MO","MOBOT","2519198","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","J.E. Gibert","South America","Uruguay","Río Negro","Bords de l´Uruguay prés de Fray Bentos",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen",NA,"Gibert 293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","3417516","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","August G. Schulz","South America","Argentina","Chaco","Dep. 1 de Mayo. Colonia Benitez.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen",NA,"Schulz 15015","1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2008-09-20 03:32:00-03","MO","MOBOT","3417724","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Troels M. Pedersen","South America","Argentina","Corrientes","Estancia La Yela. Scrubby woodland, on clay",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen",NA,"Pedersen 10722","1974","8","21","Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-09-20 03:32:00-03","MO","MOBOT","3420565","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Michael H. Nee","South America","Bolivia","Santa Cruz","Sandy floodplain and just above at bridge over Rio Pirai on highway from Santa Cruz to Samaipata. Acacia albocorticata, Prosopis chilensis, Cnidoscolus cnicidendron, Abutilon thyrsodendron.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","M. Nee","Nee 52639","2004","7","3","Andrés Ibáñez","-63.46083","-18.10138",NA,"580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","3420684","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Rosa Degen","South America","Paraguay","Presidente Hayes","Ruta a Benjamin.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","T.M. Pedersen","Degen 1769","1990","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","3420777","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","* NUNCIA","South America","Argentina",NA,"Isla Martin Garcia.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","O. Bottino","NUNCIA 1777","1985","11","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2008-09-20 03:32:00-03","MO","MOBOT","3420854","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Armando T. Hunziker|Teresa Di Fulvio","South America","Argentina","Catamarca","Cuesta de Totoral (ruta 38): Entre Arroyo El Duraznillo y Agua de Mato.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen",NA,"Hunziker 21075","1971","4","8",NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2011-02-04 14:27:00-02","MO","MOBOT","3421124","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","J. Richard Abbott","South America","Bolivia","Santa Cruz","Pascana Ministro; 70 road km E of Cuatro Canadas, then 30 km SE of San Migiuelito. Grazed open path through transition of dry and riparian forest; south of Cerron Pontudo.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","R. Guillen & A. Rodriguez","Abbott 17000","1995","6","12","Nuflo de Chavez","-61.78333","-17.08333",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2010-05-16 08:12:00-03","MO","MOBOT","3421209","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Aurelio Schinini","South America","Paraguay",NA,"Villa Hayes. 4 km N de Villa Hayes, Ruta 9.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen",NA,"Schinini Cacace 9276","1974","5","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2010-12-01 18:05:00-02","MO","MOBOT","3421232","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Camilo L. Quarín","South America","Argentina","Santa Fé","Villa Ana.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen",NA,"Quarín 1191","1973","8","18","General Obligado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2016-06-16 08:32:00-03","MO","MOBOT","736785","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Blas Pérez","South America","Paraguay","Central","Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","T.M. Pedersen (CTES)","Pérez Maricerich 1045","1991","8",NA,NA,"-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3",NA
"66","2011-06-09 17:49:00-03","MO","MOBOT","736850","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Blas Pérez","South America","Paraguay","Central","Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","T.M. Pedersen (CTES)","Pérez Maricerich 30","1990","6","20",NA,"-57.46666","-25.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3",NA
"67","2011-06-09 17:49:00-03","MO","MOBOT","736931","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Blas Pérez","South America","Paraguay","Central","Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","T.M. Pedersen (CTES)","Pérez Maricerich 1484","1991","12",NA,NA,"-57.46666","-25.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","3",NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","737055","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Elsa M. Zardini|Tulio Tillería","South America","Paraguay","Central","Estero del Ypoá. Villeta - Puerto Guyrati. 10.5 km S of Villeta, W of Arroyo Pikysyry. Inundated savanna on clay.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","G.M. Pedersen (CTES)","Zardini 33898","1992","11","27",NA,"-57.56666","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"786","4",NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","737158","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Elsa M. Zardini|P. Aquino","South America","Paraguay","Central","Estero del Ypoá. Villeta - Puerto Guyrati. 11 km S of Villeta, east of trail to Villa Oliva. Inundated savanna on clay soil with patches of forest.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","G.M. Pedersen (CTES)","Zardini 34265","1992","12","16",NA,"-57.58333","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"792","4",NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","802725","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Elsa M. Zardini|Leongino Guerrero","South America","Paraguay","Central","Mariano Roque Alonso-Limpio: Surubí|l||4. 4 km NW from entrance to property. Inundated savanna with scattered trees.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","T.M. Pedersen (CTES)","Zardini 31924","1992","6","8",NA,"-57.53333","-25.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"688","5",NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","802739","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Elsa M. Zardini|Leongino Guerrero","South America","Paraguay","Central","Mariano Roque Alonso-Limpio: Surubí|l||4. 4 km NW from entrance to property. Inundated savanna with scattered trees.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","T.M. Pedersen (CTES)","Zardini 31925","1992","6","8",NA,"-57.53333","-25.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"688","5",NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","802940","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Elsa M. Zardini|Leongino Guerrero","South America","Paraguay","Central","Mariano Roque Alonso-Limpio: Surubí|l||4. 4 km NW from entrance to property. Inundated savanna with scattered trees.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","T.M. Pedersen (CTES)","Zardini 31967","1992","6","8",NA,"-57.53333","-25.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"688","4",NA
"73","2013-08-20 12:56:00-03","MO","MOBOT","736300","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Elsa M. Zardini|U. Velázquez","South America","Paraguay","Cordillera","Confluence of Río Paraguay and Río Salado.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","T.M. Pedersen (CTES)","Zardini 17397","1989","12","23",NA,"-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237","4",NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","735412","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Elsa M. Zardini|E. Velázquez","South America","Paraguay","Cordillera","Confluence of Río Paraguay and Río Salado. Inundated savanna.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","G.M. Pedersen (CTES)","Zardini 20434","1990","5","19",NA,"-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"326","4",NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","735887","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Elsa M. Zardini|R. Velázquez","South America","Paraguay","Cordillera","Río Salado basin, on road to Arroyos y Esteros. Inundated savanna.",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","G.M. Pedersen (CTES)","Zardini 22724","1990","8","4",NA,"-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"411","4",NA
"76","2020-09-12 05:00:02-03","US","US","3249381","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","T. Pederson","South America","Paraguay","Central","Villa Elisa. Dep. Central.",NA,NA,NA,"US03636452",NA,"Caryophyllales","Schinz ex Pederson",NA,"5107","1959","10","12",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","1564493","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","M. Cárdenas","South America - Neotropics","Bolivia","Santa Cruz","Samaipata.",NA,NA,NA,"US03636458",NA,"Caryophyllales","Schinz ex Pederson",NA,"3697","1944","6",NA,NA,NA,NA,NA,"2000",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"78","2020-09-12 05:00:02-03","US","US","1563999","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","A. Krapovickas","South America","Argentina","Formosa","Mojón de Fierro. Gobernación de Formosa. Departamento de Formosa.",NA,NA,NA,"US03636457",NA,"Caryophyllales","Schinz ex Pederson",NA,"1037","1945","1","7",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US","1065520","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","P. Jörgensen","South America","Argentina","Formosa","Monte Ril. [interpreted]",NA,NA,NA,"US03636459",NA,"Caryophyllales","Schinz ex Pederson",NA,"3128","1983","7","4",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","2049813","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","I. Morel","South America","Argentina","Misiones","Gob. Misiones. Dep. San Ignacio. Oeste de Clorinda.",NA,NA,NA,"US03636456",NA,"Caryophyllales","Schinz ex Pederson",NA,"1310","1946","9","16",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","2049635","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","A. M. R. Huidobro","South America","Argentina","Corrientes","Dep. Santo Tomé. Santo Tomé F. C. N. E. A.",NA,NA,NA,"US03636455",NA,"Caryophyllales","Schinz ex Pederson",NA,"4299",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US","939821","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii",NA,"South America","Paraguay",NA,"Pilcomayo River.",NA,NA,NA,"US03636461",NA,"Caryophyllales","Schinz ex Pederson",NA,"922","1888",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"83","2020-09-12 05:00:02-03","US","US","1055338","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","R. E. Fries","South America - Neotropics","Bolivia",NA,"Gran Chaco, Canto del monte.",NA,NA,NA,"US03636460",NA,"Caryophyllales","Schinz ex Pederson",NA,"1688","1902","4","22",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2020-09-12 05:00:02-03","US","US","3249393","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","T. M. Petersen","South America","Argentina","Entre Rios","Ruta 127 Km. 156. Dep. Concordia.",NA,NA,NA,"US03636451",NA,"Caryophyllales","Schinz ex Pederson",NA,"7341","1964","11","27",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"85","2020-09-12 05:00:02-03","US","US","3432802","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","A. Schinini, E. Cabral & R. Vanni","South America","Argentina","Corrientes","Dep. Alvear. 4 Km NE de Alvear, Ea. Santa Ana, costa río Uruguay.",NA,NA,NA,"US03636450",NA,"Caryophyllales","Schinz ex Pederson",NA,"16906","1979","2","9",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"86","2020-09-12 05:00:02-03","US","US","2122592","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","T. Pederson","South America","Argentina","Corrientes","Estancia Santa Maria. Dep. Mburucuyá.",NA,NA,NA,"US03636454",NA,"Caryophyllales","Schinz ex Pederson",NA,"860","1950","11","18",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","2283543","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","T. Pederson","South America","Argentina","Entre Rios","On humid loam in half-shade Cuá, in the R. Uruguay, near Concepción.",NA,NA,NA,"US03636453",NA,"Caryophyllales","Schinz ex Pederson",NA,"4739","1957","12","17",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"88","2019-11-13 11:14:08-03","USP","SPF","130645","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Lombardi, JA",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"SPF00130645",NA,NA,"Schinz ex Pedersen","Senna, L","1749","1997","05","23","Januária","-44.254722","-15.140278",NA,NA,NA,NA,NA,"-44.254722","-15.140278","2015","07",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:14:08-03","USP","SPF","149864","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Vanni, R","Southern America","Argentina","Misiones","Dep. Iguazú.",NA,NA,NA,"SPF00149864",NA,NA,"Schinz ex Pedersen","Pedersen, TM","2792","1991","08","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:14:08-03","USP","SPF","96699","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Garcia, RJF",NA,"Brasil","São Paulo","Parque do Carmo",NA,NA,NA,"SPF00096699",NA,NA,"Schinz ex Pedersen","Senna, L","493","1995","05","25","São Paulo","-46.466667","-23.583333",NA,"750","750",NA,NA,"-46.466667","-23.583333","2015","07",NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:14:08-03","USP","SPF","115473","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Carmem",NA,"Brasil","São Paulo","Cemucam",NA,NA,NA,"SPF00115473",NA,NA,"Schinz ex Pedersen","Senna, L","s.n.","1984","02","08","Cotia","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,NA,NA,NA,"2015","07",NA,"23869","auto",NA,NA,NA,NA
"92","2019-11-13 11:14:08-03","USP","SPF","175173","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Rodrigues, MEF",NA,"Brasil","São Paulo","Represa Billings",NA,NA,NA,"SPF00175173",NA,NA,"Schinz ex Pedersen","Senna, L","29","2005","04","13","São Bernardo do Campo","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,"2015","07",NA,"31119","auto",NA,NA,NA,NA
"93","2019-11-13 11:14:08-03","USP","SPF","105747","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Godoy, SAP",NA,"Brasil","São Paulo","APA Parque e Fazenda do Carmo",NA,NA,NA,"SPF00105747",NA,NA,"Schinz ex Pedersen","Senna, L","677","1995","07","26","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"2015","07",NA,"53584","auto",NA,NA,NA,NA
"94","2019-01-25 15:33:23-02","IAC","IAC","4311","S","Plantae","Amaranthaceae-06.Gomphrenoideae","Alternanthera","kurtzii","Alternanthera kurtzii","A. Carvalho (1)",NA,"Brasil","Paraná","Rio das Cinzas",NA,NA,NA,NA,NA,NA,"Schinz ex Pedersen","J.C. Siqueira","s/nº","1938","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","04","09",NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:31:32-03","UFRGS","ICN","045528","S","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Pedersen, TM","América do Sul","Argentina","Corrientes","Estancia La Yela",NA,NA,"Trainling or rooting, or leaning, growingover and among shrublets and rosettes of spiny Bromeliads. - Scrubby woodland on clay",NA,"Dicotyledon",NA,"Schinz ex Pedersen","Pedersen, TM","s.n.","1974","08","21","Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:31:32-03","UFRGS","ICN","045823","S","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii","Quarín, C","América do Sul","Argentina","Chaco",NA,NA,NA,"Procumbente, flores blanquecinas",NA,"Dicotyledon",NA,"Schinz ex Pedersen",NA,"s.n.","1975","04","26","General Donovan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:31:32-03","UFRGS","ICN","196815","S","Plantae","Amaranthaceae","Alternanthera","kurtzii","Alternanthera kurtzii kurtzii","Ferrucci, MS; et al.","América do Sul","Argentina","Misiones","Parque Nacional Iguazú. Camino a Garganta del Diablo",NA,NA,"apoyante, flores blancas",NA,"Dicotyledon",NA,"Schinz ex Pedersen","Medina, WA","3465","2017","03","21","Iguazú","-54.445","-25.700833",NA,"185","185",NA,NA,"-54.445","-25.700833","2017",NA,NA,NA,NA,NA,NA,NA,"kurtzii"
