"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","occurrenceRemarks","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","class","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus"
"49","2021-03-16 17:52:40-03","UCS","HUCS","12185","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden","Smith, S.F.","1997","12",NA,"Wasum, R.A.","1997","11","22","Brasil","Rio Grande do Sul","São José dos Ausentes","Serra da Rocinha","-50.0657997131348","-28.7483005523682",NA,NA,NA,"em beira da estrada",NA,"Angiospermae","Gunnerales","s.n.",NA,"1450","1450",NA,NA,NA,"42598","auto",NA,NA,NA
"50","2019-11-25 12:12:05-03","UFSM","SMDB","6849","S","Plantae","Gunneraceae","Gunnera","brasiliensis","Gunnera brasiliensis","Schindl.","Breier, TB",NA,NA,NA,"Breier, TB","1998","01","02","Brasil","Rio Grande do Sul","Cambará do Sul","Próximo ao canhão da Fortaleza Canyon","-50.1446990966797","-29.0478000640869",NA,NA,"SMDB006849","Maior folha encontrada no estado.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA
"51","2020-12-21 16:29:20-03","MBM","MBM","390773","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Felitto, G.","2014","03","24","Ariati, V.; Felitto, G.; Bianchin, J.E.; Czelusniak, B.H.; Dutra, M.M.; Felitto, G.; Bianchin, J.E.; Czelusniak, B.H.; Dutra, M.M.","2014","03","24","Brazil","Rio Grande do Sul","São José dos Ausentes","Pico do Monte Negro","-50.0657997131348","-28.7483005523682",NA,NA,"MBM390773","Erva, 1m. Na beira da escarpa.; Campo de Altitude.","MBM390773 MBM390773_1",NA,NA,"962","Southern America",NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA
"52","2020-12-21 16:29:20-03","MBM","MBM","172215","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Kummrow, R.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","1994","11","23","Brazil","Santa Catarina","Praia Grande","Rod. SC-450, Serra do Faxinal","-49.9502983093262","-29.1966991424561",NA,NA,"MBM172215",NA,"MBM172215",NA,NA,"61255","Southern America",NA,NA,NA,NA,NA,"21549","auto",NA,NA,NA
"53","2020-12-21 16:29:20-03","MBM","MBM","386940","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Barboza, E.","2013","12","03","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","05","Brazil","Santa Catarina","Urubici","Morro da Igreja, topo do morro","-49.481944","-28.127444","-49.481944","-28.127444","MBM386940","Inflorescência rosa no ápice e creme na base.","MBM386940",NA,NA,"10072","Southern America","1770","1770",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:29:20-03","MBM","MBM","386940","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Barboza, E.","2013","12","03","Cervi, A.C.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2013","11","05","Brazil","Santa Catarina","Urubici","Morro da Igreja, topo do morro","-49.481944","-28.127444","-49.481944","-28.127444","MBM386940","Inflorescência rosa no ápice e creme na base.","MBM386940",NA,NA,"10072","Southern America","1770","1770",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:29:20-03","MBM","MBM","191738","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Kummrow, R.",NA,NA,NA,"Ribas, O.S.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.",NA,NA,NA,"Brazil","Paraná","Curitiba","Rod. BR-470, km 209","-49.2731018066406","-25.4277992248535",NA,NA,"MBM191738",NA,"MBM191738",NA,NA,"1222","Southern America",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"56","2020-12-21 16:29:20-03","MBM","MBM","60673","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1979","01","24","Brazil","Paraná","Morretes","Serra do Marumbi, Morro Redondo","-48.834400177002","-25.476900100708",NA,NA,"MBM060673",NA,"MBM060673 MBM060673_1",NA,NA,"41953","Southern America",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA
"57","2020-12-21 16:29:20-03","MBM","MBM","189839","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","Cambará do Sul","Estrada para Praia Grande","-50.1446990966797","-29.0478000640869",NA,NA,"MBM189839",NA,"MBM189839",NA,NA,"2321","Southern America",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA
"58","2020-12-21 16:29:20-03","MBM","MBM","301867","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","2004","10","20","Brazil","Rio Grande do Sul","São José dos Ausentes","Serra da Rocinha, alto","-50.0657997131348","-28.7483005523682",NA,NA,"MBM301867",NA,"MBM301867",NA,NA,"78256","Southern America",NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA
"59","2020-12-21 16:29:20-03","MBM","MBM","125312","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","1988","10","04","Brazil","Santa Catarina","Lauro Müller","Rod. SC-436, Serra Rio do Ratro","-49.3967018127441","-28.3927993774414",NA,NA,"MBM125312",NA,"MBM125312 MBM125312_1",NA,NA,"52364","Southern America",NA,NA,NA,NA,NA,"15992","auto",NA,NA,NA
"60","2015-09-04 01:49:01-03","MNHN","RECOLNAT_MNHN_P","P02371108","PreservedSpecimen",NA,"Gunneraceae","Gunnera","brasiliensis","Gunnera brasiliensis","Schindl.",NA,NA,NA,NA,"Rambo, B.","1946","2","28","Brasil","Rio Grande do Sul",NA,"Bom Jesus; Aparados da Rocinha",NA,NA,NA,NA,"P02371108","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02371108' target='other'> <mi>dwc_moreinfo</mi></a>","P02371108_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"32435",NA
"61","2019-01-18 08:25:58-02","MNHN","RECOLNAT_MNHN_P","P00238859","PreservedSpecimen",NA,"Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.",NA,NA,NA,NA,"Ule, E.H.G.","1889","4",NA,"Brésil",NA,NA,"Nos rochedos da encosta da Serra de Oratorio, pr. St. Catharina",NA,NA,NA,NA,"P00238859","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00238859' target='other'> <mi>dwc_moreinfo</mi></a>","P00238859_01 P00238859_02",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"1229",NA
"62","2018-04-25 12:22:17-03","MNHN","RECOLNAT_MNHN_P","P00238860","PreservedSpecimen",NA,"Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.",NA,NA,NA,NA,"Ule, E.H.G.","1889","4",NA,"Brésil",NA,NA,"Nos rochedos da encosta da Serra de Oratorio, pr. St. Catharina",NA,NA,NA,NA,"P00238860","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00238860' target='other'> <mi>dwc_moreinfo</mi></a>","P00238860_01 P00238860_02",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,"1229",NA
"63","2020-12-11 11:36:44-03","UFMG","BHCB","143031","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden",NA,NA,NA,NA,"Verdi, M; Souza, NL de; Klemz, G","2010","03","09","Brasil","Santa Catarina","Rio Fortuna","Canyon Espraiado / Campo dos Padres. Floresta Ombrófila Mista","-49.320556","-27.990556","-49.320556","-27.990556",NA,"erva terrícola",NA,"Dicotyledon",NA,"3834","Southern America","145","145",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:36:44-03","UFMG","BHCB","28898","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-11 17:19:11-03","UFPR","UPCB","79570","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Dunaiski Jr, A.","2011","05","04","Dunaiski Jr, A.","2011","05","04","Brasil","Santa Catarina","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Erva com folhas de 2m, solo hidromórfico, 1800m alt..",NA,NA,NA,"4367",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA
"66","2018-09-26 04:37:00-03","MO","MOBOT","1813761","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André",NA,NA,NA,NA,"Dario A. Sánchez S.",NA,NA,NA,"Colombia","Antioquia","Frontino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sánchez S. 174","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2012-04-13 08:57:00-03","MO","MOBOT","2459325","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André",NA,NA,NA,NA,"Roberto M. Klein|A. Bresolin","1972","12","15","Brazil","Santa Catarina",NA,"Anitápolis. Rio Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klein 10623","South America","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2012-04-26 09:47:00-03","MO","MOBOT","3344078","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André","G. Hatschbach",NA,NA,NA,"Gert G. Hatschbach|R. Kummrow","1988","10","4","Brazil","Santa Catarina",NA,"Rod. SC 436, Serra Rio do Rastro, mun. Lauro Muller.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 52364","South America","1300.00000000","1500.00000000",NA,NA,NA,NA,NA,"1",NA,NA
"69","2018-12-27 11:24:00-02","MO","MOBOT","3467305","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André",NA,NA,NA,NA,"Fred A. Barkley",NA,NA,NA,"Colombia","Antioquia",NA,"[Sonson]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barkley 19An213","South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"70","2021-01-10 20:48:04-03","INPA","INPA","159629","compl","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden","Hatschbach, GG","1988",NA,NA,"Hatschbach, GG","1988","10","04","Brasil","Santa Catarina","Lauro Muller","Rod. SC 436, Serra Rio do Rastro.","-49.3967018127441","-28.3927993774414",NA,NA,"INPA0159629",NA,"INPA0159629 INPA0159629_1 INPA0159629_e","Dicotyledon Core Eudicots","Gunnerales","52364","Southern America","1300","1500",NA,NA,NA,"15992","auto",NA,NA,NA
"71","2020-08-31 09:10:41-03","INPA","INPA","159629","S","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden","Hatschbach, GG","1988",NA,NA,"Hatschbach, GG","1988","10","04","Brasil","Santa Catarina","Lauro Muller","Rod. SC 436, Serra Rio do Rastro.","-49.3967018127441","-28.3927993774414",NA,NA,"INPA0159629",NA,"INPA0159629 INPA0159629_1 INPA0159629_e","Dicotyledon Core Eudicots","Gunnerales","52364","Southern America","1300","1500",NA,NA,NA,"15992","auto",NA,NA,NA
"72","2020-05-14 15:50:13-03","FUVATES","HVAT","1655","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","E. Freitas","2004","12","01","E. Freitas","2004","12","01","Brasil","Rio Grande do Sul","São Francisco de Paula","Pró Mata.","-50.583611","-29.448056","-50º35'1''W","-29º26'53''S","HVAT00001655","Planta endêmica da região dos Aparados da Serra.; Local próximmo da borda da encosta da Serra Geral, a sudoeste da estação Pró-Mata.",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-09-12 05:00:02-03","US","US","2321271","PreservedSpecimen","Plantae","Haloragidaceae","Gunnera","manicata","Gunnera manicata","B.L. Linden","Mora-Osejo, L. E.",NA,NA,NA,"R. Reitz & R. M. Klein","1958","12","11","Brazil","Santa Catarina",NA,"Curral Falso, Bom Jardim, S. Joaquim",NA,NA,NA,NA,"US00410239","Common name: Urtigão","US00410239_01",NA,"Haloragidales","7784","South America","1500","1500",NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"74","2020-09-12 05:00:02-03","US","US","2197707","PreservedSpecimen","Plantae","Haloragidaceae","Gunnera","manicata","Gunnera manicata","B.L. Linden","Mora-Osejo, L. E.",NA,NA,NA,"L. B. Smith & R. Reitz","1952","2","27","Brazil","Rio Grande do Sul","Aparados da Serra","Capella de São José. (Bom Jesús)","-49.8333","-28.75",NA,NA,"US00410230",NA,"US00410230_01",NA,"Haloragidales","5919","South America","1200","1200",NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"75","2020-09-12 05:00:02-03","US","US","2197710","PreservedSpecimen","Plantae","Haloragidaceae","Gunnera","manicata","Gunnera manicata","B.L. Linden","Mora-Osejo, L. E.",NA,NA,NA,"L. B. Smith & R. Reitz","1952","2","27","Brazil","Rio Grande do Sul","Aparados da Serra","Capella de São José. (Bom Jesús)","-49.8333","-28.75",NA,NA,"US00410234",NA,"US00410234_01",NA,"Haloragidales","5919","South America","1200","1200",NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"76","2020-09-12 05:00:02-03","US","US","3072962","PreservedSpecimen","Plantae","Haloragidaceae","Gunnera","manicata","Gunnera manicata","B.L. Linden","Smith, S. F., (US), NMNH",NA,NA,NA,"R. A. Wasum","1986","10","25","Brazil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,"US00410233",NA,"US00410233_01",NA,"Haloragidales","2130","South America",NA,NA,NA,"Dicotyledonae",NA,"30776","auto","1",NA,NA
"77","2020-09-12 05:00:02-03","US","US","2485415","PreservedSpecimen","Plantae","Haloragidaceae","Gunnera","manicata","Gunnera manicata","B.L. Linden","Mora-Osejo, L. E.",NA,NA,NA,"R. M. King","1965","8","5","Colombia","Putumayo",NA,"Eastern Cordillera, Territory of Putumayo. El Mirador ', circa 50 km generally E of San Francisco.",NA,NA,NA,NA,"US00410232",NA,NA,NA,"Haloragidales","6192","South America - Neotropics","2100","2100",NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"78","2020-09-12 05:00:02-03","US","US","2403230","PreservedSpecimen","Plantae","Haloragidaceae","Gunnera","manicata","Gunnera manicata","B.L. Linden","Mora-Osejo, L. E.",NA,NA,NA,"R. Reitz & R. M. Klein","1958","8","21","Brazil","Santa Catarina",NA,"Serra do Oratório, Bom Jardim, S. Joaquim",NA,NA,NA,NA,"US00410238","Common name: Urtigão","US00410238_01",NA,"Haloragidales","6989","South America","1400","1400",NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"79","2020-09-12 05:00:02-03","US","US","1954687","PreservedSpecimen","Plantae","Haloragidaceae","Gunnera","manicata","Gunnera manicata","B.L. Linden","Mora-Osejo, L. E.",NA,NA,NA,"R. Reitz","1948","12","21","Brazil","Santa Catarina",NA,"Campos dos Padres",NA,NA,NA,NA,"US00410231",NA,"US00410231_01",NA,"Haloragidales","2669","South America","1700","1700",NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"80","2020-09-12 05:00:02-03","US","US","2197708","PreservedSpecimen","Plantae","Haloragidaceae","Gunnera","manicata","Gunnera manicata","B.L. Linden","Mora-Osejo, L. E.",NA,NA,NA,"L. B. Smith & R. Reitz","1952","2","27","Brazil","Rio Grande do Sul","Aparados da Serra","Capella de São José.","-49.8333","-28.75",NA,NA,"US00410236",NA,"US00410236_01",NA,"Haloragidales","5919","South America","1200","1200",NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"81","2020-09-12 05:00:02-03","US","US","2321272","PreservedSpecimen","Plantae","Haloragidaceae","Gunnera","manicata","Gunnera manicata","B.L. Linden","Mora-Osejo, L. E.",NA,NA,NA,"R. Reitz & R. M. Klein","1958","12","11","Brazil","Santa Catarina",NA,"Curral Falso, Bom Jardim, S. Joaquim",NA,NA,NA,NA,"US00410237","Common name: Urtigão","US00410237_01",NA,"Haloragidales","7784","South America","1500","1500",NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"82","2020-09-12 05:00:02-03","US","US","2197709","PreservedSpecimen","Plantae","Haloragidaceae","Gunnera","manicata","Gunnera manicata","B.L. Linden","Mora-Osejo, L. E.",NA,NA,NA,"L. B. Smith & R. Reitz","1952","2","27","Brazil","Rio Grande do Sul","Aparados da Serra","Capella de São José. (Bom Jesús)","-49.8333","-28.75",NA,NA,"US00410235",NA,"US00410235_01",NA,"Haloragidales","5919","South America","1200","1200",NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"83","2020-09-12 05:00:02-03","US","US","3368953","PreservedSpecimen","Plantae","Haloragidaceae","Gunnera","manicata","Gunnera manicata","B.L. Linden","Smith, S. F., (US), NMNH",NA,NA,NA,"R. A. Wasum","1997","11","22","Brazil","Rio Grande do Sul",NA,"Sao Jose dos Ausentes, Serra da Rocinha. [country previously entered as Argentina.]",NA,NA,NA,NA,"US00624972",NA,"US00624972_01",NA,"Haloragidales","12185","South America","1450","1450",NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"84","2019-12-09 17:30:02-03","UFPR","EFC","2367","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden","Kuniyoshi, Y.S.","1991","03","08","Ziller, S.R.","1991","02","23","Brasil","Santa Catarina","Urubici","P.N. de São Joaquim","-49.4816","-28.1277","-49.4816","-28.1277","EFC002367","Em campo de altitude no Morro da Igreja, 1822m s.n.m. __COMMOM_NAME__: Urtigão",NA,NA,NA,"165",NA,"1822","1822",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-12-09 17:30:02-03","UFPR","EFC","10918","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden","Dunaiski Jr., A.","2011","05","04","Dunaiski Jr., A.; et al.","2011","05","04","Brasil","Santa Catarina","Urubici","Morro da Igreja","-49.4816","-28.1277","-49.4816","-28.1277","EFC010918","Erva com folhas de 2m., solo hidromórfico, 1800m., de altitude.",NA,NA,NA,"4367",NA,"1800","1800",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-15 18:27:25-03","USP","SPF","208461","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden","Heiden, G","2011","11","12","Heiden, G; Oliveira, CT","2011","11","12","Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco, Rodovia SC 439, próximo da divisa Grão Pará/Urubici.","-49.366944","-28.056389","-49.366944","-28.056389","SPF00208461","Erva, ca. 2 m alt. Pecíolos ca. 1 m compr., castanhos ou verdes com áculeo verde-claros. Folhas ca. 1,5 m de diâmetro. Inflorescências ca. 70 cm compr., pedúnculo verde, flores castanhas.",NA,NA,NA,"1785",NA,"1249","1249",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-13 11:20:22-03","USP","SPF","217597","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden","Mello-Silva, R","2015",NA,NA,"Mello-Silva, R","2015","01","31","Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Rio do Rastro, Beira da rodovia SC-390, ca. 9 km de Bom Jardim da Serrra, em direção à descida da serra.","-49.560611","-28.375222","-49.560611","-28.375222","SPF00217597",NA,NA,NA,NA,"3797",NA,"1385","1385",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-15 18:27:25-03","USP","SPF","223266","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden","Santos, MF","2011",NA,NA,"Santos, MF","2011","04","02","Brasil","Santa Catarina","Timbé do Sul","Estrada que desce a Serra da Rocinha, de São José dos Ausentes para Timbé do Sul. Em barranco na beira da estrada, grande população.","-49.950639","-28.800361","-49.950639","-28.800361","SPF00223266","Erva robusta, 2 m alt. Escamas no ápice do caule ocráceas. Folhas com pecíolo de até mais de um metro, lâmina com até mais de um metro de diâmetro. Pecíolo imaturo avermelhado, acúleos verdes. Ráquis da inflorescência verde. Frutos i",NA,NA,NA,"677",NA,"1194","1194",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-10-07 09:23:30-03","UEFS","HUEFS","104542","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex André",NA,NA,NA,NA,"Hatschbach, G.","2004","10","20","Brasil","Rio Grande do Sul","São José dos Ausentes","Serra da Rochinha.","-50.0657997131348","-28.7483005523682",NA,NA,"HUEFS0104542",NA,"HUEFS0104542","Angiospermae","Gunnerales","78256",NA,NA,NA,NA,"Myrothamnanae",NA,"42598","auto",NA,NA,NA
"90","2019-09-04 18:52:28-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Gunneraceae","Gunnera","brasiliensis","Gunnera brasiliensis",NA,NA,NA,NA,NA,"E. H. G. Ule","1889","4",NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Spermatophyta",NA,"1229","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]"
"91","2015-03-13 19:26:31-03","F","FMNH-SEEDPLANTS","V0280708F","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","brasiliensis","Gunnera brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0280708F",NA,"V0280708F_01","Spermatophyta",NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"92","2016-09-22 11:46:27-03","F","FMNH-SEEDPLANTS","V0280760F","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata",NA,NA,NA,NA,NA,"R. E. Schultes","1946","5","29","Colombia","Putumayo",NA,NA,"-76","3",NA,NA,"V0280760F",NA,"V0280760F_01","Spermatophyta",NA,"7656","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"93","2016-09-22 11:43:24-03","F","FMNH-SEEDPLANTS","V0280759F","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata",NA,NA,NA,NA,NA,"S. Yepes-Agredo",NA,NA,NA,"Colombia","Cauca",NA,NA,"-76.8333","2.5",NA,NA,"V0280759F",NA,"V0280759F_01","Spermatophyta",NA,"405","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"94","2018-09-28 12:34:30-03","F","FMNH-SEEDPLANTS","V0280757F","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata",NA,NA,NA,NA,NA,"R. E. Schultes & M. Villarreal V.","1946","5","29","Colombia","Putumayo",NA,NA,"-76","3",NA,NA,"V0280757F",NA,"V0280757F_01","Spermatophyta",NA,"7656","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"95","2016-09-22 11:47:13-03","F","FMNH-SEEDPLANTS","V0280756F","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata",NA,NA,NA,NA,NA,"R. E. Schultes","1946","5","29","Colombia","Putumayo",NA,NA,"-76","3",NA,NA,"V0280756F",NA,"V0280756F_01","Spermatophyta",NA,"7656","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"96","2016-09-22 11:44:33-03","F","FMNH-SEEDPLANTS","V0280753F","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata",NA,NA,NA,NA,NA,"R. E. Schultes","1946","5","29","Colombia","Putumayo",NA,NA,"-76","3",NA,NA,"V0280753F",NA,"V0280753F_01","Spermatophyta",NA,"7657","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"97","2020-11-12 17:00:12-03","UEL","FUEL","49017","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden","Verdi, M","2009","02","20","Verdi, M; et al.","2009","02","20","Brasil","Santa Catarina","Pouso Redondo","Serra dos Pires, Floresta Ombrófila Densa, beira da rodovia","-49.9338989257812","-27.2581005096436",NA,NA,NA,NA,NA,"Tracheophyta","Gunnerales","1682",NA,"972","972",NA,NA,NA,"18527","auto",NA,NA,NA
"98","2020-08-20 14:56:37-03","UFSC","FLOR","35981","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.",NA,NA,NA,NA,"Zanin, A.; Souza, M.L.; Rieper, M. & Nardin, J.","2007","03","13","Brasil","Santa Catarina","Urubici","Fazenda da Sra. Sônia Munaretto, campo leste do Cânion do Espraiado, Campo dos Padres.","-49.320556","-27.994444","49º19'14''W","27º59'40''S","FLOR0035981","formando população no campo, também com indivíduos isolados Habitat: banhado","FLOR0035981",NA,"Gunnerales","1341",NA,"1440","1440",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-08-20 20:39:14-03","UFSC","FLOR","29297","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Citadini-Zanette, V.","1994",NA,NA,"Santos, R. dos; Martinello, C.M.","1994","11","12","Brasil","Rio Grande do Sul","Cambará do Sul","Aparados da Serra, Itaimbezinho.","-50.1446990966797","-29.0478000640869",NA,NA,"FLOR0029297","flor com",NA,NA,"Gunnerales","133",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA
"100","2020-08-20 20:39:14-03","UFSC","FLOR","17610","PreservedSpecimen","Plantae","Gunneraceae","Gunnera","manicata","Gunnera manicata","Linden ex Delchev.","Falkenberg, D.B.","1997",NA,NA,"Falkenberg, D.B.","1987","11","07","Brasil","Santa Catarina","Bom Jardim da Serra","No topo da serra do Rio do Rastro, na beira da estrada.","-49.624698638916","-28.3369007110596",NA,NA,"FLOR0017610","subarbusto, 0,5m altura",NA,NA,"Gunnerales","4560",NA,"1400","1400",NA,NA,NA,"32577","auto",NA,NA,NA
