especie_original,cat_ameaca_cncflora_web,fonte
Elaphoglossum acrocarpum,VU,cncflora_web
Elaphoglossum amplissimum,EN,cncflora_web
Elaphoglossum edwallii,LC,cncflora_web
Elaphoglossum gayanum,LC,cncflora_web
Elaphoglossum herminieri,DD,cncflora_web
Elaphoglossum iguapense,LC,cncflora_web
Elaphoglossum insigne,LC,cncflora_web
Elaphoglossum itatiayense,NT,cncflora_web
Elaphoglossum langsdorffii,LC,cncflora_web
Elaphoglossum macahense,LC,cncflora_web
Elaphoglossum nigrescens,LC,cncflora_web
Elaphoglossum prestonii,LC,cncflora_web
Elaphoglossum scolopendrifolium,EN,cncflora_web
Elaphoglossum strictum,LC,cncflora_web
Elaphoglossum tamandarei,NT,cncflora_web
Elaphoglossum tectum,LC,cncflora_web
Elaphoglossum wettsteinii,NT,cncflora_web
Eleocharis bonariensis,LC,cncflora_web
Eleocharis loefgreniana,LC,cncflora_web
Eleocharis plicarhachis,LC,cncflora_web
Eleocharis stenocarpa,DD,cncflora_web
Eleocharis urceolata,DD,cncflora_web
Elephantopus riparius,LC,cncflora_web
Elleanthus linifolius,LC,cncflora_web
Eltroplectris calcarata,LC,cncflora_web
Encyclia argentinensis,LC,cncflora_web
Enydra anagallis,LC,cncflora_web
Epidendrum addae,VU,cncflora_web
Epidendrum ansiferum,LC|LC,cncflora_web
Epidendrum caldense,LC,cncflora_web
Epidendrum carpophorum,LC,cncflora_web
Epidendrum cauliflorum,DD,cncflora_web
Epidendrum chlorinum,LC,cncflora_web
Epidendrum coronatum,LC,cncflora_web
Epidendrum cristatum,LC,cncflora_web
Epidendrum dendrobioides,LC,cncflora_web
Epidendrum filicaule,LC,cncflora_web
Epidendrum geniculatum,NT|NT,cncflora_web
Epidendrum henschenii,EN,cncflora_web
Epidendrum hololeucum,NT|NT,cncflora_web
Epidendrum infaustum,DD,cncflora_web
Epidendrum martianum,LC,cncflora_web
Epidendrum paranaense,LC,cncflora_web
Epidendrum proligerum,LC,cncflora_web
Epidendrum saxatile,LC,cncflora_web
Epidendrum secundum,LC|LC,cncflora_web
Epidendrum tridactylum,LC,cncflora_web
Epidendrum vesicatum,LC,cncflora_web
Epiphyllum phyllanthus,LC,cncflora_web
Eremanthus elaeagnus,VU,cncflora_web
Eremanthus praetermissus,VU,cncflora_web
Eremanthus seidelii,VU,cncflora_web
Eriochrysis filiformis,LC,cncflora_web
Eriope crassipes,LC,cncflora_web
Eriosema glaziovii,DD,cncflora_web
Eriosema platycarpon,DD,cncflora_web
Eriosorus insignis,EN,cncflora_web
Eriotheca pubescens,LC,cncflora_web
Eryngium eriophorum,LC,cncflora_web
Eryngium eurycephalum,NT,cncflora_web
Eryngium glaziovianum,DD,cncflora_web
Eryngium koehneanum,VU,cncflora_web
Eryngium sanguisorba,LC,cncflora_web
Eryngium scirpinum,EN,cncflora_web
Erythroxylum ambiguum,LC,cncflora_web
Erythroxylum anguifugum,LC,cncflora_web
Erythroxylum catharinense,EN,cncflora_web
Erythroxylum coelophlebium,LC,cncflora_web
Erythroxylum myrsinites,LC,cncflora_web
Erythroxylum pelleterianum,LC,cncflora_web
Erythroxylum pulchrum,LC,cncflora_web
Escallonia chlorophylla,LC,cncflora_web
Escallonia farinacea,LC,cncflora_web
Escallonia obtusissima,VU,cncflora_web
Escobedia grandiflora,LC,cncflora_web
Esenbeckia hieronymi,NT,cncflora_web
Esenbeckia leiocarpa,LC,cncflora_web
Esenbeckia pilocarpoides,LC,cncflora_web
Eubrachion ambiguum,LC,cncflora_web
Eugenia anomala,LC,cncflora_web
Eugenia arenosa,LC,cncflora_web
Eugenia aurata,LC,cncflora_web
Eugenia bahiensis,LC,cncflora_web
Eugenia brasiliensis,LC,cncflora_web
Eugenia brunoi,EN,cncflora_web
Eugenia bunchosiifolia,VU,cncflora_web
Eugenia burkartiana,LC,cncflora_web
Eugenia cerasiflora,LC,cncflora_web
Eugenia cereja,LC,cncflora_web
Eugenia copacabanensis,LC,cncflora_web
Eugenia disperma,VU,cncflora_web
Eugenia excelsa,LC,cncflora_web
Eugenia florida,LC,cncflora_web
Eugenia gracillima,LC,cncflora_web
Eugenia hamiltonii,LC,cncflora_web
Eugenia hermesiana,CR,cncflora_web
Eugenia hiemalis,LC,cncflora_web
Eugenia klotzschiana,LC,cncflora_web
Eugenia macrobracteolata,EN,cncflora_web
Eugenia malacantha,EN,cncflora_web
Eugenia nutans,LC,cncflora_web
Eugenia oxyoentophylla,EN,cncflora_web
Eugenia peruibensis,EN,cncflora_web
Eugenia pisiformis,LC,cncflora_web
Eugenia platysema,LC,cncflora_web
Eugenia pluriflora,LC,cncflora_web
Eugenia prasina,LC,cncflora_web
Eugenia pruinosa,EN,cncflora_web
Eugenia repanda,EN,cncflora_web
Eugenia subterminalis,LC,cncflora_web
Eulophia ruwenzoriensis,DD,cncflora_web
Eupatorium lineatum,DD,cncflora_web
Euplassa cantareirae,EN,cncflora_web
Euploca salicoides,LC,cncflora_web
Euterpe edulis,VU,cncflora_web
Evolvulus aurigenius,LC,cncflora_web
Evolvulus barbatus,DD,cncflora_web
Evolvulus chrysotrichos,EN,cncflora_web
Evolvulus cressoides,NT,cncflora_web
Evolvulus filipes,LC,cncflora_web
Evolvulus fuscus,NT,cncflora_web
Evolvulus riedelii,EN,cncflora_web
Evolvulus stellariifolius,EN,cncflora_web
Faramea paratiensis,EN,cncflora_web
Fernseea bocainensis,CR,cncflora_web
Fernseea itatiaiae,EN,cncflora_web
Ficus catappifolia,LC,cncflora_web
Ficus cyclophylla,VU,cncflora_web
Ficus eximia,LC,cncflora_web
Ficus hirsuta,LC|NT,cncflora_web
Ficus luschnathiana,LC,cncflora_web
Ficus monckii,LC,cncflora_web
Ficus pulchella,LC,cncflora_web
Ficus salzmanniana,LC|NT,cncflora_web
Fissidens elegans,LC,cncflora_web
Fleischmannia remotifolia,LC,cncflora_web
Frangula polymorpha,LC,cncflora_web
Fridericia caudigera,LC,cncflora_web
Fridericia pubescens,LC,cncflora_web
Froelichia procera,DD,cncflora_web
Frullania beyrichiana,LC,cncflora_web
Fuchsia regia,LC,cncflora_web
Fuscocephaloziopsis crassifolia,LC,cncflora_web
Galactia benthamiana,LC,cncflora_web
Galactia decumbens,LC,cncflora_web
Galactia glaucescens,LC,cncflora_web
Galactia striata,LC,cncflora_web
Galeandra beyrichii,LC,cncflora_web
Galeandra paraguayensis,NT,cncflora_web
Galeandra styllomisantha,LC,cncflora_web
Galianthe cymosa,NT,cncflora_web
Galianthe peruviana,LC,cncflora_web
Galianthe pseudopeciolata,NT,cncflora_web
Galianthe souzae,EN,cncflora_web
Galianthe vaginata,EN,cncflora_web
Galium diphyllum,CR,cncflora_web
Galium equisetoides,LC,cncflora_web
Galium humile,LC,cncflora_web
Galium nigroramosum,LC,cncflora_web
Galium shepherdii,CR,cncflora_web
Gaultheria sleumeriana,CR,cncflora_web
Gaya domingensis,LC,cncflora_web
Gaya guerkeana,LC,cncflora_web
Gaya pilosa,LC,cncflora_web
Gaylussacia decipiens,NT,cncflora_web
Gaylussacia rhododendron,LC,cncflora_web
Gelasine coerulea,NT,cncflora_web
Genipa americana,LC,cncflora_web
Genipa infundibuliformis,LC,cncflora_web
Genlisea aurea,LC,cncflora_web
Genlisea filiformis,LC,cncflora_web
Genlisea repens,LC,cncflora_web
Geonoma gamiova,LC,cncflora_web
Geonoma schottiana,LC,cncflora_web
Glinus radiatus,LC,cncflora_web
Gochnatia orbiculata,LC,cncflora_web
Gochnatia rotundifolia,VU,cncflora_web
Gochnatia sordida,VU,cncflora_web
Goeppertia aemula,NT,cncflora_web
Goeppertia cylindrica,LC,cncflora_web
Goeppertia longibracteata,LC,cncflora_web
Goeppertia monophylla,LC,cncflora_web
Goeppertia zebrina,LC,cncflora_web
Gomesa barbaceniae,LC,cncflora_web
Gomesa concolor,LC,cncflora_web
Gomesa cornigera,LC,cncflora_web
Gomesa doeringii,DD,cncflora_web
Gomesa glaziovii,LC,cncflora_web
Gomesa gomezoides,LC,cncflora_web
Gomesa hydrophila,LC,cncflora_web
Gomesa imperatoris-maximiliani,LC,cncflora_web
Gomesa laxiflora,DD,cncflora_web
Gomesa lietzei,LC,cncflora_web
Gomesa longicornu,VU,cncflora_web
Gomesa majevskyae,EN,cncflora_web
Gomesa pectoralis,CR|CR,cncflora_web
Gomesa praetexta,LC|LC,cncflora_web
Gomesa radicans,LC,cncflora_web
Gomesa ramosa,LC,cncflora_web
Gomesa sarcodes,NT,cncflora_web
Gomesa uniflora,CR|LC,cncflora_web
Gomesa varicosa,LC,cncflora_web
Gomesa venusta,LC,cncflora_web
Gomphrena agrestis,LC,cncflora_web
Gomphrena elegans,LC,cncflora_web
Gomphrena graminea,LC,cncflora_web
Gomphrena macrocephala,LC,cncflora_web
Gomphrena paranensis,VU,cncflora_web
Gomphrena vaga,LC,cncflora_web
Gongora bufonia,LC,cncflora_web
Goniopteris cutiataensis,EN,cncflora_web
Goniopteris littoralis,EN,cncflora_web
Goniopteris multigemmifera,CR,cncflora_web
Gonolobus parviflorus,LC,cncflora_web
Gouania blanchetiana,LC,cncflora_web
Gouania corylifolia,VU,cncflora_web
Gouania inornata,EN,cncflora_web
Gouania ulmifolia,LC,cncflora_web
Govenia utriculata,LC,cncflora_web
Grammitis fluminensis,EN,cncflora_web
Grandiphyllum divaricatum,VU,cncflora_web
Grandiphyllum hians,VU,cncflora_web
Grazielia schultzii,LC,cncflora_web
Griffinia hyacinthina,EN,cncflora_web
Griselinia ruscifolia,NT,cncflora_web
Grobya fascifera,VU,cncflora_web
Guapira hirsuta,LC,cncflora_web
Guapira nitida,LC,cncflora_web
Guatteria australis,LC,cncflora_web
Guatteria sellowiana,LC,cncflora_web
Guettarda platyphylla,DD,cncflora_web
Gymnopogon burchellii,LC,cncflora_web
Gymnosiphon refractus,LC,cncflora_web
Gyptis lanigera,EN,cncflora_web
Gyptis vernoniopsis,EN,cncflora_web
Habenaria achalensis,VU,cncflora_web
Habenaria aphylla,DD,cncflora_web
Habenaria armata,LC,cncflora_web
Habenaria brachyplectron,CR,cncflora_web
Habenaria crucifera,DD,cncflora_web
Habenaria ernesti-ulei,EN,cncflora_web
Habenaria ernestulei,EN,cncflora_web
Habenaria exaltata,LC,cncflora_web
Habenaria galeandriformis,CR,cncflora_web
Habenaria gourlieana,LC,cncflora_web
Habenaria hexaptera,LC,cncflora_web
Habenaria hydrophila,DD,cncflora_web
Habenaria jordanensis,DD,cncflora_web
Habenaria leucosantha,LC,cncflora_web
Habenaria macronectar,LC,cncflora_web
Habenaria novaesii,CR,cncflora_web
Habenaria nuda,LC,cncflora_web
Habenaria regnellii,LC,cncflora_web
Habenaria rodeiensis,LC,cncflora_web
Habenaria santensis,DD,cncflora_web
Habenaria schwackei,LC,cncflora_web
Habenaria trifida,LC,cncflora_web
Habenaria umbraticola,LC,cncflora_web
Hadrolaelia coccinea,LC,cncflora_web
Hadrolaelia crispa,VU,cncflora_web
Hadrolaelia perrinii,VU,cncflora_web
Hadrolaelia purpurata,VU,cncflora_web
Hadrolaelia virens,LC,cncflora_web
Halodule emarginata,DD,cncflora_web
Halodule wrightii,LC,cncflora_web
Handroanthus albus,LC,cncflora_web
Handroanthus botelhensis,NT,cncflora_web
Handroanthus heptaphyllus,LC,cncflora_web
Handroanthus impetiginosus,NT,cncflora_web
Hapalorchis lineatus,LC,cncflora_web
Hatiora herminiae,VU,cncflora_web
Hebanthe pulverulenta,LC,cncflora_web
Heliconia angusta,LC,cncflora_web
Heliconia farinosa,LC,cncflora_web
Henriettea gomesii,DD,cncflora_web
Herbstia brasiliana,DD,cncflora_web
Herissantia nemoralis,LC,cncflora_web
Heteranthera zosterifolia,LC,cncflora_web
Heterocondylus amphidyctius,LC,cncflora_web
Heterocondylus lysimachioides,VU,cncflora_web
Heterocondylus pumilus,LC,cncflora_web
Heteropterys bicolor,LC,cncflora_web
Heteropterys brasiliensis,EN,cncflora_web
Heteropterys crinigera,VU,cncflora_web
Heteropterys fragilis,EN,cncflora_web
Heteropterys patens,NT,cncflora_web
Heteropterys pauciflora,LC,cncflora_web
Heteropterys thyrsoidea,EN,cncflora_web
Heterotaxis sessilis,LC,cncflora_web
Heterotaxis valenzuelana,LC,cncflora_web
Hexasepalum sarmentosum,LC,cncflora_web
Hibiscus bifurcatus,LC,cncflora_web
Hibiscus diversifolius,LC,cncflora_web
Hibiscus furcellatus,LC,cncflora_web
Hibiscus sororius,LC,cncflora_web
Hillia parasitica,LC,cncflora_web
Hillia ulei,LC,cncflora_web
Hippeastrum angustifolium,VU,cncflora_web
Hippeastrum morelianum,VU,cncflora_web
Hippeastrum psittacinum,EN,cncflora_web
Hippeastrum reginae,EN,cncflora_web
Hippeastrum striatum,EN,cncflora_web
Hiraea cuiabensis,LC,cncflora_web
Hiraea cuneata,LC,cncflora_web
Hiraea macrophylla,EN,cncflora_web
Hiraea wiedeana,EN,cncflora_web
Hoehneella heloisae,CR,cncflora_web
Hoehnephytum trixoides,LC,cncflora_web
Hohenbergia augusta,LC,cncflora_web
Holocheilus pinnatifidus,LC,cncflora_web
Homalolepis glabra,VU,cncflora_web
Homalolepis insignis,EN,cncflora_web
Homalolepis salubris,CR,cncflora_web
Homalopetalum hypoleptum,DD,cncflora_web
Hortia brasiliana,NT,cncflora_web
Houlletia brocklehurstiana,EN,cncflora_web
Huberia laurina,DD,cncflora_web
Huberia nettoana,NT,cncflora_web
Huberia semiserrata,LC,cncflora_web
Huntleya meleagris,LC,cncflora_web
Huperzia biformis,LC,cncflora_web
Huperzia christii,EN,cncflora_web
Huperzia flexibilis,LC,cncflora_web
Huperzia fontinaloides,LC,cncflora_web
Huperzia hexasticha,LC,cncflora_web
Huperzia mollicoma,EN,cncflora_web
Huperzia nuda,EN,cncflora_web
Huperzia quadrifariata,LC,cncflora_web
Huperzia sellowiana,VU,cncflora_web
Huperzia taxifolia,EN,cncflora_web
Hybanthus velutinus,DD,cncflora_web
Hydrocotyle exigua,DD,cncflora_web
Hydrocotyle pusilla,LC,cncflora_web
Hylocereus setaceus,LC,cncflora_web
Hymenachne donacifolia,LC,cncflora_web
Hymenachne pernambucensis,LC,cncflora_web
Hymenaea courbaril,LC,cncflora_web
Hymenaea martiana,LC,cncflora_web
Hymenolobium janeirense,LC,cncflora_web
Hymenophyllum elegans,CR,cncflora_web
Hymenophyllum fragile,LC,cncflora_web
Hymenophyllum magellanicum,LC,cncflora_web
Hymenophyllum rufum,LC,cncflora_web
Hymenophyllum sampaioanum,CR,cncflora_web
Hymenophyllum silveirae,CR,cncflora_web
Hypericum mutilum,VU,cncflora_web
Hypericum piriai,NT,cncflora_web
Hypericum rigidum,LC,cncflora_web
Hyptidendron asperrimum,LC,cncflora_web
Hyptis alpestris,EN,cncflora_web
Hyptis althaeifolia,LC,cncflora_web
Hyptis eriophylla var. coriifolia,LC,cncflora_web
Hyptis lagenaria,LC,cncflora_web
Hyptis lutescens,LC,cncflora_web
Hyptis paludosa,LC,cncflora_web
Hyptis tenuifolia,NT,cncflora_web
Ichnanthus bambusiflorus,LC,cncflora_web
Ichthyothere integrifolia,LC,cncflora_web
Idiothamnus pseudorgyalis,LC,cncflora_web
Ilex chamaedryfolia,LC,cncflora_web
Ilex paraguariensis,LC,cncflora_web
Indigofera bongardiana,LC,cncflora_web
Indigofera guaranitica,LC,cncflora_web
Inga bullata,NT,cncflora_web
Inga lanceifolia,LC,cncflora_web
Inga laurina,LC,cncflora_web
Inga lenticellata,LC,cncflora_web
Inga lentiscifolia,NT,cncflora_web
Inga praegnans,VU,cncflora_web
Inga sellowiana,NT,cncflora_web
Inulopsis camporum,LC,cncflora_web
Inulopsis scaposa,LC,cncflora_web
Ionopsis utricularioides,LC,cncflora_web
Ipomoea acutisepala,LC,cncflora_web
Ipomoea argentea,DD,cncflora_web
Ipomoea campestris,DD,cncflora_web
Ipomoea cynanchifolia,DD,cncflora_web
Ipomoea fimbriosepala,LC,cncflora_web
Ipomoea hirsutissima,DD,cncflora_web
Ipomoea sericophylla,LC,cncflora_web
Ipomoea subrevoluta,VU,cncflora_web
Isabelia violacea,LC,cncflora_web
Isabelia virginalis,VU,cncflora_web
Ischnosiphon ovatus,EN,cncflora_web
Isoetes bradei,EN,cncflora_web
Isoetes martii,LC,cncflora_web
Isostigma crithmifolium,DD|LC|LC,cncflora_web
Isostigma peucedanifolium,DD|LC|LC,cncflora_web
Isostigma speciosum,DD|LC|LC,cncflora_web
Itatiella ulei,NT,cncflora_web
Jacaranda macrantha,LC,cncflora_web
Jacaranda puberula,LC,cncflora_web
Jacaranda subalpina,LC,cncflora_web
Jacaratia spinosa,LC,cncflora_web
Jacquiniella globosa,LC,cncflora_web
Jamesonia insignis,EN,cncflora_web
Janusia occhionii,EN,cncflora_web
Joannesia princeps,LC,cncflora_web
Jungermannia amoena,LC,cncflora_web
Justicia brasiliana,LC,cncflora_web
Justicia catharinensis,NT,cncflora_web
Justicia kleinii,LC,cncflora_web
Justicia laevilinguis,LC,cncflora_web
Justicia lythroides,LC,cncflora_web
Justicia polita,EN,cncflora_web
Justicia scheidweileri,LC,cncflora_web
Koanophyllon adamantium,LC,cncflora_web
Krapovickasia urticifolia,LC,cncflora_web
Lacistema lucidum,DD,cncflora_web
Ladenbergia hexandra,LC,cncflora_web
Laelia gloriosa,LC,cncflora_web
Lafoensia nummularifolia,VU,cncflora_web
Lafoensia pacari,LC,cncflora_web
Lamanonia cuneata,LC,cncflora_web
Langsdorffia hypogaea,LC,cncflora_web
Lankesterella ceracifolia,LC,cncflora_web
Laplacea fructicosa,LC,cncflora_web
Laplacea fruticosa,LC,cncflora_web
Lathyrus hasslerianus,LC,cncflora_web
Laurembergia tetrandra,LC,cncflora_web
Lavoisiera imbricata,LC,cncflora_web
Lavoisiera pulchella,LC,cncflora_web
Leandra echinata,LC,cncflora_web
Leandra humilis,DD,cncflora_web
Leandra humilis var. glabrata,DD,cncflora_web
Leandra parvifolia,NT,cncflora_web
Leandra salicina,NT,cncflora_web
Lecythis lanceolata,LC,cncflora_web
Leersia ligularis,VU,cncflora_web
Lellingeria brasiliensis,VU,cncflora_web
Lellingeria itatimensis,CR,cncflora_web
Lellingeria limula,CR,cncflora_web
Lellingeria suspensa,LC,cncflora_web
Lellingeria tamandarei,EN,cncflora_web
Lemna valdiviana,LC,cncflora_web
Lepanthopsis densiflora,DD,cncflora_web
Lepanthopsis floripecten,LC,cncflora_web
Lepidaploa aurea,LC,cncflora_web
Lepidaploa chamissonis,NT,cncflora_web
Lepidaploa cotoneaster,LC,cncflora_web
Lepismium cruciforme,LC,cncflora_web
Lepismium houlletianum,LC,cncflora_web
Lepismium warmingianum,LC,cncflora_web
Leptodontium wallisii,VU,cncflora_web
Leptoscyphus gibbosus,LC,cncflora_web
Leptotes bicolor,LC,cncflora_web
Lessingianthus argenteus,VU,cncflora_web
Lessingianthus asteriflorus,EN,cncflora_web
Lessingianthus elegans,NT,cncflora_web
Lessingianthus exiguus,VU,cncflora_web
Lessingianthus grandiflorus,NT,cncflora_web
Lessingianthus pumillus,VU,cncflora_web
Lessingianthus zuccarinianus,VU,cncflora_web
Licania gardneri,LC,cncflora_web
Licania indurata,EN,cncflora_web
Linum littorale,LC,cncflora_web
Liparis vexillifera,LC,cncflora_web
Lippia campestris,EN,cncflora_web
Lippia duartei,CR,cncflora_web
Lithachne horizontalis,EN,cncflora_web
Lobelia anceps,EN,cncflora_web
Lobelia hederacea,NT,cncflora_web
Lobelia hilaireana,EN,cncflora_web
Lobelia nummularioides,LC,cncflora_web
Lobelia xalapensis,LC,cncflora_web
Loefgrenianthus blanche-amesiae,LC,cncflora_web
Loefgrenianthus blanche-amesii,LC,cncflora_web
Lonchocarpus muehlbergianus,DD,cncflora_web
Lophophytum leandri,LC,cncflora_web
Lophophytum pyramidale,LC,cncflora_web
Loudetia flammida,LC,cncflora_web
Luehea candicans,LC,cncflora_web
Luehea conwentzii,LC,cncflora_web
Luetzelburgia guaissara,LC,cncflora_web
Lulia nervosa,EN,cncflora_web
Lundia damazii,VU,cncflora_web
Lundia damazioi,VU,cncflora_web
Luziola brasiliensis,VU,cncflora_web
Lychnophora ericoides,NT,cncflora_web
Lycianthes repens,EN,cncflora_web
Lycium glomeratum,DD,cncflora_web
Lycopodium jussiaei,EN,cncflora_web
Lyroglossa grisebachii,LC,cncflora_web
Lysimachia barbata,EN,cncflora_web
Lysimachia buxifolia,EN,cncflora_web
Lytoneuron crenulans,DD,cncflora_web
Lytoneuron itatiaiense,EN,cncflora_web
Lytoneuron lomariaceum,LC,cncflora_web
Machaerina ensifolia,NT,cncflora_web
Machaerium nyctitans,LC,cncflora_web
Machaerium paraguariense,LC,cncflora_web
Machaerium villosum,LC,cncflora_web
Macroditassa adnata,LC,cncflora_web
Macroditassa marianae,CR,cncflora_web
Macroscepis magnifica,DD,cncflora_web
Macrotorus utriculatus,LC,cncflora_web
Magnolia ovata,LC,cncflora_web
Magonia pubescens,LC,cncflora_web
Malachra radiata,LC,cncflora_web
Malaxis excavata,LC,cncflora_web
Malaxis jaraguae,VU,cncflora_web
Malaxis parthonii,LC,cncflora_web
Malouetia cestroides,LC,cncflora_web
Malvastrum americanum,LC,cncflora_web
Mandevilla coccinea,LC,cncflora_web
Mandevilla fragrans,LC,cncflora_web
Mandevilla hirsuta,LC,cncflora_web
Mandevilla sellowii,NT,cncflora_web
Mandevilla venulosa,NT,cncflora_web
Manettia campanulacea,CR,cncflora_web
Manettia pauciflora,EN,cncflora_web
Manettia tweedieana,NT,cncflora_web
Manihot procumbens,VU,cncflora_web
Manilkara subsericea,EN|LC,cncflora_web
Mapinguari desvauxianus,LC,cncflora_web
Marcgravia polyantha,LC,cncflora_web
Margaritaria nobilis,LC,cncflora_web
Marlierea krapovickae,EN,cncflora_web
Marlierea regeliana,LC,cncflora_web
Marlierea reitzii,LC,cncflora_web
Marlierea skortzoviana,CR,cncflora_web
Marlierea suaveolens,LC,cncflora_web
Marsdenia altissima,LC,cncflora_web
Matelea glaziovii,VU,cncflora_web
Matelea marcoassisii,VU,cncflora_web
Maxillaria cleistogama,LC,cncflora_web
Maxillaria crassifolia,LC,cncflora_web
Maxillaria desvauxiana,LC,cncflora_web
Maxillaria elluziae,LC,cncflora_web
Maxillaria marginata,NT,cncflora_web
Maxillaria parviflora,LC,cncflora_web
Maxillaria phoenicanthera,LC,cncflora_web
Maxillaria schunkeana,EN,cncflora_web
Maxillaria valenzuelana,LC,cncflora_web
Maytenus aquifolia,LC,cncflora_web
Maytenus brasiliensis,LC,cncflora_web
Maytenus floribunda,LC,cncflora_web
Maytenus glaucescens,LC,cncflora_web
Maytenus robusta,LC,cncflora_web
Medusantha eriophylla var. coriifolia,LC,cncflora_web
Megalastrum wacketii,EN,cncflora_web
Melanoxylon brauna,VU,cncflora_web
Melanthera latifolia,LC,cncflora_web
Melasma rhinanthoides,LC,cncflora_web
Melica arzivencoi,EN,cncflora_web
Melpomene peruviana,LC,cncflora_web
Meniscium angustifolium,LC,cncflora_web
Meniscium macrophyllum,LC,cncflora_web
Merostachys abadiana,CR,cncflora_web
Merostachys burmanii,EN,cncflora_web
Merostachys caucaiana,CR,cncflora_web
Merostachys neesii,DD,cncflora_web
Merostachys scandens,CR,cncflora_web
Merostachys skvortzovii,LC,cncflora_web
Mesadenella atroviridis,NT,cncflora_web
Mesosetum ferrugineum,LC,cncflora_web
Metzgeria brasiliensis,LC,cncflora_web
Metzgeria liebmanniana,LC,cncflora_web
Metzgeria psilocraspeda,LC,cncflora_web
Metzgeria subaneura,DD,cncflora_web
Miconia doriana,LC,cncflora_web
Miconia eichleri,LC,cncflora_web
Miconia fasciculata,LC,cncflora_web
Miconia longicuspis,NT,cncflora_web
Miconia mendoncae,VU,cncflora_web
Miconia paniculata,LC,cncflora_web
Miconia paucidens,LC,cncflora_web
Miconia picinguabensis,EN,cncflora_web
Miconia polyandra,LC,cncflora_web
Miconia robusta,LC,cncflora_web
Miconia robustissima,LC,cncflora_web
Miconia setosociliata,VU,cncflora_web
Miconia willdenowii,LC,cncflora_web
Micranthemum umbrosum,LC,cncflora_web
Microchilus arietinus,LC,cncflora_web
Microgramma crispata,LC,cncflora_web
Microlicia doryphylla,NT,cncflora_web
Microlicia fasciculata,LC,cncflora_web
Microlicia humilis,VU,cncflora_web
Microlicia isophylla,NT,cncflora_web
Microlicia myrtoidea,NT,cncflora_web
Micropholis crassipedicellata,LC,cncflora_web
Microtea scabrida,LC,cncflora_web
Miersiella umbellata,LC,cncflora_web
Mikania argyreiae,VU,cncflora_web
Mikania biformis,NT,cncflora_web
Mikania capricorni,NT,cncflora_web
Mikania chlorolepis,NT,cncflora_web
Mikania decumbens,NT,cncflora_web
Mikania glomerata,LC,cncflora_web
Mikania hastato-cordata,VU,cncflora_web
Mikania hemisphaerica,LC,cncflora_web
Mikania lindbergii,LC,cncflora_web
Mikania lindleyana,LC,cncflora_web
Mikania microdonta,LC,cncflora_web
Mikania microptera,NT,cncflora_web
Mikania oblongifolia,LC,cncflora_web
Mikania oreophila,EN,cncflora_web
Mikania rufescens,NT,cncflora_web
Mikania smaragdina,NT,cncflora_web
Mikania ternata,LC,cncflora_web
Mikania trinervis,LC,cncflora_web
Mikania ulei,LC,cncflora_web
Mikania warmingii,EN,cncflora_web
Miltonia clowesii,NT,cncflora_web
Miltonia cuneata,NT,cncflora_web
Miltonia flavescens,LC,cncflora_web
Miltonia kayasimae,CR,cncflora_web
Miltonia regnellii,LC,cncflora_web
Miltonia russelliana,NT,cncflora_web
Miltonia spectabilis,LC,cncflora_web
Mimosa lanata,DD,cncflora_web
Mimosa myuros,VU,cncflora_web
Minaria acerosa,LC,cncflora_web
Mollinedia argyrogyna,LC,cncflora_web
Mollinedia blumenaviana,NT,cncflora_web
Mollinedia boracensis,NT,cncflora_web
Mollinedia engleriana,LC,cncflora_web
Mollinedia gilgiana,LC,cncflora_web
Mollinedia luizae,VU,cncflora_web
Mollinedia ovata,LC,cncflora_web
Mollinedia pachysandra,LC,cncflora_web
Monteverdia aquifolia,LC,cncflora_web
Monteverdia brasiliensis,LC,cncflora_web
Monteverdia floribunda,LC,cncflora_web
Monteverdia glaucescens,LC,cncflora_web
Moquiniastrum cinereum,LC,cncflora_web
Moquiniastrum sordidum,VU,cncflora_web
Mormolyca cleistogama,LC,cncflora_web
Mostuea muricata,VU,cncflora_web
Myracrodruon urundeuva,LC,cncflora_web
Myrceugenia alpigena,LC,cncflora_web
Myrceugenia bracteosa,EN,cncflora_web
Myrceugenia brevipedicellata,EN,cncflora_web
Myrceugenia campestris,LC,cncflora_web
Myrceugenia franciscensis,EN,cncflora_web
Myrceugenia gertii,EN,cncflora_web
Myrceugenia glaucescens,LC,cncflora_web
Myrceugenia hamoniana,EN,cncflora_web
Myrceugenia hoehnei,VU,cncflora_web
Myrceugenia kleinii,VU,cncflora_web
Myrceugenia miersiana,LC,cncflora_web
Myrceugenia myrcioides,LC,cncflora_web
Myrceugenia oxysepala,LC,cncflora_web
Myrceugenia pilotantha,LC,cncflora_web
Myrceugenia reitzii,NT,cncflora_web
Myrceugenia rufescens,LC,cncflora_web
Myrceugenia scutellata,NT,cncflora_web
Myrceugenia smithii,EN,cncflora_web
Myrceugenia venosa,LC,cncflora_web
Myrcia diaphana,VU,cncflora_web
Myrcia dichrophylla,LC,cncflora_web
Myrcia eriopus,LC,cncflora_web
Myrcia flagellaris,NT,cncflora_web
Myrcia follii,CR|NT,cncflora_web
Myrcia guianensis,LC,cncflora_web
Myrcia heringii,LC,cncflora_web
Myrcia hexasticha,EN,cncflora_web
Myrcia insularis,LC,cncflora_web
Myrcia isaiana,EN,cncflora_web
Myrcia oblongata,LC,cncflora_web
Myrcia obovata,LC,cncflora_web
