familia,especie_autor,especie_original,cat_ameaca_sp,fonte
Myrtaceae,Plinia pseudodichasiantha (Kiaersk.) G.M.Barroso ex Sobral,Plinia pseudodichasiantha,VU,SP_oficial
Myrtaceae,Psidium giganteum Mattos,Psidium giganteum,EN,SP_oficial
Myrtaceae,Psidium salutare (Kunth) O.Berg,Psidium salutare,EX,SP_oficial
Myrtaceae,Psidium sartorianum Nied.,Psidium sartorianum,VU,SP_oficial
Myrtaceae,Siphoneugena kuhlmannii Mattos,Siphoneugena kuhlmannii,VU,SP_oficial
Myrtaceae,Siphoneugena reitzii D.Legrand,Siphoneugena reitzii,VU,SP_oficial
Nyctaginaceae,Guapira nitida (Mart. ex J.A.Schmidt) Lundell,Guapira nitida,VU,SP_oficial
Nyctaginaceae,Neea verticillata Ruiz & Pav.,Neea verticillata,EX,SP_oficial
Olacaceae,Heisteria perianthomega (Vell.) Sleumer,Heisteria perianthomega,EX,SP_oficial
Orchidaceae,Anathallis gehrtii (Hoehne & Schltr.) F.Barros,Anathallis gehrtii,VU,SP_oficial
Orchidaceae,Bifrenaria racemosa (Hook.) Lindl.,Bifrenaria racemosa,EX,SP_oficial
Orchidaceae,Bifrenaria tyrianthina (Lodd.) Reichb.f.,Bifrenaria tyrianthina,EW,SP_oficial
Orchidaceae,Brachionidium restrepioides (Hoehne) Pabst,Brachionidium restrepioides,VU,SP_oficial
Orchidaceae,Cattleya guttata Lindl.,Cattleya guttata,VU,SP_oficial
Orchidaceae,Cattleya harrisoniana Batem. ex Lindl.,Cattleya harrisoniana,VU,SP_oficial
Orchidaceae,Cattleya intermedia Grah.,Cattleya intermedia,VU,SP_oficial
Orchidaceae,Cattleya labiata Lindl.,Cattleya labiata,VU,SP_oficial
Orchidaceae,Cattleya perrinii Lindl.,Cattleya perrinii,VU,SP_oficial
Orchidaceae,Cattleya purpurata (Lindl. & Paxton) Van den Berg,Cattleya purpurata,EW,SP_oficial
Orchidaceae,Cattleya tigrina A.Rich.,Cattleya tigrina,EW,SP_oficial
Orchidaceae,Cattleya velutina Rchb.f.,Cattleya velutina,VU,SP_oficial
Orchidaceae,Cattleya walkeriana Gardner,Cattleya walkeriana,VU,SP_oficial
Orchidaceae,Chytroglossa paulensis Edwall,Chytroglossa paulensis,EX,SP_oficial
Orchidaceae,Cirrhaea fuscolutea Lindl.,Cirrhaea fuscolutea,EN,SP_oficial
Orchidaceae,Cirrhaea loddigesii Lindl.,Cirrhaea loddigesii,CR,SP_oficial
Orchidaceae,Cirrhaea longiracemosa Hoehne,Cirrhaea longiracemosa,VU,SP_oficial
Orchidaceae,Cyrtopodium blanchetii Rchb.f.,Cyrtopodium blanchetii,VU,SP_oficial
Orchidaceae,Cyrtopodium brandonianum Barb.Rodr.,Cyrtopodium brandonianum,EX,SP_oficial
Orchidaceae,Cyrtopodium dusenii Schltr.,Cyrtopodium dusenii,VU,SP_oficial
Orchidaceae,Cyrtopodium fowliei L.Menezes,Cyrtopodium fowliei,EN,SP_oficial
Orchidaceae,Cyrtopodium hatschbachii Pabst,Cyrtopodium hatschbachii,EN,SP_oficial
Orchidaceae,Cyrtopodium lissochiloides Hoehne & Schltr.,Cyrtopodium lissochiloides,EX,SP_oficial
Orchidaceae,Cyrtopodium parviflorum Lindl.,Cyrtopodium parviflorum,EX,SP_oficial
Orchidaceae,Cyrtopodium triste Rchb.f. & Warm.,Cyrtopodium triste,VU,SP_oficial
Orchidaceae,Dichaea mosenii Cogn.,Dichaea mosenii,VU,SP_oficial
Orchidaceae,Dryadella auriculigera (Rchb.f.) Luer,Dryadella auriculigera,EX,SP_oficial
Orchidaceae,Dryadella lilliputiana (Cogn.) Luer,Dryadella lilliputiana,VU,SP_oficial
Orchidaceae,Epidendrum addae Pabst,Epidendrum addae,VU,SP_oficial
Orchidaceae,Epidendrum ecostatum Pabst,Epidendrum ecostatum,VU,SP_oficial
Orchidaceae,Epidendrum filicaule Lindl.,Epidendrum filicaule,VU,SP_oficial
Orchidaceae,Epidendrum geniculatum Barb.Rodr.,Epidendrum geniculatum,VU,SP_oficial
Orchidaceae,Epidendrum henschenii Barb.Rodr.,Epidendrum henschenii,EN,SP_oficial
Orchidaceae,Epidendrum hololeucum Barb.Rodr.,Epidendrum hololeucum,VU,SP_oficial
Orchidaceae,Epidendrum infaustum Reichb.f.,Epidendrum infaustum,EX,SP_oficial
Orchidaceae,Epidendrum saxatile Lindl.,Epidendrum saxatile,EX,SP_oficial
Orchidaceae,Eulophia ruwenzoriensis Rendle,Eulophia ruwenzoriensis,EN,SP_oficial
Orchidaceae,Gomesa ciliata (Lindl.) M.W.Chase & N.H.Williams,Gomesa ciliata,VU,SP_oficial
Orchidaceae,Gomesa concolor (Hook.) M.W.Chase & N.H.Williams,Gomesa concolor,EN,SP_oficial
Orchidaceae,Gomesa cruciata (Rchb.f.) M.W.Chase & N.H.Williams,Gomesa cruciata,VU,SP_oficial
Orchidaceae,Gomesa cuneata (Scheidw.) M.W.Chase & N.H.Williams,Gomesa cuneata,VU,SP_oficial
Orchidaceae,Gomesa jucunda (Rchb.f.) M.W.Chase & N.H.Williams,Gomesa jucunda,VU,SP_oficial
Orchidaceae,Gomesa pectoralis (Lindl.) M.W.Chase & N.H.Williams,Gomesa pectoralis,CR,SP_oficial
Orchidaceae,Gomesa praetexta (Rchb.f.) M.W.Chase & N.H.Williams,Gomesa praetexta,VU,SP_oficial
Orchidaceae,Gomesa welteri (Pabst) M.W.Chase & N.H.Williams,Gomesa welteri,VU,SP_oficial
Orchidaceae,Grandiphyllum divaricatum (Lindl.) Docha Neto,Grandiphyllum divaricatum,VU,SP_oficial
Orchidaceae,Grandiphyllum hians (Lindl.) Docha Neto,Grandiphyllum hians,VU,SP_oficial
Orchidaceae,Grobya fascifera Reichb. f.,Grobya fascifera,EX,SP_oficial
Orchidaceae,Habenaria achalensis Kraenzl.,Habenaria achalensis,VU,SP_oficial
Orchidaceae,Habenaria armata Rchb.f.,Habenaria armata,EX,SP_oficial
Orchidaceae,Habenaria brachyplectron Hoehne & Schltr.,Habenaria brachyplectron,EX,SP_oficial
Orchidaceae,Habenaria crucifera Rchb.f. & Warm.,Habenaria crucifera,EX,SP_oficial
Orchidaceae,Habenaria ernest-ulei Hoehne,Habenaria ernest-ulei,EX,SP_oficial
Orchidaceae,Habenaria exaltata Barb.Rodr.,Habenaria exaltata,EX,SP_oficial
Orchidaceae,Habenaria galeandriformis Hoehne,Habenaria galeandriformis,EX,SP_oficial
Orchidaceae,Habenaria hexaptera Lindl.,Habenaria hexaptera,EX,SP_oficial
Orchidaceae,Habenaria hydrophila Barb.Rodr.,Habenaria hydrophila,EX,SP_oficial
Orchidaceae,Habenaria jordanensis (J.E.Leite) Garay,Habenaria jordanensis,EX,SP_oficial
Orchidaceae,Habenaria leucosantha Barb.Rodr.,Habenaria leucosantha,EN,SP_oficial
Orchidaceae,Habenaria novaesii Edwall ex Hoehne,Habenaria novaesii,EX,SP_oficial
Orchidaceae,Habenaria regnellii Cogn.,Habenaria regnellii,EN,SP_oficial
Orchidaceae,Habenaria santensis Barb.Rodr.,Habenaria santensis,EX,SP_oficial
Orchidaceae,Habenaria schwackei Barb.Rodr.,Habenaria schwackei,EN,SP_oficial
Orchidaceae,Habenaria trifida Kunth,Habenaria trifida,VU,SP_oficial
Orchidaceae,Habenaria umbraticola Barb.Rodr.,Habenaria umbraticola,EX,SP_oficial
Orchidaceae,Homalopetalum hypoleptum (Lindl.) Soto-Arenas,Homalopetalum hypoleptum,EX,SP_oficial
Orchidaceae,Houlletia brocklehurstiana Lindl.,Houlletia brocklehurstiana,EN,SP_oficial
Orchidaceae,Isabelia virginalis Barb.Rodr.,Isabelia virginalis,VU,SP_oficial
Orchidaceae,Koellensteinia tricolor (Lindl.) Reichb.f.,Koellensteinia tricolor,VU,SP_oficial
Orchidaceae,Lepanthopsis densiflora (Barb.Rodr.) Ames,Lepanthopsis densiflora,EX,SP_oficial
Orchidaceae,Lepanthopsis floripecten (Rchb.f.) Ames,Lepanthopsis floripecten,VU,SP_oficial
Orchidaceae,Macradenia multiflora R.Br. Cogn.,Macradenia multiflora,VU,SP_oficial
Orchidaceae,Malaxis cogniauxiana (Schltr.) Pabst,Malaxis cogniauxiana,EX,SP_oficial
Orchidaceae,Malaxis jaraguae (Hoehne & Schltr.) Pabst,Malaxis jaraguae,VU,SP_oficial
Orchidaceae,Mesadenella atroviridis (Barb.Rodr.) Garay,Mesadenella atroviridis,EX,SP_oficial
Orchidaceae,Miltonia clowesii Lindl.,Miltonia clowesii,EX,SP_oficial
Orchidaceae,Miltonia kayasimae Pabst,Miltonia kayasimae,EX,SP_oficial
Orchidaceae,Neogardneria murrayana (Gardner ex Hook.) Schltr.,Neogardneria murrayana,EN,SP_oficial
Orchidaceae,Nohawilliamsia pirarense (Rchb.f.) M.W.Chase & Whitten,Nohawilliamsia pirarense,EX,SP_oficial
Orchidaceae,Octomeria alexandri Schltr.,Octomeria alexandri,EN,SP_oficial
Orchidaceae,Octomeria estrellensis Hoehne,Octomeria estrellensis,EW,SP_oficial
Orchidaceae,Octomeria geraensis Barb.Rodr.,Octomeria geraensis,EX,SP_oficial
Orchidaceae,Octomeria hatschbachii Schltr.,Octomeria hatschbachii,EX,SP_oficial
Orchidaceae,Octomeria hoehnei Schltr.,Octomeria hoehnei,EX,SP_oficial
Orchidaceae,Octomeria lichenicola Barb.Rodr.,Octomeria lichenicola,EN,SP_oficial
Orchidaceae,Octomeria palmyrabellae Barb.Rodr.,Octomeria palmyrabellae,VU,SP_oficial
Orchidaceae,Octomeria praestans Barb.Rodr.,Octomeria praestans,EX,SP_oficial
Orchidaceae,Octomeria recchiana Hoehne,Octomeria recchiana,EX,SP_oficial
Orchidaceae,Octomeria truncicola Barb.Rodr.,Octomeria truncicola,VU,SP_oficial
Orchidaceae,Octomeria wawrae Rchb.f.,Octomeria wawrae,EX,SP_oficial
Orchidaceae,Octomeria wilsoniana Hoehne,Octomeria wilsoniana,EX,SP_oficial
Orchidaceae,Pabstia jugosa (Lindl.) Garay,Pabstia jugosa,EN,SP_oficial
Orchidaceae,Pabstiella carinifera (Barb.Rodr.) Luer,Pabstiella carinifera,VU,SP_oficial
Orchidaceae,Phragmipedium vittatum (Vell.) Rolfe,Phragmipedium vittatum,VU,SP_oficial
Orchidaceae,Phymatidium vogelii Pabst,Phymatidium vogelii,VU,SP_oficial
Orchidaceae,Pogoniopsis schenckii Cogn.,Pogoniopsis schenckii,EX,SP_oficial
Orchidaceae,Pteroglossa hilariana (Cogn.) Garay,Pteroglossa hilariana,EX,SP_oficial
Orchidaceae,Rodriguezia rigida (Lindl.) Rchb.f.,Rodriguezia rigida,VU,SP_oficial
Orchidaceae,Sarcoglottis alexandrii Schltr. ex. Mansf.,Sarcoglottis alexandrii,EX,SP_oficial
Orchidaceae,Sarcoglottis uliginosa Barb.Rodr.,Sarcoglottis uliginosa,VU,SP_oficial
Orchidaceae,Saundersia mirabilis Rchb.f.,Saundersia mirabilis,EN,SP_oficial
Orchidaceae,Scuticaria itirapinensis Pabst,Scuticaria itirapinensis,CR,SP_oficial
Orchidaceae,Scuticaria strictifolia Hoehne,Scuticaria strictifolia,EX,SP_oficial
Orchidaceae,Thysanoglossa jordanensis Porto & Brade,Thysanoglossa jordanensis,EN,SP_oficial
Orchidaceae,Trichocentrum albococcineum Lindl. Belg.,Trichocentrum albococcineum,VU,SP_oficial
Orchidaceae,Vanilla dietschiana Edwall,Vanilla dietschiana,VU,SP_oficial
Orchidaceae,Veyretia rupicola (Garay) F.Barros,Veyretia rupicola,EX,SP_oficial
Orchidaceae,Warczewiczella wailesiana (Lindl.) Rchb.f. ex E.Morren,Warczewiczella wailesiana,EN,SP_oficial
Orchidaceae,Zygostates pellucida Rchb.f.,Zygostates pellucida,EN,SP_oficial
Orobanchaceae,Agalinis communis (Cham. & Schltdl.) D´Arcy,Agalinis communis,EN,SP_oficial
Orobanchaceae,Agalinis ramulifera Barringer,Agalinis ramulifera,EX,SP_oficial
Orobanchaceae,Buchnera amethystina Cham. & Schltdl.,Buchnera amethystina,EX,SP_oficial
Orobanchaceae,Escobedia grandiflora (L.f.) Kuntze,Escobedia grandiflora,EN,SP_oficial
Orobanchaceae,Melasma rhinanthoides (Cham.) Benth.,Melasma rhinanthoides,EX,SP_oficial
Oxalidaceae,Oxalis arachnoidea Progel,Oxalis arachnoidea,EN,SP_oficial
Oxalidaceae,Oxalis hyalotricha Lourteig,Oxalis hyalotricha,EN,SP_oficial
Passifloraceae,Passiflora campanulata Mast.,Passiflora campanulata,EW,SP_oficial
Passifloraceae,Passiflora ischnoclada Harms,Passiflora ischnoclada,CR,SP_oficial
Passifloraceae,Passiflora malacophylla Mast.,Passiflora malacophylla,EX,SP_oficial
Passifloraceae,Passiflora racemosa Brot.,Passiflora racemosa,EW,SP_oficial
Passifloraceae,Passiflora setulosa Killip,Passiflora setulosa,EW,SP_oficial
Pentaphylacaceae,Ternstroemia cuneifolia Gardner,Ternstroemia cuneifolia,EX,SP_oficial
Piperaceae,Peperomia adsurgens Yuncker,Peperomia adsurgens,EX,SP_oficial
Piperaceae,Peperomia apiahyensis Yuncker,Peperomia apiahyensis,EX,SP_oficial
Piperaceae,Peperomia clivicola Yuncker,Peperomia clivicola,EX,SP_oficial
Piperaceae,Peperomia cooperi C.DC.,Peperomia cooperi,EX,SP_oficial
Piperaceae,Peperomia diaphanoides Dahlst.,Peperomia diaphanoides,EX,SP_oficial
Piperaceae,Peperomia emarginella C.DC.,Peperomia emarginella,EX,SP_oficial
Piperaceae,Peperomia gardneriana Miq.,Peperomia gardneriana,EX,SP_oficial
Piperaceae,Peperomia gracilis Dahlst.,Peperomia gracilis,EN,SP_oficial
Piperaceae,Peperomia guarujana C.DC.,Peperomia guarujana,EX,SP_oficial
Piperaceae,Peperomia hemmendorffii Yuncker,Peperomia hemmendorffii,EX,SP_oficial
Piperaceae,Peperomia hernandiifolia (Vahl) A.Dietr.,Peperomia hernandiifolia,EX,SP_oficial
Piperaceae,Peperomia hydrocotyloides Miq.,Peperomia hydrocotyloides,EX,SP_oficial
Piperaceae,Peperomia itatiaiana Yuncker,Peperomia itatiaiana,EX,SP_oficial
Piperaceae,Peperomia loefgrenii Yuncker,Peperomia loefgrenii,EX,SP_oficial
Piperaceae,Peperomia mosenii Dahlst.,Peperomia mosenii,EX,SP_oficial
Piperaceae,Peperomia oreophilla Hensch.,Peperomia oreophilla,EX,SP_oficial
Piperaceae,Peperomia quadrifolia Miq.,Peperomia quadrifolia,EX,SP_oficial
Piperaceae,Peperomia rostulatiformis Yuncker,Peperomia rostulatiformis,EX,SP_oficial
Piperaceae,Peperomia schwackei C.DC.,Peperomia schwackei,EN,SP_oficial
Piperaceae,Peperomia subrubrispica C.DC.,Peperomia subrubrispica,EX,SP_oficial
Piperaceae,Peperomia trinervis Ruiz & Pav.,Peperomia trinervis,EN,SP_oficial
Piperaceae,Peperomia turbinata Dahlst.,Peperomia turbinata,EX,SP_oficial
Piperaceae,Peperomia velloziana Miq.,Peperomia velloziana,EX,SP_oficial
Piperaceae,Piper amparoense Yuncker,Piper amparoense,EX,SP_oficial
Piperaceae,Piper anostachyum Yuncker,Piper anostachyum,EN,SP_oficial
Piperaceae,Piper crassistilum Yuncker,Piper crassistilum,EX,SP_oficial
Piperaceae,Piper edwallii Yuncker,Piper edwallii,EX,SP_oficial
Piperaceae,Piper hoehnei Yuncker,Piper hoehnei,EX,SP_oficial
Piperaceae,Piper kuhlmannii Yuncker,Piper kuhlmannii,EX,SP_oficial
Piperaceae,Piper lanceolatum Ruiz & Pav.,Piper lanceolatum,EN,SP_oficial
Piperaceae,Piper loefgrenii Yuncker,Piper loefgrenii,EX,SP_oficial
Piperaceae,Piper oblancifolium Yuncker,Piper oblancifolium,EX,SP_oficial
Piperaceae,Piper piritubanum Yuncker,Piper piritubanum,EX,SP_oficial
Piperaceae,Piper scabrellum Yuncker,Piper scabrellum,EX,SP_oficial
Piperaceae,Piper tectoniifolium Kunth,Piper tectoniifolium,EX,SP_oficial
Plantaginaceae,Angelonia integerrima Spreng.,Angelonia integerrima,EX,SP_oficial
Plantaginaceae,Bacopa congesta Chodat & Hassl.,Bacopa congesta,EX,SP_oficial
Plantaginaceae,Callitriche terrestris Raf.,Callitriche terrestris,EX,SP_oficial
Plantaginaceae,Stemodia foliosa Benth.,Stemodia foliosa,EX,SP_oficial
Poaceae,Acroceras excavatum (Henrard) Zuloaga & Morrone,Acroceras excavatum,VU,SP_oficial
Poaceae,Agenium leptocladum (Hack.) Clayton,Agenium leptocladum,EN,SP_oficial
Poaceae,Agrostis lenis Roseng. et al.,Agrostis lenis,VU,SP_oficial
Poaceae,Agrostis longiberbis Hack. ex L.B.Sm.,Agrostis longiberbis,EN,SP_oficial
Poaceae,Andropogon carinatus Nees,Andropogon carinatus,EX,SP_oficial
Poaceae,Andropogon glaucophyllus Roseng. et al.,Andropogon glaucophyllus,EX,SP_oficial
Poaceae,Andropogon hypogynus Hack.,Andropogon hypogynus,VU,SP_oficial
Poaceae,Apoclada simplex McClure & L.B.Sm.,Apoclada simplex,EN,SP_oficial
Poaceae,Aristida brasiliensis Longhi-Wagner,Aristida brasiliensis,EX,SP_oficial
Poaceae,Aristida circinalis Lindm.,Aristida circinalis,EN,SP_oficial
Poaceae,Aristida ekmaniana Henrard,Aristida ekmaniana,EX,SP_oficial
Poaceae,Aristida filifolia (Arechav.) Herter,Aristida filifolia,EN,SP_oficial
Poaceae,Aristida laevis (Nees) Kunth,Aristida laevis,EX,SP_oficial
Poaceae,Aristida macrophylla Hack.,Aristida macrophylla,EX,SP_oficial
Poaceae,Aristida oligospira (Hack.) Henrard,Aristida oligospira,EX,SP_oficial
Poaceae,Aristida sanctae-luciae Trin.,Aristida sanctae-luciae,EX,SP_oficial
Poaceae,Aristida subaequans Döll,Aristida subaequans,EX,SP_oficial
Poaceae,Arthropogon xerachne Ekman,Arthropogon xerachne,CR,SP_oficial
Poaceae,Arundinella deppeana Nees ex Steud.,Arundinella deppeana,EX,SP_oficial
Poaceae,Axonopus chrysoblepharis (Lag.) Chase,Axonopus chrysoblepharis,EX,SP_oficial
Poaceae,Axonopus comans (Trin. ex Döll) Kuhlm.,Axonopus comans,EX,SP_oficial
Poaceae,Axonopus complanatus (Nees) Dedecca,Axonopus complanatus,EX,SP_oficial
Poaceae,Axonopus fastigiatus (Nees ex Trin.) Kuhlm.,Axonopus fastigiatus,EX,SP_oficial
Poaceae,Axonopus monticola G.A.Black,Axonopus monticola,EX,SP_oficial
Poaceae,Axonopus ramboi G.A.Black,Axonopus ramboi,EX,SP_oficial
Poaceae,Axonopus uninodis (Hack.) G.A.Black,Axonopus uninodis,EX,SP_oficial
Poaceae,Bothriochloa laguroides (DC.) Herter,Bothriochloa laguroides,EX,SP_oficial
Poaceae,Bromidium hygrometricum (Nees) Nees & Meyen,Bromidium hygrometricum,CR,SP_oficial
Poaceae,"Chascolytrum juergensii (Hack.) Essi, Longhi-Wagner & Souza-Chies",Chascolytrum juergensii,EX,SP_oficial
Poaceae,"Chascolytum brasiliense (Nees ex Steud.) Essi, Longhi-Wagner & Souza-Chies",Chascolytum brasiliense,CR,SP_oficial
Poaceae,"Chascolytum itatiaiae (Ekman) Essi, Longhi-Wagner & Souza-Chies",Chascolytum itatiaiae,CR,SP_oficial
Poaceae,Chusquea anelythra Nees,Chusquea anelythra,EX,SP_oficial
Poaceae,Chusquea erecta L.G.Clark,Chusquea erecta,EN,SP_oficial
Poaceae,Chusquea heterophylla Nees,Chusquea heterophylla,CR,SP_oficial
Poaceae,Chusquea pinifolia (Nees) Nees,Chusquea pinifolia,CR,SP_oficial
Poaceae,Chusquea pulchella L.G.Clark,Chusquea pulchella,EN,SP_oficial
Poaceae,Chusquea tenuiglumis Döll,Chusquea tenuiglumis,CR,SP_oficial
Poaceae,Colanthelia cingulata (McClure & L.B.Sm.) McClure,Colanthelia cingulata,VU,SP_oficial
Poaceae,Colanthelia macrostachya (Nees) McClure,Colanthelia macrostachya,EX,SP_oficial
Poaceae,Ctenium brevispicatum J.G.Sm.,Ctenium brevispicatum,CR,SP_oficial
Poaceae,Ctenium cirrhosum (Nees) Kunth,Ctenium cirrhosum,EN,SP_oficial
Poaceae,Danthonia cirrata Hack. & Arechav.,Danthonia cirrata,CR,SP_oficial
Poaceae,Diandrolyra tatianae Soderstr. & Zuloaga,Diandrolyra tatianae,EN,SP_oficial
Poaceae,Digitaria corynotricha (Hack.) Henrard,Digitaria corynotricha,EN,SP_oficial
Poaceae,Digitaria neesiana Henrard,Digitaria neesiana,EN,SP_oficial
Poaceae,Eragrostis neesii Trin.,Eragrostis neesii,EN,SP_oficial
Poaceae,Eriochloa distachya Kunth,Eriochloa distachya,EN,SP_oficial
Poaceae,Gymnopogon burchellii (Munro ex Döll) Ekman,Gymnopogon burchellii,CR,SP_oficial
Poaceae,Homolepis villaricensis (Mez) Zuloaga & Morrone,Homolepis villaricensis,EN,SP_oficial
Poaceae,Hymenachne donacifolia (Raddi) Chase,Hymenachne donacifolia,CR,SP_oficial
Poaceae,Hymenachne pernambucensis (Spreng.) Zuloaga,Hymenachne pernambucensis,EN,SP_oficial
Poaceae,Hymenanchne condensata Bertol.,Hymenanchne condensata,CR,SP_oficial
Poaceae,Ichnanthus bambusiflorus (Trin.) Döll,Ichnanthus bambusiflorus,EN,SP_oficial
Poaceae,Ichnanthus lancifolius Mez,Ichnanthus lancifolius,EN,SP_oficial
Poaceae,Leersia ligularis Trin.,Leersia ligularis,CR,SP_oficial
Poaceae,Lithachne horizontalis Chase,Lithachne horizontalis,EX,SP_oficial
Poaceae,Loudetia flammida (Trin.) C.E. Hubb.,Loudetia flammida,CR,SP_oficial
Poaceae,Luziola bahiensis (Steud.) Hitchc.,Luziola bahiensis,EN,SP_oficial
Poaceae,Melica arzivencoi Valls & Barcellos,Melica arzivencoi,CR,SP_oficial
Poaceae,Merostachys abadiana Send.,Merostachys abadiana,CR,SP_oficial
Poaceae,Merostachys bradei Pilg.,Merostachys bradei,EX,SP_oficial
Poaceae,Merostachys brevigluma Send.,Merostachys brevigluma,EN,SP_oficial
Poaceae,Merostachys burmanii Send.,Merostachys burmanii,EN,SP_oficial
Poaceae,Merostachys caucaiana Send.,Merostachys caucaiana,CR,SP_oficial
Poaceae,Merostachys fistulosa Döll,Merostachys fistulosa,VU,SP_oficial
Poaceae,Merostachys kleinii Send.,Merostachys kleinii,EN,SP_oficial
Poaceae,Merostachys polyantha McClure,Merostachys polyantha,EN,SP_oficial
Poaceae,Merostachys scandens Send.,Merostachys scandens,CR,SP_oficial
Poaceae,Merostachys skvortzovii Send.,Merostachys skvortzovii,EN,SP_oficial
Poaceae,Mesosetum ferrugineum (Trin.) Chase,Mesosetum ferrugineum,EN,SP_oficial
Poaceae,Nassella neesiana (Trin. & Rupr.) Barkworth,Nassella neesiana,EX,SP_oficial
Poaceae,Nassella sellowiana (Nees ex Trin. & Rupr.) Peñail.,Nassella sellowiana,CR,SP_oficial
Poaceae,Olyra fasciculata Trin.,Olyra fasciculata,EN,SP_oficial
Poaceae,Panicum peladoense Henrard,Panicum peladoense,EN,SP_oficial
Poaceae,Paspalum acuminatum Raddi,Paspalum acuminatum,EN,SP_oficial
Poaceae,Paspalum arundinellum Mez,Paspalum arundinellum,CR,SP_oficial
Poaceae,Paspalum cinerascens (Döll) A. G. Burman & C.N.Bastos,Paspalum cinerascens,CR,SP_oficial
Poaceae,Paspalum compressifolium Swallen,Paspalum compressifolium,CR,SP_oficial
Poaceae,Paspalum dedeccae Quarín,Paspalum dedeccae,EX,SP_oficial
Poaceae,Paspalum erianthoides Lindm.,Paspalum erianthoides,EX,SP_oficial
Poaceae,Paspalum erianthum Nees ex Trin.,Paspalum erianthum,EN,SP_oficial
Poaceae,Paspalum exaltatum J.Presl,Paspalum exaltatum,CR,SP_oficial
Poaceae,Paspalum falcatum Nees ex Steud.,Paspalum falcatum,EN,SP_oficial
Poaceae,Paspalum flaccidum Nees,Paspalum flaccidum,CR,SP_oficial
Poaceae,Paspalum foliiforme S.Denham,Paspalum foliiforme,EN,SP_oficial
Poaceae,Paspalum geminiflorum Steud.,Paspalum geminiflorum,EX,SP_oficial
Poaceae,Paspalum glaucescens Hack.,Paspalum glaucescens,EN,SP_oficial
Poaceae,Paspalum ionanthum Chase,Paspalum ionanthum,EN,SP_oficial
Poaceae,Paspalum macranthecium Parodi,Paspalum macranthecium,EN,SP_oficial
Poaceae,Paspalum plenum Chase,Paspalum plenum,EN,SP_oficial
Poaceae,Paspalum stellatum Humb. & Bonpl. ex Flüggé,Paspalum stellatum,EN,SP_oficial
Poaceae,Paspalum usterii Hack.,Paspalum usterii,EX,SP_oficial
Poaceae,Piptochaetium ruprechtianum Desv.,Piptochaetium ruprechtianum,EX,SP_oficial
Poaceae,Poa bradei Pilg.,Poa bradei,CR,SP_oficial
Poaceae,Polypogon chilensis (Kunth) Pilg.,Polypogon chilensis,CR,SP_oficial
Poaceae,Polypogon imberbis (Phil.) Johow,Polypogon imberbis,EN,SP_oficial
Poaceae,Raddiella esenbeckii (Steud.) C.E.Calderón & Soderstr.,Raddiella esenbeckii,EX,SP_oficial
Poaceae,Reimarochloa acuta (Flüggé) Hitchc.,Reimarochloa acuta,CR,SP_oficial
Poaceae,Reitzia smithii Swallen,Reitzia smithii,EX,SP_oficial
Poaceae,Schizachyrium scabriflorum (Rupr. ex Hack.) A. Camus,Schizachyrium scabriflorum,EX,SP_oficial
Poaceae,Schizachyrium tenerum Nees,Schizachyrium tenerum,EN,SP_oficial
Poaceae,Setaria parviflora var. pilosissima (Hack.) Pensiero,Setaria parviflora var. pilosissima,EX,SP_oficial
Poaceae,Setaria tenacissima Schrad. ex Schult.,Setaria tenacissima,CR,SP_oficial
Poaceae,Sorghastrum stipoides (Kunth) Nash,Sorghastrum stipoides,EX,SP_oficial
Poaceae,"Sporobolus adustus (Trin.) Roseng., B.R.Arrill. & Izag.",Sporobolus adustus,CR,SP_oficial
Poaceae,Sporobolus apiculatus Boechat & Longhi-Wagner,Sporobolus apiculatus,EN,SP_oficial
Poaceae,Steinchisma spathellosum (Döll) Renvoize,Steinchisma spathellosum,EX,SP_oficial
Poaceae,Trichanthecium distichophyllum (Spreng.) Zuloaga & Morrone,Trichanthecium distichophyllum,EN,SP_oficial
Poaceae,Zizaniopsis microstachya (Nees ex Trin.) Döll & Asch.,Zizaniopsis microstachya,EX,SP_oficial
Podostemaceae,Podostemum distichum (Cham.) Wedd.,Podostemum distichum,VU,SP_oficial
Podostemaceae,Podostemum ovatum C.T.Philbrick & Novelo,Podostemum ovatum,EN,SP_oficial
Podostemaceae,Podostemum rutifolium Warm.,Podostemum rutifolium,EN,SP_oficial
Polygalaceae,Polygala brasiliensis L.,Polygala brasiliensis,EN,SP_oficial
Polygalaceae,Polygala galioides Poir.,Polygala galioides,EX,SP_oficial
Polygalaceae,Polygala molluginifolia A.St.-Hil.,Polygala molluginifolia,EX,SP_oficial
Polygalaceae,Polygala pumila Norl.,Polygala pumila,EX,SP_oficial
Polygalaceae,Polygala stephaniana Marques,Polygala stephaniana,EX,SP_oficial
Polygalaceae,Polygala tamariscea Mart. ex A.W.Benn.,Polygala tamariscea,EX,SP_oficial
Pontederiaceae,Heteranthera reniformis Ruiz & Pav.,Heteranthera reniformis,VU,SP_oficial
Pontederiaceae,Heteranthera zosterifolia Mart.,Heteranthera zosterifolia,VU,SP_oficial
Portulacaceae,Portulaca amilis Speg.,Portulaca amilis,VU,SP_oficial
Portulacaceae,Portulaca halimoides L.,Portulaca halimoides,EX,SP_oficial
Primulaceae,Anagallis barbata (P.Taylor) Kupicha,Anagallis barbata,EN,SP_oficial
