familia,especie_autor,cat_ameaca_br,fonte,especie_original
Bromeliaceae,Aechmea fosteriana L.B.Sm.,EN,Portaria 443/2014,Aechmea fosteriana
Bromeliaceae,Aechmea gustavoi J.A.Siqueira & Leme,CR,Portaria 443/2014,Aechmea gustavoi
Bromeliaceae,Aechmea kertesziae Reitz,EN,Portaria 443/2014,Aechmea kertesziae
Bromeliaceae,Aechmea kleinii Reitz,EN,Portaria 443/2014,Aechmea kleinii
Bromeliaceae,Aechmea macrochlamys L.B.Sm.,EN,Portaria 443/2014,Aechmea macrochlamys
Bromeliaceae,Aechmea marginalis Leme & J.A.Siqueira,CR,Portaria 443/2014,Aechmea marginalis
Bromeliaceae,Aechmea muricata (Arruda) L.B.Sm.,EN,Portaria 443/2014,Aechmea muricata
Bromeliaceae,Aechmea mutica L.B.Sm.,EN,Portaria 443/2014,Aechmea mutica
Bromeliaceae,Aechmea orlandiana L.B.Sm.,CR,Portaria 443/2014,Aechmea orlandiana
Bromeliaceae,Aechmea sphaerocephala Baker,EN,Portaria 443/2014,Aechmea sphaerocephala
Bromeliaceae,Aechmea triangularis L.B.Sm.,EN,Portaria 443/2014,Aechmea triangularis
Bromeliaceae,Aechmea vanhoutteana (Van Houtte) Mez,VU,Portaria 443/2014,Aechmea vanhoutteana
Bromeliaceae,Aechmea werdermannii Harms,EN,Portaria 443/2014,Aechmea werdermannii
Bromeliaceae,Aechmea winkleri Reitz,CR,Portaria 443/2014,Aechmea winkleri
Bromeliaceae,Alcantarea benzingii Leme,CR,Portaria 443/2014,Alcantarea benzingii
Bromeliaceae,Alcantarea duarteana (L.B.Sm.) J.R.Grant,EN,Portaria 443/2014,Alcantarea duarteana
Bromeliaceae,Alcantarea farneyi (Martinelli & A.F.Costa) J.R.Grant,CR,Portaria 443/2014,Alcantarea farneyi
Bromeliaceae,Alcantarea geniculata (Wawra) J.R.Grant,EN,Portaria 443/2014,Alcantarea geniculata
Bromeliaceae,Alcantarea glaziouana (Leme) J.R.Grant,EN,Portaria 443/2014,Alcantarea glaziouana
Bromeliaceae,Alcantarea imperialis (Carriere) Harms,VU,Portaria 443/2014,Alcantarea imperialis
Bromeliaceae,Alcantarea nahoumii (Leme) J.R.Grant,VU,Portaria 443/2014,Alcantarea nahoumii
Bromeliaceae,Alcantarea nevaresii (Leme) J.R.Grant,EN,Portaria 443/2014,Alcantarea nevaresii
Bromeliaceae,Alcantarea vinicolor (E.Reitz) J.R.Grant,EN,Portaria 443/2014,Alcantarea vinicolor
Bromeliaceae,Araeococcus montanus Leme,EN,Portaria 443/2014,Araeococcus montanus
Bromeliaceae,Billbergia brasiliensis L.B.Sm.,EN,Portaria 443/2014,Billbergia brasiliensis
Bromeliaceae,Bromelia braunii Leme & E.Esteves,CR,Portaria 443/2014,Bromelia braunii
Bromeliaceae,Bromelia macedoi L.B.Sm.,VU,Portaria 443/2014,Bromelia macedoi
Bromeliaceae,Canistropsis albiflora (L.B.Sm.) H.Luther & Leme,VU,Portaria 443/2014,Canistropsis albiflora
Bromeliaceae,Canistropsis elata (E.Pereira & Leme) Leme,CR,Portaria 443/2014,Canistropsis elata
Bromeliaceae,Canistrum alagoanum Leme & J.A.Siqueira,EN,Portaria 443/2014,Canistrum alagoanum
Bromeliaceae,Canistrum aurantiacum E.Morren,EN,Portaria 443/2014,Canistrum aurantiacum
Bromeliaceae,Canistrum camacaense Martinelli & Leme,EN,Portaria 443/2014,Canistrum camacaense
Bromeliaceae,Canistrum fosterianum L.B.Sm.,CR,Portaria 443/2014,Canistrum fosterianum
Bromeliaceae,Canistrum guzmanioides Leme,EN,Portaria 443/2014,Canistrum guzmanioides
Bromeliaceae,Canistrum montanum Leme,EN,Portaria 443/2014,Canistrum montanum
Bromeliaceae,Canistrum pickelii (A.Lima & L.B.Sm.) Leme & J.A.Siqueira,VU,Portaria 443/2014,Canistrum pickelii
Bromeliaceae,Canistrum triangulare L.B.Sm. & Reitz,EN,Portaria 443/2014,Canistrum triangulare
Bromeliaceae,Cryptanthus burle-marxii Leme,VU,Portaria 443/2014,Cryptanthus burle-marxii
Bromeliaceae,Cryptanthus capitatus Leme,EN,Portaria 443/2014,Cryptanthus capitatus
Bromeliaceae,Cryptanthus caracensis Leme & E.Gross,CR,Portaria 443/2014,Cryptanthus caracensis
Bromeliaceae,Cryptanthus caulescens I.Ramírez,EN,Portaria 443/2014,Cryptanthus caulescens
Bromeliaceae,Cryptanthus coriaceus Leme,EN,Portaria 443/2014,Cryptanthus coriaceus
Bromeliaceae,Cryptanthus dorothyae Leme,EN,Portaria 443/2014,Cryptanthus dorothyae
Bromeliaceae,Cryptanthus exaltatus H.Luther,EN,Portaria 443/2014,Cryptanthus exaltatus
Bromeliaceae,Cryptanthus fernseeoides Leme,CR,Portaria 443/2014,Cryptanthus fernseeoides
Bromeliaceae,Cryptanthus fosterianus L.B.Sm.,CR,Portaria 443/2014,Cryptanthus fosterianus
Bromeliaceae,Cryptanthus glazioui Mez,CR,Portaria 443/2014,Cryptanthus glazioui
Bromeliaceae,Cryptanthus maritimus L.B.Sm.,EN,Portaria 443/2014,Cryptanthus maritimus
Bromeliaceae,Cryptanthus minarum L.B.Sm.,EN,Portaria 443/2014,Cryptanthus minarum
Bromeliaceae,Cryptanthus odoratissimus Leme,EN,Portaria 443/2014,Cryptanthus odoratissimus
Bromeliaceae,Cryptanthus pseudoscaposus L.B.Sm.,EN,Portaria 443/2014,Cryptanthus pseudoscaposus
Bromeliaceae,Cryptanthus roberto-kautskyi Leme,CR,Portaria 443/2014,Cryptanthus roberto-kautskyi
Bromeliaceae,Cryptanthus scaposus E.Pereira,EN,Portaria 443/2014,Cryptanthus scaposus
Bromeliaceae,Cryptanthus whitmanii Leme,CR,Portaria 443/2014,Cryptanthus whitmanii
Bromeliaceae,Cryptanthus zonatus (Visiani) Beer,VU,Portaria 443/2014,Cryptanthus zonatus
Bromeliaceae,Deuterocohnia meziana Kuntze ex Mez,VU,Portaria 443/2014,Deuterocohnia meziana
Bromeliaceae,Dyckia agudensis Irgang & Sobral,CR,Portaria 443/2014,Dyckia agudensis
Bromeliaceae,Dyckia cabrerae L.B.Sm. & Reitz,EN,Portaria 443/2014,Dyckia cabrerae
Bromeliaceae,Dyckia delicata Larocca & Sobral,CR,Portaria 443/2014,Dyckia delicata
Bromeliaceae,Dyckia distachya Hassl.,CR,Portaria 443/2014,Dyckia distachya
Bromeliaceae,Dyckia domfelicianensis Strehl,CR,Portaria 443/2014,Dyckia domfelicianensis
Bromeliaceae,Dyckia fosteriana L.B.Sm.,EN,Portaria 443/2014,Dyckia fosteriana
Bromeliaceae,Dyckia hatschbachii L.B.Sm.,CR,Portaria 443/2014,Dyckia hatschbachii
Bromeliaceae,Dyckia ibicuiensis Strehl,CR,Portaria 443/2014,Dyckia ibicuiensis
Bromeliaceae,Dyckia ibiramensis Reitz,EN,Portaria 443/2014,Dyckia ibiramensis
Bromeliaceae,Dyckia maritima Baker,EN,Portaria 443/2014,Dyckia maritima
Bromeliaceae,Dyckia monticola L.B.Sm. & Reitz,CR,Portaria 443/2014,Dyckia monticola
Bromeliaceae,Dyckia pseudococcinea L.B.Sm.,CR,Portaria 443/2014,Dyckia pseudococcinea
Bromeliaceae,Dyckia rariflora Schult. & Schult.f.,EN,Portaria 443/2014,Dyckia rariflora
Bromeliaceae,Dyckia reitzii L.B.Sm.,EN,Portaria 443/2014,Dyckia reitzii
Bromeliaceae,Dyckia remotiflora Otto & A.Dietr.,EN,Portaria 443/2014,Dyckia remotiflora
Bromeliaceae,Dyckia ursina L.B.Sm.,CR,Portaria 443/2014,Dyckia ursina
Bromeliaceae,Eduandrea selloana (Baker) Leme et al.,EN,Portaria 443/2014,Eduandrea selloana
Bromeliaceae,Encholirium biflorum (Mez) Forzza,CR,Portaria 443/2014,Encholirium biflorum
Bromeliaceae,Encholirium disjunctum Forzza,CR,Portaria 443/2014,Encholirium disjunctum
Bromeliaceae,Encholirium gracile L.B.Sm.,EN,Portaria 443/2014,Encholirium gracile
Bromeliaceae,Encholirium heloisae (L.B.Sm.) Forzza & Wand.,EN,Portaria 443/2014,Encholirium heloisae
Bromeliaceae,Encholirium horridum L.B.Sm.,EN,Portaria 443/2014,Encholirium horridum
Bromeliaceae,Encholirium irwinii L.B.Sm.,CR,Portaria 443/2014,Encholirium irwinii
Bromeliaceae,Encholirium longiflorum Leme,CR,Portaria 443/2014,Encholirium longiflorum
Bromeliaceae,Encholirium luxor L.B.Sm. & R.W.Read,EN,Portaria 443/2014,Encholirium luxor
Bromeliaceae,Encholirium pedicellatum (Mez) Rauh,CR,Portaria 443/2014,Encholirium pedicellatum
Bromeliaceae,Encholirium scrutor (L.B.Sm.) Rauh,EN,Portaria 443/2014,Encholirium scrutor
Bromeliaceae,Encholirium vogelii Rauh,CR,Portaria 443/2014,Encholirium vogelii
Bromeliaceae,Fernseea bocainensis E.Pereira & Moutinho,CR,Portaria 443/2014,Fernseea bocainensis
Bromeliaceae,Fernseea itatiaiae (Wawra) Baker,EN,Portaria 443/2014,Fernseea itatiaiae
Bromeliaceae,Guzmania monostachia (L.) Rusby ex Mez,VU,Portaria 443/2014,Guzmania monostachia
Bromeliaceae,Guzmania sanguinea (André) André ex Mez,EN,Portaria 443/2014,Guzmania sanguinea
Bromeliaceae,Hohenbergia castellanosii L.B.Sm. & R.W.Read,EN,Portaria 443/2014,Hohenbergia castellanosii
Bromeliaceae,Hohenbergia correia-araujoi E.Pereira & Moutinho,CR,Portaria 443/2014,Hohenbergia correia-araujoi
Bromeliaceae,Hohenbergia littoralis L.B.Sm.,EN,Portaria 443/2014,Hohenbergia littoralis
Bromeliaceae,Lapanthus duartei (L.B.Sm.) Louzada & Versieux,EN,Portaria 443/2014,Lapanthus duartei
Bromeliaceae,Lymania alvimii (L.B.Sm. & R.W.Read) R.W.Read,EN,Portaria 443/2014,Lymania alvimii
Bromeliaceae,Lymania azurea Leme,EN,Portaria 443/2014,Lymania azurea
Bromeliaceae,Lymania brachycaulis (E.Morren ex Baker) L.F.Sousa,EN,Portaria 443/2014,Lymania brachycaulis
Bromeliaceae,Lymania corallina (Brong. ex Beer) R.W.Read,EN,Portaria 443/2014,Lymania corallina
Bromeliaceae,Lymania globosa Leme,EN,Portaria 443/2014,Lymania globosa
Bromeliaceae,Lymania spiculata Leme & Forzza,CR,Portaria 443/2014,Lymania spiculata
Bromeliaceae,Neoregelia angustibracteolata E.Pereira & Leme,CR,Portaria 443/2014,Neoregelia angustibracteolata
Bromeliaceae,Neoregelia brownii Leme,CR,Portaria 443/2014,Neoregelia brownii
Bromeliaceae,Neoregelia hoehneana L.B.Sm.,EN,Portaria 443/2014,Neoregelia hoehneana
Bromeliaceae,Neoregelia inexspectata Leme,EN,Portaria 443/2014,Neoregelia inexspectata
Bromeliaceae,Neoregelia leprosa L.B.Sm.,VU,Portaria 443/2014,Neoregelia leprosa
Bromeliaceae,Neoregelia menescalii Leme,EN,Portaria 443/2014,Neoregelia menescalii
Bromeliaceae,Neoregelia oligantha L.B.Sm.,VU,Portaria 443/2014,Neoregelia oligantha
Bromeliaceae,Neoregelia paulistana E.Pereira,EN,Portaria 443/2014,Neoregelia paulistana
Bromeliaceae,Neoregelia pernambucana Leme & J.A.Siqueira,EN,Portaria 443/2014,Neoregelia pernambucana
Bromeliaceae,Neoregelia ruschii Leme & B.R.Silva,EN,Portaria 443/2014,Neoregelia ruschii
Bromeliaceae,Neoregelia sanguinea Leme,EN,Portaria 443/2014,Neoregelia sanguinea
Bromeliaceae,Nidularium atalaiaense E.Pereira & Leme,EN,Portaria 443/2014,Nidularium atalaiaense
Bromeliaceae,Nidularium azureum (L.B.Sm.) Leme,EN,Portaria 443/2014,Nidularium azureum
Bromeliaceae,Nidularium bocainense Leme,EN,Portaria 443/2014,Nidularium bocainense
Bromeliaceae,Nidularium corallinum (Leme) Leme,EN,Portaria 443/2014,Nidularium corallinum
Bromeliaceae,Nidularium ferrugineum Leme,CR,Portaria 443/2014,Nidularium ferrugineum
Bromeliaceae,Nidularium itatiaiae L.B.Sm.,EN,Portaria 443/2014,Nidularium itatiaiae
Bromeliaceae,Nidularium jonesianum Leme,EN,Portaria 443/2014,Nidularium jonesianum
Bromeliaceae,Nidularium kautskyanum Leme,EN,Portaria 443/2014,Nidularium kautskyanum
Bromeliaceae,Nidularium mangaratibense Leme,CR,Portaria 443/2014,Nidularium mangaratibense
Bromeliaceae,Nidularium minutum Mez,VU,Portaria 443/2014,Nidularium minutum
Bromeliaceae,Nidularium organense Leme,EN,Portaria 443/2014,Nidularium organense
Bromeliaceae,Nidularium rosulatum Ule,VU,Portaria 443/2014,Nidularium rosulatum
Bromeliaceae,Nidularium serratum Leme,VU,Portaria 443/2014,Nidularium serratum
Bromeliaceae,Nidularium utriculosum Ule,VU,Portaria 443/2014,Nidularium utriculosum
Bromeliaceae,Orthophytum amoenum (Ule) L.B.Sm.,EN,Portaria 443/2014,Orthophytum amoenum
Bromeliaceae,Orthophytum duartei L.B.Sm.,EN,Portaria 443/2014,Orthophytum duartei
Bromeliaceae,Orthophytum foliosum L.B.Sm.,VU,Portaria 443/2014,Orthophytum foliosum
Bromeliaceae,Orthophytum fosterianum L.B.Sm.,EN,Portaria 443/2014,Orthophytum fosterianum
Bromeliaceae,Orthophytum grossiorum Leme & C.C.Paula,EN,Portaria 443/2014,Orthophytum grossiorum
Bromeliaceae,Orthophytum humile L.B.Sm.,CR,Portaria 443/2014,Orthophytum humile
Bromeliaceae,Orthophytum magalhaesii L.B.Sm.,EN,Portaria 443/2014,Orthophytum magalhaesii
Bromeliaceae,Orthophytum zanonii Leme,CR,Portaria 443/2014,Orthophytum zanonii
Bromeliaceae,Pitcairnia albiflos Herb.,EN,Portaria 443/2014,Pitcairnia albiflos
Bromeliaceae,Pitcairnia bradei Markgr.,CR,Portaria 443/2014,Pitcairnia bradei
Bromeliaceae,Pitcairnia burle-marxii R.Braga & Sucre,CR,Portaria 443/2014,Pitcairnia burle-marxii
Bromeliaceae,Pitcairnia decidua L.B.Sm.,EN,Portaria 443/2014,Pitcairnia decidua
Bromeliaceae,Pitcairnia encholirioides L.B.Sm.,EN,Portaria 443/2014,Pitcairnia encholirioides
Bromeliaceae,Pitcairnia glaziovii Baker,EN,Portaria 443/2014,Pitcairnia glaziovii
Bromeliaceae,Pitcairnia limae L.B.Sm.,CR,Portaria 443/2014,Pitcairnia limae
Bromeliaceae,Portea alatisepala Philcox,VU,Portaria 443/2014,Portea alatisepala
Bromeliaceae,Portea fosteriana L.B.Sm.,EN,Portaria 443/2014,Portea fosteriana
Bromeliaceae,Portea grandiflora Philcox,VU,Portaria 443/2014,Portea grandiflora
Bromeliaceae,Portea kermesina K.Koch,EN,Portaria 443/2014,Portea kermesina
Bromeliaceae,Portea nana Leme & H.Luther,EN,Portaria 443/2014,Portea nana
Bromeliaceae,Quesnelia kautskyi C.M.Vieira,VU,Portaria 443/2014,Quesnelia kautskyi
Bromeliaceae,Quesnelia seideliana L.B.Sm.,EN,Portaria 443/2014,Quesnelia seideliana
Bromeliaceae,Tillandsia afonsoana T. Strehl,CR,Portaria 443/2014,Tillandsia afonsoana
Bromeliaceae,Tillandsia araujei Mez,EN,Portaria 443/2014,Tillandsia araujei
Bromeliaceae,Tillandsia brachyphylla Baker,EN,Portaria 443/2014,Tillandsia brachyphylla
Bromeliaceae,Tillandsia crocata (E.Morren) Baker,EN,Portaria 443/2014,Tillandsia crocata
Bromeliaceae,Tillandsia grazielae D.Sucre & R.Braga,EN,Portaria 443/2014,Tillandsia grazielae
Bromeliaceae,Tillandsia heubergeri Ehlers,VU,Portaria 443/2014,Tillandsia heubergeri
Bromeliaceae,Tillandsia jonesii T. Strehl,CR,Portaria 443/2014,Tillandsia jonesii
Bromeliaceae,Tillandsia kautskyi E.Pereira,VU,Portaria 443/2014,Tillandsia kautskyi
Bromeliaceae,Tillandsia neglecta E.Pereira,CR,Portaria 443/2014,Tillandsia neglecta
Bromeliaceae,Tillandsia reclinata E.Pereira & Martinelli,CR,Portaria 443/2014,Tillandsia reclinata
Bromeliaceae,Tillandsia sucrei E.Pereira,CR,Portaria 443/2014,Tillandsia sucrei
Bromeliaceae,Tillandsia xiphioides Ker Gawl.,EN,Portaria 443/2014,Tillandsia xiphioides
Bromeliaceae,Vriesea altimontana E.Pereira & Martinelli,EN,Portaria 443/2014,Vriesea altimontana
Bromeliaceae,Vriesea altomacaensis A.F.Costa,CR,Portaria 443/2014,Vriesea altomacaensis
Bromeliaceae,Vriesea amadoi Leme,CR,Portaria 443/2014,Vriesea amadoi
Bromeliaceae,Vriesea amethystina E.Morren,CR,Portaria 443/2014,Vriesea amethystina
Bromeliaceae,Vriesea arachnoidea A.F.Costa,EN,Portaria 443/2014,Vriesea arachnoidea
Bromeliaceae,Vriesea biguassuensis Reitz,EN,Portaria 443/2014,Vriesea biguassuensis
Bromeliaceae,Vriesea bleherae Roth & W. Weber,CR,Portaria 443/2014,Vriesea bleherae
Bromeliaceae,Vriesea botafogensis Mez,CR,Portaria 443/2014,Vriesea botafogensis
Bromeliaceae,Vriesea brassicoides (Baker) Mez,EN,Portaria 443/2014,Vriesea brassicoides
Bromeliaceae,Vriesea cacuminis L.B.Sm.,EN,Portaria 443/2014,Vriesea cacuminis
Bromeliaceae,Vriesea calimaniana Leme & W.Till,CR,Portaria 443/2014,Vriesea calimaniana
Bromeliaceae,Vriesea cearensis L.B.Sm.,EN,Portaria 443/2014,Vriesea cearensis
Bromeliaceae,Vriesea costae B.R. Silva & Leme,CR,Portaria 443/2014,Vriesea costae
Bromeliaceae,Vriesea delicatula L.B.Sm.,VU,Portaria 443/2014,Vriesea delicatula
Bromeliaceae,Vriesea diamantinensis Leme,EN,Portaria 443/2014,Vriesea diamantinensis
Bromeliaceae,Vriesea eltoniana E.Pereira,EN,Portaria 443/2014,Vriesea eltoniana
Bromeliaceae,Vriesea funebris L.B.Sm.,EN,Portaria 443/2014,Vriesea funebris
Bromeliaceae,Vriesea gracilior (L.B.Sm.) Leme,VU,Portaria 443/2014,Vriesea gracilior
Bromeliaceae,Vriesea harrylutheri Leme & G.K.Brown,CR,Portaria 443/2014,Vriesea harrylutheri
Bromeliaceae,Vriesea kautskyana E.Pereira & I.A.Penna,VU,Portaria 443/2014,Vriesea kautskyana
Bromeliaceae,Vriesea leptantha Harms,CR,Portaria 443/2014,Vriesea leptantha
Bromeliaceae,Vriesea longistaminea C.C.Paula & Leme,CR,Portaria 443/2014,Vriesea longistaminea
Bromeliaceae,Vriesea menescalii E.Pereira & Leme,EN,Portaria 443/2014,Vriesea menescalii
Bromeliaceae,Vriesea minarum L.B.Sm.,EN,Portaria 443/2014,Vriesea minarum
Bromeliaceae,Vriesea monacorum L.B. Smith,CR,Portaria 443/2014,Vriesea monacorum
Bromeliaceae,Vriesea pastuchoffiana Glaz.,EN,Portaria 443/2014,Vriesea pastuchoffiana
Bromeliaceae,Vriesea penduliflora L.B.Sm.,EN,Portaria 443/2014,Vriesea penduliflora
Bromeliaceae,Vriesea pinottii Reitz,EN,Portaria 443/2014,Vriesea pinottii
Bromeliaceae,Vriesea racinae L.B.Sm.,EN,Portaria 443/2014,Vriesea racinae
Bromeliaceae,Vriesea rubyae E.Pereira,CR,Portaria 443/2014,Vriesea rubyae
Bromeliaceae,Vriesea saxicola L.B.Sm.,EN,Portaria 443/2014,Vriesea saxicola
Bromeliaceae,Vriesea sazimae Leme,VU,Portaria 443/2014,Vriesea sazimae
Bromeliaceae,Vriesea sucrei L.B.Sm. & R.W.Read,EN,Portaria 443/2014,Vriesea sucrei
Bromeliaceae,Vriesea wawranea Antoine,EN,Portaria 443/2014,Vriesea wawranea
Bromeliaceae,Vriesea weberi E.Pereira & I.A.Penna,CR,Portaria 443/2014,Vriesea weberi
Bromeliaceae,Wittrockia superba Lindm.,EN,Portaria 443/2014,Wittrockia superba
Bruchiaceae,Pringleella subulata (Müll.Hal.) Broth.,EN,Portaria 443/2014,Pringleella subulata
Burseraceae,Bursera simaruba (L.) Sarg.,VU,Portaria 443/2014,Bursera simaruba
Burseraceae,Dacryodes edilsonii Daly,EN,Portaria 443/2014,Dacryodes edilsonii
Burseraceae,Protium bahianum Daly,EN,Portaria 443/2014,Protium bahianum
Burseraceae,Protium giganteum var. crassifolium (Engl.) Daly,VU,Portaria 443/2014,Protium giganteum var. crassifolium
Burseraceae,Protium icicariba var. talmonii Daly,EN,Portaria 443/2014,Protium icicariba var. talmonii
Burseraceae,Protium inodorum Daly,EN,Portaria 443/2014,Protium inodorum
Burseraceae,Tetragastris occhionii (Rizzini) Daly,EN,Portaria 443/2014,Tetragastris occhionii
Burseraceae,Trattinnickia ferruginea Kuhlm.,EN,Portaria 443/2014,Trattinnickia ferruginea
Burseraceae,Trattinnickia mensalis Daly,EN,Portaria 443/2014,Trattinnickia mensalis
Cactaceae,Arrojadoa bahiensis (P.J.Braun & Esteves) N.P.Taylor & Eggli,EN,Portaria 443/2014,Arrojadoa bahiensis
Cactaceae,Arrojadoa eriocaulis Buining & Brederoo,EN,Portaria 443/2014,Arrojadoa eriocaulis
Cactaceae,Arthrocereus glaziovii (K.Schum.) N.P.Taylor & Zappi,EN,Portaria 443/2014,Arthrocereus glaziovii
Cactaceae,Arthrocereus melanurus subsp. magnus N.P.Taylor & Zappi,EN,Portaria 443/2014,Arthrocereus melanurus subsp. magnus
Cactaceae,Arthrocereus melanurus subsp. melanurus (K.Schum.) Diers et al.,EN,Portaria 443/2014,Arthrocereus melanurus subsp. melanurus
Cactaceae,Arthrocereus melanurus subsp. odorus (Ritter) N.P.Taylor & Zappi,EN,Portaria 443/2014,Arthrocereus melanurus subsp. odorus
Cactaceae,Arthrocereus rondonianus Backeb. & Voll,EN,Portaria 443/2014,Arthrocereus rondonianus
Cactaceae,Brasilicereus markgrafii Backeb. & Voll,EN,Portaria 443/2014,Brasilicereus markgrafii
Cactaceae,Cereus mirabella N.P.Taylor,VU,Portaria 443/2014,Cereus mirabella
Cactaceae,Cipocereus bradei (Backeb. & Voll) Zappi & N.P.Taylor,VU,Portaria 443/2014,Cipocereus bradei
Cactaceae,Cipocereus crassisepalus (Buining & Brederoo) Zappi & N.P.Taylor,EN,Portaria 443/2014,Cipocereus crassisepalus
Cactaceae,Cipocereus laniflorus N.P.Taylor & Zappi,EN,Portaria 443/2014,Cipocereus laniflorus
Cactaceae,Cipocereus minensis (Werderm.) Ritter,VU,Portaria 443/2014,Cipocereus minensis
Cactaceae,Cipocereus pusilliflorus (Ritter) Zappi & N.P.Taylor,CR,Portaria 443/2014,Cipocereus pusilliflorus
Cactaceae,Coleocephalocereus buxbaumianus subsp. flavisetus (Ritter) N.P.Taylor & Zappi,VU,Portaria 443/2014,Coleocephalocereus buxbaumianus subsp. flavisetus
Cactaceae,Coleocephalocereus purpureus (Buining & Brederoo) Ritter,EN,Portaria 443/2014,Coleocephalocereus purpureus
Cactaceae,Discocactus bahiensis Britton & Rose,VU,Portaria 443/2014,Discocactus bahiensis
Cactaceae,Discocactus catingicola Buining & Brederoo,VU,Portaria 443/2014,Discocactus catingicola
Cactaceae,Discocactus horstii Buining & Brederoo,CR,Portaria 443/2014,Discocactus horstii
Cactaceae,Discocactus pseudoinsignis N.P.Taylor & Zappi,CR,Portaria 443/2014,Discocactus pseudoinsignis
Cactaceae,Discocactus zehntneri Britton & Rose,VU,Portaria 443/2014,Discocactus zehntneri
Cactaceae,Echinopsis calochlora K.Schum.,CR,Portaria 443/2014,Echinopsis calochlora
Cactaceae,Echinopsis oxygona (Link & Otto) Pfeiff. & Otto,EN,Portaria 443/2014,Echinopsis oxygona
Cactaceae,Espostoopsis dybowskii (Rol.-Goss.) Buxb.,EN,Portaria 443/2014,Espostoopsis dybowskii
Cactaceae,Facheiroa cephaliomelana Buining & Brederoo,EN,Portaria 443/2014,Facheiroa cephaliomelana
Cactaceae,Facheiroa cephaliomelana subsp. estevesii (P.J.Braun) N.P.Taylor & Zappi,EN,Portaria 443/2014,Facheiroa cephaliomelana subsp. estevesii
Cactaceae,Facheiroa ulei (Gürke) Werderm.,EN,Portaria 443/2014,Facheiroa ulei
Cactaceae,Frailea buenekeri W.R.Abraham,EN,Portaria 443/2014,Frailea buenekeri
Cactaceae,Frailea castanea Backeb.,EN,Portaria 443/2014,Frailea castanea
Cactaceae,Frailea mammifera Buining & Brederoo,CR,Portaria 443/2014,Frailea mammifera
Cactaceae,Frailea phaeodisca (Speg.) Speg.,EN,Portaria 443/2014,Frailea phaeodisca
Cactaceae,Frailea pumila (Lem.) Britton & Rose,VU,Portaria 443/2014,Frailea pumila
Cactaceae,Frailea pygmaea (Speg.) Britton & Rose,VU,Portaria 443/2014,Frailea pygmaea
Cactaceae,Gymnocalycium denudatum (Link & Otto) Pfeiff. ex Mittler,EN,Portaria 443/2014,Gymnocalycium denudatum
Cactaceae,Hatiora herminiae (Porto & Castell.) Backeb. ex Barthlott,VU,Portaria 443/2014,Hatiora herminiae
Cactaceae,Melocactus azureus Buining & Brederoo,EN,Portaria 443/2014,Melocactus azureus
Cactaceae,Melocactus conoideus Buining & Brederoo,CR,Portaria 443/2014,Melocactus conoideus
Cactaceae,Melocactus deinacanthus Buining & Brederoo,CR,Portaria 443/2014,Melocactus deinacanthus
Cactaceae,Melocactus ferreophilus Buining & Brederoo,EN,Portaria 443/2014,Melocactus ferreophilus
Cactaceae,Melocactus glaucescens Buining & Brederoo,EN,Portaria 443/2014,Melocactus glaucescens
Cactaceae,Melocactus lanssensianus P.J.Braun,EN,Portaria 443/2014,Melocactus lanssensianus
Cactaceae,Melocactus pachyacanthus Buining & Brederoo,EN,Portaria 443/2014,Melocactus pachyacanthus
Cactaceae,Melocactus paucispinus Heimen & R.J.Paul,VU,Portaria 443/2014,Melocactus paucispinus
Cactaceae,Melocactus violaceus Pfeiff.,VU,Portaria 443/2014,Melocactus violaceus
Cactaceae,Melocactus violaceus subsp. ritteri N.P.Taylor,EN,Portaria 443/2014,Melocactus violaceus subsp. ritteri
Cactaceae,Micranthocereus albicephalus (Buining & Brederoo) F.Ritter,EN,Portaria 443/2014,Micranthocereus albicephalus
Cactaceae,Micranthocereus auriazureus Buining & Brederoo,EN,Portaria 443/2014,Micranthocereus auriazureus
Cactaceae,Micranthocereus dolichospermaticus (Buining & Brederoo) F.Ritter,EN,Portaria 443/2014,Micranthocereus dolichospermaticus
Cactaceae,Micranthocereus polyanthus (Werderm.) Backeb.,EN,Portaria 443/2014,Micranthocereus polyanthus
Cactaceae,Micranthocereus streckeri Van Heek & Van Criek.,CR,Portaria 443/2014,Micranthocereus streckeri
Cactaceae,Micranthocereus violaciflorus Buining,EN,Portaria 443/2014,Micranthocereus violaciflorus
Cactaceae,Parodia concinna (Monv.) N.P.Taylor,EN,Portaria 443/2014,Parodia concinna
Cactaceae,Parodia crassigibba (Ritter) N.P.Taylor,EN,Portaria 443/2014,Parodia crassigibba
Cactaceae,Parodia erinacea (Haw.) N.P.Taylor,EN,Portaria 443/2014,Parodia erinacea
Cactaceae,Parodia mammulosa (Lem.) N.P.Taylor,EN,Portaria 443/2014,Parodia mammulosa
Cactaceae,Parodia oxycostata (Buining & Brederoo) Hofacker,VU,Portaria 443/2014,Parodia oxycostata
Cactaceae,Parodia rechensis (Buining) Brandt,CR,Portaria 443/2014,Parodia rechensis
Cactaceae,Parodia scopa (Spreng.) N.P.Taylor,EN,Portaria 443/2014,Parodia scopa
Cactaceae,Pereskia aureiflora Ritter,VU,Portaria 443/2014,Pereskia aureiflora
Cactaceae,Pilosocereus aurisetus subsp. aurilanatus (Ritter) Zappi,EN,Portaria 443/2014,Pilosocereus aurisetus subsp. aurilanatus
