especie_original,cat_ameaca_iucn,fonte
Maprounea guianensis,LC,UICN_API
Marlierea clausseniana,LC,UICN_API
Matayba elaeagnoides,LC,UICN_API
Matayba guianensis,LC,UICN_API
Matayba intermedia,LC,UICN_API
Matayba juglandifolia,LC,UICN_API
Matayba marginata,LC,UICN_API
Maytenus aquifolia,LC,UICN_API
Meliosma sellowii,LC,UICN_API
Melochia pyramidata,LC,UICN_API
Mentha spicata,LC,UICN_API
Mentha suaveolens,LC,UICN_API
Meriania claussenii,LC,UICN_API
Mesosetum ferrugineum,LC,UICN_API
Metrodorea nigra,LC,UICN_API
Metrodorea stipularis,LC,UICN_API
Miconia affinis,LC,UICN_API
Miconia albicans,LC,UICN_API
Miconia altissima,LC,UICN_API
Miconia argyraea,DD,UICN_API
Miconia brunnea,LC,UICN_API
Miconia budlejoides,LC,UICN_API
Miconia cabucu,LC,UICN_API
Miconia calvescens,LC,UICN_API
Miconia centrodesma,LC,UICN_API
Miconia chamissois,LC,UICN_API
Miconia chartacea,LC,UICN_API
Miconia cinnamomifolia,LC,UICN_API
Miconia corallina,LC,UICN_API
Miconia discolor,LC,UICN_API
Miconia dodecandra,LC,UICN_API
Miconia elegans,LC,UICN_API
Miconia flammea,LC,UICN_API
Miconia formosa,LC,UICN_API
Miconia goldenbergiana,NT,UICN_API
Miconia holosericea,LC,UICN_API
Miconia hyemalis,LC,UICN_API
Miconia inconspicua,LC,UICN_API
Miconia jucunda,LC,UICN_API
Miconia lagunensis,EN,UICN_API
Miconia latecrenata,LC,UICN_API
Miconia lepidota,LC,UICN_API
Miconia leucocarpa,LC,UICN_API
Miconia ligustroides,LC,UICN_API
Miconia lymanii,LC,UICN_API
Miconia minutiflora,LC,UICN_API
Miconia nervosa,LC,UICN_API
Miconia paniculata,LC,UICN_API
Miconia pepericarpa,LC,UICN_API
Miconia picinguabensis,CR,UICN_API
Miconia prasina,LC,UICN_API
Miconia racemifera,LC,UICN_API
Miconia rubiginosa,LC,UICN_API
Miconia sellowiana,LC,UICN_API
Miconia serrulata,LC,UICN_API
Miconia setosociliata,NT,UICN_API
Miconia stenostachya,LC,UICN_API
Miconia tentaculifera,NT,UICN_API
Miconia trianae,LC,UICN_API
Miconia urophylla,LC,UICN_API
Miconia valtheri,LC,UICN_API
Micrandra elata,LC,UICN_API
Micropholis crassipedicellata,LR/cd,UICN_API
Mimosa bimucronata,LC,UICN_API
Mimosa brevipetiolata,NT,UICN_API
Mimosa cubatanensis,NT,UICN_API
Mimosa dolens,LC,UICN_API
Mimosa elliptica,NT,UICN_API
Mimosa foliolosa,LC,UICN_API
Mimosa furfuracea,LC,UICN_API
Mimosa gracilis,LC,UICN_API
Mimosa laticifera,LC,UICN_API
Mimosa myuros,EN,UICN_API
Mimosa nuda,LC,UICN_API
Mimosa orthacantha,NT,UICN_API
Mimosa pudica,LC,UICN_API
Mimosa selloi,LC,UICN_API
Mimosa xanthocentra,LC,UICN_API
Mollinedia argyrogyna,LR/nt,UICN_API
Mollinedia clavigera,LC,UICN_API
Mollinedia elegans,LC,UICN_API
Mollinedia engleriana,VU,UICN_API
Mollinedia gilgiana,CR,UICN_API
Mollinedia luizae,DD,UICN_API
Mollinedia oligantha,LC,UICN_API
Mollinedia ovata,LC,UICN_API
Mollinedia schottiana,LC,UICN_API
Mollinedia triflora,LC,UICN_API
Mollinedia uleana,LC,UICN_API
Mollinedia widgrenii,LC,UICN_API
Monteverdia ardisiifolia,LC,UICN_API
Monteverdia cestrifolia,LC,UICN_API
Monteverdia glaucescens,LC,UICN_API
Monteverdia gonoclada,LC,UICN_API
Monteverdia littoralis,LC,UICN_API
Moquiniastrum polymorphum,LC,UICN_API
Mouriri chamissoana,LC,UICN_API
Mouriri myrtilloides,LC,UICN_API
Myrceugenia acutata,LC,UICN_API
Myrceugenia acutiflora,LC,UICN_API
Myrceugenia bracteosa,VU,UICN_API
Myrceugenia brevipedicellata,VU,UICN_API
Myrceugenia campestris,VU,UICN_API
Myrceugenia cucullata,LC,UICN_API
Myrceugenia franciscensis,VU,UICN_API
Myrceugenia gertii,EN,UICN_API
Myrceugenia kleinii,VU,UICN_API
Myrceugenia miersiana,LR/nt,UICN_API
Myrceugenia myrcioides,LR/nt,UICN_API
Myrceugenia ovalifolia,LC,UICN_API
Myrceugenia ovata,LC,UICN_API
Myrceugenia pilotantha,VU,UICN_API
Myrceugenia rufescens,VU,UICN_API
Myrceugenia scutellata,VU,UICN_API
Myrcia aethusa,VU,UICN_API
Myrcia amazonica,LC,UICN_API
Myrcia bella,LC,UICN_API
Myrcia bicarinata,LC,UICN_API
Myrcia bicolor,VU,UICN_API
Myrcia coelosepala,LC,UICN_API
Myrcia costeira,LC,UICN_API
Myrcia diaphana,VU,UICN_API
Myrcia dichrophylla,VU,UICN_API
Myrcia dryadica,VU,UICN_API
Myrcia excoriata,LC,UICN_API
Myrcia ferruginosa,EN,UICN_API
Myrcia glabra,NT,UICN_API
Myrcia grammica,LC,UICN_API
Myrcia grandiflora,VU,UICN_API
Myrcia guianensis,LC,UICN_API
Myrcia hexasticha,VU,UICN_API
Myrcia insigniflora,VU,UICN_API
Myrcia insularis,VU,UICN_API
Myrcia laruotteana,LC,UICN_API
Myrcia laxiflora,EN,UICN_API
Myrcia lenheirensis,LC,UICN_API
Myrcia lonchophylla,LC,UICN_API
Myrcia macrocarpa,DD,UICN_API
Myrcia multiflora,LC,UICN_API
Myrcia neobrasiliensis,LC,UICN_API
Myrcia neoclusiifolia,LC,UICN_API
Myrcia neoobscura,LC,UICN_API
Myrcia neoregeliana,LC,UICN_API
Myrcia neoriedeliana,LC,UICN_API
Myrcia neosuaveolens,LC,UICN_API
Myrcianthes pungens,EN,UICN_API
Myrcia obovata,LC,UICN_API
Myrcia palustris,LC,UICN_API
Myrcia plusiantha,LC,UICN_API
Myrcia pubiflora,LC,UICN_API
Myrcia racemosa,LC,UICN_API
Myrcia retorta,LC,UICN_API
Myrcia retusa,EN,UICN_API
Myrciaria cuspidata,VU,UICN_API
Myrciaria delicatula,LC,UICN_API
Myrciaria floribunda,LC,UICN_API
Myrciaria silveirana,VU,UICN_API
Myrcia rufipes,LC,UICN_API
Myrcia skortzoviana,EN,UICN_API
Myrcia splendens,LC,UICN_API
Myrcia stictophylla,EN,UICN_API
Myrcia strigipes,LC,UICN_API
Myrcia subalpestris,LC,UICN_API
Myrcia subcordata,LC,UICN_API
Myrcia tomentosa,LC,UICN_API
Myrcia uberavensis,LC,UICN_API
Myrcia variabilis,LC,UICN_API
Myrcia vestita,LC,UICN_API
Myriocoleopsis fluviatilis,VU,UICN_API
Myrocarpus frondosus,DD,UICN_API
Myrocarpus leprosus,CR,UICN_API
Myroxylon peruiferum,LC,UICN_API
Myrrhinium atropurpureum,LC,UICN_API
Myrsine leuconeura,LC,UICN_API
Myrsine lineata,LC,UICN_API
Myrsine parvifolia,LC,UICN_API
Myrsine parvula,LC,UICN_API
Myrsine rubra,NT,UICN_API
Myrsine umbellata,LC,UICN_API
Myrsine venosa,LC,UICN_API
Najas guadalupensis,LC,UICN_API
Najas marina,LC,UICN_API
Nasturtium officinale,LC,UICN_API
Nectandra angustifolia,LC,UICN_API
Nectandra barbellata,EN,UICN_API
Nectandra cissiflora,LC,UICN_API
Nectandra cuspidata,LC,UICN_API
Nectandra debilis,CR,UICN_API
Nectandra hihua,LC,UICN_API
Nectandra lanceolata,LC,UICN_API
Nectandra leucantha,LC,UICN_API
Nectandra megapotamica,LC,UICN_API
Nectandra membranacea,LC,UICN_API
Nectandra nitidula,LC,UICN_API
Nectandra oppositifolia,LC,UICN_API
Nectandra paranaensis,VU,UICN_API
Nectandra psammophila,EN,UICN_API
Nectandra puberula,LC,UICN_API
Nectandra reticulata,LC,UICN_API
Neomitranthes regeliana,DD,UICN_API
Neomitranthes warmingiana,LC,UICN_API
Neoregelia laevis,LC,UICN_API
Nerium oleander,LC,UICN_API
Nitella flexilis,LC,UICN_API
Nitella oligospira,LC,UICN_API
Nymphaea lotus,LC,UICN_API
Ocotea aciphylla,LR/lc,UICN_API
Ocotea basicordatifolia,EN,UICN_API
Ocotea brachybotrya,LC,UICN_API
Ocotea cantareirae,CR,UICN_API
Ocotea catharinensis,VU,UICN_API
Ocotea corymbosa,LC,UICN_API
Ocotea diospyrifolia,LC,UICN_API
Ocotea dispersa,LC,UICN_API
Ocotea divaricata,LC,UICN_API
Ocotea domatiata,EN,UICN_API
Ocotea glauca,LC,UICN_API
Ocotea glaziovii,LC,UICN_API
Ocotea indecora,LC,UICN_API
Ocotea inhauba,DD,UICN_API
Ocotea lanata,LC,UICN_API
Ocotea minarum,LC,UICN_API
Ocotea nutans,LC,UICN_API
Ocotea porosa,VU,UICN_API
Ocotea pretiosa,VU,UICN_API
Ocotea puberula,LR/lc,UICN_API
Ocotea pulchra,LC,UICN_API
Ocotea teleiandra,LC,UICN_API
Ocotea velutina,LC,UICN_API
Ocotea venulosa,LC,UICN_API
Oeceoclades maculata,LC,UICN_API
Opuntia arechavaletae,LC,UICN_API
Opuntia monacantha,LC,UICN_API
Oreopanax capitatus,LC,UICN_API
Ormosia fastigiata,LC,UICN_API
Ormosia minor,VU,UICN_API
Ossaea angustifolia,LC,UICN_API
Ouratea multiflora,LC,UICN_API
Ouratea parviflora,LC,UICN_API
Ouratea salicifolia,LC,UICN_API
Ouratea semiserrata,LC,UICN_API
Pachira aquatica,LC,UICN_API
Pachystroma longifolium,LC,UICN_API
Palicourea forsteronioides,DD,UICN_API
Palicourea gracilenta,LC,UICN_API
Palicourea hoffmannseggiana,LC,UICN_API
Palicourea malaneoides,DD,UICN_API
Palicourea racemosa,LC,UICN_API
Panicum millegrana,LC,UICN_API
Panicum repens,LC,UICN_API
Panopsis rubescens,LC,UICN_API
Parapiptadenia rigida,LC,UICN_API
Paratheria prostrata,LC,UICN_API
Paspalum densum,LC,UICN_API
Paspalum distichum,LC,UICN_API
Paspalum maculosum,LC,UICN_API
Paspalum repens,LC,UICN_API
Paspalum riparium,LC,UICN_API
Paspalum vaginatum,LC,UICN_API
Paypayrola blanchetiana,LC,UICN_API
Pelexia sceptrum,DD,UICN_API
Peltophorum dubium,LC,UICN_API
Pentodon pentandrus,LC,UICN_API
Pera furfuracea,LC,UICN_API
Pera glabrata,LC,UICN_API
Pera heteranthera,LC,UICN_API
Pereskia aculeata,LC,UICN_API
Pereskia grandifolia,LC,UICN_API
Periandra heterophylla,LC,UICN_API
Periandra mediterranea,LC,UICN_API
Persea alba,LC,UICN_API
Persea major,LC,UICN_API
Persea pyrifolia,LR/lc,UICN_API
Persea venosa,LC,UICN_API
Persicaria hydropiperoides,LC,UICN_API
Pharus latifolius,LC,UICN_API
Phaseolus lunatus,LC,UICN_API
Philyra brasiliensis,LC,UICN_API
Phragmipedium vittatum,LC,UICN_API
Phyllanthus riedelianus,LC,UICN_API
Phyllostylon rhamnoides,LC,UICN_API
Physalis angulata,LC,UICN_API
Physominthe vitifolia,LC,UICN_API
Picramnia ciliata,LC,UICN_API
Picramnia gardneri,LC,UICN_API
Picramnia glazioviana,LC,UICN_API
Picramnia ramiflora,LC,UICN_API
Pilocarpus pauciflorus,LC,UICN_API
Pilocarpus spicatus,LC,UICN_API
Pilosocereus machrisii,LC,UICN_API
Pimenta pseudocaryophyllus var. hoehnei,VU,UICN_API
Piper aduncum,LC,UICN_API
Piper aequale,LC,UICN_API
Piper amalago,LC,UICN_API
Piper cernuum,LC,UICN_API
Piper crassinervium,LC,UICN_API
Piper hispidum,LC,UICN_API
Piptadenia adiantoides,LC,UICN_API
Piptadenia gonoacantha,LC,UICN_API
Piptadenia loefgreniana,DD,UICN_API
Piptadenia macradenia,LC,UICN_API
Piptadenia micracantha,LC,UICN_API
Piptadenia paniculata,LC,UICN_API
Piptocarpha axillaris,LC,UICN_API
Piptocarpha densifolia,LC,UICN_API
Piptocarpha longipedunculata,EN,UICN_API
Piptocarpha macropoda,LC,UICN_API
Piptocarpha organensis,LC,UICN_API
Pisonia aculeata,LC,UICN_API
Pistia stratiotes,LC,UICN_API
Plantago major,LC,UICN_API
Plathymenia foliolosa,VU,UICN_API
Plathymenia reticulata,LC,UICN_API
Platymiscium floribundum,LC,UICN_API
Platypodium elegans,LC,UICN_API
Pleradenophora membranifolia,LC,UICN_API
Pleroma mutabile,LC,UICN_API
Pleurothallis carinifera,LC,UICN_API
Pleurothallis miniatolineolata,DD,UICN_API
Plinia cauliflora,LC,UICN_API
Plinia phitrantha,NT,UICN_API
Plinia rivularis,LC,UICN_API
Plinia rogersiana,CR,UICN_API
Plinia silvestris,EN,UICN_API
Podocarpus lambertii,NT,UICN_API
Podocarpus sellowii,EN,UICN_API
Podostemum ovatum,LC,UICN_API
Poecilanthe parviflora,DD,UICN_API
Poiretia latifolia,LC,UICN_API
Polygonum punctatum,LC,UICN_API
Posoqueria latifolia,LC,UICN_API
Posoqueria longiflora,LC,UICN_API
Potamogeton pusillus,LC,UICN_API
Pourouma guianensis,LC,UICN_API
Pouteria beaurepairei,LR/cd,UICN_API
Pouteria bullata,VU,UICN_API
Pouteria caimito,LC,UICN_API
Pouteria gardneri,LC,UICN_API
Pouteria gardneriana,LC,UICN_API
Pouteria oxypetala,EN,UICN_API
Pouteria peduncularis,DD,UICN_API
Pouteria psammophila,EN,UICN_API
Pouteria ramiflora,LC,UICN_API
Pouteria reticulata subsp. surinamensis,LR/lc,UICN_API
Pouteria venosa,LC,UICN_API
Praecereus euchlorus,LC,UICN_API
Protium brasiliense,LC,UICN_API
Protium ovatum,LC,UICN_API
Protium widgrenii,LC,UICN_API
Pseudobombax longiflorum,LC,UICN_API
Pseudobombax marginatum,LC,UICN_API
Pseudobombax tomentosum,LC,UICN_API
Pseudolmedia hirtula,EN,UICN_API
Pseudolmedia laevigata,LC,UICN_API
Psidium australe,LC,UICN_API
Psidium cinereum,LR/nt,UICN_API
Psidium guajava,LC,UICN_API
Psidium guineense,LC,UICN_API
Psidium rufum var. widgrenianum,VU,UICN_API
Psidium salutare,LC,UICN_API
Psidium striatulum,LC,UICN_API
Psychotria anceps,LC,UICN_API
Psychotria fluminensis,VU,UICN_API
Psychotria glaziovii,VU,UICN_API
Psychotria laciniata,LC,UICN_API
Psychotria mapourioides,LC,UICN_API
Psychotria nemorosa,LC,UICN_API
Psychotria nuda,LC,UICN_API
Psychotria subspathulata,LC,UICN_API
Pteris vittata,LC,UICN_API
Pterodon emarginatus,LC,UICN_API
Pterogyne nitens,LR/nt,UICN_API
Qualea cordata,LC,UICN_API
Qualea grandiflora,LC,UICN_API
Randia armata,LC,UICN_API
Rhamnidium elaeocarpum,LC,UICN_API
Rhipsalis agudoensis,DD,UICN_API
Rhipsalis burchellii,LC,UICN_API
Rhipsalis campos-portoana,LC,UICN_API
Rhipsalis cereuscula,LC,UICN_API
Rhipsalis clavata,NT,UICN_API
Rhipsalis crispata,EN,UICN_API
Rhipsalis dissimilis,EN,UICN_API
Rhipsalis elliptica,LC,UICN_API
Rhipsalis floccosa,LC,UICN_API
Rhipsalis grandiflora,LC,UICN_API
Rhipsalis juengeri,LC,UICN_API
Rhipsalis lindbergiana,LC,UICN_API
Rhipsalis neves-armondii,LC,UICN_API
Rhipsalis oblonga,VU,UICN_API
Rhipsalis olivifera,NT,UICN_API
Rhipsalis pachyptera,LC,UICN_API
Rhipsalis paradoxa,LC,UICN_API
Rhipsalis pilocarpa,VU,UICN_API
Rhipsalis pulchra,LC,UICN_API
Rhipsalis puniceodiscus,LC,UICN_API
Rhipsalis teres,LC,UICN_API
Rhipsalis trigona,LC,UICN_API
Rhizophora mangle,LC,UICN_API
Rhodostemonodaphne macrocalyx,LC,UICN_API
Rhynchosia minima,LC,UICN_API
Rhynchospora eximia,LC,UICN_API
Rhynchospora holoschoenoides,LC,UICN_API
Rhynchospora rugosa,LC,UICN_API
Rhynchospora triflora,LC,UICN_API
Roupala consimilis,LC,UICN_API
Roupala longipetiolata,LC,UICN_API
Roupala meisneri,LC,UICN_API
Roupala montana,LC,UICN_API
Rudgea coriacea,LC,UICN_API
Rudgea coronata,LC,UICN_API
Rudgea jasminoides,LC,UICN_API
Rudgea nodosa,LC,UICN_API
Rudgea pachyphylla,CR,UICN_API
Rudgea recurva,LC,UICN_API
Rudgea tomentosa,LC,UICN_API
Ruppia maritima,LC,UICN_API
Ruprechtia laxiflora,LC,UICN_API
Saccharum angustifolium,LC,UICN_API
Saccharum villosum,LC,UICN_API
Sacciolepis indica,LC,UICN_API
Salacia elliptica,LC,UICN_API
Salacia grandifolia,LC,UICN_API
Salix humboldtiana,LC,UICN_API
Salvertia convallariodora,LC,UICN_API
Sapindus saponaria,LC,UICN_API
Sapium sellowianum,LC,UICN_API
Sauroglossum nitidum,LC,UICN_API
Sauvagesia erecta,LC,UICN_API
Scaevola plumieri,LC,UICN_API
Schaefferia argentinensis,LC,UICN_API
Schefflera angustissima,LC,UICN_API
Schefflera macrocarpa,LC,UICN_API
Schefflera morototoni,LC,UICN_API
Schefflera vinosa,LC,UICN_API
Schinus engleri,DD,UICN_API
Schinus ramboi,EN,UICN_API
Schizocalyx cuspidatus,LC,UICN_API
Schizolobium parahyba,LC,UICN_API
Schlegelia parviflora,LC,UICN_API
Schlumbergera opuntioides,VU,UICN_API
Schlumbergera orssichiana,EN,UICN_API
Schlumbergera truncata,VU,UICN_API
Scleria acanthocarpa,LC,UICN_API
Scleria balansae,LC,UICN_API
Scleria bracteata,LC,UICN_API
Scleria distans,LC,UICN_API
Scleria gaertneri,LC,UICN_API
Scleria hirtella,LC,UICN_API
Scleria latifolia,LC,UICN_API
Scleria leptostachya,LC,UICN_API
Scleria microcarpa,LC,UICN_API
Scleria mitis,LC,UICN_API
Scleria muehlenbergii,LC,UICN_API
Scleria panicoides,LC,UICN_API
Scleria plusiophylla,LC,UICN_API
Scleria scabra,LC,UICN_API
Scleria secans,LC,UICN_API
Scleria sororia,LC,UICN_API
Scleria tenella,LC,UICN_API
Scleria virgata,LC,UICN_API
Sclerolobium denudatum,LR/nt,UICN_API
Sebastiania klotzschiana,LC,UICN_API
Sebastiania schottiana,LC,UICN_API
Senefeldera verticillata,LC,UICN_API
Senegalia hatschbachii,LC,UICN_API
Senegalia irwinii,LC,UICN_API
Senegalia martii,LC,UICN_API
Senegalia polyphylla,LC,UICN_API
Senegalia riparia,LC,UICN_API
Senna alata,LC,UICN_API
Senna cana,LC,UICN_API
Senna corymbosa,LC,UICN_API
Senna macranthera,LC,UICN_API
Senna mucronifera,LC,UICN_API
Senna obtusifolia,LC,UICN_API
Senna pendula,LC,UICN_API
Senna reticulata,LC,UICN_API
Senna rugosa,LC,UICN_API
Senna silvestris,LC,UICN_API
Senna spectabilis,LC,UICN_API
Senna trachypus,LC,UICN_API
Sesbania punicea,LC,UICN_API
Sesbania virgata,LC,UICN_API
Sessea brasiliensis,DD,UICN_API
Setaria parviflora,LC,UICN_API
Setaria sphacelata,LC,UICN_API
Simira pilosa,DD,UICN_API
Simira sampaioana,LC,UICN_API
Siparuna guianensis,LC,UICN_API
Siphoneugena crassifolia,LC,UICN_API
Siphoneugena kiaerskoviana,NT,UICN_API
Siphoneugenia densiflora,VU,UICN_API
Siphoneugenia widgreniana,VU,UICN_API
Skeptrostachys arechavaletanii,LC,UICN_API
Sloanea garckeana,LC,UICN_API
Sloanea guianensis,LC,UICN_API
Solanum argenteum,LC,UICN_API
Solanum bullatum,LR/cd,UICN_API
Solanum caavurana,LC,UICN_API
Solanum capoerum,LC,UICN_API
Solanum carautae,NT,UICN_API
Solanum castaneum,LC,UICN_API
Solanum cernuum,LC,UICN_API
Solanum cinnamomeum,LR/cd,UICN_API
Solanum crinitum,LC,UICN_API
Solanum granuloso-leprosum,LC,UICN_API
Solanum inaequale,LR/cd,UICN_API
Solanum kleinii,EN,UICN_API
Solanum lacerdae,LC,UICN_API
Solanum latiflorum,LR/nt,UICN_API
Solanum leptostachys,LC,UICN_API
Solanum lycocarpum,LC,UICN_API
Solanum melissarum,LR/nt,UICN_API
Solanum pabstii,LC,UICN_API
Solanum paniculatum,LC,UICN_API
Solanum paralum,EN,UICN_API
Solanum pinetorum,LR/nt,UICN_API
Solanum rufescens,LC,UICN_API
Solanum sciadostylis,LC,UICN_API
Solanum symmetricum,LC,UICN_API
Solanum variabile,LC,UICN_API
Solanum viarum,LC,UICN_API
Sorghastrum stipoides,LC,UICN_API
Sorghum arundinaceum,LC,UICN_API
Sorocea guilleminiana,VU,UICN_API
Sorocea hilarii,LC,UICN_API
Sorocea racemosa,LC,UICN_API
Spathodea campanulata,LC,UICN_API
Sphagnum brasiliense,EN,UICN_API
Sphenoclea zeylanica,LC,UICN_API
Spondias mombin,LC,UICN_API
Spondias venulosa,LC,UICN_API
Stelis itatiayae,NT,UICN_API
Stelis ruprechtiana,LC,UICN_API
Stephanopodium estrellense,EN,UICN_API
Sterculia striata,LC,UICN_API
Stifftia chrysantha,LC,UICN_API
Stillingia oppositifolia,LC,UICN_API
Strychnos brasiliensis,LC,UICN_API
Strychnos rubiginosa,LC,UICN_API
Stryphnodendron polyphyllum,LC,UICN_API
Stryphnodendron rotundifolium,LC,UICN_API
Stylosanthes bracteata,LC,UICN_API
Styrax camporum,LC,UICN_API
Styrax latifolius,LC,UICN_API
Styrax leprosus,LC,UICN_API
Styrax martii,LC,UICN_API
Styrax sieberi,LC,UICN_API
Sweetia fruticosa,LC,UICN_API
Syagrus pseudococos,LR/lc,UICN_API
Symplocos estrellensis,LC,UICN_API
Symplocos glanduloso-marginata,LC,UICN_API
Symplocos laxiflora,LC,UICN_API
Symplocos nitidiflora,LC,UICN_API
Symplocos oblongifolia,LC,UICN_API
Symplocos pentandra,LC,UICN_API
Symplocos platyphylla,LC,UICN_API
Symplocos pustulosa,LC,UICN_API
Symplocos rizzinii,CR,UICN_API
Symplocos tetrandra,LC,UICN_API
Symplocos uniflora,LC,UICN_API
Tabebuia impetiginosa,LR/lc,UICN_API
Tabernaemontana catharinensis,LC,UICN_API
Tabernaemontana hystrix,LC,UICN_API
Tabernaemontana laeta,LC,UICN_API
Tachigali vulgaris,LC,UICN_API
Tapirira guianensis,LC,UICN_API
Tapirira obtusa,LC,UICN_API
Tecoma stans,LC,UICN_API
Terminalia argentea,LC,UICN_API
Terminalia hoehneana,VU,UICN_API
Terminalia januariensis,VU,UICN_API
Terminalia kleinii,LR/nt,UICN_API
Terminalia phaeocarpa,LC,UICN_API
Terminalia reitzii,VU,UICN_API
Terminalia triflora,LC,UICN_API
Ternstroemia alnifolia,LC,UICN_API
Ternstroemia cuneifolia,EN,UICN_API
Tetrorchidium rubrivenium,LC,UICN_API
Thalia geniculata,LC,UICN_API
Thelypteris tetragona,LC,UICN_API
Tibouchina clavata,LC,UICN_API
Tibouchina estrellensis,LC,UICN_API
Tibouchina regnellii,LC,UICN_API
Tibouchina reitzii,LC,UICN_API
Tibouchina sellowiana,LC,UICN_API
Tillandsia geminiflora,LC,UICN_API
Tillandsia pseudomontana,EN,UICN_API
Tillandsia usneoides,LC,UICN_API
Tococa guianensis,LC,UICN_API
Tocoyena brasiliensis,LC,UICN_API
Tonina fluviatilis,LC,UICN_API
Torenia thouarsii,LC,UICN_API
Tournefortia bicolor,LC,UICN_API
Tovomitopsis paniculata,LC,UICN_API
Trembleya parviflora,LC,UICN_API
Trichanthecium parvifolium,LC,UICN_API
Trichilia casaretti,VU,UICN_API
Trichilia elegans,LC,UICN_API
Trichilia emarginata,VU,UICN_API
Trichilia hirta,LC,UICN_API
Trichilia lepidota,LC,UICN_API
Trichilia lepidota subsp. schumanniana,VU,UICN_API
Trichilia pallens,LR/nt,UICN_API
Trichilia silvatica,VU,UICN_API
Triplaris americana,LC,UICN_API
Tripodanthus acutifolius,LC,UICN_API
Tripsacum andersonii,LC,UICN_API
Triumfetta bogotensis,LC,UICN_API
Triumfetta semitriloba,LC,UICN_API
Ulex europaeus,LC,UICN_API
Unonopsis guatterioides,LC,UICN_API
Urbanodendron bahiense,EN,UICN_API
Urena lobata,LC,UICN_API
Urera baccifera,LC,UICN_API
Urera caracasana,LC,UICN_API
Utricularia amethystina,LC,UICN_API
Utricularia breviscapa,LC,UICN_API
Utricularia cucullata,LC,UICN_API
Utricularia erectiflora,LC,UICN_API
Utricularia foliosa,LC,UICN_API
Utricularia gibba,LC,UICN_API
Utricularia hispida,LC,UICN_API
Utricularia hydrocarpa,LC,UICN_API
Utricularia longifolia,LC,UICN_API
Utricularia nana,LC,UICN_API
Utricularia nelumbifolia,LC,UICN_API
Utricularia neottioides,LC,UICN_API
Utricularia nervosa,LC,UICN_API
Utricularia nigrescens,LC,UICN_API
Utricularia olivacea,LC,UICN_API
Utricularia praelonga,LC,UICN_API
Utricularia pubescens,LC,UICN_API
Utricularia pusilla,LC,UICN_API
Utricularia reniformis,LC,UICN_API
Utricularia subulata,LC,UICN_API
Utricularia trichophylla,LC,UICN_API
Utricularia tricolor,LC,UICN_API
Utricularia warmingii,LC,UICN_API
Vandellia diffusa,LC,UICN_API
Vantanea compacta,LC,UICN_API
Varronia polycephala,LC,UICN_API
Vassobia breviflora,LC,UICN_API
Vernonanthura discolor,LC,UICN_API
Vernonanthura divaricata,LC,UICN_API
Vernonanthura petiolaris,LC,UICN_API
Veronica peregrina,LC,UICN_API
Vigna adenantha,LC,UICN_API
Vigna longifolia,LC,UICN_API
Vigna luteola,LC,UICN_API
Virola gardneri,LC,UICN_API
Virola sebifera,LC,UICN_API
Vismia brasiliensis,LC,UICN_API
Vismia micrantha,LC,UICN_API
Vitex cymosa,LC,UICN_API
Vitex megapotamica,LC,UICN_API
Vitex mexiae,LC,UICN_API
Vitex polygama,LC,UICN_API
Vitex sellowiana,LC,UICN_API
Vochysia magnifica,LC,UICN_API
Vochysia oppugnata,LC,UICN_API
Vochysia rufa,LC,UICN_API
Vochysia thyrsoidea,LC,UICN_API
Vochysia tucanorum,LC,UICN_API
Vriesea bituminosa,LC,UICN_API
Weinmannia humilis,LC,UICN_API
Wolffia arrhiza,LC,UICN_API
Wolffia brasiliensis,LC,UICN_API
Wunderlichia mirabilis,LC,UICN_API
Xanthosoma striatipes,LC,UICN_API
Ximenia americana,LC,UICN_API
Xylopia aromatica,LC,UICN_API
Xylopia emarginata,LC,UICN_API
Xylosma ciliatifolia,LC,UICN_API
Xylosma prockia,LC,UICN_API
Xylosma pseudosalzmannii,LC,UICN_API
Xylosma venosa,LC,UICN_API
Xyris anceps,LC,UICN_API
Xyris capensis,LC,UICN_API
Zanthoxylum acuminatum,LC,UICN_API
Zanthoxylum caribaeum,LC,UICN_API
Zanthoxylum fagara,LC,UICN_API
Zanthoxylum monogynum,LC,UICN_API
Zanthoxylum rhoifolium,LC,UICN_API
Zanthoxylum riedelianum,LC,UICN_API
Zanthoxylum tingoassuiba,LC,UICN_API
Zeyheria tuberculosa,VU,UICN_API
Zollernia glabra,LC,UICN_API
Zollernia ilicifolia,LC,UICN_API
Zornia pardina,LC,UICN_API
Zygopetalum crinitum,LC,UICN_API
