especie_original,familia,genero,epiteto_especifico,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,fonte
Halodule wrightii,Cymodoceaceae,Halodule,wrightii,NA,LC,EN,sima
Aristolochia wendeliana,Aristolochiaceae,Aristolochia,wendeliana,NA,LC,NA,sima
Acrocomia hassleri,Arecaceae,Acrocomia,hassleri,NA,LC,EN,sima
Attalea oleifera,Arecaceae,Attalea,oleifera,NA,LC,VU,sima
Peperomia lyman-smithii,Piperaceae,Peperomia,lyman-smithii,NA,LC,NA,sima
Peperomia mandioccana,Piperaceae,Peperomia,mandioccana,NA,LC,NA,sima
Peperomia rizzinii,Piperaceae,Peperomia,rizzinii,NA,LC,NA,sima
Piper macedoi,Piperaceae,Piper,macedoi,NA,LC,NA,sima
Piper viminifolium,Piperaceae,Piper,viminifolium,NA,LC,NA,sima
Helanthium bolivianum,Alismataceae,Helanthium,bolivianum,NA,LC,NA,sima
Anthurium kunthii,Araceae,Anthurium,kunthii,NA,LC,NA,sima
Anthurium parasiticum,Araceae,Anthurium,parasiticum,NA,LC,NA,sima
Dieffenbachia aglaonematifolia,Araceae,Dieffenbachia,aglaonematifolia,NA,LC,NA,sima
Philodendron missionum,Araceae,Philodendron,missionum,NA,LC,NA,sima
Butia paraguayensis,Arecaceae,Butia,paraguayensis,NA,LC,NA,sima
Curculigo scorzonerifolia,Hypoxidaceae,Curculigo,scorzonerifolia,NA,LC,NA,sima
Sisyrinchium rambonis,Iridaceae,Sisyrinchium,rambonis,NA,LC,NA,sima
Acianthera karlii,Orchidaceae,Acianthera,karlii,NA,LC,NA,sima
Bifrenaria racemosa,Orchidaceae,Bifrenaria,racemosa,NA,LC,EX,sima
Bifrenaria tyrianthina,Orchidaceae,Bifrenaria,tyrianthina,NA,LC,EW,sima
Acianthera tricarinata,Orchidaceae,Acianthera,tricarinata,NA,LC,NA,sima
Aspasia lunata,Orchidaceae,Aspasia,lunata,NA,LC,NA,sima
Aspidogyne commelinoides,Orchidaceae,Aspidogyne,commelinoides,NA,LC,NA,sima
Aspidogyne kuczynskii,Orchidaceae,Aspidogyne,kuczynskii,NA,LC,NA,sima
Bifrenaria aureofulva,Orchidaceae,Bifrenaria,aureofulva,NA,LC,NA,sima
Bulbophyllum chloroglossum,Orchidaceae,Bulbophyllum,chloroglossum,NA,LC,NA,sima
Bulbophyllum tripetalum,Orchidaceae,Bulbophyllum,tripetalum,NA,LC,NA,sima
Campylocentrum densiflorum,Orchidaceae,Campylocentrum,densiflorum,NA,LC,NA,sima
Campylocentrum neglectum,Orchidaceae,Campylocentrum,neglectum,NA,LC,NA,sima
Cyrtopodium blanchetii,Orchidaceae,Cyrtopodium,blanchetii,NA,LC,VU,sima
Cyrtopodium brandonianum,Orchidaceae,Cyrtopodium,brandonianum,NA,LC,EX,sima
Capanemia adelaidae,Orchidaceae,Capanemia,adelaidae,NA,LC,NA,sima
Cyrtopodium fowliei,Orchidaceae,Cyrtopodium,fowliei,NA,LC,EN,sima
Capanemia gehrtii,Orchidaceae,Capanemia,gehrtii,NA,LC,NA,sima
Cyrtopodium parviflorum,Orchidaceae,Cyrtopodium,parviflorum,NA,LC,EX,sima
Cattleya cernua,Orchidaceae,Cattleya,cernua,NA,LC,NA,sima
Cleistes exilis,Orchidaceae,Cleistes,exilis,NA,LC,NA,sima
Epidendrum filicaule,Orchidaceae,Epidendrum,filicaule,NA,LC,VU,sima
Epidendrum saxatile,Orchidaceae,Epidendrum,saxatile,NA,LC,EX,sima
Cleistes mantiqueirae,Orchidaceae,Cleistes,mantiqueirae,NA,LC,NA,sima
Cleistes ramboi,Orchidaceae,Cleistes,ramboi,NA,LC,NA,sima
Cleistes tenuis,Orchidaceae,Cleistes,tenuis,NA,LC,NA,sima
Corymborkis flava,Orchidaceae,Corymborkis,flava,NA,LC,NA,sima
Cranichis candida,Orchidaceae,Cranichis,candida,NA,LC,NA,sima
Cyanaeorchis arundinae,Orchidaceae,Cyanaeorchis,arundinae,NA,LC,NA,sima
Cyrtopodium paludicolum,Orchidaceae,Cyrtopodium,paludicolum,NA,LC,NA,sima
Dichaea anchorifera,Orchidaceae,Dichaea,anchorifera,NA,LC,NA,sima
Epidendrum caldense,Orchidaceae,Epidendrum,caldense,NA,LC,NA,sima
Habenaria armata,Orchidaceae,Habenaria,armata,NA,LC,EX,sima
Epidendrum coronatum,Orchidaceae,Epidendrum,coronatum,NA,LC,NA,sima
Erycina pusilla,Orchidaceae,Erycina,pusilla,NA,LC,NA,sima
Habenaria exaltata,Orchidaceae,Habenaria,exaltata,NA,LC,EX,sima
Habenaria hexaptera,Orchidaceae,Habenaria,hexaptera,NA,LC,EX,sima
Habenaria leucosantha,Orchidaceae,Habenaria,leucosantha,NA,LC,EN,sima
Eurystyles lorenzii,Orchidaceae,Eurystyles,lorenzii,NA,LC,NA,sima
Habenaria regnellii,Orchidaceae,Habenaria,regnellii,NA,LC,EN,sima
Habenaria schwackei,Orchidaceae,Habenaria,schwackei,NA,LC,EN,sima
Habenaria trifida,Orchidaceae,Habenaria,trifida,NA,LC,VU,sima
Galeandra styllomisantha,Orchidaceae,Galeandra,styllomisantha,NA,LC,NA,sima
Gomesa barbata,Orchidaceae,Gomesa,barbata,NA,LC,NA,sima
Gomesa lietzei,Orchidaceae,Gomesa,lietzei,NA,LC,NA,sima
Koellensteinia tricolor,Orchidaceae,Koellensteinia,tricolor,NA,LC,VU,sima
Gomesa varicosa,Orchidaceae,Gomesa,varicosa,NA,LC,NA,sima
Gongora bufonia,Orchidaceae,Gongora,bufonia,NA,LC,NA,sima
Habenaria culicina,Orchidaceae,Habenaria,culicina,NA,LC,NA,sima
Macradenia paraensis,Orchidaceae,Macradenia,paraensis,NA,LC,VU,sima
Hapalorchis lineatus,Orchidaceae,Hapalorchis,lineatus,NA,LC,NA,sima
Ionopsis utricularioides,Orchidaceae,Ionopsis,utricularioides,NA,LC,NA,sima
Laelia gloriosa,Orchidaceae,Laelia,gloriosa,NA,LC,NA,sima
Leptotes bicolor,Orchidaceae,Leptotes,bicolor,NA,LC,NA,sima
Loefgrenianthus blanche-amesiae,Orchidaceae,Loefgrenianthus,blanche-amesiae,NA,LC,NA,sima
Lyroglossa grisebachii,Orchidaceae,Lyroglossa,grisebachii,NA,LC,NA,sima
Malaxis excavata,Orchidaceae,Malaxis,excavata,NA,LC,NA,sima
Malaxis parthonii,Orchidaceae,Malaxis,parthonii,NA,LC,NA,sima
Mapinguari desvauxianus,Orchidaceae,Mapinguari,desvauxianus,NA,LC,NA,sima
Pelexia oestrifera,Orchidaceae,Pelexia,oestrifera,NA,LC,NA,sima
Pelexia orthosepala,Orchidaceae,Pelexia,orthosepala,NA,LC,NA,sima
Pteroglossa glazioviana,Orchidaceae,Pteroglossa,glazioviana,NA,LC,NA,sima
Trichocentrum albococcineum,Orchidaceae,Trichocentrum,albococcineum,NA,LC,VU,sima
Stanhopea lietzei,Orchidaceae,Stanhopea,lietzei,NA,LC,NA,sima
Warmingia eugenii,Orchidaceae,Warmingia,eugenii,NA,LC,NA,sima
Zygostates pellucida,Orchidaceae,Zygostates,pellucida,NA,LC,EN,sima
Heteranthera zosterifolia,Pontederiaceae,Heteranthera,zosterifolia,NA,LC,VU,sima
Burmannia flava,Burmanniaceae,Burmannia,flava,NA,LC,EX,sima
Wullschlaegelia aphylla,Orchidaceae,Wullschlaegelia,aphylla,NA,LC,NA,sima
Burmannia bicolor,Burmanniaceae,Burmannia,bicolor,NA,LC,NA,sima
Dictyostega orobanchoides,Burmanniaceae,Dictyostega,orobanchoides,NA,LC,NA,sima
Gymnosiphon refractus,Burmanniaceae,Gymnosiphon,refractus,NA,LC,NA,sima
Dioscorea grandiflora,Dioscoreaceae,Dioscorea,grandiflora,NA,LC,VU,sima
Dioscorea mollis,Dioscoreaceae,Dioscorea,mollis,NA,LC,VU,sima
Dioscorea rumicoides,Dioscoreaceae,Dioscorea,rumicoides,NA,LC,VU,sima
Miersiella umbellata,Burmanniaceae,Miersiella,umbellata,NA,LC,NA,sima
Dioscorea campestris,Dioscoreaceae,Dioscorea,campestris,NA,LC,NA,sima
Alstroemeria apertiflora,Alstroemeriaceae,Alstroemeria,apertiflora,NA,LC,EN,sima
Triuris hyalina,Triuridaceae,Triuris,hyalina,NA,LC,EX,sima
Dioscorea stegelmanniana,Dioscoreaceae,Dioscorea,stegelmanniana,NA,LC,NA,sima
Vellozia variabilis,Velloziaceae,Vellozia,variabilis,NA,LC,EX,sima
Aechmea gamosepala,Bromeliaceae,Aechmea,gamosepala,NA,LC,EX,sima
Alstroemeria inodora,Alstroemeriaceae,Alstroemeria,inodora,NA,LC,NA,sima
Aechmea setigera,Bromeliaceae,Aechmea,setigera,NA,LC,EX,sima
Billbergia alfonsijoannis,Bromeliaceae,Billbergia,alfonsijoannis,NA,LC,VU,sima
Aechmea gracilis,Bromeliaceae,Aechmea,gracilis,NA,LC,NA,sima
Billbergia meyeri,Bromeliaceae,Billbergia,meyeri,NA,LC,EX,sima
Billbergia nutans,Bromeliaceae,Billbergia,nutans,NA,LC,VU,sima
Billbergia magnifica,Bromeliaceae,Billbergia,magnifica,NA,LC,NA,sima
Dyckia minarum,Bromeliaceae,Dyckia,minarum,NA,LC,VU,sima
Neoregelia bahiana,Bromeliaceae,Neoregelia,bahiana,NA,LC,EX,sima
Neoregelia burlemarxii,Bromeliaceae,Neoregelia,burlemarxii,NA,LC,VU,sima
Tillandsia linearis,Bromeliaceae,Tillandsia,linearis,NA,LC,VU,sima
Racinaea aerisincola,Bromeliaceae,Racinaea,aerisincola,NA,LC,NA,sima
Tillandsia lorentziana,Bromeliaceae,Tillandsia,lorentziana,NA,LC,NA,sima
Vriesea lubbersii,Bromeliaceae,Vriesea,lubbersii,NA,LC,EX,sima
Vriesea neoglutinosa,Bromeliaceae,Vriesea,neoglutinosa,NA,LC,VU,sima
Vriesea pardalina,Bromeliaceae,Vriesea,pardalina,NA,LC,EX,sima
Vriesea pauperrima,Bromeliaceae,Vriesea,pauperrima,NA,LC,VU,sima
Vriesea hieroglyphica,Bromeliaceae,Vriesea,hieroglyphica,NA,LC,NA,sima
Vriesea platzmannii,Bromeliaceae,Vriesea,platzmannii,NA,LC,VU,sima
Bulbostylis fendleri,Cyperaceae,Bulbostylis,fendleri,NA,LC,NA,sima
Bulbostylis loefgrenii,Cyperaceae,Bulbostylis,loefgrenii,NA,LC,NA,sima
Cyperus giganteus,Cyperaceae,Cyperus,giganteus,NA,LC,NA,sima
Rhynchospora biflora,Cyperaceae,Rhynchospora,biflora,NA,LC,NA,sima
Rhynchospora nardifolia,Cyperaceae,Rhynchospora,nardifolia,NA,LC,NA,sima
Agenium leptocladum,Poaceae,Agenium,leptocladum,NA,LC,EN,sima
Andropogon carinatus,Poaceae,Andropogon,carinatus,NA,LC,EX,sima
Andropogon hypogynus,Poaceae,Andropogon,hypogynus,NA,LC,VU,sima
Aristida laevis,Poaceae,Aristida,laevis,NA,LC,EX,sima
Aristida oligospira,Poaceae,Aristida,oligospira,NA,LC,EX,sima
Axonopus chrysoblepharis,Poaceae,Axonopus,chrysoblepharis,NA,LC,EX,sima
Axonopus comans,Poaceae,Axonopus,comans,NA,LC,EX,sima
Axonopus complanatus,Poaceae,Axonopus,complanatus,NA,LC,EX,sima
Chusquea pinifolia,Poaceae,Chusquea,pinifolia,NA,LC,CR,sima
Ctenium brevispicatum,Poaceae,Ctenium,brevispicatum,NA,LC,CR,sima
Digitaria corynotricha,Poaceae,Digitaria,corynotricha,NA,LC,EN,sima
Eragrostis neesii,Poaceae,Eragrostis,neesii,NA,LC,EN,sima
Gymnopogon burchellii,Poaceae,Gymnopogon,burchellii,NA,LC,CR,sima
Hymenachne donacifolia,Poaceae,Hymenachne,donacifolia,NA,LC,CR,sima
Hymenachne pernambucensis,Poaceae,Hymenachne,pernambucensis,NA,LC,EN,sima
Ichnanthus bambusiflorus,Poaceae,Ichnanthus,bambusiflorus,NA,LC,EN,sima
Loudetia flammida,Poaceae,Loudetia,flammida,NA,LC,CR,sima
Merostachys skvortzovii,Poaceae,Merostachys,skvortzovii,NA,LC,EN,sima
Mesosetum ferrugineum,Poaceae,Mesosetum,ferrugineum,NA,LC,EN,sima
Olyra fasciculata,Poaceae,Olyra,fasciculata,NA,LC,EN,sima
Piptochaetium ruprechtianum,Poaceae,Piptochaetium,ruprechtianum,NA,LC,EX,sima
Raddiella esenbeckii,Poaceae,Raddiella,esenbeckii,NA,LC,EX,sima
Setaria tenacissima,Poaceae,Setaria,tenacissima,NA,LC,CR,sima
Sorghastrum stipoides,Poaceae,Sorghastrum,stipoides,NA,LC,EX,sima
Sporobolus adustus,Poaceae,Sporobolus,adustus,NA,LC,CR,sima
Xyris augusto-coburgii,Xyridaceae,Xyris,augusto-coburgii,NA,LC,EN,sima
Xyris capensis,Xyridaceae,Xyris,capensis,NA,LC,EX,sima
Xyris trachyphylla,Xyridaceae,Xyris,trachyphylla,NA,LC,EN,sima
Goeppertia zebrina,Marantaceae,Goeppertia,zebrina,NA,LC,VU,sima
Enhydra sessilis,Asteraceae,Enhydra,sessilis,NA,"NA",EX,sima
Mikania bradei,Asteraceae,Mikania,bradei,NA,"NA",EX,sima
Mikania stenomeres,Asteraceae,Mikania,stenomeres,NA,"NA",EX,sima
Maytenus ilicifolia,Celastraceae,Maytenus,ilicifolia,NA,"NA",VU,sima
Piptocarpha brasiliana,Asteraceae,Piptocarpha,brasiliana,NA,"NA",VU,sima
Aldama grandiflora,Asteraceae,Aldama,grandiflora,NA,"NA",NA,sima
Aldama pilosa,Asteraceae,Aldama,pilosa,NA,"NA",NA,sima
Tarenaya diffusa,Cleomaceae,Tarenaya,diffusa,NA,"NA",EX,sima
Alternanthera aquatica,Amaranthaceae,Alternanthera,aquatica,NA,"NA",VU,sima
Alternanthera bahiensis,Amaranthaceae,Alternanthera,bahiensis,NA,"NA",VU,sima
Alternanthera flavescens,Amaranthaceae,Alternanthera,flavescens,NA,"NA",VU,sima
Alternanthera lanceolata,Amaranthaceae,Alternanthera,lanceolata,NA,"NA",VU,sima
Dasycondylus dusenii,Asteraceae,Dasycondylus,dusenii,NA,"NA",NA,sima
Schlumbergera lutea subsp. bradei,Cactaceae,Schlumbergera,lutea,NA,"NA",VU,sima
Portulaca amilis,Portulacaceae,Portulaca,amilis,NA,"NA",VU,sima
Holocheilus schulzii,Asteraceae,Holocheilus,schulzii,NA,"NA",NA,sima
Schaefferia argentinensis,Celastraceae,Schaefferia,argentinensis,NA,"NA",CR,sima
Clavija spinosa,Primulaceae,Clavija,spinosa,NA,"NA",EN,sima
Senecio grandis,Asteraceae,Senecio,grandis,NA,"NA",NA,sima
Symplocos atlantica,Symplocaceae,Symplocos,atlantica,NA,"NA",EN,sima
Symplocos rizzinii,Symplocaceae,Symplocos,rizzinii,NA,"NA",EX,sima
Viguiera malmei,Asteraceae,Viguiera,malmei,NA,"NA",NA,sima
Wedelia calycina,Asteraceae,Wedelia,calycina,NA,"NA",NA,sima
Zexmenia viguerioides,Asteraceae,Zexmenia,viguerioides,NA,"NA",NA,sima
Varronia sessilifolia,Boraginaceae,Varronia,sessilifolia,NA,"NA",NA,sima
Portulaca cryptopetala var. poellniztiana,Portulacaceae,Portulaca,cryptopetala,NA,"NA",NA,sima
Begonia biguassuensis,Begoniaceae,Begonia,biguassuensis,NA,"NA",NA,sima
Begonia diaphones,Begoniaceae,Begonia,diaphones,NA,"NA",NA,sima
Begonia glabrescens,Begoniaceae,Begonia,glabrescens,NA,"NA",NA,sima
Begonia klydophylla,Begoniaceae,Begonia,klydophylla,NA,"NA",NA,sima
Begonia succulenta,Begoniaceae,Begonia,succulenta,NA,"NA",NA,sima
Begonia tibagiensis,Begoniaceae,Begonia,tibagiensis,NA,"NA",NA,sima
Clavija nutans,Primulaceae,Clavija,nutans,NA,"NA",NA,sima
Aspidosperma quirandy,Apocynaceae,Aspidosperma,quirandy,NA,"NA",EN,sima
Widgrenia corymbosa,Apocynaceae,Widgrenia,corymbosa,NA,"NA",EX,sima
Galium hypocarpium subsp. buxifolium,Rubiaceae,Galium,hypocarpium,NA,"NA",EX,sima
Galium noxium subsp. valantioides,Rubiaceae,Galium,noxium,NA,"NA",EX,sima
Schnella microstachya,Fabaceae,Schnella,microstachya,NA,"NA",NA,sima
Polygala hastchbachii,Polygalaceae,Polygala,hastchbachii,NA,"NA",NA,sima
Coccoloba glaziovii,Polygonaceae,Coccoloba,glaziovii,NA,"NA",NA,sima
Coccoloba paraguariensis,Polygonaceae,Coccoloba,paraguariensis,NA,"NA",NA,sima
Quillaja lancifolia,Quillajaceae,Quillaja,lancifolia,NA,"NA",NA,sima
Lepidagathis meridionalis,Acanthaceae,Lepidagathis,meridionalis,NA,"NA",VU,sima
Stenandrium mandioccanum,Acanthaceae,Stenandrium,mandioccanum,NA,"NA",VU,sima
Spigelia kleinii var. paranaensis,Loganiaceae,Spigelia,kleinii,NA,"NA",NA,sima
Nematanthus mattosianus,Gesneriaceae,Nematanthus,mattosianus,NA,"NA",VU,sima
Aegiphila capitata,Lamiaceae,Aegiphila,capitata,NA,"NA",EX,sima
Chaetoclamys psammina,Acanthaceae,Chaetoclamys,psammina,NA,"NA",NA,sima
Hyptis lavandulacea,Lamiaceae,Hyptis,lavandulacea,NA,"NA",EX,sima
Hyptis lobata,Lamiaceae,Hyptis,lobata,NA,"NA",EX,sima
Hyptis riparia,Lamiaceae,Hyptis,riparia,NA,"NA",EX,sima
Hyptis uliginosa,Lamiaceae,Hyptis,uliginosa,NA,"NA",EX,sima
Rhabdocaulon gracile,Lamiaceae,Rhabdocaulon,gracile,NA,"NA",EX,sima
Salvia campos-portoi,Lamiaceae,Salvia,campos-portoi,NA,"NA",EX,sima
Salvia lachnostachys,Lamiaceae,Salvia,lachnostachys,NA,"NA",EX,sima
Utricularia olivacea,Lentibulariaceae,Utricularia,olivacea,NA,"NA",VU,sima
Callitriche terrestris,Plantaginaceae,Callitriche,terrestris,NA,"NA",EX,sima
Stemodia foliosa,Plantaginaceae,Stemodia,foliosa,NA,"NA",EX,sima
Poikilacanthus guillesii,Acanthaceae,Poikilacanthus,guillesii,NA,"NA",NA,sima
Erythroxylum cuneifolium,Erythroxylaceae,Erythroxylum,cuneifolium,NA,"NA",EX,sima
Aegiphila australis,Lamiaceae,Aegiphila,australis,NA,"NA",NA,sima
Cunila incana,Lamiaceae,Cunila,incana,NA,"NA",NA,sima
Glechon ciliata,Lamiaceae,Glechon,ciliata,NA,"NA",NA,sima
Aspicarpa sericea,Malpighiaceae,Aspicarpa,sericea,NA,"NA",VU,sima
Salvia uliginosa,Lamiaceae,Salvia,uliginosa,NA,"NA",NA,sima
Byrsonima cydoniifolia,Malpighiaceae,Byrsonima,cydoniifolia,NA,"NA",VU,sima
Byrsonima psilandra,Malpighiaceae,Byrsonima,psilandra,NA,"NA",EN,sima
Vitex polygama var. bakeri,Lamiaceae,Vitex,polygama,NA,"NA",NA,sima
Ibicella lutea,Martyniaceae,Ibicella,lutea,NA,"NA",NA,sima
Buddleja hatschbachii,Scrophulariaceae,Buddleja,hatschbachii,NA,"NA",NA,sima
Buddleja oblonga,Scrophulariaceae,Buddleja,oblonga,NA,"NA",NA,sima
Mascagnia divaricata,Malpighiaceae,Mascagnia,divaricata,NA,"NA",VU,sima
Lippia nana,Verbenaceae,Lippia,nana,NA,"NA",NA,sima
Croton aberrans,Euphorbiaceae,Croton,aberrans,NA,"NA",NA,sima
Croton ichthygaster,Euphorbiaceae,Croton,ichthygaster,NA,"NA",NA,sima
Croton urucurana,Euphorbiaceae,Croton,urucurana,NA,"NA",NA,sima
Hibiscus urticifolius,Malvaceae,Hibiscus,urticifolius,NA,"NA",EX,sima
Pachira calophylla,Malvaceae,Pachira,calophylla,NA,"NA",VU,sima
Microstachys corniculata,Euphorbiaceae,Microstachys,corniculata,NA,"NA",NA,sima
Sida acrantha,Malvaceae,Sida,acrantha,NA,"NA",EN,sima
Buchenavia hoehneana,Combretaceae,Buchenavia,hoehneana,NA,"NA",VU,sima
Hypericum cordiforme var. Kleinii,Hypericaceae,Hypericum,cordiforme,NA,"NA",NA,sima
Behuria parvifolia,Melastomataceae,Behuria,parvifolia,NA,"NA",VU,sima
Byrsonima salzmanniana,Malpighiaceae,Byrsonima,salzmanniana,NA,"NA",NA,sima
Cambessedesia regnelliana,Melastomataceae,Cambessedesia,regnelliana,NA,"NA",VU,sima
Chaetostoma glaziovii,Melastomataceae,Chaetostoma,glaziovii,NA,"NA",VU,sima
Clidemia sericea,Melastomataceae,Clidemia,sericea,NA,"NA",VU,sima
Graffenrieda weddellii,Melastomataceae,Graffenrieda,weddellii,NA,"NA",EN,sima
Henriettea saldanhae,Melastomataceae,Henriettea,saldanhae,NA,"NA",VU,sima
Lavoisiera serrulata,Melastomataceae,Lavoisiera,serrulata,NA,"NA",EX,sima
Leandra amplexicaulis,Melastomataceae,Leandra,amplexicaulis,NA,"NA",VU,sima
Leandra calvescens,Melastomataceae,Leandra,calvescens,NA,"NA",VU,sima
Leandra coriacea,Melastomataceae,Leandra,coriacea,NA,"NA",VU,sima
Leandra dispar,Melastomataceae,Leandra,dispar,NA,"NA",VU,sima
Leandra eichleri,Melastomataceae,Leandra,eichleri,NA,"NA",VU,sima
Leandra hermogenesii,Melastomataceae,Leandra,hermogenesii,NA,"NA",VU,sima
Leandra itatiaiae,Melastomataceae,Leandra,itatiaiae,NA,"NA",VU,sima
Leandra lancifolia,Melastomataceae,Leandra,lancifolia,NA,"NA",EN,sima
Leandra lapae,Melastomataceae,Leandra,lapae,NA,"NA",VU,sima
Leandra limbata,Melastomataceae,Leandra,limbata,NA,"NA",EX,sima
Leandra mattosii,Melastomataceae,Leandra,mattosii,NA,"NA",EX,sima
Leandra neglecta,Melastomataceae,Leandra,neglecta,NA,"NA",VU,sima
Leandra pallida,Melastomataceae,Leandra,pallida,NA,"NA",VU,sima
Leandra paulina,Melastomataceae,Leandra,paulina,NA,"NA",VU,sima
Leandra quinquenodis,Melastomataceae,Leandra,quinquenodis,NA,"NA",EN,sima
Leandra riedeliana,Melastomataceae,Leandra,riedeliana,NA,"NA",EX,sima
Leandra sparsisetulosa,Melastomataceae,Leandra,sparsisetulosa,NA,"NA",EX,sima
Leandra strigilliflora,Melastomataceae,Leandra,strigilliflora,NA,"NA",VU,sima
Leandra tristis,Melastomataceae,Leandra,tristis,NA,"NA",EN,sima
Leandra uliginosa,Melastomataceae,Leandra,uliginosa,NA,"NA",VU,sima
Leandra umbellata,Melastomataceae,Leandra,umbellata,NA,"NA",EN,sima
Leandra vesiculosa,Melastomataceae,Leandra,vesiculosa,NA,"NA",EN,sima
Leandra viridiflava,Melastomataceae,Leandra,viridiflava,NA,"NA",VU,sima
Miconia macrothyrsa,Melastomataceae,Miconia,macrothyrsa,NA,"NA",EN,sima
Miconia sclerophylla,Melastomataceae,Miconia,sclerophylla,NA,"NA",EN,sima
Miconia serrulata,Melastomataceae,Miconia,serrulata,NA,"NA",VU,sima
Miconia shepherdii,Melastomataceae,Miconia,shepherdii,NA,"NA",EN,sima
Miconia tentaculifera,Melastomataceae,Miconia,tentaculifera,NA,"NA",VU,sima
Miconia urophylla,Melastomataceae,Miconia,urophylla,NA,"NA",VU,sima
Pleroma guartelaensis,Melastomataceae,Pleroma,guartelaensis,NA,"NA",VU,sima
Siphanthera cordata,Melastomataceae,Siphanthera,cordata,NA,"NA",VU,sima
Siphanthera dawsonii,Melastomataceae,Siphanthera,dawsonii,NA,"NA",VU,sima
Tibouchina cinerea,Melastomataceae,Tibouchina,cinerea,NA,"NA",VU,sima
Tibouchina herincquiana,Melastomataceae,Tibouchina,herincquiana,NA,"NA",VU,sima
Tibouchina itatiaiae,Melastomataceae,Tibouchina,itatiaiae,NA,"NA",VU,sima
Tibouchina minutiflora,Melastomataceae,Tibouchina,minutiflora,NA,"NA",VU,sima
Tibouchina serrana,Melastomataceae,Tibouchina,serrana,NA,"NA",VU,sima
Tibouchina versicolor,Melastomataceae,Tibouchina,versicolor,NA,"NA",VU,sima
Byttneria catalpaefolia subsp. Sidaefolia,Malvaceae,Byttneria,catalpaefolia,NA,"NA",NA,sima
Calyptranthes brasiliensis,Myrtaceae,Calyptranthes,brasiliensis,NA,"NA",EX,sima
Calyptranthes curta,Myrtaceae,Calyptranthes,curta,NA,"NA",EN,sima
Calyptranthes dichotoma,Myrtaceae,Calyptranthes,dichotoma,NA,"NA",EX,sima
Calyptranthes grammica,Myrtaceae,Calyptranthes,grammica,NA,"NA",VU,sima
Calyptranthes maritima,Myrtaceae,Calyptranthes,maritima,NA,"NA",VU,sima
Hibiscus linearis,Malvaceae,Hibiscus,linearis,NA,"NA",NA,sima
Calyptranthes serrana,Myrtaceae,Calyptranthes,serrana,NA,"NA",VU,sima
Calyptranthes solitaria,Myrtaceae,Calyptranthes,solitaria,NA,"NA",VU,sima
Calyptranthes ubatubana,Myrtaceae,Calyptranthes,ubatubana,NA,"NA",VU,sima
Campomanesia aurea,Myrtaceae,Campomanesia,aurea,NA,"NA",EN,sima
Pavonia belophylla,Malvaceae,Pavonia,belophylla,NA,"NA",NA,sima
Eugenia brunneopubescens,Myrtaceae,Eugenia,brunneopubescens,NA,"NA",VU,sima
Eugenia catharinensis,Myrtaceae,Eugenia,catharinensis,NA,"NA",VU,sima
Eugenia cinerascens,Myrtaceae,Eugenia,cinerascens,NA,"NA",EX,sima
Buchenavia kleinii,Combretaceae,Buchenavia,kleinii,NA,"NA",NA,sima
Cuphea hatschbachii,Lythraceae,Cuphea,hatschbachii,NA,"NA",NA,sima
Eugenia handroi,Myrtaceae,Eugenia,handroi,NA,"NA",VU,sima
Eugenia lambertiana,Myrtaceae,Eugenia,lambertiana,NA,"NA",VU,sima
Eugenia longibracteata,Myrtaceae,Eugenia,longibracteata,NA,"NA",VU,sima
Eugenia macahensis,Myrtaceae,Eugenia,macahensis,NA,"NA",VU,sima
Cuphea urbaniana,Lythraceae,Cuphea,urbaniana,NA,"NA",NA,sima
Eugenia modesta,Myrtaceae,Eugenia,modesta,NA,"NA",VU,sima
Eugenia neophaea,Myrtaceae,Eugenia,neophaea,NA,"NA",EN,sima
Eugenia plicata,Myrtaceae,Eugenia,plicata,NA,"NA",VU,sima
Eugenia sellowiana,Myrtaceae,Eugenia,sellowiana,NA,"NA",EX,sima
Eugenia sphenoides,Myrtaceae,Eugenia,sphenoides,NA,"NA",EX,sima
Eugenia subundulata,Myrtaceae,Eugenia,subundulata,NA,"NA",EN,sima
Eugenia zuccarinii,Myrtaceae,Eugenia,zuccarinii,NA,"NA",VU,sima
Myrceugenia euosma,Myrtaceae,Myrceugenia,euosma,NA,"NA",EX,sima
Miconia jucunda,Melastomataceae,Miconia,jucunda,NA,"NA",NA,sima
Myrcia anomala,Myrtaceae,Myrcia,anomala,NA,"NA",EX,sima
Myrcia bicolor,Myrtaceae,Myrcia,bicolor,NA,"NA",EN,sima
Myrcia cionei,Myrtaceae,Myrcia,cionei,NA,"NA",VU,sima
Myrcia congestiflora,Myrtaceae,Myrcia,congestiflora,NA,"NA",VU,sima
Myrcia eriocalyx,Myrtaceae,Myrcia,eriocalyx,NA,"NA",VU,sima
Myrcia guarujana,Myrtaceae,Myrcia,guarujana,NA,"NA",EN,sima
Myrcia montana,Myrtaceae,Myrcia,montana,NA,"NA",VU,sima
Myrcia oligantha,Myrtaceae,Myrcia,oligantha,NA,"NA",EN,sima
Myrcia stictophylla,Myrtaceae,Myrcia,stictophylla,NA,"NA",VU,sima
Microlicia myrtifolia,Melastomataceae,Microlicia,myrtifolia,NA,"NA",NA,sima
Ossaea australis,Melastomataceae,Ossaea,australis,NA,"NA",NA,sima
