"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","typeStatus","previousCatalogNumber"
"47","2019-08-27 13:32:04-03","IAP","PACA-AGP","70779","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","N. R. Bastos","1991","04","20","Brasil","RS","Encruzilhada do Sul","Rincão do Machados, 3 subdistrito de Encruzilhada","-52.521900177002","-30.5438995361328",NA,NA,"PACA070779",NA,NA,NA,NA,"62084","Arbusto 1m de altura&nf;Sem Material Habitat: Em campo isolada","auto","Magnoliophyta","Rhamnales","153",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-27 13:32:04-03","IAP","PACA-AGP","69791","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Bastos e Moraes","Sehnem, A.","1971","02","11","Brasil","RS","Lavras do Sul",NA,"-53.8950004577637","-30.8131008148193",NA,NA,"PACA069791",NA,NA,NA,NA,"76406","Habitat: Urbem herba arbustiva in campo","auto","Magnoliophyta","Rhamnales","11870",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"49","2019-08-27 13:32:04-03","IAP","PACA-AGP","86862","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","N. R. Bastos","1993","12","07","Brasil","RS","Lavras do Sul",NA,"-53.8950004577637","-30.8131008148193",NA,NA,"PACA086862",NA,NA,NA,NA,"76406","Sem Material","auto","Magnoliophyta","Rhamnales","422",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-27 13:32:04-03","IAP","PACA-AGP","86872","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","N. R. Bastos","1993","12","07","Brasil","RS","Lavras do Sul","Fazenda dos Ferreira","-53.8950004577637","-30.8131008148193",NA,NA,"PACA086872",NA,NA,NA,NA,"76406","Muito frequentemente no campo Habitat: Campo com afloramento rochoso","auto","Magnoliophyta","Rhamnales","405",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"51","2019-08-27 13:32:04-03","IAP","PACA-AGP","70801","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","J. Larocca","1991","01","10","Brasil","RS","Lavras do Sul","Rincão do Inferno","-53.8950004577637","-30.8131008148193",NA,NA,"PACA070801",NA,NA,NA,NA,"76406","Arbusto 1m de alt. abundante Habitat: Em campo sujo","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"52","2019-08-27 13:32:04-03","IAP","PACA-AGP","70733","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","N. R. Bastos","1991","04","09","Brasil","RS","Piratini","Cancelão, estrada para Cangussú","-53.1041984558105","-31.4480991363525",NA,NA,"PACA070733",NA,NA,NA,NA,"62286","Habitat: Em capo na beira de estrada","auto","Magnoliophyta","Rhamnales","100",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:32:04-03","IAP","PACA-AGP","70724","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","N. R. Bastos","1991","04","08","Brasil","RS","Piratini","Faz. São João","-53.1041984558105","-31.4480991363525",NA,NA,"PACA070724",NA,NA,NA,NA,"62286","Arbusto 1m de altura Habitat: Em campo, na encosta de cerro baixo","auto","Magnoliophyta","Rhamnales","113",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"54","2019-08-27 13:32:04-03","IAP","PACA-AGP","72328","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Bastos e Moraes","N. R. Bastos","1994","08","03","Brasil","RS","Piratini","Passo das Pedras","-53.1041984558105","-31.4480991363525",NA,NA,"PACA072328",NA,"1998",NA,NA,"62286",NA,"auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"55","2019-08-27 13:32:04-03","IAP","PACA-AGP","11117","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Bastos & Moraes","Emrich, K.","1954","09","11","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"PACA011117",NA,"1998","10",NA,"29946","Habitat: Incampestribus dumetosis Fenofase: fruto novo","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:32:04-03","IAP","PACA-AGP","26307","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Emrich-Rambo","Rambo, B.","1945","01",NA,"Brasil","RS","Quaraí","Fazenda do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,"PACA026307",NA,"1954","09","11","74636","Habitat: In rupestribus dumetosis Fenofase: estéril","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:32:04-03","IAP","PACA-AGP","70944","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","A. Sehnem","Sehnem, A.","1978","09","08","Brasil","RS","Rosário do Sul","Faz. Timbaúva","-54.9141998291016","-30.25830078125",NA,NA,"PACA070944",NA,"1978",NA,NA,"71660","Revisado por N. R. Bastos em 1991 Habitat: In campo","auto","Magnoliophyta","Rhamnales","16230",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"58","2019-08-27 13:32:04-03","IAP","PACA-AGP","70171","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","D. Alves Soares","1989","12","03","Brasil","RS","Rosário do Sul","Vacaquá","-54.9141998291016","-30.25830078125",NA,NA,"PACA070171",NA,NA,NA,NA,"71660","Arbusto com 30cm em beira do cerro.","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"59","2019-08-27 13:32:04-03","IAP","PACA-AGP","69624","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","E. Torres","1988","10","09","Brasil","RS","Rosário do Sul","Vacaquá - Sanga Preta","-54.9141998291016","-30.25830078125",NA,NA,"PACA069624",NA,"1988",NA,NA,"71660","Arbusto com 80cm de altura Habitat: In campestribus - solo úmido Fenofase: flor e fruto imaturo","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"60","2019-08-27 13:32:04-03","IAP","PACA-AGP","25772","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos-Záchia","Rambo, B.","1944","01",NA,"Brasil","RS","São Gabriel","Santa Cecília","-54.3199996948242","-30.3363990783691",NA,NA,"PACA025772",NA,"1998","11",NA,"56206","Habitat: In rupestribus dumetosis Fenofase: estéril","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"61","2019-08-27 13:32:04-03","IAP","PACA-AGP","9379","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos-Záchia","Rambo, B.","1942","01","26","Brasil","RS","Tupanciretã","Jari","-53.8358001708984","-29.0806007385254",NA,NA,"PACA009379",NA,"1998","11",NA,"59498","Habitat: In campestribus dumetosis","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"62","2019-08-27 13:32:04-03","IAP","PACA-AGP","61032","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Emrich-Rambo","J. Mattos","1956","12","25","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"PACA061032",NA,"1957","08","19","70701","Habitat: In rupestribus dumetosis Fenofase: estéril","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"63","2019-08-27 13:32:04-03","IAP","PACA-AGP","118249","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Gonzatti, F.","Gonzatti, F.","2014","10","18","Brasil","RS","Muitos Capões",NA,"-51.315556","-28.3475","51º18'56w","28º20'51s","PACA118249",NA,"2014","11","11",NA,"arbustiva em moita, no campo&nf;hucs 8966 Habitat: arbustiva em moita, no campo",NA,"Magnoliophyta","Rhamnales","1312",NA,NA,NA,"Magnoliatae",NA,"769","769",NA,NA,NA,NA
"64","2019-08-27 13:32:04-03","IAP","PACA-AGP","1233","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Bastos & Moraes","L. Arntzen","1933","10","10","Brasil","RS","São Luiz","Caaró",NA,NA,NA,NA,"PACA001233",NA,"1998","10",NA,NA,"Habitat: In rupestribus dumetosis Fenofase: fruto",NA,"Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"65","2019-08-27 13:32:04-03","IAP","PACA-AGP","27983","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos-Záchia","W. Hofer","1944",NA,NA,"Brasil","RS","São Luiz","Caaró",NA,NA,NA,NA,"PACA027983",NA,"1998","11",NA,NA,"Habitat: In rupestribus dumetosis Fenofase: estéril",NA,"Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"66","2019-12-04 11:51:29-03","IAP","PACA-AGP","27993","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.",NA,"B. Rosengurtt","1954","09","11","Uruguai",NA,NA,"Florida",NA,NA,NA,NA,"PACA027993",NA,NA,NA,NA,NA,"Habitat: In rupestribus dumetosis Fenofase: flor",NA,"Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"67","2019-12-04 11:51:29-03","IAP","PACA-AGP","32952","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","B. Rosengurtt","B. Rosengurtt","1945","10","02","Uruguai",NA,NA,"Florida",NA,NA,NA,NA,"PACA032952",NA,"1954","09","11",NA,"Habitat: In rupestribus dumetosis Fenofase: flor",NA,"Magnoliophyta","Rhamnales","5477",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"68","2019-08-27 13:32:04-03","IAP","PACA-AGP","47823","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Bastos & Moraes","Sehnem, A.","1948","12","19","Brasil","RS","São Luiz","Caaró",NA,NA,NA,NA,"PACA047823",NA,"1998","11",NA,NA,"Habitat: In rupestribus dumetosis Fenofase: estéril",NA,"Magnoliophyta","Rhamnales","4045",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"69","2019-08-27 13:32:04-03","IAP","PACA-AGP","53374","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Bastos & Moraes","Rambo, B.","1952","11","24","Brasil","RS","São Luiz","Caaró",NA,NA,NA,NA,"PACA053374",NA,"1998","11",NA,NA,"Habitat: In rupestribus dumetosis Fenofase: fruto maturo",NA,"Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"70","2019-08-27 13:32:04-03","IAP","PACA-AGP","81536","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos-Záchia","Sehnem, A.","1965","12","10","Brasil","RS","São Lourenço","Crisanto Soares",NA,NA,NA,NA,"PACA081536",NA,"1998","11",NA,NA,"Altura: 20m Habitat: Arbustiva herba in campo",NA,"Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"71","2019-08-27 13:32:04-03","IAP","PACA-AGP","87632","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N.R. Bastos Záchia","Mauhs, J.","2003","11","17","Brasil","RS","Caçapava do Sul","BR-153 Km 525","-53.4914016723633","-30.5121994018555",NA,NA,"PACA087632",NA,NA,NA,NA,"50525","Habitat: em beira de estrada junto a afloramento rochoso","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"72","2019-08-27 13:32:04-03","IAP","PACA-AGP","94550","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","C. Mondin","Mondin, C.","1998","08","27","Brasil","RS","Caçapava do Sul","Guaritas, Arroio João Dias.","-53.4914016723633","-30.5121994018555",NA,NA,"PACA094550",NA,"1998","09",NA,"50525","HASU 6784.&nf;Arbusto com cerca de 1m de altura. Habitat: No afloramento rochoso, à beira do arroio. Fenofase: flores brancas Hábito: arbusto","auto","Magnoliophyta","Rhamnales","1409",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"73","2019-08-27 13:32:04-03","IAP","PACA-AGP","85180","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","L.R. M. Baptista","L. R. M. Baptista","1997","11","15","Brasil","RS","Caçapava do Sul","Serra do Sudeste trevo para Santa Maria","-53.4914016723633","-30.5121994018555",NA,NA,"PACA085180",NA,NA,NA,NA,"50525","Subarbusto até cerca 80cm, frutificado, vários indivíduos Habitat: Solo seco, periferia de mata arbustiva","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"74","2019-08-27 13:32:04-03","IAP","PACA-AGP","87633","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N.R. Bastos Záchia","Mauhs, J.","2003","11","18","Brasil","RS","Dom Pedrito","Fazenda da Toca, junto do Rio Tacuarembó-Chico","-54.6730995178223","-30.9827995300293",NA,NA,"PACA087633",NA,NA,NA,NA,"68371","Habitat: em borda de mata ciliar","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"75","2019-08-27 13:32:04-03","IAP","PACA-AGP","70785","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.",NA,"N. R. Bastos","1991","04","20","Brasil","RS","Encruzilhada do Sul","Rincão dos Machados subdistrito de Encruzilhada","-52.521900177002","-30.5438995361328",NA,NA,"PACA070785",NA,NA,NA,NA,"62084","Solo arenoso por degradação de rochas graníticas Habitat: Em beira de estrada, na encosta do morro","auto","Magnoliophyta","Rhamnales","147",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"76","2019-08-27 13:32:04-03","IAP","PACA-AGP","70782","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","N. R. Bastos","1991","04","20","Brasil","RS","Encruzilhada do Sul","Rincão dos Machados subdistrito de Encrzilhada","-52.521900177002","-30.5438995361328",NA,NA,"PACA070782",NA,NA,NA,NA,"62084","Arbusto até 2m de alt.&nf;Sem Material Habitat: Em campo beira do Caminho","auto","Magnoliophyta","Rhamnales","150",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"77","2019-08-27 13:32:04-03","IAP","PACA-AGP","94551","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.",NA,"J. Larocca","1991","01","10","Brasil","RS","Lavras do Sul","Rincão do Inferno","-53.8950004577637","-30.8131008148193",NA,NA,"PACA094551",NA,NA,NA,NA,"76406","HASU 2602.&nf;Abundante no local. Hábito: arbusto","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"78","2019-08-27 13:32:04-03","IAP","PACA-AGP","70734","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos","N. R. Bastos","1991","04","09","Brasil","RS","Piratini","Cancelão, estrada para Cangussú","-53.1041984558105","-31.4480991363525",NA,NA,"PACA070734",NA,NA,NA,NA,"62286","Arbusto baixo, isolado no campo Habitat: Em campo a beira da estrada","auto","Magnoliophyta","Rhamnales","101",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"79","2019-08-27 13:32:04-03","IAP","PACA-AGP","4111","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N. R. Bastos-Záchia","Rambo, B.","1941","01","14","Brasil","RS","Quaraí","Rio Mancarrão","-56.4514007568359","-30.3875007629395",NA,NA,"PACA004111",NA,"1998","11",NA,"74636","Habitat: In rupestribus dumetosis Fenofase: estéril","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"80","2019-08-27 13:32:04-03","IAP","PACA-AGP","87635","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","N.R. Bastos Záchia","Mauhs, J.","2003","11","18","Brasil","RS","Santana do Livramento","estrada para Quaraí, perto do Arroio Caty","-55.5327987670898","-30.8908004760742",NA,NA,"PACA087635",NA,NA,NA,NA,"79795","Habitat: margem de arroio, solo pedregoso inundável","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"81","2019-08-27 13:32:04-03","IAP","PACA-AGP","3863","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Bastos e Moraes","Rambo, B.","1941","01","12","Brasil","RS","Santana do Livramento","Morro Vigia","-55.5327987670898","-30.8908004760742",NA,NA,"PACA003863",NA,"1998","10",NA,"79795","Habitat: In rupestribus dumetosis Fenofase: estéril","auto","Magnoliophyta","Rhamnales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"82","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032256","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.","G. Hatschbach","G. Hatschbach; A. C. Cervi & E. Barbosa","2001","11","10","Brazil","Santa Catarina",NA,"Rio Pericó, Distrito de Pericó (Mun. São Joaquim).","-49.933698","-28.293336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rosales","72557",NA,NA,NA,NA,NA,"1150",NA,NA,NA,NA,NA
"83","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032257","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.","R. Lima","G. Hatschbach; M. Hatschbach & R. Kummrow","1988","10","4","Brazil","Rio Grande do Sul",NA,"Bom Jesus, arredores.","-50.439562","-28.662064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rosales","52375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0032258","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.","G. Hatschbach","J. Cordeiro; G. Hatschbach","1988","8","31","Brazil","Parana",NA,"Rio dos Papagaios (mun. Palmeira).","-49.999926","-25.434237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Rosales","566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-01-17 11:26:57-02","PUCRS","MPUC","18349","S","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.","C.F. Jurinitz",NA,"1984","10","21","Brasil","RS","Sant Ana do Livramento","Distrito de Sarandí","-55.5327778","-30.8894444","-55.5327778000","-30.8894444000",NA,NA,"2015","01","01",NA,NA,NA,NA,"Rosales",NA,"South America",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA,NA
"86","2019-01-17 11:26:57-02","PUCRS","MPUC","289","S","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.","Ir. Teodoro Luiz",NA,"1950","01","28","Brasil","RS","Pelotas",".","-52.3422222","-31.7719444","-52.3422222000","-31.7719444000",NA,NA,"1950","01","01",NA,NA,NA,NA,"Rosales",NA,"South America",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA,NA
"87","2019-01-17 11:26:56-02","PUCRS","MPUC","18346","S","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.","C.F. Jurinitz",NA,"1984","10","21","Brasil","RS","Sant Ana do Livramento","Distrito de Sarandí","-55.5327778","-30.8894444","-55.5327778000","-30.8894444000",NA,NA,"2015","01","01",NA,NA,NA,NA,"Rosales",NA,"South America",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA,NA
"88","2019-01-17 11:26:56-02","PUCRS","MPUC","17295","S","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook.","C.A. Mondin","S. Wintter","2009","09","01","Brasil","RS","Bom Jesus",".","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"2009","01","01","55856",NA,"auto",NA,"Rosales",NA,"South America",NA,NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA,NA
"89","2020-10-14 10:05:51-03","FURB","FURB","53705","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Gonzatti, F.","Gonzatti, F.","2014","10","18","Brasil","Rio Grande do Sul","Muitos Capões",NA,"-51.3155556","-28.3475","-51.3155556","-28.3475000","FURB53705","FURB53705","2014","11","11",NA,NA,NA,NA,NA,"1312",NA,NA,NA,NA,NA,"769","769",NA,NA,NA,NA
"90","2019-11-08 08:55:47-03","FURB","FURB","1310","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies ex Hook.","Sobral, M","Sobral, M.","1995","10","01","Brasil","Rio Grande do Sul","Santana da Boa Vista",NA,"-53.1152992248535","-30.8719005584717",NA,NA,"FURB03265","FURB03265","1995","10","01","47489",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-16 17:54:47-03","UCS","HUCS","26420","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook. ex Hook.","Smith, S.F.","Wasum, R.A.","2005","07","16","Brasil","Rio Grande do Sul","Santana de Livramento","Cerro das Palomas",NA,NA,NA,NA,NA,NA,"2005","10",NA,NA,"flores brancas; alto do cerro",NA,"Angiospermae","Rosales","3039",NA,NA,NA,NA,NA,"300","300",NA,NA,NA,NA
"92","2021-03-16 17:54:48-03","UCS","HUCS","34288","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook. ex Hook.","Sobral, M.","Sartori, M.","2009","04","25","Brasil","Rio Grande do Sul","Santana de Livramento","Macaco Branco",NA,NA,NA,NA,NA,NA,"2009","06","01",NA,"arbusto dotado de espinhos; borda da mata",NA,"Angiospermae","Rosales","376",NA,NA,NA,NA,NA,"250","250",NA,NA,NA,NA
"93","2021-03-16 17:54:48-03","UCS","HUCS","8966","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook. ex Hook.","Gonzatti, F.","Gonzatti, F.","2014","10","18","Brasil","Rio Grande do Sul","Muitos Capões",NA,"-51.315539","-28.3475","-51.315539","-28.3475",NA,NA,"2014","11","11",NA,"Arbustiva em moita, no campo",NA,"Angiospermae","Rosales","1312",NA,NA,NA,NA,NA,"769","769",NA,NA,NA,NA
"94","2021-03-16 17:54:48-03","UCS","HUCS","4584","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook. ex Hook.","Smith, S.F.","Rossato, M.","1988","10","01","Brasil","Rio Grande do Sul","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"1988","11",NA,"50525","arbusto - grandes espinhos; campo","auto","Angiospermae","Rosales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-16 17:54:47-03","UCS","HUCS","19685","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook. ex Hook.","Smith, S.F.","Rossato, M.","2001","10","21","Brasil","Rio Grande do Sul","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"2002","12",NA,"50525","campo","auto","Angiospermae","Rosales","86",NA,NA,NA,NA,NA,"350","350",NA,NA,NA,NA
"96","2021-03-16 17:54:47-03","UCS","HUCS","1996","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook. ex Hook.","Smith, S.F.","Wasum, R.A.","1986","09","21","Brasil","Rio Grande do Sul","Caçapava do Sul","Fazenda Taleira","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"1986","11",NA,"50525",NA,"auto","Angiospermae","Rosales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-16 17:54:47-03","UCS","HUCS","30712","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook. ex Hook.","Hatschbach, G.","Barbosa, E.","2006","10","28","Brasil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"2006",NA,NA,"35166","xilopodífera 1,5m ; flor alva Herbário MBM; campo limpo","auto","Angiospermae","Rosales","1794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-16 17:54:48-03","UCS","HUCS","36572","PreservedSpecimen","Plantae","Rhamnaceae","Discaria","americana","Discaria americana","Gillies & Hook. ex Hook.","Cordeiro, J.; Barbosa, E.","Silva, J.M.","2009","08","02","Brasil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"2010",NA,NA,"35166","subarbusto 80 cm, flores alvas - Herbário MBM; campo graminoso","auto","Angiospermae","Rosales","7302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
