"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","individualCount","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","continentOcean","preparationType","barcode","imagecode","typeStatus","class","relatedCatalogItem","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","645685","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Löfgr.","Brazil",NA,"Cultivated from original collection, Rose 20179 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743804' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"J. N. Rose","43043","1915",NA,NA,"Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"South America","sheet","NY00645685","NY00645685_01",NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","645682","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Löfgr.","Brazil",NA,"Cultivated from original collection, Rose 21154 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743795' target='other'> <mi>dwc_moreinfo</mi></a>","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43441","1915",NA,NA,"Rio de Janeiro",NA,"Organ Mountains","-43.073169","-22.496706",NA,NA,NA,NA,NA,NA,"South America","sheet","NY00645682","NY00645682_01",NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","645681","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Löfgr.","Brazil",NA,"Cultivated from original collection, Rose 21158 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743794' target='other'> <mi>dwc_moreinfo</mi></a>","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43438","1915",NA,NA,"Rio de Janeiro",NA,"Organ Mountains","-43.073979","-22.494042",NA,NA,NA,"2000","2000",NA,"South America","sheet","NY00645681","NY00645681_01",NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","645679","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Löfgr.","Brazil",NA,"Flowered May 1922 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743800' target='other'> <mi>dwc_moreinfo</mi></a>","N. P. Taylor; D. C. Zappi",NA,NA,NA,"A. Löfgren","45415","1917",NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,"South America","sheet","NY00645679","NY00645679_01",NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","03890289","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Löfgr.","Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4182336' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Rose","s.n.","1940","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","sheet","NY03890289","NY03890289_01",NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","214596","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Löfgr.","Brazil",NA,"This specimen was made from a plant cultivated at New York Botanical Garden, see NY 214595 for other details from apparently the same plant, cultivated as No. 45411. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735645' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"A. Löfgren","s.n.",NA,NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,"South America","sheet","NY00214596","NY00214596_01",NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","645678","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Löfgr.","Brazil",NA,"Cultivated from original collection, Rose 20401. Flowred and painted Dec 1, 1919 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743799' target='other'> <mi>dwc_moreinfo</mi></a>","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43064","1915",NA,NA,"Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"South America","sheet","NY00645678","NY00645678_01",NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","823232","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Löfgr.","Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938060' target='other'> <mi>dwc_moreinfo</mi></a>","A. M. Calvente",NA,NA,NA,"J. N. Rose","21168","1915","08","12","Rio de Janeiro",NA,"Organ Mountains, Rio de Janeiro. At Morro.","-43.073169","-22.496706",NA,NA,NA,NA,NA,NA,"South America","sheet","NY00823232","NY00823232_01",NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01807129","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Löfgr.","Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=267514' target='other'> <mi>dwc_moreinfo</mi></a>","A. M. Amorim",NA,NA,NA,"W. W. Thomas","11298","1996","11","14","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Trail to peak of Monte Pascoal. Upper slopes and top of Monte Pascoal.","-40.5747","-15.2647",NA,NA,NA,"250","536",NA,"South America","sheet","NY01807129","NY01807129_01",NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","645680","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Löfgr.","Brazil",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743801' target='other'> <mi>dwc_moreinfo</mi></a>","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43439","1915",NA,NA,"Rio de Janeiro",NA,"Organ Mountains","-43.055882","-22.471337",NA,NA,NA,"2400","2400",NA,"South America","sheet","NY00645680","NY00645680_01",NA,NA,NA,NA
"21","2020-11-13 09:19:18-03","UFRJ","RFA","26404","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,"Arbusto, 2m de altura, folhas verdes discolores, fruto vermelho, comum no local.","M.F. Freitas","2001","03","15","A. Quinet","52/67","2001","01","26","Rio de Janeiro","Magé","Distrito de Piabetá, Estrada do Matão.","-43.123611","-22.566667","43º7'25''W","22º34'0''S",NA,"150","150",NA,NA,NA,"RFA35387",NA,NA,NA,NA,NA
"22","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180505","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Surinam",NA,"Top of tree. Afterwards lake.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180505 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Leuenberger BE",NA,NA,NA,"Donselaar J van",NA,"1965","12","28","Brokopondo",NA,"Brokopondo District. Between villages Bedoti and Gansee; forest along Suriname River.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-U1180505","NL-U1180505",NA,"Magnoliopsidae","U 0226724",NA
"23","2020-11-04 10:55:10-03","ESALQ","ESA","139481","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Fernandes, N. L.","2017","05","25","Cornia, M. G. K., Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G.","433.0",NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa","-43.2075004577637","-22.9027996063232","-43,160,600","-22,778,867","57442",NA,NA,"auto",NA,NA,"ESA139481",NA,NA,NA,NA,NA
"24","2020-11-04 11:04:12-03","ESALQ","ESA","11265","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Zappi, D.C.","2005","01","01","Souza, V.C.","429.0","1988","12","09","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727",NA,NA,"26836",NA,NA,"auto",NA,NA,"ESA011265","ESA011265",NA,NA,NA,NA
"25","2020-11-04 10:55:10-03","ESALQ","ESA","140951","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Fernandes, N. L.","2017","05","25","Cornia, M. G. K.; Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G. D.","433.0",NA,NA,NA,"Rio de Janeiro","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa","-43.2075004577637","-22.9027996063232","-43,160,600","-22,778,867","57442",NA,NA,"auto",NA,NA,"ESA140951",NA,NA,NA,NA,NA
"26","2021-01-14 15:26:44-03","MN","R","231955","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Jardim Botânico do Rio de Janeiro/RB",NA,NA,NA,"Baez, C.","495","2016","02","09","Rio de Janeiro","Cachoeiras de Macacu","Margem do Rio Sertão de Duas Barras. Propriedade Particular","-42.712222","-22.448611","42°42'44W","22°26'55S",NA,NA,NA,NA,NA,NA,"R010031183",NA,NA,NA,NA,NA
"27","2021-01-14 15:26:44-03","MN","R","26679","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Castellanos, A.","1958",NA,NA,"Brade, A.C.","11981","1932","08","22","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:26:44-03","MN","R","91028","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Taylor, N.P. & Zappi, D.C.","1992",NA,NA,"Netto, L.S.M.",NA,"1863",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010029072","R010029072",NA,NA,NA,NA
"29","2021-01-14 15:26:44-03","MN","R","220056","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Zappi, D.","2014",NA,NA,"Mello, A.C.G.","69","1999","10","28","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,"auto",NA,NA,"R010029069","R010029069",NA,NA,NA,NA
"30","2021-01-14 15:26:44-03","MN","R","211326","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,"Plantas do Brasil Central","M. C. Almeida","2015","01","08","Glaziou, A.F.M.","14859 p.p.","1883","07","10","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto",NA,NA,"R000211326","R000211326_001",NA,NA,NA,NA
"31","2021-01-14 15:26:44-03","MN","R","218679","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Castellanos, A.","1965",NA,NA,"Flaster, B.; Santos, E.A.A. & Sacco, J.","1151","1964","09","28","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:26:44-03","MN","R","223619","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Scheinvar, L.","1994","09","13","Marquete, R.; Marquete, O.; Giordano, L.C.S.; Botelho, P. & Matheus","2007","1994","09","13","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:26:44-03","MN","R","223620","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Freitas, M.F.","1996","07","09","Braga, J.M.A.; Bovini, M.G.; Puglialli, H.R.L. & Sylvestre, L.","3360","1996","06","02","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:26:44-03","MN","R","189446","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,NA,NA,NA,NA,"Freitas, M.F.; Araujo, D.S.D. & Sarahyba, L.S.","229","1991","08","28","Rio de Janeiro","Saquarema",NA,"-42.5102996826172","-22.9200000762939",NA,NA,"17036",NA,NA,"auto",NA,NA,"R010029070","R010029070",NA,NA,NA,NA
"35","2021-01-14 15:26:44-03","MN","R","30778","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Taylor, N.P. & Zappi, D.C.","1992",NA,NA,"Ule, E.H.G.","3790","1895","06","03","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:26:44-03","MN","R","91019","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,NA,"Taylor, N.P. & Zappi, D.C.","1992",NA,NA,"Mello Filho, L.E.","1320","1957","08","03","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:33:08-03","UFJF","CESJ","60886","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,"Interior de floresta, próximo ao curso d'água. Epífita, filocládios verde-escuros, hipanto róseo, sépalas amarelas, estames alvos.","D.R. Gonzaga","2012","11",NA,"D.E.F.Barbosa; S.G. Furtado; L. Menini Neto","138","2012","10","06","Minas Gerais","Chácara","Fazenda Santana","-43.2216987609863","-21.6721992492676",NA,NA,"11133","750","750","auto","América do Sul",NA,"CESJ060886",NA,NA,NA,NA,NA
"38","2019-11-21 14:33:08-03","UFJF","CESJ","60706","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,"Interior de floresta, próximo ao curso d'água. Epífita pendente entre 1m e 3m de altura, fruto imaturo alvo.","D.C. Zappi; D.R. Gonzaga","2012","08",NA,"D.E.F. Barbosa; L. Menini Neto; F.R. Silva","111","2012","07","28","Minas Gerais","Chácara","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água.","-43.182222","-21.655833","-43.182222","-21.655833",NA,"750","800",NA,"América do Sul",NA,"CESJ060706",NA,NA,NA,NA,NA
"39","2019-11-27 13:46:50-03","UFS","ASE","4495","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Lofgren","Brasil",NA,"Epífita. Epífita sobre pedras. Frutos imaturos verdes.; Epífita. Epífita sobre pedras. Frutos imaturos verdes.; Mata higrofila","N.P. Taylor (kew)","1998","08","04","T.S.dos Santos; E.J.Judziewicz","4143","1986","03","04","São Paulo","São Paulo","Serra dos Quatis 8.7 km E do São José, rodovia São José/Uma.Lado S da rodovia","-46.638817","-23.548942","-46.638817","-23.548942",NA,NA,NA,NA,"Southern America",NA,"ASE0015710","ASE0015710",NA,NA,NA,NA
"40","2021-03-01 16:27:18-03","UNICAMP","UEC","173889","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brazil",NA,"Erva epífita pendente, frutos imaturos verde-amarelados.; Trilha Ibirá-Mirim.",NA,NA,NA,NA,"Lombardi, JA; Saka, MN; Fonseca, R","8510","2011","04","25","São Paulo","São Lourenço da Serra","Reserva Particular do Patrimônio Natural Paiol Maria.","-46.941667","-23.824167","-46.941667","-23.824167",NA,"762","809",NA,NA,NA,"UEC089490","UEC089490",NA,NA,NA,NA
"41","2021-03-01 16:27:18-03","UNICAMP","UEC","67883","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brazil",NA,"Epífita, com flores brancas, cálice amarelo, cladódios sinuosos.","Zappi, DC","1999","12",NA,"Barros, F; et al.","29471","1993","11","09","São Paulo","Ubatuba","Trilha do Corisco. Mata de encosta.","-44.816667","-23.333333","-44.816667","-23.333333",NA,NA,NA,NA,NA,NA,"UEC090890","UEC090890",NA,NA,NA,NA
"42","2021-03-01 16:27:18-03","UNICAMP","UEC","87269","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brazil",NA,"Epífita, frutos róseos a brancos.; Em plantação de cacau.","Zappi, DC","2004","03",NA,"Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Scudeller, VV; Cavalcanti, DC","375","1994","08","28","São Paulo","Ubatuba","Trilha da Fazenda Capricórnio.","-45.083333","-23.4","-45.083333","-23.4",NA,NA,NA,NA,NA,NA,"UEC090891","UEC090891",NA,NA,NA,NA
"43","2021-03-01 16:27:18-03","UNICAMP","UEC","137464","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brazil",NA,"B07.","Taylor, NP","2004","04",NA,"Breier, TB","1180","2002","04","02","Bahia","Jussari","Serra do Teimoso, RPPN.","-39.4953002929688","-15.1913995742798",NA,NA,"21386",NA,NA,"auto",NA,NA,"UEC090892","UEC090892",NA,NA,NA,NA
"44","2021-03-01 16:27:18-03","UNICAMP","UEC","52836","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brazil",NA,"Epiphytic herb, flowers yellow.","Taylor, NP","1993","12","06","Maas, PJM; Martinelli, G","3397","1977","10","21","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos, river margin near Subsede do Parque.","-42.9655990600586","-22.4122009277344",NA,NA,"38539",NA,NA,"auto",NA,NA,"UEC090889","UEC090889",NA,NA,NA,NA
"45","2021-03-01 16:27:18-03","UNICAMP","UEC","143533","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brazil",NA,"Pendente em rochas. Frutos imaturos verdes. Beira de Mata Atlântica.","Aona, LYS","2006","08",NA,"Souza, VC; Rodrigues, RR; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VR","9125","1995","09","04","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Arredores do alojamento e da Caverna do Diabo.","-48.0999984741211","-24.5200004577637",NA,NA,"38804",NA,NA,"auto",NA,NA,"UEC090887","UEC090887",NA,NA,NA,NA
"46","2020-04-22 16:18:21-03","UFPB","JPB","54088","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Rhipsalis","oblonga","Rhipsalis oblonga","Loefgr.","Brasil",NA,"; DESC: Epífita, cerca de 1-1,5 m de compr. Material vegetativo. Planta ornamental. Rara no local.","Rocha, EA","2008","07","15","Rocha, EA; Garcia, M","1643","2008","07","15","Bahia","Ilhéus","Salobrinho, próximo ao Condomínio Carlos Vieira.","-39.186306","-14.807222","-39.186306","-14.807222",NA,"2","2",NA,"Southern America",NA,"JPB0054088",NA,NA,NA,NA,NA
