"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","typeStatus","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"48","2019-11-21 14:36:34-03","UFJF","CESJ","44845","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","G. Hatschbach","J.M. Silva","4003","2004","02","12","América do Sul","Brasil","Paraná","Bocaiúva do Sul","Colônia João XXIII","-49.1150016784668","-25.2061004638672",NA,NA,NA,"Árvore, 8m, flor alva. Floresta atlântica, transição para o araucarieto.","CESJ044845",NA,"61623","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:44:17-03","UFMS","CGMS","43982","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.",NA,"N. Figueiredo; D.S. Rocha",NA,"1983","11","06",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica de Juréia.","-46.9900016784668","-24.3199996948242",NA,NA,NA,"Mimosoideae. Flor ausente. Fruto imaturo verde. Número em ficha: 15602.","CGMS1073949",NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-27 13:48:50-03","UFS","ASE","27143","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Gomes, LA","Gomes, LA; Farias, MCV; Santos, E","1001","2013","02","22","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.425417","-11.398694",NA,NA,NA,"Árvore com cerca de 12 m. Legume imaturo verde.; Mata Atlântica","ASE0031525","ASE0031525",NA,NA,"2013","03",NA,NA,NA,NA,"-37.425417","-11.398694",NA,NA
"51","2019-08-20 10:13:48-03","UNICAMP","UEC","128243","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Scalon, VR; Uliana, VLCR","Gomes, SM; Souza, VC; Rodrigues, RR; Nakakura, HCC; Antunes, RM; Gomes, PB; Melo, MS","419","2002","04","21",NA,"Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São miguel Arcanjo-Sete Barras (SP 139, KM 69), beira do Rio Bonito. Floresta Ombrófila Densa Montana. Borda de mata no entorno do Rio Bonito.","-47.994167","-24.141667",NA,NA,NA,"Árvore de 8m. de altura; frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.994167","-24.141667",NA,NA
"52","2020-02-18 09:34:18-03","UNICAMP","UEC","134624","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Scalon, VR; Uliana, VLCR","Savassi, APG; Souza, VC; Rodrigues, RR; Tamashiro, JY; Duarte, AR; Campos, LM; Arango, B","237","2002","04","20",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Núcleo São Miguel Arcanjo. Floresta estacional semidecidual/floresta ombrófila densa montana.","-47.968889","-24.0675",NA,NA,NA,"Árvore de 12,0 m; flores com cálice verde, corola branca e estames brancos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.968889","-24.0675",NA,NA
"53","2021-03-01 16:30:41-03","UNICAMP","UEC","166960","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","246","2011","06","30",NA,"Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar. Mata Atlântica.","-45.546389","-23.594167","800","900",NA,"Árvore com 13 m.","UEC083565","UEC083565",NA,NA,"2011","10",NA,NA,NA,NA,"-45.546389","-23.594167",NA,NA
"54","2019-08-20 10:13:48-03","UNICAMP","UEC","25038","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Garcia, FCP","Shepherd, GJ; Shepherd, SLK","12853","1980","12","29",NA,"Brazil","São Paulo","Bertioga","Estrada Bertioga/São Sebastião, Ca. 3 km de Bertioga.","-46.138599395752","-23.8544006347656",NA,NA,NA,"Arbusto de 3m; flores branca-esverdeada. Com frutos.",NA,NA,"37616","auto","1999","02",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-20 10:13:48-03","UNICAMP","UEC","31536","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Garcia, FCP","Figueiredo, N; Rodrigues, RR","14711","1982","11","14",NA,"Brazil","São Paulo","Iguape","Estação Ecológica da Juréia., Coletado ao redor da casa (alojamento).","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Arvoreta aproximadamente 4m de altura; frutos verdes.",NA,NA,"55628","auto","1999","02",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-20 10:13:48-03","UNICAMP","UEC","38527","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Garcia, FCP","Figueiredo, N","17148","1985","03","10",NA,"Brazil","São Paulo","Iguape","Estação Ecológica da Juréia., Praia da Juréia.","-47.5499992370605","-24.7000007629395","200","200",NA,"Arvoreta uns 40cm; inflorescência branca.",NA,NA,"55628","auto","1999","02",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-20 10:13:48-03","UNICAMP","UEC","28725","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Garcia, FCP","Stubblebine, WH; Shepherd, GJ; Tamashiro, JY","13207","1981","12","10",NA,"Brazil","São Paulo","Iguape","Praia do Grajaú, Mata da baixada. Beira da praia.","-47.5499992370605","-24.7000007629395",NA,NA,NA,"Arbusto de 1m.; cálice esverdeado; estames brancos.",NA,NA,"55628","auto","1999","02",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-20 10:13:48-03","UNICAMP","UEC","35090","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Garcia, FCP","Figueiredo, N; Rocha, DMS","15602","1983","11","06",NA,"Brazil","São Paulo","Peruíbe","Estação Ecológica da Juréia, Perto da casa.","-46.9900016784668","-24.3199996948242",NA,NA,NA,"Arvoreta com 3m de altura; frutos verdes.",NA,NA,"21922","auto","1999","02",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-08-20 10:13:48-03","UNICAMP","UEC","99909","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Hoehne, W","s.n.","1955","05","08",NA,"Brazil","São Paulo","São Vicente","Terreno brejoso.","-46.3899993896484","-23.9599990844727",NA,NA,NA,"Arbusto; frutos amarelos.",NA,NA,"25482","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-03-02 09:10:54-03","UFRPE","PEUFR","172","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Mim.","Inga","sellowiana","Inga sellowiana","Benth.","A. Burkart","Ghatschbach",NA,"1953","11","16",NA,"Brasil","Paraná","Bocaiúva do Sul","Carijó","-49.1150016784668","-25.2061004638672",NA,NA,NA,"Árvore 8 m de alt.; flores alvas em mata da Araucaria","PEUFR000172",NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-04-22 16:20:37-03","UFPB","JPB","53341","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Inga","sellowiana","Inga sellowiana","Benth.","Gomes, LA","Gomes, LA; Farias, MCV; Santos, E","1001","2013","02","22","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.425417","-11.398694",NA,NA,NA,"; HABITAT: Mata Atlântica; DESC: Árvore com cerca de 12 m. Legume imaturo verde.","JPB0053341",NA,NA,NA,"2013","03",NA,NA,NA,NA,"-37.425417","-11.398694",NA,NA
"62","2020-12-04 13:19:13-03","UDESC","LUSC","5864","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","R.J.F.Garcia","R.J.F.Garcia; S.Honda","3502","2008","05","05",NA,"Brasil","São Paulo","Mogi Guaçu","Cipó-Sítio Floresta Negra, UTM X=0318332 Y=7356983. Mata secundária até 20m de altura.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"LUSC007780","LUSC007780","39309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:01:39-03","FURB","FURB","14577","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Oliveira, AA de","Gasper, A.L. de; Brogni, E.","2409","2009","09","15",NA,"Brasil","Santa Catarina","Brusque","RPPN Chácara Edith.","-48.8966666","-27.1008333","112","112",NA,NA,"FURB01716","FURB01716",NA,NA,"2010","04","14",NA,NA,NA,"-48.8966666","-27.1008333",NA,NA
"64","2020-10-14 10:01:39-03","FURB","FURB","34792","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Oliveira, AA de","Stival-Santos, A.; Legal, E. & Silveira, S.","3361","2009","10","28",NA,"Brasil","Santa Catarina","Guabiruba","Aymoré.","-49.0494444","-27.09","256","256",NA,"Voucher estéril IFFSC 579 (Regeneração) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado Habito: arbusto;","FURB25027","FURB25027",NA,NA,"2010",NA,NA,NA,NA,NA,"-49.0494444","-27.0900000",NA,NA
"65","2020-10-14 10:01:39-03","FURB","FURB","45819","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Oliveira, AA de","Oliveira, A.A. de","1173","2015","02","10",NA,"Brasil","Santa Catarina","Navegantes","Leiteiro.","-48.7786111","-26.8225","178","178",NA,"Regeneração IFFSC 753 /S/166","FURB25026","FURB25026",NA,NA,"2015","02","10",NA,NA,NA,"-48.7786111","-26.8225000",NA,NA
"66","2020-10-14 10:01:39-03","FURB","FURB","48690","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Oliveira, AA de","Oliveira, A.A. de","2654","2015","10","24",NA,"Brasil","Santa Catarina","Jaraguá do Sul","Santa Luzia.","-49.1397222","-26.3680556","205","205",NA,NA,"FURB48690","FURB48690",NA,NA,"2015","10","24",NA,NA,NA,"-49.1397222","-26.3680556",NA,NA
"67","2020-10-14 10:01:39-03","FURB","FURB","52749","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Oliveira, A. A.","Funez, L.A.","6076","2017","02","22",NA,"Brasil","Santa Catarina","Rodeio","Propriedade do sr. Feler.","-49.3777778","-26.9330556","97","97",NA,"Flores velhas Habitat: borda da floresta Habito: árvore","FURB52749","FURB52749",NA,NA,"2017","08","31",NA,NA,NA,"-49.3777778","-26.9330556",NA,NA
"68","2020-10-14 10:01:39-03","FURB","FURB","38845","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Klein, R.M.; Bresolin, A.","9766","1971","10","18",NA,"Brasil","Santa Catarina","Governador Celso Ramos","Jordão.","-48.5592002868652","-27.3146991729736","250","250",NA,NA,"FURB25028","FURB25028","13751","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-08 08:52:11-03","FURB","FURB","4951","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Oliveira, AA de","Krug, S.M.",NA,"2006","11","18",NA,"Brasil","Santa Catarina","Ponte Alta do Norte",NA,"-50.4644012451172","-27.1583003997803",NA,NA,NA,NA,"FURB25029","FURB25029","22632","auto","2010","04","12",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-16 17:52:08-03","UCS","HUCS","13250","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Hatschbach, G.","Silva, J.M.","892","1991","01","08",NA,"Brasil","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375",NA,NA,NA,"árvore, 6m, frutos amarelos.; mata",NA,NA,"17116","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-16 17:52:08-03","UCS","HUCS","18918","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Hatschbach, G.","Silva, J.M.","2598","1998","11","10",NA,"Brasil","Paraná","Bocaiúva do Sul","Serra Santana","-49.1150016784668","-25.2061004638672",NA,NA,NA,"árvore, 5m, fruto imaturo.; Mata secundária",NA,NA,"61623","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-06-27 10:25:06-03","UFES","VIES","10513","S","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","A.P.Chagas","Kollmann, L.J.C.; Kollmann, R.L. & Fontana, A.P.","7173","2004","10","30",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande.","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"VIES010513","VIES010513","23588","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-16 08:39:26-03","UTFPR","HCF","19124","S","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","M. Augusto-Silva","M. Augusto-Silva",NA,"2012","08","21",NA,"Brasil","SC","Garuva","Resgate de Flora LT 230 kv Joinville","-48.8549995422363","-26.0266990661621",NA,NA,NA,"FOD. Arbórea com 12 m de altura e 15 cm de CAP.",NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2013-04-01 09:17:55-03","IPT","BCTW","2270","S","Plantae","Magnoliophyta",NA,NA,"Inga","sellowiana","Inga sellowiana","Benth.",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"75","2020-12-21 16:26:45-03","MBM","MBM","222472","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Silva, J.M.; Poliquesi, C.B.; Abe, L.M.; Poliquesi, C.B.; Abe, L.M.","2294",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","Serra de Santana","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM222472","MBM222472","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:26:45-03","MBM","MBM","9931","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Burkart, A.","Hatschbach, G.","21264",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Pico Torto","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM009931","MBM009931","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:26:45-03","MBM","MBM","215748","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Custodio Filho, A.","Silva, J.M.","10",NA,NA,NA,"Southern America","Brazil","São Paulo","São Paulo","Parque do Estado e Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM215748","MBM215748","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:26:45-03","MBM","MBM","223169","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Hoehne, W.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","São Vicente","São Vicente","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,"MBM223169","MBM223169","25482","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:26:45-03","MBM","MBM","392458","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Brotto, M.L.","Brotto, M.L.; Prado, S.; Prado, S.","1817","2014","11","04","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.711597","-24.854133","886","886",NA,"Árvore de 20m de altura, frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM392458","MBM392458",NA,NA,"2019","01","29",NA,NA,NA,"-48.711597","-24.854133",NA,NA
"80","2020-12-21 16:26:45-03","MBM","MBM","425001","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Brotto, M.L.","Brotto, M.L.","3221","2019","01","27","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015556","-25.4475","990","990",NA,"Árvore com 8 m de altura; flores brancas.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM425001",NA,NA,NA,"2019","11","05",NA,NA,NA,"-49.015556","-25.4475",NA,NA
"81","2020-12-21 16:26:45-03","MBM","MBM","220198","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Burkart, A.","Hatschbach, G.","3040",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","Carijó","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM220198",NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:26:45-03","MBM","MBM","298314","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Hatschbach, G.","Silva, J.M.","4003","2004","02","12","Southern America","Brazil","Paraná","Bocaiúva do Sul","Colônia João XXIII","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM298314","MBM298314","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:26:45-03","MBM","MBM","238216","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Hatschbach, G.","Silva, J.M.; Abe, L.M.; Abe, L.M.","2598",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","Serra Santana","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM238216","MBM238216","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:26:45-03","MBM","MBM","136184","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Grimes, J.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","835",NA,NA,NA,"Southern America","Brazil","Paraná","Campina Grande do Sul","Rodovia para o Parque das Lauráceas, Rio Capivari","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"MBM136184","MBM136184","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:26:45-03","MBM","MBM","220197","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Burkart, A.","Hatschbach, G.","21264",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Pico Torto","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM220197",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:26:45-03","MBM","MBM","220199","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Burkart, A.","Reitz, R.","3469",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Brusque","Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"MBM220199",NA,"19684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:26:45-03","MBM","MBM","397545","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Augusto-Silva, M.","Augusto-Silva, M.","s.n.","2012","08","21","Southern America","Brazil","Santa Catarina","Garuva","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.8549995422363","-26.0266990661621",NA,NA,NA,"Arbórea com 12m de altura e 15cm de CAP.; Floresta Ombrófila Densa.","MBM397545","MBM397545","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:26:45-03","MBM","MBM","304520","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Hatschbach, G.","Cervi, A.C.; Silva, J.M.; Silva, J.M.","8737","2004","11","04","Southern America","Brazil","Santa Catarina","Garuva","Rodovia Garuva - Guaratuba, ponto do SV","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"MBM304520","MBM304520","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:26:45-03","MBM","MBM","51250","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Burkart, A.","Reitz, R.; Klein, R.M.; Klein, R.M.","1585",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"MBM051250","MBM051250","18533","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:26:45-03","MBM","MBM","223168","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Hoehne, W.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Praia Grande","Praia Grande","-46.4000015258789","-24",NA,NA,NA,NA,"MBM223168","MBM223168","22363","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:26:45-03","MBM","MBM","348270","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Franco, G.A.D.C.","Ivanauskas, N.M.; et al.; et al.","6173","2006","08","30","Southern America","Brazil","São Paulo","São Miguel Arcanjo","PECB Parque Estadual Carlos Botelho, Trilha da varginha 1","-47.9900016784668","-23.8700008392334","855","855",NA,"Árvore, 18m alt, frutos imaturos verdes.","MBM348270","MBM348270","27904","auto","2006","10",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:26:45-03","MBM","MBM","139222","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Ribas, O.S.","Hatschbach, G.","3504","1956","12","08","Southern America","Brazil","Paraná","Campina Grande do Sul","Campininha","-49.0553016662598","-25.3055992126465",NA,NA,NA,"= 44255","MBM139222","MBM139222","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:26:45-03","MBM","MBM","44255","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Ribas, O.S.","Hatschbach, G.","3504","1956","12","08","Southern America","Brazil","Paraná","Campina Grande do Sul","Campininha","-49.0553016662598","-25.3055992126465",NA,NA,NA,"= 139222","MBM044255","MBM044255","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:26:45-03","MBM","MBM","397558","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Augusto-Silva, M.","Roher, D.","s.n.","2013","04","01","Southern America","Brazil","Paraná","Guaratuba","APA de Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Arbórea com botões florais.; Floresta Ombrófila Densa. Mata secundária em estágio médio.","MBM397558","MBM397558","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:26:45-03","MBM","MBM","140963","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Hatschbach, G.","Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","892",NA,NA,NA,"Southern America","Brazil","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM140963","MBM140963","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:26:45-03","MBM","MBM","220625","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Hatschbach, G.","Silva, J.M.; Poliquesi, C.B.; Barboza, E.; Poliquesi, C.B.; Barboza, E.","2260",NA,NA,NA,"Southern America","Brazil","Paraná","São José dos Pinhais","Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM220625","MBM220625","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:26:45-03","MBM","MBM","343145","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","et al.; Lima, H.C. de","Lima, H.C. de; et al.; et al.","6866","2008","02","17","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Estrada para o Pico das Flores, ca. 500m após o Hotel fazenda São João. Mata de encosta próxima ao córrego","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Árvore com 12 metros de altura. Tronco com casca lisa e pardo-acizentada. DAP com aproximadamente 30 cm. Ramos terminais suberosos. Flores esverdeadas. Ocasional","MBM343145","MBM343145","33190","auto","2008","06",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:26:45-03","MBM","MBM","202934","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Smith, S.F.","Klein, R.; et al.; et al.","10938",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844",NA,NA,NA,NA,"MBM202934","MBM202934","29971","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:26:45-03","MBM","MBM","248429","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.","Garcia, F.C.P.","Baitello, J.B.","259",NA,NA,NA,"Southern America","Brazil","São Paulo","Cunha","Parque Estadual, Rio Paraibuna","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"MBM248429","MBM248429","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2015-11-04 03:27:44-02","MNHN","RECOLNAT_MNHN_P","P01818198","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","sellowiana","Inga sellowiana","Benth.",NA,"Sellow",NA,NA,NA,NA,NA,"Bresil",NA,NA,"Brasilia, Santao",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818198' target='other'> <mi>dwc_moreinfo</mi></a>","P01818198","P01818198_01",NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,"913",NA
