"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount"
"51","2021-03-01 16:29:13-03","UNICAMP","UEC","111392","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, GO","Pirani, JR; Marcato, AC; Forzza, RC; Rapini, A; Assis, MC","4185","1998","03","03",NA,"Brazil","Minas Gerais","Congonhas do Norte","Serra da Carapina. Estrada para Santana do Riacho. Serra Talhada na folha do IBGE. Setor N da Serra do Cipó.","-43.683333","-18.933333",NA,"Arbusto da orla da mata ciliar, 3m alt. Cálice verde, corola alva. flores pêndulas.","UEC088961","UEC088961","1200","1200",NA,NA,NA,NA,NA,"2005","-43.683333","-18.933333","10",NA,NA,NA
"52","2021-03-01 16:29:13-03","UNICAMP","UEC","145490","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, GO","Romão, GO; Araújo, AO; Vieira, S","890","2003","01","10",NA,"Brazil","Minas Gerais","Santana do Riacho","Rodovia MG-10, belo Horizonte - Conceição do Mato Dentro, km 116. Interior de mata ciliar.","-43.551139","-19.266944",NA,"Arbusto, ca. 1,7m. Frutos imaturos verdes, maduros negros.","UEC088972","UEC088972","1129","1129",NA,NA,NA,NA,NA,"2003","-43.551139","-19.266944","01","10",NA,NA
"53","2021-03-01 16:29:13-03","UNICAMP","UEC","31222","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Kinoshita, LS","Pirani, JR; Cordeiro, I; Wagner, HL; Hensold, N","8064","1982","03","22",NA,"Brazil","Minas Gerais","Santana de Pirapama","Serra do Cipó Fazenda Inhame (Serra Mineira).","-43.9","-18.916667",NA,"Subarbusto de 60cm, flores alvas.","UEC088958","UEC088958",NA,NA,NA,NA,NA,NA,NA,"1983","-43.9","-18.916667",NA,NA,NA,NA
"54","2021-03-01 16:29:13-03","UNICAMP","UEC","31223","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Kinoshita, LS","Pirani, JR; Cordeiro, I; Wagner, HL; Hensold, N","8013","1982","03","21",NA,"Brazil","Minas Gerais","Santana de Pirapama","Serra do Cipó Fazenda Inhame (Serra Mineira).","-43.9","-18.916667",NA,"Arbusto 1m, flores alvas (dentro de mata ciliar).","UEC088957","UEC088957",NA,NA,NA,NA,NA,NA,NA,"1982","-43.9","-18.916667",NA,NA,NA,NA
"55","2019-08-20 10:10:52-03","UNICAMP","UEC","4236","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Kinoshita, LS","Parentoni, R; Carnevalli, NED; Frieiro, F","8250","1978","07","15",NA,"Brazil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,"UEC088952","UEC088952",NA,NA,NA,NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:29:13-03","UNICAMP","UEC","4237","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Sleumer, HO","Mello Barreto, HL; Brade, AC","1104","1935","04","15",NA,"Brazil","Minas Gerais",NA,"Serra do Cipó km 134.",NA,NA,NA,"Arbusto, pequena árvore 5m. Flor alva.","UEC088962","UEC088962",NA,NA,NA,NA,NA,NA,NA,"1935",NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:29:13-03","UNICAMP","UEC","4238","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, GO","Semir, J; Sazima, M; Kinoshita, LS","5171","1974","09","07",NA,"Brazil","Minas Gerais","Jaboticatubas","Brasil, Minas Gerais, Município de Jaboticatubas: km 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro- Diamantina.","-43.7449989318848","-19.513599395752",NA,"Flores brancas. Altura 2,50m.","UEC110762","UEC110762",NA,NA,NA,"31264","auto",NA,NA,"2011",NA,NA,"10",NA,NA,NA
"58","2021-03-01 16:29:13-03","UNICAMP","UEC","4239","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, GO","Semir, J; Sazima, M","4704","1973","10","29",NA,"Brazil","Minas Gerais","Jaboticatubas","Brasil, Minas Gerais, Município de Jaboticatubas: km 127ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro- Diamantina.","-43.7449989318848","-19.513599395752",NA,"Só frutos pretos. Altura 2m.; Mata ciliar.","UEC110761","UEC110761",NA,NA,NA,"31264","auto",NA,NA,"2011",NA,NA,"10",NA,NA,NA
"59","2021-03-01 16:29:13-03","UNICAMP","UEC","4246","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, GO","Joly, AB; Semir, J","3149","1972","08","21",NA,"Brazil","Minas Gerais","Jaboticatubas","Brasil, Minas Gerais, Município de Jaboticatubas: km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro- Diamantina.","-43.7449989318848","-19.513599395752",NA,"Flor roxo claro, altura 40cm.","UEC110760","UEC110760",NA,NA,NA,"31264","auto",NA,NA,"2003",NA,NA,"05",NA,NA,NA
"60","2021-03-01 16:29:13-03","UNICAMP","UEC","4192","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, GO","Semir, J; Sazima, M","2019","1972","04","30",NA,"Brazil","Minas Gerais","Jaboticatubas","Brasil, Minas Gerais, Município de Jaboticatubas: km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro- Diamantina.","-43.7449989318848","-19.513599395752",NA,"Flor rosada.","UEC110764","UEC110764",NA,NA,NA,"31264","auto",NA,NA,"2003",NA,NA,"05",NA,NA,NA
"61","2021-03-01 16:29:13-03","UNICAMP","UEC","61427","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, GO","Leitão Filho, HF; Tozzi, AMGA; Tamashiro, JY; Santos, FM; alunos","27358","1992","12","07",NA,"Brazil","Minas Gerais","Jaboticatubas","Brasil, Minas Gerais, Município de Jaboticatubas:Serra do Cipó nas proximidades da Divisa do Parque, rumo a Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752",NA,"Arvoreta 1,5 metros, flores brancas, pedúnculo vermelho.; Campo rupestre.","UEC110763","UEC110763",NA,NA,NA,"31264","auto",NA,NA,"2003",NA,NA,"05",NA,NA,NA
"62","2021-03-01 16:29:13-03","UNICAMP","UEC","114458","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, GO","San Martin-Gajardo, I; Cardoso, CMV; Almeida-Scabbia, RJ","64","1998","02","04",NA,"Brazil","Minas Gerais","Jaboticatubas","Chapéu de Sol, Serra do Cipó Juquinha","-43.7449989318848","-19.513599395752",NA,"Arbusto 1,5m. Flores rosa pálido.","UEC088959","UEC088959",NA,NA,NA,"31264","auto",NA,NA,"2005",NA,NA,"11",NA,NA,NA
"63","2021-03-01 16:29:13-03","UNICAMP","UEC","4243","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Kinoshita, LS","Semir, J; Kinoshita, LS; Sazima, M","5277","1974","10","29",NA,"Brazil","Minas Gerais","Jaboticatubas","km 117 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752",NA,"Beira do riacho. Altura 2m, só frutos.","UEC088954","UEC088954",NA,NA,NA,"31264","auto",NA,NA,"1977",NA,NA,"11","19",NA,NA
"64","2021-03-01 16:29:13-03","UNICAMP","UEC","4242","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Kinoshita, LS","Semir, J; Sazima, M; Kinoshita, LS","5170","1974","09","07",NA,"Brazil","Minas Gerais","Jaboticatubas","km 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752",NA,"flores brancas.Altura 2m.","UEC088951","UEC088951",NA,NA,NA,"31264","auto",NA,NA,"1977",NA,NA,"11","19",NA,NA
"65","2021-03-01 16:29:13-03","UNICAMP","UEC","4244","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Kinoshita, LS","Semir, J; Sazima, M; Kinoshita, LS","5263","1974","10","29",NA,"Brazil","Minas Gerais","Jaboticatubas","km 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752",NA,"Altura até 2m. Beira da mata ciliar. frutos.","UEC088950","UEC088950",NA,NA,NA,"31264","auto",NA,NA,"1977",NA,NA,"11","19",NA,NA
"66","2021-03-01 16:29:13-03","UNICAMP","UEC","4240","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Kinoshita, LS","Kinoshita, LS; Semir, J","5418","1974","12","13",NA,"Brazil","Minas Gerais","Jaboticatubas","km 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752",NA,"Beira da mata ciliar. Altura 2,0m. Frutos.","UEC088953","UEC088953",NA,NA,NA,"31264","auto",NA,NA,"1977",NA,NA,"11","19",NA,NA
"67","2021-03-01 16:29:13-03","UNICAMP","UEC","4241","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Kinoshita, LS","Kinoshita, LS; Semir, J","5433","1974","12","14",NA,"Brazil","Minas Gerais","Jaboticatubas","km 132 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro.","-43.7449989318848","-19.513599395752",NA,"Beira do riacho.Alt. 1,8m. Só frutos.","UEC088955","UEC088955",NA,NA,NA,"31264","auto",NA,NA,"1977",NA,NA,"11","19",NA,NA
"68","2021-03-01 16:29:13-03","UNICAMP","UEC","4245","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Sleumer, HO","Hatschbach, G","29980","1972","08","06",NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,"arbusto 2m, flor alva, orla da mata de galeria.","UEC088956","UEC088956",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:29:13-03","UNICAMP","UEC","203775","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Silva, IDS","Machi, AHL; Silva, KP; Fernandes, LFG; Silva, IDS; Faustinoni, GM; Volet, DP; Castello, ACD","47","2019","05","20",NA,"Brazil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Trilha das Vellozias","-43.3763999938965","-19.2155990600586",NA,"40cm, subarubusto; Campo Rupreste","UEC163199","UEC163199",NA,NA,NA,"18539","auto",NA,NA,"2019",NA,NA,"05","28",NA,NA
"70","2021-03-01 16:29:13-03","UNICAMP","UEC","31224","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Kinoshita, LS","Cordeiro, I; Kawasaki, ML; Pirani, JR; Furlan, A","7525","1981","10","06",NA,"Brazil","Minas Gerais","Santana do Riacho","km 134 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Arbusto 2m. Flores rosa-claro. Frutos verdes. Entre pedras.; Campo rupestre.","UEC088960","UEC088960",NA,NA,NA,"26557","auto",NA,NA,"1982",NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:29:13-03","UNICAMP","UEC","171281","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Kinoshita, LS; Romão, GO","Fernandes, MGC","1401","2012","07","09",NA,"Brazil","Minas Gerais","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais.","-43.7144012451172","-19.1688995361328",NA,"Arbusto. Frutos arrouxeados quando maduros.; Cerrado. Campo brejoso.","UEC073144","UEC073144",NA,NA,NA,"26557","auto",NA,NA,"2012",NA,NA,"10","24",NA,NA
"72","2021-03-01 16:29:13-03","UNICAMP","UEC","164450","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, GO","Romão, GO; Souza, VC; Sampaio, D; Elias, EI; Araújo, AO","877","2002","02","28",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia Belo Horizonte-Conceição do Mato Dentro, km 117.","-43.7144012451172","-19.1688995361328",NA,"Arbusto, até 1,5 m de alt. Corola branca. Beira de mata.","UEC050359","UEC050359",NA,NA,NA,"26557","auto",NA,NA,"2002",NA,NA,"04",NA,NA,NA
"73","2020-12-21 16:23:27-03","MBM","MBM","41999","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","oleaefolia","Gaylussacia oleaefolia","Dunal","Sleumer, H.","Hatschbach, G.","36864","1975","05","25","Southern America","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros","-47.4583015441895","-13.7974996566772",NA,NA,"MBM041999","MBM041999",NA,NA,NA,"92497","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:23:27-03","MBM","MBM","22384","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Sleumer, H.","Hatschbach, G.","27293","1971","09","06","Southern America","Brazil","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867",NA,NA,"MBM022384","MBM022384",NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:23:27-03","MBM","MBM","130554","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, G.O.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53069","1989","05","22","Southern America","Brazil","Minas Gerais","Gouveia","Barro Branco, Torre Telemig","-43.7407989501953","-18.4543991088867",NA,NA,"MBM130554","MBM130554",NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:23:27-03","MBM","MBM","24538","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Sleumer, H.","Hatschbach, G.","29980","1972","08","06","Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,"MBM024538","MBM024538",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2016-01-11 18:12:54-02","MNHN","RECOLNAT_MNHN_P","P00647805","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Sleumer","Vauthier",NA,"1833",NA,NA,NA,"Brésil",NA,NA,"Serra do Frio (Pce de Minas Geraës)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647805' target='other'> <mi>dwc_moreinfo</mi></a>","P00647805","P00647805_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"78","2015-09-26 07:35:44-03","MNHN","RECOLNAT_MNHN_P","P00647806","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Sleumer","Vauthier",NA,"1833",NA,NA,NA,"Brésil",NA,NA,"Serra do Frio (Pce de Minas Geraës)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647806' target='other'> <mi>dwc_moreinfo</mi></a>","P00647806","P00647806_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"79","2015-09-26 07:35:49-03","MNHN","RECOLNAT_MNHN_P","P00647807","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Sleumer","Vauthier",NA,"1833",NA,NA,NA,"Brésil",NA,NA,"Serra do Frio (Pce de Minas Geraës)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647807' target='other'> <mi>dwc_moreinfo</mi></a>","P00647807","P00647807_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"80","2015-09-04 15:45:48-03","MNHN","RECOLNAT_MNHN_P","P04471437","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Glaziou",NA,"1892","4","24",NA,"Brasil","Minas Gerais",NA,"Cipó",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471437' target='other'> <mi>dwc_moreinfo</mi></a>","P04471437","P04471437_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19574",NA
"81","2015-09-04 15:45:48-03","MNHN","RECOLNAT_MNHN_P","P04471438","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Glaziou, A.",NA,"1879","9","8",NA,"Brasil","São Paulo",NA,"Campos da Bocaina",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471438' target='other'> <mi>dwc_moreinfo</mi></a>","P04471438","P04471438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11127",NA
"82","2015-09-04 15:45:48-03","MNHN","RECOLNAT_MNHN_P","P04471439","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Glaziou",NA,"1876","2","11",NA,"Brasil","Minas Gerais",NA,"Campos da Bocaina Vacca Cahio",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471439' target='other'> <mi>dwc_moreinfo</mi></a>","P04471439","P04471439_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8234",NA
"83","2015-09-04 15:45:48-03","MNHN","RECOLNAT_MNHN_P","P04471440","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. Province de Rio-Janeiro",NA,NA,"hb","Reçu le 29 Juin 1880 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471440' target='other'> <mi>dwc_moreinfo</mi></a>","P04471440","P04471440_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11127",NA
"84","2015-09-04 15:45:48-03","MNHN","RECOLNAT_MNHN_P","P04471441","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Glaziou, A.",NA,"1876","2","11",NA,"Brasil","Minas Gerais",NA,"Campos da Bocaina, Vacca Cahio",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471441' target='other'> <mi>dwc_moreinfo</mi></a>","P04471441","P04471441_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8234",NA
"85","2015-09-04 15:49:18-03","MNHN","RECOLNAT_MNHN_P","P04471512","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Hatschbach, G.",NA,"1972","8","6",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471512' target='other'> <mi>dwc_moreinfo</mi></a>","P04471512","P04471512_01",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,"29980",NA
"86","2020-12-11 11:35:03-03","UFMG","BHCB","48578","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:35:03-03","UFMG","BHCB","21201","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Castro, NM","s.n.","1989","06","07","Southern America","Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:35:03-03","UFMG","BHCB","21201","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Castro, NM","s.n.","1989","06","07","Southern America","Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:35:03-03","UFMG","BHCB","61116","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Rodovia Belo Horizonte-Conceição do Mato Dentro, Km 132. Serra da Salitreira, Parque Nacional da Serra do Cipó, próximo a sede.","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,NA,NA,NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:35:03-03","UFMG","BHCB","10088","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Andrade, IR; Horta, MB","s.n.","1987","07","12","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Serra da Salitreira.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:35:03-03","UFMG","BHCB","61118","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santana do Riacho","Usina Coronel Américo Teixeira (UCAT).","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-02-11 17:18:47-03","UFPR","UPCB","10314","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","oleaefolia","Gaylussacia oleaefolia","Dunal","Sleumer, H.O.","Hatschbach, G.","29980","1972","08","06",NA,"Brasil","Minas Gerais","Jaboticatuba","Serra do Cipó",NA,NA,NA,"Arbusto 2m, flor alva, orla mata de galeria..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2009-07-09 17:05:00-03","MO","MOBOT","1194431","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","J.W. Floyd (NCSC)","Gert G. Hatschbach","Hatschbach 29980","1972","8","6","South America","Brazil","Minas Gerais",NA,"Serra do Cipo (Mpio. Jaboticatuba).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-08-31 08:53:32-03","INPA","INPA","88329","S","Plantae","Dicotyledon Asterids","Ericales","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal",NA,"Hatschbach, GG","29980","1972","08","06","Southern America","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipo","-43.7449989318848","-19.513599395752",NA,NA,"INPA0088329","INPA0088329 INPA0088329_e INPA0088329_e1",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-06-15 15:30:16-03","UNESP-RC","HRCB","28192","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, G.O.","Gajardo, I.","66","1998","02","04",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Flores rosa pálido, arbusto 1,5m",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA
"96","2020-06-15 15:30:16-03","UNESP-RC","HRCB","28986","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, G.O.","Farinaccio, M.A.","53","1997","06","07",NA,"Brasil","Minas Gerais","Santana do Riacho-Cardeal","Serra do Cipó",NA,NA,NA,"Subarbusto, flores brancas a rosadas, anteras rosas e frutos imaturos",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA
"97","2020-06-15 15:30:16-03","UNESP-RC","HRCB","34554","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Romão, G.O.","Braz, D.M.","65","2001","02","07",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Erva, ca. 40 cm. Corola branca a creme, estames roxos",NA,NA,"1250","1250",NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA
"98","2019-06-10 10:10:36-03","FZB-BH","BHZB","9301","S","Plantae",NA,NA,"Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia",NA,"L.S.Kinoshita & G.O.Romão","Fernandes, M.G.C. et al.","1401","2012","07","09",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.708056","-19.046389",NA,"Escandente. .Ponto 98 , 635943 7893554 1285 m , Doação de duplicata para Herbário UEC.",NA,NA,"1285","1285",NA,NA,NA,NA,NA,"2012","43W 42' 29","19S 02' 47","10",NA,NA,NA
