"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","class","fieldNumber"
"44","2020-12-20 21:17:14-03","UFV","VIC","32673","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Francino, D.M.T.; Dalvi, V.C.","s.n.","2009","08","11",NA,"Brasil","Minas Gerais","Distrito de Cardeal Mota, Rodovia MG 010, beira de estrada (ambos os lados), Km 110.",NA,NA,NA,"Arbusto 1 a 1,5m, bem ramificado. Ramos viscosos. Folíolos com glândulas principalmente na margem. Corola amarela.","VIC032673","VIC032673","Francino, D.M.T.","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:17:16-03","UFV","VIC","4147","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S. Irwin e Barneby) H.S.Irwin & Barneby",NA,"Irwin, H.S.","2442","1959","01","13",NA,"Brasil","Minas Gerais","Serra do Cipó - 50 Km W do Morro do Pilar, Estrada para São José do Almeido. Areia quartzosa marrom. Floresta arbustiva baixa.",NA,NA,NA,"Árvore ereta pequena, c.a. de 4,0 metros de altura. Corola amarela.","VIC004147","VIC004147","Tamashiro, J.Y.","Morro do Pilar","-43.3763999938965","-19.2155990600586","18539","auto","1981",NA,NA,"01",NA,NA,NA,NA
"46","2020-12-20 21:17:16-03","UFV","VIC","31216","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Messias, M.C.T.B.","1112","2006","07","31",NA,"Brasil","Minas Gerais","Serra de Ouro Branco, Campo rupestre.",NA,NA,NA,"Arbusto, c.a. de 1,2 metros de altura; flores amarelas.","VIC031216","VIC031216","Dutra, V.F.","Ouro Branco","-43.6918983459473","-20.5207996368408","13809","auto","2006",NA,NA,"10","18",NA,NA,NA
"47","2020-12-20 21:17:16-03","UFV","VIC","4399","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S. Irwin e Barneby) H.S.Irwin & Barneby",NA,"Irwin, H.S.","2501","1959","01","21",NA,"Brasil","Minas Gerais","20 Km S de Ouro Preto, estrada para Ouro Branco",NA,NA,NA,"Arbusto muito ramificado, c.a. de 1,5 metro de altura, entre rochas. Localmente ocasional.","VIC004399","VIC004399","Tamashiro, J.Y.","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","1981",NA,NA,"01",NA,NA,NA,NA
"48","2020-12-20 21:17:16-03","UFV","VIC","32499","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Francino, D.M.T.; Dalvi, V.C.","24","2009","06","22",NA,"Brasil","Minas Gerais","Estrada para Santana do Riacho, Ambos os lados da estrada, antes de chegar à estátua do Juquinha. Campo rupestre a pleno sol. Solo pedregoso.",NA,NA,NA,"Subarbusto, c.a. de 50 cm de altura, bem ramificado, ramos lenhosos. Glândulas restritas aos ramos reprodutivos. Corola amarela.","VIC032499","VIC032499 VIC032499_1","Francino, D.M.T.",NA,NA,NA,NA,NA,"2009",NA,NA,"08","03",NA,NA,NA
"49","2020-12-20 21:17:16-03","UFV","VIC","32503","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Francino, D.M.T.; Dalvi, V.C.","s.n.","2009","08","11",NA,"Brasil","Minas Gerais","Estrada para Santana do Riacho, Ambos os lados da estrada, antes de chegar à estátua do Juquinha. Campo rupestre a pleno sol. Solo pedregoso.",NA,NA,NA,"Subarbusto, c.a. de 50 cm de altura, bem ramificado, ramos lenhosos. Glândulas restritas aos ramos reprodutivos. Corola amarela.","VIC032503","VIC032503","Francino, D.M.T.",NA,NA,NA,NA,NA,"2009",NA,NA,"08",NA,NA,NA,NA
"50","2020-12-20 21:17:16-03","UFV","VIC","34588","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Souza, V.C.; et al.","28537","2002","02","27",NA,"Brasil","Minas Gerais","Serra do Cipó, Estrada Belo Horizonte - Conceição do Mato Dentro, c.a. de 2,0 Km apos a bifurcação para Morro do Pilar. Área perturbada.",NA,NA,NA,"Arbusto, c.a. de 1,5 metros de altura; pétalas amarelas.","VIC034588","VIC034588","Rando, J.G.","Santana do Riacho","-43.5005","-19.20425",NA,NA,"2007","-43.5005","-19.20425","12",NA,NA,NA,NA
"51","2020-12-20 21:17:16-03","UFV","VIC","45759","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Silva, R.M.; et al.","2896","2006","04","22",NA,"Brasil","Minas Gerais","Lapinha., Contrafortes ocidentais da Serra do Cipó.","1315","1315",NA,"Arbusto 50 cm alt, entre rochas. Cálice verde-amarelado. Corola, androceu e gineceu amarelos.; Cálice verde-amarelado. Corola, androceu e gineceu amarelos.; Arbusto 50 cm alt, entre rochas.","VIC045759","VIC045759","Rando, J.G.","Santana do Riacho","-43.675556","-19.105833",NA,NA,"2009","-43.675556","-19.105833","04",NA,NA,NA,NA
"52","2020-12-20 21:17:16-03","UFV","VIC","4662","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S. Irwin e Barneby) H.S.Irwin & Barneby",NA,"Irwin, H.S.","2450","1959","01","13",NA,"Brasil","Minas Gerais","Serra do Cipó - 65 Km W do Morro do Pilar, Estrada para São José do Almeiro. Entre rochas em encosta íngreme; areia quartzosa cinza.",NA,NA,NA,"Arbusto ereto com numerosos ramos ascendentes. Inflorescências viscosas. Corola amarela. Localmente comum.","VIC004662","VIC004662","Tamashiro, J.Y.","Morro do Pilar","-43.3763999938965","-19.2155990600586","18539","auto","1981",NA,NA,"01",NA,NA,NA,NA
"53","2020-12-20 21:17:16-03","UFV","VIC","30740","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Dutra, V.F.","s.n.","2006","02",NA,NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Serrinha.",NA,NA,NA,"Arbusto, flores amarelas.","VIC030740","VIC030740",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-20 21:17:16-03","UFV","VIC","45757","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Zappi, D.C.; et al.","CFSC10169","1987","05","10",NA,"Brasil","Minas Gerais","Serra do Cipó., Km 124, ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro. Campo Rupestre.",NA,NA,NA,"Subarbusto 0,5m alt.Flores amarelas.; Flores amarelas.; Subarbusto 0,5m alt.","VIC045757","VIC045757","Hervencio, P.","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto","1997",NA,NA,"01",NA,NA,NA,NA
"55","2021-03-01 16:30:11-03","UNICAMP","UEC","194870","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana",NA,NA,"Flores, A; Kinoshita, LS","431","2000","11","23",NA,"Brazil","Minas Gerais","Lapinha, pico do Breu, Serra do cipó","1126","1126",NA,"Arbusto ca. 2,0m, frutos imaturos e maduros marrons; Campo Rupestre, coletado junto às pedras","UEC132502","UEC132502","Souza, AO","Santana do Riacho","-43.7","-19.166667",NA,NA,"2017","-43.7","-19.166667","03","15",NA,NA,NA
"56","2019-08-20 10:12:36-03","UNICAMP","UEC","130528","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana",NA,NA,"Yamamoto, K; Kinoshita, LS; Simões, AO; Farias, R; Silva, RR; Silva, LF; Scarpa, F","51","2002","09","24",NA,"Brazil","Minas Gerais","Lapinha, pico do Breu, campo rupestre",NA,NA,NA,"fruto, Arbusto 1m alt., frutos imaturos esverdeados, tricomas glutinosos.","UEC037270",NA,"Rando, JG","Santana do Riacho","-43.671389","-20.102778",NA,NA,"2013","-43.671389","-20.102778","12",NA,NA,NA,NA
"57","2019-08-20 10:12:36-03","UNICAMP","UEC","6495","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana",NA,NA,"Parentoni, R; Carnevalli, NED; Frieiro, F","8257","1978","07","15",NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"UEC145001",NA,"Hervêncio, P","Serra do Cipó",NA,NA,NA,NA,"1997",NA,NA,"09",NA,NA,NA,NA
"58","2019-08-20 10:12:36-03","UNICAMP","UEC","66022","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana",NA,NA,"Pereira, M; Lucca, M","1026","1992","07","05",NA,"Brazil","Minas Gerais","Coletada na região do Congonhas, abaixo da Casa de Pedra, próximo ao Córrego Gavião, 1100m.s.m. Estação 3. AQ59","1100","1100",NA,"Arbusto de +ou- 1,30m. Flores amarelo-alaranjadas.","UEC145000",NA,"Hervêncio, P","Serra do Cipó",NA,NA,NA,NA,"1997",NA,NA,"09",NA,NA,NA,NA
"59","2019-08-20 10:12:36-03","UNICAMP","UEC","40151","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana",NA,NA,"Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","17474","1985","06","05",NA,"Brazil","Minas Gerais","Estrada Diamantina - Biri Biri, km 10",NA,NA,NA,"Arbusto até 1,0 m alt., flores amarelas, sépalas avermelhadas.","UEC065072",NA,"Cota, M","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto","2015",NA,NA,"04",NA,NA,NA,NA
"60","2019-08-20 10:12:36-03","UNICAMP","UEC","6472","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana",NA,NA,"Semir, J; Giulietti, AM","5046","1974","05","21",NA,"Brazil","Minas Gerais","Diamantina",NA,NA,NA,"Altura 1m.","UEC144998",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","1997",NA,NA,"02",NA,NA,NA,NA
"61","2019-08-20 10:12:36-03","UNICAMP","UEC","6469","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana",NA,NA,"Semir, J; Sazima, M","2703","1972","07","21",NA,"Brazil","Minas Gerais","Diamantina",NA,NA,NA,NA,"UEC145002",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","1997",NA,NA,"02",NA,NA,NA,NA
"62","2019-08-20 10:12:36-03","UNICAMP","UEC","6471","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana",NA,NA,"Joly, AB; Semir, J; Ugadim, Y","193","1970","06","06",NA,"Brazil","Minas Gerais","Km 116 ao longo da rodovia Lagoa Santa - Conceição","1175","1175",NA,"Arbusto, flores amarelas-alaranjadas.","UEC144996",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","1997",NA,NA,"02",NA,NA,NA,NA
"63","2019-08-20 10:12:36-03","UNICAMP","UEC","6470","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana",NA,NA,"Joly, AB; Semir, J; Ugadim, Y","29","1970","06","05",NA,"Brazil","Minas Gerais","Serra do Cipó, MG 010, km 114., Diamantina","1150","1150",NA,"Flores amarelo-vermelho.","UEC144999",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","1997",NA,NA,"02",NA,NA,NA,NA
"64","2019-08-20 10:12:36-03","UNICAMP","UEC","6465","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana",NA,NA,"Joly, AB; Semir, J; Joly, AM; Martins, F","2548","1972","05","29",NA,"Brazil","Minas Gerais","Serra do Cipó, MG 010, km 114., Diamantina",NA,NA,NA,"Subarbusto, 90 a 1m. Flores amarelo - vermelhas.","UEC144995",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","1997",NA,NA,"09",NA,NA,NA,NA
"65","2019-08-20 10:12:36-03","UNICAMP","UEC","6466","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana",NA,NA,"Davis, PH; Shepherd, GJ","59624","1976","07","31",NA,"Brazil","Minas Gerais","Campo rupestre. Low shrub.","1200","1200",NA,"Flowers yellow, pods glandular.","UEC144997",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-08-20 10:12:41-03","UNICAMP","UEC","24843","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Hatschbach, G","35384","1974","10","26",NA,"Brazil","Minas Gerais","Serra do Cipó.",NA,NA,NA,"Arbusto 1m, flor amarela, afloramentos rochosos, encosta de morro.","UEC145611",NA,"Hervêncio, P","S'Ana do Riacho.",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:12:41-03","UNICAMP","UEC","6507","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Semir, J; Sazima, M","598","1971","12","15",NA,"Brazil","Minas Gerais","km 115 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,"Flor amarela. Subarbusto de 50 cm.","UEC145613",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","2001",NA,NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:12:41-03","UNICAMP","UEC","6503","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Joly, AB; Martins, FR; Joly, AM; Sendulsky, T; Pereira, SMB","1803","1972","04","16",NA,"Brazil","Minas Gerais","km 119,5 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","1200","1200",NA,"Subarbusto 70 a 80 cm, flor amarela.","UEC145614",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","2001",NA,NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:12:41-03","UNICAMP","UEC","6504","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Semir, J; Sazima, M","2616","1972","07","19",NA,"Brazil","Minas Gerais","km 127 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,"Planta 1,20m.","UEC145609",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","2000",NA,NA,NA,NA,NA,NA,NA
"70","2019-08-20 10:12:41-03","UNICAMP","UEC","6506","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Joly, AB; Semir, J; Joly, AM; Martins, F","2205","1972","05","27",NA,"Brazil","Minas Gerais","km 127 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,"Altura 40 a 50cm. Flores amarelas.","UEC145610",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","2000",NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 10:12:41-03","UNICAMP","UEC","6502","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Semir, J; Sazima, M","2097","1972","05","01",NA,"Brazil","Minas Gerais","km 128 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,"Planta 1m, arbusto.","UEC145608",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","1998",NA,NA,NA,NA,NA,NA,NA
"72","2019-08-20 10:12:41-03","UNICAMP","UEC","6508","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Joly, AB; Semir, J; Joly, AM; Martins, F","2464","1972","05","29",NA,"Brazil","Minas Gerais","km 128 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.",NA,NA,NA,"Arbusto de 40cm. Flores amarelas.","UEC145607",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","1998",NA,NA,NA,NA,NA,NA,NA
"73","2019-08-20 10:12:41-03","UNICAMP","UEC","104497","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Filliettaz, AM","9703","1997","05","06",NA,"Brazil","Minas Gerais","Serra do Cipó, campo rupestre.",NA,NA,NA,"Subarbusto, ca. 50cm. Flores amarelas, frutos imaturos verdes, maduros castanhos. Planta com secreção viscosa.","UEC145606",NA,"Hervêncio, P","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto","1999",NA,NA,"04",NA,NA,NA,NA
"74","2019-08-20 10:12:41-03","UNICAMP","UEC","35522","S","Plantae","Magnoliopsida",NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Vieira, MF","8446","1983","04","01",NA,"Brazil","Minas Gerais","Serra do Cipó.",NA,NA,NA,"Arbusto + ou - 1,20m, flores amarelas, sépalas avermelhadas.","UEC145612",NA,"Hervêncio, P","Lagoa Santa","-43.8897018432617","-19.6271991729736","12338","auto","1998",NA,NA,NA,NA,NA,NA,NA
"75","2020-11-27 17:10:06-03","UFPB","JPB","57080","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Ferreira-Junior, CA; et al.","731","2012","11","28","Southern America","Brasil","Minas Gerais","RPPN Brumas do Espinhaço e Ermo do Gerais, Levantamento florístico da RPPN Brumas do Espinhaço. Com duplicata. Frutos com pelos avermelhados",NA,NA,NA,"; HABITAT: Cerrado; DESC: Frutos com pelos avermelhados","JPB0057080",NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-12-18 15:50:40-03","UFOP","OUPR","33380","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O. & Elias, S.I.","28537","2002","02","27",NA,"Brasil","Minas Gerais","Serra do Cipó, Estrada Belo Horizonte-Conceição do Mato Dentro, ca. 2km após a bifurcação para Morro Pilar. Área perturbada.","1250","1250",NA,"Arbusto, ca. 1,5m alt, pétalas amarelas.",NA,NA,"Rando, J.G.","Santana do Riacho","-43.5005","-19.20425",NA,NA,"2007","-43.5005","-19.20425","12",NA,NA,NA,NA
"77","2019-11-06 09:55:25-03","UFOP","OUPR","31932","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Pedrosa, L.G.","806","2018","09","20",NA,"Brasil","Minas Gerais","Arredores de Lavras Novas.",NA,NA,NA,"Arbusto, ca. 1,5m. Folhas pegajosas. Flores amarelas. Campo rupestre.",NA,NA,"Pedrosa, L.G.","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","2018",NA,NA,"09","20",NA,NA,NA
"78","2019-11-06 09:55:25-03","UFOP","OUPR","18612","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Ataíde, E.S.","s.n.","1999","06","29",NA,"Brasil","Minas Gerais","Estrada Real",NA,NA,NA,"Campo rupestre. Subarbusto com 1,5m de altura. Flores amarelas",NA,NA,"Dutra, V.F.","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","2006",NA,NA,"07","10",NA,NA,NA
"79","2019-11-06 09:55:25-03","UFOP","OUPR","31558","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Pedrosa, L.G.","553","2018","07","06",NA,"Brasil","Minas Gerais","Fojo",NA,NA,NA,"Arbusto, 1,5m. Flores amarelas. Campo.",NA,NA,"Cota, M.M.T.","Ouro Preto","-43.5080986022949","-20.2875003814697","44599","auto","2018",NA,NA,"07","07",NA,NA,NA
"80","2019-12-06 19:29:39-03","UFES","VIES","36328","S","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Paiva, J.A.M.; Souza, J.A.M.; Silva, S.H.A.","1893","2018","09","25",NA,"Brasil","Minas Gerais","Campo Rupestre Quartzítico. RPPN Capivari II","1260","1260",NA,NA,"VIES036328","VIES036328","V.F. Dutra","Itabirito","-43.661111","-20.158056",NA,NA,"2018","43º39'40''W","20º9'29''S","12","20",NA,NA,NA
"81","2019-08-16 08:39:20-03","UTFPR","HCF","26358","S","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"M.A. Pena","337","2007","07","07",NA,"Brasil","MG","Parque Nacional da Serra do Cipó. Acesso","1280","1280",NA,"arbusto. Flores amarelas. Raque da inflorescência e fruto verde pilosos.",NA,NA,"M.A. Pena","Morro do Pilar","-43.511667","-19.247222",NA,NA,"2009","43°30'42 W","19°14'50 S",NA,NA,NA,NA,NA
"82","2020-12-21 16:25:52-03","MBM","MBM","24276","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipenis","Chamaecrista multipenis","(Irwin & Barneby) Irwin & Barneby",NA,"Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31559",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó, Fazenda Palácio",NA,NA,NA,NA,"MBM024276","MBM024276","Hervencio, P.","Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:25:52-03","MBM","MBM","32402","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipenis","Chamaecrista multipenis","(Irwin & Barneby) Irwin & Barneby",NA,"Hatschbach, G.","35384",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,"MBM032402","MBM032402","Barneby, R.","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:25:52-03","MBM","MBM","287503","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(Irwin & Barneby) Irwin & Barneby",NA,"Souza, V.C.; et al.; et al.","11559","1996","07","03","Southern America","Brazil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,"MBM287503","MBM287503","Souza, V.C.","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:25:52-03","MBM","MBM","23172","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(Irwin & Barneby) Irwin & Barneby","PARATYPE","Hatschbach, G.","30063","1972","08","08","Southern America","Brazil","Minas Gerais","Serra do Cipó, Fazenda Palácio",NA,NA,NA,"Subarbusto 35 cm, flor amarela, campo pedregoso; Subarbusto 35cm, flor amarela.; Campo pedregoso.","MBM023172","MBM023172",NA,"Jaboticatubas","-43.7449989318848","-19.513599395752","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:25:52-03","MBM","MBM","414508","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","multipennis","Chamaecrista multipennis","(H.S. Irwin & Barneby) H.S. Irwin & Barneby",NA,"Hervencio, P.; Soffiatti, P.; Soffiatti, P.","76","1997","05","07","Southern America","Brazil","Minas Gerais","Serra do Cipó, Km 119 da Rod. MG-010. Belo Horizonte-Conceição do Mato Dentro, Estrada dda Usina. No ponto mais alto em frente à Cachoeira do Capivara.",NA,NA,NA,"Arbusto 60 com alt., folíolos com suas faces voltadas umas às outras, concolores. Flores com sépalas verde-amareladas ou verde-vináceas, pétalas amarelas, margem das unhas avermelhadas, pétala assimétrica reduzida e não envolvendo co","MBM414508",NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-01 14:19:57-03","JBB","HEPH","32831","S","Plantae","Dicotyledon","Fabales","Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Chacon, RG; Soares, ACA; Oliveira, JA de; Tinti, BV","1542","2017","07","04","Southern America","Brasil","Goiás","Mosteiro Zen Horyu-Zan Eisho-Ji, Estrada do Mosteiro em direção à Cidade de Pedra, depois da 2ª porteira","1195","1195",NA,NA,NA,NA,"Matos, RG","Pirenópolis","-48.909922","-15.722875",NA,NA,"2017","-48.909922","-15.722875","08","11",NA,NA,NA
"88","2020-10-01 14:19:57-03","JBB","HEPH","32264","S","Plantae","Dicotyledon","Fabales","Fabaceae","Chamaecrista","cipoana","Chamaecrista cipoana","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"Souza, AO; Antunes, LLC","1414","2014","10","08","Southern America","Brasil","Minas Gerais","Serra do Cipó, Vila Lapinha, Trilha para o pico da Lapinha","1138","1138",NA,NA,NA,NA,"Souza, AO","Santana do Riacho","-43.66975","-20.106389",NA,NA,"2014","-43.66975","-20.106389","10","25",NA,NA,NA
