"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"45","2019-11-06 09:56:25-03","UFOP","OUPR","27525","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Ramos, M.B.C.","140","2013","03","18",NA,"Brasil",NA,NA,"Arbusto. Presença de tricomas no caule e folhas. Fruto esférico escuro, arroxeado. Mata Ripária.",NA,NA,NA,"(DC.) Cogn.",NA,"Minas Gerais","Parque Estadual Serra do Ouro Branco, Coletada próximo ao balneário do PESOB","-43.675081","-20.492108","1219","1219",NA,"Ouro Branco",NA,NA,NA,NA,"-43.675081","-20.492108",NA,NA,NA,NA,NA,NA
"46","2019-11-06 09:56:25-03","UFOP","OUPR","5939","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Barrancos de corrego. Subarbusto",NA,NA,NA,"(DC.) Cogn.","Romero, R.","Minas Gerais","Chapada","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto","44599","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 10:02:54-03","FURB","FURB","34965","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Verdi, M.; Klettenberg, D.H. & Klemz, G.","5920","2009","11","03",NA,"Brasil",NA,NA,"Voucher estéril IFFSC 41 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;","FURB02241",NA,NA,"(DC.) Cogn.","Oliveira, AA de","Santa Catarina","Bairro Universitário (Próximo a Unesc).","-49.4091667","-28.7091667","50","50","FURB02241","Criciúma",NA,NA,"2010",NA,"-49.4091667","-28.7091667",NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:34:22-03","MBM","MBM","18327","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Hatschbach, G.","27505",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM018327",NA,NA,"(DC.) Cogn.","Wurdack, J.J.","Minas Gerais","Caminho ao Pico Itambé","-43.3067016601562","-18.465799331665",NA,NA,"MBM018327","Santo Antônio do Itambé","19014","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:34:22-03","MBM","MBM","22234","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Pabst, G.","4730",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM022234",NA,NA,"(DC.) Cogn.","Pereira, E.; Brade, A.C.","São Paulo","Serra da Bocaina, Sertão da Bocaina, ponte do Rio Jacutinga",NA,NA,NA,NA,"MBM022234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:34:22-03","MBM","MBM","383863","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Vaz, J.; Barboza, E.; Brotto, M.L.; Vaz, J.","5057","2013","04","29","Southern America","Brazil",NA,NA,"Arbusto 1,4m; frutos verdes.; Campo rupestre.","MBM383863",NA,NA,"(DC.) Cogn.","Goldenberg, R.","Minas Gerais","Caminho dos Escravos","-43.59625","-18.2165","1336","1336",NA,"Diamantina",NA,NA,"2013",NA,"-43.59625","-18.2165",NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:34:22-03","MBM","MBM","415223","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Völtz, R.R.; Nunes, M.G.; Nunes, M.G.","1983","2017","12","19","Southern America","Brazil",NA,NA,"Subarbusto 0,4 m alt.; botão floral alvo, flores com pétalas e estames alvos; beira de rio em fisionomia herbácea.; Savana.","MBM415223",NA,NA,"(DC.) Cogn.","Völtz, R.R.","Paraná","Parque Municipal Lago Azul","-49.693889","-24.269444","840","840","MBM415223","Jaguariaíva",NA,NA,"2018","11","-49.693889","-24.269444",NA,"27",NA,NA,NA,NA
"52","2020-12-21 16:34:22-03","MBM","MBM","42157","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Hatschbach, G.","7581",NA,NA,NA,"Southern America","Brazil",NA,NA,"Flor alva; zona de campo, margem de rio.","MBM042157",NA,NA,"(DC.) Cogn.","Camargo; Goldenberg","Paraná","Rio Papagaios","-49.5283012390137","-25.4585990905762",NA,NA,"MBM042157","Campo Largo","53742","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:34:22-03","MBM","MBM","20171","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","29042",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM020171",NA,NA,"(DC.) Cogn.","Wurdack, J.J.","Minas Gerais","Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,"MBM020171","Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:34:22-03","MBM","MBM","42158","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Hatschbach, G.","8682",NA,NA,NA,"Southern America","Brazil",NA,NA,"Da beira de córrego, local sombreado e úmido (zona de campo). Flor alva.","MBM042158",NA,NA,"(DC.) Cogn.","Camargo; Goldenberg","Paraná","Estrada para Sertão Alto","-49.7057991027832","-24.2511005401611",NA,NA,"MBM042158","Jaguariaíva","44368","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-07-21 15:28:05-03","MNHN","RECOLNAT_MNHN_P","P00117332","PreservedSpecimen",NA,"Melastomataceae","Leandra","linearifolia","Leandra linearifolia","Glaziou, A.",NA,"1883","5","9",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117332' target='other'> <mi>dwc_moreinfo</mi></a>","P00117332",NA,NA,"Cogn.","Wurdack",NA,"Prov. Rio de Janeiro: Petropolis, sur le bord de l'eau du Rio Itamaraty",NA,NA,NA,NA,"P00117332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","14776",NA,NA
"56","2015-09-04 20:44:06-03","MNHN","RECOLNAT_MNHN_P","P00117333","PreservedSpecimen",NA,"Melastomataceae","Leandra","linearifolia","Leandra linearifolia","Glaziou, A.",NA,"1883","5","9",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117333' target='other'> <mi>dwc_moreinfo</mi></a>","P00117333",NA,NA,"Cogn.","Wurdack",NA,"Prov. Rio de Janeiro: Petropolis, sur le bord de l'eau du Rio Itamaraty",NA,NA,NA,NA,"P00117333_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","14776",NA,NA
"57","2016-11-23 09:58:06-02","MNHN","RECOLNAT_MNHN_P","P00117166","PreservedSpecimen",NA,"Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117166' target='other'> <mi>dwc_moreinfo</mi></a>","P00117166",NA,NA,"Cogn.","Cogniaux",NA,"Province de Minas Geraes, lit d'un ruisseau entre les rochers dans la Serra du Caraça",NA,NA,NA,NA,"P00117166_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype","404",NA,NA
"58","2016-11-23 10:04:07-02","MNHN","RECOLNAT_MNHN_P","P00117167","PreservedSpecimen",NA,"Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Glaziou, A.",NA,"1892","5","8",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117167' target='other'> <mi>dwc_moreinfo</mi></a>","P00117167",NA,NA,"Cogn.","Wurdack",NA,"Province de Minas Geraes: Serra de Oura Preto",NA,NA,NA,NA,"P00117167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19324 a",NA,NA
"59","2015-11-07 08:24:31-02","MNHN","RECOLNAT_MNHN_P","P00117150","PreservedSpecimen",NA,"Melastomataceae","Leandra","salicina","Leandra salicina","Weddell, H.A.",NA,"1844","4",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117150' target='other'> <mi>dwc_moreinfo</mi></a>","P00117150",NA,NA,"Cogn.","Wurdack",NA,"Goyaz, bois ombragé à la Concepçao",NA,NA,NA,NA,"P00117150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2644",NA,NA
"60","2015-09-04 22:20:57-03","MNHN","RECOLNAT_MNHN_P","P05210147","PreservedSpecimen",NA,"Melastomataceae","Leandra","salicina","Leandra salicina","Warming, E.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05210147' target='other'> <mi>dwc_moreinfo</mi></a>","P05210147",NA,NA,"Cogn.",NA,"Minas Gerais",NA,"-43.8897018432617","-19.6271991729736",NA,NA,"P05210147_01","Lagoa Santa","12338","auto",NA,NA,NA,NA,NA,NA,NA,"318",NA,NA
"61","2020-10-01 14:23:40-03","JBB","HEPH","27323","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Kuhlmann, MP","94","2009","05","14","Southern America","Brasil",NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br",NA,"Dicotyledon","Myrtales","Cogn.","Proença, CEB","Distrito Federal","Jardim Botânico de Brasília","-47.846883","-15.874889",NA,NA,NA,"Brasília",NA,NA,"2009",NA,"-47.846883","-15.874889",NA,NA,NA,NA,NA,NA
"62","2020-10-01 14:23:40-03","JBB","HEPH","23792","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Paiva, VF","468","2008","04","08","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","Cogn.","Munhoz, CBR","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília - Área do Cristo Redentor, próximo ao Poção da Aeronáutica","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","70570","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:38:14-03","UFMG","BHCB","73746","PreservedSpecimen","Plantae","Melastomataceae","Leandra","linearifolia","Leandra linearifolia","Viana, PL","25","2001","05","29","Southern America","Brasil",NA,NA,"Arbusto. Frutos maduros pretos",NA,"Dicotyledon",NA,"Cogn.",NA,"Minas Gerais","Retiro das Pedras","-43.983611","-20.093056","1400","1400",NA,"Brumadinho",NA,NA,NA,NA,"-43.983611","-20.093056",NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:38:14-03","UFMG","BHCB","8850","PreservedSpecimen","Plantae","Melastomataceae","Leandra","linearifolia","Leandra linearifolia","Souza, HC","s.n.","1987","02","17","Southern America","Brasil",NA,NA,"Sobre pedras na margem do córrego;arbusto40cm;flores brancas;botões arroxeados;frutos maduros cor de vinho;",NA,"Dicotyledon",NA,"Cogn.",NA,"Minas Gerais","Parque Estadual do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Lima Duarte","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:38:15-03","UFMG","BHCB","158881","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Rocha, MJR; Fernandes, AC; Hattori, EKO; Buzzato, C","649","2012","05","11","Southern America","Brasil",NA,NA,"Herbácea ca de 30 cm. Frutos maduros roxos, pilosos",NA,"Dicotyledon",NA,"(DC.) Cogn.",NA,"Minas Gerais","Parque Nacional Serra da Canastra. Mata de galeria; a margem de córrego, ao lado do Curral de Pedras; após campo limpo.","-46.471889","-20.222611","1425","1425",NA,"São Roque de Minas",NA,NA,NA,NA,"-46.471889","-20.222611",NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:38:15-03","UFMG","BHCB","158906","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Rocha, MJR; Ribeiro, RC","693","2012","06","18","Southern America","Brasil",NA,NA,"Cresce à margem de córrego. Herbácea, ca 30 cm. Frutos maduros negros, pilosos",NA,"Dicotyledon",NA,"(DC.) Cogn.",NA,"Minas Gerais","Parque Nacional da Serra do Cipó. Entroncamento da MG 010 em direção à Morro do Pilar","-43.495389","-19.219444",NA,NA,NA,"Morro do Pilar",NA,NA,NA,NA,"-43.495389","-19.219444",NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:38:15-03","UFMG","BHCB","177499","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2351","2015","05","14","Southern America","Brasil",NA,NA,"Prensado em álcool; Arbusto; ca. 1,5m alt; frutos imaturos verdes e quando maduros roxos.; Capão com Afloramento Ferruginoso",NA,"Dicotyledon",NA,"(DC.) Cogn.",NA,"Minas Gerais","RPPN Horto Alegria","-43.436667","-20.153611",NA,NA,NA,"Mariana",NA,NA,"2015","11","-43.436667","-20.153611",NA,"28",NA,NA,NA,NA
"68","2020-12-11 11:38:15-03","UFMG","BHCB","53311","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Mota, RC da","156","2000","02","16","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(DC.) Cogn.",NA,"Minas Gerais","Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"São Roque de Minas","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:38:15-03","UFMG","BHCB","1140","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Schwacke, CAW","9181","1904",NA,NA,"Southern America","Brasil",NA,NA,"Mata. Arbustivo",NA,"Dicotyledon",NA,"(DC.) Cogn.",NA,"Minas Gerais","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-11 17:19:46-03","UFPR","UPCB","52377","PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Carmo, M.R.B.do","631","2004","01","15",NA,"Brasil",NA,NA,"Arbusto 80cm, flores brancas. Coletada margeando o Riacho do Pedregulho..","UPCB0014376",NA,NA,"Cogn.","Goldenberg, R.","Paraná","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"UPCB0014376","Tibagi","56988","auto","2005","01",NA,NA,NA,"01",NA,NA,NA,NA
"71","2021-02-11 17:19:46-03","UFPR","UPCB","42732","PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Mota, R.C.","156","2000","02","16",NA,"Brasil",NA,NA,"Subarbustivo, cálice verde, corola branca, estames brancos. Coletada em mata..","UPCB0014378",NA,NA,"Cogn.","Goldenberg, R.","Minas Gerais","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"UPCB0014378","São Roque de Minas","57119","auto","2000","01",NA,NA,NA,"01",NA,NA,NA,NA
"72","2021-02-11 17:19:46-03","UFPR","UPCB","4281","PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Hatschbach, G.","7581","1960","12","18",NA,"Brasil",NA,NA,"Flor alva. Campo, margem de rio..","UPCB0014377",NA,NA,"Cogn.","Hatschbach, G.","Paraná","Rio dos Papagaios","-49.5283012390137","-25.4585990905762",NA,NA,"UPCB0014377","Campo Largo","53742","auto","1963","03",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-11 17:19:46-03","UFPR","UPCB","37698","PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Goldenberg, R.","501","1999","03","12",NA,"Brasil",NA,NA,"Arbusto 20-30cm, frutos maduros enegrecidos. Sobre laje sombreada, à beira do rio..","UPCB0014375",NA,NA,"Cogn.","Goldenberg, R.","Paraná","Rio dos Papagaios e jusante do Balneário","-50.1618995666504","-25.0949993133545",NA,NA,"UPCB0014375","Ponta Grossa","46557","auto","1999","04",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-11 17:19:48-03","UFPR","UPCB","84237","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Sobral, M.","13908","2011","06","03",NA,"Brasil",NA,NA,"Erva 0,1-0,2m, em interior de mata junto a curso d'água; frutos imaturos.","UPCB0014373",NA,NA,"(DC.) Cogn.","Goldenberg, R.","Minas Gerais","Rio Acima",NA,NA,NA,NA,"UPCB0014373","São João del-Rei",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-11 17:19:48-03","UFPR","UPCB","71937","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Goldenberg, R.","1494","2011","01","21",NA,"Brasil",NA,NA,"Arbusto 40cm, sobre as pedras bem na margem do riacho. Flores com pétalas e estames brancos, frutos novos verdes com porções avermelhadas. Floresta ao longo de riacho..","UPCB0014379",NA,NA,"(DC.) Cogn.",NA,"Minas Gerais","Caraça, Banhos do Belchior.","-43.4152984619141","-19.959400177002",NA,NA,"UPCB0014379","Santa Barbara","33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:19:48-03","UFPR","UPCB","79645","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Reginato, M | Beltrame, M.H.","1376","2013","01","05",NA,"Brasil",NA,NA,"Arbusto 0,5m. Brácteas verdes, anteras, filetes e estilete alvos. Mata Ciliar, na beira do rio..","UPCB0014374",NA,NA,"(DC.) Cogn.","Reginato, M.","Goiás","Estrada Alto Paraíso - São Jorge.","-47.5099983215332","-14.1324996948242",NA,NA,"UPCB0014374","Alto Paraíso de Goiás","44724","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-11 17:19:48-03","UFPR","UPCB","84291","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Reginato, M.","1435","2013","02","08",NA,"Brasil",NA,NA,"Arbusto 30 cm. Tricomas avermelhados, pétalas e estames brancos. Barranco em Campo de Altitude..","UPCB0014372",NA,NA,"(DC.) Cogn.",NA,"São Paulo","P. N. da Bocaina","-44.5699996948242","-22.6399993896484",NA,NA,"UPCB0014372","São José do Barreiro","30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:19:48-03","UFPR","UPCB","53564","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Santos, A.K.A.","814","2006","02","18",NA,"Brasil",NA,NA,"Arbusto ca. 40cm, folha verde discolor, abaxial mais clara, pedicelo, margens da folha e nervura com tricomas vináceos, cálice e hipanto vináceo, pétala, estame e estilete branco..","UPCB0014380",NA,NA,"(DC.) Cogn.","Goldenberg, R.","Bahia","Trilha para o Pico das Almas, 13°31'28S 41°57'24W","-41.8114013671875","-13.5789003372192","1556","1556","UPCB0014380","Rio de Contas","49773","auto","2006","01",NA,NA,NA,"01",NA,NA,NA,NA
"79","2010-04-15 17:18:00-03","MO","MOBOT","3229765","PreservedSpecimen","Plantae","Melastomataceae","Leandra","linearifolia","Leandra linearifolia","Alexander C. Brade","Brade 21030","1951",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Cogn.","Brade","São Paulo","Serra da Bocaina.",NA,NA,"1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2010-04-15 17:18:00-03","MO","MOBOT","3229867","PreservedSpecimen","Plantae","Melastomataceae","Leandra","linearifolia","Leandra linearifolia","Alexander C. Brade","Brade 17390","1945",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Cogn.","Brade",NA,"Itatiaia - Rio Campo-Belo - Est. do Rio.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2009-07-09 17:05:00-03","MO","MOBOT","2476913","PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Gert G. Hatschbach","Hatschbach 8682",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Cogn.",NA,"Paraná","Estr. para Sertão",NA,NA,"860.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-07-31 17:16:00-03","MO","MOBOT","3229829","PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 20015","1968","2","14","South America","Brazil",NA,NA,NA,NA,NA,NA,"Cogn.","Walter S. Judd, FLAS",NA,"Sandy campo with outcrops, Serra do Cipó, Minas Gerais, ca. km 120 (ca. 145km N. of Belo Horizonte).",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2013-12-12 10:14:00-02","MO","MOBOT","100659505","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","William R. Anderson","Anderson 8980","1973","4","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ser. ex DC.) Cogn.","J. Wurdack","Minas Gerais","10 km by road SW of Rio Jequití and Mendanha on road to Diamantina; hillside with blocky quartzite outcrops, sloping down to streams; cerrado on hillside, gallery forest along streams, and brejos (sedge meadows) just above the forests.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2009-07-31 17:16:00-03","MO","MOBOT","3221202","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 20175","1968","2","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ser. ex DC.) Cogn.","Walter S. Judd",NA,"Campo. slope. Steep sandy slopes with sandstone outcrops at summit, Serra do Cipó, Minas Gerais, ca. km 120 120 (ca. 145km N. of Belo Horizonte).",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2014-08-23 05:36:00-03","MO","MOBOT","3221308","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 28550","1970","3","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ser. ex DC.) Cogn.","Walter S. Judd","Minas Gerais","Gallery margin. Creek margin with cut-over gallery forest, ca. 7km N. of São João da Chapada, road to Inhaí.",NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"86","2014-08-23 05:36:00-03","MO","MOBOT","3221362","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 27257","1970","3","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ser. ex DC.) Cogn.","J. Wurdack","Minas Gerais","Soil filled crevices of shaded rock in cerrado creek. Cerrado and campo on middle slopes, ca. 2.5 km W. of Cantoni.",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2014-08-23 05:36:00-03","MO","MOBOT","3221444","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 28006","1970","3","21","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ser. ex DC.) Cogn.","J. Wurdack","Minas Gerais","Creek margin, shade. Gallery forest on white sand with adjacent, cliff bases and steep slopes, Rio Jequití, ca. 25km E. of Diamantina.",NA,NA,"790.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-06-25 13:32:00-03","MO","MOBOT","3221477","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","William R. Anderson","Anderson 6633","1973","3","8","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ser. ex DC.) Cogn.","J.J. Wurdack","Goiás","16-17 km by road N of Alto Paraíso; region of grassy cerrado with Mimosa trees; sloping down to cerrado among blocky sandstone, then to mesophytic woods along stream; soil sandy.",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-10-21 07:13:00-02","MO","MOBOT","3221522","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35665","1972","2","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ser. ex DC.) Cogn.","J.J. Wurdack","Minas Gerais","South-eastern drainage of Pico de Itambé, about 5km directly west and north of Santo Antônio de Itambé; hillsides with second growth forest and bracken-covered campo, sloping down to river with blocky sandstone and sandy soil.",NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2018-04-26 12:30:00-03","MO","MOBOT","101041818","PreservedSpecimen","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Marcelo Reginato|M.H. Beltrame","Reginato 1376","2013","1","5","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ser. ex DC.) Cogn.","M. Reginato","Goiás","Estrada Alto Paraíso-São Jorge.","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Alto Paraíso de Goiás","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2020-08-31 09:06:30-03","INPA","INPA","103119","S","Plantae","Melastomataceae","Leandra","salicina","Leandra salicina","Renner, SS","679","1982","02","19","Southern America","Brasil",NA,NA,NA,"INPA0103119","Dicotyledon Com-Clade","Myrtales","(DC.) Cogn.","Renner, SS","Minas Gerais","Serra do Cipó, Serra do Cipó.",NA,NA,"1300","1300","INPA0103119 INPA0103119_e","Serra do Cipó",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","G. H. von Langsdorff","2148","1904","12","18","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Myrtales","Cogn.",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","2577514","PreservedSpecimen","Plantae","Melastomataceae","Leandra","parvifolia","Leandra parvifolia","L. Smith, R. M. Klein & G. Hatschbach","14543","1965","1","15","South America - Neotropics","Brazil",NA,NA,NA,"US01902154",NA,"Myrtales","Cogn.",NA,"Paraná","Stream margin, and fallow field Carambei by Rio São João","-50.03","-24.5",NA,NA,"US01902154_01 US01902154_02","Castro",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
