"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"12","2020-06-29 11:32:19-03","UFRJ","RFA","39524","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","R. Finotti; Caruzo J.","32",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Interior de fragmento florestal na propriedade do sr. Renato Cozzolino","-42.909444","-22.536944","50","50",NA,"Arvore de 3 metros de altura e PAP de 16,8 cm.","RFA24481",NA,"M. Gomes",NA,NA,"2014","08","27","42º54'34''W","22º32'13''S",NA,NA,NA,NA,NA
"13","2020-06-29 11:32:19-03","UFRJ","RFA","39530","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","R. Finotti; J. Caruzo","22",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Interior de fragmento florestal localizado na propriedade do Sr. Renato Cozzolino","-42.909444","-22.536944","50","50",NA,"Arvore de 5 metros de altura e PAP de 17 cm","RFA24490",NA,"Sebastião Neto",NA,NA,NA,NA,NA,"42º54'34''W","22º32'13''S",NA,NA,NA,NA,NA
"14","2020-06-29 11:32:19-03","UFRJ","RFA","16340","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","P. Occhioni","7254","1975","05","01",NA,"Brasil","Espírito Santo","Linhares","Estrada para Regencia, margem do Rio Doce","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Arbusto, fruto imaturo","RFA13959",NA,"Mario Gomes","48094","auto","2005","10","26",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:20:50-03","UFRJ","RFA","26740","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","A. Quinet","jan-71","2001","02","10",NA,"Brasil","Rio de Janeiro","Magé","Estrada do Matão.","-43.040599822998","-22.6527996063232","210","210",NA,"Árvore, 5m de altura, 30cm de DAP, folha verde discolor, fruto imaturo verde.","RFA29057",NA,"M.Gomes","20531","auto","2001","05","22","43º7'73''W","22º34'80''S",NA,NA,NA,NA,NA
"16","2020-11-13 09:20:50-03","UFRJ","RFA","25337","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa","umbellaris","Coussarea nodosa umbellaris","M.Gomes","A. Quinet","382 (12/23)","2000","07","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vargem Grande","-43.2075004577637","-22.9027996063232","250","250",NA,"Arbusto, 3m de altura, 6cm de DAP, folha verde discolor, fruto verde ou alvo esverdeado, comum no local","RFA29058",NA,"M.Gomes","57442","auto","2000","08","17","43º30'93''W","22º57'99''S",NA,NA,NA,NA,NA
"17","2019-10-09 11:23:30-03","UFBA","ALCB","121172","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","Gomes, FS","1391","2013","06","11","Southern America","Brasil","Bahia","Una",NA,"-39.045278","-15.348056",NA,NA,NA,"Folhas cartáceas, discolores. Material estéril.","ALCB049524","ALCB049524","Guedes, ML",NA,NA,"2013","11",NA,"-39.045278","-15.348056",NA,NA,NA,NA,NA
"18","2019-10-09 11:23:30-03","UFBA","ALCB","043377","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","Miranda, AS; Mata, RT; Valter; Santos, BR dos","67","1999","07","22","Southern America","Brasil","Bahia","Una","Parque Ecoturístico de Una, próximo a REBIO (Reserva Biológica de UNA). Zona do Barro Vermelho.","-39.0752983093262","-15.2932996749878","60","60",NA,"ca. 4 m alt. Folhas verde-escuro, em ambas as faces. Frutos imaturos verde, quando maduros brancos.; Solo argiloso. Próximo a passarela.","ALCB035808","ALCB035808","Pereira, MS","36070","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:23:30-03","UFBA","ALCB","122330","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","Marquete, R","2862","1998","03","17","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Trilha sul para Pedra do Marinheiro,próximo á parcela sul.","-43.2075004577637","-22.9027996063232","90","90",NA,"Árvore com 7 metros de altura, semi-ciófila com tronco de casca estriada,cor marron. Folhas cartáceas, discolores verdes, nítidas na face adaxial. Frutos imaturos verdes, maduros alvos.; Floresta Ombrofila Densa Submontana alterada. R","ALCB007424","ALCB007424","Silva, DS","57442","auto","1998","04",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:23:18-03","NBC","NL-BOTANY","U.1559680","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","Coêlho de Moraes J",NA,"1953","10","10","Southern America","Brazil",NA,NA,"Da Paraiba, Capoeira grossa, logares altos e umidos.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559680 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559680","NL-U1559680",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-11-04 11:18:17-03","ESALQ","ESA","125703","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa",NA,"Martinelli, G.","10098.0","1905","06","06",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,"ESA125703",NA,"Pereira, M.S.","21463","auto","1905","06","28",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:18:17-03","ESALQ","ESA","118626","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa",NA,"Kollmann, L.","1532.0","1999","01","01",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA118626",NA,"Pereira, M.S.","23813","auto",NA,NA,NA,"-40,530,278","-19,971,389",NA,NA,NA,NA,NA
"23","2020-11-04 11:18:17-03","ESALQ","ESA","118627","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa",NA,"Demuner, V.","618.0","2000","01","01",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA118627","ESA118627","Zappi, D.C.","23813","auto",NA,NA,NA,"-40,530,278","-19,971,389",NA,NA,NA,NA,NA
"24","2020-11-04 11:18:17-03","ESALQ","ESA","118625","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa",NA,"Kollmann, L.","2263.0","1999","03","01",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA118625",NA,"Pereira, M.S.","23813","auto",NA,NA,NA,"-40,530,278","-19,971,389",NA,NA,NA,NA,NA
"25","2020-11-04 11:18:17-03","ESALQ","ESA","128848","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","var. nodosa","Colletta, G.D.","1215.0","2013","06","15",NA,"Brasil","São Paulo","Ilhabela","Trilha de Castelhanos,trilha da escada","-45.3499984741211","-23.7700004577637",NA,NA,NA,"Árvore, 10m, tronco liso, frutos imaturos verdes","ESA128848",NA,"Ferreira, M.A.P.","23719","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:33:23-03","MN","R","10346","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa","var.nodosa","Coussarea nodosa var.nodosa","(Benth.) Müll. Arg.","Glaziou, A.F.M.","4827","1870","10","29",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000010346","R000010346_001","Mario Gomes",NA,NA,"1998","08","21",NA,NA,NA,NA,NA,NA,NA
"27","2019-02-15 11:49:26-02","IPA","IPA","75542","S","Plantae","Plantae",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll. Arg.","Monteiro, M.T.","23602","1971","11","22","Southern America","Brasil","Bahia","Prado","Fazenda Riacho das Pedras","-39.2207984924316","-17.341100692749",NA,NA,NA,"Árvore. Flores alvas sem perfume.","IPA0075542",NA,"Pereira, M.S.","53161","auto","2012","07","24",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-20 21:19:15-03","UFV","VIC","3966","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth) .Muell Arg","Alvim, P.","s.n.","1941","11","02",NA,"Brasil",NA,NA,"Fazenda do Estouro",NA,NA,NA,NA,NA,"Árvore de 6 a 7 m, flor branca e comum.","VIC003966","VIC003966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:19:15-03","UFV","VIC","7278","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth) .Muell Arg","Silva, A.F. da","s.n.","1978","12","05",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental do Inst. Agronômico Campinas","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore de ate 10 m, flores branca muito perfumadas, Jasmim vulgar em subbosque.","VIC007278","VIC007278",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:44:25-03","UFJF","CESJ","37541","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","R.C. Forzza; M.O.D. Pivari; L.C.S. Assis","2177","2002","04","20","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Arvoreta 4m alt., folhas discolores, frutos imaturos verdes.","CESJ037541",NA,"J.A. Oliveira","11991","auto","2010","04",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:44:25-03","UFJF","CESJ","35896","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","R.C. Almeida-Lafetá; P.E.Campos",NA,"1998","01","30","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biologica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Arbusto 2,5m. Frutos imaturos. Coletado próximo loteamento.","CESJ035896",NA,"S.L. Jung-Mendonçalli","36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:44:25-03","UFJF","CESJ","36406","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","L.D. Meireles; E.D. Silva",NA,"2000","12","07","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biologica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ036406",NA,"J.A. Oliveira","36144","auto","2010","07",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:44:25-03","UFJF","CESJ","20633","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","F.R.G. Salimena; et al.",NA,"1985","05","17","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Arbusto no meio da mata, à sombra, em local úmido. Frutos submaduros com uma semente.","CESJ020633",NA,"J.A. Oliveira","36144","auto","2010","04",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:44:25-03","UFJF","CESJ","53861","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","F.S. Souza; J.H.C. Ribeiro; J.A. Oliveira","723","2009","07","15","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra, Área B da RPPN Fazenda Serra","-43.793098449707","-21.8425006866455",NA,NA,NA,"Árvore de 4 m na borda de mata, frutos imaturos verdes.","CESJ053861",NA,"J.A. Oliveira","30417","auto","2010","08",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:39:15-03","UNICAMP","UEC","37209","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","F.R.S.P.; M.F.; S.L.P.","20633","1985","05","17",NA,"Brazil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta.","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Arbusto, frutos sub-maduros com uma semerdata; No meio da mata à sombra em local úmido.","UEC160002","UEC160002","Pereira, MS","36144","auto","2006","01","27",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-19 14:09:12-03","UFRPE","PEUFR","9454","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll. Arg.","M. T. Monteiro","23602","1971","11","22",NA,"Brasil","Bahia","Prado","Fazenda Riacho das Pedras","-39.2207984924316","-17.341100692749",NA,NA,NA,"Árvore, flores alvas sem perfume.","PEUFR009454",NA,"M. S. Pereira","53161","auto","2012","07","24",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-19 14:09:12-03","UFRPE","PEUFR","40223","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll. Arg.","D.R. Siqueira; J. L. Perônico","188","1996","07","08",NA,"Brasil","Pernambuco","Cabo de Santo Agostinho","Engenho Boa Vista","-35.0349998474121","-8.28666973114014","15","15",NA,"Arvoreta, 6,5m de altura; DAP 5,0cm; indivíduo nº 0092, parcela 04.","PEUFR040223",NA,"E.B. Souza","25282","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-19 14:09:12-03","UFRPE","PEUFR","21232","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll. Arg.","D.R. Siqueira; M. M. Buarque; L. P. do Carmo","150","1996","02","02",NA,"Brasil","Pernambuco","Cabo de Santo Agostinho","Engenho Boa Vista","-35.0349998474121","-8.28666973114014","15","15",NA,"Árvore, 7m de altura; DAP 7,5cm; indivíduo nº0113; parcela 04.","PEUFR021232",NA,"E.B. Souza","25282","auto","1996","07","04",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-19 14:09:12-03","UFRPE","PEUFR","21079","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll. Arg.","D.R. Siqueira; J. L. Perônico","188","1996","07","08",NA,"Brasil","Pernambuco","Cabo de Santo Agostinho","Engenho Boa Vista","-35.0349998474121","-8.28666973114014","15","15",NA,"Arvoreta, 6,5m de altura; DAP 5,0cm; indivíduo nº 0092, parcela 04.","PEUFR021079",NA,"E.B. Souza","25282","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-04-22 16:23:56-03","UFPB","JPB","38120","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","Kollmann, L; Bausen, E; Pizziolo, W","1778","1999","02","03","Southern America","Brasil","Minas Gerais","Santa Tereza","Reserva Biológica de São Lourenço, Trilha do Caravagem.",NA,NA,"750","750",NA,"; DESC: Arbusto 4m na sombra. Frutos verdes.",NA,NA,"Pereira, MS",NA,NA,"2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-04-22 16:23:56-03","UFPB","JPB","38123","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","Kollmann, L; Bausen, E; Pizziolo, W","227","1998","07","15","Southern America","Brasil","Espírito Santo","Goiapabaçu","Fundão.",NA,NA,"880","880",NA,"; DESC: Chapada. Mata baixa. Arbusto 2m. Frutos brancos.",NA,NA,"Pereira, MS",NA,NA,"2007","05",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-27 17:10:14-03","UFPB","JPB","65961","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","nodosa",NA,"Coussarea nodosa","(Benth.) Müll.Arg.","Quinet, A","33/131","2001","11","30","Southern America","Brasil","Rio de Janeiro","Macaé","8º Distrito/Sana. Av. Principal/Cabeceira do Sana, Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção","-42.173056","-22.2625","800","800",NA,"; HABITAT: Mata de encosta sobre solo argiloso-arenoso, luminosidade média; DESC: Árvore, 3m de altura, 18cm de DAP, folha discolor verde, botões amarelos, comum o local","JPB0065961",NA,"Pereira, MS",NA,NA,"2006","06",NA,"-42.173056","-22.2625",NA,NA,NA,NA,NA
"43","2020-11-27 17:10:14-03","UFPB","JPB","65998","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","nodosa","nodosa","Coussarea nodosa nodosa","(Benth.) Müll. Arg.","Quinet, A","01/71","2001","02","10","Southern America","Brasil","Rio de Janeiro","Magé","Estrada do Matão, Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção","-43.136944","-22.588889","210","210",NA,"; HABITAT: Mata de encosta sobre solo argiloso-arenoso, luminosidade média; DESC: Árvore, 5m de alt., 30 cm de DAP, folha verde discolor, fruto imaturo verde","JPB0065998",NA,"Gomes, M",NA,NA,"2001","05","22","-43.136944","-22.588889",NA,NA,NA,NA,NA
"44","2020-11-27 17:10:14-03","UFPB","JPB","65999","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","nodosa","nodosa","Coussarea nodosa nodosa","(Benth.) Müll. Arg.","Quinet, A","20/58","2000","12","17","Southern America","Brasil","Rio de Janeiro","Magé","Estrada do Matão nº 100 - Cachoeira Grande, Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção","-43.121667","-22.568889","290","290",NA,"; HABITAT: Mata de encosta sobre solo argiloso-arenoso, luminosidade média; DESC: Árvore, 3m de alt., 12 cm de DAP, folha discolor verde, fruto verde, comum no local","JPB0065999",NA,NA,NA,NA,NA,NA,NA,"-43.121667","-22.568889",NA,NA,NA,NA,NA
"45","2020-11-27 17:10:14-03","UFPB","JPB","65963","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","nodosa","umbellaris","Coussarea nodosa umbellaris","(Benth.) Müll. Arg.","Quinet, A","382 (12/23","2000","07","18","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Vargem Grande, Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção","-43.525833","-22.9775","250","250",NA,"; HABITAT: Mata de encosta sobre solo argiloso-arenoso, luminosidade média; DESC: Arbusto, 3m de alt., 6cm de DAP, folha verde discolor, fruto verde ou alvo esverdeado, comum no local","JPB0065963",NA,"Gomes, M",NA,NA,"2000","08","17","-43.525833","-22.9775",NA,NA,NA,NA,NA
