"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","preparationType","occurrenceRemarks","infraspecificEpithet","coordinatePrecision","geoFlag","class","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"123","2020-02-10 17:54:35-03","UNICAMP","UEC","65092","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(A.DC.) Triana","Goldenberg, R","2013",NA,NA,"Grotta, AS; Bartolomeu, JG","s.n.","1953","11","22","Brazil","São Paulo","Campinas","Margens do Rio Pirapiringuí","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC066218","UEC066218","Magnoliopsida",NA,NA,NA,"flor, Arbusto.",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"124","2020-02-10 17:54:35-03","UNICAMP","UEC","84148","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(A.DC.) Triana",NA,NA,NA,NA,"Bernacci, LC; Metezger, JP; Goldenberg, R","34954","1993","08","03","Brazil","São Paulo","Dourado","Margem do Rio Jacaré-Pepira","-48.310001373291","-22.1000003814697",NA,NA,NA,NA,"UEC161533","UEC161533","Magnoliopsida",NA,NA,NA,"flor, Arbusto, flores com estames amarelos, pétalas brancas ou róseas.",NA,"13775","auto",NA,NA,NA,NA,NA,NA,NA
"125","2020-02-10 17:54:35-03","UNICAMP","UEC","81350","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(A.DC.) Triana","Goldenberg, R","1996","08",NA,"Tozzi, AMGA; Müller, C","94-232","1994","11","11","Brazil","São Paulo","Itobi",NA,"-46.9700012207031","-21.7299995422363",NA,NA,NA,NA,"UEC161541","UEC161541","Magnoliopsida",NA,NA,NA,"flor, Arbusto de 1,5 m de altura, flores brancas, anteras amarelas. Mata ciliar.",NA,"12987","auto",NA,NA,NA,NA,NA,NA,NA
"126","2020-02-10 17:54:35-03","UNICAMP","UEC","96309","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(A.DC.) Triana","Goldenberg, R","1998",NA,NA,"Pereira, DF; Godoi, JV","137","1992","03","06","Brazil","São Paulo","Mogi Guaçu","Bairro Martinho Prado.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"UEC161539","UEC161539","Magnoliopsida",NA,NA,NA,"flor, Arvoreta de cerca de 1,8 m de altura, flores com pétalas brancas, estames amarelos, frutos vináceos, azulão posteriormente.",NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA
"127","2020-02-18 09:35:12-03","UNICAMP","UEC","96308","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(A.DC.) Triana","Goldenberg, R","1998",NA,NA,"Rossi, L; Mantovani, W; Romaniuc; Wanderley, MDGL","1172","1988","05","09","Brazil","São Paulo","Mogi Guaçu","Mata do Português - Beira do Rio Mogi-Gu, Bairro Martinho Prado. Vizinha à Estação Experimental e Reserva Biológica de Mogi-Guaçu.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"UEC161536","UEC161536","Magnoliopsida",NA,NA,NA,"flor e fruto, Arbusto de cerca de 3,0 m de altura, eixo da inflorescência vinoso, pétalas alvas, estames amarelos.",NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA
"128","2020-02-10 17:54:35-03","UNICAMP","UEC","96317","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(A.DC.) Triana","Goldenberg, R","1998",NA,NA,"Assad, IY","16","1986","11","13","Brazil","São Paulo","Mogi Guaçu","Mata do Português - Margem do Rio Mogi-G, Vizinha da EERB de Mogi-Guaçu.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"UEC161540","UEC161540","Magnoliopsida",NA,NA,NA,"flor",NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA
"129","2020-02-10 17:54:35-03","UNICAMP","UEC","96307","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(A.DC.) Triana",NA,NA,NA,NA,"Assad-Ludewigs, IY","s.n.","1989","11","06","Brazil","São Paulo","Mogi Guaçu","Mata do Português, vizinha a EERB Mogi-Guaçu.","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"UEC050836","UEC050836","Magnoliopsida",NA,NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA
"130","2020-02-10 17:54:35-03","UNICAMP","UEC","49404","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(A.DC.) Triana","Goldenberg, R","2013",NA,NA,"Bertoni, JEA","20380","1980","03","10","Brazil","São Paulo","Porto Ferreira","Parque Estadual Porto Ferreira","-47.4700012207031","-21.8500003814697",NA,NA,NA,NA,"UEC066217","UEC066217","Magnoliopsida",NA,NA,NA,"fruto, Arvoreta de 3-4 m, em mata ciliar com frutos.",NA,"13859","auto",NA,NA,NA,NA,NA,NA,NA
"131","2019-08-26 11:11:32-03","UNICAMP","UEC","121021","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda sellowiana","(Cham.) Cogn.","Hoehne, FC",NA,NA,NA,"Hoehne, FC","s.n.","1918","01","25","Brazil","São Paulo","São Paulo","Bairro Butantã.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC161534","UEC161534","Magnoliopsida",NA,NA,NA,"flor e fruto, Árvore pequena, flor alva.","sellowiana","53584","auto",NA,NA,NA,NA,NA,NA,NA
"132","2019-08-26 11:11:32-03","UNICAMP","UEC","121021","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda sellowiana","(Cham.) Cogn.","Hoehne, FC",NA,NA,NA,"Hoehne, FC","s.n.","1918","01","25","Brazil","São Paulo","São Paulo","Bairro Butantã.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC161534","UEC161534","Magnoliopsida",NA,NA,NA,"flor e fruto, Árvore pequena, flor alva.","sellowiana","53584","auto",NA,NA,NA,NA,NA,NA,NA
"133","2019-11-14 11:29:51-03","UNICAMP","UEC","10735","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea parvifolia","Cogn.","Wurdack, JJ","1973",NA,NA,"Hatschbach, G","32409","1973","08","27","Brazil","Mato Grosso","Rio Verde","Sete Quedas",NA,NA,NA,NA,NA,NA,"UEC170225","UEC170225","Magnoliopsida",NA,NA,NA,"flor, Arbusto de 2,5 m; flor rosada, anteras amarelas. Margens do rio. Cerrado.","parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:34:46-03","UNICAMP","UEC","165343","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desv.) A.DC.",NA,NA,NA,NA,"Vieira, CM; et al.","510","1994","01","12","Brazil","Rio de Janeiro","Silva Jardim","Rebio. de Poço das Antas, área entre a BR-101 e rio Pau-Preto.","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"UEC036438","UEC036438","Magnoliopsida",NA,NA,NA,"Arbusto com 2 m de altura. Folhas discolores verdes. Cálice verde, corola alva, estames amarelos. Frutos avermelhados.; Vegetação de capoeirinha.",NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA
"135","2019-11-14 11:29:51-03","UNICAMP","UEC","10735","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea parvifolia","Cogn.","Wurdack, JJ","1973",NA,NA,"Hatschbach, G","32409","1973","08","27","Brazil","Mato Grosso","Rio Verde","Sete Quedas",NA,NA,NA,NA,NA,NA,"UEC170225","UEC170225","Magnoliopsida",NA,NA,NA,"flor, Arbusto de 2,5 m; flor rosada, anteras amarelas. Margens do rio. Cerrado.","parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-04 13:19:25-03","UDESC","LUSC","5393","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana",NA,NA,NA,NA,"J.Cordeiro; J.M.Silva & V.C.Martin","4052","2010","12","03","Brasil","Santa Catarina","Palhoça","Três Barras.","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"LUSC004711","LUSC004711",NA,NA,NA,NA,";Flor alvacenta, anteras amarelas;;. Habitat: Restimga arbórea Habito: arbusto",NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 10:02:59-03","FURB","FURB","17654","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Meyer, FS","2010","08","18","Stival-Santos, A.; Legal, E. & Silveira, S.","1243","2009","11","20","Brasil","Santa Catarina","Itajaí","Brilhante.","-48.7802778","-26.9997222","-48.7802778","-26.9997222","72","72","FURB02266","FURB02266",NA,NA,NA,NA,"Florística IFFSC 640 (Arbórea) Entorno Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; beira da estrada Habito: arvoreta; flor pétalas brancas e estames amarelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:02:59-03","FURB","FURB","17655","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Oliveira, AA de","2010","09","17","Verdi, M.; Tomazi, A.L. & Klemz, G.","3327","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal.","-49.2322223","-28.6191667","-49.2322223","-28.6191667","50","50","FURB30124","FURB30124",NA,NA,NA,NA,"Florística IFFSC 51; Entorno Habitat: Floresta Ombrófila Densa; Estágio Avançado; área aberta Habito: flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-14 10:02:59-03","FURB","FURB","48824","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Oliveira, AA de","2015","11","24","Oliveira, A.A. de","2779","2015","11","24","Brasil","Santa Catarina","Morro da Fumaça","Vila Rica.","-49.2322223","-28.6191667","-49.2322223","-28.6191667","50","50","FURB48824","FURB48824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-08 08:53:24-03","FURB","FURB","62318","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Oliveira, A.A.","2019","08","13","Kassner-Filho, A.","4491","2018","12","29","Brasil","Santa Catarina","Guaramirim","Guamiranga.","-48.9022222","-26.52","-48.9022222","-26.5200000","15","15","FURB62318","FURB62318",NA,NA,NA,NA,"flor branca Habitat: beira de estrada Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-16 17:53:45-03","UCS","HUCS","10886","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Butzke, A.",NA,NA,NA,"Butzke, A.","s.n.","1994","02","25","Brasil","Rio Grande do Sul","Erechim","Parque Longines Malinowski","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,"Herbara - 7373; beira do mato",NA,"46790","auto",NA,NA,NA,NA,NA,NA,NA
"142","2021-03-16 17:53:45-03","UCS","HUCS","9513","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda olfersiana","(Cham.) Cogn.","Hatschbach, G.","1992",NA,NA,"Hatschbach, G.","56151","1991","12","07","Brasil","Paraná","Guaraqueçaba","Rio Murato","-48.3288993835449","-25.3066997528076",NA,NA,"5","5",NA,NA,"Angiospermae","Myrtales",NA,NA,"arbusto 2m, flores alvas, anteras amarelas; planície litorânea","olfersiana","37295","auto",NA,NA,NA,NA,NA,NA,NA
"143","2021-03-16 17:53:45-03","UCS","HUCS","40294","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Goldenberg, R.","2011",NA,NA,"Cordeiro, J.","4052","2010","12","03","Brasil","Santa Catarina","Palhoça","Três Barras","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,"arbusto 1,70 m , flor alvacenta , anteras amarelas; restinga arbórea",NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-03-16 17:53:45-03","UCS","HUCS","9513","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda olfersiana","(Cham.) Cogn.","Hatschbach, G.","1992",NA,NA,"Hatschbach, G.","56151","1991","12","07","Brasil","Paraná","Guaraqueçaba","Rio Murato","-48.3288993835449","-25.3066997528076",NA,NA,"5","5",NA,NA,"Angiospermae","Myrtales",NA,NA,"arbusto 2m, flores alvas, anteras amarelas; planície litorânea","olfersiana","37295","auto",NA,NA,NA,NA,NA,NA,NA
"145","2019-02-21 19:37:52-03","UNEMAT","HERBAM","0321","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","Goldenberg, R","2018","05","11","Soares, C.R.A.; Rodrigues, L.; Cabral, F.F.; Pedroga, J.A.; Piva, J.H.; Ribeiro, I.L.; Duarte, J","2970","2010","08","02","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino","-55.198299407959","-9.95028018951416",NA,NA,NA,NA,"HERBAM000321",NA,NA,NA,NA,NA,NA,NA,"93610","auto",NA,NA,NA,NA,NA,NA,NA
"146","2019-02-21 19:37:52-03","UNEMAT","HERBAM","2412","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","Milliken, W","2008",NA,NA,"Zappi, D.C.; Milliken, W.; Sasaki, D.; Frisby, S.; Henicka, G.S.; Reis, T.C.Y.; Pena, E.M.; P","1335","2008","08","21","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Vegetação ribeirinha.","-55.193639","-9.512944","-55.193639","-9.512944",NA,NA,"HERBAM002412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2014-10-14 15:56:54-03","BS","M","M-0165599","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda var. martiana","Cogn.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia Provinc. Bahia, in sylvis obscuris prope Almadam, in Comarca Insularum / In sylvis Ilheos C. Bah.",NA,NA,NA,NA,NA,NA,"M0165599",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"var. martiana",NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"148","2014-10-14 15:56:54-03","BS","M","M-0165600","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda var. martiana","Cogn.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in sylvis obscuris prope Almadam, in Comarca Insulanorum; Provinciae Bahiensis",NA,NA,NA,NA,NA,NA,"M0165600",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"var. martiana",NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"149","2014-10-14 15:56:54-03","BS","M","M-0165601","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda var. olfersiana","Cogn.",NA,NA,NA,NA,"Sellow, F.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0165601",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"var. olfersiana",NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"150","2014-10-14 15:56:54-03","BS","M","M-0165431","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda var. selloana","Cogn.",NA,NA,NA,NA,"Luetzelburg, P. von",NA,"1912","12","31","Brasil",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,"M0165431",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"var. selloana",NA,NA,"Magnoliopsida","NOTATYPE","21:00",NA,NA,NA,NA
"151","2014-10-14 15:56:54-03","BS","M","M-0165432","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda var. selloana","Cogn.",NA,NA,NA,NA,"Luetzelburg, P. von",NA,"1912","12","31","Brasil",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,"M0165432",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"var. selloana",NA,NA,"Magnoliopsida","NOTATYPE","21:00",NA,NA,NA,NA
"152","2014-10-14 15:56:54-03","BS","M","M-0165599","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda var. martiana","Cogn.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,"Brasilia Provinc. Bahia, in sylvis obscuris prope Almadam, in Comarca Insularum / In sylvis Ilheos C. Bah.",NA,NA,NA,NA,NA,NA,"M0165599",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"var. martiana",NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"153","2014-10-14 15:56:54-03","BS","M","M-0165600","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda var. martiana","Cogn.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in sylvis obscuris prope Almadam, in Comarca Insulanorum; Provinciae Bahiensis",NA,NA,NA,NA,NA,NA,"M0165600",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"var. martiana",NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"154","2014-10-14 15:56:54-03","BS","M","M-0165601","S","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda var. olfersiana","Cogn.",NA,NA,NA,NA,"Sellow, F.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0165601",NA,"Magnoliophyta","Myrtales",NA,NA,NA,"var. olfersiana",NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"155","2014-10-14 15:56:54-03","BS","M","M-0165658","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","DC.",NA,NA,NA,NA,"Sellow, F.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0165658",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"156","2014-10-14 15:56:54-03","BS","M","M-0165659","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","DC.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0165659",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"157","2014-10-14 15:56:54-03","BS","M","M-0165660","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","DC.",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0165660",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"158","2021-02-12 18:12:15-03","UFES","VIES","15648","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","Goldenberg, R.","2013",NA,NA,"Pereira, A.S.","s.n.","1996","12","02","Brasil","Espírito Santo","Linhares","Regência.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES015648","VIES015648",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"159","2021-03-24 16:56:49-03","UTFPR","HCF","3292","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","R. Goldenberg","2007",NA,NA,"C.B. Miranda","26","2006","01","02","Brasil","MS","Itaquiraí",NA,"-54.185001373291","-23.4743995666504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flores brancas e frutos de cor lilás.",NA,"44527","auto",NA,NA,NA,NA,NA,NA,NA
"160","2021-03-24 16:56:49-03","UTFPR","HCF","17416","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.","R. Goldenberg","2011",NA,NA,"J. Cordeiro","4052","2010","12","03","Brasil","SC","Palhoça","Três Barras","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"arbusto, 1,70 m, flor alvacenta, anteras amarelas. Restinga arbórea.",NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA
"161","2020-06-29 09:31:08-03","UFRRJ","RBR","22140","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.",NA,NA,NA,NA,"M.M. Arbo","1480","1976","11","15","Argentina","Corrientes","Ituzaingó","Esteros del Iberá",NA,NA,NA,NA,NA,NA,"RBR00022140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-06-29 09:31:08-03","UFRRJ","RBR","30179","S","Plantae","Melastomataceae","Miconia","staminea","Miconia staminea","(Desr.) DC.",NA,NA,NA,NA,"J.M.A. Braga","1781","1995","01","24","Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"RBR00030179",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:34:40-03","MBM","MBM","427649","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Oliveira, A.A.","2015","11","24","Oliveira, A.A.","2779","2015","11","24","Brazil","Santa Catarina","Morro da Fumaça","Vila RIca","-49.232222","-28.619167","-49.232222","-28.619167","50","50","MBM427649",NA,NA,NA,"Southern America",NA,"Arbusto, altura = 1,6, corola branca. Borda da estrada.; Floresta Ombrófila Densa. Estágio avançado de regeneração.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:34:40-03","MBM","MBM","427649","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Oliveira, A.A.","2015","09","24","Oliveira, A.A.","2779","2015","11","24","Brazil","Santa Catarina","Morro da Fumaça","Vila RIca","-49.232222","-28.619167","-49.232222","-28.619167","50","50","MBM427649",NA,NA,NA,"Southern America",NA,"Arbusto. Altura de 1,6 m. Corola branca. Borda da estrada.; Floresta Ombrófila Densa. Estágio avançado de regeneração.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:34:40-03","MBM","MBM","253933","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Goldenberg, R.",NA,NA,NA,"Isernhagen, I.; et al.; et al.","207",NA,NA,NA,"Brazil","Paraná","Guaraqueçaba","Rod. PR-405, Cacatu - Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM253933","MBM253933",NA,NA,"Southern America",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:34:40-03","MBM","MBM","340238","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana",NA,NA,NA,NA,"Melo Junior, J.C.F.; J.C.F.","722","2007","12","30","Brazil","Santa Catarina","Guaramirim","Corticeira, BR 280","-49.002799987793","-26.4731006622314",NA,NA,NA,NA,"MBM340238","MBM340238",NA,NA,"Southern America",NA,"Floresta Ombrófila Densa Terras Baixas, Estágio médio de regeneração",NA,"15937","auto",NA,NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:34:40-03","MBM","MBM","189401","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","et al.; Goldenberg, R.",NA,NA,NA,"Vicentin, W.J.","4841",NA,NA,NA,"Brazil","São Paulo","Campinas","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"MBM189401","MBM189401",NA,NA,"Southern America",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:34:40-03","MBM","MBM","189412","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Goldenberg, R.",NA,NA,NA,"Barreto, K.D.; et al.; et al.","3336",NA,NA,NA,"Brazil","São Paulo","Juquiá","Fazenda Primavera","-47.6300010681152","-24.3199996948242",NA,NA,NA,NA,"MBM189412","MBM189412",NA,NA,"Southern America",NA,NA,NA,"32505","auto",NA,NA,NA,NA,NA,NA,NA
"169","2020-12-21 16:34:40-03","MBM","MBM","287610","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Goldenberg, R.",NA,NA,NA,"Kozera, C.","1673","2002","11",NA,"Brazil","Mato Grosso do Sul","Itaquiraí","Itaquiraí","-54.185001373291","-23.4743995666504",NA,NA,NA,NA,"MBM287610","MBM287610",NA,NA,"Southern America",NA,NA,NA,"44527","auto",NA,NA,NA,NA,NA,NA,NA
"170","2020-12-21 16:34:40-03","MBM","MBM","285763","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Goldenberg, R.",NA,NA,NA,"Kozera, C.","1617","2002","11","11","Brazil","Paraná","Altônia","Acesso a Lagoa Xambrê","-53.9016990661621","-23.8743991851807",NA,NA,NA,NA,"MBM285763","MBM285763",NA,NA,"Southern America",NA,NA,NA,"39628","auto",NA,NA,NA,NA,NA,NA,NA
"171","2020-12-21 16:34:40-03","MBM","MBM","281648","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Borgo, M.",NA,NA,NA,"Borgo, M.; et al.; et al.","2136","2002","12","18","Brazil","Paraná","Antonina","Reserva Natural Cachoeira, Fazenda Rincão","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM281648",NA,NA,NA,"Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"172","2020-12-21 16:34:40-03","MBM","MBM","186872","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Hatschbach, G.",NA,NA,NA,"Ziller, S.R.","1179",NA,NA,NA,"Brazil","Paraná","Vila Alta","Vila Alta","-53.7277984619141","-23.50830078125",NA,NA,NA,NA,"MBM186872","MBM186872",NA,NA,"Southern America",NA,NA,NA,"31931","auto",NA,NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:34:40-03","MBM","MBM","202771","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda","(DC.) Triana","Souza, M.L.",NA,NA,NA,"Souza, M.L.","1302",NA,NA,NA,"Brazil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM202771","MBM202771",NA,NA,"Southern America",NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA
"174","2020-12-21 16:34:40-03","MBM","MBM","5506","PreservedSpecimen","Plantae","Melastomataceae","Miconia","jucunda","Miconia jucunda olfersiana","(Cham.) Cogn.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.","1815",NA,NA,NA,"Brazil","Paraná","Antonina","Rio Copiúva","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM005506","MBM005506",NA,NA,"Southern America",NA,NA,"olfersiana","38300","auto",NA,NA,NA,NA,NA,NA,NA
