"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","barcode","imagecode","preparationType","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"45","2020-04-22 16:23:56-03","UFPB","JPB","53952","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Silva Neto, JS","Braga, JMA; et al.","4309","1997","08","05","Southern America","Brasil","Rio de Janeiro","Saracuruna","Reserva da Petrobrás, Trilha ao redor da barragem. Mata densa.","-43.233333","-22.516667","; DESC: Arvoreta 5,0m ciofilo.Folhas discolores e crtaceas.Infloresc. Com raque verde e corola alva.Margem do corrego.","JPB0053952",NA,NA,NA,"50",NA,"-43.233333","-22.516667","2000","10",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-04-22 16:23:56-03","UFPB","JPB","36915","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Pereira, MS","Jardim, JG","4958","2006","01","15","Southern America","Brasil","São Paulo","Caraguatatuba","Praia Massaguaçu, Rodovia para Ubatuba, entrada à direita na Estrada Imperial, ca. 3 km da entrada.","-45.348611","-23.605556","; DESC: Arvoreta ca. 6 m alt.Folhas coriáceas verde-escro com a face inferior mais clara.Frutos imaturos verde-claro com pontuações translúcidas.",NA,NA,NA,"32","32",NA,"-45.348611","-23.605556","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-27 17:10:14-03","UFPB","JPB","65995","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Pereira, MS","Quinet, A","36/67","2001","01","26","Southern America","Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, estrada do Matão, Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção","-43.136944","-22.588889","; HABITAT: Mata de encosta sobre solo argiloso-arenoso, luminosidade média; DESC: Arbusto, 2m de alt., folha verde discolor, fruto imaturo verde, comum no local","JPB0065995",NA,NA,"100","100",NA,"-43.136944","-22.588889","2007","05",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-27 17:10:14-03","UFPB","JPB","66001","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Pereira, MS","Quinet, A","04/64","2001","01","12","Southern America","Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, estrada do Matão, Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção","-43.126389","-22.5675","; HABITAT: Mata de encosta sobre solo argiloso-arenoso, luminosidade média; DESC: Arbusto, 2,5m de alt., 20 cm de DAP, folha discolor verde, fruto imaturo verde, cálice persistente, comum no local","JPB0066001",NA,NA,"280","280",NA,"-43.126389","-22.5675","2007","05",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-27 17:10:14-03","UFPB","JPB","66003","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","Gomes, M","Quinet, A","21/55","2001","12","03","Southern America","Brasil","Rio de Janeiro","Magé","Distrito de Piabetá, estrada do Matão, Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção","-43.143056","-22.574444","; HABITAT: Mata de encosta sobre solo argiloso-arenoso, luminosidade média; DESC: Arbusto, 2,5m de alt., 10 cm de DAP, folha discolor verde, fruto imaturo verde, cálice persistente, comum no local","JPB0066003",NA,NA,"350","350","porophylla","-43.143056","-22.574444","2003","01","17",NA,NA,NA,NA,NA,NA,NA
"50","2020-04-22 16:23:56-03","UFPB","JPB","38165","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","Pereira, MS","Silva Neto, SJ","7","1991","12","14","Southern America","Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Caminho de barrelão a reunião.","-43.451099395752","-22.7591991424561","; DESC: Árvore cerca de 5m de altura de flores brancas e estames inclusos.",NA,NA,NA,NA,NA,"porophylla",NA,NA,"2006","01","31","25743","auto",NA,NA,NA,NA,NA
"51","2020-04-22 16:23:56-03","UFPB","JPB","38166","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","Pereira, MS","Rosa, MMT","388","1993","05","26","Southern America","Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Mata Atlântica.","-43.451099395752","-22.7591991424561","; HABITAT: Mata Atlântica.; DESC: Árvore, 4m de altura no interior da mata. Frutos brancos comidos por animais (na carpoteca)",NA,NA,NA,NA,NA,"porophylla",NA,NA,"2006","01","31","25743","auto",NA,NA,NA,NA,NA
"52","2020-04-22 16:23:56-03","UFPB","JPB","38167","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","Pereira, MS","Di Maio, FR","74","1993","12","08","Southern America","Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Mata Atlântica.","-43.451099395752","-22.7591991424561","; HABITAT: Mata Atlântica.; DESC: Árvore, 5m, Flores brancas",NA,NA,NA,NA,NA,"porophylla",NA,NA,"2006","01","31","25743","auto",NA,NA,NA,NA,NA
"53","2020-04-22 16:23:56-03","UFPB","JPB","38188","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis meridionalis","(Vell.) Müll.Arg.","Gomes, M","Apparicio Duarte","6218","1962","01","11","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","(antiga Guanabara), entre a Mesa do Imperador e Alto da Boa Vista.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"meridionalis",NA,NA,"1988","06","29","57442","auto",NA,NA,NA,NA,NA
"54","2020-04-22 16:23:56-03","UFPB","JPB","56168","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Gomes, M","Pereira, E","4220","1992","07","15","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Caminho do Pai Ricardo","-43.2075004577637","-22.9027996063232","; DESC: Arbusto de flores brancas.","JPB0056168",NA,NA,NA,NA,NA,NA,NA,"1992","07","15","57442","auto",NA,NA,NA,NA,NA
"55","2020-04-22 16:23:56-03","UFPB","JPB","38187","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis meridionalis","(Vell.) Müll.Arg.","Gomes, M","Gomes, M","264","1987","12","03","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada Dona Castarina Km 2.","-43.2075004577637","-22.9027996063232","; DESC: Árvore com 6 metros de altura, umb#?#rofila, folhas discolor, lúcidas, rachis da inflorescência verde, cálice branco. Corola levemente azulada flores perfumadas.",NA,NA,NA,NA,NA,"meridionalis",NA,NA,"1987","12","03","57442","auto",NA,NA,NA,NA,NA
"56","2020-04-22 16:23:56-03","UFPB","JPB","34943","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Pereira, MS","Pereira, MS; Gomes, M","685","2006","02","01","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca","-43.2075004577637","-22.9027996063232","; DESC: Arvoreta ca. 5m de alt.; com frutos imaturos, maculados. Mata, (com foto).",NA,NA,NA,NA,NA,NA,NA,NA,"2006","02","07","57442","auto",NA,NA,NA,NA,NA
"57","2020-04-22 16:23:56-03","UFPB","JPB","34946","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Pereira, MS","Pereira, MS; Gomes, M","688","2006","02","01","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca","-43.2075004577637","-22.9027996063232","; DESC: Arvoreta ca. 6m de alt.; frutos imaturos maculados a margem do rio no interior da mata.",NA,NA,NA,NA,NA,NA,NA,NA,"2006","02","07","57442","auto",NA,NA,NA,NA,NA
"58","2020-04-22 16:23:56-03","UFPB","JPB","38190","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis meridionalis","(Vell.) Müll.Arg.","Gomes, M","Adriana Lobão; Paula de, CHR","459","1999","06","24","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Mata Atlântica na subida para o Cristo Redentor.","-43.2075004577637","-22.9027996063232","; DESC: Árvore com cerca de 8metros de altura; umbrífola; folhas discolores verdes; semi-cartáceas; frutos verdes e maduros alvacentes.",NA,NA,NA,NA,NA,"meridionalis",NA,NA,"1999","06","24","57442","auto",NA,NA,NA,NA,NA
"59","2020-04-22 16:23:56-03","UFPB","JPB","56169","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Gomes, M","Pereira, E","1","1963","01","26","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Horto Florestal","-43.2075004577637","-22.9027996063232","; DESC: Árvore de 6m de altura, flores brancas.","JPB0056169",NA,NA,NA,NA,NA,NA,NA,"1992","07","15","57442","auto",NA,NA,NA,NA,NA
"60","2020-04-22 16:23:56-03","UFPB","JPB","38152","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","Pereira, MS","Gajardo, ISM","JPB38152","1996","06","17","Southern America","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758","; HABITAT: Mata de encosta; DESC: Frutos maduros (cor Branca) porte arbóreo",NA,NA,NA,NA,NA,"porophylla",NA,NA,"2007","05",NA,"34265","auto",NA,NA,NA,NA,NA
"61","2020-04-22 16:23:56-03","UFPB","JPB","38159","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","Pereira, MS","Gajardo, ISM","3","1998","01","16","Southern America","Brasil","São Paulo","Ubatuba","Picinguaba, Margem do Rio da fazenda","-45.0699996948242","-23.4300003051758","; DESC: Arboreo 4,5m de altura, botões brancos. Inicio de floração.",NA,NA,NA,NA,NA,"porophylla",NA,NA,"2007",NA,NA,"34265","auto",NA,NA,NA,NA,NA
"62","2020-04-22 16:23:56-03","UFPB","JPB","38160","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","Pereira, MS","Takahasi, A; Romera, EC","225","1996","01","27","Southern America","Brasil","São Paulo","Ubatuba","Picinguaba, Mata de Encosta, trilha do Corisco.","-45.0699996948242","-23.4300003051758","; DESC: Árvore n. 53, botões e flores brancas, cheiro forte adocicado.",NA,NA,NA,NA,NA,"porophylla",NA,NA,"2007","05",NA,"34265","auto",NA,NA,NA,NA,NA
"63","2020-04-22 16:23:56-03","UFPB","JPB","38142","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","Pereira, MS","Takahasi, A; Morellato, LPC; Fernandes, GD; Mantovani, A; Vieira, DLM; Gajardo, ISM","310","1996","06","07","Southern America","Brasil","São Paulo","Ubatuba","Picinguaba, Trilha do Corisco,","-45.0699996948242","-23.4300003051758","; HABITAT: Mata de encosta.; DESC: arvoreta cerca de 4m, frutos imaturos",NA,NA,NA,NA,NA,"porophylla",NA,NA,"2007","05",NA,"34265","auto",NA,NA,NA,NA,NA
"64","2020-04-22 16:23:56-03","UFPB","JPB","38147","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","Pereira, MS","Assis, A.M. de; Moraes, PLR","551","1995","05","16","Southern America","Brasil","São Paulo","Ubatuba","Picinguaba, Trilha do Corisco.","-45.0699996948242","-23.4300003051758","; DESC: Árvore 3m de altura. Frutos verdes imaturos e brancos.",NA,NA,NA,NA,NA,"porophylla",NA,NA,"2007","05",NA,"34265","auto",NA,NA,NA,NA,NA
"65","2020-04-22 16:23:56-03","UFPB","JPB","38153","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M. Gomes","Pereira, MS","Ruivo, CC; Assis, A.M. de; Rampin, VT","10","1995","05","17","Southern America","Brasil","São Paulo","Ubatuba","Picinguaba, Trilha do Corisco.","-45.0699996948242","-23.4300003051758","; DESC: Árvore de ca. de 3 estipulas caduca a partir do segundo no.",NA,NA,NA,NA,NA,"porophylla",NA,NA,"2007","05",NA,"34265","auto",NA,NA,NA,NA,NA
"66","2019-12-18 15:50:57-03","UFOP","OUPR","33417","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Silva Neto, S.J.","Silva Neto, S.J.; et al.","945","1997","08","27",NA,"Brasil","Rio de Janeiro","Duque de Caxias","Saracuruna, Reserva da Petrobrás. Trilha para a estrada Rio-Petrópolis.","-43.233333","-22.516667","Arbusto ciófilo, ca. 3,5m de altura, folhas breve discolores sub-coriáceas, botões brancos, flores com cálice verde e corola branca. &nf;Proj. Programa Mata Atlântica - Petrobrás/ Macarthur Foudation",NA,NA,NA,"60","60",NA,"-43.233333","-22.516667","2000","11",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:06:01-03","FURB","FURB","42347","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Uhlmann, A","Uhlmann, A.; et al.","403","2011","08","29",NA,"Brasil","Rio de Janeiro","Nova Friburgo","antena SBT.","-42.5641667","-22.3591667",NA,"FURB40939","FURB40939",NA,"1600","1600",NA,"-42.5641667","-22.3591667","2013","10","08",NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:06:01-03","FURB","FURB","42348","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Uhlmann, A","Uhlmann, A.; et al.","468","2012","05","05",NA,"Brasil","Rio de Janeiro","Nova Friburgo","antena SBT.","-42.5641667","-22.3591667",NA,"FURB04789","FURB04789",NA,"1600","1600",NA,"-42.5641667","-22.3591667","2013","10","08",NA,NA,NA,NA,NA,NA,NA
"69","2019-02-21 19:38:01-03","UNEMAT","HERBAM","2861","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Soares, CRA; Lobato, LC; Silva, CA","Soares, C.R.A.; Piva, J.H.; Rocha Filho, J.A.; Rodrigues, L.; Melo, J.A.M. & Cabral, F.F.","1279","2008","06","22",NA,"Brasil","Mato Grosso","Paranaíta","UHE São Manoel","-56.4766998291016","-9.664719581604",NA,"HERBAM002861",NA,NA,NA,NA,NA,NA,NA,"2008","07",NA,"84156","auto",NA,NA,NA,NA,NA
"70","2020-06-29 09:31:57-03","UFRRJ","RBR","11040","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.",NA,"L.F.T. Menezes","348","1999","05","24",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praia da Armação.","-44.040599822998","-22.9596996307373",NA,"RBR00011040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"71","2020-06-29 09:31:57-03","UFRRJ","RBR","23738","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","M. Gomes","A. Puttemans","s.n.","1911","01","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Paineiras, Corcovado.","-43.2075004577637","-22.9027996063232",NA,"RBR00023738",NA,NA,NA,NA,NA,NA,NA,"1992","10","22","57442","auto",NA,NA,NA,NA,NA
"72","2020-06-29 09:31:57-03","UFRRJ","RBR","26302","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","M.S. Pereira","F.R. Di-Maio","41","1992","06","21",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Dentro da mata. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,"RBR00026302",NA,NA,NA,NA,NA,NA,NA,"2006","01","31","25743","auto",NA,NA,NA,NA,NA
"73","2020-06-29 09:31:57-03","UFRRJ","RBR","26303","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","M. Gomes","H.C. Rodrigues; F.A. Baroni","s.n.","1994","03","21",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, Linha 1. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,"RBR00026303",NA,NA,NA,NA,NA,NA,NA,"1994","11","20","25743","auto",NA,NA,NA,NA,NA
"74","2020-06-29 09:31:57-03","UFRRJ","RBR","42847","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","T.P.P. Alverga","T.P.P. Alverga",NA,"2015","05","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F102/21.","-43.235833","-22.963611",NA,"RBR00042847",NA,NA,NA,NA,NA,"43º14'9''W","22º57'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-06-29 09:31:57-03","UFRRJ","RBR","42848","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","L.H. Soares","L.H. Soares",NA,"2015","06","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F42/75.","-43.538056","-22.9575",NA,"RBR00042848",NA,NA,NA,NA,NA,"43º32'17''W","22º57'27''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-06-29 09:31:57-03","UFRRJ","RBR","25898","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","M. Gomes","M.V.L. Pereira-Moura","651","1996","06","13",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Beira da Estrada. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,"RBR00025898",NA,NA,NA,NA,NA,NA,NA,"2006","10","09","25743","auto",NA,NA,NA,NA,NA
"77","2020-06-29 09:31:57-03","UFRRJ","RBR","26298","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","M.S. Pereira","S.J. Silva-Neto","s.n.","1992","05","31",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Caminho de Boa Esperança à Tinguá. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,"RBR00026298",NA,NA,NA,NA,NA,NA,NA,"2006","01","31","25743","auto",NA,NA,NA,NA,NA
"78","2020-06-29 09:31:57-03","UFRRJ","RBR","8491","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","M. Gomes","A.T.R.","8","1990","11","22",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada da Boa Esperança , lado esquerdo, sentido Xerém, à 200m do portão de entrada da Reserva. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,"RBR00008491",NA,NA,NA,NA,NA,NA,NA,"2006","10","09","25743","auto",NA,NA,NA,NA,NA
"79","2020-06-29 09:31:57-03","UFRRJ","RBR","26300","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni","s.n.","1994","03","30",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 01. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,"RBR00026300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"80","2020-06-29 09:31:57-03","UFRRJ","RBR","19611","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","M.S. Pereira","M.M.T. Rosa","388","1993","05","26",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Mata Atlântica. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,"RBR00019611",NA,NA,NA,NA,NA,NA,NA,"2006","01","31","25743","auto",NA,NA,NA,NA,NA
"81","2020-06-29 09:31:57-03","UFRRJ","RBR","19612","S","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","M.S. Pereira","F.R. Di-Maio","74","1993","12","08",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,"RBR00019612",NA,NA,NA,NA,NA,NA,NA,"2006","01","31","25743","auto",NA,NA,NA,NA,NA
"82","2020-12-21 16:43:10-03","MBM","MBM","388047","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","Muell. Arg.","Uhlmann, A.","Uhlmann, A.","468","2012","05","05","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Antena SBT","-42.564078","-22.359192","Árvore de 6m de altura. Frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM388047","MBM388047",NA,"1600","1600",NA,"-42.564078","-22.359192","2013","10","08",NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:43:10-03","MBM","MBM","112873","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","Muell. Arg.","Kirkbride, J.H.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","50706",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Conceição do Castelo","Alto Bananal","-41.2439002990723","-20.3682994842529",NA,"MBM112873","MBM112873",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17824","auto",NA,NA,NA,NA,NA
"84","2020-12-21 16:43:10-03","MBM","MBM","62016","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","Muell. Arg.",NA,"Francisco Silva, A.","9275",NA,NA,NA,"Southern America","Brazil","São Paulo","Ubatuba","Estação Experimental de Ubatuba do Instituto Agronômico de Campinas","-45.0699996948242","-23.4300003051758",NA,"MBM062016","MBM062016 MBM062016_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"85","2019-11-01 15:28:38-03","PUC-RIO","FCAB","7694","PreservedSpecimen","Plantae",NA,"Angiospermae","Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis porophylla","(Vell.) M.Gomes","D. Flores","R.R. Oliveira; D. Flores; C.A.L. Oliveira","s.n.","1998","05","13",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Trilha para o Pico do Papagaio.","-44.3180999755859","-23.0067005157471","Árvore com 8 metros de altura.","FCAB007694",NA,NA,NA,NA,"porophylla",NA,NA,"1998",NA,NA,"32988","auto",NA,NA,NA,NA,NA
"86","2015-11-03 14:51:24-02","MNHN","RECOLNAT_MNHN_P","P01817898","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.","Pereira","Martius, C.F. von",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01817898' target='other'> <mi>dwc_moreinfo</mi></a>","P01817898","P01817898_01","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"610",NA,NA
"87","2015-09-04 14:57:49-03","MNHN","RECOLNAT_MNHN_P","P03815212","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.",NA,"Claussen",NA,"1842","1","1",NA,"Brasil",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03815212' target='other'> <mi>dwc_moreinfo</mi></a>","P03815212","P03815212_01","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2086",NA,NA
"88","2015-09-04 14:57:49-03","MNHN","RECOLNAT_MNHN_P","P03815213","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.",NA,"Claussen",NA,"1842","1","1",NA,"Brasil",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03815213' target='other'> <mi>dwc_moreinfo</mi></a>","P03815213","P03815213_01","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27",NA,NA
"89","2015-09-04 16:08:05-03","MNHN","RECOLNAT_MNHN_P","P04534577","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Corcovado, Tijuca, Serra da Estrella.",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04534577' target='other'> <mi>dwc_moreinfo</mi></a>","P04534577","P04534577_01","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2608",NA,NA
"90","2015-09-04 16:08:05-03","MNHN","RECOLNAT_MNHN_P","P04534578","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Coussarea","meridionalis","Coussarea meridionalis","(Vell.) Müll.Arg.",NA,"Glaziou",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04534578' target='other'> <mi>dwc_moreinfo</mi></a>","P04534578","P04534578_01","hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"702",NA,NA
