"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"1","2021-03-15 16:37:00-03","NY","NYBG","00908388","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","brasiliae","Myrcia brasiliae","Mattos & D.Legrand","J. F. Pruski","H. S. Irwin","5156a","1964","08","15","South America","Brazil","Distrito Federal","Brasília","Universidade de Brasília.","-47.875","-15.758","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908388","NY00908388_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","00906813","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","cordifolia","Myrcia cordifolia","O.Berg","P. G. da S. Carvalho","J. A. Ratter","R4268","1978","11","03","South America","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower","-47.93495","-15.952","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906813","NY00906813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00908361","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","cordifolia","Myrcia cordifolia","O.Berg",NA,"J. A. Ratter","R3598","1976","09","16","South America","Brazil","Distrito Federal","Brasília","Close to the campus of the University of Brasília","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908361","NY00908361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00906813","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","cordifolia","Myrcia cordifolia","O.Berg","P. G. da S. Carvalho","J. A. Ratter","R4268","1978","11","03","South America","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower","-47.93495","-15.952","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906813","NY00906813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00908361","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","cordifolia","Myrcia cordifolia","O.Berg",NA,"J. A. Ratter","R3598","1976","09","16","South America","Brazil","Distrito Federal","Brasília","Close to the campus of the University of Brasília","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908361","NY00908361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00906325","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","lasiantha","Myrcia lasiantha","DC.","C. E. B. Proença","H. S. Irwin","25359","1970","01","25","South America","Brazil","Goiás","Catalão","Contraforte Central, Serra do Facão, ca. 50 km N.E. of Catalão","-47.61584","-17.84727","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980997' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906325","NY00906325_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","885664","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","lasiantha","Myrcia lasiantha","DC.","C. M. D. E. Legrand","G. Eiten","2204","1960","08","31","South America","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 4 km NNW of Padua Sales. About 27 km NW of city of Moji-Mirim.","-47.142","-22.242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1005478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885664","NY00885664_01","575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1146146","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","lasiantha","Myrcia lasiantha","DC.","D. F. Lima","P. G. Delprete","10421","2007","11","24","South America","Brazil","Goiás","Cocalzinho de Goiás","Serra dos Pireneus. Cidade de Pedra. Trilha da entrada do Portal até o Vale do Coliseu.","-48.8919","-15.7061","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331948' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146146","NY01146146_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1182085","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","lasiantha","Myrcia lasiantha","DC.","J. E. Q. de Faria","P. G. Delprete","8983","2004","10","24","South America","Brazil","Goiás","Cocalzinho de Goiás","Serra dos Pireneus, Faz. Capitão do Mato. Após a 2° porteira, saindo da Faz. Capitão do Mato, sentido para Morro Cabeludo. Área de Cerrado Sensu.","-48.8","-15.8","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397092' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182085","NY01182085_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","00906590","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","lasiantha","Myrcia lasiantha","DC.","K. M. Gomez-Bezerra","J. A. Ratter","R2579","1972","10","03","South America","Brazil","Distrito Federal","Brasília","Parque Nacional, Brasilia","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906590","NY00906590_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
