"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"97","2009-12-05 05:44:00-02","MO","MOBOT","3364421","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","G.L.Smith",NA,NA,NA,"Gerald L. Smith|Gert G. Hatschbach|John G. Stutts","1980","10","23","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Smith 1088","Tabatinga, mun. Tijucas do Sul. Small tree 4 to 5 m tall. Branches slender. opposite.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-06-22 14:16:21-03","UNESP-IBILCE","SJRP","12410","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","G. Hatschbach",NA,NA,NA,"Cordeiro, J.",NA,NA,NA,"Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"Arbusto 3 m, capitulos alvescentes odoriferos. matinha nebular. alt. 1200 m.;",NA,NA,"Morro Mãe Catira",NA,NA,NA,"Tracheophyta","Asterales","América do Sul",NA,"17116","auto","Magnoliopsida",NA,NA,NA,NA,NA
"99","2020-08-31 08:53:05-03","INPA","INPA","152619","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex Smith","Hatschbach, GG","1988",NA,NA,"Cordeiro, J","1987","07","24","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,"INPA0152619","442","Morro Mãe Catira.","1200","1200","INPA0152619 INPA0152619_e","Dicotyledon Asterids","Asterales","Southern America",NA,"17116","auto",NA,NA,NA,NA,NA,NA
"100","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","22152",NA,"Plantae","Compositae","Piptocarpha","densifolia","Piptocarpha densifolia","G.Lom.Sm.","D.P. Volet/09-08-2019",NA,NA,NA,"O. Handro","1931","08","05","Brasil","São Paulo","São Paulo","-46.623611","-23.641111","46W37'25","23S38'28","Árvore com flores roxas e aromaticas.","MBML022152",NA,"Nativa no Parque do Estado e Jardim Botanico",NA,NA,"MBML022152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-01-09 21:48:22-03","UNICENTRO","HUCO","1263","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Smith",NA,NA,NA,NA,"Mayworm, M.A.S.; et al.; et al.","2001","08","17","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"Arbóreo, 8 metros, estilete roxo, estigma branco, pétalas roxas, folhas discolores; Área de mata; HABITAT: Área de mata; DESC: Arbóreo, 8 metros, estilete roxo, estigma branco, pétalas roxas, folhas discolores","HUCO001263","s.n.","Parque Estadual da Serra do Mar, Núcleo Curucutu",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"102","2019-12-19 11:17:25-03","UFG","UFG","43066","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","M.A.S. Mayworm at al.","2001","08","17","Mayworm, M.A.S.; Campos, A.M.G. & Ferreira, G.M.P.","2001","08","17","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"UFG0043066","232","Parque Estadual da Serra do Mar",NA,NA,"UFG0043066",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"103","2020-09-12 05:00:02-03","US","US","2742868","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Sm.",NA,NA,NA,NA,"-- Reitz & Klein, --","1957","9","5","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US01633823","4797","Morro do Iquererim, Campo Alegre.","900",NA,"US01633823_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"104","2020-09-12 05:00:02-03","US","US","2403585","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Sm.",NA,NA,NA,NA,"-- Reitz & Klein, --","1959","9","18","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US01633822","9141","Morro Spitzkopf, Blumerau.","850",NA,"US01633822_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"105","2020-09-12 05:00:02-03","US","US","1671800","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Sm.",NA,NA,NA,NA,"F. C. Hoehne",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"US01633824","23802","Jardim Botanico, S. Paulo.",NA,NA,"US01633824_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"106","2020-09-12 05:00:02-03","US","US","3189829","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Sm.",NA,NA,NA,NA,"G. Hatschbach","1970","9","3","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"US01633819","24666","Serra do Emboque (mun. Piraquara) Paraná.","1150",NA,"US01633819_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"107","2020-09-12 05:00:02-03","US","US","2705962","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Sm.",NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,"US01633820","29796","Borda do Campo (mun. S. José dos Pinhaes) Paraná.",NA,NA,"US01633820_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"108","2020-09-12 05:00:02-03","US","US","2536810","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Sm.",NA,NA,NA,NA,"G. Hatschbach","1966","8","12","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"US01633821","14580","Col. S. Andrade (mun. S.J. Pinhaes) Paraná.",NA,NA,"US01633821_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"109","2020-09-12 05:00:02-03","US","US","3249668","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Sm.",NA,NA,NA,NA,"G. Hatschbach","1980","11","4","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"US01633816","43261","Rio do Corvo (mun. Quatro Barras) Paraná.",NA,NA,"US01633816_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"110","2020-09-12 05:00:02-03","US","US","3326382","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Sm.",NA,NA,NA,NA,"O. S. Ribas, E. P. Santos & J. Cruz","1995","10","23","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"US01633818","902","Serra Marumbi, subida ao Pico Olimpo (mun. Morretes) Paraná.","1400",NA,"US01633818_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"111","2020-09-12 05:00:02-03","US","US","3132572","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L. Sm.",NA,NA,NA,NA,"J. Cordeiro & F. J. Zelma","1987","7","24","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"US01633817","442","Morro Mãe Catira (mun. Quatro Barras) Paraná.","1200",NA,"US01633817_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"112","2019-12-09 17:29:26-03","UFPR","EFC","15938","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Barboza, E.","2014","08","21","Cordeiro, J.","2014","08","12","Brasil","Paraná","Guaratuba","-48.8728","-25.9397","-48.8728","-25.9397","Arbusto 1,6m; capítulos alvos. Refúgio Vegetacional Altomontano (campo de altitude)","EFC015938","5218","Pico Pedra Branca de Araraquara","1160","1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-12-09 17:29:26-03","UFPR","EFC","14299","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Völtz, R.R.","2015","07","25","Völtz, R.R.; Vieira, R.S.","2013","04","22","Brasil","Paraná","Piraquara","-48.9865","-25.5144","-48.9865","-25.5144","Arvoreta 4m alt.; frutos; vegetação secundária de encosta. __COMMOM_NAME__: Vassoura","EFC014299","596","Serra do Marumbi - Morro do Canal","1160","1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-12-09 17:29:26-03","UFPR","EFC","18495","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Cruz, K.B.","2019","08","14","Cruz, K.B.; Barbosa, F.M.","2019","08","01","Brasil","Paraná","Piraquara","-48.984549","-25.514416","-48.984549","-25.514416","Arbusto de 3,5 m, inflorescência discolores","EFC018495","75","Morro do Canal","1236","1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-12-09 17:29:26-03","UFPR","EFC","6403","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Grokoviski, L.","2006","06","21","Rocha, M.R.","1996","11","09","Brasil","Paraná","Morretes","-48.916","-25.445","-48.9160","-25.4450","Árvore 2m, flores brancas, trilha Parque do Lineu, 1100 m s.n.m.","EFC006403","44","P.E. Marumbi","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-12-09 17:29:26-03","UFPR","EFC","6344","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Grokoviski, L.","2006","06","21","Rocha, M.R.","1996","06","06","Brasil","Paraná","Morretes","-48.9124","-25.4479","-48.9124","-25.4479","Árvore com 2 m, botões florais verdes. Trilha noroeste, 1000 m s.n.m.","EFC006344","10","Parque Estadual Pico do Marumbi","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-12-09 17:29:26-03","UFPR","EFC","13735","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Ribeiro, C.L.","2014","08","27","Ribeiro, C.L. Vieira, R.S.","2014","05","29","Brasil","Paraná","Campina Grande do Sul","-48.8215","-25.1377","-48.8215","-25.1377","__COMMOM_NAME__: Vassoraozinho","EFC013735","115","Morro Capivari Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-12-09 17:29:26-03","UFPR","EFC","14428","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Bizarro, O.M.R.","2015","10","08","Bizarro, O.M.R.","2015","09","20","Brasil","Paraná","Piraquara","-48.9826","-25.5147","-48,9826","-25.5147","Arbusto 2,5 m alt., flores brancas. __COMMOM_NAME__: Vassoura","EFC014428","116","Morro do Canal","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 18:25:32-03","USP","SPF","214882","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Volet, DP","2019","04",NA,"Heiden, G","2010","12","17","Brasil","Paraná","Guaratuba","-48.966111","-25.879167","-48.966111","-25.879167","Arbusto, ca. 1,5 m alt, em afloramentos rochosos. Folhas discolores, face abaxial alva, face adaxial verde. Brácteas involucrais estramíneas. Flores alvas.","SPF00214882","1442","Serra de Araçatuba, Morro dos Perdidos, estrada para as antenas, inicío da trilha para o cume.","1152","1152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2014-04-04 18:26:38-03","PNFM","IRAI","2251","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Smith","Cordeiro, J.","2011","01","01","Ristow, R.","2010","07","03","Brasil","Paraná","Piraquara","-48.987056","-25.515806","-48.987056","-25.515806","Arbusto, 2 m, folha abaxial alba, adaxial verde","IRAI00002251","687","Morro do Canal",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-25 13:51:42-03","UNIVILLE","JOI","14166","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Renato Colares","2019","01","09","A. Korte","2009","11","28","Brasil","Santa Catarina","Alfredo Wagner","-49.410833","-27.629167","49º24'39''W","27º37'45''S","Florística IFFSC 310 (Arbórea) - Herbário Dr. Roberto Miguel Kleiin - 19351; HABITAT: interior do fragmento; HABITO: arbórea; TIPO VEGETACIONAL: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa","JOI014166","1109","Soldadinho.","772","772","JOI014166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-10-07 09:11:55-03","UEFS","HUEFS","14989","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.",NA,NA,NA,NA,"Hatschbach, G.","1980","11","04","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,"HUEFS0014989","43261",NA,NA,NA,"HUEFS0014989","Angiospermae","Asterales",NA,NA,"17116","auto","Asteranae",NA,NA,NA,NA,NA
"123","2020-07-23 11:59:25-03","CEPLAC","CEPEC","35611","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia",NA,"G. L. Smith",NA,NA,NA,"G. L. Smith","1980","10","23","Brasil","Paraná","TIJUCAS DO SUL","-49.1988983154297","-25.9281005859375","0W0'0","0S0'0",NA,NA,"1088","Tabatinga-Pr.",NA,NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,"30/12/1984",NA,NA,NA
"124","2019-07-02 15:55:04-03","UEM","HUEM","13399","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L.Sm.","L.Grokoviski","2006","09",NA,"L.Grokoviski","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"Árvore de 3m altura; muito frequente; flor: corola com tubo branco e lobos branco e lilás, antera roxa, estigma branco; flores perfumadas","HUEM000001695","49","Morro do Canal, Beira de trilha; Floresta Ombrófila Densa Montana",NA,NA,"HUEM000001695",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"125","2019-07-02 15:55:04-03","UEM","HUEM","13397","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L.Sm.","L.Grokoviski","2006","09",NA,"L.Grokoviski","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"Árvore de 2m altura","HUEM000001693","47","Morro do Canal, Beira de trilha; Floresta Ombrófila Densa Montana",NA,NA,"HUEM000001693",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"126","2020-11-04 17:28:40-03","UEM","HUEM","13398","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L.Sm.","Nakajima, J","2009","09","25","L.Grokoviski","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"Árvore de 2m altura; muito frequente; flor: corola com tubo branco e lobos branco e lilás, antera roxa, estigma branco; flores perfumadas","HUEM000001694","48","Morro do Canal, Beira de trilha; Floresta Ombrófila Densa Montana",NA,NA,"HUEM000001694",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"127","2019-07-02 15:55:04-03","UEM","HUEM","13402","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L.Sm.","L.Grokoviski","2006","09",NA,"L.Grokoviski","2006","09","09","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"Árvore de 3m altura; frequente","HUEM000001696","52","Estrada de chão para a Estrada da Graciosa, Beira da estrada; Floresta Ombrófila Densa",NA,NA,"HUEM000001696",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"128","2020-11-12 16:58:26-03","UEL","FUEL","41620","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L.Smith","Grokoviski, L","2006","10",NA,"Grokoviski, L","2006","10","31","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"6","Serra do Araçatuba - Morro dos Perdidos",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"129","2020-11-12 16:58:26-03","UEL","FUEL","41621","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L.Smith","Grokoviski, L","2006","09",NA,"Grokoviski, L","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"4","Morro do Canal",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"130","2020-11-12 16:58:26-03","UEL","FUEL","41618","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L.Smith","Grokoviski, L","2006","09",NA,"Grokoviski, L","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"4","Morro do Canal",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"131","2020-11-12 16:58:26-03","UEL","FUEL","41619","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L.Smith","Grokoviski, L","2006","09",NA,"Grokoviski, L","2006","09","07","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"4","Morro do Canal",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"132","2020-11-12 16:58:26-03","UEL","FUEL","40991","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.L.Smith","Grokoviski, L","2006",NA,NA,"Grokoviski, L","2006","09","09","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"52","Estrada de chão para a Estrada Graciosa",NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"133","2019-11-01 14:54:21-03","UnB","UB","124271","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Smith","Smith, GL","1984",NA,NA,"Leitão Filho, HF","1968","09","26","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"Flores brancacentas.; Árvore.",NA,"529",NA,NA,NA,NA,"Dicotyledoneae",NA,"Southern America",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"134","2019-11-01 14:54:21-03","UnB","UB","124270","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Smith","Smith, GL",NA,NA,NA,"Hatschbach, G","1953","08","23","Brasil","Paraná ","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"Árvore 7m.; Mata",NA,"2340","Carijo",NA,NA,NA,"Dicotyledoneae",NA,"Southern America",NA,"61623","auto",NA,NA,NA,NA,NA,NA
"135","2019-11-01 14:54:21-03","UnB","UB","124269","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Smith","Hatschbach, G","1981",NA,NA,"Hatschbach, G","1981","11","04","Brasil","Paraná ","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"Frutos alvecentes.; Arbusto 3m.; Capoeira",NA,"44310","Rincão",NA,NA,NA,"Dicotyledoneae",NA,"Southern America",NA,"25228","auto",NA,NA,NA,NA,NA,NA
"136","2021-01-25 11:52:34-03","UFU","HUFU","80126","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Volet, D.P.","2019","08",NA,"Hatschbach, G.","1953","08","23","Brasil","Paraná","Bocaiuúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"Árvore 7 m.; Mata","HUFU00078312","3240","Carijo",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"137","2020-08-20 20:38:13-03","UFSC","FLOR","55495","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Falkenberg, D.B.","2015",NA,NA,"Korte, A.; Kniess, A.","2009","11","28","Brasil","Santa Catarina","Alfredo Wagner","-49.410833","-27.629167","49º24'39''W","27º37'45''S","hábito arbórea, flor branca","FLOR0055495","1109","Soldadinho.","772","772",NA,NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-08-20 14:55:16-03","UFSC","FLOR","65429","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Volet, D.P.","2016","08","18","Korte, A.; Kniess, A.","2010","08","19","Brasil","Santa Catarina","Joinville","-49.049722","-26.100278","49º2'59''W","26º6'1''S","arvoreta; flor botão floral. Florística Projeto IFFSC (Inventário Florístico Florestal de Santa Catarina) 1065b (Arvoreta) (exsicata recebida de FURB 30526)","FLOR0065429","4125","Serra Quimada.","1167","1167","FLOR0065429",NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-08-20 20:38:13-03","UFSC","FLOR","18994","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Hatschbach, G.","1988",NA,NA,"Cordeiro, J.; Zelma, F.J.","1987","07","24","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"arbusto, flor capítulo alvacento odorífero, 3m altura","FLOR0018994","442","Morro Mãe Catira.","1200","1200",NA,NA,"Asterales",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"140","2020-08-20 20:38:13-03","UFSC","FLOR","28530","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Falkenberg, D.B.","2004",NA,NA,"Bresolin, A.","1971","08","20","Brasil","Santa Catarina","Palhoça","-48.6678009033203","-27.645299911499",NA,NA,"árvore, flor branca, estames marrons, 6m altura. Ver Brittonia 34(2): 214-6, 1982. PARATYPUS Piptocarpha densifolia.","FLOR0028530","358","Morro do Cambirela.","300","300",NA,NA,"Asterales",NA,NA,"31105","auto",NA,NA,NA,NA,NA,"Paratypus"
"141","2020-08-20 20:38:13-03","UFSC","FLOR","28526","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G. Lom. Sm.","Falkenberg, D.B.","2004",NA,NA,"Bresolin, A.","1973","11","21","Brasil","Santa Catarina","Paulo Lopes","-48.6836013793945","-27.9617004394531",NA,NA,"árvore, flor branca, 10m altura. Ver Brittonia 34(2): 214-6, 1982 (mas não citada aí).","FLOR0028526","965","Bom Retiro.","400","400",NA,NA,"Asterales",NA,NA,"23385","auto",NA,NA,NA,NA,NA,NA
"142","2018-10-03 21:33:12-03","UFMT","UFMT","38521","S","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","Cordeiro, I.; Barboza, E.","2007",NA,NA,"Caxambu, M.G.","2006","11","17","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"Arvoreta ca. 3,5 m de altura, com folhas discolores.; Em afloramento granítico - relevo montanhoso; vegetação floresta ombrófila densa altomontana.",NA,"1249","Morro do Canal.",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"143","2021-03-04 15:42:38-03","IF","SPSF","13895","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia",NA,NA,NA,NA,NA,"G. Hatschbach","1970","09","03","Brasil","PR","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"24666",NA,NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"12577","auto","Magnoliopsida",NA,NA,NA,NA,NA
"144","2021-03-04 15:42:38-03","IF","SPSF","16298","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","D.P. Vout","2016","07","14","C.B.Poliquesi & J.Cordeiro","1992","08","17","Brasil","PR","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"139",NA,NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"17116","auto","Magnoliopsida",NA,NA,NA,NA,NA
"145","2021-03-04 15:42:38-03","IF","SPSF","17612","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia",NA,NA,NA,NA,NA,"G. Hatschbach","1980","11","04","Brasil","PR","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"43261","rio do Corvo",NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"17116","auto","Magnoliopsida",NA,NA,NA,NA,NA
"146","2021-03-04 15:42:38-03","IF","SPSF","04746","PreservedSpecimen","Plantae","Asteraceae","Piptocarpha","densifolia","Piptocarpha densifolia","Dusén ex G.Lom.Sm.","D.P.Volet","2016","07","14","E.Schwebel",NA,NA,NA,"Brasil","SP","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: alto da Serra&nf;;",NA,"133","Paranapiacaba",NA,NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"27258","auto","Magnoliopsida",NA,NA,NA,NA,NA
