"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","previousCatalogNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","2862001","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","elata","Manilkara elata","(Allem ex Miq.) Monach.","A. Alves-Araújo","W. W. Thomas","8017","South America","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest.","-39.0617","-14.4231","sheet","Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515836' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862001","NY02862001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","01193112","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","R. A. Moore","5","South America","Brazil","Amapá",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420155' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193112","NY01193112_01","1970","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","01193132","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.",NA,"J. M. Pires","1627","South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420211' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193132","NY01193132_01","1947","05","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","01193117","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","J. M. Pires","G. T. Prance","10251","South America","Brazil","Amazonas",NA,"Tototoba. Basin of Rio Demeni, Vicinity of Tototoba","-63.5471213","1.576736","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330255' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193117",NA,"1969","02","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","01193107","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","B. A. Krukoff","5958","South America","Brazil","Amazonas",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420146' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193107","NY01193107_01 NY01193107_02","1933","11","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","01193145","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","R. de Lemos Fróes","22508","South America","Brazil","Amazonas",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420298' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193145","NY01193145_01 NY01193145_02","1947","10","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","00859722","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","S. A. Nicolau","R. de Lemos Fróes","20336","South America","Brazil","Maranhão","Monção","Rio Carú, Pindaré, Monção.","-45.2508","-3.4919","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859722","NY00859722_01","1944","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","01193106","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.",NA,"J. M. Pires","50528","South America","Brazil","Amapá",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420145' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193106","NY01193106_01","1961","08","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","612371","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","S. A. Mori; F. Blanchard","S. A. Mori","25486","South America","French Guiana",NA,NA,"Nouragues Field Station and vicinity, line H leading to Crique Cascade.","-52.679567","4.08815","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=544981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612371",NA,"2002","02","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","01193114","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","R. de Lemos Fróes","22954","South America","Brazil","Roraima",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420157' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193114","NY01193114_01","1948","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","01193123","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","L. O. A. Teixeira","P. Lisboa","1333","South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420181' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193123","NY01193123_01","1980","01","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01193141","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","O. C. Nascimento","407","South America","Brazil","Pará",NA,"Tome Açu, margem da estrada que vai para a fazenda Curiman, proximo ao igarapé Ipiranga.","-48.1556511","-2.4145606","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420274' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193141","NY01193141_01","1978","01","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01193131","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.",NA,"M. G. da Silva","3164","South America","Brazil","Amazonas",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420206' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193131","NY01193131_01","1977","05","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01193134","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","J. M. Pires","G. T. Prance","4190","South America","Brazil","Roraima",NA,"Serrinha, Rio Mucajaí.","-61.1159134","2.6449627","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420219' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193134","NY01193134_01","1967","01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01193133","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.",NA,"G. Black","F9 47-963","South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420218' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193133","NY01193133_01","1947","06","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1551457","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","B. M. Boom","8711","South America","Brazil","Amazonas",NA,"Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA Project. Non-flooded moist forest.","-59.74583","-2.41625","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1159174' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551457","NY01551457_01","1988","12","03","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01193136","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","W. A. Ducke","G. Black","272","South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420233' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193136","NY01193136_01","1950","02","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01193137","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","R. de Lemos Fróes","834","South America","Brazil","Amazonas",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420243' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193137","NY01193137_01 NY01193137_02","1942","03","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01193129","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","W. A. Ducke","830","South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420199' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193129","NY01193129_01","1941","11","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01193128","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","J. M. Pires","S. A. Mori","15827","South America","Brazil","Amapá",NA,"Camaipi. EMBRAPA reserve and vicinity","-51.62","0.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420196' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193128","NY01193128_01","1983","09","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01193108","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","M. G. da Silva","3164","South America","Brazil","Amazonas",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420148' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193108","NY01193108_01","1977","05","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01193118","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.",NA,"T. N. Guedes","175","South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420160' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193118","NY01193118_01","1949","04","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01193121","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.",NA,"B. Maguire","56801","South America","Brazil","Rondônia",NA,"30 km east of Rondonia en route to Vilhena.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420175' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193121",NA,"1963","09","24","500","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01193143","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","G. L. Sobel","4560","South America","Brazil","Pará",NA,"Ilha do Marajó, Sitio Campina on river Pracuuba-mirím, ca. 1 hour by boat upstream from São Sebastião de Boa Vista","-49.6395457","-1.6123151","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420289' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193143","NY01193143_01","1984","10","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01193126","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","G. T. Prance; S. A. Mori","R. A. Moore","16","South America","Brazil","Amapá",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420190' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193126","NY01193126_01","1970","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01252009","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","J. M. Pires","G. T. Prance","8336","South America","Brazil","Rondônia",NA,"Basin of Rio Madeira. Trail north of Rio Madeira from 2 km below confluence of Rio Abuna.","-65.45147","-9.654832","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1494179' target='other'> <mi>dwc_moreinfo</mi></a>","NY01252009","NY01252009_01 NY01252009_02","1968","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01193122","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","L. O. A. Teixeira","G. Martinelli","6834","South America","Brazil","Pará","Oriximiná","Serra da Preciosa, proximo aos Campos de Ariramba, 22 km N do Rio Cumina-Mirim","-55.8290809","-1.0814438","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330982' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193122","NY01193122_01","1980","06","08","80","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01193127","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","R. de Lemos Fróes","5","South America","Brazil","Amazonas",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420193' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193127","NY01193127_01","1941","03","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01193138","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","C. W. Smith","12507/13","South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420252' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193138","NY01193138_01 NY01193138_02","1942","03","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01193140","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","J. F. Pruski","3330","South America","Brazil","Amapá",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420267' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193140","NY01193140_01","1987","10","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01193105","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","R. de Lemos Fróes","23430","South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420143' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193105","NY01193105_01","1948","09","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00859723","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","S. A. Nicolau","R. de Lemos Fróes","20350","South America","Brazil","Maranhão","Monção","Rio Pindaré, Monção.","-45.2508","-3.4919","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859723","NY00859723_01","1944","06","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01193124","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","G. T. Prance; S. A. Mori","R. A. Moore","15","South America","Brazil","Amapá",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420185' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193124","NY01193124_01","1970","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01193119","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","J. M. Pires","G. T. Prance","8336","South America","Brazil","Rondônia",NA,"Basin of Rio Madeira. Trail north of Rio Madeira from 2 km below confluence of Rio Abuna.","-65.45147","-9.654832","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331182' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193119",NA,"1968","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01193110","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.",NA,"G. T. Prance","6863","South America","Brazil","Rondônia","Santa Bárbara","Porto Velho to Cuiaba highway. Vicinity of Santa Barbara, 15 km east of km 117.","-63.0269515","-9.2532558","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331274' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193110","NY01193110_01","1968","08","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00859678","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","W. W. Thomas","4801","South America","Brazil","Mato Grosso","Vila Bela de Santíssima Trindade","4 km S of Rondônia state line on BR 364 from Vilahena to Cáceres.","-60.03","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859678","NY00859678_01","1985","11","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01193147","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","S. A. Mori","S. A. Mori","20097","South America","Brazil","Amazonas",NA,"Distrito Agropecuario, Reserva 1501 (Km 41) of the WWF/INPA MCS project.","-59.73056","-2.41625","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1328414' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193147","NY01193147_01","1988","11","27","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00859721","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.",NA,"G. T. Prance","18328","South America","Brazil","Mato Grosso",NA,"Margin of new airstrip of Humboldt Center, Rio Aripuanã.","-59.35","-10.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859721","NY00859721_01","1973","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01193146","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","N. T. da Silva","1181","South America","Brazil","Pará",NA,"Rio Jari, Monte Dourado, Planalto B","-52.6008224","-0.8809315","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420301' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193146","NY01193146_01","1968","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01193113","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","T. D. Pennington","J. M. Pires","51886","South America","Brazil","Pará",NA,"Vicinity of Belem.","-48.4555221","-1.2849922","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420156' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193113","NY01193113_01","1961","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00859720","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","S. A. Nicolau","R. de Lemos Fróes","20345","South America","Brazil","Maranhão","Monção","Rio Pindaré, Aldeia do Indios Guajajaras, Monção.","-45.2508","-3.4919","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859720","NY00859720_01","1944","06","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01193120","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","huberi","Manilkara huberi","(Ducke) A.Chev.","L. O. A. Teixeira","P. Lisboa","1333","South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420171' target='other'> <mi>dwc_moreinfo</mi></a>","NY01193120","NY01193120_01","1980","01","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
