"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus","eventTime"
"91","2019-08-20 10:15:39-03","UNICAMP","UEC","90043","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Leitão Filho, HF","1995","02","07","Brazil","São Paulo","Pariquera-Açu","Estrada para Cananéia","-47.858333","-24.879444","-47.858333","-24.879444",NA,NA,"UEC134984","UEC134984","flor e fruto, Epífita. Flores brancas com pontuações lilases. Transição estinga, mata de encosta.","32831",NA,NA,NA,"Magnoliopsida",NA,"1998","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-08-20 10:15:39-03","UNICAMP","UEC","24773","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Hatschbach, G","1977","10","05","Brazil","Paraná","Cerro Azul","Rio Turvo","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"UEC134973","UEC134973","flor, Epífeta, pendente, mata de galeria. Flor alva, tubo interior com máculas vinosas.","40344",NA,NA,NA,"Magnoliopsida",NA,"1987","05",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"93","2019-08-20 10:15:39-03","UNICAMP","UEC","68898","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Silva, SM; Britez, RM","1986","11","16","Brazil","Paraná","Paranaguá","Ilha das Cobras","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC134802","UEC134802","flor, Erva rupícola de flores brancas, com o interior do tubo da corola com manchas roxas roxas. Litoral rochoso.","25106",NA,NA,NA,"Magnoliopsida",NA,"1996","01",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"94","2019-08-20 10:15:39-03","UNICAMP","UEC","60508","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Silva, SM","1985","12","07","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC134965","UEC134965","flor, Epífita com flores brancas com manchas avermelhadas.","24612",NA,NA,NA,"Magnoliopsida",NA,"1996","01",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"95","2019-08-20 10:15:39-03","UNICAMP","UEC","75634","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Silva, SM; Britez, RM","1992","12","05","Brazil","Paraná","Paranaguá","Ilha do Mel, Reserva Ecológica.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC134975","UEC134975","flor, Epífeta de flores brancas com manchas vinosas, em floresta baixa de restinga.","s.n.",NA,NA,NA,"Magnoliopsida",NA,"1996","01",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"96","2019-08-20 10:15:39-03","UNICAMP","UEC","60507","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Britez, RM; Silva, SM","1986","11","07","Brazil","Paraná","Paranaguá","Ilha do Mel, Reserva Ecológica (próximo ao M. Baleia).","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC134970","UEC134970","flor, Epífeta de flores brancas com o interior do tubo da corola com manchas bordô.","24613",NA,NA,NA,"Magnoliopsida",NA,"1996","01",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"97","2019-08-20 10:15:39-03","UNICAMP","UEC","137212","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Breier, TB; Singer, RB","2002","07","03","Brazil","São Paulo","Cananéia","Base do Instituto Oceanográfico, Base do Instituto Oceanográfico","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC134982","UEC134982",NA,"0347a",NA,NA,NA,"Magnoliopsida",NA,"2004","02",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"98","2019-08-20 10:15:39-03","UNICAMP","UEC","26137","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Davis, PH; Shepherd, GJ; Sakane, M","1976","09","08","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Jacareu.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC134800","UEC134800","ori, Forest and mangrove swamp. Sea level. In forest.","60738",NA,NA,NA,"Magnoliopsida",NA,"1983",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"99","2019-08-20 10:15:39-03","UNICAMP","UEC","137213","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Breier, TB; Andrade, MAR","2002","05","24","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Trilha do reservatório","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC134981","UEC134981",NA,"0141",NA,NA,NA,"Magnoliopsida",NA,"2004","02",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"100","2019-08-20 10:15:39-03","UNICAMP","UEC","85844","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Kiyama, CY","Shirasuna, RT; Rossi, L; Simão-Bianchini, R; Kiyama, CY","1994","10","04","Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Próxima à barragem da SABESP no Rio Claro.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"UEC134962","UEC134962","flor, Epífita. Folhas discolores carnosas. Cálice verde claro, corola lava com muiats pintas vináceas no inetrior do tubo e face interna e externa do limbo.","19",NA,NA,NA,"Magnoliopsida",NA,"1997","05","14","18032","auto",NA,NA,NA,NA,NA,NA,NA
"101","2019-08-20 10:15:39-03","UNICAMP","UEC","87288","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Kirizawa, M; Lopes, EA","1996","10","15","Brazil","São Paulo","Santo André","Morro da Torre 1-CESP, Proximidades de Vila de Paranapiacaba.","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"UEC134799","UEC134799","flor e fruto, Mata de encosta preservada, com árvores de 10-15 m de altura, úmida. Na borda, alterada. Sobre tronco caído. Corola com tubo branco, pintalgado de castanho. Baga discóide, amarelo-gema.","3314",NA,NA,NA,"Magnoliopsida",NA,"1998","01",NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"102","2019-08-20 10:15:39-03","UNICAMP","UEC","159304","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Sakane, M","1977","05","21","Brazil","São Paulo","Sete Barras","Reserva Floresta de Sete Barras, SP-139, a mais ou menos 75 km de Itapetininga.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"UEC032487","UEC032487","flor, Epífita a 1,5 m do solo, na bifurcação de um tronco vivo, com outras plantas. Corola branca, pintada de amarelo e vermelho no interior do tubo.","544",NA,NA,NA,"Magnoliopsida",NA,"1987","05",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"103","2019-08-20 10:15:39-03","UNICAMP","UEC","5401","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Sakane, M","1977","05","21","Brazil","São Paulo","Sete Barras","Reserva Floresta de Sete Barras, SP-139, a mais ou menos 75 km de Itapetininga.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"UEC134801","UEC134801","flor, Epífita a 1,5 m do solo, na bifurcação de um tronco vivo, com outras plantas. Corola branca, pintada de amarelo e vermelho no interior do tubo.","544",NA,NA,NA,"Magnoliopsida",NA,"1987","05",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"104","2019-08-20 10:15:39-03","UNICAMP","UEC","87926","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Goldenberg, R; Rezende, AV","1994","12","14","Brazil","São Paulo","Ubatuba","Praia do Leste, Ilha Anchieta","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC134963","UEC134963","flor, Epífita.","32420",NA,NA,NA,"Magnoliopsida",NA,"1998","01",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"105","2019-08-20 10:15:39-03","UNICAMP","UEC","38498","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Sazima, M","1986","10","12","Brazil","São Paulo","Ubatuba","Saco da Ribeira","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC134972","UEC134972","flor, herbácea, e pendente. Flores esbranquiçadas com manchas marrons no interior da corola.","18670",NA,NA,NA,"Magnoliopsida",NA,"1990",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"106","2020-04-22 16:19:37-03","UFPB","JPB","54887","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Silva, GS; Chagas, MA",NA,NA,NA,"Brasil","Bahia","Jequié","Fazenda Itiúba, Divisa entre a Fazenda Brejo Novo e Município Nova Esperança. BR-220.","-40.111222","-13.956806","-40.111222","-13.956806","678","678","JPB0054887",NA,"; HABITAT: Mata de Cipó.; DESC: Epífita. Folhas carnosas. Flores amarelas com pontoações.","113","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-01-17 11:25:52-02","PUCRS","MPUC","12445","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","C.A. Mondin",NA,"2009","02","28","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,"Epífita, pé do morro, borda da mata",NA,"South America",NA,NA,NA,"Lamiales","2010","01","01",NA,NA,"Magnoliopsida",NA,NA,"622","1",NA,NA
"108","2020-10-14 10:01:49-03","FURB","FURB","48090","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Cordeiro, J","Brotto, M.L.","2013","10","10","Brasil","Paraná","Paranaguá","Colônia Quinquilha.","-48.6047222","-25.6438889","-48.6047222","-25.6438889","54","54","FURB48090","FURB48090",NA,"1342",NA,NA,NA,NA,NA,"2013","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 10:01:49-03","FURB","FURB","5016","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Gasper, A.L. de","2006","11","02","Brasil","Santa Catarina","São Francisco do Sul","Caminho da praia do Ervino.","-48.5916666","-26.4080556","-48.5916666","-26.4080556",NA,NA,"FURB25874","FURB25874",NA,"439",NA,NA,NA,NA,NA,"2010","02","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-08 08:52:20-03","FURB","FURB","15868","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Korte, A.","2009","10","21","Brasil","Santa Catarina","Blumenau","Bairro Ristow.","-49.1547222","-26.9391666","-49.1547222","-26.9391666","130","130","FURB25872","FURB25872",NA,"660",NA,NA,NA,NA,NA,"2010","02","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-14 10:01:49-03","FURB","FURB","16853","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Gasper, AL de","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","FURB25873","FURB25873","Epífita IFFSC e993a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca","636",NA,NA,NA,NA,NA,"2009","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-14 10:01:49-03","FURB","FURB","20980","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Chautems, A","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","02","02","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","FURB01873","FURB01873","Epífita IFFSC e1025a (Acima de 4m) - forófito 8 Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita; Fruto laranja; flor branca","1181",NA,NA,NA,NA,NA,"2010","04","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-10-14 10:01:49-03","FURB","FURB","21622","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Gasper, AL de","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","FURB25871","FURB25871","Epífita IFFSC e8001b (Acima de 4m). Forófito 13. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto laranja;","1344",NA,NA,NA,NA,NA,"2010","03","25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 10:01:49-03","FURB","FURB","26791","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","05","29","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","FURB25870","FURB25870","Epífita IFFSC e1025b (Acima de 4m). Forófito 1 e 6. Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita; flor marrom-vinho","2435",NA,NA,NA,NA,NA,"2010","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 10:01:49-03","FURB","FURB","32290","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Gasper, AL de","Verdi, M.; Martins, E.M. & Veiga, O.N.","2010","08","24","Brasil","Paraná","Morretes","Olimpo / Parque Estadual Pico Marumbi.","-48.9233334","-25.4422222","-48.9233334","-25.4422222","600","600","FURB25866","FURB25866",NA,"5519",NA,NA,NA,NA,NA,"2010","11","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 10:01:49-03","FURB","FURB","32819","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Gasper, AL de","Korte, A.; Kniess, A.","2010","11","11","Brasil","Santa Catarina","Camboriú","Rio do Meio.","-48.6908333","-27.0002778","-48.6908333","-27.0002778","47","47","FURB25869","FURB25869","Florística IFFSC 641b (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","4916",NA,NA,NA,NA,NA,"2010","12","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-14 10:01:49-03","FURB","FURB","33280","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Korte, A","Korte, A.","2010","12","03","Brasil","Santa Catarina","Palhoça","Pedra do Urubu.","-48.5847222","-27.9022222","-48.5847222","-27.9022222","36","36","FURB25868","FURB25868","Coleta Extra IFFSC (Rupícola) Habitat: Floresta Ombrófila Densa de Terras Baixas e Restinga; Estágio Avançado Habito: rupícola; flor branca","5411",NA,NA,NA,NA,NA,"2010","12","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 10:01:49-03","FURB","FURB","33632","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Korte, A","Korte, A.","2010","12","02","Brasil","Santa Catarina","Palhoça","Parque Estadual do Tabuleiro - Guarda do Embaú.","-48.5994444","-27.9047222","-48.5994444","-27.9047222","15","15","FURB25867","FURB25867","Florística IFFSC 228 (Epífita) Habitat: Restinga; Estágio Avançado Habito: epífita; flor branca","5307",NA,NA,NA,NA,NA,"2011","01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-14 10:01:49-03","FURB","FURB","33682","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Korte, A","Korte, A.; Gasper, A.L. de","2010","11","29","Brasil","Santa Catarina","São Francisco do Sul","Parque Estadual do Acaraí - Praia do Ervino.","-48.5633333","-26.3497222","-48.5633333","-26.3497222","5","5","FURB25865","FURB25865","Florística IFFSC 8010 (Epífita) Habitat: Restinga; Estágio Avançado Habito: epífita; flor branca","5202",NA,NA,NA,NA,NA,"2011","01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-08 08:52:20-03","FURB","FURB","35985","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Cadorin, TJ","Cadorin, T.J.; Oliveira, C.P.L.","2011","04","25","Brasil","Santa Catarina","Joinville",NA,"-49.1538889","-26.3005556","-49.1538889","-26.3005556","650","650","FURB25864","FURB25864",NA,"3122",NA,NA,NA,NA,NA,"2011","04","25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:01:49-03","FURB","FURB","50942","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Caglioni, E","Caglioni, E.; Junckes, A.R.","2016","04","07","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.9308334","-26.7997222","-48.9308334","-26.7997222","810","810","FURB50942","FURB50942",NA,"598",NA,NA,NA,NA,NA,"2016","04","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:01:49-03","FURB","FURB","55096","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Funez, L.A.","Funez, L.A.; Maraschalchi, M.N.","2017","09","01","Brasil","Santa Catarina","Indaial","Margem do Rio Encano, rua Lorenz.","-49.1872222","-26.9236111","-49.1872222","-26.9236111","94","94","FURB55096","FURB55096","Flores brancas Habitat: Borda da floresta Habito: Epífita","6497",NA,NA,NA,NA,NA,"2017","10","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 10:01:49-03","FURB","FURB","63585","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Schwirkowski, P.","Schwirkowski, P.","2018","10","17","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Estrada Rio Natal, em mata ciliar ao lado da ponte pênsil para Oswaldo Amaral. APA Rio Vermelho/Humboldt","-49.2766667","-26.3822223","-49.2766667","-26.3822223","300","300","FURB63585","FURB63585","FOD, Heliófita, cálice verde, corola branca, com itnerior do tubo com manchas alaranjadas Habitat: Mata ciliar Habito: Liana","3085",NA,NA,NA,NA,NA,"2018","10","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2014-10-14 15:56:38-03","BS","M","M-0185777","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"Prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"M0185777",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"NOTATYPE",NA
"125","2014-10-14 15:56:38-03","BS","M","M-0185778","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0185778",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"NOTATYPE",NA
"126","2014-10-14 15:56:38-03","BS","M","M-0185779","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Martius, C.F.P. von","1815","11","30","Brasil",NA,NA,"Prov. Rio de Janeiro. St. Cath. Bras.",NA,NA,NA,NA,NA,NA,"M0185779",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"NOTATYPE","21:00"
"127","2014-10-14 15:56:38-03","BS","M","M-0185780","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"Habitat in palud. retro Tijuca, versus lac. Jacarepaguá, Sebastianopoli. Provinciae R. d. J.",NA,NA,NA,NA,NA,NA,"M0185780",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"NOTATYPE",NA
"128","2020-04-27 16:10:06-03","UFES","VIES","16610","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","Rossini, J.","Pereira, O.J.; Espindula, E.","2000","10","30","Brasil","Espírito Santo","Santa Maria de Jetibá",NA,"-40.7461013793945","-20.040599822998",NA,NA,NA,NA,"VIES016610","VIES016610",NA,"6535",NA,NA,NA,NA,NA,"2011","04","07","31867","auto",NA,NA,NA,NA,NA,NA,NA
"129","2019-12-06 19:29:43-03","UFES","VIES","44733","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.",NA,"Assis, A.M.","2019","02","28","Brasil","Espírito Santo","Vargem Alta","RPPN Águia Branca.","-41.005278","-20.463889","41º0'19''W","20º27'50''S","1050","1050","VIES044733","VIES044733",NA,"4793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-08-16 08:39:33-03","UTFPR","HCF","13139","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","E. Barboza & J. Cordeiro","M.G. Caxambu","2013","11","02","Brasil","SP","Ilha Comprida","arredores","-47.894833","-25.026556","47°53'41,4 W","25°01'35,6 S","6","6",NA,NA,"erva epífita, semi-ciófila. Flores alvas, com interior avermelhado.","4905",NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-08-16 08:39:33-03","UTFPR","HCF","15557","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","E. Barboza & J. Cordeiro","E.L. Siqueira","2014","11","01","Brasil","PR","Guaraqueçaba","Sítio Santa Clara","-48.41","-25.195111","48°24'36 W","25°11'42,4 S","14","14",NA,NA,"erva heliófita, epífita. Botões florais verdes. Flores alvas, com máculas marrons no interior. Frutos maduros alaranjados.","1278",NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-16 08:39:33-03","UTFPR","HCF","9814","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","M.G. Caxambu","M.G. Caxambu","2011","10","14","Brasil","PR","Guaratuba","margens da Rodovia BR-376, divisa do PR","-48.89675","-25.962917","48°53'48,3 W","25°57'46,5 S","104","104",NA,NA,"erva epífita, ripária. Flores alvas com fauce roxo.","3561",NA,NA,NA,NA,NA,"2011","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-01-21 18:06:38-03","UTFPR","HCF","30164","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","F. Marinero","F. Marinero","2019","06","27","Brasil","PR","Morretes","Parque Estadual do Pau Oco, arredores","-48.919167","-25.58","48°55'09 W","25°34'48 S","776","776",NA,NA,"epífita sobre tronco, ambiente de luz direta. Flores alvas com manchas bordôs no tubo da corola. Beira de rio.","1111",NA,NA,NA,NA,NA,"2019","09","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-08-16 08:39:33-03","UTFPR","HCF","22853","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","J. Cordeiro","M.L. Brotto","2013","10","10","Brasil","PR","Paranaguá","Colônia Quintilha","-48.604722","-25.643889","48°36'17 W","25°38'38 S","54","54",NA,NA,"epífita, flor alva com máculas vinosas no interior do tubo amarelo pálido.","1342",NA,NA,NA,NA,NA,"2013","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-08-16 08:39:33-03","UTFPR","HCF","18632","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","E. Barboza","J.M. Silva","2013","10","15","Brasil","PR","Paranaguá","Floresta Estadual do Palmito","-48.553889","-25.589167","48°33'14 W","25°35'21 S","17","17",NA,NA,"epífita, flor alvacenta.","8465",NA,NA,NA,NA,NA,"2013","11","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-08-16 08:39:33-03","UTFPR","HCF","25109","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","I.D.C. Cruz","B.R. Araújo","2017","10","19","Brasil","PR","Paranaguá","Ilha do Mel","-48.297222","-25.5425","48°17'50 W","25°32'33 S",NA,NA,NA,NA,NA,"47",NA,NA,NA,NA,NA,"2017","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-08-16 08:39:33-03","UTFPR","HCF","13779","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","E. Barboza & J. Cordeiro","M.G. Caxambu","2014","03","24","Brasil","PR","Guaraqueçaba","Agropecuária Bananal. Propriedade do Sr.","-48.386194","-25.177917","48°23'10,3 W","25°10'40,5 S","10","10",NA,NA,"erva semi-ciófila, epífita. Flores com cálice verde e corola alva. Frutos maduros alaranjados.","5046",NA,NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-08-16 08:39:33-03","UTFPR","HCF","2890","S","Plantae","Gesneriaceae","Codonanthe","gracilis","Codonanthe gracilis","(Mart.) Hanst.","J. Cordeiro & F. Marinero","M.G. Caxambu","2005","10","08","Brasil","PR","Morretes","Comunidade do Candonga/ rio Sagrado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"Herbácea, epífita, pendente, com flores de cor branca. Folhas suculentas cerca de 2m do solo.","874",NA,NA,NA,NA,NA,"2006","03",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
