"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem","previousCatalogNumber"
"199","2020-04-22 16:24:52-03","UFPB","JPB","16682","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Miranda, CAB de; Moura, OT","521","1977","09","21","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-04-22 16:24:52-03","UFPB","JPB","18475","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Felix, LP; Santana, ES","3036","1990","05","23","Brasil","Paraíba","Rio Tinto",NA,"-35.080278","-6.803333","-35.080278","-6.803333","11","11",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-06-25 21:38:26-03","UFPB","JPB","18645","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Felix, LP; Moura, OT","4695","1992","01","16","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-06-26 20:32:22-03","UFPB","JPB","19247","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Agra, MF","JPB19247","1992","07","06","Brasil","Paraíba","Santa Rita",NA,"-34.978056","-7.114167","-34.978056","-7.114167","16","16",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-05-09 17:17:22-03","UFPB","JPB","1935","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Carneiro, F","JPB1935","1970","11","30","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47","; DESC: Arbustiva",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-07-02 18:00:47-03","UFPB","JPB","22629","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Moura, OT","1212","1994","02","18","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-07-04 17:58:13-03","UFPB","JPB","23645","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Barbosa, MR; et al.","1462","1995","03","13","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-07-04 17:58:13-03","UFPB","JPB","23646","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Barbosa, MR; et al.","1438","1995","03","07","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-07-04 17:58:13-03","UFPB","JPB","23647","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Barbosa, MR","1328","1993","04","14","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-07-04 17:58:13-03","UFPB","JPB","23702","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Barbosa, MR","1182","1991","04","13","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-07-07 12:09:31-03","UFPB","JPB","24453","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Bispo Júnior, V.S.","8","1999","03","15","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-04-22 16:24:52-03","UFPB","JPB","25489","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Barbosa, MR","2001","03",NA,"Barbosa, MR; et al.","1708","1998","05","21","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994","-35.741755","-6.971994",NA,NA,"; DESC: Pequena árvore, frutos vermelhos.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-07-09 17:56:35-03","UFPB","JPB","25844","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Pontes, AF; Lima, JR","435","2000","03","01","Brasil","Paraíba","Cabedelo",NA,"-34.833889","-6.981111","-34.833889","-6.981111","3","3",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-07-09 17:56:35-03","UFPB","JPB","25875","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Pontes, AF; Lima, JR","410","2000","02","18","Brasil","Paraíba","Cabedelo",NA,"-34.833889","-6.981111","-34.833889","-6.981111","3","3",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-04-22 16:24:52-03","UFPB","JPB","26460","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Barbosa, MR","2001","03",NA,"Irisvaldo S. Nascimento","45","2001","02","08","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994","-35.741755","-6.971994",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-04-22 16:24:52-03","UFPB","JPB","26461","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Barbosa, MR","2001","03",NA,"Irisvaldo S. Nascimento","3","2001","02","08","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994","-35.741755","-6.971994",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-04-22 16:24:52-03","UFPB","JPB","26467","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Irisvaldo S. Nascimento","JPB26467","2001","02","08","Brasil","Paraíba","Areia",NA,"-35.691389","-6.963333","-35.691389","-6.963333","618","618",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-04-22 16:24:52-03","UFPB","JPB","26571","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Irisvaldo S. Nascimento","JPB26571","2001","02","28","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994","-35.741755","-6.971994",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-04-22 16:24:52-03","UFPB","JPB","27462","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Cunha, E","130","2001","04","20","Brasil","Paraíba","Areia","Mata do Pau-Ferro","-35.741755","-6.971994","-35.741755","-6.971994",NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-07-14 17:17:28-03","UFPB","JPB","28470","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Dionísio, GO","121","2001","03","23","Brasil","Paraíba","Sapé",NA,"-35.2325","-7.096389","-35.2325","-7.096389","123","123",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-07-14 17:17:28-03","UFPB","JPB","28471","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Dionísio, GO","135","2001","04","27","Brasil","Paraíba","Sapé",NA,"-35.2325","-7.096389","-35.2325","-7.096389","123","123",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-04-22 16:24:52-03","UFPB","JPB","36706","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Gadelha Neto, PC; Quirino, MR; Melo, AS; Araújo, O","1629","2007","04","02","Brasil","Paraíba","João Pessoa","Jardim Botânico, Floresta Estacional Semidecidual. Areno-argiloso","-34.866667","-8","-34.866667","-8",NA,NA,"; DESC: Árvore com aproximadamente 3m. Trifoliolada. Flor branca. Fruto drupa pequena, avermelhada quando madura.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-04-22 16:24:52-03","UFPB","JPB","36314","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Carvalho-Sobrinho, JG de","2005","05",NA,"Stapf, MNS; Araújo, BRN","225","2004","01","23","Brasil","Bahia","Entre Rios","Estrada do Conde para Esplanada, 13,5 km do entrocamento em direção a Esplanada.","-37.747222","-11.771389","-37.747222","-11.771389","42","42","; HABITAT: Areia da restinga arbórea.; DESC: Planta com 3 m alt. Folhas discolores com face adaxial verde-escuro. Frutos verde-escuros quando jovens e laranja passando para vermelho quando senescentes.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-04-22 16:24:52-03","UFPB","JPB","30795","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Gadelha Neto, PC; Lima, JR","660","1992","01","01","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-04-22 16:24:52-03","UFPB","JPB","30804","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Gadelha Neto, PC; et al.","699","1992","01","01","Brasil","Paraíba","João Pessoa",NA,"-34.863056","-7.115","-34.863056","-7.115","47","47",NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-04-22 16:24:52-03","UFPB","JPB","32319","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Gadelha Neto, PC; Costa-Santos, M","823","2002","11","20","Brasil","Paraíba","João Pessoa","Jardim Botânico.","-34.863056","-7.115","-34.863056","-7.115","47","47","; DESC: Arbóreo. Flor branca.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-04-22 16:24:52-03","UFPB","JPB","32744","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Gadelha Neto, PC; et al.","1086","2004","02","11","Brasil","Paraíba","João Pessoa","Jardim Botânico.","-34.863056","-7.115","-34.863056","-7.115","47","47","; DESC: Arbóreo. Flor branca.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-04-22 16:24:52-03","UFPB","JPB","34660","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Gadelha Neto, PC; Pontes, RA","1373","2005","05","01","Brasil","Paraíba","Capim","Mata da Usina Monte Alegre, Substrato Areno-argiloso.","-35.1675","-6.892778","-35.1675","-6.892778","80","80","; DESC: Arbóreo. Flor branca. Árvore com aproximadamente 3m; frutos vermelho-alaranjados.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-04-22 16:24:52-03","UFPB","JPB","39206","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Gadelha Neto, PC; Barbosa, MR; Lima, IB; Lima, JR","2061","2008","02","08","Brasil","Paraíba","João Pessoa","Cabo Branco, Bosque dos Sonhos . Areno-argiloso.","-34","-7","-34","-7",NA,NA,"; HABITAT: Floresta Estacional Semidecidual; DESC: Árvore com cerca de 6m. Ramos glabros, lenticelados. Folhas alternas, trifoliolada. Folíolos lanceolados, cartáceos. Inflorescência em panícula. Flores brancas. Fruto drupa.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-04-22 16:24:52-03","UFPB","JPB","40640","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,"2008","09","21","Satyro, S; Pereira, MS","107","2008","09","21","Brasil","Paraíba","Mamanguape","Estação Ecológica do Pau Brasil, Pitanga da Estrada.","-35.129167","-6.604444","-35.129167","-6.604444",NA,NA,"; HABITAT: Mata Atlântica. Restinga.; DESC: Árvore com flores brancas.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-04-22 16:24:52-03","UFPB","JPB","41374","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Gadelha Neto, PC; Lourenço, AR; Silva, CS; Costa, RMT; Duré, RC","2566","2009","03","25","Brasil","Paraíba","Mataraca","Millennium Inorganic Chemicals Mineração Ltda","-34.980833","-6.495833","-34.980833","-6.495833",NA,NA,"; HABITAT: Mata de Restinga; DESC: Substrato areno-argiloso. Árvore com cerca de 3m. Trifoliolada. Folíolos membranáceos. Fruto drupa pequena, avermelhada.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-04-22 16:24:52-03","UFPB","JPB","41991","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Lima, RB","2009",NA,NA,"Medeiros, MM; Paulo; Rangel, AL","32","2003",NA,NA,"Brasil","Paraíba","Maturéia","Pico do Jabre, Parcela 7","-37.380833","-7.250278","-37.380833","-7.250278","1075","1197","; HABITAT: Mata Atlântica. Floresta Estacional Semidecidual Montana.; DESC: Substrato argiloso. Árvore, cerca 6 m de altura.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-04-22 16:24:52-03","UFPB","JPB","43503","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Fortunato, MEM; Quirino, ZG","10","2008","11","13","Brasil","Paraíba","Rio Tinto","Reserva Biológica Guaribas, Borda de mata","-35.08427","-6.80333","-35.08427","-6.80333",NA,NA,"; HABITAT: Mata Atlântica; DESC: Arbustiva ca. 4m de altura. Folhas longas. Futos maduros e vermelhos.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-04-22 16:24:52-03","UFPB","JPB","43538","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Fortunato, MEM; Quirino, ZG","45","2010","03","03","Brasil","Paraíba","Rio Tinto","Reserva Biológica Guaribas, Borda de mata","-35.08427","-6.80333","-35.08427","-6.80333",NA,NA,"; HABITAT: Mata Atlântica; DESC: Arbustiva ca. 4m de altura. Folhas opostas cruzadas. Fruto maduro e vermelho.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-04-22 16:24:52-03","UFPB","JPB","44346","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Pontes, RA; Freitas, GB","639","2010","03","18","Brasil","Paraíba","João Pessoa","Bairro Valentina de Figueiredo, Mata adjacente ao presídio PB1","-34.863056","-7.115","-34.863056","-7.115","47","47","; DESC: Arbusto ca. 2 m. Frutos redondos, vermelhos ou alaranjados.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-04-22 16:24:52-03","UFPB","JPB","45124","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Pereira, LA","2013","09","10","Amorim, BS; Sampaio, VS; Chagas, MA","1308","2011","12","01","Brasil","Pernambuco","Igarassu","Usina São José, Mata de Pezinho, borda da mata.","-35.019722","-7.790556","-35.019722","-7.790556",NA,NA,"; HABITAT: Floresta Atlântica; DESC: Arvoreta 3m alt., frutos verdes.","JPB0045124",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-04-22 16:24:52-03","UFPB","JPB","46483","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Pereira, LA","2013","09","10","Viana, JL","272","2011","03","12","Brasil","Pernambuco","Lagoa dos Gatos","RPPN Pedra D'Anta, Mata do Peru","-35.9","-8.658333","-35.9","-8.658333","464","464","; DESC: Árvore, inflors verde dimunutas e frutos vermelhos","JPB0046483",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-04-22 16:24:52-03","UFPB","JPB","49467","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Pereira, LA","2013","09","10","Araújo, DA; Amorim, BS; Viana, JL; Chagas, MA","1927","2011","11","24","Brasil","Pernambuco","Lagoa dos Gatos","RPPN Pedra D'Anta, Trilha da associação.","-35.859722","-8.691389","-35.859722","-8.691389",NA,NA,"; HABITAT: Borda da mata.; DESC: Árvore. Botões verdes.","JPB0049467",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-04-22 16:24:52-03","UFPB","JPB","49607","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Pereira, LA","2013","09","10","Amorim, BS; Maciel, JR; Chagas, MA","1324","2011","12","09","Brasil","Pernambuco","Recife","Jardim Botânico do Recife, Interior da mata.","-34.966667","-8.077778","-34.966667","-8.077778",NA,NA,"; HABITAT: Floresta Atlântica; DESC: Árvore 5m alt., flores amarelas.","JPB0049607",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-04-22 16:24:52-03","UFPB","JPB","49615","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Pereira, LA","2013","09","10","Amorim, BS; Araújo, DA; Maciel, JR; Melo, AV de; Buril, MT; Cavalcanti, D; Chagas, MA","1331","2011","12","23","Brasil","Pernambuco","Igarassu","Usina São José, Mata de Macacos, borda da mata","-35.010556","-7.786111","-35.010556","-7.786111",NA,NA,"; HABITAT: Floresta Atlântica; DESC: Arvoreta 6 m alt., frutos amarelos a alaranjados, vermelhos quando maduros.","JPB0049615",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-04-22 16:24:52-03","UFPB","JPB","51927","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Pereira, LA; Gadelha Neto, PC; Lima, JR","355","2012","03","29","Brasil","Paraíba","Rio Tinto","Fragmento Pb 114 (Projeto Pau-Brasil).","-35.113861","-6.730806","-35.113861","-6.730806",NA,NA,"; DESC: Árvore ca. De 6m. Frutos avermelhados.","JPB0051927",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-04-22 16:24:52-03","UFPB","JPB","62550","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Mello, PPAC; Lima, JR","JPB-62550","2015","05","25","Brasil","Rio Grande do Norte","Parnamirim","Mata Jiqui - Fazenda EMPARN (Pesquisa Agropecuária do Rio Grande do Norte).","-35.194717","-5.931033","-35.194717","-5.931033","50","50","; HABITAT: Tabuleiro; DESC: Árvore ca. 2,3 m de altura;","JPB0062550",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-04-22 16:24:52-03","UFPB","JPB","20166","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Agra, MF","1998",NA,NA,"Agra, MF; Silva, PC da","5164","1998","05","10","Brasil","Paraíba","Maturéia","Pico do Jabre, Vegetação arbustiva-arbórea, semicaducifolia subxerofítica.","-37.431389","-7.186111","-37.431389","-7.186111","800","1010","; DESC: Árvore; folhas compostas; frutos vermelho-laranja.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-04-22 16:24:52-03","UFPB","JPB","20165","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Agra, MF; Silva, PC da","5160","1998","05","10","Brasil","Paraíba","Maturéia","Pico do Jabre, Vegetação arbustivo-arbórea, semicaducifolia, subxerofítica.","-37.431389","-7.186111","-37.431389","-7.186111","800","1010","; DESC: Árvore; folhas compostas; frutos vermelho-laranja.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-04-22 16:24:52-03","UFPB","JPB","20173","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Agra, MF","1998","05","10","Agra, MF; Silva, PC da","5158","1998","05","10","Brasil","Paraíba","Maturéia","Pico do Jabre, Vegetação arbustivo-arbórea, semicaducifolia,subxerofítica.","-37.431389","-7.186111","-37.431389","-7.186111","800","1010","; DESC: Árvore; folhas compostas; frutos vermelho-laranja.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-04-22 16:24:52-03","UFPB","JPB","32694","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Barbosa, MR; Pontes, AF; Cunha, JP; Lima, JR; Pereira, MS; Pessoa, MC","2863","2004","02","16","Brasil","Paraíba","Araruna","Parque Estadual da Pedra da Boca, Mata do Gemedouro.","-35.74169921875","-6.55833005905151",NA,NA,NA,NA,"; DESC: Árvore ca. 4m de alt., frutos verdes e maduros vermelhos.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"17323","auto",NA,NA,NA,NA,NA,NA
"245","2020-04-22 16:24:52-03","UFPB","JPB","38352","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Lima, RB","2007","01","26","Lima, RB; Aguiar, FB; Miranda, CAB de; Freitas, GB","2171","2007","01","24","Brasil","Paraíba","Baía da Traição","Aldeia Tracoeira, Mata de Tabuleiro","-34.9357986450195","-6.68833017349243",NA,NA,NA,NA,"; DESC: Arvoreta de 1,5m. Botões florais verdes. Flores com corola alva e pequena. Estames alvos.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"12599","auto",NA,NA,NA,NA,NA,NA
"246","2020-04-22 16:24:52-03","UFPB","JPB","38360","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.",NA,NA,NA,NA,"Lima, RB; Aguiar, FB; Miranda, CAB de; Freitas, GB","2179","2007","01","24","Brasil","Paraíba","Baía da Traição","Aldeia Tracoeira, Mata de Tabuleiro","-34.9357986450195","-6.68833017349243",NA,NA,NA,NA,"; DESC: Folhas crenadas e trifoliadas. Cálice verde. Corola creme. Estames alvos.",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"12599","auto",NA,NA,NA,NA,NA,NA
"247","2020-04-22 16:24:52-03","UFPB","JPB","4229","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","laevigatus","Allophylus laevigatus","(Turcz.) Radlk.","Somner, GV","1994","03","19","Agra, MF","145","1979","06","20","Brasil","Paraíba","João Pessoa",NA,"-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"; DESC: Árvore de porte regular. Paniculas de pequenas flores amarelas brancacentas. Flor amarela-branca","JPB0004229",NA,"Angiosperma","Dicotyledon","Southern America",NA,"15975","auto",NA,NA,NA,NA,NA,NA
