"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"81","2021-04-07 11:45:23-03","UFMS","CGMS","58551","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","V.J. Pott; A. Pott; J.S.V. Silva; M.M. Abdon; R.F. dos Santos","5064","2002","02","28",NA,"Brasil",NA,NA,"Flor amarela. Material em álcool 70%; cresce bem em laboratório com solo próprio do ambiente, inclusive florestal. Habitat: Borda úmida. Solo siltoso. Relevo plano. Ocasional. Habito: Erva aquática, anfíbia, 5cm de altura.","CGMS1088466",NA,NA,"Vahl","V.J. Pott","Mato Grosso do Sul","Camapuã","Ribeirão Figueirão, área próxima a ponte, entre Camapuã e Figueirão (próximo 6Km), estrada MS-436.","-53.6630556","-18.6986111",NA,NA,NA,NA,NA,NA,"-53,6630556","-18,6986111",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-04-07 11:45:23-03","UFMS","CGMS","50864","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","V.J. Pott; A. Pott","8756","2006","02","09",NA,"Brasil",NA,NA,"Flor amarela. Material em álcool 70%. Habitat: Campo temporário úmido, minando de água nas chuvas. Solo argilo-siltoso. Relevo levemente inclinado. Habito: Erva aquática emergente. 7-12cm de altura. Mancha ocasional.","CGMS1080849",NA,NA,"Vahl","V.J. Pott","Mato Grosso do Sul","Aquidauana","Fazenda Rodeio, cerca de 700m da sede (fundos).","-55.1522222","-19.7397222",NA,"450","450",NA,NA,NA,"-55,1522222","-19,7397222",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-04-07 11:45:23-03","UFMS","CGMS","71684","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","L.P. Oliveira; V.J. Pott, E.O. Souza, C. Estodutto","91","2018","11","05",NA,"Brasil",NA,NA,NA,"CGMS1104487",NA,NA,"Vahl","V.J. Pott","Mato Grosso do Sul","Bonito","Fazenda Princesinha. Próximo ao Parque Nacional da Serra da Bodoquena","-56.8338889","-21.0977777",NA,"526","526","2018","11","05","-56,8338889","-21,0977777",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-27 13:49:52-03","UFS","ASE","20532","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Matos, IS","184","2009","08","24","Southern America","Brasil",NA,NA,"Herbácea. Flores amarelas.; Herbácea. Flores amarelas.","ASE0026728","Magnoliophyta",NA,"Vahl","Guedes, F.M.","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa, Borda da Mata.","-37.310278","-10.998333","ASE0026728",NA,NA,"2018","11","07","-37.310278","-10.998333",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-27 13:49:52-03","UFS","ASE","21459","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Gomes, LA; Souza, CAS; Santos, LAS; Santos, E","161","2011","06","28","Southern America","Brasil",NA,NA,"Erva, ca. 10cm de altura. Flores amarelas.; Erva, ca. 10cm de altura. Flores amarelas.; Mata Atlântica.","ASE0027794","Magnoliophyta",NA,"Vahl","Carregosa, T","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Águas lêntidas. Solo Arenoso","-37.433889","-11.369722","ASE0027794",NA,NA,"2011","06","29","-37.433889","-11.369722",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-27 13:49:52-03","UFS","ASE","21830","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Carregosa, T; Nascimento - Júnior, JE; Santos, LAS; Melo, DS","215","2011","08","05","Southern America","Brasil",NA,NA,"Erva dimuta terrestre. Flores amarelas.; Erva dimuta terrestre. Flores amarelas.; Restinga.","ASE0028243","Magnoliophyta",NA,"Vahl","Carregosa, T","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167","ASE0028243",NA,NA,"2011","08",NA,"-37.054167","-10.789167",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-27 13:49:52-03","UFS","ASE","25681","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Matos, GMA; Campos, DA; Costa, SMS; Menezes, AB","202","2012","09","10","Southern America","Brasil",NA,NA,"Herbácea, 10 cm. Flores amarelas botões vináceos.","ASE0031041","Magnoliophyta",NA,"Vahl","Carregosa, T","Sergipe","Areia Branca","PARNA Serra de Itabaiana, Serra Comprida.","-37.315","-10.758056","ASE0031041",NA,NA,"2013","07",NA,"-37.315","-10.758056",NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-27 13:49:52-03","UFS","ASE","28722","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Gomes, C","ASE28722","2008","07","15","Southern America","Brasil",NA,NA,"Mata Atlântica","ASE0000092","Magnoliophyta",NA,"Vahl","Guedes, F.M.","Sergipe","São Cristóvão",NA,"-37.206389","-11.014722","ASE0000092","47","47","2018","11","07","-37.206389","-11.014722",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-27 13:49:52-03","UFS","ASE","9520","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Landim, M; Proença, C; S.Harris","1568","2004","08","27","Southern America","Brasil",NA,NA,"erva aquática. flores com pétalas amarelas.; erva aquática. flores com pétalas amarelas.; mata atlântica","ASE0018733","Magnoliophyta",NA,"Vahl","Carregosa, T","Sergipe","São Cristóvão","próxima ao posto da Polícia Rodoviária Estadual da","-37.206389","-11.014722","ASE0018733",NA,NA,"2011","09","29","-37.206389","-11.014722",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-27 13:49:52-03","UFS","ASE","27507","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Oliveira, EVS; Ferreira, ES","167","2013","02","21","Southern America","Brasil",NA,NA,"Erva aquática.; Restinga","ASE0031891","Magnoliophyta",NA,"Vahl","Carregosa, T","Sergipe","Pacatuba","Rebio de Santa Isabel, 3° barreta após a sede.","-36.753056","-10.654722","ASE0031891",NA,NA,"2013","03","14","-36.753056","-10.654722",NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-01 16:32:54-03","UNICAMP","UEC","154794","S","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Barbosa, TDM; Costa, SM","13012","2010","07","24",NA,"Brazil",NA,NA,"Erva aquática ca. 10 cm. Flor amarelo-pálida.; Campinarana arbustiva. Grade PPBIO. Solo encharcado.","UEC035011","Magnoliopsida",NA,"Vahl",NA,"Roraima","Caracaraí","Parque Nacional do Viruá","-61.006889","1.468278","UEC035011","67","67",NA,NA,NA,"-61.006889","1.468278",NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:32:54-03","UNICAMP","UEC","9271","S","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Shepherd, GJ; Andrade, JB; Tamashiro, JY; Salgado, PR","7499","1978","04","20",NA,"Brazil",NA,NA,"Flores amarelas.; Brejo.",NA,"Magnoliopsida",NA,"Vahl","Gonella, PM","Goiás","Piranhas","Rodovia Piranhas-Barra do Garça, à 5 km de Piranhas.","-51.8222007751465","-16.4269008636475",NA,NA,NA,"2009","07","31",NA,NA,"38194","auto",NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:32:54-03","UNICAMP","UEC","136496","S","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Prado, AL","2026","1993","04","22",NA,"Brazil",NA,NA,"Erva, ca. 10cm de altura; flores amarelas. Rara na área. Solo arenoso.",NA,"Magnoliopsida",NA,"Vahl","Prado, AL","Mato Grosso","Poconé","Estrada Poconé - Porto Cercado, Km 18, Campo de murundum sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,NA,"1996","07",NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:32:54-03","UNICAMP","UEC","154801","S","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Costa, SM; Barbosa, TDM","7142","2010","09","13",NA,"Brazil",NA,NA,"Erva, ca. 10 cm. Flor amarela, centro amarelo-ovo, base do caule escurecido, folhas oblongo-obovadas. Indivíduos na sombra com parte inferior submersa; Campinarana graminosa-arbustiva","UEC035010","Magnoliopsida",NA,"Vahl",NA,"Roraima","Caracaraí","PARNA Viruá, grade do PPBio, campina da L3/N2","-61.128101348877","1.81611001491547","UEC035010",NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:32:54-03","UNICAMP","UEC","154802","S","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Costa, SM; Barbosa, TDM","6914","2010","09","12",NA,"Brazil",NA,NA,"Erva, ca. 10 cm. Flor amarela, fruto esverdeado, folhas oblongo-obovadas.; Área de campinarana com bosque mais aberto.","UEC035004","Magnoliopsida",NA,"Vahl",NA,"Roraima","Caracaraí","PARNA Viruá, na grade do PPBio ao longo da L1; entre N2 e N3.","-61.128101348877","1.81611001491547","UEC035004",NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:32:54-03","UNICAMP","UEC","154795","S","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Costa, SM; Barbosa, TDM","6923","2010","09","12",NA,"Brazil",NA,NA,"Erva, ca. 10 cm. Flor amarela, folhas obovadas; Área de campinarana com bosque mais aberto.","UEC035006","Magnoliopsida",NA,"Vahl",NA,"Roraima","Caracaraí","PARNA Viruá, na grade do PPBio ao longo da L1; entre N2 e N3.","-61.128101348877","1.81611001491547","UEC035006",NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:32:54-03","UNICAMP","UEC","138551","S","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Costa, SM; Cangani, KG","860","2011","01","24",NA,"Brazil",NA,NA,"Erva palustre, ca. 8 cm. Flor de corola amarelo pálida com centro floral mais escuro, folhas obovadas diminutas; Campinarana arbustiva, L3/N4 (N1°28'7,3 W61°01'52,0 64m","UEC035008","Magnoliopsida",NA,"Vahl",NA,"Roraima","Caracaraí","Parque Nacional do Viruá, grade do PPBio","-61.128101348877","1.81611001491547","UEC035008",NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA,NA,NA,NA
"98","2019-11-19 14:08:13-03","UFRPE","PEUFR","18368","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","M.F. Sales; M.J.N. Rodal","222","1994","07","22",NA,"Brasil",NA,NA,"Erva com pétalas amarelas e fruto verde-castanho.","PEUFR018368",NA,NA,"Vahl.","F. M. Guedes","Pernambuco","Caruaru","Parque Ecológico Municipal","-36","-8.31",NA,"1100","1100","2017","05","10","36°00'00''W","8°18'36''S",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-19 14:08:13-03","UFRPE","PEUFR","30080","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","A. Liebig; L. Krause; M.F. Sales","1","1999","07","20",NA,"Brasil",NA,NA,"Herb of few cm height; flowers yellow","PEUFR030080",NA,NA,"Vahl.","F. M. Guedes","Pernambuco","Bonito","nearby Fazenda Tudo Muito (Bela Vista)","-35.728883","-8.524467",NA,"720","720","2017","05","10","35°43,733'W","8°31,468'S",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-19 14:08:13-03","UFRPE","PEUFR","10588","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","M.L. Guedes","2062","1988","09","28",NA,"Brasil",NA,NA,"Herbácea, crescendo em lugares úmidos. Flores amarelas simples.","PEUFR010588",NA,NA,"Vahl.","F. M. Guedes","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,NA,"2017","05","10",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"101","2020-08-31 19:33:08-03","UFPB","JPB","65005","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Luna, NK; Bazante, ML; Zelenski, A; Coutinho, TS; Silva, FP","93","2015","08","26","Southern America","Brasil",NA,NA,"; HABITAT: Floresta Atlântica Submontana, local com bastante umidade. Fragmento; DESC: Erva c/ 0,10 cm de alt., flores amarelas","JPB0065005","Angiosperma","Dicotyledon","Vahl","Luna, NK","Pernambuco","Jaqueira","RPPN Frei Caneca, Pedra do Cruzeiro","-35.755694","-8.151028",NA,NA,NA,"2016","02","26","-35.755694","-8.151028",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-04-22 16:21:12-03","UFPB","JPB","44599","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Melo, AV de; Gomes-Costa, GA; Chagas, MA; Santos, SO","598","2010","10","14","Southern America","Brasil",NA,NA,"; DESC: Erva de flores amarelas. Cálcara maior que a parte inferior da corola. Coletada em solo muito úmido, na margem da estrada.",NA,"Angiosperma","Dicotyledon","Vahl","Guedes, FM","Pernambuco","Jaqueira","Serra do Urubu, Caminho para Lagoa dos Gatos","-35.847222","-8.721944",NA,"654","654","2017","07","25","-35.847222","-8.721944",NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-04-22 16:21:12-03","UFPB","JPB","55985","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Barbosa, EA","10","2012","05","11","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica; DESC: Planta de pequeno porte, com flores amarelas. Hábito aquático/ úmido. Forma biológica submersa livre/ epifita&nf;Amostra B - Utricularia gibba L.; &nf;Det. Guedes, F.M.; 25/07/17","JPB0055985","Angiosperma","Dicotyledon","Vahl","Guedes, FM","Paraíba","Santa Rita","Reservatório / represa. Ambiente palustre / aquático","-34.966667","-7.116667",NA,NA,NA,"2017","07","25","-34.966667","-7.116667",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-04-22 16:21:12-03","UFPB","JPB","59427","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Jardim, JG; Jardim, AB; Roque, AA; W.M.B. São-Mateus","6027","2011","08","18","Southern America","Brasil",NA,NA,"Herbácea ereta 5-15 cm alt. Cálice verde a vinácea, corola amarelo vívido. Frutos imaturos vináceos. Foto.; DESC: Herbácea ereta 5-15 cm alt. Cálice verde a vinácea, corola amarelo vívido. Frutos imaturos vináceos. Foto.","JPB0059427","Angiosperma","Dicotyledon","Vahl","Guedes, FM","Rio Grande do Norte","Ceará-Mirim","RN 064, estrada para Pureza (RN 309) entrada ca. 4,3 km à direita seguindo no canavial ca. 3 km da entrada. Área encharcada margeada por fáceis de cerrado","-35.448889","-5.575",NA,"40","40",NA,NA,NA,"-35.448889","-5.575",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-04-22 16:21:12-03","UFPB","JPB","59737","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Nusbaumer, L","4233","2014","10","24","Southern America","Brasil",NA,NA,"; HABITAT: Forêt ombrophile submontagnarde, boue en bordure de ruisseau marécageux; DESC: herbacée, 5 cm. tige, sépales et écailles grenat, fl. jaune en gueule de loup à 2 lèvres, 1 lobe sup. et 3 inf., long éperon. récolte photogra","JPB0059737","Angiosperma","Dicotyledon","Vahl",NA,"Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, localité de Quebrangulo","-36.445917","-9.230181",NA,"670","670",NA,NA,NA,"-36.445917","-9.230181",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-04-22 16:21:12-03","UFPB","JPB","61425","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Nusbaumer, L; et al.","4730","2015","11","01","Southern America","Brasil",NA,NA,"; HABITAT: Forêt ombrophile submontagnarde, affleurement rocheux; DESC: herbacée 0.05 m sur tapis de mousse; fl. jaune à éperon, tige grenat; récolte photogr. in situ; récolté avec José Antônio V. Filho et Flávio dos Santos Pereira; é","JPB0061425","Angiosperma","Dicotyledon","Vahl",NA,"Pernambuco","Jaqueira","Serra de Urubu, Localité de Jaqueira.","-35.845404","-8.733304",NA,"720","720",NA,NA,NA,"-35.845404","-8.733304",NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-02-21 19:34:16-03","UNEMAT","HERBAM","1687","S","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Sasaki, D.; Biggs, N.; Camargo, A.C. & Bessa, M.A.","1910","2008","01","26",NA,"Brasil",NA,NA,NA,"HERBAM001687",NA,NA,"Vahl","Zappi, DC","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Campo com afloramento de arenito.","-55.191944","-9.584167",NA,NA,NA,NA,NA,NA,"-55.191944","-9.584167",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-11-30 11:23:46-03","UFES","VIES","33780","S","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Couto, D.R.; Pinto-Junior, H.","1788","2011","01","05",NA,"Brasil",NA,NA,NA,"VIES033780",NA,NA,"Vahl","F.M. Guedes","Espírito Santo","Mimoso do Sul","Conceição do Muqui.","-41.3664016723633","-21.0641994476318","VIES033780","920","920","2020","09","23",NA,NA,"29430","auto",NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:31:32-03","MBM","MBM","389363","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Saridakis, D.P.; Lozano, E.D.; Lozano, E.D.","277","2013","11","30","Southern America","Brazil",NA,NA,"Erva palustre; flor amarela, escapo vináceo com gotículas de mucilagem, folhas fotossintetizantes verdes filiformes, folhas utriculíferas subterrâneas.; Substrato arenoso, sol pleno.","MBM389363",NA,NA,"Vahl","Saridakis, D.P.","Paraná","Sengés","Rio Pelame, margem esquerda do rio","-49.411667","-24.120047",NA,"608","608","2013","11","30","-49.411667","-24.120047",NA,NA,NA,NA,NA,NA,NA,NA
"110","2015-09-04 08:06:02-03","MNHN","RECOLNAT_MNHN_P","P03573927","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Salzmann",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573927' target='other'> <mi>dwc_moreinfo</mi></a>","P03573927",NA,NA,"Vahl",NA,"Bahia",NA,NA,NA,NA,"P03573927_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2015-09-04 08:06:02-03","MNHN","RECOLNAT_MNHN_P","P03573928","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573928' target='other'> <mi>dwc_moreinfo</mi></a>","P03573928",NA,NA,"Vahl",NA,"Minas Gerais",NA,NA,NA,NA,"P03573928_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1612",NA,NA
"112","2015-09-04 08:06:02-03","MNHN","RECOLNAT_MNHN_P","P03573921","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Salzmann",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573921' target='other'> <mi>dwc_moreinfo</mi></a>","P03573921",NA,NA,"Vahl",NA,NA,NA,"Brésil.",NA,NA,"P03573921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2015-09-16 13:52:05-03","MNHN","RECOLNAT_MNHN_P","P00445800","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Richard, L.C.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00445800' target='other'> <mi>dwc_moreinfo</mi></a>","P00445800",NA,NA,"Vahl",NA,NA,NA,NA,NA,NA,"P00445800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"114","2015-09-04 08:06:02-03","MNHN","RECOLNAT_MNHN_P","P03573909","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Grosourdy",NA,"1864","1","1",NA,"Guiana","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573909' target='other'> <mi>dwc_moreinfo</mi></a>","P03573909",NA,NA,"Vahl",NA,NA,NA,"Villa d Rypata.",NA,NA,"P03573909_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA
"115","2015-09-04 08:06:02-03","MNHN","RECOLNAT_MNHN_P","P03573912","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Balansa, B.",NA,"1874","4","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573912' target='other'> <mi>dwc_moreinfo</mi></a>","P03573912",NA,NA,"Vahl",NA,NA,NA,"L´ Assumption. .",NA,NA,"P03573912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2590",NA,NA
"116","2015-09-04 08:06:02-03","MNHN","RECOLNAT_MNHN_P","P03573914","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Poiteau",NA,NA,NA,NA,NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573914' target='other'> <mi>dwc_moreinfo</mi></a>","P03573914",NA,NA,"Vahl",NA,NA,NA,NA,NA,NA,"P03573914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2015-09-04 08:06:02-03","MNHN","RECOLNAT_MNHN_P","P03573915","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Prieur",NA,"1834","1","1",NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573915' target='other'> <mi>dwc_moreinfo</mi></a>","P03573915",NA,NA,"Vahl",NA,NA,NA,NA,NA,NA,"P03573915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2015-09-04 08:06:02-03","MNHN","RECOLNAT_MNHN_P","P03573923","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Prance, G.T.|Forero, E.|Pena, B.S.|Ramos, J.F.",NA,"1967","2","18",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573923' target='other'> <mi>dwc_moreinfo</mi></a>","P03573923",NA,NA,"Vahl",NA,"Roraima",NA,"Plateau of Serra Tepequem.",NA,NA,"P03573923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4487",NA,NA
"119","2015-09-04 10:52:12-03","MNHN","RECOLNAT_MNHN_P","P04425342","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Harley, R.M.|Hage, J.L.|Carvalho, A.M.|Brito, H.S.|Bromley, G.L.",NA,"1980","4","12",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04425342' target='other'> <mi>dwc_moreinfo</mi></a>","P04425342",NA,NA,"Vahl",NA,"Bahia",NA,"Serra Geral de Caitité. 8.5km N of Brejinhos das Ametistas, on the Caitité road.",NA,NA,"P04425342_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21267",NA,NA
"120","2015-09-04 10:52:12-03","MNHN","RECOLNAT_MNHN_P","P04425361","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Perrotet",NA,NA,NA,NA,NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04425361' target='other'> <mi>dwc_moreinfo</mi></a>","P04425361",NA,NA,"Vahl",NA,NA,NA,NA,NA,NA,"P04425361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2015-09-04 10:49:34-03","MNHN","RECOLNAT_MNHN_P","P04428292","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Raynal-Roques, A.",NA,"1978","1","27",NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04428292' target='other'> <mi>dwc_moreinfo</mi></a>","P04428292",NA,NA,"Vahl",NA,NA,NA,"Mont du Grand Matoury, env. 10 km au S de Cayenne. Berge du lac des Américains.",NA,NA,"P04428292_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19947",NA,NA
"122","2015-09-04 10:49:37-03","MNHN","RECOLNAT_MNHN_P","P04428980","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Raynal-Roques, A.",NA,"1978","3","13",NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04428980' target='other'> <mi>dwc_moreinfo</mi></a>","P04428980",NA,NA,"Vahl",NA,NA,NA,NA,NA,NA,"P04428980_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20202",NA,NA
"123","2020-12-11 11:37:11-03","UFMG","BHCB","156095","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Paula, LFA de; Silva, LVC; Pivari, MOD; Jorge, TB; Arruda, AJ; Gontijo, ML; Ranieri, BD","464","2012","01","26","Southern America","Brasil",NA,NA,NA,"BHCB028035","Dicotyledon",NA,"Vahl",NA,"Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11D.","-50.327778","-6.391389",NA,"630","630",NA,NA,NA,"-50.327778","-6.391389",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-11 11:37:11-03","UFMG","BHCB","157642","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pusilla","Utricularia pusilla","Arruda, AJ; Viana, PL; Marino, F; Meyer, PB; Jorge, TB; Arruda, LJ","717","2012","03","20","Southern America","Brasil",NA,NA,"Campo graminoso alagado sobre canga.","BHCB028036","Dicotyledon",NA,"Vahl",NA,"Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11D.","-50.371667","-6.390556",NA,"714","714",NA,NA,NA,"-50.371667","-6.390556",NA,NA,NA,NA,NA,NA,NA,NA
